,CMA US Equity,CMA US Equity,CMA US Equity,CMA US Equity,CMA US Equity
2019-02-15,65.6616,67.1292,65.6228,67.0671,1720160.0
2019-02-16,65.6616,67.1292,65.6228,67.0671,1720160.0
2019-02-17,65.6616,67.1292,65.6228,67.0671,1720160.0
2019-02-18,65.6616,67.1292,65.6228,67.0671,1720160.0
2019-02-19,66.7797,68.1542,66.7797,67.8979,1950706.0
2019-02-20,67.7659,68.6977,67.4475,68.5735,1697065.0
2019-02-21,68.5735,68.9617,67.7581,68.1309,1306014.0
2019-02-22,68.1775,68.5191,67.9173,68.4104,1109940.0
2019-02-23,68.1775,68.5191,67.9173,68.4104,1109940.0
2019-02-24,68.1775,68.5191,67.9173,68.4104,1109940.0
2019-02-25,68.8763,69.0782,67.5174,67.6494,1594953.0
2019-02-26,67.4398,67.9833,66.6788,67.0671,1212667.0
2019-02-27,67.3233,68.2085,67.0166,68.193,1268784.0
2019-02-28,68.3716,68.4648,67.5485,67.6417,1794091.0
2019-03-01,68.0765,68.6045,66.8962,67.4475,1640756.0
2019-03-02,68.0765,68.6045,66.8962,67.4475,1640756.0
2019-03-03,68.0765,68.6045,66.8962,67.4475,1640756.0
2019-03-04,67.4165,68.1775,66.5701,67.1835,1457208.0
2019-03-05,66.803,67.3621,66.0964,67.0748,1687683.0
2019-03-06,66.3993,66.9195,65.4442,65.646,1806672.0
2019-03-07,65.4442,65.5296,63.8213,64.2949,2771788.0
2019-03-08,63.7358,64.854,63.5728,64.8152,2003378.0
2019-03-09,63.7358,64.854,63.5728,64.8152,2003378.0
2019-03-10,63.7358,64.854,63.5728,64.8152,2003378.0
2019-03-11,64.4502,64.7453,63.6737,64.0542,3114077.0
2019-03-12,64.326,64.5589,63.4485,63.8523,2487861.0
2019-03-13,63.7358,64.291,63.2078,64.0154,2038583.0
2019-03-14,64.1093,64.8452,64.1093,64.3207,1620501.0
2019-03-15,64.1563,64.8296,63.9919,64.4068,3062604.0
2019-03-16,64.1563,64.8296,63.9919,64.4068,3062604.0
2019-03-17,64.1563,64.8296,63.9919,64.4068,3062604.0
2019-03-18,64.7121,65.3149,64.6025,64.9,1717085.0
2019-03-19,65.4011,65.542,63.1464,63.256,2321059.0
2019-03-20,62.9428,63.0603,60.469,60.4768,3206627.0
2019-03-21,60.0932,60.1871,58.8876,58.9972,2831939.0
2019-03-22,58.4022,58.4022,55.8892,56.4215,2509721.0
2019-03-23,58.4022,58.4022,55.8892,56.4215,2509721.0
2019-03-24,58.4022,58.4022,55.8892,56.4215,2509721.0
2019-03-25,56.5076,57.1731,55.7248,56.2023,2244317.0
2019-03-26,56.5703,57.1652,56.0144,57.0243,2337962.0
2019-03-27,56.9539,57.3845,55.9753,56.5703,1833302.0
2019-03-28,56.7112,57.2827,56.3745,57.2279,1584916.0
2019-03-29,57.7289,58.0734,57.0322,57.4001,1678825.0
2019-03-30,57.7289,58.0734,57.0322,57.4001,1678825.0
2019-03-31,57.7289,58.0734,57.0322,57.4001,1678825.0
2019-04-01,57.8385,59.6939,57.8229,59.5608,2311181.0
2019-04-02,59.3495,60.7195,59.1303,60.2263,2282352.0
2019-04-03,61.1735,61.8233,59.9679,60.195,1904395.0
2019-04-04,58.9424,61.1031,58.9424,60.6412,2197011.0
2019-04-05,60.7195,61.1501,59.921,60.7743,2283019.0
2019-04-06,60.7195,61.1501,59.921,60.7743,2283019.0
2019-04-07,60.7195,61.1501,59.921,60.7743,2283019.0
2019-04-08,60.743,61.5337,60.6255,61.244,1837589.0
2019-04-09,60.8682,61.0483,60.0149,60.3907,1347299.0
2019-04-10,60.4063,60.743,59.5687,60.649,1924223.0
2019-04-11,60.8917,61.8077,60.5942,61.1266,2159233.0
2019-04-12,62.2304,63.1151,61.5806,62.888,2358199.0
2019-04-13,62.2304,63.1151,61.5806,62.888,2358199.0
2019-04-14,62.2304,63.1151,61.5806,62.888,2358199.0
2019-04-15,62.6297,62.8802,61.5885,61.8077,2218487.0
2019-04-16,60.5864,62.5827,59.6861,62.1521,3417659.0
2019-04-17,62.0738,62.3713,61.3928,62.0504,1802779.0
2019-04-18,62.0973,62.2226,61.0953,61.2597,2017607.0
2019-04-19,62.0973,62.2226,61.0953,61.2597,2017607.0
2019-04-20,62.0973,62.2226,61.0953,61.2597,2017607.0
2019-04-21,62.0973,62.2226,61.0953,61.2597,2017607.0
2019-04-22,61.2753,61.7764,60.923,61.3066,1277452.0
2019-04-23,61.197,61.8781,60.1323,61.8546,1872376.0
2019-04-24,61.2283,61.2283,59.4669,60.469,2086705.0
2019-04-25,60.3202,60.9857,59.8505,60.5003,1880140.0
2019-04-26,60.4924,61.1814,60.0697,60.8682,1180116.0
2019-04-27,60.4924,61.1814,60.0697,60.8682,1180116.0
2019-04-28,60.4924,61.1814,60.0697,60.8682,1180116.0
2019-04-29,61.2518,62.4261,61.0209,61.6824,1823017.0
2019-04-30,61.7294,61.8312,60.6021,61.5258,1756179.0
2019-05-01,61.3928,61.9486,59.9836,60.2732,1817679.0
2019-05-02,60.3202,61.5611,60.3202,61.2127,1415275.0
2019-05-03,61.2597,61.7685,61.0874,61.1735,1506366.0
2019-05-04,61.2597,61.7685,61.0874,61.1735,1506366.0
2019-05-05,61.2597,61.7685,61.0874,61.1735,1506366.0
2019-05-06,60.2184,61.3066,59.9992,60.9935,1082397.0
2019-05-07,60.3046,60.4611,59.5139,59.8818,1445298.0
2019-05-08,59.4747,59.9679,58.9502,59.3964,1899183.0
2019-05-09,58.6527,59.8035,58.2848,59.6704,1763453.0
2019-05-10,59.4199,60.3828,58.7466,60.0619,1485335.0
2019-05-11,59.4199,60.3828,58.7466,60.0619,1485335.0
2019-05-12,59.4199,60.3828,58.7466,60.0619,1485335.0
2019-05-13,58.9189,59.2242,57.2279,57.4784,2229189.0
2019-05-14,57.6193,58.9032,57.4393,58.41,2395340.0
2019-05-15,57.6741,57.6741,56.2493,57.0948,1663048.0
2019-05-16,57.5254,58.5196,57.4549,58.0029,1566849.0
2019-05-17,57.267,58.161,57.0087,57.5489,1052519.0
2019-05-18,57.267,58.161,57.0087,57.5489,1052519.0
2019-05-19,57.267,58.161,57.0087,57.5489,1052519.0
2019-05-20,57.5254,57.9011,57.3375,57.6898,1289559.0
2019-05-21,58.1125,58.3552,57.8072,58.3239,1079022.0
2019-05-22,57.9246,58.0421,57.4079,57.5097,1075902.0
2019-05-23,56.9304,56.9304,55.7796,56.0927,1261353.0
2019-05-24,56.3432,56.946,56.3354,56.6955,1295251.0
2019-05-25,56.3432,56.946,56.3354,56.6955,1295251.0
2019-05-26,56.3432,56.946,56.3354,56.6955,1295251.0
2019-05-27,56.3432,56.946,56.3354,56.6955,1295251.0
2019-05-28,56.4607,56.7347,55.8422,55.8892,1587212.0
2019-05-29,55.1768,56.2101,54.7501,56.0536,1723101.0
2019-05-30,56.1945,56.4841,54.9262,55.4742,1175279.0
2019-05-31,54.6757,54.9262,53.7206,53.8772,2212216.0
2019-06-01,54.6757,54.9262,53.7206,53.8772,2212216.0
2019-06-02,54.6757,54.9262,53.7206,53.8772,2212216.0
2019-06-03,53.7989,55.0202,53.611,54.6992,1634952.0
2019-06-04,55.5212,56.539,55.5212,56.4059,1669865.0
2019-06-05,56.2963,56.4098,55.1533,55.7561,1704541.0
2019-06-06,55.6543,55.9127,54.8323,55.7561,1389552.0
2019-06-07,55.6386,55.6386,54.707,54.9106,1860028.0
2019-06-08,55.6386,55.6386,54.707,54.9106,1860028.0
2019-06-09,55.6386,55.6386,54.707,54.9106,1860028.0
2019-06-10,55.6152,56.2493,54.8401,54.9262,1927784.0
2019-06-11,55.3255,56.4607,55.1689,55.67,2255345.0
2019-06-12,55.7248,55.7561,54.3782,54.7853,1671905.0
2019-06-13,54.9434,55.3702,54.5956,54.8564,1405736.0
2019-06-14,55.0303,55.6785,54.0423,55.4967,1349743.0
2019-06-15,55.0303,55.6785,54.0423,55.4967,1349743.0
2019-06-16,55.0303,55.6785,54.0423,55.4967,1349743.0
2019-06-17,55.3465,55.7963,54.5837,54.6984,1100598.0
2019-06-18,54.2478,56.0737,54.2478,55.7338,1718427.0
2019-06-19,56.0658,56.9432,54.5877,54.73,2444740.0
2019-06-20,55.062,55.3781,53.9,55.3465,2170978.0
2019-06-21,55.2675,55.9631,55.2042,55.3702,3068482.0
2019-06-22,55.2675,55.9631,55.2042,55.3702,3068482.0
2019-06-23,55.2675,55.9631,55.2042,55.3702,3068482.0
2019-06-24,55.1647,55.884,54.7695,54.9276,1488357.0
2019-06-25,54.8485,55.5916,53.8765,55.2517,1912644.0
2019-06-26,55.5837,56.3899,55.4572,55.6943,1495625.0
2019-06-27,55.9077,56.714,55.8998,56.4136,1646433.0
2019-06-28,56.9827,57.5993,56.2318,57.4175,2698296.0
2019-06-29,56.9827,57.5993,56.2318,57.4175,2698296.0
2019-06-30,56.9827,57.5993,56.2318,57.4175,2698296.0
2019-07-01,58.0972,58.5794,57.4333,57.7099,1643028.0
2019-07-02,56.5164,57.0855,55.3702,55.7971,2568868.0
2019-07-03,56.0737,56.7535,55.718,56.6982,970747.0
2019-07-04,56.0737,56.7535,55.718,56.6982,970747.0
2019-07-05,57.3542,58.0735,56.9116,57.6862,1384308.0
2019-07-06,57.3542,58.0735,56.9116,57.6862,1384308.0
2019-07-07,57.3542,58.0735,56.9116,57.6862,1384308.0
2019-07-08,57.0934,57.4254,56.6507,56.8167,1154408.0
2019-07-09,56.4927,57.4491,56.3978,57.4254,1607796.0
2019-07-10,57.4333,57.6388,56.295,56.5006,1746351.0
2019-07-11,56.3741,57.6151,56.133,57.3463,1604337.0
2019-07-12,57.3068,57.6783,57.0072,57.5756,1495953.0
2019-07-13,57.3068,57.6783,57.0072,57.5756,1495953.0
2019-07-14,57.3068,57.6783,57.0072,57.5756,1495953.0
2019-07-15,57.5835,57.6625,56.1923,56.4215,1675038.0
2019-07-16,56.5796,57.046,55.9868,56.714,2456818.0
2019-07-17,55.3228,55.3228,53.2677,54.6905,3994394.0
2019-07-18,54.398,55.5046,54.2557,54.809,3425108.0
2019-07-19,54.7379,55.9631,53.7973,55.8603,3435718.0
2019-07-20,54.7379,55.9631,53.7973,55.8603,3435718.0
2019-07-21,54.7379,55.9631,53.7973,55.8603,3435718.0
2019-07-22,55.639,56.1212,55.1884,55.5995,1762659.0
2019-07-23,55.7338,56.4571,55.4493,56.3188,2067087.0
2019-07-24,56.0974,57.4965,56.0974,57.2041,1980761.0
2019-07-25,57.4175,57.6941,56.4927,56.7456,1574382.0
2019-07-26,56.9195,57.9354,56.6507,57.7574,1709848.0
2019-07-27,56.9195,57.9354,56.6507,57.7574,1709848.0
2019-07-28,56.9195,57.9354,56.6507,57.7574,1709848.0
2019-07-29,57.5439,58.1131,56.9827,56.9827,2005322.0
2019-07-30,56.5322,57.8917,56.4689,57.8838,1349624.0
2019-07-31,57.7178,58.528,57.1566,57.8601,4073648.0
2019-08-01,57.6941,57.7653,53.9,54.0739,3212075.0
2019-08-02,54.1372,54.5008,52.5088,53.6629,1990561.0
2019-08-03,54.1372,54.5008,52.5088,53.6629,1990561.0
2019-08-04,54.1372,54.5008,52.5088,53.6629,1990561.0
2019-08-05,51.5129,52.1927,50.4063,50.928,2360024.0
2019-08-06,51.9634,52.1215,50.4616,51.4813,1847335.0
2019-08-07,49.8767,50.1138,49.0546,49.5605,2884355.0
2019-08-08,50.2561,50.4853,49.6396,49.9715,2588624.0
2019-08-09,49.6633,49.8465,49.0546,49.5052,1110314.0
2019-08-10,49.6633,49.8465,49.0546,49.5052,1110314.0
2019-08-11,49.6633,49.8465,49.0546,49.5052,1110314.0
2019-08-12,48.8965,48.8965,48.0508,48.3749,1517656.0
2019-08-13,48.0666,49.932,48.0186,48.9124,2106543.0
2019-08-14,47.4342,47.9717,46.8414,47.2445,2240474.0
2019-08-15,47.3394,47.616,46.6359,46.8493,1935958.0
2019-08-16,47.3157,48.7068,47.3157,48.4776,1513410.0
2019-08-17,47.3157,48.7068,47.3157,48.4776,1513410.0
2019-08-18,47.3157,48.7068,47.3157,48.4776,1513410.0
2019-08-19,49.521,49.521,48.8807,49.0625,1426714.0
2019-08-20,48.5725,48.5725,47.9717,48.1298,1201594.0
2019-08-21,48.7305,48.8254,48.2089,48.6357,1326208.0
2019-08-22,49.0388,49.3708,48.359,48.6594,1203972.0
2019-08-23,48.2721,48.9044,46.9046,47.126,1333257.0
2019-08-24,48.2721,48.9044,46.9046,47.126,1333257.0
2019-08-25,48.2721,48.9044,46.9046,47.126,1333257.0
2019-08-26,47.6318,47.8215,46.9521,47.284,1077612.0
2019-08-27,47.4184,47.7504,46.2723,46.4778,1688006.0
2019-08-28,46.3829,47.6951,46.3197,47.4817,1612307.0
2019-08-29,47.8927,48.8728,47.8453,48.6357,2015873.0
2019-08-30,49.0783,49.521,48.6515,48.7305,1654152.0
2019-08-31,49.0783,49.521,48.6515,48.7305,1654152.0
2019-09-01,49.0783,49.521,48.6515,48.7305,1654152.0
2019-09-02,49.0783,49.521,48.6515,48.7305,1654152.0
2019-09-03,48.1219,48.2958,47.0548,47.371,2237618.0
2019-09-04,47.4342,48.0192,47.3947,47.8453,1357403.0
2019-09-05,48.7464,50.1099,48.5606,49.3076,3188146.0
2019-09-06,49.2048,49.6,48.3274,48.6989,2349506.0
2019-09-07,49.2048,49.6,48.3274,48.6989,2349506.0
2019-09-08,49.2048,49.6,48.3274,48.6989,2349506.0
2019-09-09,48.5408,50.2877,47.4738,49.9636,3040788.0
2019-09-10,50.4063,51.1414,49.766,50.6434,2650342.0
2019-09-11,50.6434,52.0346,49.4103,51.9872,2419024.0
2019-09-12,50.9011,52.1469,50.1025,51.7156,2777680.0
2019-09-13,52.4743,53.0173,51.8354,52.3864,2074611.0
2019-09-14,52.4743,53.0173,51.8354,52.3864,2074611.0
2019-09-15,52.4743,53.0173,51.8354,52.3864,2074611.0
2019-09-16,51.2365,53.1451,51.2365,53.1052,1576782.0
2019-09-17,52.642,52.65,51.7875,52.2906,1476099.0
2019-09-18,51.8913,53.6462,51.6597,53.4406,2393451.0
2019-09-19,53.177,53.4805,52.5502,52.7059,1553380.0
2019-09-20,53.1291,53.4006,52.4903,52.6819,3292419.0
2019-09-21,53.1291,53.4006,52.4903,52.6819,3292419.0
2019-09-22,53.1291,53.4006,52.4903,52.6819,3292419.0
2019-09-23,52.1549,52.9534,51.9313,52.5541,1105243.0
2019-09-24,52.4743,52.634,51.1087,51.524,1755130.0
2019-09-25,51.6278,52.5302,51.5479,52.3066,1078624.0
2019-09-26,52.0351,52.4423,51.7955,51.8913,1127488.0
2019-09-27,52.3944,53.201,52.1229,52.5382,728648.0
2019-09-28,52.3944,53.201,52.1229,52.5382,728648.0
2019-09-29,52.3944,53.201,52.1229,52.5382,728648.0
2019-09-30,52.7059,52.9574,52.3944,52.6979,1169285.0
2019-10-01,53.0493,53.3727,50.8803,51.1487,1736347.0
2019-10-02,50.7733,50.9171,50.0786,50.4938,1311909.0
2019-10-03,50.0626,50.6695,49.0564,50.6456,1662073.0
2019-10-04,50.5497,51.0369,49.8031,51.0369,1116667.0
2019-10-05,50.5497,51.0369,49.8031,51.0369,1116667.0
2019-10-06,50.5497,51.0369,49.8031,51.0369,1116667.0
2019-10-07,51.1726,51.8274,50.7494,51.1327,1125530.0
2019-10-08,50.1904,50.4898,49.6553,49.7751,1394407.0
2019-10-09,50.3102,50.382,49.6074,49.9827,1313215.0
2019-10-10,50.5098,51.6038,50.3341,50.9969,1506159.0
2019-10-11,52.1868,52.9375,52.051,52.1948,1750776.0
2019-10-12,52.1868,52.9375,52.051,52.1948,1750776.0
2019-10-13,52.1868,52.9375,52.051,52.1948,1750776.0
2019-10-14,51.7476,52.3146,51.3643,52.1149,1146993.0
2019-10-15,52.4663,53.8319,52.099,53.5044,2020763.0
2019-10-16,54.303,54.303,51.7396,52.2986,2340274.0
2019-10-17,51.2205,52.7777,51.1966,51.5799,1944267.0
2019-10-18,51.2684,52.5781,51.1886,52.2667,1673478.0
2019-10-19,51.2684,52.5781,51.1886,52.2667,1673478.0
2019-10-20,51.2684,52.5781,51.1886,52.2667,1673478.0
2019-10-21,52.8576,53.3128,52.1189,52.3146,1439314.0
2019-10-22,52.3066,53.2968,51.4681,52.61,1814049.0
2019-10-23,52.5222,52.8576,52.1948,52.5222,824034.0
2019-10-24,52.8017,52.8097,51.2684,51.6358,1025178.0
2019-10-25,51.5719,52.638,51.5719,52.3785,1141891.0
2019-10-26,51.5719,52.638,51.5719,52.3785,1141891.0
2019-10-27,51.5719,52.638,51.5719,52.3785,1141891.0
2019-10-28,52.7538,53.4485,52.5462,53.0572,1247128.0
2019-10-29,52.7458,53.5803,52.65,53.4885,1182855.0
2019-10-30,53.2569,53.736,52.3944,53.1211,1589735.0
2019-10-31,52.6979,52.7458,51.1185,52.2427,1591615.0
2019-11-01,52.8736,54.0794,52.4423,53.9996,1570835.0
2019-11-02,52.8736,54.0794,52.4423,53.9996,1570835.0
2019-11-03,52.8736,54.0794,52.4423,53.9996,1570835.0
2019-11-04,54.6863,56.0599,54.5586,55.972,2140387.0
2019-11-05,56.4352,57.4254,56.3074,56.8345,1402733.0
2019-11-06,56.7546,56.7546,55.2933,56.1797,1612890.0
2019-11-07,56.8904,57.9844,56.8505,57.3216,1456205.0
2019-11-08,57.09,57.4574,56.6269,57.3616,976034.0
2019-11-09,57.09,57.4574,56.6269,57.3616,976034.0
2019-11-10,57.09,57.4574,56.6269,57.3616,976034.0
2019-11-11,56.7387,57.3136,56.6668,57.0661,474743.0
2019-11-12,57.0581,57.4534,56.6349,57.0341,1262243.0
2019-11-13,56.2995,56.4831,55.5328,55.9321,1071175.0
2019-11-14,55.5887,55.8283,54.8061,55.5488,1027909.0
2019-11-15,55.9321,56.0838,55.461,55.8682,816264.0
2019-11-16,55.9321,56.0838,55.461,55.8682,816264.0
2019-11-17,55.9321,56.0838,55.461,55.8682,816264.0
2019-11-18,55.6207,55.7664,54.894,55.2453,1161642.0
2019-11-19,55.5728,55.9002,55.2972,55.461,1347197.0
2019-11-20,54.8221,55.6207,54.3749,55.3332,1510286.0
2019-11-21,55.6047,55.6446,54.902,55.1495,1023663.0
2019-11-22,55.453,56.3234,55.1575,55.8283,1018049.0
2019-11-23,55.453,56.3234,55.1575,55.8283,1018049.0
2019-11-24,55.453,56.3234,55.1575,55.8283,1018049.0
2019-11-25,55.98,56.5151,55.6366,56.3074,1023615.0
2019-11-26,55.7405,56.1877,55.7245,56.1477,1710187.0
2019-11-27,56.6428,56.9703,56.2436,56.6508,992717.0
2019-11-28,56.6428,56.9703,56.2436,56.6508,992717.0
2019-11-29,56.6828,56.7626,56.1158,56.2276,364500.0
2019-11-30,56.6828,56.7626,56.1158,56.2276,364500.0
2019-12-01,56.6828,56.7626,56.1158,56.2276,364500.0
2019-12-02,56.5949,56.9942,55.8203,55.98,1201324.0
2019-12-03,55.1256,55.2054,54.4068,55.0617,1260831.0
2019-12-04,55.2533,56.3154,55.2533,55.996,1011923.0
2019-12-05,56.3554,56.6189,56.02,56.3474,1223936.0
2019-12-06,57.4973,57.8567,56.9862,56.9942,1194245.0
2019-12-07,57.4973,57.8567,56.9862,56.9942,1194245.0
2019-12-08,57.4973,57.8567,56.9862,56.9942,1194245.0
2019-12-09,56.6908,57.2977,56.4192,56.4991,2266142.0
2019-12-10,56.3394,56.7227,55.7644,55.8283,1927798.0
2019-12-11,55.9082,56.2196,55.5129,55.7405,1908392.0
2019-12-12,56.0065,58.4174,56.0065,58.1917,2031200.0
2019-12-13,58.0707,58.6916,57.1112,57.9981,2007445.0
2019-12-14,58.0707,58.6916,57.1112,57.9981,2007445.0
2019-12-15,58.0707,58.6916,57.1112,57.9981,2007445.0
2019-12-16,58.7803,59.2076,57.9175,57.9336,2835749.0
2019-12-17,58.1675,58.8246,57.6998,58.6674,1536851.0
2019-12-18,58.8528,58.9577,58.1433,58.1755,1299100.0
2019-12-19,58.1594,58.3215,57.5305,57.6998,1430771.0
2019-12-20,57.9094,58.2642,57.603,57.9014,3132354.0
2019-12-21,57.9094,58.2642,57.603,57.9014,3132354.0
2019-12-22,57.9094,58.2642,57.603,57.9014,3132354.0
2019-12-23,58.0304,58.0546,57.4982,57.7966,1056690.0
2019-12-24,57.8853,57.9336,57.474,57.8853,501433.0
2019-12-25,57.8853,57.9336,57.474,57.8853,501433.0
2019-12-26,57.9981,58.0465,57.5305,57.9175,697176.0
2019-12-27,58.1272,58.1272,57.3289,57.4418,729782.0
2019-12-28,58.1272,58.1272,57.3289,57.4418,729782.0
2019-12-29,58.1272,58.1272,57.3289,57.4418,729782.0
2019-12-30,57.8369,57.9336,57.474,57.5708,1161751.0
2019-12-31,57.4257,57.9336,57.3853,57.853,1116829.0
2020-01-01,57.4257,57.9336,57.3853,57.853,1116829.0
2020-01-02,58.0546,58.24,57.0386,57.853,1456996.0
2020-01-03,56.958,57.1172,56.1114,56.9741,1143441.0
2020-01-04,56.958,57.1172,56.1114,56.9741,1143441.0
2020-01-05,56.958,57.1172,56.1114,56.9741,1143441.0
2020-01-06,55.9904,56.4258,55.6195,56.1436,1086860.0
2020-01-07,55.9098,56.0791,55.2486,55.7727,1322650.0
2020-01-08,55.9824,56.6193,55.7969,56.1839,1099323.0
2020-01-09,56.5226,56.6677,55.9582,56.3049,1452257.0
2020-01-10,56.3291,56.3291,55.1035,55.168,1596076.0
2020-01-11,56.3291,56.3291,55.1035,55.168,1596076.0
2020-01-12,56.3291,56.3291,55.1035,55.168,1596076.0
2020-01-13,55.3454,55.5066,54.8051,55.4341,1236011.0
2020-01-14,55.4744,55.8211,55.3131,55.5953,1037284.0
2020-01-15,54.91,54.9503,53.8214,54.0069,1842771.0
2020-01-16,54.4423,55.2728,54.3778,55.0228,1861190.0
2020-01-17,55.3857,55.7082,54.918,55.4099,2146028.0
2020-01-18,55.3857,55.7082,54.918,55.4099,2146028.0
2020-01-19,55.3857,55.7082,54.918,55.4099,2146028.0
2020-01-20,55.3857,55.7082,54.918,55.4099,2146028.0
2020-01-21,53.3376,53.9263,52.6684,53.4667,2653863.0
2020-01-22,53.7731,54.3455,53.4022,53.5392,1675435.0
2020-01-23,53.4989,53.507,52.2975,53.2086,2008993.0
2020-01-24,53.1522,53.1522,51.5799,52.1927,1471865.0
2020-01-25,53.1522,53.1522,51.5799,52.1927,1471865.0
2020-01-26,53.1522,53.1522,51.5799,52.1927,1471865.0
2020-01-27,51.1122,51.975,50.5559,50.572,2465389.0
2020-01-28,51.088,51.5315,50.7171,50.9187,1698784.0
2020-01-29,51.088,51.3702,49.9673,49.9753,1788685.0
2020-01-30,49.4593,50.4188,49.4512,50.3785,2756193.0
2020-01-31,49.7496,50.0318,49.1448,49.3141,2211568.0
2020-02-01,49.7496,50.0318,49.1448,49.3141,2211568.0
2020-02-02,49.7496,50.0318,49.1448,49.3141,2211568.0
2020-02-03,49.6528,50.6284,49.6528,49.9914,1877987.0
2020-02-04,51.0638,51.9992,50.6462,50.7171,2160166.0
2020-02-05,51.6041,52.6442,51.5275,51.9589,2159810.0
2020-02-06,52.4426,52.5797,50.9751,51.0155,1518099.0
2020-02-07,50.4672,50.6687,49.7657,50.0398,1749074.0
2020-02-08,50.4672,50.6687,49.7657,50.0398,1749074.0
2020-02-09,50.4672,50.6687,49.7657,50.0398,1749074.0
2020-02-10,49.7092,49.9777,49.2335,49.4512,1510961.0
2020-02-11,49.6447,50.9026,49.6286,50.1769,1388397.0
2020-02-12,50.6204,51.1445,50.3382,50.5639,1419507.0
2020-02-13,50.3462,50.8542,50.1487,50.7736,1357756.0
2020-02-14,50.701,50.8865,50.3059,50.6042,1403404.0
2020-02-15,50.701,50.8865,50.3059,50.6042,1403404.0
2020-02-16,50.701,50.8865,50.3059,50.6042,1403404.0
2020-02-17,50.701,50.8865,50.3059,50.6042,1403404.0
2020-02-18,50.193,50.6123,49.3545,49.9592,1574848.0
2020-02-19,50.3059,50.9429,50.0237,50.7736,1373570.0
2020-02-20,50.6365,51.596,50.5801,51.1445,1399165.0
2020-02-21,50.7574,50.7574,49.8141,50.3785,2118509.0
2020-02-22,50.7574,50.7574,49.8141,50.3785,2118509.0
2020-02-23,50.7574,50.7574,49.8141,50.3785,2118509.0
2020-02-24,49.0481,49.0481,47.8305,48.2014,1722420.0
2020-02-25,48.274,48.274,45.5567,45.7906,2780716.0
2020-02-26,46.1534,46.3469,44.7827,44.9439,1859381.0
2020-02-27,43.678,44.8955,42.6943,42.9039,2377111.0
2020-02-28,41.5252,42.8153,41.0333,42.4443,3356870.0
2020-02-29,41.5252,42.8153,41.0333,42.4443,3356870.0
2020-03-01,41.5252,42.8153,41.0333,42.4443,3356870.0
