,AMTB US Equity,AMTB US Equity,AMTB US Equity,AMTB US Equity,AMTB US Equity
2020-11-13,11.8712,12.431,11.5817,12.2862,17435.0
2020-11-14,11.8712,12.431,11.5817,12.2862,17435.0
2020-11-15,11.8712,12.431,11.5817,12.2862,17435.0
2020-11-16,12.7591,13.0294,12.3248,12.8846,57259.0
2020-11-17,12.5757,13.1934,12.3827,12.817,22478.0
2020-11-18,12.9956,13.1259,12.3924,12.4599,19839.0
2020-11-19,12.4792,12.595,11.9968,12.4792,12147.0
2020-11-20,12.1607,13.0969,12.1607,12.5468,59033.0
2020-11-21,12.1607,13.0969,12.1607,12.5468,59033.0
2020-11-22,12.1607,13.0969,12.1607,12.5468,59033.0
2020-11-23,12.8074,13.15,12.5854,13.1066,25161.0
2020-11-24,13.2706,15.1044,12.9618,15.0948,106161.0
2020-11-25,14.7763,15.1913,14.2262,15.1816,47876.0
2020-11-26,14.7763,15.1913,14.2262,15.1816,47876.0
2020-11-27,15.1816,15.1816,14.7377,14.921,17231.0
2020-11-28,15.1816,15.1816,14.7377,14.921,17231.0
2020-11-29,15.1816,15.1816,14.7377,14.921,17231.0
2020-11-30,14.6508,14.6508,13.9559,14.3323,40533.0
2020-12-01,14.7087,15.3553,14.1875,14.9982,53499.0
2020-12-02,14.7763,15.7655,14.7763,15.2202,60650.0
2020-12-03,15.3939,15.6545,15.0948,15.172,50640.0
2020-12-04,15.4808,15.6256,15.3119,15.5484,54121.0
2020-12-05,15.4808,15.6256,15.3119,15.5484,54121.0
2020-12-06,15.4808,15.6256,15.3119,15.5484,54121.0
2020-12-07,15.2878,15.5628,14.6701,15.365,38343.0
2020-12-08,15.2781,15.4905,15.0658,15.3939,59250.0
2020-12-09,15.4422,15.4905,14.9404,15.3843,61469.0
2020-12-10,15.2974,15.4905,15.0948,15.4422,53416.0
2020-12-11,15.3071,15.5773,15.3071,15.4422,49924.0
2020-12-12,15.3071,15.5773,15.3071,15.4422,49924.0
2020-12-13,15.3071,15.5773,15.3071,15.4422,49924.0
2020-12-14,15.7028,15.7028,15.0561,15.0658,26671.0
2020-12-15,15.2009,16.2529,15.0272,16.1564,55982.0
2020-12-16,16.1661,16.1661,15.336,15.3746,37820.0
2020-12-17,15.0176,15.5001,15.0176,15.5001,40507.0
2020-12-18,15.5484,15.751,14.9886,15.0658,226280.0
2020-12-19,15.5484,15.751,14.9886,15.0658,226280.0
2020-12-20,15.5484,15.751,14.9886,15.0658,226280.0
2020-12-21,14.8631,14.9403,14.12,14.2165,32386.0
2020-12-22,14.1682,14.424,13.7725,14.0717,17938.0
2020-12-23,14.1103,14.6218,13.2031,14.5929,18275.0
2020-12-24,14.4771,14.7956,14.284,14.6604,5860.0
2020-12-25,14.4771,14.7956,14.284,14.6604,5860.0
2020-12-26,14.4771,14.7956,14.284,14.6604,5860.0
2020-12-27,14.4771,14.7956,14.284,14.6604,5860.0
2020-12-28,14.9403,15.2974,14.9403,14.9693,23941.0
2020-12-29,14.699,14.699,14.3902,14.5157,21351.0
2020-12-30,14.4771,14.7859,14.1393,14.1489,28301.0
2020-12-31,14.2551,15.172,14.2551,14.6701,32213.0
2021-01-01,14.2551,15.172,14.2551,14.6701,32213.0
2021-01-02,14.2551,15.172,14.2551,14.6701,32213.0
2021-01-03,14.2551,15.172,14.2551,14.6701,32213.0
2021-01-04,14.9017,15.0586,14.424,14.535,24719.0
2021-01-05,14.5157,15.3746,14.5157,14.7763,42204.0
2021-01-06,15.1816,17.0733,15.1816,16.7162,84884.0
2021-01-07,17.0443,17.0443,15.5677,15.5677,30417.0
2021-01-08,15.8572,16.0411,15.0465,15.3746,16101.0
2021-01-09,15.8572,16.0411,15.0465,15.3746,16101.0
2021-01-10,15.8572,16.0411,15.0465,15.3746,16101.0
2021-01-11,15.0561,15.5773,15.0369,15.2878,11854.0
2021-01-12,15.2681,15.4905,14.6026,15.4422,26903.0
2021-01-13,15.2974,15.2974,14.6797,14.6797,18987.0
2021-01-14,15.159,15.6835,14.8631,15.4422,17666.0
2021-01-15,15.0948,15.5994,14.5157,14.6411,19256.0
2021-01-16,15.0948,15.5994,14.5157,14.6411,19256.0
2021-01-17,15.0948,15.5994,14.5157,14.6411,19256.0
2021-01-18,15.0948,15.5994,14.5157,14.6411,19256.0
2021-01-19,15.0079,16.3686,14.5446,14.7087,22101.0
2021-01-20,14.6604,15.0368,14.2068,14.4192,16452.0
2021-01-21,14.4192,14.4385,13.6277,13.6277,39507.0
2021-01-22,13.5505,14.7763,13.4588,14.7666,38811.0
2021-01-23,13.5505,14.7763,13.4588,14.7666,38811.0
2021-01-24,13.5505,14.7763,13.4588,14.7666,38811.0
2021-01-25,14.2937,14.4771,14.091,14.4674,29502.0
2021-01-26,14.6315,15.0921,14.0235,14.4867,25974.0
2021-01-27,13.9366,14.1827,13.1541,13.9559,52108.0
2021-01-28,14.3902,14.4529,13.8208,14.0428,38138.0
2021-01-29,13.869,14.7118,13.5312,13.7629,40345.0
2021-01-30,13.869,14.7118,13.5312,13.7629,40345.0
2021-01-31,13.869,14.7118,13.5312,13.7629,40345.0
2021-02-01,14.091,15.2395,13.9945,14.0621,41463.0
2021-02-02,14.5639,15.1523,14.4674,14.9017,20723.0
2021-02-03,14.9114,14.9982,14.6315,14.9596,64695.0
2021-02-04,15.0465,15.172,14.7666,15.0368,36557.0
2021-02-05,15.0368,15.3999,14.8052,15.0368,19258.0
2021-02-06,15.0368,15.3999,14.8052,15.0368,19258.0
2021-02-07,15.0368,15.3999,14.8052,15.0368,19258.0
2021-02-08,15.0368,15.7897,15.0175,15.78,52676.0
2021-02-09,15.5484,16.0502,15.452,15.9248,40879.0
2021-02-10,16.1661,16.4073,15.6545,15.7124,43000.0
2021-02-11,15.8862,16.0985,15.3457,15.558,30178.0
2021-02-12,15.5484,16.0695,15.5484,16.002,38511.0
2021-02-13,15.5484,16.0695,15.5484,16.002,38511.0
2021-02-14,15.5484,16.0695,15.5484,16.002,38511.0
2021-02-15,15.5484,16.0695,15.5484,16.002,38511.0
2021-02-16,16.2336,16.2336,15.9199,16.0695,27394.0
2021-02-17,16.1178,16.3108,16.0792,16.0792,29274.0
2021-02-18,15.5966,16.0116,15.5001,15.5484,31674.0
2021-02-19,15.5773,16.1178,15.5773,15.8669,30577.0
2021-02-20,15.5773,16.1178,15.5773,15.8669,30577.0
2021-02-21,15.5773,16.1178,15.5773,15.8669,30577.0
2021-02-22,15.8669,16.6486,15.8669,16.4266,42653.0
2021-02-23,16.4073,17.025,15.9827,16.4459,61088.0
2021-02-24,16.6293,16.9382,16.3736,16.7355,37927.0
2021-02-25,16.8513,17.1022,16.3977,16.3977,69182.0
2021-02-26,16.3205,16.5425,15.7993,15.8958,78852.0
2021-02-27,16.3205,16.5425,15.7993,15.8958,78852.0
2021-02-28,16.3205,16.5425,15.7993,15.8958,78852.0
2021-03-01,16.0502,16.3144,15.8379,15.8572,54237.0
2021-03-02,15.9344,16.002,15.7124,15.8379,50311.0
2021-03-03,16.1178,16.9864,16.0792,16.7837,84364.0
2021-03-04,16.7065,17.0926,16.5907,16.7934,124691.0
2021-03-05,17.1312,17.1312,16.5232,17.1312,113229.0
2021-03-06,17.1312,17.1312,16.5232,17.1312,113229.0
2021-03-07,17.1312,17.1312,16.5232,17.1312,113229.0
2021-03-08,17.5848,17.855,17.0636,17.855,139636.0
2021-03-09,17.691,17.9998,17.4304,17.8743,114236.0
2021-03-10,17.9419,18.5113,17.8454,18.5017,180161.0
2021-03-11,18.6272,19.129,18.2411,18.4341,107624.0
2021-03-12,18.5789,18.6754,18.1928,18.5306,102853.0
2021-03-13,18.5789,18.6754,18.1928,18.5306,102853.0
