,ATH US Equity,ATH US Equity,ATH US Equity,ATH US Equity,ATH US Equity
2022-12-21,83.29,84.32,82.17,83.33,3498864.0
2022-12-22,83.29,84.32,82.17,83.33,3498864.0
2022-12-23,83.29,84.32,82.17,83.33,3498864.0
2022-12-24,83.29,84.32,82.17,83.33,3498864.0
2022-12-25,83.29,84.32,82.17,83.33,3498864.0
2022-12-26,83.29,84.32,82.17,83.33,3498864.0
2022-12-27,83.29,84.32,82.17,83.33,3498864.0
2022-12-28,83.29,84.32,82.17,83.33,3498864.0
2022-12-29,83.29,84.32,82.17,83.33,3498864.0
2022-12-30,83.29,84.32,82.17,83.33,3498864.0
2022-12-31,83.29,84.32,82.17,83.33,3498864.0
2023-01-01,83.29,84.32,82.17,83.33,3498864.0
2023-01-02,83.29,84.32,82.17,83.33,3498864.0
2023-01-03,83.29,84.32,82.17,83.33,3498864.0
2023-01-04,83.29,84.32,82.17,83.33,3498864.0
2023-01-05,83.29,84.32,82.17,83.33,3498864.0
2023-01-06,83.29,84.32,82.17,83.33,3498864.0
2023-01-07,83.29,84.32,82.17,83.33,3498864.0
2023-01-08,83.29,84.32,82.17,83.33,3498864.0
2023-01-09,83.29,84.32,82.17,83.33,3498864.0
2023-01-10,83.29,84.32,82.17,83.33,3498864.0
2023-01-11,83.29,84.32,82.17,83.33,3498864.0
2023-01-12,83.29,84.32,82.17,83.33,3498864.0
2023-01-13,83.29,84.32,82.17,83.33,3498864.0
2023-01-14,83.29,84.32,82.17,83.33,3498864.0
2023-01-15,83.29,84.32,82.17,83.33,3498864.0
2023-01-16,83.29,84.32,82.17,83.33,3498864.0
2023-01-17,83.29,84.32,82.17,83.33,3498864.0
2023-01-18,83.29,84.32,82.17,83.33,3498864.0
2023-01-19,83.29,84.32,82.17,83.33,3498864.0
2023-01-20,83.29,84.32,82.17,83.33,3498864.0
2023-01-21,83.29,84.32,82.17,83.33,3498864.0
2023-01-22,83.29,84.32,82.17,83.33,3498864.0
2023-01-23,83.29,84.32,82.17,83.33,3498864.0
2023-01-24,83.29,84.32,82.17,83.33,3498864.0
2023-01-25,83.29,84.32,82.17,83.33,3498864.0
2023-01-26,83.29,84.32,82.17,83.33,3498864.0
2023-01-27,83.29,84.32,82.17,83.33,3498864.0
2023-01-28,83.29,84.32,82.17,83.33,3498864.0
2023-01-29,83.29,84.32,82.17,83.33,3498864.0
2023-01-30,83.29,84.32,82.17,83.33,3498864.0
2023-01-31,83.29,84.32,82.17,83.33,3498864.0
2023-02-01,83.29,84.32,82.17,83.33,3498864.0
2023-02-02,83.29,84.32,82.17,83.33,3498864.0
2023-02-03,83.29,84.32,82.17,83.33,3498864.0
2023-02-04,83.29,84.32,82.17,83.33,3498864.0
2023-02-05,83.29,84.32,82.17,83.33,3498864.0
2023-02-06,83.29,84.32,82.17,83.33,3498864.0
2023-02-07,83.29,84.32,82.17,83.33,3498864.0
2023-02-08,83.29,84.32,82.17,83.33,3498864.0
2023-02-09,83.29,84.32,82.17,83.33,3498864.0
2023-02-10,83.29,84.32,82.17,83.33,3498864.0
2023-02-11,83.29,84.32,82.17,83.33,3498864.0
2023-02-12,83.29,84.32,82.17,83.33,3498864.0
2023-02-13,83.29,84.32,82.17,83.33,3498864.0
2023-02-14,83.29,84.32,82.17,83.33,3498864.0
2023-02-15,83.29,84.32,82.17,83.33,3498864.0
2023-02-16,83.29,84.32,82.17,83.33,3498864.0
2023-02-17,83.29,84.32,82.17,83.33,3498864.0
2023-02-18,83.29,84.32,82.17,83.33,3498864.0
2023-02-19,83.29,84.32,82.17,83.33,3498864.0
2023-02-20,83.29,84.32,82.17,83.33,3498864.0
2023-02-21,83.29,84.32,82.17,83.33,3498864.0
2023-02-22,83.29,84.32,82.17,83.33,3498864.0
2023-02-23,83.29,84.32,82.17,83.33,3498864.0
2023-02-24,83.29,84.32,82.17,83.33,3498864.0
2023-02-25,83.29,84.32,82.17,83.33,3498864.0
2023-02-26,83.29,84.32,82.17,83.33,3498864.0
2023-02-27,83.29,84.32,82.17,83.33,3498864.0
2023-02-28,83.29,84.32,82.17,83.33,3498864.0
2023-03-01,83.29,84.32,82.17,83.33,3498864.0
2023-03-02,83.29,84.32,82.17,83.33,3498864.0
2023-03-03,83.29,84.32,82.17,83.33,3498864.0
2023-03-04,83.29,84.32,82.17,83.33,3498864.0
2023-03-05,83.29,84.32,82.17,83.33,3498864.0
2023-03-06,83.29,84.32,82.17,83.33,3498864.0
2023-03-07,83.29,84.32,82.17,83.33,3498864.0
2023-03-08,83.29,84.32,82.17,83.33,3498864.0
2023-03-09,83.29,84.32,82.17,83.33,3498864.0
2023-03-10,83.29,84.32,82.17,83.33,3498864.0
2023-03-11,83.29,84.32,82.17,83.33,3498864.0
2023-03-12,83.29,84.32,82.17,83.33,3498864.0
2023-03-13,83.29,84.32,82.17,83.33,3498864.0
2023-03-14,83.29,84.32,82.17,83.33,3498864.0
2023-03-15,83.29,84.32,82.17,83.33,3498864.0
2023-03-16,83.29,84.32,82.17,83.33,3498864.0
2023-03-17,83.29,84.32,82.17,83.33,3498864.0
2023-03-18,83.29,84.32,82.17,83.33,3498864.0
2023-03-19,83.29,84.32,82.17,83.33,3498864.0
2023-03-20,83.29,84.32,82.17,83.33,3498864.0
2023-03-21,83.29,84.32,82.17,83.33,3498864.0
2023-03-22,83.29,84.32,82.17,83.33,3498864.0
2023-03-23,83.29,84.32,82.17,83.33,3498864.0
2023-03-24,83.29,84.32,82.17,83.33,3498864.0
2023-03-25,83.29,84.32,82.17,83.33,3498864.0
2023-03-26,83.29,84.32,82.17,83.33,3498864.0
2023-03-27,83.29,84.32,82.17,83.33,3498864.0
2023-03-28,83.29,84.32,82.17,83.33,3498864.0
2023-03-29,83.29,84.32,82.17,83.33,3498864.0
2023-03-30,83.29,84.32,82.17,83.33,3498864.0
2023-03-31,83.29,84.32,82.17,83.33,3498864.0
2023-04-01,83.29,84.32,82.17,83.33,3498864.0
2023-04-02,83.29,84.32,82.17,83.33,3498864.0
2023-04-03,83.29,84.32,82.17,83.33,3498864.0
2023-04-04,83.29,84.32,82.17,83.33,3498864.0
2023-04-05,83.29,84.32,82.17,83.33,3498864.0
2023-04-06,83.29,84.32,82.17,83.33,3498864.0
2023-04-07,83.29,84.32,82.17,83.33,3498864.0
2023-04-08,83.29,84.32,82.17,83.33,3498864.0
2023-04-09,83.29,84.32,82.17,83.33,3498864.0
2023-04-10,83.29,84.32,82.17,83.33,3498864.0
2023-04-11,83.29,84.32,82.17,83.33,3498864.0
2023-04-12,83.29,84.32,82.17,83.33,3498864.0
2023-04-13,83.29,84.32,82.17,83.33,3498864.0
2023-04-14,83.29,84.32,82.17,83.33,3498864.0
2023-04-15,83.29,84.32,82.17,83.33,3498864.0
2023-04-16,83.29,84.32,82.17,83.33,3498864.0
2023-04-17,83.29,84.32,82.17,83.33,3498864.0
2023-04-18,83.29,84.32,82.17,83.33,3498864.0
2023-04-19,83.29,84.32,82.17,83.33,3498864.0
2023-04-20,83.29,84.32,82.17,83.33,3498864.0
2023-04-21,83.29,84.32,82.17,83.33,3498864.0
2023-04-22,83.29,84.32,82.17,83.33,3498864.0
2023-04-23,83.29,84.32,82.17,83.33,3498864.0
2023-04-24,83.29,84.32,82.17,83.33,3498864.0
2023-04-25,83.29,84.32,82.17,83.33,3498864.0
2023-04-26,83.29,84.32,82.17,83.33,3498864.0
2023-04-27,83.29,84.32,82.17,83.33,3498864.0
2023-04-28,83.29,84.32,82.17,83.33,3498864.0
2023-04-29,83.29,84.32,82.17,83.33,3498864.0
2023-04-30,83.29,84.32,82.17,83.33,3498864.0
2023-05-01,83.29,84.32,82.17,83.33,3498864.0
2023-05-02,83.29,84.32,82.17,83.33,3498864.0
2023-05-03,83.29,84.32,82.17,83.33,3498864.0
2023-05-04,83.29,84.32,82.17,83.33,3498864.0
2023-05-05,83.29,84.32,82.17,83.33,3498864.0
2023-05-06,83.29,84.32,82.17,83.33,3498864.0
2023-05-07,83.29,84.32,82.17,83.33,3498864.0
2023-05-08,83.29,84.32,82.17,83.33,3498864.0
2023-05-09,83.29,84.32,82.17,83.33,3498864.0
2023-05-10,83.29,84.32,82.17,83.33,3498864.0
2023-05-11,83.29,84.32,82.17,83.33,3498864.0
2023-05-12,83.29,84.32,82.17,83.33,3498864.0
2023-05-13,83.29,84.32,82.17,83.33,3498864.0
2023-05-14,83.29,84.32,82.17,83.33,3498864.0
2023-05-15,83.29,84.32,82.17,83.33,3498864.0
2023-05-16,83.29,84.32,82.17,83.33,3498864.0
2023-05-17,83.29,84.32,82.17,83.33,3498864.0
2023-05-18,83.29,84.32,82.17,83.33,3498864.0
2023-05-19,83.29,84.32,82.17,83.33,3498864.0
2023-05-20,83.29,84.32,82.17,83.33,3498864.0
2023-05-21,83.29,84.32,82.17,83.33,3498864.0
2023-05-22,83.29,84.32,82.17,83.33,3498864.0
2023-05-23,83.29,84.32,82.17,83.33,3498864.0
2023-05-24,83.29,84.32,82.17,83.33,3498864.0
2023-05-25,83.29,84.32,82.17,83.33,3498864.0
2023-05-26,83.29,84.32,82.17,83.33,3498864.0
2023-05-27,83.29,84.32,82.17,83.33,3498864.0
2023-05-28,83.29,84.32,82.17,83.33,3498864.0
2023-05-29,83.29,84.32,82.17,83.33,3498864.0
2023-05-30,83.29,84.32,82.17,83.33,3498864.0
2023-05-31,83.29,84.32,82.17,83.33,3498864.0
2023-06-01,83.29,84.32,82.17,83.33,3498864.0
2023-06-02,83.29,84.32,82.17,83.33,3498864.0
2023-06-03,83.29,84.32,82.17,83.33,3498864.0
2023-06-04,83.29,84.32,82.17,83.33,3498864.0
2023-06-05,83.29,84.32,82.17,83.33,3498864.0
2023-06-06,83.29,84.32,82.17,83.33,3498864.0
2023-06-07,83.29,84.32,82.17,83.33,3498864.0
2023-06-08,83.29,84.32,82.17,83.33,3498864.0
2023-06-09,83.29,84.32,82.17,83.33,3498864.0
2023-06-10,83.29,84.32,82.17,83.33,3498864.0
2023-06-11,83.29,84.32,82.17,83.33,3498864.0
2023-06-12,83.29,84.32,82.17,83.33,3498864.0
2023-06-13,83.29,84.32,82.17,83.33,3498864.0
2023-06-14,83.29,84.32,82.17,83.33,3498864.0
2023-06-15,83.29,84.32,82.17,83.33,3498864.0
2023-06-16,83.29,84.32,82.17,83.33,3498864.0
2023-06-17,83.29,84.32,82.17,83.33,3498864.0
2023-06-18,83.29,84.32,82.17,83.33,3498864.0
2023-06-19,83.29,84.32,82.17,83.33,3498864.0
2023-06-20,83.29,84.32,82.17,83.33,3498864.0
2023-06-21,83.29,84.32,82.17,83.33,3498864.0
2023-06-22,83.29,84.32,82.17,83.33,3498864.0
2023-06-23,83.29,84.32,82.17,83.33,3498864.0
2023-06-24,83.29,84.32,82.17,83.33,3498864.0
2023-06-25,83.29,84.32,82.17,83.33,3498864.0
2023-06-26,83.29,84.32,82.17,83.33,3498864.0
2023-06-27,83.29,84.32,82.17,83.33,3498864.0
2023-06-28,83.29,84.32,82.17,83.33,3498864.0
2023-06-29,83.29,84.32,82.17,83.33,3498864.0
2023-06-30,83.29,84.32,82.17,83.33,3498864.0
2023-07-01,83.29,84.32,82.17,83.33,3498864.0
2023-07-02,83.29,84.32,82.17,83.33,3498864.0
2023-07-03,83.29,84.32,82.17,83.33,3498864.0
2023-07-04,83.29,84.32,82.17,83.33,3498864.0
2023-07-05,83.29,84.32,82.17,83.33,3498864.0
2023-07-06,83.29,84.32,82.17,83.33,3498864.0
2023-07-07,83.29,84.32,82.17,83.33,3498864.0
2023-07-08,83.29,84.32,82.17,83.33,3498864.0
2023-07-09,83.29,84.32,82.17,83.33,3498864.0
2023-07-10,83.29,84.32,82.17,83.33,3498864.0
2023-07-11,83.29,84.32,82.17,83.33,3498864.0
2023-07-12,83.29,84.32,82.17,83.33,3498864.0
2023-07-13,83.29,84.32,82.17,83.33,3498864.0
2023-07-14,83.29,84.32,82.17,83.33,3498864.0
2023-07-15,83.29,84.32,82.17,83.33,3498864.0
2023-07-16,83.29,84.32,82.17,83.33,3498864.0
2023-07-17,83.29,84.32,82.17,83.33,3498864.0
2023-07-18,83.29,84.32,82.17,83.33,3498864.0
2023-07-19,83.29,84.32,82.17,83.33,3498864.0
2023-07-20,83.29,84.32,82.17,83.33,3498864.0
2023-07-21,83.29,84.32,82.17,83.33,3498864.0
2023-07-22,83.29,84.32,82.17,83.33,3498864.0
2023-07-23,83.29,84.32,82.17,83.33,3498864.0
2023-07-24,83.29,84.32,82.17,83.33,3498864.0
2023-07-25,83.29,84.32,82.17,83.33,3498864.0
2023-07-26,83.29,84.32,82.17,83.33,3498864.0
2023-07-27,83.29,84.32,82.17,83.33,3498864.0
2023-07-28,83.29,84.32,82.17,83.33,3498864.0
2023-07-29,83.29,84.32,82.17,83.33,3498864.0
2023-07-30,83.29,84.32,82.17,83.33,3498864.0
2023-07-31,83.29,84.32,82.17,83.33,3498864.0
2023-08-01,83.29,84.32,82.17,83.33,3498864.0
2023-08-02,83.29,84.32,82.17,83.33,3498864.0
2023-08-03,83.29,84.32,82.17,83.33,3498864.0
2023-08-04,83.29,84.32,82.17,83.33,3498864.0
2023-08-05,83.29,84.32,82.17,83.33,3498864.0
2023-08-06,83.29,84.32,82.17,83.33,3498864.0
2023-08-07,83.29,84.32,82.17,83.33,3498864.0
2023-08-08,83.29,84.32,82.17,83.33,3498864.0
2023-08-09,83.29,84.32,82.17,83.33,3498864.0
2023-08-10,83.29,84.32,82.17,83.33,3498864.0
2023-08-11,83.29,84.32,82.17,83.33,3498864.0
2023-08-12,83.29,84.32,82.17,83.33,3498864.0
2023-08-13,83.29,84.32,82.17,83.33,3498864.0
2023-08-14,83.29,84.32,82.17,83.33,3498864.0
2023-08-15,83.29,84.32,82.17,83.33,3498864.0
2023-08-16,83.29,84.32,82.17,83.33,3498864.0
2023-08-17,83.29,84.32,82.17,83.33,3498864.0
2023-08-18,83.29,84.32,82.17,83.33,3498864.0
2023-08-19,83.29,84.32,82.17,83.33,3498864.0
2023-08-20,83.29,84.32,82.17,83.33,3498864.0
2023-08-21,83.29,84.32,82.17,83.33,3498864.0
2023-08-22,83.29,84.32,82.17,83.33,3498864.0
2023-08-23,83.29,84.32,82.17,83.33,3498864.0
2023-08-24,83.29,84.32,82.17,83.33,3498864.0
2023-08-25,83.29,84.32,82.17,83.33,3498864.0
2023-08-26,83.29,84.32,82.17,83.33,3498864.0
2023-08-27,83.29,84.32,82.17,83.33,3498864.0
2023-08-28,83.29,84.32,82.17,83.33,3498864.0
2023-08-29,83.29,84.32,82.17,83.33,3498864.0
2023-08-30,83.29,84.32,82.17,83.33,3498864.0
2023-08-31,83.29,84.32,82.17,83.33,3498864.0
2023-09-01,83.29,84.32,82.17,83.33,3498864.0
2023-09-02,83.29,84.32,82.17,83.33,3498864.0
2023-09-03,83.29,84.32,82.17,83.33,3498864.0
2023-09-04,83.29,84.32,82.17,83.33,3498864.0
2023-09-05,83.29,84.32,82.17,83.33,3498864.0
2023-09-06,83.29,84.32,82.17,83.33,3498864.0
2023-09-07,83.29,84.32,82.17,83.33,3498864.0
2023-09-08,83.29,84.32,82.17,83.33,3498864.0
2023-09-09,83.29,84.32,82.17,83.33,3498864.0
2023-09-10,83.29,84.32,82.17,83.33,3498864.0
2023-09-11,83.29,84.32,82.17,83.33,3498864.0
2023-09-12,83.29,84.32,82.17,83.33,3498864.0
2023-09-13,83.29,84.32,82.17,83.33,3498864.0
2023-09-14,83.29,84.32,82.17,83.33,3498864.0
2023-09-15,83.29,84.32,82.17,83.33,3498864.0
2023-09-16,83.29,84.32,82.17,83.33,3498864.0
2023-09-17,83.29,84.32,82.17,83.33,3498864.0
2023-09-18,83.29,84.32,82.17,83.33,3498864.0
2023-09-19,83.29,84.32,82.17,83.33,3498864.0
2023-09-20,83.29,84.32,82.17,83.33,3498864.0
2023-09-21,83.29,84.32,82.17,83.33,3498864.0
2023-09-22,83.29,84.32,82.17,83.33,3498864.0
2023-09-23,83.29,84.32,82.17,83.33,3498864.0
2023-09-24,83.29,84.32,82.17,83.33,3498864.0
2023-09-25,83.29,84.32,82.17,83.33,3498864.0
2023-09-26,83.29,84.32,82.17,83.33,3498864.0
2023-09-27,83.29,84.32,82.17,83.33,3498864.0
2023-09-28,83.29,84.32,82.17,83.33,3498864.0
2023-09-29,83.29,84.32,82.17,83.33,3498864.0
2023-09-30,83.29,84.32,82.17,83.33,3498864.0
2023-10-01,83.29,84.32,82.17,83.33,3498864.0
2023-10-02,83.29,84.32,82.17,83.33,3498864.0
2023-10-03,83.29,84.32,82.17,83.33,3498864.0
2023-10-04,83.29,84.32,82.17,83.33,3498864.0
2023-10-05,83.29,84.32,82.17,83.33,3498864.0
2023-10-06,83.29,84.32,82.17,83.33,3498864.0
2023-10-07,83.29,84.32,82.17,83.33,3498864.0
2023-10-08,83.29,84.32,82.17,83.33,3498864.0
2023-10-09,83.29,84.32,82.17,83.33,3498864.0
2023-10-10,83.29,84.32,82.17,83.33,3498864.0
2023-10-11,83.29,84.32,82.17,83.33,3498864.0
2023-10-12,83.29,84.32,82.17,83.33,3498864.0
2023-10-13,83.29,84.32,82.17,83.33,3498864.0
2023-10-14,83.29,84.32,82.17,83.33,3498864.0
2023-10-15,83.29,84.32,82.17,83.33,3498864.0
2023-10-16,83.29,84.32,82.17,83.33,3498864.0
2023-10-17,83.29,84.32,82.17,83.33,3498864.0
2023-10-18,83.29,84.32,82.17,83.33,3498864.0
2023-10-19,83.29,84.32,82.17,83.33,3498864.0
2023-10-20,83.29,84.32,82.17,83.33,3498864.0
2023-10-21,83.29,84.32,82.17,83.33,3498864.0
2023-10-22,83.29,84.32,82.17,83.33,3498864.0
2023-10-23,83.29,84.32,82.17,83.33,3498864.0
2023-10-24,83.29,84.32,82.17,83.33,3498864.0
2023-10-25,83.29,84.32,82.17,83.33,3498864.0
2023-10-26,83.29,84.32,82.17,83.33,3498864.0
2023-10-27,83.29,84.32,82.17,83.33,3498864.0
2023-10-28,83.29,84.32,82.17,83.33,3498864.0
2023-10-29,83.29,84.32,82.17,83.33,3498864.0
2023-10-30,83.29,84.32,82.17,83.33,3498864.0
2023-10-31,83.29,84.32,82.17,83.33,3498864.0
2023-11-01,83.29,84.32,82.17,83.33,3498864.0
2023-11-02,83.29,84.32,82.17,83.33,3498864.0
2023-11-03,83.29,84.32,82.17,83.33,3498864.0
2023-11-04,83.29,84.32,82.17,83.33,3498864.0
2023-11-05,83.29,84.32,82.17,83.33,3498864.0
2023-11-06,83.29,84.32,82.17,83.33,3498864.0
2023-11-07,83.29,84.32,82.17,83.33,3498864.0
2023-11-08,83.29,84.32,82.17,83.33,3498864.0
2023-11-09,83.29,84.32,82.17,83.33,3498864.0
2023-11-10,83.29,84.32,82.17,83.33,3498864.0
2023-11-11,83.29,84.32,82.17,83.33,3498864.0
2023-11-12,83.29,84.32,82.17,83.33,3498864.0
2023-11-13,83.29,84.32,82.17,83.33,3498864.0
2023-11-14,83.29,84.32,82.17,83.33,3498864.0
2023-11-15,83.29,84.32,82.17,83.33,3498864.0
2023-11-16,83.29,84.32,82.17,83.33,3498864.0
2023-11-17,83.29,84.32,82.17,83.33,3498864.0
2023-11-18,83.29,84.32,82.17,83.33,3498864.0
2023-11-19,83.29,84.32,82.17,83.33,3498864.0
2023-11-20,83.29,84.32,82.17,83.33,3498864.0
2023-11-21,83.29,84.32,82.17,83.33,3498864.0
2023-11-22,83.29,84.32,82.17,83.33,3498864.0
2023-11-23,83.29,84.32,82.17,83.33,3498864.0
2023-11-24,83.29,84.32,82.17,83.33,3498864.0
2023-11-25,83.29,84.32,82.17,83.33,3498864.0
2023-11-26,83.29,84.32,82.17,83.33,3498864.0
2023-11-27,83.29,84.32,82.17,83.33,3498864.0
2023-11-28,83.29,84.32,82.17,83.33,3498864.0
2023-11-29,83.29,84.32,82.17,83.33,3498864.0
2023-11-30,83.29,84.32,82.17,83.33,3498864.0
2023-12-01,83.29,84.32,82.17,83.33,3498864.0
2023-12-02,83.29,84.32,82.17,83.33,3498864.0
2023-12-03,83.29,84.32,82.17,83.33,3498864.0
2023-12-04,83.29,84.32,82.17,83.33,3498864.0
2023-12-05,83.29,84.32,82.17,83.33,3498864.0
2023-12-06,83.29,84.32,82.17,83.33,3498864.0
2023-12-07,83.29,84.32,82.17,83.33,3498864.0
2023-12-08,83.29,84.32,82.17,83.33,3498864.0
2023-12-09,83.29,84.32,82.17,83.33,3498864.0
2023-12-10,83.29,84.32,82.17,83.33,3498864.0
2023-12-11,83.29,84.32,82.17,83.33,3498864.0
2023-12-12,83.29,84.32,82.17,83.33,3498864.0
2023-12-13,83.29,84.32,82.17,83.33,3498864.0
2023-12-14,83.29,84.32,82.17,83.33,3498864.0
2023-12-15,83.29,84.32,82.17,83.33,3498864.0
2023-12-16,83.29,84.32,82.17,83.33,3498864.0
2023-12-17,83.29,84.32,82.17,83.33,3498864.0
2023-12-18,83.29,84.32,82.17,83.33,3498864.0
2023-12-19,83.29,84.32,82.17,83.33,3498864.0
2023-12-20,83.29,84.32,82.17,83.33,3498864.0
2023-12-21,83.29,84.32,82.17,83.33,3498864.0
2023-12-22,83.29,84.32,82.17,83.33,3498864.0
2023-12-23,83.29,84.32,82.17,83.33,3498864.0
2023-12-24,83.29,84.32,82.17,83.33,3498864.0
2023-12-25,83.29,84.32,82.17,83.33,3498864.0
2023-12-26,83.29,84.32,82.17,83.33,3498864.0
2023-12-27,83.29,84.32,82.17,83.33,3498864.0
2023-12-28,83.29,84.32,82.17,83.33,3498864.0
2023-12-29,83.29,84.32,82.17,83.33,3498864.0
2023-12-30,83.29,84.32,82.17,83.33,3498864.0
2023-12-31,83.29,84.32,82.17,83.33,3498864.0
2024-01-01,83.29,84.32,82.17,83.33,3498864.0
2024-01-02,83.29,84.32,82.17,83.33,3498864.0
2024-01-03,83.29,84.32,82.17,83.33,3498864.0
2024-01-04,83.29,84.32,82.17,83.33,3498864.0
2024-01-05,83.29,84.32,82.17,83.33,3498864.0
2024-01-06,83.29,84.32,82.17,83.33,3498864.0
2024-01-07,83.29,84.32,82.17,83.33,3498864.0
2024-01-08,83.29,84.32,82.17,83.33,3498864.0
2024-01-09,83.29,84.32,82.17,83.33,3498864.0
2024-01-10,83.29,84.32,82.17,83.33,3498864.0
2024-01-11,83.29,84.32,82.17,83.33,3498864.0
2024-01-12,83.29,84.32,82.17,83.33,3498864.0
2024-01-13,83.29,84.32,82.17,83.33,3498864.0
2024-01-14,83.29,84.32,82.17,83.33,3498864.0
2024-01-15,83.29,84.32,82.17,83.33,3498864.0
2024-01-16,83.29,84.32,82.17,83.33,3498864.0
2024-01-17,83.29,84.32,82.17,83.33,3498864.0
2024-01-18,83.29,84.32,82.17,83.33,3498864.0
2024-01-19,83.29,84.32,82.17,83.33,3498864.0
2024-01-20,83.29,84.32,82.17,83.33,3498864.0
2024-01-21,83.29,84.32,82.17,83.33,3498864.0
2024-01-22,83.29,84.32,82.17,83.33,3498864.0
2024-01-23,83.29,84.32,82.17,83.33,3498864.0
2024-01-24,83.29,84.32,82.17,83.33,3498864.0
2024-01-25,83.29,84.32,82.17,83.33,3498864.0
2024-01-26,83.29,84.32,82.17,83.33,3498864.0
2024-01-27,83.29,84.32,82.17,83.33,3498864.0
2024-01-28,83.29,84.32,82.17,83.33,3498864.0
2024-01-29,83.29,84.32,82.17,83.33,3498864.0
2024-01-30,83.29,84.32,82.17,83.33,3498864.0
2024-01-31,83.29,84.32,82.17,83.33,3498864.0
2024-02-01,83.29,84.32,82.17,83.33,3498864.0
2024-02-02,83.29,84.32,82.17,83.33,3498864.0
2024-02-03,83.29,84.32,82.17,83.33,3498864.0
2024-02-04,83.29,84.32,82.17,83.33,3498864.0
2024-02-05,83.29,84.32,82.17,83.33,3498864.0
2024-02-06,83.29,84.32,82.17,83.33,3498864.0
2024-02-07,83.29,84.32,82.17,83.33,3498864.0
2024-02-08,83.29,84.32,82.17,83.33,3498864.0
2024-02-09,83.29,84.32,82.17,83.33,3498864.0
2024-02-10,83.29,84.32,82.17,83.33,3498864.0
2024-02-11,83.29,84.32,82.17,83.33,3498864.0
2024-02-12,83.29,84.32,82.17,83.33,3498864.0
2024-02-13,83.29,84.32,82.17,83.33,3498864.0
2024-02-14,83.29,84.32,82.17,83.33,3498864.0
2024-02-15,83.29,84.32,82.17,83.33,3498864.0
2024-02-16,83.29,84.32,82.17,83.33,3498864.0
2024-02-17,83.29,84.32,82.17,83.33,3498864.0
2024-02-18,83.29,84.32,82.17,83.33,3498864.0
2024-02-19,83.29,84.32,82.17,83.33,3498864.0
2024-02-20,83.29,84.32,82.17,83.33,3498864.0
2024-02-21,83.29,84.32,82.17,83.33,3498864.0
2024-02-22,83.29,84.32,82.17,83.33,3498864.0
2024-02-23,83.29,84.32,82.17,83.33,3498864.0
2024-02-24,83.29,84.32,82.17,83.33,3498864.0
2024-02-25,83.29,84.32,82.17,83.33,3498864.0
2024-02-26,83.29,84.32,82.17,83.33,3498864.0
2024-02-27,83.29,84.32,82.17,83.33,3498864.0
2024-02-28,83.29,84.32,82.17,83.33,3498864.0
2024-02-29,83.29,84.32,82.17,83.33,3498864.0
2024-03-01,83.29,84.32,82.17,83.33,3498864.0
2024-03-02,83.29,84.32,82.17,83.33,3498864.0
2024-03-03,83.29,84.32,82.17,83.33,3498864.0
2024-03-04,83.29,84.32,82.17,83.33,3498864.0
2024-03-05,83.29,84.32,82.17,83.33,3498864.0
2024-03-06,83.29,84.32,82.17,83.33,3498864.0
2024-03-07,83.29,84.32,82.17,83.33,3498864.0
2024-03-08,83.29,84.32,82.17,83.33,3498864.0
2024-03-09,83.29,84.32,82.17,83.33,3498864.0
2024-03-10,83.29,84.32,82.17,83.33,3498864.0
2024-03-11,83.29,84.32,82.17,83.33,3498864.0
2024-03-12,83.29,84.32,82.17,83.33,3498864.0
2024-03-13,83.29,84.32,82.17,83.33,3498864.0
2024-03-14,83.29,84.32,82.17,83.33,3498864.0
2024-03-15,83.29,84.32,82.17,83.33,3498864.0
2024-03-16,83.29,84.32,82.17,83.33,3498864.0
2024-03-17,83.29,84.32,82.17,83.33,3498864.0
2024-03-18,83.29,84.32,82.17,83.33,3498864.0
2024-03-19,83.29,84.32,82.17,83.33,3498864.0
2024-03-20,83.29,84.32,82.17,83.33,3498864.0
2024-03-21,83.29,84.32,82.17,83.33,3498864.0
2024-03-22,83.29,84.32,82.17,83.33,3498864.0
2024-03-23,83.29,84.32,82.17,83.33,3498864.0
2024-03-24,83.29,84.32,82.17,83.33,3498864.0
2024-03-25,83.29,84.32,82.17,83.33,3498864.0
2024-03-26,83.29,84.32,82.17,83.33,3498864.0
2024-03-27,83.29,84.32,82.17,83.33,3498864.0
2024-03-28,83.29,84.32,82.17,83.33,3498864.0
2024-03-29,83.29,84.32,82.17,83.33,3498864.0
2024-03-30,83.29,84.32,82.17,83.33,3498864.0
2024-03-31,83.29,84.32,82.17,83.33,3498864.0
2024-04-01,83.29,84.32,82.17,83.33,3498864.0
2024-04-02,83.29,84.32,82.17,83.33,3498864.0
2024-04-03,83.29,84.32,82.17,83.33,3498864.0
2024-04-04,83.29,84.32,82.17,83.33,3498864.0
2024-04-05,83.29,84.32,82.17,83.33,3498864.0
2024-04-06,83.29,84.32,82.17,83.33,3498864.0
2024-04-07,83.29,84.32,82.17,83.33,3498864.0
2024-04-08,83.29,84.32,82.17,83.33,3498864.0
2024-04-09,83.29,84.32,82.17,83.33,3498864.0
2024-04-10,83.29,84.32,82.17,83.33,3498864.0
2024-04-11,83.29,84.32,82.17,83.33,3498864.0
2024-04-12,83.29,84.32,82.17,83.33,3498864.0
2024-04-13,83.29,84.32,82.17,83.33,3498864.0
2024-04-14,83.29,84.32,82.17,83.33,3498864.0
