,DHI US Equity,DHI US Equity,DHI US Equity,DHI US Equity,DHI US Equity
2019-04-21,43.3215,43.9931,43.1324,43.908,7803381.0
2019-04-22,43.5107,43.8418,42.7493,43.1891,5696281.0
2019-04-23,43.6242,44.0972,43.331,43.8891,5908725.0
2019-04-24,43.908,44.4755,43.6715,44.1445,5190470.0
2019-04-25,41.5433,42.527,41.2784,42.0446,9968888.0
2019-04-26,41.8932,41.9311,41.2973,41.6189,5502047.0
2019-04-27,41.8932,41.9311,41.2973,41.6189,5502047.0
2019-04-28,41.8932,41.9311,41.2973,41.6189,5502047.0
2019-04-29,41.496,41.7514,41.2122,41.5716,2931118.0
2019-04-30,41.6473,42.1203,41.3636,41.9122,3827698.0
2019-05-01,42.1959,43.1607,41.8932,41.95,3982441.0
2019-05-02,41.9689,42.6973,41.5338,41.9784,4019795.0
2019-05-03,42.1959,42.3662,41.6946,41.7419,3625631.0
2019-05-04,42.1959,42.3662,41.6946,41.7419,3625631.0
2019-05-05,42.1959,42.3662,41.6946,41.7419,3625631.0
2019-05-06,41.2028,41.7419,40.9474,41.7419,3530170.0
2019-05-07,41.5811,41.7135,40.9805,41.3825,2771656.0
2019-05-08,41.4014,41.5527,40.8717,40.8906,1988980.0
2019-05-09,40.8055,41.3163,40.219,41.2595,2727256.0
2019-05-10,41.0792,41.5063,40.6426,41.307,2427125.0
2019-05-11,41.0792,41.5063,40.6426,41.307,2427125.0
2019-05-12,41.0792,41.5063,40.6426,41.307,2427125.0
2019-05-13,40.7375,41.1266,40.429,41.0317,2919777.0
2019-05-14,41.0127,42.2087,40.9748,41.7436,4342266.0
2019-05-15,41.5348,41.9999,41.326,41.81,3396662.0
2019-05-16,42.1327,42.8209,41.9999,42.6737,4488947.0
2019-05-17,42.2466,43.0059,42.2371,42.2751,3616224.0
2019-05-18,42.2466,43.0059,42.2371,42.2751,3616224.0
2019-05-19,42.2466,43.0059,42.2371,42.2751,3616224.0
2019-05-20,42.1422,42.4649,41.0602,41.1551,4117845.0
2019-05-21,41.1551,41.7246,40.9748,41.5727,3155604.0
2019-05-22,40.9463,41.9524,40.9463,41.5348,4597906.0
2019-05-23,41.326,42.1232,41.1171,41.4019,4316765.0
2019-05-24,41.5632,42.408,41.5538,42.3605,2661468.0
2019-05-25,41.5632,42.408,41.5538,42.3605,2661468.0
2019-05-26,41.5632,42.408,41.5538,42.3605,2661468.0
2019-05-27,41.5632,42.408,41.5538,42.3605,2661468.0
2019-05-28,42.3985,42.6073,41.867,41.867,3204320.0
2019-05-29,41.7815,41.7815,40.9653,41.269,4599099.0
2019-05-30,41.1931,42.0093,41.1361,41.7246,2894373.0
2019-05-31,41.4683,41.5917,40.2155,40.5856,4806935.0
2019-06-01,41.4683,41.5917,40.2155,40.5856,4806935.0
2019-06-02,41.4683,41.5917,40.2155,40.5856,4806935.0
2019-06-03,40.5192,41.4873,40.3863,41.0697,3647676.0
2019-06-04,41.4968,42.2182,41.2595,42.1517,3368881.0
2019-06-05,42.4175,42.5409,41.7246,42.3605,2660472.0
2019-06-06,42.5409,43.3002,42.4839,42.8731,2189072.0
2019-06-07,42.9395,43.7937,42.8636,43.2812,2693096.0
2019-06-08,42.9395,43.7937,42.8636,43.2812,2693096.0
2019-06-09,42.9395,43.7937,42.8636,43.2812,2693096.0
2019-06-10,43.4615,43.8602,42.7876,43.1768,2002520.0
2019-06-11,43.3951,43.3951,42.0853,42.5883,3120476.0
2019-06-12,42.6453,43.2859,42.6047,42.7497,3689450.0
2019-06-13,42.968,43.4948,42.8161,43.1483,3765370.0
2019-06-14,43.0534,43.7357,42.7497,43.6229,2816488.0
2019-06-15,43.0534,43.7357,42.7497,43.6229,2816488.0
2019-06-16,43.0534,43.7357,42.7497,43.6229,2816488.0
2019-06-17,43.6514,43.7558,42.9775,43.6229,2314365.0
2019-06-18,43.7463,44.107,43.0154,43.509,2524514.0
2019-06-19,43.3192,43.4331,41.6582,42.5693,5037739.0
2019-06-20,43.2243,43.6514,42.669,43.3666,3763836.0
2019-06-21,43.3382,43.3382,42.2182,42.389,4407499.0
2019-06-22,43.3382,43.3382,42.2182,42.389,4407499.0
2019-06-23,43.3382,43.3382,42.2182,42.389,4407499.0
2019-06-24,42.4934,42.9348,41.9429,42.0283,3859774.0
2019-06-25,42.911,42.9965,39.9212,40.4053,8529072.0
2019-06-26,40.2819,40.3863,39.3043,39.9212,7103594.0
2019-06-27,40.5382,41.2026,40.1585,41.0222,4364155.0
2019-06-28,40.9178,41.7626,40.8799,40.9368,7192497.0
2019-06-29,40.9178,41.7626,40.8799,40.9368,7192497.0
2019-06-30,40.9178,41.7626,40.8799,40.9368,7192497.0
2019-07-01,41.5063,41.886,41.0982,41.4019,5487236.0
2019-07-02,41.5253,41.9619,41.326,41.8765,2748512.0
2019-07-03,41.8954,42.3036,41.7341,42.0948,1312002.0
2019-07-04,41.8954,42.3036,41.7341,42.0948,1312002.0
2019-07-05,41.7531,41.8727,40.7422,41.269,2445152.0
2019-07-06,41.7531,41.8727,40.7422,41.269,2445152.0
2019-07-07,41.7531,41.8727,40.7422,41.269,2445152.0
2019-07-08,41.1931,41.9144,40.9748,41.848,2202184.0
2019-07-09,41.6771,41.9904,41.4446,41.6771,3432615.0
2019-07-10,42.2846,42.6453,42.0093,42.389,3482513.0
2019-07-11,42.5314,42.6168,41.5727,42.1517,2459550.0
2019-07-12,42.408,43.471,42.3795,43.1768,3541020.0
2019-07-13,42.408,43.471,42.3795,43.1768,3541020.0
2019-07-14,42.408,43.471,42.3795,43.1768,3541020.0
2019-07-15,43.2432,43.528,42.7592,42.9205,2563383.0
2019-07-16,42.8161,43.2907,42.7497,43.1293,3163010.0
2019-07-17,43.3382,43.6988,42.8446,42.9015,1725975.0
2019-07-18,42.911,43.528,42.5124,42.9395,2561899.0
2019-07-19,43.1104,43.2243,42.6358,42.7117,2211719.0
2019-07-20,43.1104,43.2243,42.6358,42.7117,2211719.0
2019-07-21,43.1104,43.2243,42.6358,42.7117,2211719.0
2019-07-22,42.911,42.9585,42.4365,42.4839,1780430.0
2019-07-23,42.5693,42.7402,40.9748,41.3924,5319283.0
2019-07-24,41.3829,41.9239,41.1646,41.6676,2845070.0
2019-07-25,41.8765,42.5598,41.7626,42.2371,5065947.0
2019-07-26,42.3036,42.6073,41.9334,42.2371,3405876.0
2019-07-27,42.3036,42.6073,41.9334,42.2371,3405876.0
2019-07-28,42.3036,42.6073,41.9334,42.2371,3405876.0
2019-07-29,42.1802,42.2561,41.3829,41.7626,3992098.0
2019-07-30,42.0473,44.3822,41.7246,44.1544,7934289.0
2019-07-31,44.4961,44.8568,43.0059,43.5944,5713564.0
2019-08-01,43.8602,45.5781,43.6419,44.6575,7588563.0
2019-08-02,44.5056,44.871,44.0263,44.61,4972175.0
2019-08-03,44.5056,44.871,44.0263,44.61,4972175.0
2019-08-04,44.5056,44.871,44.0263,44.61,4972175.0
2019-08-05,44.031,44.6005,43.1009,43.5944,4853362.0
2019-08-06,43.6514,44.1971,43.5327,43.9076,5287784.0
2019-08-07,43.528,45.4737,43.2432,45.3788,6321535.0
2019-08-08,45.3409,45.9198,45.2459,45.4832,4855761.0
2019-08-09,45.3594,45.5499,44.931,44.9691,3071768.0
2019-08-10,45.3594,45.5499,44.931,44.9691,3071768.0
2019-08-11,45.3594,45.5499,44.931,44.9691,3071768.0
2019-08-12,44.8262,44.931,44.493,44.7406,2690007.0
2019-08-13,44.8739,45.8926,44.8358,45.6641,7262708.0
2019-08-14,45.0167,45.407,44.5787,45.0928,3880191.0
2019-08-15,45.0452,45.3785,44.6263,44.7215,3492965.0
2019-08-16,45.0548,45.588,44.9024,45.4642,2723140.0
2019-08-17,45.0548,45.588,44.9024,45.4642,2723140.0
2019-08-18,45.0548,45.588,44.9024,45.4642,2723140.0
2019-08-19,45.7022,46.2116,45.5118,45.8641,3283458.0
2019-08-20,46.1021,47.1684,45.8769,46.5686,4841376.0
2019-08-21,46.6639,47.2399,46.3687,47.0828,3975860.0
2019-08-22,47.378,48.2158,47.0161,47.9302,4655009.0
2019-08-23,47.9778,48.1968,46.6734,46.8543,6303971.0
2019-08-24,47.9778,48.1968,46.6734,46.8543,6303971.0
2019-08-25,47.9778,48.1968,46.6734,46.8543,6303971.0
2019-08-26,46.7972,47.2542,46.4639,46.8543,4120919.0
2019-08-27,47.2923,47.2923,46.4163,46.5877,3338403.0
2019-08-28,46.483,46.8733,46.1402,46.6543,2501659.0
2019-08-29,46.9781,47.2637,46.6781,46.9114,3029013.0
2019-08-30,47.1971,47.2066,46.6924,47.1018,1576675.0
2019-08-31,47.1971,47.2066,46.6924,47.1018,1576675.0
2019-09-01,47.1971,47.2066,46.6924,47.1018,1576675.0
2019-09-02,47.1971,47.2066,46.6924,47.1018,1576675.0
2019-09-03,46.7972,47.5589,46.7972,47.4065,2377163.0
2019-09-04,47.5493,48.3586,47.378,48.0825,3430449.0
2019-09-05,48.3967,48.4539,46.9733,47.5684,3909055.0
2019-09-06,47.7302,48.1206,47.6446,47.7302,2754719.0
2019-09-07,47.7302,48.1206,47.6446,47.7302,2754719.0
2019-09-08,47.7302,48.1206,47.6446,47.7302,2754719.0
2019-09-09,47.7969,47.9111,47.1875,47.3875,3396618.0
2019-09-10,47.0066,47.1304,46.1497,47.0638,4099207.0
2019-09-11,47.3399,47.616,47.0257,47.0828,5275974.0
2019-09-12,47.378,48.1968,47.3113,47.3875,4898420.0
2019-09-13,47.8255,48.0302,46.6639,47.1209,3623204.0
2019-09-14,47.8255,48.0302,46.6639,47.1209,3623204.0
2019-09-15,47.8255,48.0302,46.6639,47.1209,3623204.0
2019-09-16,47.0828,47.4446,46.5972,46.6829,5077321.0
2019-09-17,46.7115,47.5285,46.6924,47.3113,11216462.0
2019-09-18,47.2827,48.0064,46.8924,47.9492,4748205.0
2019-09-19,48.3491,48.6729,48.0254,48.4348,4165855.0
2019-09-20,48.4919,49.2632,48.4348,49.1108,5219791.0
2019-09-21,48.4919,49.2632,48.4348,49.1108,5219791.0
2019-09-22,48.4919,49.2632,48.4348,49.1108,5219791.0
2019-09-23,49.0347,50.1677,49.0347,49.7012,7260701.0
2019-09-24,49.6916,50.0058,49.2727,49.4441,4097821.0
2019-09-25,49.6535,50.2439,49.5726,50.0058,3903603.0
2019-09-26,50.3962,50.52,49.406,49.9011,2085663.0
2019-09-27,49.9963,50.0154,49.4346,49.644,2212342.0
2019-09-28,49.9963,50.0154,49.4346,49.644,2212342.0
2019-09-29,49.9963,50.0154,49.4346,49.644,2212342.0
2019-09-30,49.7297,50.4057,49.7154,50.1867,3417802.0
2019-10-01,50.0915,50.4248,49.4536,49.5488,3218622.0
2019-10-02,49.6059,49.8535,48.4171,48.9394,5283670.0
2019-10-03,49.0347,49.206,48.1777,48.8823,3745417.0
2019-10-04,49.0442,50.2343,49.0216,50.0249,7412479.0
2019-10-05,49.0442,50.2343,49.0216,50.0249,7412479.0
2019-10-06,49.0442,50.2343,49.0216,50.0249,7412479.0
2019-10-07,49.8821,50.1867,49.6255,49.8249,4190317.0
2019-10-08,49.5964,50.9675,49.5393,50.3867,3988249.0
2019-10-09,50.7009,50.7485,50.082,50.1296,3332658.0
2019-10-10,49.9487,50.0677,49.2822,49.9868,5157918.0
2019-10-11,50.3962,50.4533,49.4631,49.5012,3206430.0
2019-10-12,50.3962,50.4533,49.4631,49.5012,3206430.0
2019-10-13,50.3962,50.4533,49.4631,49.5012,3206430.0
2019-10-14,49.6726,50.1106,49.5203,49.7868,1949515.0
2019-10-15,49.9582,50.2534,49.7678,50.1106,3211120.0
2019-10-16,50.2058,51.1293,49.8821,51.1008,3646754.0
2019-10-17,51.634,51.8054,50.7152,50.9294,3868507.0
2019-10-18,51.0151,51.434,50.6723,51.3864,3546063.0
2019-10-19,51.0151,51.434,50.6723,51.3864,3546063.0
2019-10-20,51.0151,51.434,50.6723,51.3864,3546063.0
2019-10-21,51.5673,51.7578,50.539,50.6247,4409774.0
2019-10-22,51.2246,51.2246,50.4152,50.7485,7311729.0
2019-10-23,50.8627,50.9913,50.4438,50.7866,2507609.0
2019-10-24,50.7866,51.4531,50.6057,51.3959,2224902.0
2019-10-25,51.3769,51.8149,50.9675,51.1389,2933954.0
2019-10-26,51.3769,51.8149,50.9675,51.1389,2933954.0
2019-10-27,51.3769,51.8149,50.9675,51.1389,2933954.0
2019-10-28,50.958,51.1008,49.2394,49.3393,4282732.0
2019-10-29,49.2632,50.0344,48.949,49.0918,5218645.0
2019-10-30,49.1013,49.7583,47.7493,49.6916,7430959.0
2019-10-31,49.7678,50.1487,49.5679,49.863,5146339.0
2019-11-01,49.9868,50.7771,49.8535,50.7485,3414441.0
2019-11-02,49.9868,50.7771,49.8535,50.7485,3414441.0
2019-11-03,49.9868,50.7771,49.8535,50.7485,3414441.0
2019-11-04,50.7961,51.0151,48.4063,48.7014,6209671.0
2019-11-05,48.7109,48.7109,47.9016,48.2825,6937140.0
2019-11-06,48.4063,49.6155,48.3015,49.5583,4830324.0
2019-11-07,49.5583,49.7366,47.7921,48.5872,4878158.0
2019-11-08,48.5681,49.0727,48.4253,48.7014,3184661.0
2019-11-09,48.5681,49.0727,48.4253,48.7014,3184661.0
2019-11-10,48.5681,49.0727,48.4253,48.7014,3184661.0
2019-11-11,48.7966,50.1296,48.7205,50.1296,4340592.0
2019-11-12,52.2909,53.005,49.3393,51.6721,9587767.0
2019-11-13,51.6816,52.6813,51.4626,51.7292,9982027.0
2019-11-14,51.6721,52.4338,51.3007,51.6625,8772883.0
2019-11-15,51.9196,51.9482,50.8151,50.9389,5933598.0
2019-11-16,51.9196,51.9482,50.8151,50.9389,5933598.0
2019-11-17,51.9196,51.9482,50.8151,50.9389,5933598.0
2019-11-18,51.1008,52.3386,50.9996,52.0148,5334502.0
2019-11-19,52.0243,52.2053,51.3171,51.5483,3211310.0
2019-11-20,51.8054,52.3719,51.5292,51.9577,5287870.0
2019-11-21,51.9577,52.3957,51.3007,51.3293,2800963.0
2019-11-22,51.5768,52.0148,51.3483,51.5197,3934402.0
2019-11-23,51.5768,52.0148,51.3483,51.5197,3934402.0
2019-11-24,51.5768,52.0148,51.3483,51.5197,3934402.0
2019-11-25,51.5388,52.2243,51.5388,52.1957,3648776.0
2019-11-26,52.3629,53.0219,52.1623,52.9073,6045670.0
2019-11-27,52.9169,53.299,52.6876,52.8214,6023155.0
2019-11-28,52.9169,53.299,52.6876,52.8214,6023155.0
2019-11-29,52.6399,53.1701,52.5826,52.8691,1853830.0
2019-11-30,52.6399,53.1701,52.5826,52.8691,1853830.0
2019-12-01,52.6399,53.1701,52.5826,52.8691,1853830.0
2019-12-02,52.8023,52.8596,51.8948,52.3915,3527898.0
2019-12-03,51.9426,52.4584,51.8948,52.3056,2927517.0
2019-12-04,52.3438,52.9885,52.0763,52.8596,3853301.0
2019-12-05,52.8023,53.3085,52.7067,53.2607,4135640.0
2019-12-06,52.6685,52.9503,51.4364,51.7707,4996492.0
2019-12-07,52.6685,52.9503,51.4364,51.7707,4996492.0
2019-12-08,52.6685,52.9503,51.4364,51.7707,4996492.0
2019-12-09,51.7707,52.6685,51.6083,52.4297,3004536.0
2019-12-10,52.3342,52.6972,51.9712,52.659,2899854.0
2019-12-11,52.4775,53.4231,52.4202,53.404,2366003.0
2019-12-12,53.213,53.6046,51.9139,51.9235,3674752.0
2019-12-13,51.8184,52.6208,51.6751,52.3533,2928051.0
2019-12-14,51.8184,52.6208,51.6751,52.3533,2928051.0
2019-12-15,51.8184,52.6208,51.6751,52.3533,2928051.0
2019-12-16,52.3438,52.7927,51.8948,52.2483,4245010.0
2019-12-17,51.8089,52.5826,51.102,51.2931,4547667.0
2019-12-18,51.7038,51.8184,50.0752,50.4239,5862696.0
2019-12-19,50.271,50.634,49.3923,50.0036,4699523.0
2019-12-20,50.1373,51.3217,49.9749,51.2835,5785614.0
2019-12-21,50.1373,51.3217,49.9749,51.2835,5785614.0
2019-12-22,50.1373,51.3217,49.9749,51.2835,5785614.0
2019-12-23,51.2071,51.5032,50.271,50.4334,1953572.0
2019-12-24,50.5671,50.9015,50.3857,50.8155,677500.0
2019-12-25,50.5671,50.9015,50.3857,50.8155,677500.0
2019-12-26,50.825,50.9301,50.3188,50.634,1146395.0
2019-12-27,50.7295,50.8155,50.4477,50.5385,1584447.0
2019-12-28,50.7295,50.8155,50.4477,50.5385,1584447.0
2019-12-29,50.7295,50.8155,50.4477,50.5385,1584447.0
2019-12-30,50.4334,50.4812,49.7361,50.1946,2145451.0
2019-12-31,50.0895,50.4812,50.0418,50.3857,1702130.0
2020-01-01,50.0895,50.4812,50.0418,50.3857,1702130.0
2020-01-02,50.5767,50.7295,49.7934,50.2137,3453288.0
2020-01-03,50.0991,50.8346,50.0513,50.5862,4330401.0
2020-01-04,50.0991,50.8346,50.0513,50.5862,4330401.0
2020-01-05,50.0991,50.8346,50.0513,50.5862,4330401.0
2020-01-06,50.9683,51.6751,50.825,51.0161,4305491.0
2020-01-07,51.5414,51.5892,50.7295,50.825,4507590.0
2020-01-08,51.3408,52.2912,51.0925,51.102,5279637.0
2020-01-09,51.2071,51.551,50.4907,50.8823,5505436.0
2020-01-10,50.7009,51.742,50.5767,51.3599,3681135.0
2020-01-11,50.7009,51.742,50.5767,51.3599,3681135.0
2020-01-12,50.7009,51.742,50.5767,51.3599,3681135.0
2020-01-13,51.2262,51.6178,50.997,51.1689,2383816.0
2020-01-14,51.1689,52.0477,51.1498,51.8566,2578745.0
2020-01-15,51.8757,52.6924,51.8375,52.4775,3846541.0
2020-01-16,52.5635,52.9694,52.1336,52.8978,3461822.0
2020-01-17,53.213,53.5473,52.8214,53.213,4468764.0
2020-01-18,53.213,53.5473,52.8214,53.213,4468764.0
2020-01-19,53.213,53.5473,52.8214,53.213,4468764.0
2020-01-20,53.213,53.5473,52.8214,53.213,4468764.0
2020-01-21,53.213,54.4452,53.1557,54.4165,3288830.0
2020-01-22,54.4165,55.1138,54.2159,54.8463,2415437.0
2020-01-23,54.875,56.5704,54.8496,56.346,4510071.0
2020-01-24,56.4319,57.177,55.4321,55.8875,6602494.0
2020-01-25,56.4319,57.177,55.4321,55.8875,6602494.0
2020-01-26,56.4319,57.177,55.4321,55.8875,6602494.0
2020-01-27,56.4988,58.2181,56.3746,56.9955,7760028.0
2020-01-28,57.5781,59.0014,57.5304,58.6288,6038182.0
2020-01-29,58.7244,58.9345,56.9286,58.008,3610109.0
2020-01-30,57.6928,58.3746,57.3107,57.5972,2413037.0
2020-01-31,57.559,57.8265,56.3173,56.5466,3755727.0
2020-02-01,57.559,57.8265,56.3173,56.5466,3755727.0
2020-02-02,57.559,57.8265,56.3173,56.5466,3755727.0
2020-02-03,56.7376,56.9095,55.9768,56.1072,2833007.0
2020-02-04,56.1645,56.2696,54.961,55.0851,3994249.0
2020-02-05,54.9132,57.0146,54.6935,57.005,3933979.0
2020-02-06,57.1292,58.1274,57.1006,57.8838,3605101.0
2020-02-07,58.3484,58.7891,58.061,58.1473,2423949.0
2020-02-08,58.3484,58.7891,58.061,58.1473,2423949.0
2020-02-09,58.3484,58.7891,58.061,58.1473,2423949.0
2020-02-10,58.3676,59.019,58.2909,58.9328,4470233.0
2020-02-11,59.2106,59.5075,58.6933,59.2585,2453114.0
2020-02-12,58.6741,59.1723,58.5113,59.0094,2463907.0
2020-02-13,58.9998,59.4405,58.8944,59.0765,5426404.0
2020-02-14,59.4405,59.4788,58.8082,59.2106,2252008.0
2020-02-15,59.4405,59.4788,58.8082,59.2106,2252008.0
2020-02-16,59.4405,59.4788,58.8082,59.2106,2252008.0
2020-02-17,59.4405,59.4788,58.8082,59.2106,2252008.0
2020-02-18,59.3447,59.9099,59.0429,59.2297,2548116.0
2020-02-19,59.5171,59.8236,59.1914,59.2776,3295900.0
2020-02-20,59.268,59.6512,58.5975,59.4405,3685118.0
2020-02-21,59.5171,59.8907,59.0573,59.2776,3450529.0
2020-02-22,59.5171,59.8907,59.0573,59.2776,3450529.0
2020-02-23,59.5171,59.8907,59.0573,59.2776,3450529.0
2020-02-24,58.5208,58.9423,57.8886,57.8886,2415353.0
2020-02-25,57.9748,58.0802,55.4363,55.647,4366777.0
2020-02-26,54.6603,55.5416,53.894,54.1909,5325176.0
2020-02-27,53.3863,55.1585,52.8498,53.5108,7207336.0
2020-02-28,52.2942,52.4464,49.861,51.0297,8175514.0
2020-02-29,52.2942,52.4464,49.861,51.0297,8175514.0
