,PNC US Equity,PNC US Equity,PNC US Equity,PNC US Equity,PNC US Equity
2023-07-06,119.2722,119.2722,116.2147,118.3645,2515600.0
2023-07-07,118.7276,121.2023,118.3645,120.0175,2194372.0
2023-07-08,118.7276,121.2023,118.3645,120.0175,2194372.0
2023-07-09,118.7276,121.2023,118.3645,120.0175,2194372.0
2023-07-10,119.2626,121.164,119.2053,119.7786,1734389.0
2023-07-11,120.5334,121.9857,120.1529,120.8583,2265114.0
2023-07-12,122.731,124.642,121.3121,121.5653,2508174.0
2023-07-13,122.1864,124.1929,121.8233,124.0114,2563441.0
2023-07-14,125.7133,126.0227,121.4874,121.6421,2507339.0
2023-07-15,125.7133,126.0227,121.4874,121.6421,2507339.0
2023-07-16,125.7133,126.0227,121.4874,121.6421,2507339.0
2023-07-17,122.0966,124.2821,121.6518,122.9669,2649184.0
2023-07-18,120.8878,127.9568,120.2979,126.0517,4679402.0
2023-07-19,125.926,128.2082,125.868,128.0051,4648078.0
2023-07-20,127.8988,129.7071,126.8157,129.5717,3554516.0
2023-07-21,130.1422,130.5291,127.6086,129.8328,3582162.0
2023-07-22,130.1422,130.5291,127.6086,129.8328,3582162.0
2023-07-23,130.1422,130.5291,127.6086,129.8328,3582162.0
2023-07-24,129.4557,132.424,129.0302,131.1286,2910119.0
2023-07-25,131.4767,131.5783,128.9289,129.1365,2509415.0
2023-07-26,130.6548,132.5115,128.9238,131.5251,2971445.0
2023-07-27,132.3567,132.521,128.4209,128.7304,2462878.0
2023-07-28,130.1229,131.5927,128.6337,131.0319,1736407.0
2023-07-29,130.1229,131.5927,128.6337,131.0319,1736407.0
2023-07-30,130.1229,131.5927,128.6337,131.0319,1736407.0
2023-07-31,131.6315,132.6855,130.6838,132.3761,2478301.0
2023-08-01,131.7185,132.1923,129.7941,130.9642,2442810.0
2023-08-02,129.6974,130.1809,128.3533,129.6974,2003140.0
2023-08-03,129.4073,129.7071,128.0631,128.6337,2173264.0
2023-08-04,128.4693,129.3106,126.3999,127.1251,2858665.0
2023-08-05,128.4693,129.3106,126.3999,127.1251,2858665.0
2023-08-06,128.4693,129.3106,126.3999,127.1251,2858665.0
2023-08-07,127.8794,128.4886,127.1251,128.0341,1698665.0
2023-08-08,124.8236,125.8583,121.1392,125.7616,2825855.0
2023-08-09,124.5819,125.7133,123.0926,123.1507,1729690.0
2023-08-10,123.8179,125.5247,123.054,123.8663,1657742.0
2023-08-11,123.1507,125.6649,122.9959,125.6553,1203442.0
2023-08-12,123.1507,125.6649,122.9959,125.6553,1203442.0
2023-08-13,123.1507,125.6649,122.9959,125.6553,1203442.0
2023-08-14,124.6109,125.0944,122.29,123.083,1371513.0
2023-08-15,121.3036,121.5937,119.1375,119.5243,2080960.0
2023-08-16,118.9248,119.6113,118.0738,118.683,1612436.0
2023-08-17,119.0892,120.4913,118.654,119.4276,1511412.0
2023-08-18,118.0351,119.708,118.0351,119.1375,1346460.0
2023-08-19,118.0351,119.708,118.0351,119.1375,1346460.0
2023-08-20,118.0351,119.708,118.0351,119.1375,1346460.0
2023-08-21,119.592,119.8821,117.5129,118.8764,1191713.0
2023-08-22,118.8377,119.3793,114.8923,115.0953,1498102.0
2023-08-23,115.047,115.7577,114.226,115.4725,1670198.0
2023-08-24,115.3661,117.4364,113.7608,113.7899,3178381.0
2023-08-25,114.3507,115.1727,113.2386,113.8575,1794644.0
2023-08-26,114.3507,115.1727,113.2386,113.8575,1794644.0
2023-08-27,114.3507,115.1727,113.2386,113.8575,1794644.0
2023-08-28,114.7472,116.0865,114.1718,114.5055,1221684.0
2023-08-29,114.8052,117.2035,114.5248,116.6136,1311837.0
2023-08-30,116.4008,116.9617,115.7756,116.5072,1219001.0
2023-08-31,117.0391,118.3832,116.0334,116.7489,1981363.0
2023-09-01,117.6966,119.3261,116.8747,118.1898,1235856.0
2023-09-02,117.6966,119.3261,116.8747,118.1898,1235856.0
2023-09-03,117.6966,119.3261,116.8747,118.1898,1235856.0
2023-09-04,117.6966,119.3261,116.8747,118.1898,1235856.0
2023-09-05,117.716,119.152,116.4395,116.5169,1604854.0
2023-09-06,116.043,116.1929,113.6545,114.4571,1841688.0
2023-09-07,113.1419,114.6795,111.9042,111.9525,2009419.0
2023-09-08,112.4844,113.2677,111.2272,113.0743,2097609.0
2023-09-09,112.4844,113.2677,111.2272,113.0743,2097609.0
2023-09-10,112.4844,113.2677,111.2272,113.0743,2097609.0
2023-09-11,114.196,115.4821,113.7608,114.1283,1242027.0
2023-09-12,114.283,121.0716,114.1138,120.7331,4910871.0
2023-09-13,121.8452,122.4641,118.799,119.534,2747782.0
2023-09-14,120.6847,123.17,120.6847,122.7832,2396648.0
2023-09-15,121.8645,123.2377,121.5454,122.1836,3619483.0
2023-09-16,121.8645,123.2377,121.5454,122.1836,3619483.0
2023-09-17,121.8645,123.2377,121.5454,122.1836,3619483.0
2023-09-18,121.8452,122.0386,120.3946,120.5687,1431290.0
2023-09-19,120.9845,121.3472,119.1375,120.0949,1172276.0
2023-09-20,121.0812,121.5115,119.7661,119.8628,1689570.0
2023-09-21,119.0311,120.5349,118.0931,118.1415,1502065.0
2023-09-22,118.3929,118.4606,116.6716,116.865,1369272.0
2023-09-23,118.3929,118.4606,116.6716,116.865,1369272.0
2023-09-24,118.3929,118.4606,116.6716,116.865,1369272.0
2023-09-25,116.4008,118.6346,116.0527,118.5766,1368597.0
2023-09-26,117.3098,118.3639,116.6845,117.5806,2059801.0
2023-09-27,117.861,118.0834,116.1494,117.7933,2163652.0
2023-09-28,117.9577,119.3986,117.6289,118.7797,1694084.0
2023-09-29,119.8724,120.6992,118.4122,118.7217,1749634.0
2023-09-30,119.8724,120.6992,118.4122,118.7217,1749634.0
2023-10-01,119.8724,120.6992,118.4122,118.7217,1749634.0
2023-10-02,117.9964,118.3639,115.8593,116.0624,1993707.0
2023-10-03,116.6522,117.9771,115.4338,115.8303,2285651.0
2023-10-04,115.7239,116.7683,115.2162,116.1397,2347477.0
2023-10-05,115.3951,116.9991,115.1824,116.4105,2692823.0
2023-10-06,115.6562,118.2285,114.3604,116.3525,2079493.0
2023-10-07,115.6562,118.2285,114.3604,116.3525,2079493.0
2023-10-08,115.6562,118.2285,114.3604,116.3525,2079493.0
2023-10-09,115.4725,117.3195,114.7665,116.8747,2405143.0
2023-10-10,118.0641,119.9305,117.4259,118.1995,2192496.0
2023-10-11,119.0118,120.1529,118.0158,118.6927,1840369.0
2023-10-12,118.8571,119.0698,116.8457,117.3195,2497598.0
2023-10-13,116.6716,117.0971,112.4167,114.2444,5577065.0
2023-10-14,116.6716,117.0971,112.4167,114.2444,5577065.0
2023-10-15,116.6716,117.0971,112.4167,114.2444,5577065.0
2023-10-16,115.5476,116.4687,113.2547,115.7534,2197303.0
2023-10-17,115.3908,118.9968,115.234,116.7332,2614268.0
2023-10-18,115.7142,116.5569,113.0685,113.3625,2537325.0
2023-10-19,112.7843,116.5765,112.7059,113.3331,2867884.0
2023-10-20,113.4702,113.6515,109.2078,109.5703,2865185.0
2023-10-21,113.4702,113.6515,109.2078,109.5703,2865185.0
2023-10-22,113.4702,113.6515,109.2078,109.5703,2865185.0
2023-10-23,109.1686,110.8834,107.248,107.5028,3068954.0
2023-10-24,107.9829,109.9917,107.9045,109.0412,2669606.0
2023-10-25,108.3553,109.3547,107.199,109.051,2214821.0
2023-10-26,109.002,112.9215,108.6002,112.0592,3305156.0
2023-10-27,111.3635,111.5252,108.5659,109.002,1854789.0
2023-10-28,111.3635,111.5252,108.5659,109.002,1854789.0
2023-10-29,111.3635,111.5252,108.5659,109.002,1854789.0
2023-10-30,109.9427,111.0107,108.8452,110.6188,2306652.0
2023-10-31,111.0891,112.216,110.0946,112.167,2233503.0
2023-11-01,112.4414,112.7451,110.0946,111.1773,1675496.0
2023-11-02,112.2062,117.5074,112.2062,117.4388,2822412.0
2023-11-03,119.6631,121.8678,119.0262,120.7312,2824294.0
2023-11-04,119.6631,121.8678,119.0262,120.7312,2824294.0
2023-11-05,119.6631,121.8678,119.0262,120.7312,2824294.0
2023-11-06,120.741,121.2015,118.2423,119.1046,1690190.0
2023-11-07,118.497,119.1928,117.831,118.3501,1801861.0
2023-11-08,118.3403,118.3403,116.5275,117.8405,1599822.0
2023-11-09,118.4774,118.9478,116.3511,116.9586,1920695.0
2023-11-10,118.0855,118.6048,116.1747,118.0071,1585710.0
2023-11-11,118.0855,118.6048,116.1747,118.0071,1585710.0
2023-11-12,118.0855,118.6048,116.1747,118.0071,1585710.0
2023-11-13,117.4682,117.9483,116.4982,117.1938,1046301.0
2023-11-14,120.2804,124.5135,120.2803,124.1118,2766900.0
2023-11-15,124.0432,127.2082,123.8668,126.3655,2700191.0
2023-11-16,126.3067,127.0514,125.611,126.7378,1838212.0
2023-11-17,127.7275,128.0901,126.5833,127.6393,2129214.0
2023-11-18,127.7275,128.0901,126.5833,127.6393,2129214.0
2023-11-19,127.7275,128.0901,126.5833,127.6393,2129214.0
2023-11-20,127.1298,128.1734,125.4738,127.7177,1674745.0
2023-11-21,126.9142,127.3846,125.2778,125.3954,1248050.0
2023-11-22,125.9539,126.1597,124.5233,125.3758,1036259.0
2023-11-23,125.9539,126.1597,124.5233,125.3758,1036259.0
2023-11-24,125.1308,126.6105,124.5919,126.1107,640824.0
2023-11-25,125.1308,126.6105,124.5919,126.1107,640824.0
2023-11-26,125.1308,126.6105,124.5919,126.1107,640824.0
2023-11-27,125.17,126.4635,124.9251,126.2577,1415777.0
2023-11-28,126.0127,127.12,125.2593,126.9828,1592911.0
2023-11-29,127.8451,130.4919,127.4825,129.7167,2492849.0
2023-11-30,129.9518,131.99,129.4521,131.2649,3265216.0
2023-12-01,131.0003,136.2525,130.6084,136.2035,2580721.0
2023-12-02,131.0003,136.2525,130.6084,136.2035,2580721.0
2023-12-03,131.0003,136.2525,130.6084,136.2035,2580721.0
2023-12-04,134.3711,138.2122,133.6558,137.9575,2935124.0
2023-12-05,137.154,137.4528,135.6793,135.8703,2147567.0
2023-12-06,137.1736,139.2019,136.2035,136.5562,2000435.0
2023-12-07,137.3206,138.3102,136.3897,136.958,2249469.0
2023-12-08,137.1246,138.6924,136.3995,137.8399,2444452.0
2023-12-09,137.1246,138.6924,136.3995,137.8399,2444452.0
2023-12-10,137.1246,138.6924,136.3995,137.8399,2444452.0
2023-12-11,138.4376,138.8982,137.3989,138.1633,2254354.0
2023-12-12,138.0947,138.8982,137.3206,138.0163,1317623.0
2023-12-13,137.8399,143.5036,137.5165,143.3762,2455328.0
2023-12-14,146.6392,151.0291,145.0714,150.2256,4269968.0
2023-12-15,149.8238,151.3623,148.7068,149.2653,5912676.0
2023-12-16,149.8238,151.3623,148.7068,149.2653,5912676.0
2023-12-17,149.8238,151.3623,148.7068,149.2653,5912676.0
2023-12-18,149.7356,149.7356,146.9528,148.3638,2648752.0
2023-12-19,148.403,151.764,147.4525,151.4896,2373544.0
2023-12-20,150.7057,152.2537,146.5706,146.6588,2352997.0
2023-12-21,147.9523,149.988,147.4036,148.7166,1683520.0
2023-12-22,148.7362,150.402,148.5108,149.4025,1202080.0
2023-12-23,148.7362,150.402,148.5108,149.4025,1202080.0
2023-12-24,148.7362,150.402,148.5108,149.4025,1202080.0
2023-12-25,148.7362,150.402,148.5108,149.4025,1202080.0
2023-12-26,149.2751,151.47,148.893,150.9997,1066680.0
2023-12-27,150.4118,151.9306,149.5495,151.8816,1245436.0
2023-12-28,152.3127,153.0672,151.8326,152.4989,1153323.0
2023-12-29,152.1462,152.9693,151.4112,151.7346,1572627.0
2023-12-30,152.1462,152.9693,151.4112,151.7346,1572627.0
2023-12-31,152.1462,152.9693,151.4112,151.7346,1572627.0
2024-01-01,152.1462,152.9693,151.4112,151.7346,1572627.0
2024-01-02,150.8821,154.2382,150.0492,153.3514,2473197.0
2024-01-03,151.6856,152.3231,148.3491,148.6088,2098627.0
2024-01-04,148.8342,151.0193,148.7656,149.4613,2785840.0
2024-01-05,150.0884,153.9785,149.2359,153.0868,2116278.0
2024-01-06,150.0884,153.9785,149.2359,153.0868,2116278.0
2024-01-07,150.0884,153.9785,149.2359,153.0868,2116278.0
2024-01-08,152.8615,154.5175,151.4701,154.3509,1522941.0
2024-01-09,153.077,153.077,150.9164,151.4014,1678466.0
2024-01-10,151.3916,152.2931,150.1276,152.058,1515710.0
2024-01-11,151.421,151.4308,146.8646,149.4711,2239787.0
2024-01-12,150.263,151.3222,146.4715,147.4219,3013415.0
2024-01-13,150.263,151.3222,146.4715,147.4219,3013415.0
2024-01-14,150.263,151.3222,146.4715,147.4219,3013415.0
2024-01-15,150.263,151.3222,146.4715,147.4219,3013415.0
2024-01-16,146.2339,148.3722,142.3831,147.5209,4158964.0
2024-01-17,145.7786,150.7827,144.9668,147.3229,2878507.0
2024-01-18,147.4516,147.8822,143.6007,144.8183,2708276.0
2024-01-19,145.5212,149.4215,144.8183,149.2731,2222643.0
2024-01-20,145.5212,149.4215,144.8183,149.2731,2222643.0
2024-01-21,145.5212,149.4215,144.8183,149.2731,2222643.0
2024-01-22,149.57,151.0945,147.8129,147.9267,2767574.0
2024-01-23,148.3128,149.2533,146.6745,148.4019,1843933.0
2024-01-24,149.3819,150.0304,148.519,148.7187,1368740.0
2024-01-25,150.4709,150.4709,147.7485,149.7284,1368848.0
2024-01-26,149.5502,150.7481,149.0652,150.0749,999345.0
2024-01-27,149.5502,150.7481,149.0652,150.0749,999345.0
2024-01-28,149.5502,150.7481,149.0652,150.0749,999345.0
2024-01-29,149.4809,151.9657,149.3176,151.936,1176476.0
2024-01-30,151.7578,153.1635,151.2727,152.6982,1236821.0
2024-01-31,150.2432,153.8367,149.372,149.6888,2041207.0
2024-02-01,150.0155,150.2085,143.4324,143.9769,5011103.0
2024-02-02,142.5316,147.4021,140.9675,146.6398,4080557.0
2024-02-03,142.5316,147.4021,140.9675,146.6398,4080557.0
2024-02-04,142.5316,147.4021,140.9675,146.6398,4080557.0
2024-02-05,144.9965,146.3527,143.967,144.363,1665530.0
2024-02-06,144.3333,148.5405,144.1749,147.7881,3915046.0
2024-02-07,147.798,148.3722,144.8282,146.6794,3150185.0
2024-02-08,145.6895,146.6893,144.3679,146.4418,1492596.0
2024-02-09,146.3824,146.8873,145.2044,146.2834,1157621.0
2024-02-10,146.3824,146.8873,145.2044,146.2834,1157621.0
2024-02-11,146.3824,146.8873,145.2044,146.2834,1157621.0
2024-02-12,146.2834,148.6494,145.8627,147.6397,1612711.0
2024-02-13,145.3034,145.7192,141.3634,143.7987,2121422.0
2024-02-14,145.1549,146.3973,144.5015,146.3824,1265543.0
2024-02-15,147.2536,148.7459,145.8875,148.1247,1992033.0
2024-02-16,146.9269,148.4019,146.2042,147.3526,1466190.0
2024-02-17,146.9269,148.4019,146.2042,147.3526,1466190.0
2024-02-18,146.9269,148.4019,146.2042,147.3526,1466190.0
2024-02-19,146.9269,148.4019,146.2042,147.3526,1466190.0
2024-02-20,146.5309,146.9269,144.9173,145.2242,2044297.0
2024-02-21,144.1056,145.2341,138.2847,145.0955,2795335.0
2024-02-22,144.3234,146.5111,143.373,143.9274,2457282.0
2024-02-23,143.7987,146.3428,143.2542,144.65,1837940.0
2024-02-24,143.7987,146.3428,143.2542,144.65,1837940.0
2024-02-25,143.7987,146.3428,143.2542,144.65,1837940.0
2024-02-26,143.9373,145.5212,143.274,143.3928,1416292.0
2024-02-27,144.0066,145.2836,143.4126,144.4817,1206959.0
2024-02-28,143.7393,146.2488,143.7393,144.2244,1178563.0
2024-02-29,146.4616,147.2536,144.4619,145.7192,2726050.0
2024-03-01,145.9766,146.6695,143.8185,146.323,1750314.0
2024-03-02,145.9766,146.6695,143.8185,146.323,1750314.0
2024-03-03,145.9766,146.6695,143.8185,146.323,1750314.0
2024-03-04,149.471,154.8118,148.8276,152.1934,5796844.0
2024-03-05,151.7776,155.7275,151.3915,153.5595,2748516.0
2024-03-06,147.313,151.1242,145.6103,148.8672,7478855.0
2024-03-07,149.8967,151.6935,148.095,148.9266,2112876.0
2024-03-08,150.0749,150.2234,148.6741,148.8177,1324508.0
2024-03-09,150.0749,150.2234,148.6741,148.8177,1324508.0
2024-03-10,150.0749,150.2234,148.6741,148.8177,1324508.0
2024-03-11,148.8474,151.4608,147.5011,151.3024,1882649.0
2024-03-12,151.4608,152.1389,148.8078,149.4611,1840340.0
2024-03-13,149.9957,151.6885,149.8571,151.1836,1893671.0
2024-03-14,150.263,152.9259,145.7934,146.9962,2084552.0
2024-03-15,145.739,148.6791,145.739,147.2833,3969641.0
2024-03-16,145.739,148.6791,145.739,147.2833,3969641.0
2024-03-17,145.739,148.6791,145.739,147.2833,3969641.0
2024-03-18,147.8574,148.491,145.5014,148.095,1316503.0
2024-03-19,147.8079,149.4215,147.6149,148.5999,2053050.0
2024-03-20,148.1841,152.9853,147.5654,152.2627,1408333.0
2024-03-21,153.0645,156.8659,153.0596,156.2224,2656400.0
2024-03-22,156.6085,157.2025,153.9357,153.9456,1595527.0
2024-03-23,156.6085,157.2025,153.9357,153.9456,1595527.0
2024-03-24,156.6085,157.2025,153.9357,153.9456,1595527.0
2024-03-25,154.589,155.5988,152.9358,153.4803,1136647.0
2024-03-26,153.5793,154.7969,153.1833,153.4704,1179228.0
2024-03-27,154.4009,158.4894,153.9456,158.3607,1712915.0
2024-03-28,158.3706,160.6079,158.2716,159.9743,1725504.0
2024-03-29,158.3706,160.6079,158.2716,159.9743,1725504.0
2024-03-30,158.3706,160.6079,158.2716,159.9743,1725504.0
2024-03-31,158.3706,160.6079,158.2716,159.9743,1725504.0
2024-04-01,159.7763,159.9149,158.0637,158.331,1396973.0
2024-04-02,157.4005,157.7667,155.876,155.9551,1509187.0
2024-04-03,156.0442,157.9227,154.7177,155.5592,1388699.0
2024-04-04,157.3213,157.6925,154.5494,155.3018,1548155.0
2024-04-05,155.1731,156.1234,154.2525,155.7869,1874032.0
2024-04-06,155.1731,156.1234,154.2525,155.7869,1874032.0
2024-04-07,155.1731,156.1234,154.2525,155.7869,1874032.0
2024-04-08,156.5986,159.8506,155.9848,159.3407,1950044.0
