,MAIN US Equity,MAIN US Equity,MAIN US Equity,MAIN US Equity,MAIN US Equity
2020-05-13,20.5814,20.7735,19.4733,20.4262,557279.0
2020-05-14,19.7614,20.2785,18.7715,20.1307,507811.0
2020-05-15,20.3819,21.2758,20.1455,21.2093,454921.0
2020-05-16,20.3819,21.2758,20.1455,21.2093,454921.0
2020-05-17,20.3819,21.2758,20.1455,21.2093,454921.0
2020-05-18,22.081,22.9232,21.9776,22.7311,697580.0
2020-05-19,22.6828,23.6124,22.3109,23.538,612516.0
2020-05-20,23.538,24.1255,22.2737,22.3779,904782.0
2020-05-21,22.3109,23.2405,22.1845,22.9728,391997.0
2020-05-22,22.9431,23.0546,22.3332,22.5712,305323.0
2020-05-23,22.9431,23.0546,22.3332,22.5712,305323.0
2020-05-24,22.9431,23.0546,22.3332,22.5712,305323.0
2020-05-25,22.9431,23.0546,22.3332,22.5712,305323.0
2020-05-26,23.4265,24.2297,23.2108,23.9024,501488.0
2020-05-27,24.7874,24.7874,23.6496,24.0661,381785.0
2020-05-28,24.2817,24.4676,23.5008,23.6645,546873.0
2020-05-29,23.657,23.8526,22.8687,23.2034,476109.0
2020-05-30,23.657,23.8526,22.8687,23.2034,476109.0
2020-05-31,23.657,23.8526,22.8687,23.2034,476109.0
2020-06-01,23.4042,23.9842,23.2405,23.6942,456192.0
2020-06-02,23.9173,24.0155,23.2926,23.8132,720010.0
2020-06-03,24.0066,24.7874,23.8355,24.5495,618892.0
2020-06-04,24.5941,24.9882,24.4156,24.7503,540803.0
2020-06-05,25.7542,26.8605,25.2337,25.494,806954.0
2020-06-06,25.7542,26.8605,25.2337,25.494,806954.0
2020-06-07,25.7542,26.8605,25.2337,25.494,806954.0
2020-06-08,26.4533,26.8252,26.2376,26.6392,513513.0
2020-06-09,25.955,26.3938,25.5683,26.0889,481492.0
2020-06-10,26.1558,26.2005,24.609,25.1072,627741.0
2020-06-11,23.1736,23.999,22.4597,23.3224,906100.0
2020-06-12,24.9213,25.07,23.5157,24.6387,473652.0
2020-06-13,24.9213,25.07,23.5157,24.6387,473652.0
2020-06-14,24.9213,25.07,23.5157,24.6387,473652.0
2020-06-15,23.4116,24.8692,23.2405,24.5941,448188.0
2020-06-16,25.5906,25.6353,24.7651,25.2039,442956.0
2020-06-17,25.26,25.26,24.6989,24.8635,282737.0
2020-06-18,24.7512,25.0954,24.3247,24.437,237684.0
2020-06-19,24.6764,24.9757,24.1676,24.2948,335815.0
2020-06-20,24.6764,24.9757,24.1676,24.2948,335815.0
2020-06-21,24.6764,24.9757,24.1676,24.2948,335815.0
2020-06-22,24.0255,24.2967,23.7935,24.0329,336981.0
2020-06-23,24.2125,24.2873,23.7037,23.7636,295380.0
2020-06-24,23.5092,23.5915,22.6412,23.3072,472553.0
2020-06-25,23.0528,23.5466,22.6712,23.4643,405503.0
2020-06-26,23.3072,23.4942,22.6635,23.0378,401294.0
2020-06-27,23.3072,23.4942,22.6635,23.0378,401294.0
2020-06-28,23.3072,23.4942,22.6635,23.0378,401294.0
2020-06-29,22.9331,23.15,22.4841,23.1351,401015.0
2020-06-30,23.1201,23.6439,23.1201,23.2922,338182.0
2020-07-01,23.2548,23.7711,23.1874,23.1949,275080.0
2020-07-02,23.569,23.8989,22.9705,22.9705,307677.0
2020-07-03,23.569,23.8989,22.9705,22.9705,307677.0
2020-07-04,23.569,23.8989,22.9705,22.9705,307677.0
2020-07-05,23.569,23.8989,22.9705,22.9705,307677.0
2020-07-06,23.3895,23.5167,23.165,23.2623,380873.0
2020-07-07,22.9779,23.0723,22.5589,22.6338,346223.0
2020-07-08,22.5589,22.8059,22.2986,22.4467,353382.0
2020-07-09,22.3045,22.3868,21.0475,21.4441,721544.0
2020-07-10,21.2795,22.0576,21.1448,21.893,339794.0
2020-07-11,21.2795,22.0576,21.1448,21.893,339794.0
2020-07-12,21.2795,22.0576,21.1448,21.893,339794.0
2020-07-13,21.893,22.8657,21.8032,22.1624,466964.0
2020-07-14,22.1624,22.8507,22.11,22.5814,271398.0
2020-07-15,23.3296,23.4194,22.9857,23.3969,342757.0
2020-07-16,23.0977,23.7187,23.0902,23.6738,310124.0
2020-07-17,23.8508,24.1586,23.8206,23.9261,303503.0
2020-07-18,23.8508,24.1586,23.8206,23.9261,303503.0
2020-07-19,23.8508,24.1586,23.8206,23.9261,303503.0
2020-07-20,23.5119,23.911,23.0374,23.2558,438370.0
2020-07-21,23.4064,23.5646,23.1278,23.3387,318603.0
2020-07-22,23.1203,23.5269,23.1127,23.4817,184418.0
2020-07-23,23.2332,23.6399,23.0525,23.301,282031.0
2020-07-24,22.9696,23.1579,22.4989,22.6458,426901.0
2020-07-25,22.9696,23.1579,22.4989,22.6458,426901.0
2020-07-26,22.9696,23.1579,22.4989,22.6458,426901.0
2020-07-27,22.5931,22.7814,22.337,22.4425,322493.0
2020-07-28,22.3144,22.6759,22.142,22.5102,301474.0
2020-07-29,22.5102,22.9621,22.5102,22.819,217906.0
2020-07-30,22.45,22.9094,22.45,22.7663,182525.0
2020-07-31,22.5931,22.9054,22.209,22.8265,343623.0
2020-08-01,22.5931,22.9054,22.209,22.8265,343623.0
2020-08-02,22.5931,22.9054,22.209,22.8265,343623.0
2020-08-03,22.7211,22.819,22.4801,22.5856,398588.0
2020-08-04,22.5178,23.0826,22.4425,23.0525,336031.0
2020-08-05,23.2408,23.7981,23.1504,23.3838,362889.0
2020-08-06,23.4893,23.6487,23.3005,23.3236,237096.0
2020-08-07,23.1654,24.152,23.1353,24.1294,487250.0
2020-08-08,23.1654,24.152,23.1353,24.1294,487250.0
2020-08-09,23.1654,24.152,23.1353,24.1294,487250.0
2020-08-10,24.1369,25.116,24.1369,24.8599,462578.0
2020-08-11,25.2289,25.2289,24.3742,24.506,349891.0
2020-08-12,24.8976,24.988,24.4457,24.6189,235058.0
2020-08-13,24.5135,25.0105,24.4382,24.7168,271586.0
2020-08-14,24.875,24.875,24.4608,24.7018,311423.0
2020-08-15,24.875,24.875,24.4608,24.7018,311423.0
2020-08-16,24.875,24.875,24.4608,24.7018,311423.0
2020-08-17,24.8072,25.0633,24.4532,24.7921,464083.0
2020-08-18,24.7429,24.7429,24.0533,24.1063,401748.0
2020-08-19,23.9093,24.1783,23.7274,23.7501,312122.0
2020-08-20,23.447,23.7348,23.2348,23.3712,381682.0
2020-08-21,23.2651,23.4187,22.9847,23.1515,328294.0
2020-08-22,23.2651,23.4187,22.9847,23.1515,328294.0
2020-08-23,23.2651,23.4187,22.9847,23.1515,328294.0
2020-08-24,23.1515,23.659,23.0226,23.5607,304786.0
2020-08-25,23.6971,23.8259,23.1893,23.4243,228704.0
2020-08-26,23.4167,23.4281,22.818,22.8332,297826.0
2020-08-27,22.7422,23.2272,22.7422,23.0908,285031.0
2020-08-28,23.1439,23.3291,23.0908,23.1969,224580.0
2020-08-29,23.1439,23.3291,23.0908,23.1969,224580.0
2020-08-30,23.1439,23.3291,23.0908,23.1969,224580.0
2020-08-31,23.1969,23.2422,22.7347,22.9393,362972.0
2020-09-01,22.8483,23.0265,22.7574,22.9999,365616.0
2020-09-02,22.9165,23.2841,22.4694,23.1742,405529.0
2020-09-03,23.2651,23.3258,22.5755,22.7271,409812.0
2020-09-04,22.7271,22.9014,21.9996,22.5831,417512.0
2020-09-05,22.7271,22.9014,21.9996,22.5831,417512.0
2020-09-06,22.7271,22.9014,21.9996,22.5831,417512.0
2020-09-07,22.7271,22.9014,21.9996,22.5831,417512.0
2020-09-08,22.5073,22.9241,22.3406,22.6286,424444.0
2020-09-09,22.7422,23.1287,22.6816,23.0454,296569.0
2020-09-10,23.0454,23.2505,22.6058,22.621,241154.0
2020-09-11,22.6589,22.9923,22.6589,22.9696,196158.0
2020-09-12,22.6589,22.9923,22.6589,22.9696,196158.0
2020-09-13,22.6589,22.9923,22.6589,22.9696,196158.0
2020-09-14,23.0833,23.303,22.918,23.2045,219284.0
2020-09-15,23.3333,23.4849,23.1893,23.25,223928.0
2020-09-16,23.394,23.8373,23.0075,23.0833,476926.0
2020-09-17,22.8256,23.2044,22.7953,23.0757,180278.0
2020-09-18,23.0454,23.2272,22.8559,23.0984,339017.0
2020-09-19,23.0454,23.2272,22.8559,23.0984,339017.0
2020-09-20,23.0454,23.2272,22.8559,23.0984,339017.0
2020-09-21,22.8635,22.8938,22.4694,22.5073,475687.0
2020-09-22,22.6816,22.9014,22.53,22.6968,176530.0
2020-09-23,22.8029,22.8862,22.0299,22.1814,314285.0
2020-09-24,22.0526,22.3959,21.7192,22.0299,369820.0
2020-09-25,22.0526,22.7119,21.9768,22.6816,251090.0
2020-09-26,22.0526,22.7119,21.9768,22.6816,251090.0
2020-09-27,22.0526,22.7119,21.9768,22.6816,251090.0
2020-09-28,22.9525,23.3806,22.838,23.1661,344163.0
2020-09-29,23.0975,23.1204,22.5023,22.6473,404882.0
2020-09-30,22.5557,23.044,22.4641,22.5633,394200.0
2020-10-01,22.6549,23.4179,22.6473,23.3645,337652.0
2020-10-02,22.7388,23.5248,22.6549,23.4637,297506.0
2020-10-03,22.7388,23.5248,22.6549,23.4637,297506.0
2020-10-04,22.7388,23.5248,22.6549,23.4637,297506.0
2020-10-05,23.4866,23.6125,23.1967,23.2119,286676.0
2020-10-06,23.2577,23.4282,22.8533,22.8914,296833.0
2020-10-07,23.0059,23.2882,22.8533,23.0975,289973.0
2020-10-08,23.0898,23.4179,23.0898,23.3874,181547.0
2020-10-09,23.4637,23.7766,23.4141,23.4332,234208.0
2020-10-10,23.4637,23.7766,23.4141,23.4332,234208.0
2020-10-11,23.4637,23.7766,23.4141,23.4332,234208.0
2020-10-12,23.4408,23.568,22.9143,23.1051,340428.0
2020-10-13,23.0059,23.2119,22.9067,23.0288,177657.0
2020-10-14,23.0288,23.448,23.0288,23.1661,196883.0
2020-10-15,23.0059,23.2195,22.7388,22.7694,345315.0
2020-10-16,23.189,23.2348,22.8151,22.8991,308722.0
2020-10-17,23.189,23.2348,22.8151,22.8991,308722.0
2020-10-18,23.189,23.2348,22.8151,22.8991,308722.0
2020-10-19,23.0212,23.0364,22.2276,22.2505,415791.0
2020-10-20,22.4794,22.8533,22.2581,22.7465,380093.0
2020-10-21,22.7388,22.7388,22.4031,22.4641,238436.0
2020-10-22,22.4336,22.6167,22.2657,22.6091,214494.0
2020-10-23,22.7312,23.0212,22.7007,22.922,260059.0
2020-10-24,22.7312,23.0212,22.7007,22.922,260059.0
2020-10-25,22.7312,23.0212,22.7007,22.922,260059.0
2020-10-26,22.838,22.8914,22.4718,22.7465,403743.0
2020-10-27,22.7007,22.9754,22.5595,22.7007,313054.0
2020-10-28,22.3511,22.5124,21.5827,21.6442,654840.0
2020-10-29,21.5904,21.6596,21.1986,21.2063,907034.0
2020-10-30,21.2063,21.4137,20.4994,21.0449,473726.0
2020-10-31,21.2063,21.4137,20.4994,21.0449,473726.0
2020-11-01,21.2063,21.4137,20.4994,21.0449,473726.0
2020-11-02,21.6826,21.7595,21.3753,21.6596,452071.0
2020-11-03,21.99,22.1667,21.7441,22.0284,274983.0
2020-11-04,22.0591,22.4279,21.7979,22.0975,316535.0
2020-11-05,22.2358,22.7056,22.1667,22.5509,277770.0
2020-11-06,22.2973,22.4598,22.0898,22.0975,327122.0
2020-11-07,22.2973,22.4598,22.0898,22.0975,327122.0
2020-11-08,22.2973,22.4598,22.0898,22.0975,327122.0
2020-11-09,23.1271,23.7572,22.8966,22.9504,900574.0
2020-11-10,23.1117,24.0568,23.0195,23.9416,408650.0
2020-11-11,24.2028,24.2028,23.5881,23.8033,348906.0
2020-11-12,23.5036,23.9108,23.3653,23.5804,235003.0
2020-11-13,23.7111,23.9454,23.6035,23.7956,387392.0
2020-11-14,23.7111,23.9454,23.6035,23.7956,387392.0
2020-11-15,23.7111,23.9454,23.6035,23.7956,387392.0
2020-11-16,24.2643,24.7598,24.1029,24.2412,551386.0
2020-11-17,24.2028,24.2566,24.0069,24.2335,311893.0
2020-11-18,24.2412,24.5477,23.98,23.98,299970.0
2020-11-19,23.9723,24.2719,23.834,24.0568,281548.0
2020-11-20,24.0952,24.2021,23.8417,23.9339,292262.0
2020-11-21,24.0952,24.2021,23.8417,23.9339,292262.0
2020-11-22,24.0952,24.2021,23.8417,23.9339,292262.0
2020-11-23,24.1567,24.5562,23.8878,24.4717,536303.0
2020-11-24,24.638,25.0014,24.5606,24.87,498890.0
2020-11-25,24.8622,25.187,24.6844,25.1406,384012.0
2020-11-26,24.8622,25.187,24.6844,25.1406,384012.0
2020-11-27,25.1329,25.1406,24.9009,25.0169,168928.0
2020-11-28,25.1329,25.1406,24.9009,25.0169,168928.0
2020-11-29,25.1329,25.1406,24.9009,25.0169,168928.0
2020-11-30,25.0169,25.071,24.058,24.0889,539483.0
2020-12-01,24.3828,24.7849,24.0812,24.4988,388505.0
2020-12-02,24.5606,24.8854,24.4137,24.723,334362.0
2020-12-03,24.754,25.3688,24.6873,25.2025,374993.0
2020-12-04,25.2953,25.4113,24.9009,25.0865,339937.0
2020-12-05,25.2953,25.4113,24.9009,25.0865,339937.0
2020-12-06,25.2953,25.4113,24.9009,25.0865,339937.0
2020-12-07,24.9937,24.9937,24.406,24.522,446011.0
2020-12-08,24.4756,24.6843,24.3905,24.491,316218.0
2020-12-09,24.6689,24.6766,24.1662,24.3209,414442.0
2020-12-10,24.2204,24.3596,23.8801,24.3441,426487.0
2020-12-11,24.259,24.3982,24.1662,24.2513,259379.0
2020-12-12,24.259,24.3982,24.1662,24.2513,259379.0
2020-12-13,24.259,24.3982,24.1662,24.2513,259379.0
2020-12-14,24.375,24.5142,24.2513,24.3596,344367.0
2020-12-15,24.5838,24.6689,24.3209,24.6689,384492.0
2020-12-16,24.7462,24.9009,24.6302,24.754,338138.0
2020-12-17,24.7308,24.8154,24.3209,24.4137,406947.0
2020-12-18,24.3209,24.4292,23.8956,24.1121,762524.0
2020-12-19,24.3209,24.4292,23.8956,24.1121,762524.0
2020-12-20,24.3209,24.4292,23.8956,24.1121,762524.0
2020-12-21,24.027,24.5761,23.8569,24.2204,422346.0
2020-12-22,24.2049,24.6148,24.0502,24.1585,869052.0
2020-12-23,24.2049,24.4214,24.0348,24.0734,337108.0
2020-12-24,24.1276,24.1662,23.8337,24.0502,269476.0
2020-12-25,24.1276,24.1662,23.8337,24.0502,269476.0
2020-12-26,24.1276,24.1662,23.8337,24.0502,269476.0
2020-12-27,24.1276,24.1662,23.8337,24.0502,269476.0
2020-12-28,24.2126,24.7849,24.1508,24.1817,512821.0
2020-12-29,24.3132,24.464,24.0425,24.3364,447287.0
2020-12-30,24.4988,25.3494,24.4369,25.1484,956039.0
2020-12-31,25.1329,25.3726,24.8158,24.9473,827962.0
2021-01-01,25.1329,25.3726,24.8158,24.9473,827962.0
2021-01-02,25.1329,25.3726,24.8158,24.9473,827962.0
2021-01-03,25.1329,25.3726,24.8158,24.9473,827962.0
2021-01-04,25.0524,25.0722,24.1262,24.3986,808178.0
2021-01-05,24.3908,24.8189,24.3908,24.6866,376247.0
2021-01-06,24.9512,25.1535,24.4531,24.5231,486210.0
2021-01-07,24.5932,24.8267,24.4375,24.6243,502556.0
2021-01-08,24.7411,24.811,24.5621,24.7878,397884.0
2021-01-09,24.7411,24.811,24.5621,24.7878,397884.0
2021-01-10,24.7411,24.811,24.5621,24.7878,397884.0
2021-01-11,24.5231,24.85,24.4453,24.4998,364076.0
2021-01-12,24.4998,24.7566,24.4064,24.6555,354913.0
2021-01-13,24.7099,24.78,24.4269,24.5231,356675.0
2021-01-14,24.671,25.2392,24.5309,25.0757,466970.0
2021-01-15,24.9979,25.2936,24.8284,25.1613,376501.0
2021-01-16,24.9979,25.2936,24.8284,25.1613,376501.0
2021-01-17,24.9979,25.2936,24.8284,25.1613,376501.0
2021-01-18,24.9979,25.2936,24.8284,25.1613,376501.0
2021-01-19,25.2392,25.8929,25.0602,25.4259,578814.0
2021-01-20,25.6361,25.6947,25.1302,25.387,336992.0
2021-01-21,25.4259,25.6127,25.341,25.4104,279067.0
2021-01-22,25.4182,25.7372,25.2469,25.7061,412098.0
2021-01-23,25.4182,25.7372,25.2469,25.7061,412098.0
2021-01-24,25.4182,25.7372,25.2469,25.7061,412098.0
2021-01-25,25.7217,26.033,25.6828,25.8306,404540.0
2021-01-26,25.9863,26.3832,25.9746,26.1809,398524.0
2021-01-27,26.0719,26.3365,25.9396,26.0563,473257.0
2021-01-28,26.0368,26.0915,25.3167,25.4808,575472.0
2021-01-29,25.3946,25.4416,24.5254,24.917,579795.0
2021-01-30,25.3946,25.4416,24.5254,24.917,579795.0
2021-01-31,25.3946,25.4416,24.5254,24.917,579795.0
2021-02-01,25.0266,25.3163,24.729,25.3163,526683.0
2021-02-02,25.332,25.6374,25.2555,25.4025,446170.0
2021-02-03,25.5669,25.7157,25.3956,25.6922,248915.0
2021-02-04,25.7157,26.209,25.6452,25.935,485647.0
2021-02-05,26.0211,26.4262,25.9584,26.1699,291909.0
2021-02-06,26.0211,26.4262,25.9584,26.1699,291909.0
2021-02-07,26.0211,26.4262,25.9584,26.1699,291909.0
2021-02-08,26.2717,26.3813,25.9976,26.3813,393579.0
2021-02-09,26.3187,26.4568,25.9193,25.9976,297980.0
2021-02-10,26.1386,26.9999,26.0602,26.7415,412677.0
2021-02-11,26.7572,27.1722,26.6867,26.8511,297468.0
2021-02-12,26.9764,27.1252,26.7885,26.9686,276723.0
2021-02-13,26.9764,27.1252,26.7885,26.9686,276723.0
2021-02-14,26.9764,27.1252,26.7885,26.9686,276723.0
2021-02-15,26.9764,27.1252,26.7885,26.9686,276723.0
2021-02-16,27.2192,27.321,26.9452,27.0626,415621.0
2021-02-17,27.0626,27.211,26.8384,27.0626,306574.0
2021-02-18,27.0391,27.3601,26.9373,27.0077,352483.0
2021-02-19,27.0312,27.595,27.0312,27.4149,461560.0
2021-02-20,27.0312,27.595,27.0312,27.4149,461560.0
2021-02-21,27.0312,27.595,27.0312,27.4149,461560.0
2021-02-22,27.4541,28.2762,27.4228,27.9004,496518.0
2021-02-23,27.9866,28.0414,27.2137,27.9004,530572.0
2021-02-24,28.0022,29.0985,27.9944,28.9106,645853.0
2021-02-25,29.0956,29.135,28.0168,28.1113,577757.0
2021-02-26,27.8987,29.2688,27.7255,28.883,485859.0
2021-02-27,27.8987,29.2688,27.7255,28.883,485859.0
2021-02-28,27.8987,29.2688,27.7255,28.883,485859.0
2021-03-01,29.135,29.3355,28.631,28.6389,453153.0
2021-03-02,28.7806,29.166,28.5523,28.9066,298240.0
2021-03-03,28.9066,29.5681,28.9066,29.4027,326743.0
2021-03-04,29.7413,30.0405,28.8436,29.261,422955.0
2021-03-05,29.5523,29.6601,28.1355,28.9224,498825.0
2021-03-06,29.5523,29.6601,28.1355,28.9224,498825.0
2021-03-07,29.5523,29.6601,28.1355,28.9224,498825.0
2021-03-08,29.0169,29.3318,28.694,29.0877,366051.0
2021-03-09,29.2767,29.4815,28.9381,29.2137,348500.0
2021-03-10,29.4106,29.7334,29.1822,29.5996,241382.0
2021-03-11,29.5287,30.1193,29.4972,29.7728,301816.0
2021-03-12,29.7571,30.3713,29.7493,30.2295,324650.0
