,LH US Equity,LH US Equity,LH US Equity,LH US Equity,LH US Equity
2024-01-22,225.537,227.68,224.121,225.028,478255.0
2024-01-23,225.387,226.623,223.399,225.945,527340.0
2024-01-24,226.125,227.64,222.337,222.616,555267.0
2024-01-25,224.361,226.065,221.355,225.905,482440.0
2024-01-26,227.829,228.786,224.042,224.181,641510.0
2024-01-27,227.829,228.786,224.042,224.181,641510.0
2024-01-28,227.829,228.786,224.042,224.181,641510.0
2024-01-29,223.912,226.543,222.915,226.394,910970.0
2024-01-30,226.832,227.47,224.799,225.606,440295.0
2024-01-31,226.812,226.812,221.061,221.57,789990.0
2024-02-01,217.563,223.583,212.58,223.553,765868.0
2024-02-02,222.277,223.07,220.194,220.812,617268.0
2024-02-03,222.277,223.07,220.194,220.812,617268.0
2024-02-04,222.277,223.07,220.194,220.812,617268.0
2024-02-05,219.845,220.598,218.126,218.918,582215.0
2024-02-06,219.048,222.447,219.048,221.55,466288.0
2024-02-07,223.035,223.685,221.915,222.975,505867.0
2024-02-08,221.331,222.422,220.025,222.068,602466.0
2024-02-09,221.998,222.87,221.445,221.859,386765.0
2024-02-10,221.998,222.87,221.445,221.859,386765.0
2024-02-11,221.998,222.87,221.445,221.859,386765.0
2024-02-12,221.53,226.783,221.101,226.703,508804.0
2024-02-13,225.706,226.239,221.251,222.596,625239.0
2024-02-14,223.733,227.799,223.663,227.361,1074458.0
2024-02-15,226.254,228.706,217.284,221.4,1064014.0
2024-02-16,222.636,222.636,215.29,215.928,1151409.0
2024-02-17,222.636,222.636,215.29,215.928,1151409.0
2024-02-18,222.636,222.636,215.29,215.928,1151409.0
2024-02-19,222.636,222.636,215.29,215.928,1151409.0
2024-02-20,214.583,217.065,214.005,214.962,857150.0
2024-02-21,214.593,217.384,213.307,217.214,803589.0
2024-02-22,216.795,217.603,213.337,217.055,979651.0
2024-02-23,217.842,218.769,215.839,218.44,939971.0
2024-02-24,217.842,218.769,215.839,218.44,939971.0
2024-02-25,217.842,218.769,215.839,218.44,939971.0
2024-02-26,218.91,221.1,214.9,215.47,1239848.0
2024-02-27,214.96,216.46,212.15,215.69,1075066.0
2024-02-28,215.66,215.71,213.86,214.8,642899.0
2024-02-29,215.0,216.09,212.23,215.83,1299213.0
2024-03-01,215.66,218.16,214.53,218.0,795916.0
2024-03-02,215.66,218.16,214.53,218.0,795916.0
2024-03-03,215.66,218.16,214.53,218.0,795916.0
2024-03-04,217.12,220.18,217.075,219.1,598141.0
2024-03-05,219.47,221.135,216.12,216.15,835504.0
2024-03-06,216.36,218.25,215.44,217.8,795343.0
2024-03-07,218.45,219.7,217.34,218.36,576042.0
2024-03-08,218.53,219.71,217.32,217.5,632404.0
2024-03-09,218.53,219.71,217.32,217.5,632404.0
2024-03-10,218.53,219.71,217.32,217.5,632404.0
2024-03-11,216.84,218.91,215.92,218.53,512858.0
2024-03-12,217.99,218.51,216.295,216.86,395554.0
2024-03-13,217.66,218.49,214.49,215.75,541043.0
2024-03-14,214.52,214.76,207.49,209.01,1582566.0
2024-03-15,206.37,211.01,206.37,209.21,1388743.0
2024-03-16,206.37,211.01,206.37,209.21,1388743.0
2024-03-17,206.37,211.01,206.37,209.21,1388743.0
2024-03-18,209.34,209.6,206.87,209.54,877597.0
2024-03-19,209.84,211.98,208.36,210.97,858086.0
2024-03-20,210.3,210.9,207.57,209.36,1168406.0
2024-03-21,210.51,212.04,209.55,211.29,568884.0
2024-03-22,211.29,213.34,210.19,213.26,806721.0
2024-03-23,211.29,213.34,210.19,213.26,806721.0
2024-03-24,211.29,213.34,210.19,213.26,806721.0
2024-03-25,215.0,215.316,212.3,213.75,520476.0
2024-03-26,213.75,214.416,212.78,213.52,559147.0
2024-03-27,214.85,216.63,214.85,216.57,430701.0
2024-03-28,216.74,218.67,215.64,218.46,607583.0
2024-03-29,216.74,218.67,215.64,218.46,607583.0
2024-03-30,216.74,218.67,215.64,218.46,607583.0
2024-03-31,216.74,218.67,215.64,218.46,607583.0
2024-04-01,217.29,217.785,213.81,216.35,490616.0
2024-04-02,216.14,216.155,210.81,211.95,802911.0
2024-04-03,211.59,213.445,210.8,212.24,624121.0
2024-04-04,213.77,214.855,210.63,211.21,498931.0
2024-04-05,211.0,212.065,208.75,211.26,612676.0
2024-04-06,211.0,212.065,208.75,211.26,612676.0
2024-04-07,211.0,212.065,208.75,211.26,612676.0
2024-04-08,211.15,212.39,210.06,210.12,602421.0
