,PAG US Equity,PAG US Equity,PAG US Equity,PAG US Equity,PAG US Equity
2019-02-23,39.3494,39.6733,39.1604,39.3584,263598.0
2019-02-24,39.3494,39.6733,39.1604,39.3584,263598.0
2019-02-25,39.4844,39.7723,39.1244,39.1604,447494.0
2019-02-26,39.2864,39.9613,38.8365,39.6733,620754.0
2019-02-27,39.7453,40.2132,39.5653,39.7543,559781.0
2019-02-28,39.7273,40.1592,39.3404,39.9883,508184.0
2019-03-01,40.2402,40.8341,39.2774,39.7633,592952.0
2019-03-02,40.2402,40.8341,39.2774,39.7633,592952.0
2019-03-03,40.2402,40.8341,39.2774,39.7633,592952.0
2019-03-04,39.7813,39.8353,38.8905,39.0075,395900.0
2019-03-05,38.9895,39.7363,38.4676,39.3944,459032.0
2019-03-06,39.4304,39.7543,38.6475,38.9445,661697.0
2019-03-07,38.8005,38.8005,37.7837,38.0176,657869.0
2019-03-08,37.7027,37.9907,37.4598,37.8377,442809.0
2019-03-09,37.7027,37.9907,37.4598,37.8377,442809.0
2019-03-10,37.7027,37.9907,37.4598,37.8377,442809.0
2019-03-11,38.0087,38.2516,37.4238,38.0087,610668.0
2019-03-12,38.0896,38.3416,37.8467,38.1346,398194.0
2019-03-13,38.2156,38.6745,38.1256,38.1436,420380.0
2019-03-14,37.9907,38.4856,37.9457,38.3596,467496.0
2019-03-15,38.3596,38.8725,38.2426,38.5755,1362290.0
2019-03-16,38.3596,38.8725,38.2426,38.5755,1362290.0
2019-03-17,38.3596,38.8725,38.2426,38.5755,1362290.0
2019-03-18,38.7375,39.0794,38.3956,39.0075,386542.0
2019-03-19,39.2324,39.3494,38.5935,38.7015,444812.0
2019-03-20,38.6385,38.8185,38.0176,38.3506,294763.0
2019-03-21,38.2606,39.2414,38.0536,39.2324,328617.0
2019-03-22,39.1784,39.1784,38.2876,38.3236,433747.0
2019-03-23,39.1784,39.1784,38.2876,38.3236,433747.0
2019-03-24,39.1784,39.1784,38.2876,38.3236,433747.0
2019-03-25,38.3236,38.8275,37.9007,38.3596,453463.0
2019-03-26,38.5305,39.0704,38.2517,38.9265,465498.0
2019-03-27,38.9175,39.6463,38.7915,39.5474,322703.0
2019-03-28,39.7093,40.3752,39.3899,39.7543,539953.0
2019-03-29,40.0783,40.4382,39.7903,40.1772,471644.0
2019-03-30,40.0783,40.4382,39.7903,40.1772,471644.0
2019-03-31,40.0783,40.4382,39.7903,40.1772,471644.0
2019-04-01,40.4922,40.7531,40.0783,40.2492,538609.0
2019-04-02,40.3212,40.7531,40.1277,40.5462,424425.0
2019-04-03,40.7531,41.32,40.5012,40.8431,633325.0
2019-04-04,40.7891,41.3609,40.7621,41.158,373875.0
2019-04-05,41.0411,41.176,39.8623,39.9703,627529.0
2019-04-06,41.0411,41.176,39.8623,39.9703,627529.0
2019-04-07,41.0411,41.176,39.8623,39.9703,627529.0
2019-04-08,39.8803,40.8611,39.7633,40.6001,337990.0
2019-04-09,40.4382,40.5282,40.0872,40.2222,290041.0
2019-04-10,40.2222,40.9961,39.7633,40.9421,280982.0
2019-04-11,41.0411,41.0861,40.4382,40.6721,393673.0
2019-04-12,40.9511,41.572,40.9331,41.383,462244.0
2019-04-13,40.9511,41.572,40.9331,41.383,462244.0
2019-04-14,40.9511,41.572,40.9331,41.383,462244.0
2019-04-15,41.311,41.374,40.8521,41.0861,419080.0
2019-04-16,41.0591,41.9499,40.9331,41.9319,348864.0
2019-04-17,41.9499,42.1838,41.0681,41.158,429292.0
2019-04-18,41.212,41.374,40.6811,41.293,309880.0
2019-04-19,41.212,41.374,40.6811,41.293,309880.0
2019-04-20,41.212,41.374,40.6811,41.293,309880.0
2019-04-21,41.212,41.374,40.6811,41.293,309880.0
2019-04-22,41.302,41.5,40.0513,40.1412,323815.0
2019-04-23,40.1772,41.149,39.9883,40.9331,372686.0
2019-04-24,41.0141,42.1568,40.6991,41.464,663961.0
2019-04-25,40.3122,41.9139,39.6103,41.545,852150.0
2019-04-26,41.455,42.2378,41.221,41.9589,539279.0
2019-04-27,41.455,42.2378,41.221,41.9589,539279.0
2019-04-28,41.455,42.2378,41.221,41.9589,539279.0
2019-04-29,41.8329,42.1568,41.437,41.59,456890.0
2019-04-30,41.7429,41.8329,41.194,41.32,342660.0
2019-05-01,41.446,41.455,40.8161,40.8161,424275.0
2019-05-02,40.6721,41.1895,40.3662,40.9691,557538.0
2019-05-03,41.14,41.527,40.9961,41.509,429274.0
2019-05-04,41.14,41.527,40.9961,41.509,429274.0
2019-05-05,41.14,41.527,40.9961,41.509,429274.0
2019-05-06,41.122,41.9589,40.9421,41.6979,309663.0
2019-05-07,41.392,41.608,41.0231,41.464,352193.0
2019-05-08,41.41,41.6529,41.0681,41.185,350157.0
2019-05-09,40.8791,41.608,40.5102,41.455,366948.0
2019-05-10,41.293,41.5495,40.9241,41.365,423684.0
2019-05-11,41.293,41.5495,40.9241,41.365,423684.0
2019-05-12,41.293,41.5495,40.9241,41.365,423684.0
2019-05-13,40.6451,40.7171,40.1052,40.3032,469999.0
2019-05-14,40.5012,40.5012,40.0783,40.3032,273897.0
2019-05-15,39.9973,40.4202,39.6823,40.3392,306408.0
2019-05-16,40.4922,40.8566,40.3662,40.6721,242240.0
2019-05-17,40.4815,40.7084,40.0095,40.0731,325458.0
2019-05-18,40.4815,40.7084,40.0095,40.0731,325458.0
2019-05-19,40.4815,40.7084,40.0095,40.0731,325458.0
2019-05-20,39.8008,40.5087,39.7242,39.8825,282818.0
2019-05-21,39.9823,40.4724,39.7645,40.3363,228559.0
2019-05-22,40.2818,40.2818,39.5194,39.8462,418372.0
2019-05-23,39.5648,39.7645,39.1382,39.7191,552695.0
2019-05-24,39.8915,40.4089,39.71,40.0912,370613.0
2019-05-25,39.8915,40.4089,39.71,40.0912,370613.0
2019-05-26,39.8915,40.4089,39.71,40.0912,370613.0
2019-05-27,39.8915,40.4089,39.71,40.0912,370613.0
2019-05-28,40.1638,40.3907,39.5648,39.7372,274565.0
2019-05-29,39.4014,39.8008,38.6571,39.7191,417728.0
2019-05-30,39.8098,40.2909,39.71,40.1003,307611.0
2019-05-31,39.6011,39.6011,38.6117,38.7751,478693.0
2019-06-01,39.6011,39.6011,38.6117,38.7751,478693.0
2019-06-02,39.6011,39.6011,38.6117,38.7751,478693.0
2019-06-03,38.8114,40.4543,38.8114,40.3,296765.0
2019-06-04,40.7084,42.0427,40.7084,41.725,368430.0
2019-06-05,41.7976,41.7976,40.3454,40.5723,277686.0
2019-06-06,40.4452,40.5723,39.7282,40.3,281716.0
2019-06-07,40.4452,40.8173,40.3091,40.536,159860.0
2019-06-08,40.4452,40.8173,40.3091,40.536,159860.0
2019-06-09,40.4452,40.8173,40.3091,40.536,159860.0
2019-06-10,40.7629,41.253,40.4543,40.772,157740.0
2019-06-11,41.0443,41.6161,40.9716,41.0624,317014.0
2019-06-12,40.9716,41.0125,39.5739,40.4634,355220.0
2019-06-13,40.5269,41.4618,40.4824,41.4255,202464.0
2019-06-14,41.4527,41.6705,41.0261,41.5616,206407.0
2019-06-15,41.4527,41.6705,41.0261,41.5616,206407.0
2019-06-16,41.4527,41.6705,41.0261,41.5616,206407.0
2019-06-17,41.5072,42.0881,41.2076,41.7795,206062.0
2019-06-18,41.8158,42.6327,41.7366,42.5147,318749.0
2019-06-19,42.4784,42.4784,41.6524,41.6887,228517.0
2019-06-20,42.0881,42.4602,41.7795,42.4057,210203.0
2019-06-21,42.8687,43.4405,42.1516,42.7779,481365.0
2019-06-22,42.8687,43.4405,42.1516,42.7779,481365.0
2019-06-23,42.8687,43.4405,42.1516,42.7779,481365.0
2019-06-24,42.6599,42.7416,41.8521,41.8975,223628.0
2019-06-25,41.9882,42.0926,41.6161,41.7432,184325.0
2019-06-26,41.7432,42.2424,41.7341,42.0881,337721.0
2019-06-27,42.3059,43.3134,42.2061,43.2226,222524.0
2019-06-28,43.3134,43.8217,42.9322,42.9322,391711.0
2019-06-29,43.3134,43.8217,42.9322,42.9322,391711.0
2019-06-30,43.3134,43.8217,42.9322,42.9322,391711.0
2019-07-01,43.4768,43.976,43.0865,43.5675,335624.0
2019-07-02,43.5222,43.5222,42.9866,43.3406,230732.0
2019-07-03,43.4223,43.8489,42.9866,43.74,155974.0
2019-07-04,43.4223,43.8489,42.9866,43.74,155974.0
2019-07-05,43.5403,44.0214,43.3588,43.504,161875.0
2019-07-06,43.5403,44.0214,43.3588,43.504,161875.0
2019-07-07,43.5403,44.0214,43.3588,43.504,161875.0
2019-07-08,43.4768,43.6674,42.6599,42.669,300931.0
2019-07-09,42.7234,42.9594,42.315,42.5056,238307.0
2019-07-10,42.4511,42.5782,41.9882,42.0608,309872.0
2019-07-11,42.1153,42.4421,41.9428,42.2787,164423.0
2019-07-12,42.3604,42.7597,41.4618,41.6524,396533.0
2019-07-13,42.3604,42.7597,41.4618,41.6524,396533.0
2019-07-14,42.3604,42.7597,41.4618,41.6524,396533.0
2019-07-15,41.6342,41.8022,40.9353,41.2803,231143.0
2019-07-16,40.9807,41.4255,40.3817,40.8718,411245.0
2019-07-17,40.8718,40.9807,40.3998,40.6177,339295.0
2019-07-18,40.5451,40.8173,40.0912,40.1911,392103.0
2019-07-19,40.3817,40.7175,40.0277,40.0368,250973.0
2019-07-20,40.3817,40.7175,40.0277,40.0368,250973.0
2019-07-21,40.3817,40.7175,40.0277,40.0368,250973.0
2019-07-22,40.1094,40.9263,40.0277,40.3907,478390.0
2019-07-23,40.89,42.7779,40.8446,42.2514,520466.0
2019-07-24,42.2151,43.8217,42.2151,43.6946,388960.0
2019-07-25,43.5312,43.9488,42.3604,42.4148,407081.0
2019-07-26,42.3422,42.5873,41.5435,42.2061,451056.0
2019-07-27,42.3422,42.5873,41.5435,42.2061,451056.0
2019-07-28,42.3422,42.5873,41.5435,42.2061,451056.0
2019-07-29,42.2333,42.7144,41.9156,42.5328,372083.0
2019-07-30,40.7266,42.2151,40.2818,40.9535,744920.0
2019-07-31,41.017,42.3331,41.017,41.725,412694.0
2019-08-01,41.4799,42.0699,40.1683,40.6812,407935.0
2019-08-02,40.7447,41.3801,40.5995,41.1804,328051.0
2019-08-03,40.7447,41.3801,40.5995,41.1804,328051.0
2019-08-04,40.7447,41.3801,40.5995,41.1804,328051.0
2019-08-05,40.1366,40.781,39.7826,40.4724,384374.0
2019-08-06,40.7538,40.9807,40.1729,40.7266,284949.0
2019-08-07,40.2364,40.4044,39.6646,40.0731,281844.0
2019-08-08,40.3753,41.0989,40.2837,40.9432,244560.0
2019-08-09,40.815,40.9157,40.3387,40.412,261021.0
2019-08-10,40.815,40.9157,40.3387,40.412,261021.0
2019-08-11,40.815,40.9157,40.3387,40.412,261021.0
2019-08-12,40.5768,40.9295,39.6746,39.9174,508891.0
2019-08-13,39.6609,41.1356,39.2212,40.4761,339878.0
2019-08-14,39.8258,39.8945,39.1296,39.1663,455267.0
2019-08-15,39.2304,39.2304,37.7923,38.2412,580178.0
2019-08-16,38.4701,39.5876,38.4701,39.267,264587.0
2019-08-17,38.4701,39.5876,38.4701,39.267,264587.0
2019-08-18,38.4701,39.5876,38.4701,39.267,264587.0
2019-08-19,39.6975,39.9357,39.0838,39.1846,276896.0
2019-08-20,39.0564,39.4136,38.7724,39.0472,286318.0
2019-08-21,39.4136,39.4685,38.8503,39.1388,280749.0
2019-08-22,39.2853,39.5143,39.1205,39.2395,319173.0
2019-08-23,38.9556,39.4685,38.1679,38.3053,395303.0
2019-08-24,38.9556,39.4685,38.1679,38.3053,395303.0
2019-08-25,38.9556,39.4685,38.1679,38.3053,395303.0
2019-08-26,38.5526,39.2304,38.3053,38.8274,322657.0
2019-08-27,39.2121,39.3678,38.3328,38.406,355753.0
2019-08-28,38.2137,39.1663,38.2137,39.0655,441477.0
2019-08-29,39.3769,39.7717,39.0106,39.3037,365952.0
2019-08-30,39.4685,39.6426,38.9556,39.1846,207396.0
2019-08-31,39.4685,39.6426,38.9556,39.1846,207396.0
2019-09-01,39.4685,39.6426,38.9556,39.1846,207396.0
2019-09-02,39.4685,39.6426,38.9556,39.1846,207396.0
2019-09-03,38.8182,38.8182,38.0946,38.3236,335836.0
2019-09-04,38.7816,38.9739,38.3053,38.9739,238925.0
2019-09-05,39.5601,40.989,39.4301,40.76,296749.0
2019-09-06,40.8608,41.1081,40.4944,40.5219,250841.0
2019-09-07,40.8608,41.1081,40.4944,40.5219,250841.0
2019-09-08,40.8608,41.1081,40.4944,40.5219,250841.0
2019-09-09,40.8242,42.6103,40.8242,42.5919,446124.0
2019-09-10,42.4729,44.6528,42.2622,44.6345,622852.0
2019-09-11,44.5521,45.1383,43.5995,44.3597,385608.0
2019-09-12,44.4605,44.6254,43.421,43.6819,358532.0
2019-09-13,43.8193,44.4697,43.627,43.9292,366672.0
2019-09-14,43.8193,44.4697,43.627,43.9292,366672.0
2019-09-15,43.8193,44.4697,43.627,43.9292,366672.0
2019-09-16,43.9292,44.085,42.8393,42.9125,371780.0
2019-09-17,42.537,42.9309,42.1431,42.6835,254636.0
2019-09-18,42.6835,42.7477,41.676,42.134,278613.0
2019-09-19,42.1981,42.363,41.85,42.0607,329570.0
2019-09-20,42.1614,42.7293,41.8958,41.9508,481038.0
2019-09-21,42.1614,42.7293,41.8958,41.9508,481038.0
2019-09-22,42.1614,42.7293,41.8958,41.9508,481038.0
2019-09-23,41.7767,42.94,41.7676,42.7385,243744.0
2019-09-24,43.2881,43.7534,42.1065,42.5461,233383.0
2019-09-25,42.6103,43.114,42.3721,42.7385,149547.0
2019-09-26,42.6377,42.7639,41.5752,42.2256,248049.0
2019-09-27,42.2072,42.8118,42.0332,42.3813,299588.0
2019-09-28,42.2072,42.8118,42.0332,42.3813,299588.0
2019-09-29,42.2072,42.8118,42.0332,42.3813,299588.0
2019-09-30,42.5187,43.4438,42.4912,43.3064,250965.0
2019-10-01,43.3064,43.9217,41.8409,41.9966,245650.0
2019-10-02,41.6577,41.8592,40.7967,40.8699,265126.0
2019-10-03,40.8699,40.9478,39.9723,40.6959,226457.0
2019-10-04,40.531,40.5494,39.8166,40.3937,201245.0
2019-10-05,40.531,40.5494,39.8166,40.3937,201245.0
2019-10-06,40.531,40.5494,39.8166,40.3937,201245.0
2019-10-07,40.2196,40.641,39.8532,39.9265,222156.0
2019-10-08,39.5601,39.5601,38.8411,39.0472,281040.0
2019-10-09,39.3586,39.3586,38.9006,39.1663,291270.0
2019-10-10,39.3128,39.9403,39.0289,39.5968,272055.0
2019-10-11,40.2471,41.3462,40.0364,40.3753,428172.0
2019-10-12,40.2471,41.3462,40.0364,40.3753,428172.0
2019-10-13,40.2471,41.3462,40.0364,40.3753,428172.0
2019-10-14,40.3021,40.3253,39.6609,39.9906,155537.0
2019-10-15,40.2929,41.7859,40.1647,41.2913,671159.0
2019-10-16,41.6302,43.0591,41.5203,42.6927,342050.0
2019-10-17,43.0224,43.2881,42.1892,42.94,223465.0
2019-10-18,42.6652,43.3705,42.5278,43.3247,222627.0
2019-10-19,42.6652,43.3705,42.5278,43.3247,222627.0
2019-10-20,42.6652,43.3705,42.5278,43.3247,222627.0
2019-10-21,43.7552,43.975,42.908,43.7644,251725.0
2019-10-22,43.5629,43.5995,42.8026,43.2423,273367.0
2019-10-23,43.2698,44.6254,43.082,44.5429,240525.0
2019-10-24,44.6528,45.3581,44.2681,44.5429,442416.0
2019-10-25,44.2681,44.8544,44.03,44.5796,282883.0
2019-10-26,44.2681,44.8544,44.03,44.5796,282883.0
2019-10-27,44.2681,44.8544,44.03,44.5796,282883.0
2019-10-28,44.8452,46.155,44.8452,45.9443,442671.0
2019-10-29,45.981,46.7137,44.4147,44.6895,495845.0
2019-10-30,44.8269,45.2391,44.1918,45.0101,293430.0
2019-10-31,44.9643,45.12,44.2956,44.6254,198083.0
2019-11-01,45.0101,46.439,45.0101,46.4298,367050.0
2019-11-02,45.0101,46.439,45.0101,46.4298,367050.0
2019-11-03,45.0101,46.439,45.0101,46.4298,367050.0
2019-11-04,46.9611,48.0419,46.5672,47.7671,520666.0
2019-11-05,48.0327,48.6602,47.7121,48.0968,323098.0
2019-11-06,48.0694,48.1472,47.1259,47.474,441647.0
2019-11-07,48.1756,48.6003,47.0123,47.0123,467286.0
2019-11-08,47.0493,47.3539,46.7538,47.1231,263811.0
2019-11-09,47.0493,47.3539,46.7538,47.1231,263811.0
2019-11-10,47.0493,47.3539,46.7538,47.1231,263811.0
2019-11-11,46.7354,47.4878,46.5415,47.3078,180652.0
2019-11-12,47.2339,47.8063,47.2339,47.4186,151188.0
2019-11-13,46.9754,47.7971,46.8,47.3816,389434.0
2019-11-14,47.3447,48.0325,47.1047,47.4186,233791.0
2019-11-15,47.7694,48.0187,47.1682,47.7879,257627.0
2019-11-16,47.7694,48.0187,47.1682,47.7879,257627.0
2019-11-17,47.7694,48.0187,47.1682,47.7879,257627.0
2019-11-18,47.6125,47.6125,46.8554,47.2062,304792.0
2019-11-19,47.2247,47.7971,46.7908,47.2893,259487.0
2019-11-20,47.1231,47.3262,46.4399,46.8554,401044.0
2019-11-21,47.1416,47.1416,46.2368,46.7815,356230.0
2019-11-22,46.8646,47.3262,46.7538,47.1693,262463.0
2019-11-23,46.8646,47.3262,46.7538,47.1693,262463.0
2019-11-24,46.8646,47.3262,46.7538,47.1693,262463.0
2019-11-25,47.2709,47.7509,46.9846,47.6402,283088.0
2019-11-26,47.6771,47.7048,46.4584,46.7538,318020.0
2019-11-27,46.7723,47.474,46.6615,47.4555,174062.0
2019-11-28,46.7723,47.474,46.6615,47.4555,174062.0
2019-11-29,47.2247,47.2339,46.6061,46.6153,96566.0
2019-11-30,47.2247,47.2339,46.6061,46.6153,96566.0
2019-12-01,47.2247,47.2339,46.6061,46.6153,96566.0
2019-12-02,46.7354,47.04,46.5138,46.7261,271020.0
2019-12-03,46.2183,46.4399,45.5721,46.403,320587.0
2019-12-04,46.5599,47.1324,46.3476,46.403,167990.0
2019-12-05,46.5322,46.8646,46.4584,46.6246,173644.0
2019-12-06,47.1231,47.5478,46.9662,47.1785,152625.0
2019-12-07,47.1231,47.5478,46.9662,47.1785,152625.0
2019-12-08,47.1231,47.5478,46.9662,47.1785,152625.0
2019-12-09,47.1601,47.3393,46.9108,47.0216,213726.0
2019-12-10,46.9292,47.5478,46.6338,47.5017,251300.0
2019-12-11,47.6402,48.2864,47.6402,48.2126,194184.0
2019-12-12,48.0649,49.6806,47.991,49.579,276178.0
2019-12-13,49.339,49.5513,47.8894,47.9725,598476.0
2019-12-14,49.339,49.5513,47.8894,47.9725,598476.0
2019-12-15,49.339,49.5513,47.8894,47.9725,598476.0
2019-12-16,48.4526,48.5357,47.7694,47.9448,568371.0
2019-12-17,47.9448,48.4942,47.7512,48.1941,351751.0
2019-12-18,48.2772,48.6465,47.8433,48.0556,903231.0
2019-12-19,48.2126,48.4434,47.8525,48.3234,344836.0
2019-12-20,48.268,48.4711,47.9818,48.2033,527806.0
2019-12-21,48.268,48.4711,47.9818,48.2033,527806.0
2019-12-22,48.268,48.4711,47.9818,48.2033,527806.0
2019-12-23,47.7232,47.834,46.7077,46.7908,254103.0
2019-12-24,46.7261,46.8369,46.5415,46.7908,139012.0
2019-12-25,46.7261,46.8369,46.5415,46.7908,139012.0
2019-12-26,46.8831,46.8831,46.0245,46.4399,210743.0
2019-12-27,46.5692,46.7723,46.2183,46.7723,470782.0
2019-12-28,46.5692,46.7723,46.2183,46.7723,470782.0
2019-12-29,46.5692,46.7723,46.2183,46.7723,470782.0
2019-12-30,46.7261,46.8554,46.1999,46.4122,183629.0
2019-12-31,46.3107,46.6984,46.2553,46.3661,238586.0
2020-01-01,46.3107,46.6984,46.2553,46.3661,238586.0
2020-01-02,46.6984,46.7261,45.8952,46.283,341219.0
2020-01-03,45.5905,46.1537,45.2743,45.9321,269135.0
2020-01-04,45.5905,46.1537,45.2743,45.9321,269135.0
2020-01-05,45.5905,46.1537,45.2743,45.9321,269135.0
2020-01-06,45.4151,45.7198,45.1658,45.4059,264853.0
2020-01-07,45.5905,45.5905,44.7227,44.9165,445944.0
2020-01-08,44.9627,45.055,44.3995,44.6119,298125.0
2020-01-09,44.5565,44.5565,43.9425,43.9748,309799.0
2020-01-10,44.2149,44.4457,43.6655,44.141,226631.0
2020-01-11,44.2149,44.4457,43.6655,44.141,226631.0
2020-01-12,44.2149,44.4457,43.6655,44.141,226631.0
2020-01-13,44.1318,44.418,43.9102,44.3164,294144.0
2020-01-14,44.1595,44.9165,44.1595,44.5472,464307.0
2020-01-15,44.5288,44.9119,44.2518,44.3257,308836.0
2020-01-16,44.5934,44.9812,44.4087,44.815,289957.0
2020-01-17,44.9258,44.9627,44.4087,44.5103,240911.0
2020-01-18,44.9258,44.9627,44.4087,44.5103,240911.0
2020-01-19,44.9258,44.9627,44.4087,44.5103,240911.0
2020-01-20,44.9258,44.9627,44.4087,44.5103,240911.0
2020-01-21,44.3534,44.4549,43.7625,44.2426,141048.0
2020-01-22,44.3811,44.8519,44.2955,44.4272,223158.0
2020-01-23,44.3072,45.4059,43.9933,45.3135,378024.0
2020-01-24,45.4613,45.4613,44.2426,44.6119,248940.0
2020-01-25,45.4613,45.4613,44.2426,44.6119,248940.0
2020-01-26,45.4613,45.4613,44.2426,44.6119,248940.0
2020-01-27,43.8548,44.815,43.6978,44.5011,264821.0
2020-01-28,44.695,44.9535,44.4134,44.5842,164318.0
2020-01-29,44.7134,45.2212,44.7134,44.8519,171163.0
2020-01-30,44.418,44.6488,43.8917,44.4549,158508.0
2020-01-31,44.4457,44.5288,43.3285,43.3655,169185.0
2020-02-01,44.4457,44.5288,43.3285,43.3655,169185.0
2020-02-02,44.4457,44.5288,43.3285,43.3655,169185.0
2020-02-03,43.4393,44.2887,43.4393,43.6886,277385.0
2020-02-04,44.261,44.7781,43.4855,43.5778,305527.0
2020-02-05,45.729,48.7481,44.8334,47.8156,600195.0
2020-02-06,47.7971,47.7971,45.3966,46.2737,463740.0
2020-02-07,46.1814,46.68,45.5813,46.4399,354079.0
2020-02-08,46.1814,46.68,45.5813,46.4399,354079.0
2020-02-09,46.1814,46.68,45.5813,46.4399,354079.0
2020-02-10,46.5415,46.8462,45.9044,46.6061,286176.0
2020-02-11,47.077,47.8802,46.68,47.6679,243333.0
2020-02-12,48.0002,48.7111,47.8063,48.1664,299186.0
2020-02-13,48.0464,48.4434,47.6679,48.1018,309343.0
2020-02-14,48.3141,48.3695,47.6586,47.834,232022.0
2020-02-15,48.3141,48.3695,47.6586,47.834,232022.0
2020-02-16,48.3141,48.3695,47.6586,47.834,232022.0
2020-02-17,48.3141,48.3695,47.6586,47.834,232022.0
2020-02-18,47.8433,48.3141,47.7879,47.871,283092.0
2020-02-19,47.9725,48.5542,47.6771,48.4803,193207.0
2020-02-20,48.2864,49.287,48.2864,48.905,167399.0
2020-02-21,48.7096,49.3052,48.6724,49.1563,207574.0
2020-02-22,48.7096,49.3052,48.6724,49.1563,207574.0
2020-02-23,48.7096,49.3052,48.6724,49.1563,207574.0
2020-02-24,47.7696,47.9651,47.2206,47.2578,290665.0
2020-02-25,47.4253,47.4904,44.9684,45.1732,304515.0
2020-02-26,45.2848,45.927,44.1215,44.1215,188544.0
2020-02-27,43.2467,44.0564,41.9904,42.009,337167.0
2020-02-28,40.8829,42.8745,40.4851,42.828,448210.0
2020-02-29,40.8829,42.8745,40.4851,42.828,448210.0
2020-03-01,40.8829,42.8745,40.4851,42.828,448210.0
2020-03-02,43.0606,43.5492,41.4506,43.5445,309536.0
2020-03-03,43.5445,44.545,41.4041,41.8787,353194.0
2020-03-04,42.586,42.7256,41.7949,42.6977,234354.0
2020-03-05,41.5995,41.6088,39.9523,40.6503,273426.0
2020-03-06,39.3567,41.3575,39.3194,41.19,377011.0
2020-03-07,39.3567,41.3575,39.3194,41.19,377011.0
2020-03-08,39.3567,41.3575,39.3194,41.19,377011.0
2020-03-09,37.9514,38.9565,37.9328,38.1655,496538.0
2020-03-10,39.2357,40.0453,37.8118,39.3194,420162.0
2020-03-11,38.2585,38.7657,37.1673,37.2534,471489.0
2020-03-12,33.596,35.6248,31.8185,32.0512,536023.0
2020-03-13,33.8845,34.1265,31.43,33.6333,561420.0
2020-03-14,33.8845,34.1265,31.43,33.6333,561420.0
