,BGS US Equity,BGS US Equity,BGS US Equity,BGS US Equity,BGS US Equity
2019-02-17,17.6326,17.8011,17.5046,17.6663,512245.0
2019-02-18,17.6326,17.8011,17.5046,17.6663,512245.0
2019-02-19,17.7944,18.2056,17.6596,18.0034,661998.0
2019-02-20,17.9697,18.2999,17.9393,18.1719,602540.0
2019-02-21,18.1449,18.3336,18.0775,18.3067,479070.0
2019-02-22,17.936,17.936,17.1541,17.4102,1427658.0
2019-02-23,17.936,17.936,17.1541,17.4102,1427658.0
2019-02-24,17.936,17.936,17.1541,17.4102,1427658.0
2019-02-25,17.3833,17.4911,16.4463,16.5138,1670556.0
2019-02-26,16.7362,16.7834,15.9813,16.6216,2537919.0
2019-02-27,15.6375,16.3789,14.7748,16.3655,5234762.0
2019-02-28,16.3655,16.8474,16.3655,16.5946,1690860.0
2019-03-01,16.6688,16.8912,16.3157,16.844,2224064.0
2019-03-02,16.6688,16.8912,16.3157,16.844,2224064.0
2019-03-03,16.6688,16.8912,16.3157,16.844,2224064.0
2019-03-04,16.8508,16.9081,16.5408,16.8238,1464779.0
2019-03-05,17.026,17.0732,16.5475,16.5609,1161599.0
2019-03-06,16.6688,16.8508,16.3587,16.5205,1566320.0
2019-03-07,16.5205,16.7025,16.3452,16.3924,882907.0
2019-03-08,16.48,16.4935,16.0622,16.17,769401.0
2019-03-09,16.48,16.4935,16.0622,16.17,769401.0
2019-03-10,16.48,16.4935,16.0622,16.17,769401.0
2019-03-11,16.17,16.2239,15.6645,16.1565,949718.0
2019-03-12,16.17,16.197,15.7723,15.7925,881599.0
2019-03-13,15.8397,16.0352,15.8161,15.9476,817867.0
2019-03-14,16.0756,16.1498,15.8802,16.0756,1009251.0
2019-03-15,16.1565,16.197,15.9476,16.0082,1067106.0
2019-03-16,16.1565,16.197,15.9476,16.0082,1067106.0
2019-03-17,16.1565,16.197,15.9476,16.0082,1067106.0
2019-03-18,16.0082,16.3452,15.9745,16.2981,721187.0
2019-03-19,16.325,16.534,16.2374,16.3722,822315.0
2019-03-20,16.3318,16.6418,16.2827,16.3857,702671.0
2019-03-21,16.4463,16.7766,16.3857,16.6823,750650.0
2019-03-22,16.7227,16.871,16.507,16.6081,739647.0
2019-03-23,16.7227,16.871,16.507,16.6081,739647.0
2019-03-24,16.7227,16.871,16.507,16.6081,739647.0
2019-03-25,16.6014,16.817,16.5272,16.6823,545151.0
2019-03-26,16.6823,16.8373,16.5003,16.5879,649072.0
2019-03-27,16.6081,16.8912,16.5138,16.7968,505347.0
2019-03-28,16.8484,16.9995,16.5323,16.7316,526493.0
2019-03-29,16.7591,16.8278,16.5117,16.7797,641073.0
2019-03-30,16.7591,16.8278,16.5117,16.7797,641073.0
2019-03-31,16.7591,16.8278,16.5117,16.7797,641073.0
2019-04-01,16.7797,16.8346,16.5256,16.7178,1116094.0
2019-04-02,16.6903,16.6903,15.9482,16.1269,999751.0
2019-04-03,16.1956,16.1956,15.8383,15.9345,993945.0
2019-04-04,15.9345,16.2781,15.8177,16.0788,1123590.0
2019-04-05,16.1269,16.443,16.12,16.4224,663861.0
2019-04-06,16.1269,16.443,16.12,16.4224,663861.0
2019-04-07,16.1269,16.443,16.12,16.4224,663861.0
2019-04-08,16.4292,16.7041,16.3399,16.4567,442764.0
2019-04-09,16.4705,16.6078,16.4189,16.5186,402914.0
2019-04-10,16.5186,16.8278,16.4979,16.6835,696477.0
2019-04-11,16.6972,16.7522,16.5117,16.6491,518877.0
2019-04-12,16.6491,16.656,16.388,16.4361,615301.0
2019-04-13,16.6491,16.656,16.388,16.4361,615301.0
2019-04-14,16.6491,16.656,16.388,16.4361,615301.0
2019-04-15,16.4911,16.8656,16.4155,16.6422,645455.0
2019-04-16,16.656,17.137,16.5392,16.7453,989124.0
2019-04-17,16.7453,16.8449,16.5598,16.7934,425598.0
2019-04-18,16.814,16.9721,16.6422,16.924,719934.0
2019-04-19,16.814,16.9721,16.6422,16.924,719934.0
2019-04-20,16.814,16.9721,16.6422,16.924,719934.0
2019-04-21,16.814,16.9721,16.6422,16.924,719934.0
2019-04-22,16.924,17.0889,16.8415,17.0064,607531.0
2019-04-23,17.0683,17.1232,16.6697,16.7178,658666.0
2019-04-24,16.7865,17.2538,16.7316,17.1232,658746.0
2019-04-25,17.1026,17.1095,16.8484,16.8759,624499.0
2019-04-26,16.9377,17.3019,16.869,17.2332,1182360.0
2019-04-27,16.9377,17.3019,16.869,17.2332,1182360.0
2019-04-28,16.9377,17.3019,16.869,17.2332,1182360.0
2019-04-29,17.2538,17.6661,17.1507,17.563,1320428.0
2019-04-30,17.6386,17.9272,17.5012,17.8653,1825217.0
2019-05-01,17.9547,17.9547,17.4118,17.5424,2150024.0
2019-05-02,17.3981,17.5149,16.8484,17.1438,1114195.0
2019-05-03,16.12,16.1819,15.2955,15.6115,4760989.0
2019-05-04,16.12,16.1819,15.2955,15.6115,4760989.0
2019-05-05,16.12,16.1819,15.2955,15.6115,4760989.0
2019-05-06,15.7009,15.9757,15.2955,15.3573,2682360.0
2019-05-07,15.4123,15.5566,14.9107,15.0069,2008930.0
2019-05-08,15.0069,15.2336,14.6771,14.8351,1575961.0
2019-05-09,14.8007,15.1359,14.6771,15.0687,1031208.0
2019-05-10,15.0756,15.4844,14.9794,15.4329,1072236.0
2019-05-11,15.0756,15.4844,14.9794,15.4329,1072236.0
2019-05-12,15.0756,15.4844,14.9794,15.4329,1072236.0
2019-05-13,15.3023,15.426,15.0137,15.2886,716700.0
2019-05-14,15.2336,15.323,15.0962,15.213,757426.0
2019-05-15,15.2749,15.4377,15.1168,15.3711,599573.0
2019-05-16,15.3642,15.5149,15.1099,15.1993,600111.0
2019-05-17,15.158,15.5909,15.1374,15.2886,861003.0
2019-05-18,15.158,15.5909,15.1374,15.2886,861003.0
2019-05-19,15.158,15.5909,15.1374,15.2886,861003.0
2019-05-20,15.2886,15.3298,15.1031,15.1443,638072.0
2019-05-21,15.1649,15.2714,15.0962,15.1718,590165.0
2019-05-22,15.2542,15.3985,15.0962,15.3092,696649.0
2019-05-23,15.2542,15.3287,14.9244,15.0344,653434.0
2019-05-24,15.0825,15.2474,14.984,15.0687,428025.0
2019-05-25,15.0825,15.2474,14.984,15.0687,428025.0
2019-05-26,15.0825,15.2474,14.984,15.0687,428025.0
2019-05-27,15.0825,15.2474,14.984,15.0687,428025.0
2019-05-28,15.055,15.3504,14.9103,15.2611,873433.0
2019-05-29,15.2749,16.3811,15.1855,16.2231,3981007.0
2019-05-30,16.2025,16.3124,15.0758,15.5428,1727604.0
2019-05-31,15.4947,15.4947,14.4984,15.0825,2226186.0
2019-06-01,15.4947,15.4947,14.4984,15.0825,2226186.0
2019-06-02,15.4947,15.4947,14.4984,15.0825,2226186.0
2019-06-03,15.1168,15.6184,15.055,15.5841,1260012.0
2019-06-04,15.5634,15.6734,15.1168,15.5978,1151856.0
2019-06-05,15.7077,15.9757,15.6184,15.8933,649062.0
2019-06-06,15.907,15.9963,15.694,15.8864,609980.0
2019-06-07,15.9757,16.1132,15.7678,15.9482,772134.0
2019-06-08,15.9757,16.1132,15.7678,15.9482,772134.0
2019-06-09,15.9757,16.1132,15.7678,15.9482,772134.0
2019-06-10,15.9826,16.0307,15.5703,15.7077,518814.0
2019-06-11,15.6803,15.962,15.67,15.7833,525582.0
2019-06-12,16.0101,16.0101,15.5772,15.6459,450140.0
2019-06-13,15.639,15.8383,15.5291,15.7833,503973.0
2019-06-14,15.8108,15.8634,15.5085,15.7765,540031.0
2019-06-15,15.8108,15.8634,15.5085,15.7765,540031.0
2019-06-16,15.8108,15.8634,15.5085,15.7765,540031.0
2019-06-17,15.7765,15.8039,15.2817,15.6115,902404.0
2019-06-18,15.694,15.7215,15.4329,15.6322,701877.0
2019-06-19,15.5909,15.749,15.3642,15.6047,925693.0
2019-06-20,15.5841,15.6734,15.0756,15.0825,1212411.0
2019-06-21,15.0687,15.1919,14.361,14.3747,1957310.0
2019-06-22,15.0687,15.1919,14.361,14.3747,1957310.0
2019-06-23,15.0687,15.1919,14.361,14.3747,1957310.0
2019-06-24,14.4984,14.945,14.0518,14.7458,1861107.0
2019-06-25,14.8007,15.4329,14.5927,14.9382,1753952.0
2019-06-26,14.9382,15.2405,14.0861,14.251,2244697.0
2019-06-27,14.2616,14.8235,14.1842,14.6202,891772.0
2019-06-28,14.6273,14.8523,14.5991,14.6273,841616.0
2019-06-29,14.6273,14.8523,14.5991,14.6273,841616.0
2019-06-30,14.6273,14.8523,14.5991,14.6273,841616.0
2019-07-01,14.6202,14.8382,14.3811,14.4866,885182.0
2019-07-02,14.4655,14.578,14.36,14.5499,733040.0
2019-07-03,14.5921,14.7257,14.5499,14.6273,443801.0
2019-07-04,14.5921,14.7257,14.5499,14.6273,443801.0
2019-07-05,14.6765,15.0984,14.6062,15.0633,680819.0
2019-07-06,14.6765,15.0984,14.6062,15.0633,680819.0
2019-07-07,14.6765,15.0984,14.6062,15.0633,680819.0
2019-07-08,15.014,15.1688,14.7468,14.8312,496603.0
2019-07-09,14.8171,14.8754,14.4585,14.4796,759686.0
2019-07-10,14.571,14.6202,14.4655,14.5288,905804.0
2019-07-11,14.4866,14.5619,14.1983,14.36,749826.0
2019-07-12,14.2897,14.4022,14.1069,14.1209,658912.0
2019-07-13,14.2897,14.4022,14.1069,14.1209,658912.0
2019-07-14,14.2897,14.4022,14.1069,14.1209,658912.0
2019-07-15,14.1139,14.4093,13.9733,14.2897,794288.0
2019-07-16,14.2405,14.571,14.2405,14.3671,549393.0
2019-07-17,14.346,14.346,14.1561,14.2405,616910.0
2019-07-18,14.2405,14.3495,13.9873,14.3108,558066.0
2019-07-19,14.1772,14.237,13.4529,13.5584,1785925.0
2019-07-20,14.1772,14.237,13.4529,13.5584,1785925.0
2019-07-21,14.1772,14.237,13.4529,13.5584,1785925.0
2019-07-22,13.6287,13.6638,13.1716,13.2419,1754147.0
2019-07-23,13.2771,13.3404,12.8913,12.9606,2351001.0
2019-07-24,12.8129,13.2771,12.68,12.7426,1909890.0
2019-07-25,12.7285,13.0028,12.5879,12.609,1810724.0
2019-07-26,12.7004,12.9606,12.4894,12.82,1356691.0
2019-07-27,12.7004,12.9606,12.4894,12.82,1356691.0
2019-07-28,12.7004,12.9606,12.4894,12.82,1356691.0
2019-07-29,12.8833,12.9958,12.5809,12.9536,1567846.0
2019-07-30,13.0028,13.0802,12.8059,12.8973,998960.0
2019-07-31,12.9043,13.0802,12.7496,12.8551,1154380.0
2019-08-01,13.0098,13.045,12.5668,12.5879,2068455.0
2019-08-02,13.6427,14.5429,13.3966,14.0436,4749584.0
2019-08-03,13.6427,14.5429,13.3966,14.0436,4749584.0
2019-08-04,13.6427,14.5429,13.3966,14.0436,4749584.0
2019-08-05,14.0647,14.4655,13.8607,14.0647,2084161.0
2019-08-06,13.8818,14.1561,13.6779,14.0436,1352897.0
2019-08-07,14.1491,14.1491,13.6779,13.9873,1586362.0
2019-08-08,13.8045,13.9662,13.7342,13.7975,990871.0
2019-08-09,13.7623,13.8115,13.4177,13.4247,995976.0
2019-08-10,13.7623,13.8115,13.4177,13.4247,995976.0
2019-08-11,13.7623,13.8115,13.4177,13.4247,995976.0
2019-08-12,13.3966,13.4025,13.1294,13.3122,1114937.0
2019-08-13,13.2982,13.5091,13.2067,13.2982,831906.0
2019-08-14,13.2278,13.3966,13.0098,13.1013,1229257.0
2019-08-15,13.1505,13.4775,13.1259,13.4177,834880.0
2019-08-16,13.4388,13.6146,13.3544,13.5443,592202.0
2019-08-17,13.4388,13.6146,13.3544,13.5443,592202.0
2019-08-18,13.4388,13.6146,13.3544,13.5443,592202.0
2019-08-19,13.5584,13.6638,13.4318,13.5795,695351.0
2019-08-20,13.8537,13.8537,13.0098,13.1083,2004175.0
2019-08-21,13.045,13.1786,12.5949,12.7145,1961818.0
2019-08-22,12.7145,12.7317,12.3066,12.6512,2372314.0
2019-08-23,12.6512,12.827,12.4191,12.4613,1491909.0
2019-08-24,12.6512,12.827,12.4191,12.4613,1491909.0
2019-08-25,12.6512,12.827,12.4191,12.4613,1491909.0
2019-08-26,12.5246,12.8129,12.4824,12.7356,1763449.0
2019-08-27,12.7426,13.0309,12.391,12.5246,1523644.0
2019-08-28,12.4894,12.7426,12.4753,12.5387,1291086.0
2019-08-29,12.602,12.8762,12.5457,12.8411,1027979.0
2019-08-30,12.7145,12.834,11.8495,11.9058,2343477.0
2019-08-31,12.7145,12.834,11.8495,11.9058,2343477.0
2019-09-01,12.7145,12.834,11.8495,11.9058,2343477.0
2019-09-02,12.7145,12.834,11.8495,11.9058,2343477.0
2019-09-03,11.9409,12.2152,11.744,12.1308,1462499.0
2019-09-04,12.1449,12.3699,12.0605,12.1449,1196092.0
2019-09-05,12.1589,12.6442,12.1027,12.5809,1088540.0
2019-09-06,12.5809,13.0977,12.5809,12.9747,1763170.0
2019-09-07,12.5809,13.0977,12.5809,12.9747,1763170.0
2019-09-08,12.5809,13.0977,12.5809,12.9747,1763170.0
2019-09-09,12.9043,13.4775,12.8833,13.3755,1684280.0
2019-09-10,13.3614,13.8326,13.263,13.699,1287648.0
2019-09-11,13.6076,13.9873,13.4458,13.91,1512186.0
2019-09-12,13.9873,14.0366,13.6041,13.7693,1191571.0
2019-09-13,13.7623,14.1139,13.7201,14.0225,947393.0
2019-09-14,13.7623,14.1139,13.7201,14.0225,947393.0
2019-09-15,13.7623,14.1139,13.7201,14.0225,947393.0
2019-09-16,13.9944,14.1139,13.7342,13.924,1008350.0
2019-09-17,13.6146,14.0295,13.5443,13.8326,955003.0
2019-09-18,13.8537,13.9662,13.3122,13.4036,1239216.0
2019-09-19,13.4599,13.5584,13.2999,13.3474,932424.0
2019-09-20,13.4247,13.7764,13.3755,13.7553,1233610.0
2019-09-21,13.4247,13.7764,13.3755,13.7553,1233610.0
2019-09-22,13.4247,13.7764,13.3755,13.7553,1233610.0
2019-09-23,13.7693,14.0366,13.5935,13.8186,710730.0
2019-09-24,13.8959,14.0647,13.8045,14.0647,1124942.0
2019-09-25,14.135,14.2616,13.91,14.0225,993309.0
2019-09-26,14.0858,14.142,13.8396,13.9733,974282.0
2019-09-27,14.0201,14.1498,13.7463,13.8184,994650.0
2019-09-28,14.0201,14.1498,13.7463,13.8184,994650.0
2019-09-29,14.0201,14.1498,13.7463,13.8184,994650.0
2019-09-30,13.7679,13.8184,13.5086,13.6238,907953.0
2019-10-01,13.5086,13.6166,13.0547,13.5158,1490646.0
2019-10-02,13.5086,13.5374,13.1844,13.3717,910807.0
2019-10-03,13.4077,13.5302,13.2348,13.4221,562908.0
2019-10-04,13.3789,13.4797,12.8241,13.1339,1262885.0
2019-10-05,13.3789,13.4797,12.8241,13.1339,1262885.0
2019-10-06,13.3789,13.4797,12.8241,13.1339,1262885.0
2019-10-07,13.0619,13.0619,12.2982,12.3991,2479896.0
2019-10-08,12.4495,12.6152,12.0532,12.1325,1953909.0
2019-10-09,12.0821,12.1396,11.6786,11.7506,2549207.0
2019-10-10,11.7939,12.0608,11.7867,11.9452,1084977.0
2019-10-11,11.9452,12.2478,11.9236,12.0172,942444.0
2019-10-12,11.9452,12.2478,11.9236,12.0172,942444.0
2019-10-13,11.9452,12.2478,11.9236,12.0172,942444.0
2019-10-14,12.0244,12.1685,11.8515,12.1109,1202534.0
2019-10-15,12.1613,12.1613,11.9019,11.9308,2012348.0
2019-10-16,11.8875,12.0604,11.7218,11.8803,2025954.0
2019-10-17,11.9019,11.9568,11.7651,11.8155,1154102.0
2019-10-18,11.7506,11.8299,11.693,11.7506,1401185.0
2019-10-19,11.7506,11.8299,11.693,11.7506,1401185.0
2019-10-20,11.7506,11.8299,11.693,11.7506,1401185.0
2019-10-21,11.7434,11.9091,11.621,11.6426,1452510.0
2019-10-22,11.7002,11.7939,11.3256,11.7651,1257388.0
2019-10-23,11.7723,11.9668,11.6498,11.9524,1263693.0
2019-10-24,11.9596,12.0028,11.4409,11.5561,1381906.0
2019-10-25,11.5561,11.5705,11.3976,11.4841,875123.0
2019-10-26,11.5561,11.5705,11.3976,11.4841,875123.0
2019-10-27,11.5561,11.5705,11.3976,11.4841,875123.0
2019-10-28,11.4841,11.5109,11.0878,11.095,1565267.0
2019-10-29,11.095,11.4481,10.9581,11.3472,1527423.0
2019-10-30,11.5994,11.7074,11.0374,11.0878,1443436.0
2019-10-31,11.1671,11.2319,11.023,11.2031,1726116.0
2019-11-01,11.059,11.7146,10.2305,11.5129,3030810.0
2019-11-02,11.059,11.7146,10.2305,11.5129,3030810.0
2019-11-03,11.059,11.7146,10.2305,11.5129,3030810.0
2019-11-04,11.4913,11.9956,11.4913,11.9308,1720110.0
2019-11-05,11.9524,12.8241,11.9308,12.4567,2846818.0
2019-11-06,12.4639,12.6368,11.9812,12.4207,1997202.0
2019-11-07,12.4423,12.7881,12.2406,12.3054,1525529.0
2019-11-08,12.3126,12.5107,12.2262,12.3702,875972.0
2019-11-09,12.3126,12.5107,12.2262,12.3702,875972.0
2019-11-10,12.3126,12.5107,12.2262,12.3702,875972.0
2019-11-11,12.2694,12.2839,11.7074,11.7362,1270426.0
2019-11-12,11.7146,11.8155,11.4913,11.6858,1602653.0
2019-11-13,11.693,11.7434,11.4264,11.7362,1357593.0
2019-11-14,11.7146,11.7798,11.5021,11.5705,943974.0
2019-11-15,11.5777,11.7939,11.4336,11.7795,1053576.0
2019-11-16,11.5777,11.7939,11.4336,11.7795,1053576.0
2019-11-17,11.5777,11.7939,11.4336,11.7795,1053576.0
2019-11-18,11.8011,11.8803,11.6426,11.729,1030388.0
2019-11-19,11.8083,11.8083,11.4769,11.4913,849104.0
2019-11-20,11.4336,11.7506,11.3472,11.729,1018586.0
2019-11-21,11.729,11.7651,11.4913,11.5705,855972.0
2019-11-22,11.5994,11.6714,11.4625,11.5561,693574.0
2019-11-23,11.5994,11.6714,11.4625,11.5561,693574.0
2019-11-24,11.5994,11.6714,11.4625,11.5561,693574.0
2019-11-25,11.5633,11.6858,11.5129,11.6642,821083.0
2019-11-26,11.6642,11.6642,11.3976,11.4192,902126.0
2019-11-27,11.4192,11.8875,11.414,11.8803,1024543.0
2019-11-28,11.4192,11.8875,11.414,11.8803,1024543.0
2019-11-29,11.8875,12.0676,11.8371,11.9308,425660.0
2019-11-30,11.8875,12.0676,11.8371,11.9308,425660.0
2019-12-01,11.8875,12.0676,11.8371,11.9308,425660.0
2019-12-02,11.9596,12.0749,11.8119,11.9524,844190.0
2019-12-03,11.8659,11.9956,11.7867,11.9524,846295.0
2019-12-04,11.9164,12.0568,11.8515,11.9668,828824.0
2019-12-05,12.0028,12.1397,11.9812,12.1109,757634.0
2019-12-06,12.1757,12.4711,12.1541,12.4639,992622.0
2019-12-07,12.1757,12.4711,12.1541,12.4639,992622.0
2019-12-08,12.1757,12.4711,12.1541,12.4639,992622.0
2019-12-09,12.4999,12.7439,12.4207,12.4711,996735.0
2019-12-10,12.4927,12.626,12.3919,12.5792,1154625.0
2019-12-11,12.608,12.7341,12.4747,12.7017,1004257.0
2019-12-12,12.7089,12.7737,12.3126,12.3702,1352167.0
2019-12-13,12.3702,12.4135,12.0172,12.0316,809961.0
2019-12-14,12.3702,12.4135,12.0172,12.0316,809961.0
2019-12-15,12.3702,12.4135,12.0172,12.0316,809961.0
2019-12-16,12.01,12.5432,12.01,12.4135,1004252.0
2019-12-17,12.3774,12.4999,12.2982,12.3919,870198.0
2019-12-18,12.4279,12.5576,12.1541,12.4567,1173624.0
2019-12-19,12.4567,12.7233,12.4567,12.7233,978733.0
2019-12-20,12.7521,12.925,12.6512,12.9106,2673329.0
2019-12-21,12.7521,12.925,12.6512,12.9106,2673329.0
2019-12-22,12.7521,12.925,12.6512,12.9106,2673329.0
2019-12-23,13.1483,13.1483,12.7449,12.8097,994905.0
2019-12-24,12.8457,13.1663,12.8241,13.1267,603293.0
2019-12-25,12.8457,13.1663,12.8241,13.1267,603293.0
2019-12-26,13.1051,13.1736,12.7881,12.8313,1141664.0
2019-12-27,12.9538,13.1267,12.8674,13.1267,1280954.0
2019-12-28,12.9538,13.1267,12.8674,13.1267,1280954.0
2019-12-29,12.9538,13.1267,12.8674,13.1267,1280954.0
2019-12-30,13.0638,13.2118,12.8345,12.9751,1468275.0
2019-12-31,12.9011,13.3264,12.8937,13.2636,1494160.0
2020-01-01,12.9011,13.3264,12.8937,13.2636,1494160.0
2020-01-02,13.308,13.3819,12.8345,12.9233,1127405.0
2020-01-03,12.8641,13.049,12.779,13.0342,1105447.0
2020-01-04,12.8641,13.049,12.779,13.0342,1105447.0
2020-01-05,12.8641,13.049,12.779,13.0342,1105447.0
2020-01-06,12.9899,13.1341,12.8567,12.8567,1315957.0
2020-01-07,12.7975,12.9085,12.3389,12.4055,1482978.0
2020-01-08,12.3907,12.3981,12.1467,12.2131,1515275.0
2020-01-09,12.2057,12.2797,12.006,12.0948,1391061.0
2020-01-10,12.0948,12.3648,12.0948,12.1983,994274.0
2020-01-11,12.0948,12.3648,12.0948,12.1983,994274.0
2020-01-12,12.0948,12.3648,12.0948,12.1983,994274.0
2020-01-13,12.2057,12.2871,12.1244,12.1392,1311980.0
2020-01-14,12.1392,12.154,11.8729,12.1244,1032084.0
2020-01-15,11.9838,12.043,11.429,11.6879,3090102.0
2020-01-16,11.6879,11.7693,11.3772,11.3994,2385877.0
2020-01-17,11.392,11.7545,11.392,11.5992,1919945.0
2020-01-18,11.392,11.7545,11.392,11.5992,1919945.0
2020-01-19,11.392,11.7545,11.392,11.5992,1919945.0
2020-01-20,11.392,11.7545,11.392,11.5992,1919945.0
2020-01-21,11.6731,11.9838,11.5622,11.8655,1570298.0
2020-01-22,11.8137,12.1022,11.7989,12.0282,924186.0
2020-01-23,11.932,12.0948,11.762,12.0874,1082212.0
2020-01-24,12.1392,12.1392,11.9838,12.0948,701300.0
2020-01-25,12.1392,12.1392,11.9838,12.0948,701300.0
2020-01-26,12.1392,12.1392,11.9838,12.0948,701300.0
2020-01-27,12.0134,12.3241,11.895,12.2279,1765810.0
2020-01-28,12.2649,12.4277,11.9246,11.9468,1600865.0
2020-01-29,11.969,12.0045,11.7619,11.8803,806552.0
2020-01-30,11.932,12.0208,11.8026,11.932,656382.0
2020-01-31,11.932,12.0874,11.8655,11.8803,789818.0
2020-02-01,11.932,12.0874,11.8655,11.8803,789818.0
2020-02-02,11.932,12.0874,11.8655,11.8803,789818.0
2020-02-03,11.8433,11.9394,11.3476,11.3698,1450233.0
2020-02-04,11.392,11.4033,11.0295,11.0369,1748694.0
2020-02-05,11.0148,11.4586,11.0148,11.2811,1347924.0
2020-02-06,11.2959,11.5252,10.5931,10.6893,2097281.0
2020-02-07,10.7558,10.9038,10.6523,10.6597,1179140.0
2020-02-08,10.7558,10.9038,10.6523,10.6597,1179140.0
2020-02-09,10.7558,10.9038,10.6523,10.6597,1179140.0
2020-02-10,10.6671,10.7263,10.2084,10.2306,1781849.0
2020-02-11,10.2824,10.7582,10.2454,10.4304,1834851.0
2020-02-12,10.4599,10.6375,10.312,10.312,1217847.0
2020-02-13,10.312,10.4526,10.0716,10.0827,1245619.0
2020-02-14,10.0605,10.275,9.9939,10.0753,1148042.0
2020-02-15,10.0605,10.275,9.9939,10.0753,1148042.0
2020-02-16,10.0605,10.275,9.9939,10.0753,1148042.0
2020-02-17,10.0605,10.275,9.9939,10.0753,1148042.0
2020-02-18,10.0827,10.275,9.9421,10.2158,1508545.0
2020-02-19,10.2824,10.5754,10.0679,10.0975,2044774.0
2020-02-20,10.1641,10.3934,10.1641,10.2158,1448076.0
2020-02-21,10.2158,10.4383,10.1345,10.1419,1369361.0
2020-02-22,10.2158,10.4383,10.1345,10.1419,1369361.0
2020-02-23,10.2158,10.4383,10.1345,10.1419,1369361.0
2020-02-24,9.9791,10.0457,9.5945,9.6832,2394133.0
2020-02-25,9.8016,9.8977,9.3947,9.4539,2013750.0
2020-02-26,10.4008,11.8285,10.2454,11.6509,7926343.0
2020-02-27,11.3624,11.5104,10.5413,10.5635,3597234.0
2020-02-28,10.3564,11.4586,10.2824,10.9482,4355532.0
2020-02-29,10.3564,11.4586,10.2824,10.9482,4355532.0
2020-03-01,10.3564,11.4586,10.2824,10.9482,4355532.0
2020-03-02,10.9704,11.9468,10.9482,11.9024,3412820.0
2020-03-03,11.9098,12.4129,11.7693,12.2279,2711500.0
2020-03-04,12.3685,12.4646,11.9616,12.3981,1753207.0
2020-03-05,12.1392,12.3463,11.9172,12.1392,1424228.0
2020-03-06,11.8359,12.4055,11.7027,12.3611,1448897.0
2020-03-07,11.8359,12.4055,11.7027,12.3611,1448897.0
