,ETR US Equity,ETR US Equity,ETR US Equity,ETR US Equity,ETR US Equity
2022-05-12,109.311,109.5759,106.3926,107.9726,1303799.0
2022-05-13,108.6883,109.0415,106.9131,108.9021,1256233.0
2022-05-14,108.6883,109.0415,106.9131,108.9021,1256233.0
2022-05-15,108.6883,109.0415,106.9131,108.9021,1256233.0
2022-05-16,109.3389,110.1289,108.758,109.4783,1116984.0
2022-05-17,109.5991,110.1103,107.8146,109.9616,1364121.0
2022-05-18,110.3985,110.5286,108.0261,108.2515,1156187.0
2022-05-19,107.8425,108.1306,106.3182,107.5079,1053333.0
2022-05-20,107.5451,108.7905,106.1045,108.7255,1611619.0
2022-05-21,107.5451,108.7905,106.1045,108.7255,1611619.0
2022-05-22,107.5451,108.7905,106.1045,108.7255,1611619.0
2022-05-23,109.8594,110.5936,108.0005,108.5582,1454969.0
2022-05-24,109.0043,110.826,107.5637,110.7516,816453.0
2022-05-25,110.5286,110.7888,109.7107,110.4542,803038.0
2022-05-26,111.3,112.0157,110.5472,111.4208,992151.0
2022-05-27,111.1141,112.7778,110.8632,112.5362,901882.0
2022-05-28,111.1141,112.7778,110.8632,112.5362,901882.0
2022-05-29,111.1141,112.7778,110.8632,112.5362,901882.0
2022-05-30,111.1141,112.7778,110.8632,112.5362,901882.0
2022-05-31,111.5324,112.6291,110.2869,111.8298,1650714.0
2022-06-01,112.1365,112.3317,110.4635,111.6997,1090175.0
2022-06-02,112.0436,112.564,109.153,111.9134,800330.0
2022-06-03,111.6997,112.1272,111.0769,111.5324,699579.0
2022-06-04,111.6997,112.1272,111.0769,111.5324,699579.0
2022-06-05,111.6997,112.1272,111.0769,111.5324,699579.0
2022-06-06,111.9134,112.9079,111.4022,112.7778,798473.0
2022-06-07,112.6291,113.0845,111.5695,112.7499,948280.0
2022-06-08,112.248,112.248,109.8408,109.9616,796865.0
2022-06-09,110.0174,110.5843,107.8704,107.9912,675114.0
2022-06-10,106.8945,108.9058,106.2346,107.7496,832355.0
2022-06-11,106.8945,108.9058,106.2346,107.7496,832355.0
2022-06-12,106.8945,108.9058,106.2346,107.7496,832355.0
2022-06-13,106.7179,106.8852,101.4759,101.9592,1152655.0
2022-06-14,102.2101,102.3127,98.3251,99.7192,1482034.0
2022-06-15,100.4349,101.6803,98.3901,100.1654,1804331.0
2022-06-16,98.6969,99.1848,97.6373,98.3994,1562335.0
2022-06-17,98.4552,99.1616,94.6631,95.2301,2975962.0
2022-06-18,98.4552,99.1616,94.6631,95.2301,2975962.0
2022-06-19,98.4552,99.1616,94.6631,95.2301,2975962.0
2022-06-20,98.4552,99.1616,94.6631,95.2301,2975962.0
2022-06-21,95.3137,97.8092,95.2719,97.312,1408837.0
2022-06-22,96.903,98.1299,96.8473,97.2469,996127.0
2022-06-23,97.312,98.9757,97.1586,98.4366,969509.0
2022-06-24,98.8549,103.2697,98.7991,102.7492,1734121.0
2022-06-25,98.8549,103.2697,98.7991,102.7492,1734121.0
2022-06-26,98.8549,103.2697,98.7991,102.7492,1734121.0
2022-06-27,102.6191,104.1526,102.4239,104.0597,929480.0
2022-06-28,104.6081,105.333,103.6889,103.9575,1569919.0
2022-06-29,104.2177,105.017,103.3347,103.8088,1275722.0
2022-06-30,103.1674,105.3609,102.7585,104.6917,1701484.0
2022-07-01,104.9334,107.3964,104.1991,107.164,1308702.0
2022-07-02,104.9334,107.3964,104.1991,107.164,1308702.0
2022-07-03,104.9334,107.3964,104.1991,107.164,1308702.0
2022-07-04,104.9334,107.3964,104.1991,107.164,1308702.0
2022-07-05,106.6249,106.8759,100.6766,102.0149,1918219.0
2022-07-06,102.4425,104.5337,101.6989,103.5113,937485.0
2022-07-07,103.7251,104.4872,102.712,102.7957,655378.0
2022-07-08,102.7399,103.1117,102.0382,102.3217,779310.0
2022-07-09,102.7399,103.1117,102.0382,102.3217,779310.0
2022-07-10,102.7399,103.1117,102.0382,102.3217,779310.0
2022-07-11,102.08,103.5485,101.6989,102.963,609284.0
2022-07-12,102.5819,104.6406,102.4936,103.1489,788978.0
2022-07-13,102.1451,103.2418,101.4852,101.7919,837164.0
2022-07-14,99.9423,102.1962,99.9423,102.0056,818290.0
2022-07-15,102.7864,102.8235,100.8346,102.3495,767077.0
2022-07-16,102.7864,102.8235,100.8346,102.3495,767077.0
2022-07-17,102.7864,102.8235,100.8346,102.3495,767077.0
2022-07-18,102.238,102.7492,101.4666,101.5595,968448.0
2022-07-19,102.1729,103.0559,101.4666,102.4425,840262.0
2022-07-20,102.6005,102.8607,100.6022,100.6301,803270.0
2022-07-21,100.3791,100.7137,99.5891,100.342,766737.0
2022-07-22,100.9461,101.7733,100.7509,101.6525,608979.0
2022-07-23,100.9461,101.7733,100.7509,101.6525,608979.0
2022-07-24,100.9461,101.7733,100.7509,101.6525,608979.0
2022-07-25,101.4759,103.1117,101.197,102.9723,691307.0
2022-07-26,102.7585,104.0039,102.712,103.4277,766438.0
2022-07-27,103.279,103.7716,102.3402,103.2232,803586.0
2022-07-28,104.3943,106.2346,103.6055,105.9557,728714.0
2022-07-29,105.7513,107.1826,105.6026,107.006,1377675.0
2022-07-30,105.7513,107.1826,105.6026,107.006,1377675.0
2022-07-31,105.7513,107.1826,105.6026,107.006,1377675.0
2022-08-01,106.7086,107.4057,106.0766,107.2663,1054334.0
2022-08-02,107.5265,108.6,106.9038,106.9874,1470750.0
2022-08-03,106.8852,109.246,105.6583,109.0972,1406468.0
2022-08-04,109.1995,111.2071,108.679,110.5379,1494998.0
2022-08-05,110.2962,110.3933,108.5163,109.4318,846327.0
2022-08-06,110.2962,110.3933,108.5163,109.4318,846327.0
2022-08-07,110.2962,110.3933,108.5163,109.4318,846327.0
2022-08-08,110.2033,111.0119,109.4876,109.878,787916.0
2022-08-09,110.4914,111.7508,110.0267,111.2721,914651.0
2022-08-10,111.9095,111.9095,109.763,110.8128,1021102.0
2022-08-11,110.6628,112.3333,109.9317,111.3377,827069.0
2022-08-12,112.0595,113.4842,111.722,113.428,824070.0
2022-08-13,112.0595,113.4842,111.722,113.428,824070.0
2022-08-14,112.0595,113.4842,111.722,113.428,824070.0
2022-08-15,113.4186,114.2716,112.6032,114.1779,697164.0
2022-08-16,113.8685,114.7871,113.7373,114.5622,582178.0
2022-08-17,114.0747,114.2528,113.3061,113.6717,849996.0
2022-08-18,113.9154,114.2153,112.3313,112.9312,1011206.0
2022-08-19,112.9874,114.2528,112.9874,114.0279,767093.0
2022-08-20,112.9874,114.2528,112.9874,114.0279,767093.0
2022-08-21,112.9874,114.2528,112.9874,114.0279,767093.0
2022-08-22,113.4842,114.2997,112.7812,113.1093,1015995.0
2022-08-23,113.1936,113.1936,111.6283,112.0126,688642.0
2022-08-24,112.0501,112.1907,110.7097,111.797,934900.0
2022-08-25,111.9751,111.9938,110.9534,111.9001,1203171.0
2022-08-26,112.1438,112.8937,111.169,111.5158,1609076.0
2022-08-27,112.1438,112.8937,111.169,111.5158,1609076.0
2022-08-28,112.1438,112.8937,111.169,111.5158,1609076.0
2022-08-29,111.169,112.9968,110.4097,111.947,575261.0
2022-08-30,112.2938,112.2938,109.2662,109.5286,1288291.0
2022-08-31,109.463,110.2316,108.0008,108.0757,1278105.0
2022-09-01,108.1507,109.9411,107.7289,109.688,1162650.0
2022-09-02,109.6505,111.0659,108.7225,108.9381,1200080.0
2022-09-03,109.6505,111.0659,108.7225,108.9381,1200080.0
2022-09-04,109.6505,111.0659,108.7225,108.9381,1200080.0
2022-09-05,109.6505,111.0659,108.7225,108.9381,1200080.0
2022-09-06,108.4601,110.0817,107.982,108.3851,1237897.0
2022-09-07,108.76,111.8064,108.6195,111.7033,805606.0
2022-09-08,111.1034,111.9001,110.6534,111.0565,763559.0
2022-09-09,111.5345,112.7625,110.9159,112.425,773955.0
2022-09-10,111.5345,112.7625,110.9159,112.425,773955.0
2022-09-11,111.5345,112.7625,110.9159,112.425,773955.0
2022-09-12,112.5937,114.4591,112.0407,114.3934,1321975.0
2022-09-13,113.3061,113.6811,109.9317,110.3347,805227.0
2022-09-14,110.5316,112.3219,110.4941,111.2721,862230.0
2022-09-15,110.5785,110.7113,108.0383,108.0757,841190.0
2022-09-16,107.9258,109.1068,107.7945,108.1882,1706420.0
2022-09-17,107.9258,109.1068,107.7945,108.1882,1706420.0
2022-09-18,107.9258,109.1068,107.7945,108.1882,1706420.0
2022-09-19,107.9539,108.6569,106.8572,108.6194,1264157.0
2022-09-20,107.7945,108.1414,105.8542,107.1384,1231000.0
2022-09-21,108.0664,108.7565,106.0792,106.0979,1353114.0
2022-09-22,106.1542,107.4852,105.4793,106.7822,1437295.0
2022-09-23,105.5449,105.9182,103.1547,104.5982,894690.0
2022-09-24,105.5449,105.9182,103.1547,104.5982,894690.0
2022-09-25,105.5449,105.9182,103.1547,104.5982,894690.0
2022-09-26,104.4951,104.5795,100.6801,101.9924,1033290.0
2022-09-27,102.4048,102.522,98.9085,99.171,1276672.0
2022-09-28,100.4083,101.7018,99.0679,101.0738,1088321.0
2022-09-29,100.7363,100.7363,96.134,96.1996,1006422.0
2022-09-30,97.1557,97.2822,94.1843,94.3249,1690840.0
2022-10-01,97.1557,97.2822,94.1843,94.3249,1690840.0
2022-10-02,97.1557,97.2822,94.1843,94.3249,1690840.0
2022-10-03,96.1152,98.0883,94.9998,97.4463,1829751.0
2022-10-04,97.8212,99.9677,97.4838,99.499,1341875.0
2022-10-05,98.0837,98.9835,96.1715,98.3367,1343606.0
2022-10-06,97.9243,97.9243,95.8153,96.2746,1896677.0
2022-10-07,96.209,96.6448,93.9031,94.8873,1511068.0
2022-10-08,96.209,96.6448,93.9031,94.8873,1511068.0
2022-10-09,96.209,96.6448,93.9031,94.8873,1511068.0
2022-10-10,95.2997,96.8089,95.131,95.8247,1139297.0
2022-10-11,95.4685,96.0402,94.3999,94.8123,1598281.0
2022-10-12,94.0625,94.4046,90.4724,90.5287,1237001.0
2022-10-13,89.432,94.4561,88.9914,94.2593,1278044.0
2022-10-14,94.9717,95.5716,92.6658,93.7438,1157759.0
2022-10-15,94.9717,95.5716,92.6658,93.7438,1157759.0
2022-10-16,94.9717,95.5716,92.6658,93.7438,1157759.0
2022-10-17,95.3185,95.9278,94.6436,94.9717,1037435.0
2022-10-18,96.7526,97.69,96.1246,96.9588,1029039.0
2022-10-19,95.6841,96.4339,94.7842,95.3654,832621.0
2022-10-20,95.4216,95.5903,92.9001,93.7063,1109949.0
2022-10-21,94.0156,96.4808,93.1433,95.8809,903615.0
2022-10-22,94.0156,96.4808,93.1433,95.8809,903615.0
2022-10-23,94.0156,96.4808,93.1433,95.8809,903615.0
2022-10-24,96.8089,97.4791,95.2388,95.9278,1060482.0
2022-10-25,96.0121,98.5242,95.6419,98.1868,918842.0
2022-10-26,98.7585,99.3022,97.8587,98.1586,890746.0
2022-10-27,99.0397,100.1927,98.3742,98.4492,973544.0
2022-10-28,98.7211,101.2284,98.7211,100.9801,1145692.0
2022-10-29,98.7211,101.2284,98.7211,100.9801,1145692.0
2022-10-30,98.7211,101.2284,98.7211,100.9801,1145692.0
2022-10-31,101.0082,101.2613,99.8084,100.427,1292295.0
2022-11-01,100.8113,101.5706,99.8459,101.5331,1153978.0
2022-11-02,101.3831,104.1933,98.9648,101.9455,1926109.0
2022-11-03,101.4112,103.45,100.966,102.4985,1149030.0
2022-11-04,103.1359,103.9046,102.0861,103.7827,1295095.0
2022-11-05,103.1359,103.9046,102.0861,103.7827,1295095.0
2022-11-06,103.1359,103.9046,102.0861,103.7827,1295095.0
2022-11-07,103.6609,103.839,101.1628,101.6831,1616273.0
2022-11-08,102.2736,102.9766,100.652,101.28,1299731.0
2022-11-09,100.9707,101.8893,100.3333,100.4083,909784.0
2022-11-10,102.7753,105.3506,101.4308,105.1328,1030744.0
2022-11-11,105.237,105.4074,103.3055,104.7446,1512935.0
2022-11-12,105.237,105.4074,103.3055,104.7446,1512935.0
2022-11-13,105.237,105.4074,103.3055,104.7446,1512935.0
2022-11-14,104.9435,105.1139,102.7564,102.7848,977173.0
2022-11-15,103.8925,104.6594,102.3871,103.7032,833705.0
2022-11-16,103.9399,105.1234,103.9399,104.2712,1267570.0
2022-11-17,103.1351,103.6179,102.1599,103.0499,1000266.0
2022-11-18,104.1766,106.1459,103.6558,105.966,765307.0
2022-11-19,104.1766,106.1459,103.6558,105.966,765307.0
2022-11-20,104.1766,106.1459,103.6558,105.966,765307.0
2022-11-21,105.7861,107.2915,105.7861,107.0359,800718.0
2022-11-22,107.017,108.2241,105.682,106.6951,1484640.0
2022-11-23,106.5341,106.998,105.8335,106.9507,1765038.0
2022-11-24,106.5341,106.998,105.8335,106.9507,1765038.0
2022-11-25,107.6135,108.191,106.9507,107.6987,723561.0
2022-11-26,107.6135,108.191,106.9507,107.6987,723561.0
2022-11-27,107.6135,108.191,106.9507,107.6987,723561.0
2022-11-28,107.0264,107.4809,106.0134,107.2253,1713800.0
2022-11-29,106.7329,106.9412,105.8619,106.8087,1563829.0
2022-11-30,106.6098,110.274,106.3447,110.0846,2489885.0
2022-12-01,111.7226,112.035,110.0467,110.113,1358319.0
2022-12-02,109.1283,109.971,108.4135,109.7438,1448002.0
2022-12-03,109.1283,109.971,108.4135,109.7438,1448002.0
2022-12-04,109.1283,109.971,108.4135,109.7438,1448002.0
2022-12-05,108.778,110.0183,108.3614,109.2609,740531.0
2022-12-06,109.2514,110.9178,109.1189,110.8515,841800.0
2022-12-07,110.6432,111.0574,109.5639,109.829,779832.0
2022-12-08,110.0183,111.4101,109.565,110.7758,933464.0
2022-12-09,110.3592,111.2965,110.3592,110.6527,786521.0
2022-12-10,110.3592,111.2965,110.3592,110.6527,786521.0
2022-12-11,110.3592,111.2965,110.3592,110.6527,786521.0
2022-12-12,111.4953,112.2386,109.6112,112.1013,1311442.0
2022-12-13,113.4173,114.3547,110.6243,112.0539,1578439.0
2022-12-14,112.338,113.8339,111.8267,112.1392,1565428.0
2022-12-15,111.6279,112.1297,110.1651,110.5769,1412940.0
2022-12-16,109.1473,109.4786,107.0596,108.3614,3267228.0
2022-12-17,109.1473,109.4786,107.0596,108.3614,3267228.0
2022-12-18,109.1473,109.4786,107.0596,108.3614,3267228.0
2022-12-19,108.352,108.6455,106.6288,107.1211,1487930.0
2022-12-20,107.0927,107.5566,106.2027,106.7897,1363922.0
2022-12-21,107.3957,108.0869,107.017,108.03,1346714.0
2022-12-22,107.5188,107.5188,104.9207,106.7045,1165195.0
2022-12-23,106.5625,107.585,106.3637,107.3957,1166382.0
2022-12-24,106.5625,107.585,106.3637,107.3957,1166382.0
2022-12-25,106.5625,107.585,106.3637,107.3957,1166382.0
2022-12-26,106.5625,107.585,106.3637,107.3957,1166382.0
2022-12-27,107.5945,108.939,107.1685,108.6076,968463.0
2022-12-28,109.0337,109.0678,106.9223,106.9602,1011694.0
2022-12-29,107.5566,108.939,106.5152,108.0206,834069.0
2022-12-30,108.0679,108.2099,105.5542,106.5152,906414.0
2022-12-31,108.0679,108.2099,105.5542,106.5152,906414.0
2023-01-01,108.0679,108.2099,105.5542,106.5152,906414.0
2023-01-02,108.0679,108.2099,105.5542,106.5152,906414.0
2023-01-03,105.4831,105.7577,100.6687,103.3244,2840876.0
2023-01-04,103.5517,105.0003,102.7942,103.4002,1586488.0
2023-01-05,102.6049,103.2108,97.6815,98.1454,2129909.0
2023-01-06,99.2816,103.1919,99.2816,101.9516,1780831.0
2023-01-07,99.2816,103.1919,99.2816,101.9516,1780831.0
2023-01-08,99.2816,103.1919,99.2816,101.9516,1780831.0
2023-01-09,101.7906,103.0073,101.2509,102.6901,1861051.0
2023-01-10,102.5481,102.6901,100.8864,101.9989,1332957.0
2023-01-11,101.9989,103.1067,101.9326,103.0025,1821433.0
2023-01-12,103.0688,103.3765,101.0142,101.1563,1484090.0
2023-01-13,100.5503,101.2509,100.1811,100.8912,1637166.0
2023-01-14,100.5503,101.2509,100.1811,100.8912,1637166.0
2023-01-15,100.5503,101.2509,100.1811,100.8912,1637166.0
2023-01-16,100.5503,101.2509,100.1811,100.8912,1637166.0
2023-01-17,101.3267,102.5386,100.503,101.2225,2624205.0
2023-01-18,101.5823,104.0913,100.8059,101.8664,3923385.0
2023-01-19,101.819,102.0747,100.787,101.3078,1542386.0
2023-01-20,101.3456,101.7528,99.6793,101.7243,1306025.0
2023-01-21,101.3456,101.7528,99.6793,101.7243,1306025.0
2023-01-22,101.3456,101.7528,99.6793,101.7243,1306025.0
2023-01-23,101.5255,102.3492,100.7018,101.0711,946105.0
2023-01-24,101.5823,101.9042,100.2473,101.5634,1006647.0
2023-01-25,100.8628,102.1504,100.4367,101.7812,1165306.0
2023-01-26,101.4782,102.7185,101.4782,102.6996,762885.0
2023-01-27,102.7469,103.4712,102.2451,102.9268,787561.0
2023-01-28,102.7469,103.4712,102.2451,102.9268,787561.0
2023-01-29,102.7469,103.4712,102.2451,102.9268,787561.0
2023-01-30,102.4534,103.5895,101.8853,101.961,906738.0
2023-01-31,102.3398,102.5386,100.9953,102.5197,1640328.0
2023-02-01,102.0179,104.0819,101.9374,103.4002,1334837.0
2023-02-02,103.6558,105.7767,103.0309,104.6689,2160530.0
2023-02-03,103.9115,104.4606,100.6355,102.3303,1753457.0
2023-02-04,103.9115,104.4606,100.6355,102.3303,1753457.0
2023-02-05,103.9115,104.4606,100.6355,102.3303,1753457.0
2023-02-06,102.1031,103.1445,101.0616,103.0404,1859102.0
2023-02-07,102.4818,102.4818,100.4702,102.0273,1369358.0
2023-02-08,101.2604,101.5539,99.4331,99.9822,978502.0
2023-02-09,100.2692,101.0631,98.3658,98.911,1036638.0
2023-02-10,99.2171,101.2353,99.0545,101.1875,756591.0
2023-02-11,99.2171,101.2353,99.0545,101.1875,756591.0
2023-02-12,99.2171,101.2353,99.0545,101.1875,756591.0
2023-02-13,101.1588,101.6753,100.8718,101.2257,1031245.0
2023-02-14,100.9962,102.4979,100.647,101.4744,1986463.0
2023-02-15,101.2831,102.9761,101.0057,102.8709,1737430.0
2023-02-16,102.01,105.2717,101.8379,103.5596,3080927.0
2023-02-17,103.6743,105.4295,103.1052,104.6691,1406387.0
2023-02-18,103.6743,105.4295,103.1052,104.6691,1406387.0
2023-02-19,103.6743,105.4295,103.1052,104.6691,1406387.0
2023-02-20,103.6743,105.4295,103.1052,104.6691,1406387.0
2023-02-21,103.9517,104.4108,102.5744,102.9187,790080.0
2023-02-22,102.8422,104.1,102.4309,102.8231,1613171.0
2023-02-23,102.9761,103.3803,102.4213,102.5552,1586712.0
2023-02-24,101.8092,103.4448,101.484,102.6413,1545092.0
2023-02-25,101.8092,103.4448,101.484,102.6413,1545092.0
2023-02-26,101.8092,103.4448,101.484,102.6413,1545092.0
2023-02-27,102.9761,103.9613,101.2927,101.4648,1437119.0
2023-02-28,100.6709,101.3979,98.3849,98.3945,1560956.0
2023-03-01,97.4571,98.1649,96.3811,97.0076,1384746.0
2023-03-02,97.065,99.4945,96.845,99.2075,1327847.0
2023-03-03,99.6571,100.6183,98.7293,100.4988,1371182.0
2023-03-04,99.6571,100.6183,98.7293,100.4988,1371182.0
2023-03-05,99.6571,100.6183,98.7293,100.4988,1371182.0
2023-03-06,100.6901,101.8287,100.5275,101.2066,1135555.0
2023-03-07,101.2735,101.637,98.251,98.6145,1085075.0
2023-03-08,98.7006,99.7336,98.3658,99.2458,1464877.0
2023-03-09,99.5519,100.7283,98.2893,98.3849,1220403.0
2023-03-10,98.758,98.8967,95.8789,96.2424,1276827.0
2023-03-11,98.758,98.8967,95.8789,96.2424,1276827.0
2023-03-12,98.758,98.8967,95.8789,96.2424,1276827.0
2023-03-13,96.2137,99.5614,95.8024,97.4189,1437971.0
2023-03-14,98.2032,99.8771,98.0071,99.1788,1453650.0
2023-03-15,99.0449,101.6657,98.471,100.5179,1473556.0
2023-03-16,100.4031,101.7135,99.6762,101.2927,1096002.0
2023-03-17,100.5657,101.3692,99.427,100.0205,2646118.0
2023-03-18,100.5657,101.3692,99.427,100.0205,2646118.0
2023-03-19,100.5657,101.3692,99.427,100.0205,2646118.0
2023-03-20,100.3362,101.8378,100.2199,101.4553,1349474.0
2023-03-21,101.3405,101.3405,97.7249,98.6623,1337940.0
2023-03-22,98.0789,98.5475,96.0033,96.0607,769073.0
2023-03-23,95.9554,97.1319,95.3659,95.9841,2079482.0
2023-03-24,96.0607,99.1788,95.745,99.1788,1311388.0
2023-03-25,96.0607,99.1788,95.745,99.1788,1311388.0
2023-03-26,96.0607,99.1788,95.745,99.1788,1311388.0
2023-03-27,99.7814,100.757,99.4084,99.9631,1214615.0
2023-03-28,99.944,101.4935,99.5519,100.5083,882565.0
2023-03-29,101.1492,101.9957,101.1492,101.5414,621616.0
2023-03-30,101.79,102.737,101.4074,102.3257,579432.0
2023-03-31,102.6031,103.0622,101.6848,103.0526,1014768.0
2023-04-01,102.6031,103.0622,101.6848,103.0526,1014768.0
2023-04-02,102.6031,103.0622,101.6848,103.0526,1014768.0
2023-04-03,102.5457,103.0478,101.6179,102.517,1002080.0
2023-04-04,102.517,103.1196,102.2109,102.8039,538425.0
2023-04-05,103.4735,106.1038,103.4735,105.7595,1529198.0
2023-04-06,106.6299,107.0316,104.9369,106.1421,917564.0
2023-04-07,106.6299,107.0316,104.9369,106.1421,917564.0
2023-04-08,106.6299,107.0316,104.9369,106.1421,917564.0
2023-04-09,106.6299,107.0316,104.9369,106.1421,917564.0
2023-04-10,105.5778,106.1804,104.7552,106.1804,635320.0
2023-04-11,106.1708,106.1804,105.3912,105.6352,988881.0
2023-04-12,105.6925,106.4195,105.0134,105.2908,1174877.0
2023-04-13,104.4587,104.8891,102.2396,104.4204,1272947.0
2023-04-14,103.7222,103.813,102.5361,102.957,970515.0
2023-04-15,103.7222,103.813,102.5361,102.957,970515.0
2023-04-16,103.7222,103.813,102.5361,102.957,970515.0
2023-04-17,103.4448,104.2626,103.2152,104.1908,1008465.0
2023-04-18,104.5256,104.803,103.3778,103.8561,977406.0
2023-04-19,104.143,105.0708,103.7461,104.6404,939728.0
2023-04-20,104.5639,104.8508,103.4735,103.8943,1087794.0
2023-04-21,104.8221,104.9273,103.7317,103.9135,803834.0
2023-04-22,104.8221,104.9273,103.7317,103.9135,803834.0
2023-04-23,104.8221,104.9273,103.7317,103.9135,803834.0
2023-04-24,104.0378,104.6294,102.957,104.2865,1136089.0
2023-04-25,104.3821,104.7647,103.8226,104.0378,1506989.0
2023-04-26,103.3874,104.2291,100.3075,100.4797,2269575.0
2023-04-27,100.5083,102.5648,100.4701,102.517,1859463.0
2023-04-28,102.3926,103.2822,102.1535,102.8996,1300440.0
2023-04-29,102.3926,103.2822,102.1535,102.8996,1300440.0
2023-04-30,102.3926,103.2822,102.1535,102.8996,1300440.0
2023-05-01,102.7083,104.0761,102.5265,102.737,1118074.0
2023-05-02,103.0335,103.1578,101.1492,101.7996,1240245.0
2023-05-03,102.1668,103.1813,101.0364,101.4808,781353.0
2023-05-04,101.5581,103.3166,100.7272,102.5147,1033987.0
2023-05-05,102.1572,103.7707,102.1572,103.7321,741667.0
2023-05-06,102.1572,103.7707,102.1572,103.7321,741667.0
2023-05-07,102.1572,103.7707,102.1572,103.7321,741667.0
2023-05-08,103.5968,104.2538,102.6635,103.2973,847743.0
2023-05-09,103.1717,103.7997,102.4953,103.3553,568103.0
2023-05-10,104.1282,104.5727,102.9301,103.964,750000.0
2023-05-11,104.0702,104.2442,102.0267,102.7176,911772.0
2023-05-12,103.4229,104.0847,103.0364,103.5195,635981.0
2023-05-13,103.4229,104.0847,103.0364,103.5195,635981.0
2023-05-14,103.4229,104.0847,103.0364,103.5195,635981.0
2023-05-15,103.7321,103.8384,101.1475,101.877,774350.0
2023-05-16,102.2055,102.2055,99.4421,99.5194,676581.0
2023-05-17,99.6837,99.8479,98.1571,98.6691,1279172.0
2023-05-18,98.0798,98.5097,97.4131,98.0701,1147891.0
2023-05-19,98.5822,98.9871,96.9686,97.1522,1933925.0
2023-05-20,98.5822,98.9871,96.9686,97.1522,1933925.0
2023-05-21,98.5822,98.9871,96.9686,97.1522,1933925.0
2023-05-22,97.529,98.0508,96.4275,97.0266,1650598.0
2023-05-23,96.93,98.4083,96.5628,96.901,2215497.0
2023-05-24,96.7464,97.2392,95.5869,95.6256,1049190.0
2023-05-25,95.1715,95.2584,93.1038,93.9347,1715285.0
2023-05-26,93.6449,93.8961,92.3598,93.5289,1057043.0
2023-05-27,93.6449,93.8961,92.3598,93.5289,1057043.0
2023-05-28,93.6449,93.8961,92.3598,93.5289,1057043.0
2023-05-29,93.6449,93.8961,92.3598,93.5289,1057043.0
2023-05-30,93.4999,94.1618,92.8332,93.4613,1408566.0
2023-05-31,93.6352,95.157,92.9685,94.8816,1931949.0
2023-06-01,94.6497,94.8913,92.5337,94.0893,2612537.0
2023-06-02,93.7222,96.5628,93.5579,96.0797,1906420.0
2023-06-03,93.7222,96.5628,93.5579,96.0797,1906420.0
2023-06-04,93.7222,96.5628,93.5579,96.0797,1906420.0
2023-06-05,96.3696,97.471,95.8961,96.3889,1305941.0
2023-06-06,96.9396,97.1329,95.4807,95.6256,1889059.0
2023-06-07,95.9831,98.0991,95.1183,97.8865,1387450.0
2023-06-08,97.7319,98.1691,96.5821,98.0701,1255313.0
2023-06-09,98.302,98.478,97.5967,98.0121,1217355.0
2023-06-10,98.302,98.478,97.5967,98.0121,1217355.0
2023-06-11,98.302,98.478,97.5967,98.0121,1217355.0
2023-06-12,98.2247,98.5532,97.3744,97.8672,601311.0
2023-06-13,97.0942,98.0025,96.7947,97.3938,921628.0
2023-06-14,97.7319,98.8527,97.558,97.8769,1142580.0
2023-06-15,98.2054,98.93,97.8527,98.7368,1144989.0
2023-06-16,98.8914,99.7803,98.3841,98.5629,3773495.0
2023-06-17,98.8914,99.7803,98.3841,98.5629,3773495.0
2023-06-18,98.8914,99.7803,98.3841,98.5629,3773495.0
2023-06-19,98.8914,99.7803,98.3841,98.5629,3773495.0
2023-06-20,98.2827,98.4807,95.9927,96.1667,1788610.0
2023-06-21,95.8092,97.4807,94.8043,97.1908,1288770.0
2023-06-22,97.7223,97.8575,95.7029,95.8285,1109948.0
2023-06-23,96.3116,96.4855,93.4999,93.8478,1744101.0
2023-06-24,96.3116,96.4855,93.4999,93.8478,1744101.0
2023-06-25,96.3116,96.4855,93.4999,93.8478,1744101.0
2023-06-26,94.1666,95.8526,94.0313,95.6063,1251817.0
2023-06-27,95.8961,96.0894,95.2246,95.4613,1157659.0
2023-06-28,94.5917,94.669,90.9781,92.5337,5216456.0
2023-06-29,91.6158,92.7753,91.0651,92.4951,4422268.0
2023-06-30,92.7173,94.2922,92.2245,94.0797,4079128.0
2023-07-01,92.7173,94.2922,92.2245,94.0797,4079128.0
2023-07-02,92.7173,94.2922,92.2245,94.0797,4079128.0
2023-07-03,93.2584,95.0555,93.0168,94.8236,1603232.0
2023-07-04,93.2584,95.0555,93.0168,94.8236,1603232.0
2023-07-05,94.1376,96.4759,93.5869,95.8092,3032143.0
2023-07-06,94.9879,95.7898,93.9541,95.442,2716055.0
2023-07-07,94.7367,95.1232,94.041,94.1666,1831913.0
2023-07-08,94.7367,95.1232,94.041,94.1666,1831913.0
2023-07-09,94.7367,95.1232,94.041,94.1666,1831913.0
2023-07-10,93.8188,94.3695,92.4758,93.1038,1249794.0
2023-07-11,93.2101,94.3695,92.756,94.3019,1088949.0
2023-07-12,94.7174,95.6304,94.0313,95.0072,983737.0
2023-07-13,94.785,95.6739,94.6401,95.6739,1168665.0
2023-07-14,95.3357,96.8623,94.9106,96.5048,1407670.0
2023-07-15,95.3357,96.8623,94.9106,96.5048,1407670.0
2023-07-16,95.3357,96.8623,94.9106,96.5048,1407670.0
2023-07-17,96.1957,96.4275,95.1232,95.4034,1444028.0
