,ETR US Equity,ETR US Equity,ETR US Equity,ETR US Equity,ETR US Equity
2020-05-21,84.2545,84.9544,83.9866,84.3582,1129153.0
2020-05-22,84.289,84.8852,83.8656,84.6433,955544.0
2020-05-23,84.289,84.8852,83.8656,84.6433,955544.0
2020-05-24,84.289,84.8852,83.8656,84.6433,955544.0
2020-05-25,84.289,84.8852,83.8656,84.6433,955544.0
2020-05-26,86.6566,87.4861,85.9999,86.1813,1120997.0
2020-05-27,87.5552,87.6848,84.9112,85.948,811983.0
2020-05-28,87.2268,89.3265,86.7602,89.0586,1201858.0
2020-05-29,88.7821,89.1018,87.2441,87.9786,1820284.0
2020-05-30,88.7821,89.1018,87.2441,87.9786,1820284.0
2020-05-31,88.7821,89.1018,87.2441,87.9786,1820284.0
2020-06-01,87.8058,89.6894,87.4861,88.7217,943241.0
2020-06-02,88.7562,89.4993,87.6848,89.4561,1178725.0
2020-06-03,89.9573,90.9682,89.5425,89.8968,972451.0
2020-06-04,89.3351,89.603,86.4492,87.4688,1038982.0
2020-06-05,89.7067,92.0051,89.0759,89.6289,1058736.0
2020-06-06,89.7067,92.0051,89.0759,89.6289,1058736.0
2020-06-07,89.7067,92.0051,89.0759,89.6289,1058736.0
2020-06-08,89.6894,91.8496,89.1018,91.4953,1133001.0
2020-06-09,90.2856,90.3288,88.5834,89.2919,1001439.0
2020-06-10,89.698,90.0955,87.944,88.2983,1092927.0
2020-06-11,86.4146,86.4751,82.9411,83.6151,1499234.0
2020-06-12,85.3259,85.3821,81.8524,83.3126,1690014.0
2020-06-13,85.3259,85.3821,81.8524,83.3126,1690014.0
2020-06-14,85.3259,85.3821,81.8524,83.3126,1690014.0
2020-06-15,81.5154,84.3538,80.59,83.978,1421621.0
2020-06-16,86.4578,86.9676,83.8829,84.6087,1132205.0
2020-06-17,85.4037,85.5592,82.8029,83.8743,1101061.0
2020-06-18,83.3645,84.3841,82.5955,84.2458,1212519.0
2020-06-19,85.5938,85.5938,81.4031,81.6709,4296218.0
2020-06-20,85.5938,85.5938,81.4031,81.6709,4296218.0
2020-06-21,85.5938,85.5938,81.4031,81.6709,4296218.0
2020-06-22,81.524,84.289,80.7766,83.7879,1621429.0
2020-06-23,84.5915,84.6606,82.0511,82.0857,1709510.0
2020-06-24,81.2735,81.5672,79.4244,80.7982,1216168.0
2020-06-25,80.7032,80.7032,78.7158,79.8046,1583593.0
2020-06-26,79.8046,81.2043,78.6986,79.1997,1973158.0
2020-06-27,79.8046,81.2043,78.6986,79.1997,1973158.0
2020-06-28,79.8046,81.2043,78.6986,79.1997,1973158.0
2020-06-29,79.8823,81.0402,78.664,81.0229,823111.0
2020-06-30,81.0834,81.7746,80.4267,81.0575,1060151.0
2020-07-01,81.0229,83.9434,80.997,83.5719,932821.0
2020-07-02,84.6001,85.2568,83.3904,83.6928,877339.0
2020-07-03,84.6001,85.2568,83.3904,83.6928,877339.0
2020-07-04,84.6001,85.2568,83.3904,83.6928,877339.0
2020-07-05,84.6001,85.2568,83.3904,83.6928,877339.0
2020-07-06,84.5396,85.2827,82.1721,83.2954,643908.0
2020-07-07,82.5264,83.3904,82.0382,82.8201,928688.0
2020-07-08,82.8374,84.073,82.319,83.7274,1316136.0
2020-07-09,83.9866,83.9866,81.0488,83.3386,1372884.0
2020-07-10,83.0361,84.963,83.0361,84.8075,787816.0
2020-07-11,83.0361,84.963,83.0361,84.8075,787816.0
2020-07-12,83.0361,84.963,83.0361,84.8075,787816.0
2020-07-13,84.8507,85.1963,82.8115,83.2435,1314601.0
2020-07-14,83.2954,84.9198,83.2349,84.3582,1345913.0
2020-07-15,85.5938,85.7752,82.9584,83.1571,1583988.0
2020-07-16,83.3904,85.2395,83.0361,84.963,1084400.0
2020-07-17,85.5938,86.8726,85.179,86.7862,899593.0
2020-07-18,85.5938,86.8726,85.179,86.7862,899593.0
2020-07-19,85.5938,86.8726,85.179,86.7862,899593.0
2020-07-20,86.406,86.5961,84.7815,85.0148,744406.0
2020-07-21,86.5702,86.7343,85.2913,86.0172,1162739.0
2020-07-22,85.8011,89.7153,85.0494,89.1105,2140318.0
2020-07-23,89.1883,90.6917,88.7001,89.8795,1085830.0
2020-07-24,90.0178,90.7004,88.0909,88.7044,884423.0
2020-07-25,90.0178,90.7004,88.0909,88.7044,884423.0
2020-07-26,90.0178,90.7004,88.0909,88.7044,884423.0
2020-07-27,88.4884,88.4884,87.0497,87.9008,740260.0
2020-07-28,87.4861,89.3524,87.4861,88.713,965873.0
2020-07-29,89.4216,91.0805,88.5143,89.9745,1448030.0
2020-07-30,89.0846,90.614,88.6525,90.4152,967766.0
2020-07-31,89.8968,90.9596,89.6116,90.8386,1685961.0
2020-08-01,89.8968,90.9596,89.6116,90.8386,1685961.0
2020-08-02,89.8968,90.9596,89.6116,90.8386,1685961.0
2020-08-03,90.8386,90.9812,88.3501,88.6698,940500.0
2020-08-04,88.5661,89.9486,88.2983,89.1364,724030.0
2020-08-05,89.3438,89.4302,86.6911,86.717,1253400.0
2020-08-06,86.6393,88.4279,86.406,88.3847,887425.0
2020-08-07,88.16,90.5535,88.16,90.4411,850550.0
2020-08-08,88.16,90.5535,88.16,90.4411,850550.0
2020-08-09,88.16,90.5535,88.16,90.4411,850550.0
2020-08-10,90.8472,91.5515,90.2986,91.3311,739675.0
2020-08-11,91.4867,92.0656,87.8922,88.2291,1534919.0
2020-08-12,88.6216,89.8162,87.9937,88.639,1154469.0
2020-08-13,88.2379,88.8439,87.6362,88.7088,616786.0
2020-08-14,88.5344,89.0837,87.3833,88.0112,720966.0
2020-08-15,88.5344,89.0837,87.3833,88.0112,720966.0
2020-08-16,88.5344,89.0837,87.3833,88.0112,720966.0
2020-08-17,88.0373,88.9878,87.4531,87.7234,1091155.0
2020-08-18,87.8368,88.0809,86.2672,87.2874,783861.0
2020-08-19,87.4095,87.6536,86.2584,86.3195,612186.0
2020-08-20,85.8399,86.241,84.5144,85.2033,866743.0
2020-08-21,85.5696,85.6655,84.3836,85.5696,921781.0
2020-08-22,85.5696,85.6655,84.3836,85.5696,921781.0
2020-08-23,85.5696,85.6655,84.3836,85.5696,921781.0
2020-08-24,85.8922,86.1974,84.7324,86.0143,752991.0
2020-08-25,86.3805,86.3805,84.9504,85.2992,793817.0
2020-08-26,84.8109,84.8894,83.8692,83.9302,1157173.0
2020-08-27,84.3313,85.0464,83.3285,84.8109,1165577.0
2020-08-28,84.9853,86.4241,84.4142,86.2933,1196499.0
2020-08-29,84.9853,86.4241,84.4142,86.2933,1196499.0
2020-08-30,84.9853,86.4241,84.4142,86.2933,1196499.0
2020-08-31,86.0143,86.8732,85.8137,86.4503,1196085.0
2020-09-01,86.2846,86.2933,84.5929,85.1859,904805.0
2020-09-02,85.212,88.1507,84.8545,87.6188,864300.0
2020-09-03,87.9937,88.5082,84.5624,85.4562,1681549.0
2020-09-04,85.9358,86.084,84.4011,85.369,987514.0
2020-09-05,85.9358,86.084,84.4011,85.369,987514.0
2020-09-06,85.9358,86.084,84.4011,85.369,987514.0
2020-09-07,85.9358,86.084,84.4011,85.369,987514.0
2020-09-08,85.2731,85.9445,83.7558,85.4126,1261036.0
2020-09-09,85.7614,87.0868,85.6916,85.7788,850003.0
2020-09-10,85.4824,85.9009,83.5029,83.5814,1005387.0
2020-09-11,83.6686,83.6686,82.5524,83.2326,1486663.0
2020-09-12,83.6686,83.6686,82.5524,83.2326,1486663.0
2020-09-13,83.6686,83.6686,82.5524,83.2326,1486663.0
2020-09-14,83.782,84.9504,83.6267,84.34,749365.0
2020-09-15,84.9156,85.8748,83.7384,84.1831,853422.0
2020-09-16,83.9738,85.1248,83.8168,84.4447,1079514.0
2020-09-17,83.7994,85.2556,82.91,85.1336,1360205.0
2020-09-18,84.9592,85.3603,83.1367,83.2152,1700552.0
2020-09-19,84.9592,85.3603,83.1367,83.2152,1700552.0
2020-09-20,84.9592,85.3603,83.1367,83.2152,1700552.0
2020-09-21,82.4304,83.686,81.3491,82.692,1387178.0
2020-09-22,82.6832,85.3428,82.4565,84.8284,1573500.0
2020-09-23,84.8807,85.1597,82.91,82.9884,1282311.0
2020-09-24,82.7356,83.9476,81.6543,83.5204,1088791.0
2020-09-25,83.1716,84.6191,82.8664,84.5668,801211.0
2020-09-26,83.1716,84.6191,82.8664,84.5668,801211.0
2020-09-27,83.1716,84.6191,82.8664,84.5668,801211.0
2020-09-28,85.1074,85.4736,84.1831,84.3052,940121.0
2020-09-29,84.5406,84.8284,82.9666,83.5204,825567.0
2020-09-30,84.2354,86.2846,84.1569,85.9184,1651420.0
2020-10-01,86.1712,88.3774,86.0404,88.3164,1634883.0
2020-10-02,87.6362,90.88,87.3484,90.383,2321001.0
2020-10-03,87.6362,90.88,87.3484,90.383,2321001.0
2020-10-04,87.6362,90.88,87.3484,90.383,2321001.0
2020-10-05,90.1824,91.6125,89.2363,91.3945,1145161.0
2020-10-06,91.7782,94.0541,91.255,92.4758,1541050.0
2020-10-07,93.217,93.3042,90.9018,91.2986,1572594.0
2020-10-08,91.6561,93.6356,91.4992,93.4873,885882.0
2020-10-09,93.5658,93.6181,91.6823,92.3014,947970.0
2020-10-10,93.5658,93.6181,91.6823,92.3014,947970.0
2020-10-11,93.5658,93.6181,91.6823,92.3014,947970.0
2020-10-12,92.4061,93.0688,91.9177,92.6066,1186082.0
2020-10-13,91.9526,93.1734,91.6387,92.8508,1312537.0
2020-10-14,92.9031,93.6294,91.4076,92.2229,1103830.0
2020-10-15,91.3422,92.6677,90.9236,91.8393,844893.0
2020-10-16,91.9352,93.3565,91.3858,93.0165,1106990.0
2020-10-17,91.9352,93.3565,91.3858,93.0165,1106990.0
2020-10-18,91.9352,93.3565,91.3858,93.0165,1106990.0
2020-10-19,92.72,93.592,91.6649,91.8567,1163015.0
2020-10-20,92.3625,93.2824,91.7085,92.6241,1131227.0
2020-10-21,92.1881,94.3593,92.1793,93.1821,1186545.0
2020-10-22,93.3129,94.4727,92.4758,94.2111,983251.0
2020-10-23,94.8302,95.4493,94.0062,95.0046,1124079.0
2020-10-24,94.8302,95.4493,94.0062,95.0046,1124079.0
2020-10-25,94.8302,95.4493,94.0062,95.0046,1124079.0
2020-10-26,94.0803,95.3534,93.6094,95.0569,1092933.0
2020-10-27,94.8215,95.2488,93.3042,93.7925,1180197.0
2020-10-28,92.3276,93.5397,89.4587,89.6505,1863286.0
2020-10-29,89.2407,89.5808,87.8629,88.4908,1517285.0
2020-10-30,88.1768,88.7872,86.3762,88.264,1511589.0
2020-10-31,88.1768,88.7872,86.3762,88.264,1511589.0
2020-11-01,88.1768,88.7872,86.3762,88.264,1511589.0
2020-11-02,89.6244,92.0224,88.3425,91.8567,1169945.0
2020-11-03,93.0949,94.9785,92.4845,94.3419,1943299.0
2020-11-04,93.6094,95.1354,92.0049,92.2142,992278.0
2020-11-05,92.8857,94.6907,92.8486,93.1473,725945.0
2020-11-06,92.9816,93.7882,91.1417,91.4817,790384.0
2020-11-07,92.9816,93.7882,91.1417,91.4817,790384.0
2020-11-08,92.9816,93.7882,91.1417,91.4817,790384.0
2020-11-09,95.6848,98.2833,94.9959,95.179,1073832.0
2020-11-10,95.6013,97.0087,95.1351,96.0851,947794.0
2020-11-11,96.5953,96.8768,95.3286,96.6129,909051.0
2020-11-12,95.9532,96.4458,94.0003,94.7832,912211.0
2020-11-13,95.1351,96.4722,95.1351,96.0411,1229844.0
2020-11-14,95.1351,96.4722,95.1351,96.0411,1229844.0
2020-11-15,95.1351,96.4722,95.1351,96.0411,1229844.0
2020-11-16,98.6009,99.2871,96.9999,99.1991,1275282.0
2020-11-17,98.7593,99.4982,98.2491,98.4866,1239838.0
2020-11-18,99.0584,99.7181,96.8504,96.9296,1323008.0
2020-11-19,96.956,96.956,95.3198,95.8564,1048986.0
2020-11-20,95.7596,96.6657,95.3286,95.8652,1407225.0
2020-11-21,95.7596,96.6657,95.3286,95.8652,1407225.0
2020-11-22,95.7596,96.6657,95.3286,95.8652,1407225.0
2020-11-23,96.1643,96.956,95.4276,96.5161,1125871.0
2020-11-24,97.5102,97.5189,96.5337,97.2902,1230840.0
2020-11-25,97.4662,98.9176,96.4897,98.7417,1169184.0
2020-11-26,97.4662,98.9176,96.4897,98.7417,1169184.0
2020-11-27,98.8472,98.8472,97.1935,98.0907,812734.0
2020-11-28,98.8472,98.8472,97.1935,98.0907,812734.0
2020-11-29,98.8472,98.8472,97.1935,98.0907,812734.0
2020-11-30,97.6245,97.6245,95.2054,95.7508,2379383.0
2020-12-01,96.481,97.7125,95.6365,95.7508,1093076.0
2020-12-02,95.2406,95.6893,93.5077,95.5397,1641299.0
2020-12-03,95.0207,95.3362,93.4021,93.8068,1175637.0
2020-12-04,94.0795,94.4665,92.9271,93.886,924088.0
2020-12-05,94.0795,94.4665,92.9271,93.886,924088.0
2020-12-06,94.0795,94.4665,92.9271,93.886,924088.0
2020-12-07,93.1031,94.7392,92.7072,93.7804,922557.0
2020-12-08,93.0151,93.9036,92.6017,92.6192,1058890.0
2020-12-09,93.0063,93.3626,91.2646,91.8891,1644437.0
2020-12-10,91.8891,92.4521,90.5784,90.8335,1479979.0
2020-12-11,90.5521,90.9831,89.8131,90.4113,1130608.0
2020-12-12,90.5521,90.9831,89.8131,90.4113,1130608.0
2020-12-13,90.5521,90.9831,89.8131,90.4113,1130608.0
2020-12-14,90.772,91.8452,89.083,89.2062,1032007.0
2020-12-15,89.5141,90.6488,88.3617,90.2354,1640384.0
2020-12-16,90.0594,90.9831,88.3441,88.4057,1533561.0
2020-12-17,88.8279,89.7076,88.2298,88.4585,1185757.0
2020-12-18,88.4145,88.74,87.4117,87.9834,2211531.0
2020-12-19,88.4145,88.74,87.4117,87.9834,2211531.0
2020-12-20,88.4145,88.74,87.4117,87.9834,2211531.0
2020-12-21,87.1654,87.2093,84.9574,85.3445,1284079.0
2020-12-22,85.5116,85.5116,83.9898,84.456,1222432.0
2020-12-23,84.975,85.6436,83.9546,83.981,1307483.0
2020-12-24,84.0954,84.2273,83.3037,83.8754,616103.0
2020-12-25,84.0954,84.2273,83.3037,83.8754,616103.0
2020-12-26,84.0954,84.2273,83.3037,83.8754,616103.0
2020-12-27,84.0954,84.2273,83.3037,83.8754,616103.0
2020-12-28,84.1393,84.6407,83.6995,84.1481,1271824.0
2020-12-29,84.6407,85.494,84.6232,85.0982,2265007.0
2020-12-30,84.9926,87.0422,84.7815,86.7695,1269341.0
2020-12-31,86.5144,87.9395,85.9163,87.8251,992280.0
2021-01-01,86.5144,87.9395,85.9163,87.8251,992280.0
2021-01-02,86.5144,87.9395,85.9163,87.8251,992280.0
2021-01-03,86.5144,87.9395,85.9163,87.8251,992280.0
2021-01-04,87.8075,88.0318,85.7931,86.2153,1457995.0
2021-01-05,86.4792,86.8223,84.8958,85.063,1629180.0
2021-01-06,85.8283,86.9191,85.2741,86.4089,1486811.0
2021-01-07,86.3913,86.7079,83.374,83.4268,1612596.0
2021-01-08,83.462,84.0426,82.7935,83.9986,1333837.0
2021-01-09,83.462,84.0426,82.7935,83.9986,1333837.0
2021-01-10,83.462,84.0426,82.7935,83.9986,1333837.0
2021-01-11,83.5764,84.3329,82.4592,83.031,1033916.0
2021-01-12,82.6263,82.9518,80.7351,81.5443,1378951.0
2021-01-13,81.6851,82.4768,80.955,82.38,1864532.0
2021-01-14,83.0046,83.1101,81.6587,82.6879,1885394.0
2021-01-15,82.468,84.1569,81.861,83.7875,1783833.0
2021-01-16,82.468,84.1569,81.861,83.7875,1783833.0
2021-01-17,82.468,84.1569,81.861,83.7875,1783833.0
2021-01-18,82.468,84.1569,81.861,83.7875,1783833.0
2021-01-19,83.7875,84.3856,83.2597,83.6731,1680965.0
2021-01-20,83.0398,83.7611,82.9342,83.3213,1128262.0
2021-01-21,83.3916,83.594,82.3624,82.3976,1171737.0
2021-01-22,82.0809,82.943,81.0429,82.6615,1173750.0
2021-01-23,82.0809,82.943,81.0429,82.6615,1173750.0
2021-01-24,82.0809,82.943,81.0429,82.6615,1173750.0
2021-01-25,82.1601,84.0074,81.9754,83.3476,1734657.0
2021-01-26,83.6027,83.9634,82.9166,83.2949,1582758.0
2021-01-27,82.6175,83.6379,81.4476,82.3448,2305525.0
2021-01-28,82.3448,85.406,82.3448,84.3329,1938831.0
2021-01-29,83.8139,84.7287,83.031,83.8579,2573295.0
2021-01-30,83.8139,84.7287,83.031,83.8579,2573295.0
2021-01-31,83.8139,84.7287,83.031,83.8579,2573295.0
2021-02-01,83.8403,84.7331,83.1717,83.6995,1924098.0
2021-02-02,84.0514,85.7491,83.3564,84.2977,1276245.0
2021-02-03,84.2449,84.7023,83.3828,83.4708,984109.0
2021-02-04,83.6203,85.3885,83.2069,84.8607,1261975.0
2021-02-05,85.3269,86.0262,84.8607,85.0014,823918.0
2021-02-06,85.3269,86.0262,84.8607,85.0014,823918.0
2021-02-07,85.3269,86.0262,84.8607,85.0014,823918.0
2021-02-08,84.7463,84.8519,82.9606,83.1013,1151035.0
2021-02-09,83.7083,83.8139,82.4944,83.5676,780623.0
2021-02-10,84.2449,84.8079,83.4356,84.456,1247778.0
2021-02-11,84.6426,84.9269,83.7642,84.0829,1507069.0
2021-02-12,84.0918,84.5715,83.5854,84.305,1107634.0
2021-02-13,84.0918,84.5715,83.5854,84.305,1107634.0
2021-02-14,84.0918,84.5715,83.5854,84.305,1107634.0
2021-02-15,84.0918,84.5715,83.5854,84.305,1107634.0
2021-02-16,84.305,84.4027,83.2389,83.2922,1152405.0
2021-02-17,83.4876,83.6831,82.2083,82.7946,825941.0
2021-02-18,82.9723,83.8785,82.5992,83.4521,835080.0
2021-02-19,83.5143,83.692,82.537,82.7857,1326701.0
2021-02-20,83.5143,83.692,82.537,82.7857,1326701.0
2021-02-21,83.5143,83.692,82.537,82.7857,1326701.0
2021-02-22,82.9723,83.3899,78.8144,79.1431,3412008.0
2021-02-23,79.7206,81.0977,79.3208,80.9911,1664108.0
2021-02-24,80.9822,82.2259,79.614,79.9338,1751176.0
2021-02-25,79.5251,80.1289,77.4106,78.2191,1449707.0
2021-02-26,78.4323,79.0898,77.1174,77.1263,1710082.0
2021-02-27,78.4323,79.0898,77.1174,77.1263,1710082.0
2021-02-28,78.4323,79.0898,77.1174,77.1263,1710082.0
2021-03-01,78.1214,79.8627,77.8904,77.9704,1795779.0
2021-03-02,78.0059,79.4008,77.3929,78.8588,1746828.0
2021-03-03,78.5301,78.7788,76.7443,77.6772,1712137.0
2021-03-04,77.8282,78.4235,76.2112,77.8193,2269343.0
