,IBP US Equity,IBP US Equity,IBP US Equity,IBP US Equity,IBP US Equity
2019-05-07,51.5869,52.4632,50.8897,51.6906,232042.0
2019-05-08,51.5681,51.7283,49.8626,49.9851,166559.0
2019-05-09,49.8061,51.4644,49.8061,51.3985,121559.0
2019-05-10,51.455,52.2653,50.9698,52.0392,160366.0
2019-05-11,51.455,52.2653,50.9698,52.0392,160366.0
2019-05-12,51.455,52.2653,50.9698,52.0392,160366.0
2019-05-13,51.1441,51.5021,50.1076,50.7672,118862.0
2019-05-14,50.7766,52.1994,50.5693,51.945,183896.0
2019-05-15,51.3608,52.6611,51.1158,52.5009,182042.0
2019-05-16,50.8143,52.1146,49.9474,51.9355,398305.0
2019-05-17,51.4644,52.1805,51.0216,51.3043,107625.0
2019-05-18,51.4644,52.1805,51.0216,51.3043,107625.0
2019-05-19,51.4644,52.1805,51.0216,51.3043,107625.0
2019-05-20,50.9556,51.5021,49.5329,50.0134,274107.0
2019-05-21,50.0417,52.5857,50.0417,52.1805,356102.0
2019-05-22,51.7283,52.0062,50.8331,51.3137,266606.0
2019-05-23,51.1252,51.9073,50.4845,50.786,128873.0
2019-05-24,51.2854,51.9261,50.9462,51.7848,199760.0
2019-05-25,51.2854,51.9261,50.9462,51.7848,199760.0
2019-05-26,51.2854,51.9261,50.9462,51.7848,199760.0
2019-05-27,51.2854,51.9261,50.9462,51.7848,199760.0
2019-05-28,51.8979,52.0015,49.7496,50.0699,227497.0
2019-05-29,49.8344,50.2301,48.6566,49.0052,379585.0
2019-05-30,49.0806,49.6365,48.2797,49.1183,102407.0
2019-05-31,48.7697,49.7307,48.4682,48.4682,290370.0
2019-06-01,48.7697,49.7307,48.4682,48.4682,290370.0
2019-06-02,48.7697,49.7307,48.4682,48.4682,290370.0
2019-06-03,48.6001,49.9003,48.3928,49.3444,107004.0
2019-06-04,49.8909,50.3903,49.0146,50.2395,176319.0
2019-06-05,50.5034,51.21,50.1547,50.8426,171086.0
2019-06-06,50.8237,51.3702,49.4763,50.1265,72994.0
2019-06-07,49.8438,51.2195,48.9958,51.0216,152349.0
2019-06-08,49.8438,51.2195,48.9958,51.0216,152349.0
2019-06-09,49.8438,51.2195,48.9958,51.0216,152349.0
2019-06-10,51.2948,52.6187,51.1629,51.4267,124379.0
2019-06-11,51.5963,51.7659,49.3774,49.8721,94630.0
2019-06-12,49.8626,50.8049,49.6648,50.0605,95568.0
2019-06-13,50.2301,51.7659,50.117,51.4079,145772.0
2019-06-14,51.2666,52.0109,50.8614,50.9745,77306.0
2019-06-15,51.2666,52.0109,50.8614,50.9745,77306.0
2019-06-16,51.2666,52.0109,50.8614,50.9745,77306.0
2019-06-17,50.9274,50.9274,49.8061,50.5222,117238.0
2019-06-18,50.9085,51.3514,50.0417,50.2772,108873.0
2019-06-19,50.2113,50.4751,48.6566,49.9569,110341.0
2019-06-20,50.4468,51.3891,50.4468,51.3137,135840.0
2019-06-21,51.0122,51.3702,50.2113,50.9274,323332.0
2019-06-22,51.0122,51.3702,50.2113,50.9274,323332.0
2019-06-23,51.0122,51.3702,50.2113,50.9274,323332.0
2019-06-24,51.0404,51.5492,50.2207,51.1535,149900.0
2019-06-25,51.5869,51.8979,50.2866,50.6541,277074.0
2019-06-26,50.8331,51.1347,48.9958,49.1466,139097.0
2019-06-27,49.3727,52.0675,48.845,52.0015,143837.0
2019-06-28,51.9638,55.8458,51.9638,55.7987,590211.0
2019-06-29,51.9638,55.8458,51.9638,55.7987,590211.0
2019-06-30,51.9638,55.8458,51.9638,55.7987,590211.0
2019-07-01,56.3829,56.4677,53.7446,54.3288,142146.0
2019-07-02,54.3853,55.0449,53.4996,54.2911,101705.0
2019-07-03,54.5644,55.5254,54.3194,55.0826,55849.0
2019-07-04,54.5644,55.5254,54.3194,55.0826,55849.0
2019-07-05,54.5549,54.5549,53.1981,54.2346,81948.0
2019-07-06,54.5549,54.5549,53.1981,54.2346,81948.0
2019-07-07,54.5549,54.5549,53.1981,54.2346,81948.0
2019-07-08,54.2252,54.3382,53.575,54.0367,197735.0
2019-07-09,53.7258,53.7258,52.5951,52.7364,91621.0
2019-07-10,53.2547,53.3489,52.0015,53.1793,115744.0
2019-07-11,52.9908,53.1428,51.8884,53.0191,175753.0
2019-07-12,53.3583,54.6397,52.972,54.2628,167825.0
2019-07-13,53.3583,54.6397,52.972,54.2628,167825.0
2019-07-14,53.3583,54.6397,52.972,54.2628,167825.0
2019-07-15,54.3476,54.3476,52.7741,53.1322,76185.0
2019-07-16,52.7459,53.7917,52.7459,53.6692,130702.0
2019-07-17,53.5468,53.7917,51.3043,51.3514,128855.0
2019-07-18,51.7848,52.2249,50.3714,51.6246,143656.0
2019-07-19,51.7754,51.7754,49.9192,50.004,209445.0
2019-07-20,51.7754,51.7754,49.9192,50.004,209445.0
2019-07-21,51.7754,51.7754,49.9192,50.004,209445.0
2019-07-22,50.2018,50.2018,49.2785,49.4481,157766.0
2019-07-23,49.6648,49.6648,48.2137,49.1654,144853.0
2019-07-24,48.9581,50.7766,48.9581,50.4939,86159.0
2019-07-25,50.6353,51.5634,50.117,50.3997,108169.0
2019-07-26,50.4751,51.3891,49.4669,50.0982,107609.0
2019-07-27,50.4751,51.3891,49.4669,50.0982,107609.0
2019-07-28,50.4751,51.3891,49.4669,50.0982,107609.0
2019-07-29,50.117,50.6447,48.977,49.2785,224391.0
2019-07-30,48.8922,50.9933,48.8922,50.3243,236331.0
2019-07-31,50.4374,51.521,49.8909,50.2018,177590.0
2019-08-01,50.362,52.6516,49.7778,49.9192,268979.0
2019-08-02,49.3915,49.8815,48.8262,49.8344,200484.0
2019-08-03,49.3915,49.8815,48.8262,49.8344,200484.0
2019-08-04,49.3915,49.8815,48.8262,49.8344,200484.0
2019-08-05,49.1748,49.1748,47.3469,47.8557,119481.0
2019-08-06,48.3268,49.8862,48.3268,49.759,153643.0
2019-08-07,49.2973,50.8519,48.8682,50.6541,206363.0
2019-08-08,51.7942,52.5715,49.9663,52.3219,296827.0
2019-08-09,52.5103,53.7446,52.0203,52.4443,191274.0
2019-08-10,52.5103,53.7446,52.0203,52.4443,191274.0
2019-08-11,52.5103,53.7446,52.0203,52.4443,191274.0
2019-08-12,52.1617,53.1039,51.4456,52.5574,77953.0
2019-08-13,52.2936,53.8294,51.9921,53.3866,142456.0
2019-08-14,52.6422,53.2688,52.058,52.7082,98497.0
2019-08-15,52.9908,53.6033,52.1805,52.2371,114481.0
2019-08-16,52.5103,53.2358,52.1711,53.0285,194535.0
2019-08-17,52.5103,53.2358,52.1711,53.0285,194535.0
2019-08-18,52.5103,53.2358,52.1711,53.0285,194535.0
2019-08-19,53.8765,55.0261,53.7917,54.6115,125428.0
2019-08-20,54.7999,56.3923,54.1686,55.4877,259468.0
2019-08-21,56.5242,56.5242,55.5537,55.695,268501.0
2019-08-22,55.7893,56.2462,54.9507,55.2333,264405.0
2019-08-23,54.6492,55.4453,52.4067,52.5668,285935.0
2019-08-24,54.6492,55.4453,52.4067,52.5668,285935.0
2019-08-25,54.6492,55.4453,52.4067,52.5668,285935.0
2019-08-26,53.1887,53.217,51.912,52.4915,203224.0
2019-08-27,53.0191,53.0945,51.2195,51.2571,122272.0
2019-08-28,51.097,53.1133,50.4091,52.7364,207608.0
2019-08-29,53.4243,54.3476,53.0662,53.3395,377721.0
2019-08-30,53.7446,54.2063,52.727,53.6221,441061.0
2019-08-31,53.7446,54.2063,52.727,53.6221,441061.0
2019-09-01,53.7446,54.2063,52.727,53.6221,441061.0
2019-09-02,53.7446,54.2063,52.727,53.6221,441061.0
2019-09-03,53.1133,53.5939,51.5115,51.7283,247940.0
2019-09-04,52.4726,53.33,52.2653,52.4632,251099.0
2019-09-05,53.3206,53.4431,51.3325,51.6906,160601.0
2019-09-06,51.9544,52.6799,51.8884,52.0109,150289.0
2019-09-07,51.9544,52.6799,51.8884,52.0109,150289.0
2019-09-08,51.9544,52.6799,51.8884,52.0109,150289.0
2019-09-09,52.1994,52.7647,51.3231,51.9073,143857.0
2019-09-10,51.7377,52.3313,50.4186,51.9167,132043.0
2019-09-11,52.124,55.2522,52.124,55.1485,151380.0
2019-09-12,55.5254,56.0672,54.6397,55.0826,138237.0
2019-09-13,55.2051,55.6573,54.602,54.8376,154657.0
2019-09-14,55.2051,55.6573,54.602,54.8376,154657.0
2019-09-15,55.2051,55.6573,54.602,54.8376,154657.0
2019-09-16,54.8941,56.0342,54.6147,55.7139,108679.0
2019-09-17,55.4972,56.5053,55.271,56.2133,90658.0
2019-09-18,56.5336,57.1555,55.6385,56.7032,218174.0
2019-09-19,56.9388,57.7444,56.5581,56.8728,309597.0
2019-09-20,56.9859,57.2026,55.8552,55.9117,253018.0
2019-09-21,56.9859,57.2026,55.8552,55.9117,253018.0
2019-09-22,56.9859,57.2026,55.8552,55.9117,253018.0
2019-09-23,55.7893,56.3075,55.5009,55.7987,113368.0
2019-09-24,56.4865,57.4287,55.9259,56.1096,173659.0
2019-09-25,56.5901,56.788,55.4501,56.1661,247303.0
2019-09-26,56.2227,56.6278,55.0637,55.1674,162279.0
2019-09-27,55.516,55.6385,53.1793,53.3489,136214.0
2019-09-28,55.516,55.6385,53.1793,53.3489,136214.0
2019-09-29,55.516,55.6385,53.1793,53.3489,136214.0
2019-09-30,53.4431,54.7057,53.4337,54.0273,371374.0
2019-10-01,54.31,54.6774,53.3112,53.7635,241822.0
2019-10-02,53.4525,53.6787,52.2747,53.4808,138354.0
2019-10-03,53.3112,54.5926,52.2747,53.8483,203241.0
2019-10-04,54.0179,55.3558,53.8106,55.3087,163720.0
2019-10-05,54.0179,55.3558,53.8106,55.3087,163720.0
2019-10-06,54.0179,55.3558,53.8106,55.3087,163720.0
2019-10-07,55.2616,56.1107,54.6401,55.4689,495569.0
2019-10-08,55.0072,55.7798,54.7151,55.0072,241654.0
2019-10-09,55.7139,56.4807,55.2428,55.8552,123641.0
2019-10-10,55.9212,56.1941,55.4124,55.5066,174446.0
2019-10-11,56.5336,56.6373,55.0637,55.1862,215663.0
2019-10-12,56.5336,56.6373,55.0637,55.1862,215663.0
2019-10-13,56.5336,56.6373,55.0637,55.1862,215663.0
2019-10-14,55.1203,55.2192,54.1969,54.847,424174.0
2019-10-15,55.3841,58.4181,55.2004,58.3238,767008.0
2019-10-16,58.2579,59.2943,58.1448,59.1718,604221.0
2019-10-17,59.7372,61.9326,59.7372,61.4143,369180.0
2019-10-18,61.2071,62.0315,61.0469,61.6122,149414.0
2019-10-19,61.2071,62.0315,61.0469,61.6122,149414.0
2019-10-20,61.2071,62.0315,61.0469,61.6122,149414.0
2019-10-21,62.187,62.856,61.2636,61.5086,205206.0
2019-10-22,61.9514,62.4131,61.2099,62.1776,454946.0
2019-10-23,62.1116,62.545,61.6405,62.2341,216069.0
2019-10-24,62.3566,62.3566,60.0858,60.5852,277498.0
2019-10-25,60.425,60.8773,59.7183,60.1423,206881.0
2019-10-26,60.425,60.8773,59.7183,60.1423,206881.0
2019-10-27,60.425,60.8773,59.7183,60.1423,206881.0
2019-10-28,60.3591,60.9055,58.5877,58.6819,302065.0
2019-10-29,58.4652,60.1188,58.2202,58.4181,204368.0
2019-10-30,58.5123,59.7089,57.6973,59.4451,211262.0
2019-10-31,59.6712,61.5934,59.3917,61.452,338095.0
2019-11-01,63.3082,72.1746,62.8936,71.3266,628229.0
2019-11-02,63.3082,72.1746,62.8936,71.3266,628229.0
2019-11-03,63.3082,72.1746,62.8936,71.3266,628229.0
2019-11-04,72.0709,72.0709,67.0489,67.6425,365140.0
2019-11-05,67.6142,68.4895,66.2857,66.493,274523.0
2019-11-06,66.493,67.096,65.0514,66.5966,188606.0
2019-11-07,66.851,66.9452,63.9395,65.1927,210801.0
2019-11-08,65.1079,65.5696,64.486,65.4565,121439.0
2019-11-09,65.1079,65.5696,64.486,65.4565,121439.0
2019-11-10,65.1079,65.5696,64.486,65.4565,121439.0
2019-11-11,64.8252,66.5683,64.8252,66.1726,138893.0
2019-11-12,66.427,67.4142,64.8928,66.1914,160413.0
2019-11-13,65.5601,67.2844,65.5601,66.9735,123427.0
2019-11-14,66.6343,67.454,66.1726,66.6249,103429.0
2019-11-15,66.9452,67.1242,65.5884,65.7392,95878.0
2019-11-16,66.9452,67.1242,65.5884,65.7392,95878.0
2019-11-17,66.9452,67.1242,65.5884,65.7392,95878.0
2019-11-18,65.8617,67.5294,65.8617,67.2279,121204.0
2019-11-19,67.3221,68.613,67.0394,67.0394,122889.0
2019-11-20,66.9546,68.6695,66.7945,67.341,139018.0
2019-11-21,68.6601,68.9145,67.242,67.8498,153078.0
2019-11-22,68.0947,68.2832,66.3045,67.209,73674.0
2019-11-23,68.0947,68.2832,66.3045,67.209,73674.0
2019-11-24,68.0947,68.2832,66.3045,67.209,73674.0
2019-11-25,67.8969,68.9757,67.5294,67.8215,204761.0
2019-11-26,67.9157,68.9427,67.52,68.0476,288747.0
2019-11-27,68.2832,68.8768,67.6425,67.7555,158355.0
2019-11-28,68.2832,68.8768,67.6425,67.7555,158355.0
2019-11-29,67.6142,68.1984,67.209,67.5577,73022.0
2019-11-30,67.6142,68.1984,67.209,67.5577,73022.0
2019-12-01,67.6142,68.1984,67.209,67.5577,73022.0
2019-12-02,67.4258,67.4258,65.2115,65.3905,165731.0
2019-12-03,64.7498,66.4835,64.7498,66.2574,210655.0
2019-12-04,66.5118,66.9894,65.8428,66.3893,241693.0
2019-12-05,66.4741,67.7178,66.4741,67.6519,209974.0
2019-12-06,67.6707,67.8969,66.6343,67.3221,150402.0
2019-12-07,67.6707,67.8969,66.6343,67.3221,150402.0
2019-12-08,67.6707,67.8969,66.6343,67.3221,150402.0
2019-12-09,67.1714,67.9817,66.8227,66.8416,121610.0
2019-12-10,66.8981,67.5671,66.361,66.8887,170932.0
2019-12-11,66.8604,67.7367,66.672,67.4823,76128.0
2019-12-12,67.5011,67.5011,64.6368,64.7875,166592.0
2019-12-13,65.5036,67.0112,65.2869,66.672,249168.0
2019-12-14,65.5036,67.0112,65.2869,66.672,249168.0
2019-12-15,65.5036,67.0112,65.2869,66.672,249168.0
2019-12-16,66.8981,67.1431,65.8522,65.9559,238236.0
2019-12-17,67.7461,71.8919,67.52,67.9063,514569.0
2019-12-18,68.0759,68.8627,67.1054,67.6896,220953.0
2019-12-19,67.3881,67.5671,64.6839,64.9571,254199.0
2019-12-20,65.089,66.2103,65.0702,65.5225,977127.0
2019-12-21,65.089,66.2103,65.0702,65.5225,977127.0
2019-12-22,65.089,66.2103,65.0702,65.5225,977127.0
2019-12-23,66.2197,67.5954,65.6921,66.2857,163866.0
2019-12-24,66.2857,66.9923,65.9654,66.8604,51114.0
2019-12-25,66.2857,66.9923,65.9654,66.8604,51114.0
2019-12-26,67.096,67.3598,65.7271,65.9088,60672.0
2019-12-27,65.9653,65.9653,64.8158,65.0796,109976.0
2019-12-28,65.9653,65.9653,64.8158,65.0796,109976.0
2019-12-29,65.9653,65.9653,64.8158,65.0796,109976.0
2019-12-30,65.0231,65.089,63.5344,64.8064,131391.0
2019-12-31,64.7027,65.6826,64.5614,64.8912,111886.0
2020-01-01,64.7027,65.6826,64.5614,64.8912,111886.0
2020-01-02,65.6449,66.0972,64.0432,65.0702,193601.0
2020-01-03,64.5425,65.8334,64.5425,65.5225,275632.0
2020-01-04,64.5425,65.8334,64.5425,65.5225,275632.0
2020-01-05,64.5425,65.8334,64.5425,65.5225,275632.0
2020-01-06,65.2869,66.2103,64.8723,65.7863,259490.0
2020-01-07,65.7863,66.2288,64.91,65.0513,137928.0
2020-01-08,65.3529,67.3598,65.0702,66.0407,197757.0
2020-01-09,65.9559,66.8887,65.2775,65.3529,128072.0
2020-01-10,65.4848,66.7097,65.1833,65.8805,192479.0
2020-01-11,65.4848,66.7097,65.1833,65.8805,192479.0
2020-01-12,65.4848,66.7097,65.1833,65.8805,192479.0
2020-01-13,65.8805,67.4163,65.8805,67.1808,129404.0
2020-01-14,67.0112,68.8579,66.6437,68.4151,259590.0
2020-01-15,68.4151,71.5433,68.3452,71.402,257187.0
2020-01-16,72.0427,72.0427,68.9757,70.6199,278231.0
2020-01-17,71.1852,72.0709,70.1676,70.4126,163299.0
2020-01-18,71.1852,72.0709,70.1676,70.4126,163299.0
2020-01-19,71.1852,72.0709,70.1676,70.4126,163299.0
2020-01-20,71.1852,72.0709,70.1676,70.4126,163299.0
2020-01-21,70.4315,72.1416,70.3372,71.6564,193879.0
2020-01-22,72.2688,72.787,71.7129,72.0804,308709.0
2020-01-23,72.2688,74.8411,71.9767,74.5301,424033.0
2020-01-24,74.5301,75.6137,71.9861,72.5797,202256.0
2020-01-25,74.5301,75.6137,71.9861,72.5797,202256.0
2020-01-26,74.5301,75.6137,71.9861,72.5797,202256.0
2020-01-27,71.6658,73.1828,71.2889,71.9579,182033.0
2020-01-28,72.7211,74.2946,72.2405,72.853,225973.0
2020-01-29,72.9472,73.5884,71.1193,72.2123,134308.0
2020-01-30,72.0427,73.2635,71.3925,72.1557,126394.0
2020-01-31,72.1934,72.4855,69.4987,69.8473,183425.0
2020-02-01,72.1934,72.4855,69.4987,69.8473,183425.0
2020-02-02,72.1934,72.4855,69.4987,69.8473,183425.0
2020-02-03,70.1017,71.972,70.1017,71.1287,205008.0
2020-02-04,71.7129,71.811,69.5976,70.7612,136367.0
2020-02-05,70.7141,72.9472,69.7719,72.2405,149330.0
2020-02-06,72.5515,72.5515,71.5904,72.0427,170051.0
2020-02-07,72.2028,72.2028,70.9968,71.3925,114505.0
2020-02-08,72.2028,72.2028,70.9968,71.3925,114505.0
2020-02-09,72.2028,72.2028,70.9968,71.3925,114505.0
2020-02-10,71.2512,72.1275,71.19,71.5339,139659.0
2020-02-11,71.9956,72.1086,70.8837,71.4114,121699.0
2020-02-12,71.4208,71.515,67.5058,70.2147,317401.0
2020-02-13,70.1582,71.8354,70.1582,70.4032,141489.0
2020-02-14,70.6387,71.1664,69.7531,71.0345,238315.0
2020-02-15,70.6387,71.1664,69.7531,71.0345,238315.0
2020-02-16,70.6387,71.1664,69.7531,71.0345,238315.0
2020-02-17,70.6387,71.1664,69.7531,71.0345,238315.0
2020-02-18,70.8837,71.3737,70.3804,70.9214,197310.0
2020-02-19,71.6092,73.9931,71.336,72.8153,519040.0
2020-02-20,73.0226,73.7481,71.8731,73.3806,294781.0
2020-02-21,73.3618,74.7704,72.4105,74.5678,270512.0
2020-02-22,73.3618,74.7704,72.4105,74.5678,270512.0
2020-02-23,73.3618,74.7704,72.4105,74.5678,270512.0
2020-02-24,72.4949,73.7764,71.9861,72.8812,321812.0
2020-02-25,73.1922,73.2252,66.2574,66.3987,381890.0
2020-02-26,66.0595,67.6754,64.607,65.6449,222701.0
2020-02-27,61.9514,66.9641,60.3402,64.8346,544850.0
2020-02-28,63.1669,63.1952,58.7667,62.2341,570996.0
2020-02-29,63.1669,63.1952,58.7667,62.2341,570996.0
2020-03-01,63.1669,63.1952,58.7667,62.2341,570996.0
2020-03-02,62.5639,63.1952,59.8503,61.0846,522272.0
2020-03-03,61.0751,63.6851,59.8785,61.9137,486994.0
2020-03-04,64.3258,68.0099,63.9112,67.9817,234021.0
2020-03-05,66.2291,67.0771,64.3965,65.4,439652.0
2020-03-06,63.8076,64.1091,58.908,61.0751,348179.0
2020-03-07,63.8076,64.1091,58.908,61.0751,348179.0
2020-03-08,63.8076,64.1091,58.908,61.0751,348179.0
2020-03-09,57.1932,57.1932,50.5505,50.6353,292622.0
2020-03-10,52.548,53.6881,49.4386,52.3878,439465.0
2020-03-11,50.7295,50.9924,46.1785,46.7439,254233.0
2020-03-12,41.8255,43.4838,39.3945,39.7054,374889.0
2020-03-13,42.5415,43.9926,37.331,43.9926,457927.0
