,PARAA US Equity,PARAA US Equity,PARAA US Equity,PARAA US Equity,PARAA US Equity
2019-11-01,36.0416,36.5308,35.8222,36.433,7355.0
2019-11-02,36.0416,36.5308,35.8222,36.433,7355.0
2019-11-03,36.0416,36.5308,35.8222,36.433,7355.0
2019-11-04,36.4366,36.5931,36.2818,36.5931,2251.0
2019-11-05,36.6909,38.1942,36.6909,37.3581,24035.0
2019-11-06,37.4915,37.4915,36.3618,36.3618,7198.0
2019-11-07,37.1179,37.6961,36.9044,37.6961,11013.0
2019-11-08,37.8028,37.874,37.3936,37.5626,10498.0
2019-11-09,37.8028,37.874,37.3936,37.5626,10498.0
2019-11-10,37.8028,37.874,37.3936,37.5626,10498.0
2019-11-11,37.5004,38.7367,37.5004,38.5233,15093.0
2019-11-12,37.9362,38.0607,37.3314,37.3847,8961.0
2019-11-13,37.4915,37.4915,36.6598,36.9578,7623.0
2019-11-14,37.705,38.1141,37.3581,37.3581,5496.0
2019-11-15,37.8117,39.564,37.8117,39.2221,30212.0
2019-11-16,37.8117,39.564,37.8117,39.2221,30212.0
2019-11-17,37.8117,39.564,37.8117,39.2221,30212.0
2019-11-18,39.3683,40.2133,39.2526,40.2133,13332.0
2019-11-19,40.0799,40.6669,39.4483,39.733,8615.0
2019-11-20,39.3772,39.475,38.8615,39.3149,9461.0
2019-11-21,38.7367,39.2927,38.2564,38.7901,6602.0
2019-11-22,38.8257,39.0836,38.759,38.8613,5697.0
2019-11-23,38.8257,39.0836,38.759,38.8613,5697.0
2019-11-24,38.8257,39.0836,38.759,38.8613,5697.0
2019-11-25,38.5677,38.9591,38.4521,38.7279,9383.0
2019-11-26,38.7634,39.0392,38.6033,38.8435,13692.0
2019-11-27,38.8696,39.1992,38.8696,38.9502,8087.0
2019-11-28,38.8696,39.1992,38.8696,38.9502,8087.0
2019-11-29,39.4216,39.4572,38.9735,39.0303,2265.0
2019-11-30,39.4216,39.4572,38.9735,39.0303,2265.0
2019-12-01,39.4216,39.4572,38.9735,39.0303,2265.0
2019-12-02,38.7634,39.0214,38.5931,39.0036,3428.0
2019-12-03,38.5411,38.5766,37.9273,38.5766,4407.0
2019-12-04,38.6745,39.9731,38.3543,38.3543,121152.0
2019-12-05,38.6389,39.8497,37.3702,39.5818,36903.0
2019-12-06,38.9146,40.0265,37.8651,38.7901,111721.0
2019-12-07,38.9146,40.0265,37.8651,38.7901,111721.0
2019-12-08,38.9146,40.0265,37.8651,38.7901,111721.0
2019-12-09,38.7812,38.9342,36.7354,36.8333,87643.0
2019-12-10,36.9133,37.433,35.8904,36.0683,47321.0
2019-12-11,35.8104,36.4597,35.2767,35.4279,66080.0
2019-12-12,35.25,36.5664,35.0899,36.0149,71761.0
2019-12-13,35.926,36.9489,35.926,36.9489,50806.0
2019-12-14,35.926,36.9489,35.926,36.9489,50806.0
2019-12-15,35.926,36.9489,35.926,36.9489,50806.0
2019-12-16,37.2246,37.9718,37.1446,37.6694,85786.0
2019-12-17,37.8828,38.6812,37.447,37.9896,86016.0
2019-12-18,38.1319,38.9573,38.1319,38.7812,70801.0
2019-12-19,38.7812,40.2222,38.7812,39.4039,80194.0
2019-12-20,39.6885,40.8982,39.4839,40.8982,130527.0
2019-12-21,39.6885,40.8982,39.4839,40.8982,130527.0
2019-12-22,39.6885,40.8982,39.4839,40.8982,130527.0
2019-12-23,40.9604,41.3607,39.5818,39.7596,103812.0
2019-12-24,39.7596,40.1989,39.2971,39.3683,19943.0
2019-12-25,39.7596,40.1989,39.2971,39.3683,19943.0
2019-12-26,39.4928,40.2591,39.4039,40.071,36333.0
2019-12-27,40.2766,40.6611,39.4003,39.7311,60482.0
2019-12-28,40.2766,40.6611,39.4003,39.7311,60482.0
2019-12-29,40.2766,40.6611,39.4003,39.7311,60482.0
2019-12-30,39.6507,39.6936,38.6938,39.284,61392.0
2019-12-31,39.2572,40.2945,39.1052,40.1246,55145.0
2020-01-01,39.2572,40.2945,39.1052,40.1246,55145.0
2020-01-02,40.5628,40.5628,39.606,40.5091,72228.0
2020-01-03,39.8653,40.6433,39.5344,40.5538,76709.0
2020-01-04,39.8653,40.6433,39.5344,40.5538,76709.0
2020-01-05,39.8653,40.6433,39.5344,40.5538,76709.0
2020-01-06,40.5002,41.5375,40.2587,41.1709,73285.0
2020-01-07,41.4391,41.9399,41.1736,41.5286,52291.0
2020-01-08,41.5733,41.9327,40.6611,40.7774,70061.0
2020-01-09,41.0278,41.0278,39.8027,40.0173,42638.0
2020-01-10,40.062,40.3719,39.5076,40.1425,61807.0
2020-01-11,40.062,40.3719,39.5076,40.1425,61807.0
2020-01-12,40.062,40.3719,39.5076,40.1425,61807.0
2020-01-13,39.7937,40.429,39.5523,40.0262,36842.0
2020-01-14,39.8921,40.3124,39.4539,39.4718,63735.0
2020-01-15,39.6864,39.749,39.2033,39.2214,36623.0
2020-01-16,39.8116,39.8116,39.2026,39.5255,33913.0
2020-01-17,39.5255,39.5702,38.6491,38.9442,30438.0
2020-01-18,39.5255,39.5702,38.6491,38.9442,30438.0
2020-01-19,39.5255,39.5702,38.6491,38.9442,30438.0
2020-01-20,39.5255,39.5702,38.6491,38.9442,30438.0
2020-01-21,38.8905,38.9397,38.2378,38.3987,26904.0
2020-01-22,38.4524,38.5533,37.744,37.9695,76248.0
2020-01-23,37.8711,37.8711,36.3062,36.3956,49733.0
2020-01-24,36.8696,36.8696,34.8754,35.2957,72428.0
2020-01-25,36.8696,36.8696,34.8754,35.2957,72428.0
2020-01-26,36.8696,36.8696,34.8754,35.2957,72428.0
2020-01-27,35.2331,35.5867,34.8271,35.2868,82426.0
2020-01-28,35.716,36.0647,35.2724,35.5997,40344.0
2020-01-29,35.868,35.868,34.7413,34.9738,56706.0
2020-01-30,34.6876,34.6876,33.7308,34.3031,90975.0
2020-01-31,34.0616,34.5839,33.6145,33.9633,70967.0
2020-02-01,34.0616,34.5839,33.6145,33.9633,70967.0
2020-02-02,34.0616,34.5839,33.6145,33.9633,70967.0
2020-02-03,33.9275,34.0169,32.4162,32.8544,103721.0
2020-02-04,33.2032,33.6861,32.8002,33.2837,88280.0
2020-02-05,33.5609,34.6518,33.5609,34.5177,79839.0
2020-02-06,35.099,35.099,34.0885,34.3389,43862.0
2020-02-07,34.4283,34.9827,34.16,34.6876,51325.0
2020-02-08,34.4283,34.9827,34.16,34.6876,51325.0
2020-02-09,34.4283,34.9827,34.16,34.6876,51325.0
2020-02-10,34.5803,34.6429,33.6682,33.9186,95255.0
2020-02-11,33.847,35.0364,33.6861,35.0185,61553.0
2020-02-12,35.2778,35.4567,34.5356,35.09,57795.0
2020-02-13,34.8665,35.09,34.5356,34.5982,31519.0
2020-02-14,34.6518,34.8575,34.0974,34.8575,48729.0
2020-02-15,34.6518,34.8575,34.0974,34.8575,48729.0
2020-02-16,34.6518,34.8575,34.0974,34.8575,48729.0
2020-02-17,34.6518,34.8575,34.0974,34.8575,48729.0
2020-02-18,34.786,35.4298,34.7502,34.938,35294.0
2020-02-19,34.5177,35.6444,34.5177,35.3136,58652.0
2020-02-20,34.3836,34.3836,29.5279,30.1359,318408.0
2020-02-21,29.3937,29.9481,29.082,29.3311,134832.0
2020-02-22,29.3937,29.9481,29.082,29.3311,134832.0
2020-02-23,29.3937,29.9481,29.082,29.3311,134832.0
2020-02-24,28.6157,28.6157,27.5695,27.9272,176889.0
2020-02-25,28.2044,28.2491,26.1297,26.7199,161770.0
2020-02-26,26.863,27.3169,25.8078,26.1029,160393.0
2020-02-27,25.5395,26.5455,24.7213,25.307,131184.0
2020-02-28,24.7168,26.9077,24.7168,26.8272,227773.0
2020-02-29,24.7168,26.9077,24.7168,26.8272,227773.0
2020-03-01,24.7168,26.9077,24.7168,26.8272,227773.0
2020-03-02,26.7825,26.7825,25.2042,26.094,149330.0
2020-03-03,26.2102,26.3891,24.9851,25.3249,185523.0
2020-03-04,25.781,25.781,24.8688,25.7363,114599.0
2020-03-05,25.1729,25.1729,23.6259,23.6974,262006.0
2020-03-06,23.1608,24.1803,22.7674,23.4381,184478.0
2020-03-07,23.1608,24.1803,22.7674,23.4381,184478.0
2020-03-08,23.1608,24.1803,22.7674,23.4381,184478.0
2020-03-09,21.6317,23.2503,21.0236,21.1756,161389.0
2020-03-10,22.0609,22.0958,20.7759,22.0609,137257.0
2020-03-11,21.4707,21.8284,20.7732,21.3545,223072.0
2020-03-12,20.0489,20.0757,17.9564,18.3409,173724.0
2020-03-13,19.5715,19.8339,17.3999,18.5038,142571.0
