,USB US Equity,USB US Equity,USB US Equity,USB US Equity,USB US Equity
2020-05-28,32.1431,32.2021,30.7085,30.8097,9031110.0
2020-05-29,30.2612,30.7929,29.8899,30.0081,18242477.0
2020-05-30,30.2612,30.7929,29.8899,30.0081,18242477.0
2020-05-31,30.2612,30.7929,29.8899,30.0081,18242477.0
2020-06-01,30.2022,31.2612,30.0503,30.9616,6594784.0
2020-06-02,31.4764,31.6578,30.6621,30.9026,6596544.0
2020-06-03,31.7718,32.8013,31.6705,32.6409,9656059.0
2020-06-04,32.6409,33.8308,32.1093,33.8139,9142455.0
2020-06-05,36.7084,37.3455,35.2234,35.7548,12586806.0
2020-06-06,36.7084,37.3455,35.2234,35.7548,12586806.0
2020-06-07,36.7084,37.3455,35.2234,35.7548,12586806.0
2020-06-08,36.2443,37.0797,35.797,36.7168,10445823.0
2020-06-09,35.3413,35.9067,34.8856,35.527,7580427.0
2020-06-10,35.0629,35.2401,33.0629,33.181,11590232.0
2020-06-11,30.9279,31.8055,30.43,30.4975,16095907.0
2020-06-12,32.2021,32.295,30.873,31.6536,9329307.0
2020-06-13,32.2021,32.295,30.873,31.6536,9329307.0
2020-06-14,32.2021,32.295,30.873,31.6536,9329307.0
2020-06-15,30.2359,32.9279,30.0925,32.7253,11285831.0
2020-06-16,34.1093,34.1768,32.3878,33.1979,9411467.0
2020-06-17,33.2485,33.4342,32.4469,32.4975,7153447.0
2020-06-18,32.1093,33.1557,31.9743,32.5481,5425900.0
2020-06-19,33.2148,33.2148,31.9827,32.8013,42477180.0
2020-06-20,33.2148,33.2148,31.9827,32.8013,42477180.0
2020-06-21,33.2148,33.2148,31.9827,32.8013,42477180.0
2020-06-22,32.4553,32.6663,31.9701,32.2528,8321232.0
2020-06-23,32.8266,33.2907,32.354,32.5734,6545885.0
2020-06-24,32.1346,32.181,30.9363,31.1135,7351259.0
2020-06-25,30.9785,32.2106,30.8519,32.1093,6023360.0
2020-06-26,31.2317,31.4342,30.3372,30.43,13960078.0
2020-06-27,31.2317,31.4342,30.3372,30.43,13960078.0
2020-06-28,31.2317,31.4342,30.3372,30.43,13960078.0
2020-06-29,30.9337,31.446,30.6264,31.0362,5352141.0
2020-06-30,30.6691,31.6851,30.5666,31.4375,7709392.0
2020-07-01,31.5229,31.7022,30.5666,30.7203,6902394.0
2020-07-02,31.5826,31.779,30.5474,30.6434,5768187.0
2020-07-03,31.5826,31.779,30.5474,30.6434,5768187.0
2020-07-04,31.5826,31.779,30.5474,30.6434,5768187.0
2020-07-05,31.5826,31.779,30.5474,30.6434,5768187.0
2020-07-06,31.3607,32.1462,31.0789,31.446,6069651.0
2020-07-07,31.0191,31.0447,30.2806,30.3788,6683791.0
2020-07-08,30.3361,30.6776,29.7854,30.319,5969923.0
2020-07-09,30.1482,30.3361,29.0383,29.2176,6103657.0
2020-07-10,29.3883,31.1557,29.2432,31.113,8974925.0
2020-07-11,29.3883,31.1557,29.2432,31.113,8974925.0
2020-07-12,29.3883,31.1557,29.2432,31.113,8974925.0
2020-07-13,31.3777,31.8217,30.6093,31.446,6708025.0
2020-07-14,31.1984,31.6595,30.5155,30.985,7961472.0
2020-07-15,32.5901,32.7524,31.6851,32.1376,7798580.0
2020-07-16,31.7363,32.8463,31.6083,32.0693,6105564.0
2020-07-17,32.0352,32.0779,30.7459,30.763,9155839.0
2020-07-18,32.0352,32.0779,30.7459,30.763,9155839.0
2020-07-19,32.0352,32.0779,30.7459,30.763,9155839.0
2020-07-20,30.6008,30.8441,30.3019,30.3702,7234117.0
2020-07-21,30.5837,31.5656,30.541,31.2497,9232169.0
2020-07-22,31.0874,31.4033,30.7544,30.9594,6305860.0
2020-07-23,30.8142,31.5101,30.7374,31.3948,5988336.0
2020-07-24,31.5143,32.0009,31.4033,31.5229,7385792.0
2020-07-25,31.5143,32.0009,31.4033,31.5229,7385792.0
2020-07-26,31.5143,32.0009,31.4033,31.5229,7385792.0
2020-07-27,31.2497,31.2667,30.3873,30.874,6452291.0
2020-07-28,30.7288,31.1728,30.6691,31.0106,7658925.0
2020-07-29,30.9679,32.2998,30.7459,32.1974,6527713.0
2020-07-30,31.3009,31.6253,30.7544,31.5143,6202331.0
2020-07-31,31.2923,31.4802,30.8079,31.4546,7707372.0
2020-08-01,31.2923,31.4802,30.8079,31.4546,7707372.0
2020-08-02,31.2923,31.4802,30.8079,31.4546,7707372.0
2020-08-03,31.4119,31.668,31.0533,31.4204,4683668.0
2020-08-04,31.2753,31.3777,30.8697,30.9337,4098944.0
2020-08-05,31.1643,31.5485,31.1472,31.4716,4588608.0
2020-08-06,31.2838,31.7193,31.1984,31.4119,3227174.0
2020-08-07,31.0447,31.9925,30.8227,31.9839,7818928.0
2020-08-08,31.0447,31.9925,30.8227,31.9839,7818928.0
2020-08-09,31.0447,31.9925,30.8227,31.9839,7818928.0
2020-08-10,32.2145,32.4365,31.7961,31.9925,7739729.0
2020-08-11,32.8207,33.5934,32.4962,32.6755,7526971.0
2020-08-12,33.3927,33.4354,31.9284,32.2828,4865092.0
2020-08-13,31.9754,32.2742,31.6509,31.9071,4084767.0
2020-08-14,31.5997,32.4108,31.4716,32.2572,3971953.0
2020-08-15,31.5997,32.4108,31.4716,32.2572,3971953.0
2020-08-16,31.5997,32.4108,31.4716,32.2572,3971953.0
2020-08-17,32.0779,32.1205,31.4588,31.5314,5522686.0
2020-08-18,31.5058,31.6168,30.9679,31.0191,4335488.0
2020-08-19,31.0277,31.5058,30.7715,30.874,4218660.0
2020-08-20,30.5154,30.6861,30.1824,30.4044,4373523.0
2020-08-21,30.3958,30.5034,29.9092,30.0629,5999992.0
2020-08-22,30.3958,30.5034,29.9092,30.0629,5999992.0
2020-08-23,30.3958,30.5034,29.9092,30.0629,5999992.0
2020-08-24,30.2251,31.3863,30.161,31.3777,5276270.0
2020-08-25,31.6936,31.937,31.0789,31.2582,4890760.0
2020-08-26,31.1387,31.318,30.8996,30.9252,4649005.0
2020-08-27,30.9252,31.8302,30.8996,31.54,5601040.0
2020-08-28,31.89,31.89,31.3094,31.7619,4666612.0
2020-08-29,31.89,31.89,31.3094,31.7619,4666612.0
2020-08-30,31.89,31.89,31.3094,31.7619,4666612.0
2020-08-31,31.5656,31.6424,30.9423,31.0789,6037318.0
2020-09-01,30.874,31.503,30.6947,31.3265,5984403.0
2020-09-02,31.2838,32.2486,31.1728,32.112,8346377.0
2020-09-03,32.4194,33.2476,31.8217,31.9839,9892636.0
2020-09-04,32.7182,33.0854,32.0522,32.7097,8407141.0
2020-09-05,32.7182,33.0854,32.0522,32.7097,8407141.0
2020-09-06,32.7182,33.0854,32.0522,32.7097,8407141.0
2020-09-07,32.7182,33.0854,32.0522,32.7097,8407141.0
2020-09-08,32.112,32.4023,31.1045,31.3521,9781708.0
2020-09-09,31.5997,31.6595,31.1062,31.1899,5718943.0
2020-09-10,31.3692,31.7449,30.5154,30.5495,7381976.0
2020-09-11,30.5666,31.3777,30.4385,31.318,6330342.0
2020-09-12,30.5666,31.3777,30.4385,31.318,6330342.0
2020-09-13,30.5666,31.3777,30.4385,31.318,6330342.0
2020-09-14,31.6083,32.6499,31.5314,32.334,5797340.0
2020-09-15,32.3511,32.5133,31.6851,31.8644,7353460.0
2020-09-16,31.8644,33.0597,31.7363,32.5816,5697366.0
2020-09-17,32.1718,32.5731,31.9754,32.3511,6422635.0
2020-09-18,32.0608,32.4834,31.9242,32.1205,7800060.0
2020-09-19,32.0608,32.4834,31.9242,32.1205,7800060.0
2020-09-20,32.0608,32.4834,31.9242,32.1205,7800060.0
2020-09-21,31.318,31.744,30.4129,30.874,8109093.0
2020-09-22,30.9594,31.0789,30.1568,30.3873,7230540.0
2020-09-23,30.5751,30.9337,29.4481,29.4566,6665786.0
2020-09-24,29.6103,30.1568,29.1749,29.653,6961608.0
2020-09-25,29.3713,30.0757,29.209,30.0202,4565813.0
2020-09-26,29.3713,30.0757,29.209,30.0202,4565813.0
2020-09-27,29.3713,30.0757,29.209,30.0202,4565813.0
2020-09-28,30.6349,31.134,30.4556,30.8227,5622980.0
2020-09-29,30.6672,30.7363,29.9934,30.4945,5202791.0
2020-09-30,30.624,31.246,30.529,30.9696,9457479.0
2020-10-01,31.1251,31.1769,30.6147,31.0992,4618108.0
2020-10-02,30.5549,31.9198,30.4513,31.7643,5406160.0
2020-10-03,30.5549,31.9198,30.4513,31.7643,5406160.0
2020-10-04,30.5549,31.9198,30.4513,31.7643,5406160.0
2020-10-05,32.2395,32.7535,32.0581,32.5937,5471888.0
2020-10-06,32.9565,33.5137,32.1963,32.3259,6061122.0
2020-10-07,32.8701,33.7426,32.8183,33.5094,7673027.0
2020-10-08,33.6908,34.2609,33.5094,34.1227,6988379.0
2020-10-09,34.2955,34.3473,33.3279,33.8376,6504718.0
2020-10-10,34.2955,34.3473,33.3279,33.8376,6504718.0
2020-10-11,34.2955,34.3473,33.3279,33.8376,6504718.0
2020-10-12,33.7167,34.5287,33.5094,34.3387,7249502.0
2020-10-13,34.1227,34.2868,33.1033,33.1897,6460027.0
2020-10-14,33.207,34.1313,33.017,33.0429,7761923.0
2020-10-15,32.9997,33.9931,32.8787,33.8117,6010781.0
2020-10-16,33.9067,34.2912,33.3668,33.8117,5679047.0
2020-10-17,33.9067,34.2912,33.3668,33.8117,5679047.0
2020-10-18,33.9067,34.2912,33.3668,33.8117,5679047.0
2020-10-19,33.9931,34.2955,33.5698,33.6649,6117212.0
2020-10-20,33.9586,34.4078,33.8204,33.8722,5666337.0
2020-10-21,33.6994,34.0018,33.5007,33.5353,4911853.0
2020-10-22,33.4921,35.0298,33.4921,34.9693,6366090.0
2020-10-23,35.3148,35.4444,34.6151,35.1248,5760719.0
2020-10-24,35.3148,35.4444,34.6151,35.1248,5760719.0
2020-10-25,35.3148,35.4444,34.6151,35.1248,5760719.0
2020-10-26,34.7101,34.7879,34.019,34.5201,6300088.0
2020-10-27,34.235,34.3214,33.1638,33.1811,6944263.0
2020-10-28,32.5505,32.8514,32.1185,32.2222,8437824.0
2020-10-29,32.084,33.112,31.5916,32.8874,6634561.0
2020-10-30,32.8183,33.6562,32.6196,33.6476,6210539.0
2020-10-31,32.8183,33.6562,32.6196,33.6476,6210539.0
2020-11-01,32.8183,33.6562,32.6196,33.6476,6210539.0
2020-11-02,34.0795,34.6583,33.4921,34.33,5915733.0
2020-11-03,35.0211,35.4963,34.9002,35.263,6210427.0
2020-11-04,34.2782,34.7965,33.2286,33.6908,7494660.0
2020-11-05,33.6562,35.1161,33.6562,34.952,5535927.0
2020-11-06,35.263,35.358,33.607,33.8376,6210337.0
2020-11-07,35.263,35.358,33.607,33.8376,6210337.0
2020-11-08,35.263,35.358,33.607,33.8376,6210337.0
2020-11-09,37.1203,38.8653,36.7057,38.1483,16088534.0
2020-11-10,38.4334,38.4334,37.3406,38.131,8062444.0
2020-11-11,38.036,38.1397,36.9821,37.7941,7680522.0
2020-11-12,37.1117,37.3147,36.3947,36.9821,8024988.0
2020-11-13,37.3622,37.6559,37.1635,37.414,5968933.0
2020-11-14,37.3622,37.6559,37.1635,37.414,5968933.0
2020-11-15,37.3622,37.6559,37.1635,37.414,5968933.0
2020-11-16,38.5803,38.9085,37.833,38.252,7642145.0
2020-11-17,37.6559,38.2995,37.3536,38.036,7384540.0
2020-11-18,38.2433,38.6666,37.3363,37.3708,7324809.0
2020-11-19,37.129,37.4097,36.5761,37.3536,7476325.0
2020-11-20,37.1894,37.2931,36.6409,36.8525,5242592.0
2020-11-21,37.1894,37.2931,36.6409,36.8525,5242592.0
2020-11-22,37.1894,37.2931,36.6409,36.8525,5242592.0
2020-11-23,37.3795,37.4659,36.9907,37.224,5943917.0
2020-11-24,38.0447,39.2454,37.9388,39.2195,8720631.0
2020-11-25,38.7876,38.7876,38.3297,38.5975,5407766.0
2020-11-26,38.7876,38.7876,38.3297,38.5975,5407766.0
2020-11-27,38.6148,38.6494,38.0533,38.1915,2871804.0
2020-11-28,38.6148,38.6494,38.0533,38.1915,2871804.0
2020-11-29,38.6148,38.6494,38.0533,38.1915,2871804.0
2020-11-30,38.2606,38.5111,37.2067,37.3276,14916407.0
2020-12-01,38.2779,38.4939,38.0144,38.2261,6850729.0
2020-12-02,38.1742,38.7271,37.9755,38.5975,5822747.0
2020-12-03,38.6666,39.1763,38.3902,38.848,6191968.0
2020-12-04,39.2109,39.4182,38.9085,39.1936,6634859.0
2020-12-05,39.2109,39.4182,38.9085,39.1936,6634859.0
2020-12-06,39.2109,39.4182,38.9085,39.1936,6634859.0
2020-12-07,38.7617,38.9042,38.347,38.7012,7054543.0
2020-12-08,38.2261,38.8912,38.1397,38.8567,5289499.0
2020-12-09,39.2022,39.8674,39.0813,39.6083,9415185.0
2020-12-10,39.3405,39.9668,39.1771,39.8415,7318317.0
2020-12-11,39.3664,39.7076,39.1461,39.5996,5266856.0
2020-12-12,39.3664,39.7076,39.1461,39.5996,5266856.0
2020-12-13,39.3664,39.7076,39.1461,39.5996,5266856.0
2020-12-14,40.1698,40.3771,38.6148,38.7098,5518057.0
2020-12-15,38.9863,39.1072,38.4377,39.0381,5789136.0
2020-12-16,39.0813,39.2929,38.874,39.1763,5711646.0
2020-12-17,39.3405,39.3405,38.7012,39.1158,6017971.0
2020-12-18,39.0381,39.2109,38.4161,38.753,14374994.0
2020-12-19,39.0381,39.2109,38.4161,38.753,14374994.0
2020-12-20,39.0381,39.2109,38.4161,38.753,14374994.0
2020-12-21,38.9431,39.3059,38.1915,39.159,10715667.0
2020-12-22,39.3923,39.7551,39.0813,39.3836,8471872.0
2020-12-23,39.7033,40.5671,39.5996,40.3685,6693032.0
2020-12-24,40.3253,40.3685,39.7508,40.1611,1980912.0
2020-12-25,40.3253,40.3685,39.7508,40.1611,1980912.0
2020-12-26,40.3253,40.3685,39.7508,40.1611,1980912.0
2020-12-27,40.3253,40.3685,39.7508,40.1611,1980912.0
2020-12-28,40.4808,40.8177,40.2043,40.308,4330958.0
2020-12-29,40.4462,40.4721,39.8156,39.8501,4083504.0
2020-12-30,40.0071,40.3471,39.946,40.2337,3157411.0
2020-12-31,40.2163,40.6784,39.9984,40.6173,3778586.0
2021-01-01,40.2163,40.6784,39.9984,40.6173,3778586.0
2021-01-02,40.2163,40.6784,39.9984,40.6173,3778586.0
2021-01-03,40.2163,40.6784,39.9984,40.6173,3778586.0
2021-01-04,40.7045,40.8876,39.7542,40.2076,6738775.0
2021-01-05,40.1989,40.6348,39.7194,40.3384,5334713.0
2021-01-06,41.4368,43.2676,41.0009,42.7271,12378449.0
2021-01-07,43.2851,44.401,43.2066,43.5815,7778564.0
2021-01-08,43.6251,43.7907,42.5527,42.9974,6574477.0
2021-01-09,43.6251,43.7907,42.5527,42.9974,6574477.0
2021-01-10,43.6251,43.7907,42.5527,42.9974,6574477.0
2021-01-11,42.5353,43.1107,42.2912,43.0148,5631703.0
2021-01-12,43.4507,43.6774,43.1194,43.2851,5901906.0
2021-01-13,43.0671,43.4856,42.8492,43.163,5536314.0
2021-01-14,43.2502,43.4071,42.9538,42.9625,6949715.0
2021-01-15,42.2999,42.5527,41.864,42.1953,8547265.0
2021-01-16,42.2999,42.5527,41.864,42.1953,8547265.0
2021-01-17,42.2999,42.5527,41.864,42.1953,8547265.0
2021-01-18,42.2999,42.5527,41.864,42.1953,8547265.0
2021-01-19,42.1604,42.4307,41.8727,41.9076,12398035.0
2021-01-20,40.9748,41.3671,39.3968,39.7368,12256231.0
2021-01-21,39.8327,40.1684,39.3968,39.8153,12366274.0
2021-01-22,39.545,40.273,39.484,39.9809,9036889.0
2021-01-23,39.545,40.273,39.484,39.9809,9036889.0
2021-01-24,39.545,40.273,39.484,39.9809,9036889.0
2021-01-25,39.7194,40.1466,39.1527,39.8937,9576913.0
2021-01-26,40.2337,40.2686,39.3881,39.3968,7909246.0
2021-01-27,38.8824,39.0132,37.2522,37.3219,11801769.0
2021-01-28,38.0542,38.4465,37.2522,38.1588,8597199.0
2021-01-29,38.1153,38.355,37.3263,37.3568,7339522.0
2021-01-30,38.1153,38.355,37.3263,37.3568,7339522.0
2021-01-31,38.1153,38.355,37.3263,37.3568,7339522.0
2021-02-01,37.7229,37.784,37.0255,37.2696,6666943.0
2021-02-02,37.7404,38.8127,37.7404,38.5773,6487374.0
2021-02-03,38.3681,39.0917,38.3506,38.9958,5850315.0
2021-02-04,39.2137,40.4037,39.0045,40.3732,6633806.0
2021-02-05,40.844,40.88,40.2163,40.4081,4146816.0
2021-02-06,40.844,40.88,40.2163,40.4081,4146816.0
2021-02-07,40.844,40.88,40.2163,40.4081,4146816.0
2021-02-08,40.504,41.3584,40.4822,41.3235,5986178.0
2021-02-09,41.184,41.7158,40.9399,41.5066,4940398.0
2021-02-10,41.742,41.7681,41.2407,41.2799,5625528.0
2021-02-11,41.2014,41.5153,40.844,41.1927,4413290.0
2021-02-12,41.0794,41.9991,41.0358,41.5327,4141569.0
2021-02-13,41.0794,41.9991,41.0358,41.5327,4141569.0
2021-02-14,41.0794,41.9991,41.0358,41.5327,4141569.0
2021-02-15,41.0794,41.9991,41.0358,41.5327,4141569.0
2021-02-16,42.0907,42.6834,41.8553,42.4132,5603647.0
2021-02-17,42.2738,43.0584,41.9773,42.9799,6929243.0
2021-02-18,42.6138,43.1543,42.1517,42.7707,7617538.0
2021-02-19,43.0061,43.7384,42.9538,43.6076,5374391.0
2021-02-20,43.0061,43.7384,42.9538,43.6076,5374391.0
2021-02-21,43.0061,43.7384,42.9538,43.6076,5374391.0
2021-02-22,43.4158,44.5753,43.4158,44.4097,7017941.0
2021-02-23,45.1943,45.9409,44.6799,44.9938,9904177.0
2021-02-24,45.0461,46.2361,44.9328,46.04,6814416.0
2021-02-25,46.6415,46.6764,44.9676,45.0112,6254757.0
2021-02-26,44.7148,44.7497,43.4594,43.5902,9499638.0
2021-02-27,44.7148,44.7497,43.4594,43.5902,9499638.0
2021-02-28,44.7148,44.7497,43.4594,43.5902,9499638.0
2021-03-01,44.4794,44.9371,44.3574,44.6015,8921854.0
