,VNOM US Equity,VNOM US Equity,VNOM US Equity,VNOM US Equity,VNOM US Equity
2022-05-24,26.3532,26.6158,25.9882,26.4155,222852.0
2022-05-25,26.6025,27.5017,26.6025,27.3859,437617.0
2022-05-26,27.6441,28.5567,27.6441,28.1872,400978.0
2022-05-27,28.1872,29.0686,28.0181,29.0508,395861.0
2022-05-28,28.1872,29.0686,28.0181,29.0508,395861.0
2022-05-29,28.1872,29.0686,28.0181,29.0508,395861.0
2022-05-30,28.1872,29.0686,28.0181,29.0508,395861.0
2022-05-31,29.7898,30.0118,29.0686,29.8788,1132010.0
2022-06-01,30.2171,30.6889,29.5009,30.1103,583066.0
2022-06-02,29.8966,30.3774,29.7631,30.226,555108.0
2022-06-03,30.2349,31.0362,30.1904,30.9383,573291.0
2022-06-04,30.2349,31.0362,30.1904,30.9383,573291.0
2022-06-05,30.2349,31.0362,30.1904,30.9383,573291.0
2022-06-06,31.1609,31.3122,30.8136,31.0095,401308.0
2022-06-07,30.9294,31.6861,30.8047,31.5081,554111.0
2022-06-08,31.606,31.9176,31.1609,31.2855,428586.0
2022-06-09,31.0896,31.2588,30.5376,30.7602,246741.0
2022-06-10,30.4308,31.0942,29.7542,30.5465,320395.0
2022-06-11,30.4308,31.0942,29.7542,30.5465,320395.0
2022-06-12,30.4308,31.0942,29.7542,30.5465,320395.0
2022-06-13,29.6918,29.9901,28.6865,29.4426,783052.0
2022-06-14,29.9767,30.6979,29.1399,29.4693,662207.0
2022-06-15,29.5227,30.0035,28.6947,29.0953,324106.0
2022-06-16,28.392,28.9885,27.7866,28.1516,709468.0
2022-06-17,28.1338,28.1338,25.5697,25.5964,1687735.0
2022-06-18,28.1338,28.1338,25.5697,25.5964,1687735.0
2022-06-19,28.1338,28.1338,25.5697,25.5964,1687735.0
2022-06-20,28.1338,28.1338,25.5697,25.5964,1687735.0
2022-06-21,26.2552,26.6025,25.7745,26.0772,864127.0
2022-06-22,24.9376,25.3738,23.5042,23.5665,1264027.0
2022-06-23,23.7268,24.005,22.0619,22.1509,1317808.0
2022-06-24,22.5248,23.2638,22.0441,22.4892,1095750.0
2022-06-25,22.5248,23.2638,22.0441,22.4892,1095750.0
2022-06-26,22.5248,23.2638,22.0441,22.4892,1095750.0
2022-06-27,22.8008,23.9093,22.6584,23.7001,796662.0
2022-06-28,24.528,25.0085,24.0473,24.7239,970494.0
2022-06-29,24.8308,25.3026,23.3439,23.4864,824145.0
2022-06-30,23.1659,23.9716,22.9344,23.7535,833180.0
2022-07-01,23.985,24.4657,23.1659,24.3055,568789.0
2022-07-02,23.985,24.4657,23.1659,24.3055,568789.0
2022-07-03,23.985,24.4657,23.1659,24.3055,568789.0
2022-07-04,23.985,24.4657,23.1659,24.3055,568789.0
2022-07-05,23.9048,23.9048,21.7369,22.4358,716512.0
2022-07-06,22.0975,22.5427,20.9312,21.2873,1210272.0
2022-07-07,21.8838,23.1837,21.8838,22.97,604571.0
2022-07-08,23.1481,23.2104,22.5783,22.9255,309695.0
2022-07-09,23.1481,23.2104,22.5783,22.9255,309695.0
2022-07-10,23.1481,23.2104,22.5783,22.9255,309695.0
2022-07-11,22.4536,23.0857,22.1865,22.8454,313466.0
2022-07-12,22.2221,22.5248,21.9105,22.0975,353409.0
2022-07-13,21.8571,23.1659,21.8552,22.97,430309.0
2022-07-14,22.1242,22.5204,21.6078,22.1776,511996.0
2022-07-15,22.6584,22.7118,22.2845,22.6228,282676.0
2022-07-16,22.6584,22.7118,22.2845,22.6228,282676.0
2022-07-17,22.6584,22.7118,22.2845,22.6228,282676.0
2022-07-18,23.1392,23.6911,23.0101,23.0946,481709.0
2022-07-19,23.0946,24.074,22.7474,24.0206,369837.0
2022-07-20,23.985,24.626,23.5932,24.537,356949.0
2022-07-21,23.9672,24.0829,23.5042,24.0562,415957.0
2022-07-22,24.0651,24.6126,23.6333,23.8959,400818.0
2022-07-23,24.0651,24.6126,23.6333,23.8959,400818.0
2022-07-24,24.0651,24.6126,23.6333,23.8959,400818.0
2022-07-25,24.1897,25.543,24.0562,25.2492,595771.0
2022-07-26,25.7211,26.1217,25.2136,25.632,459737.0
2022-07-27,25.819,26.558,25.4718,26.3532,391210.0
2022-07-28,26.647,26.9052,26.1217,26.4155,391685.0
2022-07-29,26.7538,27.572,26.7182,27.3681,714612.0
2022-07-30,26.7538,27.572,26.7182,27.3681,714612.0
2022-07-31,26.7538,27.572,26.7182,27.3681,714612.0
2022-08-01,26.9141,26.9408,26.282,26.3977,809270.0
2022-08-02,26.4689,27.8755,26.0772,27.3058,1168139.0
2022-08-03,27.3592,27.3859,25.9614,26.2018,655669.0
2022-08-04,25.9525,26.1573,24.9554,25.0978,802140.0
2022-08-05,24.9821,26.1217,24.7239,25.73,589096.0
2022-08-06,24.9821,26.1217,24.7239,25.73,589096.0
2022-08-07,24.9821,26.1217,24.7239,25.73,589096.0
2022-08-08,25.6231,26.3621,25.6231,26.0772,567670.0
2022-08-09,26.3354,26.834,26.2731,26.3888,551910.0
2022-08-10,26.5223,27.012,26.2374,26.8607,723239.0
2022-08-11,27.4127,28.0003,27.1634,27.9201,691073.0
2022-08-12,27.9112,28.3208,27.377,28.2406,902847.0
2022-08-13,27.9112,28.3208,27.377,28.2406,902847.0
2022-08-14,27.9112,28.3208,27.377,28.2406,902847.0
2022-08-15,27.1443,27.7107,26.7788,27.2905,780280.0
2022-08-16,27.5006,27.8615,26.7331,26.8519,551472.0
2022-08-17,26.7057,27.1376,26.3677,26.8702,370182.0
2022-08-18,27.327,28.2498,27.1991,28.195,455644.0
2022-08-19,27.9209,28.0396,27.327,27.3361,347836.0
2022-08-20,27.9209,28.0396,27.327,27.3361,347836.0
2022-08-21,27.9209,28.0396,27.327,27.3361,347836.0
2022-08-22,27.1991,29.0812,26.7423,28.935,1668644.0
2022-08-23,29.6202,30.8902,29.2731,29.4741,1484445.0
2022-08-24,29.9948,30.1319,29.3279,29.6568,614005.0
2022-08-25,29.8395,30.0405,29.2913,29.5471,407740.0
2022-08-26,29.3279,29.6921,28.6061,28.8071,480522.0
2022-08-27,29.3279,29.6921,28.6061,28.8071,480522.0
2022-08-28,29.3279,29.6921,28.6061,28.8071,480522.0
2022-08-29,28.5696,29.7299,28.5056,29.1451,574022.0
2022-08-30,28.6609,28.6609,27.4458,28.0945,628760.0
2022-08-31,27.6376,28.597,27.0438,27.8843,519320.0
2022-09-01,27.5737,27.5828,26.8839,27.1169,470383.0
2022-09-02,27.7655,28.1401,27.4549,27.9391,291579.0
2022-09-03,27.7655,28.1401,27.4549,27.9391,291579.0
2022-09-04,27.7655,28.1401,27.4549,27.9391,291579.0
2022-09-05,27.7655,28.1401,27.4549,27.9391,291579.0
2022-09-06,28.4142,28.4511,27.4184,27.6011,305530.0
2022-09-07,26.8976,27.4366,26.5962,27.0712,394864.0
2022-09-08,27.1351,27.8204,26.9981,27.7838,290305.0
2022-09-09,28.1676,28.6152,28.131,28.4599,532989.0
2022-09-10,28.1676,28.6152,28.131,28.4599,532989.0
2022-09-11,28.1676,28.6152,28.131,28.4599,532989.0
2022-09-12,28.9076,29.337,28.6883,28.7249,396444.0
2022-09-13,28.4325,29.0812,28.2772,28.3777,274214.0
2022-09-14,28.8528,29.9857,28.8528,29.9583,537714.0
2022-09-15,29.2913,29.538,28.9339,29.2091,486277.0
2022-09-16,28.8802,28.935,28.2224,28.798,613787.0
2022-09-17,28.8802,28.935,28.2224,28.798,613787.0
2022-09-18,28.8802,28.935,28.2224,28.798,613787.0
2022-09-19,27.793,28.195,27.6376,28.0396,497871.0
2022-09-20,28.131,28.3868,27.665,28.3137,255326.0
2022-09-21,28.6061,28.9441,27.6559,27.6833,290942.0
2022-09-22,28.2406,28.303,27.0438,27.0529,480123.0
2022-09-23,26.057,26.1119,24.449,24.5495,771948.0
2022-09-24,26.057,26.1119,24.449,24.5495,771948.0
2022-09-25,26.057,26.1119,24.449,24.5495,771948.0
2022-09-26,24.3668,24.8241,23.3892,23.5811,991667.0
2022-09-27,24.0105,24.2115,23.0055,23.9557,860339.0
2022-09-28,24.3759,26.2032,24.1586,26.1301,462055.0
2022-09-29,25.6824,26.079,25.116,25.9383,308954.0
2022-09-30,25.5728,26.3311,25.3992,26.185,301574.0
2022-10-01,25.5728,26.3311,25.3992,26.185,301574.0
2022-10-02,25.5728,26.3311,25.3992,26.185,301574.0
2022-10-03,27.3635,27.8843,27.2905,27.6011,410649.0
2022-10-04,28.1127,28.7209,27.8661,28.3594,540013.0
2022-10-05,28.1219,29.0812,27.7747,28.7797,273798.0
2022-10-06,28.6426,29.1908,28.1858,29.0538,250813.0
2022-10-07,29.2274,29.7105,28.6883,28.9716,349874.0
2022-10-08,29.2274,29.7105,28.6883,28.9716,349874.0
2022-10-09,29.2274,29.7105,28.6883,28.9716,349874.0
2022-10-10,30.1684,30.4699,28.734,29.5471,1073132.0
2022-10-11,29.2091,29.8212,28.6551,29.1908,606366.0
2022-10-12,29.0812,29.7482,28.6427,29.4649,294578.0
2022-10-13,29.0172,30.4608,28.734,29.739,599677.0
2022-10-14,29.5289,29.6522,28.5154,28.6061,347144.0
2022-10-15,29.5289,29.6522,28.5154,28.6061,347144.0
2022-10-16,29.5289,29.6522,28.5154,28.6061,347144.0
2022-10-17,29.0355,29.4284,28.7808,29.0629,237546.0
2022-10-18,29.4284,29.9354,28.9807,29.5928,293657.0
2022-10-19,29.7573,30.2781,29.5106,30.0679,731893.0
2022-10-20,30.2872,30.6504,29.4378,29.9217,377505.0
2022-10-21,30.1045,30.4425,29.6111,30.1867,333869.0
2022-10-22,30.1045,30.4425,29.6111,30.1867,333869.0
2022-10-23,30.1045,30.4425,29.6111,30.1867,333869.0
2022-10-24,30.6435,30.6435,29.9231,30.141,353587.0
2022-10-25,30.1045,30.2507,29.739,30.1593,335094.0
2022-10-26,30.205,31.0455,30.1684,30.7897,390901.0
2022-10-27,31.0638,31.2922,29.8852,29.9309,481833.0
2022-10-28,30.2598,30.616,29.4649,30.2415,286428.0
2022-10-29,30.2598,30.616,29.4649,30.2415,286428.0
2022-10-30,30.2598,30.616,29.4649,30.2415,286428.0
2022-10-31,30.1502,30.7714,30.0953,30.4699,347357.0
2022-11-01,30.9085,30.9907,30.4699,30.6801,299092.0
2022-11-02,30.6892,31.3196,30.2963,30.8445,676039.0
2022-11-03,30.3786,31.5572,30.2143,31.1552,839149.0
2022-11-04,31.5663,31.8861,30.9633,31.3836,876259.0
2022-11-05,31.5663,31.8861,30.9633,31.3836,876259.0
2022-11-06,31.5663,31.8861,30.9633,31.3836,876259.0
2022-11-07,31.7947,32.754,31.6942,32.3612,899219.0
2022-11-08,32.4982,32.9824,30.7988,31.3013,1133173.0
2022-11-09,31.0638,31.0638,29.2391,29.5106,977783.0
2022-11-10,29.9035,30.1502,29.1269,30.1136,1036607.0
2022-11-11,30.5522,31.3836,30.342,30.4517,664341.0
2022-11-12,30.5522,31.3836,30.342,30.4517,664341.0
2022-11-13,30.5522,31.3836,30.342,30.4517,664341.0
2022-11-14,30.5339,31.2282,30.3603,30.3786,746074.0
2022-11-15,30.4517,30.9816,30.2415,30.5156,822460.0
2022-11-16,30.4322,30.7845,30.154,30.358,461595.0
2022-11-17,29.746,30.3302,29.3195,30.3024,463039.0
2022-11-18,29.8851,30.1818,29.3195,29.9778,341615.0
2022-11-19,29.8851,30.1818,29.3195,29.9778,341615.0
2022-11-20,29.8851,30.1818,29.3195,29.9778,341615.0
2022-11-21,29.6255,29.6255,28.4386,29.0784,600912.0
2022-11-22,29.4957,30.2977,29.3751,30.1354,497985.0
2022-11-23,29.8387,30.46,29.5513,30.256,310401.0
2022-11-24,29.8387,30.46,29.5513,30.256,310401.0
2022-11-25,30.4507,30.8772,30.1524,30.3951,275414.0
2022-11-26,30.4507,30.8772,30.1524,30.3951,275414.0
2022-11-27,30.4507,30.8772,30.1524,30.3951,275414.0
2022-11-28,29.6718,30.3209,29.6718,29.9036,695540.0
2022-11-29,30.2653,30.6825,29.9871,30.1447,396685.0
2022-11-30,30.5713,30.6798,29.8665,30.6269,423761.0
2022-12-01,30.7196,31.1647,30.3394,30.46,333160.0
2022-12-02,30.2374,30.9329,30.2374,30.8216,269603.0
2022-12-03,30.2374,30.9329,30.2374,30.8216,269603.0
2022-12-04,30.2374,30.9329,30.2374,30.8216,269603.0
2022-12-05,31.3038,31.6283,29.8295,29.9964,400290.0
2022-12-06,29.7646,30.5991,28.7075,28.9486,390841.0
2022-12-07,28.8744,29.4586,28.5777,29.0228,365584.0
2022-12-08,29.4215,29.6811,28.1697,28.3459,412103.0
2022-12-09,28.485,28.6982,27.4928,27.5113,317721.0
2022-12-10,28.485,28.6982,27.4928,27.5113,317721.0
2022-12-11,28.485,28.6982,27.4928,27.5113,317721.0
2022-12-12,27.6319,28.7075,27.5494,28.6426,493747.0
2022-12-13,29.236,29.6255,29.1155,29.5884,347579.0
2022-12-14,29.7738,30.1262,28.9764,28.9857,367246.0
2022-12-15,28.6797,29.0506,28.3459,28.9671,242139.0
2022-12-16,28.42,28.6658,27.9286,28.1233,593974.0
2022-12-17,28.42,28.6658,27.9286,28.1233,593974.0
2022-12-18,28.42,28.6658,27.9286,28.1233,593974.0
2022-12-19,28.3181,28.7223,27.6829,28.0306,291534.0
2022-12-20,27.7988,28.9393,27.7988,28.9022,625577.0
2022-12-21,29.4678,29.5606,28.9115,29.4029,271753.0
2022-12-22,29.5142,29.5606,27.7802,28.1975,316945.0
2022-12-23,28.6704,29.95,28.5684,29.8758,239479.0
2022-12-24,28.6704,29.95,28.5684,29.8758,239479.0
2022-12-25,28.6704,29.95,28.5684,29.8758,239479.0
2022-12-26,28.6704,29.95,28.5684,29.8758,239479.0
2022-12-27,30.1354,30.2096,29.8202,29.9222,280123.0
2022-12-28,29.9407,29.9952,28.6982,28.8559,290906.0
2022-12-29,28.7446,29.8109,28.5499,29.5791,187748.0
2022-12-30,29.4957,29.5698,29.1062,29.4771,225224.0
2022-12-31,29.4957,29.5698,29.1062,29.4771,225224.0
2023-01-01,29.4957,29.5698,29.1062,29.4771,225224.0
2023-01-02,29.4957,29.5698,29.1062,29.4771,225224.0
2023-01-03,29.1526,29.1989,26.6305,26.9086,802074.0
2023-01-04,26.5563,27.2332,26.2132,26.6212,548431.0
2023-01-05,26.5192,27.2054,26.4172,27.0477,302852.0
2023-01-06,27.4001,28.3366,27.2054,28.1604,309230.0
2023-01-07,27.4001,28.3366,27.2054,28.1604,309230.0
2023-01-08,27.4001,28.3366,27.2054,28.1604,309230.0
2023-01-09,28.7817,29.3751,28.522,29.2546,368377.0
2023-01-10,29.1897,29.4586,28.5128,29.4029,255259.0
2023-01-11,29.6718,29.8944,29.2731,29.6069,401409.0
2023-01-12,29.8665,31.3223,29.8107,30.9143,541478.0
2023-01-13,30.8587,30.9051,30.2421,30.8309,261748.0
2023-01-14,30.8587,30.9051,30.2421,30.8309,261748.0
2023-01-15,30.8587,30.9051,30.2421,30.8309,261748.0
2023-01-16,30.8587,30.9051,30.2421,30.8309,261748.0
2023-01-17,30.8402,31.0627,30.0149,30.256,323010.0
2023-01-18,30.5527,30.5898,28.9857,29.0135,323780.0
2023-01-19,28.9208,30.0891,28.8466,29.9871,218594.0
2023-01-20,30.0613,30.2189,29.5235,29.9222,288003.0
2023-01-21,30.0613,30.2189,29.5235,29.9222,288003.0
2023-01-22,30.0613,30.2189,29.5235,29.9222,288003.0
2023-01-23,30.1354,30.5063,29.8387,30.3116,603619.0
2023-01-24,30.2745,30.664,30.0056,30.5063,318052.0
2023-01-25,30.3673,30.6269,29.8665,30.5713,192634.0
2023-01-26,30.9143,30.9514,29.2082,30.5527,819068.0
2023-01-27,30.7196,30.7196,30.2189,30.2467,259200.0
2023-01-28,30.7196,30.7196,30.2189,30.2467,259200.0
2023-01-29,30.7196,30.7196,30.2189,30.2467,259200.0
2023-01-30,30.2004,30.2004,29.2824,29.3658,386503.0
2023-01-31,29.2638,29.6811,28.9218,29.44,324415.0
2023-02-01,29.3473,29.5791,28.4571,28.6055,559710.0
2023-02-02,29.0877,29.3148,27.7339,28.0399,508655.0
2023-02-03,28.1975,28.6889,27.9472,28.0306,353904.0
2023-02-04,28.1975,28.6889,27.9472,28.0306,353904.0
2023-02-05,28.1975,28.6889,27.9472,28.0306,353904.0
2023-02-06,28.2995,28.3644,27.6412,27.975,276744.0
2023-02-07,27.9657,29.1479,27.7246,29.0506,329297.0
2023-02-08,28.9949,29.3074,28.726,28.8188,247518.0
2023-02-09,28.6704,28.8373,27.8452,27.8544,335486.0
2023-02-10,28.2161,29.2546,28.1604,29.1155,475418.0
2023-02-11,28.2161,29.2546,28.1604,29.1155,475418.0
2023-02-12,28.2161,29.2546,28.1604,29.1155,475418.0
2023-02-13,29.0228,29.5513,28.7956,29.2638,317069.0
2023-02-14,29.1897,30.1076,28.9486,30.0613,270519.0
2023-02-15,29.7646,29.8016,28.8744,29.3195,258155.0
2023-02-16,29.2453,29.644,29.0598,29.2546,178653.0
2023-02-17,28.9486,28.9486,27.7432,27.8452,379222.0
2023-02-18,28.9486,28.9486,27.7432,27.8452,379222.0
2023-02-19,28.9486,28.9486,27.7432,27.8452,379222.0
2023-02-20,28.9486,28.9486,27.7432,27.8452,379222.0
2023-02-21,28.0399,28.1372,27.1868,27.363,333333.0
2023-02-22,26.9921,28.6982,26.9828,27.1868,493124.0
2023-02-23,27.5206,27.8637,26.8252,27.4743,521331.0
2023-02-24,27.261,27.261,26.5007,26.7603,455273.0
2023-02-25,27.261,27.261,26.5007,26.7603,455273.0
2023-02-26,27.261,27.261,26.5007,26.7603,455273.0
2023-02-27,26.8715,27.1404,26.7139,27.057,220536.0
2023-02-28,27.159,27.4464,26.4265,26.547,466100.0
2023-03-01,26.649,27.8081,26.5656,27.7339,460813.0
2023-03-02,27.583,28.686,27.5359,28.4126,530552.0
2023-03-03,28.0544,28.7572,27.8093,28.6106,266554.0
2023-03-04,28.0544,28.7572,27.8093,28.6106,266554.0
2023-03-05,28.0544,28.7572,27.8093,28.6106,266554.0
2023-03-06,28.5446,28.5823,27.9507,28.2806,321938.0
2023-03-07,28.1298,28.1769,27.55,27.7527,208498.0
2023-03-08,27.6302,27.9695,27.3757,27.5736,301322.0
2023-03-09,27.6302,28.2146,27.3097,27.3945,360024.0
2023-03-10,27.5076,27.9318,26.7878,26.9232,448410.0
2023-03-11,27.5076,27.9318,26.7878,26.9232,448410.0
2023-03-12,27.5076,27.9318,26.7878,26.9232,448410.0
2023-03-13,26.1784,27.1211,25.6411,26.2444,527261.0
2023-03-14,26.2444,27.2154,26.0889,26.2633,528418.0
2023-03-15,25.4149,26.0465,24.3496,24.9058,863745.0
2023-03-16,24.3968,25.5091,24.2176,25.3206,770911.0
2023-03-17,25.264,26.2397,25.2075,25.4808,780665.0
2023-03-18,25.264,26.2397,25.2075,25.4808,780665.0
2023-03-19,25.264,26.2397,25.2075,25.4808,780665.0
2023-03-20,25.4903,26.3764,25.4903,25.8391,463022.0
2023-03-21,26.2444,26.5744,26.1219,26.3764,518848.0
2023-03-22,26.5461,26.7158,25.8391,25.8391,412848.0
2023-03-23,25.9428,26.4895,25.2646,25.3772,373610.0
2023-03-24,24.9058,25.4808,24.5477,25.231,416265.0
2023-03-25,24.9058,25.4808,24.5477,25.231,416265.0
2023-03-26,24.9058,25.4808,24.5477,25.231,416265.0
2023-03-27,25.4903,26.2539,25.2263,25.9993,283429.0
2023-03-28,25.9333,26.5084,25.9333,26.2256,281707.0
2023-03-29,26.499,26.6026,26.2256,26.5461,291222.0
2023-03-30,26.8195,26.8195,26.2539,26.3293,291397.0
2023-03-31,26.5084,26.5885,26.301,26.3953,276454.0
2023-04-01,26.5084,26.5885,26.301,26.3953,276454.0
2023-04-02,26.5084,26.5885,26.301,26.3953,276454.0
2023-04-03,27.4888,28.1487,27.4888,28.0073,513784.0
2023-04-04,28.2146,28.2146,27.2061,27.6773,329123.0
2023-04-05,27.8564,28.2146,27.7622,28.0921,322440.0
2023-04-06,28.0167,28.2524,27.9036,28.2052,406693.0
2023-04-07,28.0167,28.2524,27.9036,28.2052,406693.0
2023-04-08,28.0167,28.2524,27.9036,28.2052,406693.0
2023-04-09,28.0167,28.2524,27.9036,28.2052,406693.0
2023-04-10,28.2806,28.7897,28.2429,28.4032,329074.0
2023-04-11,28.7237,28.8651,28.4739,28.7143,352031.0
2023-04-12,28.752,29.0065,28.6872,28.8274,280559.0
2023-04-13,28.752,29.0254,28.5976,28.8462,897793.0
2023-04-14,28.9688,29.0866,28.6671,29.0725,252744.0
2023-04-15,28.9688,29.0866,28.6671,29.0725,252744.0
2023-04-16,28.9688,29.0866,28.6671,29.0725,252744.0
2023-04-17,29.1385,29.1668,28.6577,28.7991,457273.0
2023-04-18,28.6577,28.8453,27.8753,28.0355,2151684.0
2023-04-19,27.7056,27.7904,27.2814,27.7716,433764.0
2023-04-20,27.5736,27.6302,26.9326,27.2154,268328.0
2023-04-21,27.2154,27.3568,26.9326,27.0646,216828.0
2023-04-22,27.2154,27.3568,26.9326,27.0646,216828.0
2023-04-23,27.2154,27.3568,26.9326,27.0646,216828.0
2023-04-24,27.0646,27.913,26.9447,27.9036,275178.0
2023-04-25,27.7527,27.7997,27.1409,27.4039,377094.0
2023-04-26,27.3191,27.5076,26.5602,26.7063,181867.0
2023-04-27,26.6309,26.975,26.4047,26.8006,185691.0
2023-04-28,26.81,27.9507,26.7023,27.7527,353548.0
2023-04-29,26.81,27.9507,26.7023,27.7527,353548.0
2023-04-30,26.81,27.9507,26.7023,27.7527,353548.0
2023-05-01,27.5736,27.8847,27.2437,27.4322,256418.0
2023-05-02,26.6781,26.81,24.9812,26.4707,738819.0
2023-05-03,25.6223,26.1502,25.4149,25.8579,646219.0
2023-05-04,25.9333,26.2444,25.1132,25.2735,634598.0
2023-05-05,25.9805,26.3293,25.6505,25.9616,257854.0
2023-05-06,25.9805,26.3293,25.6505,25.9616,257854.0
2023-05-07,25.9805,26.3293,25.6505,25.9616,257854.0
2023-05-08,26.4518,26.6592,25.4243,25.4526,425433.0
2023-05-09,25.2357,25.8014,25.1792,25.5468,259404.0
2023-05-10,25.5468,25.5945,25.0983,25.5468,257507.0
2023-05-11,25.2224,25.3273,24.8216,24.9361,229542.0
2023-05-12,25.0029,25.2892,24.7452,25.022,257150.0
2023-05-13,25.0029,25.2892,24.7452,25.022,257150.0
2023-05-14,25.0029,25.2892,24.7452,25.022,257150.0
2023-05-15,25.2892,25.7138,25.146,25.69,252563.0
2023-05-16,25.585,25.8522,25.1556,25.2128,263755.0
2023-05-17,25.2892,25.6505,25.2605,25.5373,178725.0
2023-05-18,25.48,25.8618,25.3178,25.8618,286106.0
2023-05-19,26.0431,26.3389,25.6901,25.9286,242180.0
2023-05-20,26.0431,26.3389,25.6901,25.9286,242180.0
2023-05-21,26.0431,26.3389,25.6901,25.9286,242180.0
2023-05-22,25.8618,26.2148,25.8474,25.9954,226512.0
2023-05-23,26.3103,26.5775,26.0717,26.1385,165283.0
2023-05-24,26.1862,26.4439,25.9763,26.1958,165894.0
2023-05-25,25.8045,25.8999,25.2415,25.3941,248792.0
2023-05-26,25.6327,25.6327,24.9933,25.1747,192785.0
2023-05-27,25.6327,25.6327,24.9933,25.1747,192785.0
2023-05-28,25.6327,25.6327,24.9933,25.1747,192785.0
2023-05-29,25.6327,25.6327,24.9933,25.1747,192785.0
2023-05-30,24.7357,24.9265,24.5257,24.8788,245573.0
2023-05-31,24.6402,24.9074,24.5734,24.6021,467659.0
2023-06-01,24.6402,25.0649,24.6402,24.7834,379398.0
2023-06-02,25.1651,25.5131,25.0124,25.2892,248669.0
2023-06-03,25.1651,25.5131,25.0124,25.2892,248669.0
2023-06-04,25.1651,25.5131,25.0124,25.2892,248669.0
2023-06-05,25.6709,25.8045,25.0601,25.0697,253646.0
2023-06-06,24.7261,25.2892,24.7261,25.0506,335137.0
2023-06-07,25.1556,25.4705,25.0029,25.1174,523586.0
2023-06-08,25.0315,25.2796,24.2585,24.8216,537042.0
2023-06-09,24.707,24.8597,24.5353,24.7738,423907.0
2023-06-10,24.707,24.8597,24.5353,24.7738,423907.0
2023-06-11,24.707,24.8597,24.5353,24.7738,423907.0
2023-06-12,24.3349,24.6107,24.0199,24.039,394110.0
2023-06-13,24.1345,24.6307,23.8004,23.8291,457967.0
2023-06-14,23.8959,24.1726,23.6382,24.0581,451349.0
2023-06-15,24.0963,24.3912,23.581,23.7623,625992.0
2023-06-16,23.8863,23.9524,23.6191,23.7241,739734.0
2023-06-17,23.8863,23.9524,23.6191,23.7241,739734.0
2023-06-18,23.8863,23.9524,23.6191,23.7241,739734.0
2023-06-19,23.8863,23.9524,23.6191,23.7241,739734.0
2023-06-20,23.7146,23.8625,23.3615,23.7909,552108.0
2023-06-21,23.7336,24.2681,23.7336,24.2299,490425.0
2023-06-22,24.0295,24.1726,23.771,24.0772,298905.0
2023-06-23,23.8577,24.0581,23.7289,23.8577,463432.0
2023-06-24,23.8577,24.0581,23.7289,23.8577,463432.0
2023-06-25,23.8577,24.0581,23.7289,23.8577,463432.0
2023-06-26,23.9531,24.7929,23.9531,24.6307,357284.0
2023-06-27,24.5448,24.8788,24.5257,24.7166,387368.0
2023-06-28,24.6307,25.0983,24.5639,25.0983,257103.0
2023-06-29,25.251,25.6804,25.2033,25.5373,258579.0
2023-06-30,25.6518,25.8522,25.4705,25.6041,286982.0
2023-07-01,25.6518,25.8522,25.4705,25.6041,286982.0
2023-07-02,25.6518,25.8522,25.4705,25.6041,286982.0
2023-07-03,25.0983,25.2987,24.8406,25.0029,412435.0
2023-07-04,25.0983,25.2987,24.8406,25.0029,412435.0
2023-07-05,25.0506,25.0792,24.6307,24.6307,316020.0
2023-07-06,24.4017,24.6021,23.7718,23.9627,366014.0
2023-07-07,23.8386,24.583,23.8386,24.3158,301585.0
2023-07-08,23.8386,24.583,23.8386,24.3158,301585.0
2023-07-09,23.8386,24.583,23.8386,24.3158,301585.0
2023-07-10,24.2776,24.373,24.0772,24.1154,471240.0
2023-07-11,24.1345,24.6689,24.1345,24.6498,1126714.0
2023-07-12,24.7738,25.0983,24.7738,24.8311,507775.0
2023-07-13,24.8311,25.5182,24.8311,25.2224,386844.0
2023-07-14,25.1747,25.2128,24.2776,24.2776,349321.0
2023-07-15,25.1747,25.2128,24.2776,24.2776,349321.0
2023-07-16,25.1747,25.2128,24.2776,24.2776,349321.0
2023-07-17,24.249,24.4303,24.1058,24.3158,262054.0
2023-07-18,24.3635,25.0029,24.3635,24.7166,341923.0
2023-07-19,24.7452,25.0697,24.3253,24.5162,358740.0
2023-07-20,24.5066,24.7977,24.4351,24.6212,254497.0
2023-07-21,24.8216,25.1556,24.5734,24.9408,476984.0
2023-07-22,24.8216,25.1556,24.5734,24.9408,476984.0
2023-07-23,24.8216,25.1556,24.5734,24.9408,476984.0
2023-07-24,24.9456,25.5182,24.8645,25.4132,483206.0
2023-07-25,25.5277,25.8427,25.3369,25.6804,446609.0
2023-07-26,25.5945,25.6614,25.1556,25.2224,340172.0
2023-07-27,25.3751,25.4896,24.7643,24.8025,413932.0
2023-07-28,24.8597,25.48,24.6021,25.4132,343745.0
2023-07-29,24.8597,25.48,24.6021,25.4132,343745.0
2023-07-30,24.8597,25.48,24.6021,25.4132,343745.0
2023-07-31,25.6327,26.0288,25.585,25.8808,428129.0
2023-08-01,25.8999,27.4841,25.8809,27.4077,630086.0
2023-08-02,27.2741,27.7465,26.8351,26.902,481756.0
2023-08-03,27.0451,27.8419,26.9705,27.5032,354924.0
2023-08-04,27.6559,27.9708,27.3696,27.4841,317626.0
2023-08-05,27.6559,27.9708,27.3696,27.4841,317626.0
2023-08-06,27.6559,27.9708,27.3696,27.4841,317626.0
