,VNOM US Equity,VNOM US Equity,VNOM US Equity,VNOM US Equity,VNOM US Equity
2020-02-16,17.7525,18.3854,17.7139,18.1925,888323.0
2020-02-17,17.7525,18.3854,17.7139,18.1925,888323.0
2020-02-18,18.0226,18.1384,17.4939,17.9532,574292.0
2020-02-19,18.1384,18.3314,18.0226,18.2388,488265.0
2020-02-20,18.3096,18.4355,17.9162,17.924,439516.0
2020-02-21,17.7667,17.9555,17.4205,17.8768,281407.0
2020-02-22,17.7667,17.9555,17.4205,17.8768,281407.0
2020-02-23,17.7667,17.9555,17.4205,17.8768,281407.0
2020-02-24,17.2474,17.3103,16.3425,16.6966,617516.0
2020-02-25,16.7438,16.8697,15.3039,15.3354,1073417.0
2020-02-26,15.4534,15.4927,14.9105,15.1465,1026955.0
2020-02-27,14.6429,14.9262,13.9574,14.0843,871543.0
2020-02-28,13.6279,14.0607,13.384,14.0292,1272365.0
2020-02-29,13.6279,14.0607,13.384,14.0292,1272365.0
2020-03-01,13.6279,14.0607,13.384,14.0292,1272365.0
2020-03-02,14.163,14.2023,13.5493,14.0371,1022533.0
2020-03-03,14.045,14.4934,13.8482,14.0843,1169148.0
2020-03-04,14.3125,14.399,14.0024,14.1669,718531.0
2020-03-05,13.864,14.1476,13.1637,13.3761,685310.0
2020-03-06,12.8804,13.0378,11.5036,11.5428,2202152.0
2020-03-07,12.8804,13.0378,11.5036,11.5428,2202152.0
2020-03-08,12.8804,13.0378,11.5036,11.5428,2202152.0
2020-03-09,6.2947,7.4434,5.5078,6.3576,4911267.0
2020-03-10,7.168,7.4041,6.0114,6.6251,3415966.0
2020-03-11,6.3655,6.5307,6.1294,6.3733,1826797.0
2020-03-12,5.917,6.1019,5.5865,5.8698,3348752.0
2020-03-13,6.3183,6.7825,5.9012,6.7432,1697317.0
2020-03-14,6.3183,6.7825,5.9012,6.7432,1697317.0
2020-03-15,6.3183,6.7825,5.9012,6.7432,1697317.0
2020-03-16,5.9012,6.9281,5.8619,6.4914,1704208.0
2020-03-17,6.5307,6.5604,5.5786,5.618,1568958.0
2020-03-18,5.2482,5.2482,4.0915,4.2568,3549050.0
2020-03-19,4.3197,5.8226,4.1309,4.9728,1954672.0
2020-03-20,5.1144,5.3426,4.4141,4.5164,2621620.0
2020-03-21,5.1144,5.3426,4.4141,4.5164,2621620.0
2020-03-22,5.1144,5.3426,4.4141,4.5164,2621620.0
2020-03-23,4.5164,4.5243,3.9184,4.0758,1917307.0
2020-03-24,4.4456,4.9334,4.3591,4.9177,2039800.0
2020-03-25,5.256,5.773,4.8311,5.1852,2688814.0
2020-03-26,5.1931,5.7124,4.721,5.3111,2289302.0
2020-03-27,5.2482,5.2796,4.5872,4.6502,967894.0
2020-03-28,5.2482,5.2796,4.5872,4.6502,967894.0
2020-03-29,5.2482,5.2796,4.5872,4.6502,967894.0
2020-03-30,4.6423,4.8075,4.5282,4.7603,1976014.0
2020-03-31,4.902,5.8304,4.902,5.2167,1749847.0
2020-04-01,4.9728,5.3741,4.8233,5.3505,869999.0
2020-04-02,5.6652,7.0658,5.618,6.2947,2314755.0
2020-04-03,6.6645,6.8297,5.7753,6.0901,1878864.0
2020-04-04,6.6645,6.8297,5.7753,6.0901,1878864.0
2020-04-05,6.6645,6.8297,5.7753,6.0901,1878864.0
2020-04-06,6.2947,6.3812,5.7276,6.1137,1155559.0
2020-04-07,6.4048,6.6154,5.9957,6.2238,1468852.0
2020-04-08,6.3733,6.7707,6.3026,6.6881,1086151.0
2020-04-09,7.0736,7.1942,6.1845,6.334,1093777.0
2020-04-10,7.0736,7.1942,6.1845,6.334,1093777.0
2020-04-11,7.0736,7.1942,6.1845,6.334,1093777.0
2020-04-12,7.0736,7.1942,6.1845,6.334,1093777.0
2020-04-13,6.8454,6.9556,6.0586,6.1373,1230552.0
2020-04-14,6.4756,6.5307,6.0901,6.3419,1151939.0
2020-04-15,6.0429,6.2868,5.8462,5.8934,1041487.0
2020-04-16,5.8776,5.9993,5.2403,5.3505,1492405.0
2020-04-17,5.5393,5.6809,5.3898,5.6652,1225284.0
2020-04-18,5.5393,5.6809,5.3898,5.6652,1225284.0
2020-04-19,5.5393,5.6809,5.3898,5.6652,1225284.0
2020-04-20,5.3269,5.736,5.1774,5.4449,2264635.0
2020-04-21,5.256,5.6652,5.256,5.6022,1423395.0
2020-04-22,5.7045,6.0979,5.7045,6.0586,632471.0
2020-04-23,6.2711,6.7432,6.153,6.4599,1253495.0
2020-04-24,6.6959,6.8494,6.1609,6.4127,1179469.0
2020-04-25,6.6959,6.8494,6.1609,6.4127,1179469.0
2020-04-26,6.6959,6.8494,6.1609,6.4127,1179469.0
2020-04-27,6.2553,6.4245,5.9406,6.4127,928692.0
2020-04-28,6.515,6.6959,6.3183,6.6251,1294101.0
2020-04-29,6.8218,7.0067,6.6566,6.8848,2188084.0
2020-04-30,7.0028,7.5379,6.7477,7.3018,3236162.0
2020-05-01,7.2074,7.2703,6.4284,6.7668,1142163.0
2020-05-02,7.2074,7.2703,6.4284,6.7668,1142163.0
2020-05-03,7.2074,7.2703,6.4284,6.7668,1142163.0
2020-05-04,6.6959,7.1052,6.2947,6.7668,2109170.0
2020-05-05,7.0185,8.2539,6.2002,6.4363,4030045.0
2020-05-06,6.57,6.9084,6.2474,6.2632,2068392.0
2020-05-07,6.4678,6.6802,6.3261,6.452,1235404.0
2020-05-08,6.6094,6.9792,6.4756,6.9556,1246823.0
2020-05-09,6.6094,6.9792,6.4756,6.9556,1246823.0
2020-05-10,6.6094,6.9792,6.4756,6.9556,1246823.0
2020-05-11,6.8533,7.1641,6.7746,7.0343,689730.0
2020-05-12,7.1366,7.2703,6.814,6.9241,1111079.0
2020-05-13,6.9082,6.9334,6.566,6.6615,1353067.0
2020-05-14,6.5262,6.8366,6.176,6.5899,744363.0
2020-05-15,6.5023,7.0594,6.4964,6.8445,652730.0
2020-05-16,6.5023,7.0594,6.4964,6.8445,652730.0
2020-05-17,6.5023,7.0594,6.4964,6.8445,652730.0
2020-05-18,7.2027,8.0543,7.0992,7.8235,1982598.0
2020-05-19,7.9428,8.1418,7.4972,7.7041,1281511.0
2020-05-20,7.911,8.5079,7.7996,8.4363,2051812.0
2020-05-21,8.5955,8.6353,8.0065,8.3567,1369801.0
2020-05-22,8.2771,8.4204,8.1227,8.3726,971830.0
2020-05-23,8.2771,8.4204,8.1227,8.3726,971830.0
2020-05-24,8.2771,8.4204,8.1227,8.3726,971830.0
2020-05-25,8.2771,8.4204,8.1227,8.3726,971830.0
2020-05-26,8.7069,8.8072,8.3328,8.7228,1154301.0
2020-05-27,8.874,8.9854,7.9826,8.3726,1952117.0
2020-05-28,8.5079,8.7308,8.0384,8.4761,1333192.0
2020-05-29,8.3567,8.5318,8.2055,8.3487,1221505.0
2020-05-30,8.3567,8.5318,8.2055,8.3487,1221505.0
2020-05-31,8.3567,8.5318,8.2055,8.3487,1221505.0
2020-06-01,8.4761,8.9536,8.3249,8.3965,1098501.0
2020-06-02,8.5716,9.0889,8.5716,8.882,1781012.0
2020-06-03,9.1605,9.4709,8.9377,9.0252,1225316.0
2020-06-04,9.0332,9.3356,8.9218,9.2003,707459.0
2020-06-05,9.853,10.6647,9.7893,10.2668,1424862.0
2020-06-06,9.853,10.6647,9.7893,10.2668,1424862.0
2020-06-07,9.853,10.6647,9.7893,10.2668,1424862.0
2020-06-08,11.4367,11.4447,10.414,10.9035,2250956.0
2020-06-09,10.5294,10.8199,10.3544,10.5852,1234866.0
2020-06-10,10.5852,10.5852,9.7423,9.9644,1361014.0
2020-06-11,8.8581,9.5426,8.7658,8.9059,1475678.0
2020-06-12,9.8768,10.0678,8.9059,9.2163,1038211.0
2020-06-13,9.8768,10.0678,8.9059,9.2163,1038211.0
2020-06-14,9.8768,10.0678,8.9059,9.2163,1038211.0
2020-06-15,8.6353,9.5028,8.4363,9.3754,973382.0
2020-06-16,9.9883,10.0519,9.1099,9.4948,1006946.0
2020-06-17,9.3993,9.3993,8.9775,8.9775,1091907.0
2020-06-18,8.874,9.2521,8.8263,9.0969,597756.0
2020-06-19,9.3913,9.4232,8.8025,8.9059,1423390.0
2020-06-20,9.3913,9.4232,8.8025,8.9059,1423390.0
2020-06-21,9.3913,9.4232,8.8025,8.9059,1423390.0
2020-06-22,8.9059,9.1428,8.6751,9.065,541796.0
2020-06-23,9.2083,9.3356,8.9297,9.1924,578632.0
2020-06-24,9.081,9.1446,8.2612,8.2771,775392.0
2020-06-25,8.1737,8.7228,8.0086,8.4363,1079767.0
2020-06-26,8.3249,8.3352,7.9747,8.1498,620064.0
2020-06-27,8.3249,8.3352,7.9747,8.1498,620064.0
2020-06-28,8.3249,8.3352,7.9747,8.1498,620064.0
2020-06-29,8.1975,8.4602,8.0384,8.3169,588009.0
2020-06-30,8.3567,8.4124,8.0065,8.2453,1097502.0
2020-07-01,8.301,8.4602,7.911,8.0861,647505.0
2020-07-02,8.2692,8.3726,7.9986,8.2453,485573.0
2020-07-03,8.2692,8.3726,7.9986,8.2453,485573.0
2020-07-04,8.2692,8.3726,7.9986,8.2453,485573.0
2020-07-05,8.2692,8.3726,7.9986,8.2453,485573.0
2020-07-06,8.4204,8.4363,8.0224,8.2294,737406.0
2020-07-07,8.1259,8.1505,7.8871,7.9986,833864.0
2020-07-08,7.9747,8.0622,7.5529,7.9428,863433.0
2020-07-09,7.8473,7.8473,7.334,7.4972,734632.0
2020-07-10,7.4574,7.8633,7.4096,7.8155,384266.0
2020-07-11,7.4574,7.8633,7.4096,7.8155,384266.0
2020-07-12,7.4574,7.8633,7.4096,7.8155,384266.0
2020-07-13,7.7439,7.9254,7.5648,7.6245,1021638.0
2020-07-14,7.6165,8.11,7.5608,7.9826,492844.0
2020-07-15,8.1538,8.301,7.9667,8.1577,726627.0
2020-07-16,8.2134,8.4999,8.0384,8.2214,423318.0
2020-07-17,8.2134,8.3726,8.0065,8.0224,257908.0
2020-07-18,8.2134,8.3726,8.0065,8.0224,257908.0
2020-07-19,8.2134,8.3726,8.0065,8.0224,257908.0
2020-07-20,8.11,8.293,7.9986,8.1418,317554.0
2020-07-21,8.2532,8.683,8.2532,8.683,631603.0
2020-07-22,8.5477,8.6989,8.3807,8.5477,286742.0
2020-07-23,8.5159,8.6353,8.2015,8.3249,316764.0
2020-07-24,8.3487,8.5788,8.2851,8.3726,266897.0
2020-07-25,8.3487,8.5788,8.2851,8.3726,266897.0
2020-07-26,8.3487,8.5788,8.2851,8.3726,266897.0
2020-07-27,8.3726,8.3885,8.0145,8.2214,212994.0
2020-07-28,8.1896,8.2811,8.0065,8.1259,343526.0
2020-07-29,8.1498,8.4522,8.0543,8.4283,298450.0
2020-07-30,8.2453,8.4522,7.9826,8.3249,454611.0
2020-07-31,8.1896,8.4283,8.1373,8.2294,409416.0
2020-08-01,8.1896,8.4283,8.1373,8.2294,409416.0
2020-08-02,8.1896,8.4283,8.1373,8.2294,409416.0
2020-08-03,8.2294,9.0412,8.1259,8.3965,654733.0
2020-08-04,8.1259,8.4681,7.6802,8.301,982105.0
2020-08-05,8.5159,8.8501,8.4204,8.6432,491496.0
2020-08-06,8.5477,8.5875,8.1706,8.1896,292959.0
2020-08-07,8.1577,8.3567,8.0384,8.2373,277801.0
2020-08-08,8.1577,8.3567,8.0384,8.2373,277801.0
2020-08-09,8.1577,8.3567,8.0384,8.2373,277801.0
2020-08-10,8.3328,8.7427,8.3328,8.7069,516954.0
2020-08-11,8.7546,9.1367,8.6193,8.7148,587609.0
2020-08-12,8.7867,9.1538,8.7627,9.0181,482902.0
2020-08-13,8.9543,9.058,8.6031,8.635,414507.0
2020-08-14,8.5313,8.7308,8.4595,8.7308,227873.0
2020-08-15,8.5313,8.7308,8.4595,8.7308,227873.0
2020-08-16,8.5313,8.7308,8.4595,8.7308,227873.0
2020-08-17,8.7707,8.7707,8.2839,8.4595,529450.0
2020-08-18,8.4914,8.4994,8.2003,8.252,448098.0
2020-08-19,8.2999,8.4116,8.2081,8.252,481165.0
2020-08-20,8.1402,8.2041,8.1003,8.1243,425647.0
2020-08-21,8.0924,8.1482,7.9727,8.0365,515990.0
2020-08-22,8.0924,8.1482,7.9727,8.0365,515990.0
2020-08-23,8.0924,8.1482,7.9727,8.0365,515990.0
2020-08-24,8.1003,8.2121,8.0365,8.2041,444290.0
2020-08-25,8.2679,8.3445,8.1961,8.3078,319906.0
2020-08-26,8.2759,8.2759,8.0286,8.1083,382804.0
2020-08-27,8.1163,8.2121,7.9806,8.1562,348421.0
2020-08-28,8.1801,8.2679,8.1084,8.228,264346.0
2020-08-29,8.1801,8.2679,8.1084,8.228,264346.0
2020-08-30,8.1801,8.2679,8.1084,8.228,264346.0
2020-08-31,8.26,8.26,8.1083,8.1243,276625.0
2020-09-01,8.1323,8.2201,8.0285,8.0924,626532.0
2020-09-02,8.0844,8.1522,7.7372,7.7652,594042.0
2020-09-03,7.7811,7.821,7.6351,7.6853,447187.0
2020-09-04,7.7811,7.8051,7.3023,7.5656,320223.0
2020-09-05,7.7811,7.8051,7.3023,7.5656,320223.0
2020-09-06,7.7811,7.8051,7.3023,7.5656,320223.0
2020-09-07,7.7811,7.8051,7.3023,7.5656,320223.0
2020-09-08,7.43,7.43,6.9032,6.999,917235.0
2020-09-09,7.1107,7.1107,6.9112,7.0309,524481.0
2020-09-10,7.0469,7.1028,6.4643,6.4883,987852.0
2020-09-11,6.5202,6.608,6.2636,6.3366,859680.0
2020-09-12,6.5202,6.608,6.2636,6.3366,859680.0
2020-09-13,6.5202,6.608,6.2636,6.3366,859680.0
2020-09-14,6.3286,6.576,6.0972,6.4324,574073.0
2020-09-15,6.4643,6.5122,6.2967,6.3446,928476.0
2020-09-16,6.3765,6.6878,6.3446,6.6,571610.0
2020-09-17,6.4563,6.592,6.3207,6.5282,373378.0
2020-09-18,6.5122,6.5122,6.2649,6.3765,950114.0
2020-09-19,6.5122,6.5122,6.2649,6.3765,950114.0
2020-09-20,6.5122,6.5122,6.2649,6.3765,950114.0
2020-09-21,6.3446,6.3446,6.0733,6.193,504978.0
2020-09-22,6.201,6.3526,6.1451,6.2648,469241.0
2020-09-23,6.2488,6.3433,5.9095,5.9855,603275.0
2020-09-24,5.9216,6.177,5.8259,6.0653,286969.0
2020-09-25,6.0174,6.0852,5.8618,6.0014,206005.0
2020-09-26,6.0174,6.0852,5.8618,6.0014,206005.0
2020-09-27,6.0174,6.0852,5.8618,6.0014,206005.0
2020-09-28,6.1291,6.2568,6.0693,6.177,222183.0
2020-09-29,6.1291,6.177,5.8737,6.1291,312815.0
2020-09-30,6.1451,6.2249,5.9296,6.0014,295263.0
2020-10-01,5.9935,6.0014,5.7333,5.8578,535729.0
2020-10-02,5.6822,6.0653,5.6281,5.9536,418021.0
2020-10-03,5.6822,6.0653,5.6281,5.9536,418021.0
2020-10-04,5.6822,6.0653,5.6281,5.9536,418021.0
2020-10-05,6.0493,6.2185,5.9456,6.177,210383.0
2020-10-06,6.2967,6.3446,6.0094,6.0413,323295.0
2020-10-07,6.0892,6.1302,5.9616,6.0413,154119.0
2020-10-08,6.1211,6.4563,6.0014,6.4005,272768.0
2020-10-09,6.4803,6.4883,6.185,6.2568,233545.0
2020-10-10,6.4803,6.4883,6.185,6.2568,233545.0
2020-10-11,6.4803,6.4883,6.185,6.2568,233545.0
2020-10-12,6.3047,6.3234,6.0334,6.193,422491.0
2020-10-13,6.169,6.2967,5.9296,6.0014,280791.0
2020-10-14,6.0972,6.596,6.0972,6.3446,1056606.0
2020-10-15,6.2329,6.5441,6.2068,6.4324,363855.0
2020-10-16,6.3845,6.4045,6.1371,6.1531,371659.0
2020-10-17,6.3845,6.4045,6.1371,6.1531,371659.0
2020-10-18,6.3845,6.4045,6.1371,6.1531,371659.0
2020-10-19,6.2728,6.2808,6.0334,6.0733,694164.0
2020-10-20,6.0892,6.2808,6.0733,6.2488,245565.0
2020-10-21,6.201,6.201,5.9057,6.0653,1023827.0
2020-10-22,6.0972,6.185,5.8658,6.1451,747478.0
2020-10-23,6.185,6.2329,5.9695,6.0892,793941.0
2020-10-24,6.185,6.2329,5.9695,6.0892,793941.0
2020-10-25,6.185,6.2329,5.9695,6.0892,793941.0
2020-10-26,5.9855,6.0464,5.6583,5.8498,906529.0
2020-10-27,5.8658,5.9393,5.7461,5.8498,731702.0
2020-10-28,5.6503,5.7619,5.343,5.4188,1274533.0
2020-10-29,5.363,5.6343,5.2034,5.5864,1538090.0
2020-10-30,5.5545,5.6423,5.3869,5.5944,1145057.0
2020-10-31,5.5545,5.6423,5.3869,5.5944,1145057.0
2020-11-01,5.5545,5.6423,5.3869,5.5944,1145057.0
2020-11-02,5.7381,6.0413,5.6735,5.762,716708.0
2020-11-03,6.0413,6.1708,5.8658,5.9695,490466.0
2020-11-04,5.9615,6.0812,5.7461,5.8817,370790.0
2020-11-05,5.9136,6.0812,5.8977,6.0653,397954.0
2020-11-06,6.0892,6.2249,5.9775,6.0014,554361.0
2020-11-07,6.0892,6.2249,5.9775,6.0014,554361.0
2020-11-08,6.0892,6.2249,5.9775,6.0014,554361.0
2020-11-09,6.5361,7.0269,6.3446,6.6798,1977059.0
2020-11-10,7.2694,7.649,6.914,7.5198,1486349.0
2020-11-11,7.5925,7.6894,7.3987,7.4148,731632.0
2020-11-12,7.1967,7.4875,7.019,7.0594,535325.0
2020-11-13,7.124,7.4875,7.124,7.4471,454379.0
2020-11-14,7.124,7.4875,7.124,7.4471,454379.0
2020-11-15,7.124,7.4875,7.124,7.4471,454379.0
2020-11-16,7.8025,7.8106,7.5037,7.6894,693956.0
2020-11-17,7.5844,8.0367,7.4713,7.9641,1103746.0
2020-11-18,8.0448,8.4366,7.9156,7.9883,726021.0
2020-11-19,7.956,8.1337,7.8348,8.1175,564931.0
2020-11-20,8.1014,8.3518,8.0933,8.1579,559681.0
2020-11-21,8.1014,8.3518,8.0933,8.1579,559681.0
2020-11-22,8.1014,8.3518,8.0933,8.1579,559681.0
2020-11-23,8.3518,8.8364,8.3518,8.8041,1161914.0
2020-11-24,9.1029,9.3646,9.0706,9.1756,1207280.0
2020-11-25,9.0545,9.3452,8.7718,9.2645,837553.0
2020-11-26,9.0545,9.3452,8.7718,9.2645,837553.0
2020-11-27,9.1756,9.4502,9.1756,9.2564,375122.0
2020-11-28,9.1756,9.4502,9.1756,9.2564,375122.0
2020-11-29,9.1756,9.4502,9.1756,9.2564,375122.0
2020-11-30,9.2483,9.531,9.0302,9.0464,1169488.0
2020-12-01,9.2241,9.4502,9.0868,9.2402,631832.0
2020-12-02,9.2322,9.7292,9.1999,9.3049,883155.0
2020-12-03,9.3856,9.7935,9.3291,9.6522,747399.0
2020-12-04,10.0722,10.4357,10.0318,10.3953,958969.0
2020-12-05,10.0722,10.4357,10.0318,10.3953,958969.0
2020-12-06,10.0722,10.4357,10.0318,10.3953,958969.0
2020-12-07,10.2983,10.4841,10.1126,10.2337,489793.0
2020-12-08,10.1933,10.6012,10.1812,10.2418,634965.0
2020-12-09,10.3872,10.5407,10.056,10.2176,611953.0
2020-12-10,10.2499,10.9041,10.161,10.4922,967224.0
2020-12-11,10.4599,10.5487,10.2983,10.4114,666489.0
2020-12-12,10.4599,10.5487,10.2983,10.4114,666489.0
2020-12-13,10.4599,10.5487,10.2983,10.4114,666489.0
2020-12-14,10.5972,10.686,9.8622,10.0641,522125.0
2020-12-15,10.1933,10.5972,10.0318,10.3145,478485.0
2020-12-16,10.3468,10.476,10.1368,10.1691,647748.0
2020-12-17,10.2418,10.2903,9.9753,10.1368,440374.0
2020-12-18,10.1287,10.2983,10.0156,10.1368,745037.0
2020-12-19,10.1287,10.2983,10.0156,10.1368,745037.0
2020-12-20,10.1287,10.2983,10.0156,10.1368,745037.0
2020-12-21,9.7047,9.7152,9.4502,9.5795,877765.0
2020-12-22,9.6037,9.6352,9.0383,9.0706,567618.0
2020-12-23,9.1191,9.7733,9.1191,9.6118,533539.0
2020-12-24,9.6199,9.6522,9.3129,9.531,207445.0
2020-12-25,9.6199,9.6522,9.3129,9.531,207445.0
2020-12-26,9.6199,9.6522,9.3129,9.531,207445.0
2020-12-27,9.6199,9.6522,9.3129,9.531,207445.0
2020-12-28,9.5391,9.6521,9.4664,9.4826,468463.0
2020-12-29,9.4987,9.5754,9.111,9.3372,304581.0
2020-12-30,9.2887,9.5714,9.2079,9.2645,528517.0
2020-12-31,9.2887,9.6118,9.1352,9.3856,537235.0
2021-01-01,9.2887,9.6118,9.1352,9.3856,537235.0
2021-01-02,9.2887,9.6118,9.1352,9.3856,537235.0
2021-01-03,9.2887,9.6118,9.1352,9.3856,537235.0
2021-01-04,9.4664,10.0722,9.1675,9.8379,1532239.0
2021-01-05,9.9026,10.686,9.8945,10.2903,1314169.0
2021-01-06,10.4722,10.7507,10.2741,10.5487,465259.0
2021-01-07,10.7103,11.2676,10.563,11.1787,708842.0
2021-01-08,11.3726,11.3726,10.9445,11.0737,508512.0
2021-01-09,11.3726,11.3726,10.9445,11.0737,508512.0
2021-01-10,11.3726,11.3726,10.9445,11.0737,508512.0
2021-01-11,10.8153,11.098,10.6053,10.9607,370728.0
2021-01-12,11.1384,11.9784,11.1061,11.9784,730104.0
2021-01-13,11.9945,12.1076,11.4938,11.5745,1051432.0
2021-01-14,11.8411,11.9138,11.3968,11.8168,771317.0
2021-01-15,11.6618,11.7199,11.3484,11.6391,690720.0
2021-01-16,11.6618,11.7199,11.3484,11.6391,690720.0
2021-01-17,11.6618,11.7199,11.3484,11.6391,690720.0
2021-01-18,11.6618,11.7199,11.3484,11.6391,690720.0
2021-01-19,11.6876,12.0268,11.4372,11.8895,515687.0
2021-01-20,11.8895,12.2369,11.8895,12.1722,623510.0
2021-01-21,12.1561,12.1988,11.4372,11.5826,668774.0
2021-01-22,11.203,11.8007,11.0576,11.7926,880451.0
2021-01-23,11.203,11.8007,11.0576,11.7926,880451.0
2021-01-24,11.203,11.8007,11.0576,11.7926,880451.0
2021-01-25,11.6553,11.8088,11.3322,11.7684,433273.0
2021-01-26,11.8653,12.2449,11.5745,11.623,822905.0
2021-01-27,11.2438,11.7199,10.8557,10.8799,647291.0
2021-01-28,10.888,11.3726,10.8839,11.2434,546295.0
2021-01-29,11.2191,11.4614,11.0091,11.098,669543.0
2021-01-30,11.2191,11.4614,11.0091,11.098,669543.0
2021-01-31,11.2191,11.4614,11.0091,11.098,669543.0
2021-02-01,11.0011,11.6715,10.9364,11.4372,555215.0
2021-02-02,11.5422,11.8168,11.4321,11.4614,503381.0
2021-02-03,11.5503,12.2934,11.5202,12.1884,603134.0
2021-02-04,12.5058,12.5058,11.7199,12.1642,424242.0
2021-02-05,12.3176,12.358,11.8976,11.9945,342201.0
2021-02-06,12.3176,12.358,11.8976,11.9945,342201.0
2021-02-07,12.3176,12.358,11.8976,11.9945,342201.0
2021-02-08,12.1965,12.6326,12.0188,12.5519,559287.0
2021-02-09,12.5115,12.778,12.2369,12.6488,521062.0
2021-02-10,12.7578,13.2869,12.6407,13.2384,731924.0
2021-02-11,13.2384,13.4807,12.9961,13.3111,499833.0
2021-02-12,13.295,13.7634,13.1617,13.7634,624542.0
2021-02-13,13.295,13.7634,13.1617,13.7634,624542.0
2021-02-14,13.295,13.7634,13.1617,13.7634,624542.0
2021-02-15,13.295,13.7634,13.1617,13.7634,624542.0
2021-02-16,14.1269,14.7408,13.4323,13.7957,830068.0
2021-02-17,13.82,13.9411,13.2223,13.4807,505231.0
2021-02-18,13.4,13.4727,12.8346,12.8669,471122.0
2021-02-19,12.7942,13.0513,12.7699,12.8911,408860.0
2021-02-20,12.7942,13.0513,12.7699,12.8911,408860.0
2021-02-21,12.7942,13.0513,12.7699,12.8911,408860.0
2021-02-22,12.9234,13.8684,12.8911,13.3596,924072.0
2021-02-23,12.8507,13.6827,11.9703,13.5534,899708.0
2021-02-24,13.6584,14.1027,13.4888,13.61,408141.0
2021-02-25,13.7069,13.8038,13.0446,13.085,553417.0
2021-02-26,13.0123,13.0123,12.1157,12.6649,567107.0
2021-02-27,13.0123,13.0123,12.1157,12.6649,567107.0
2021-02-28,13.0123,13.0123,12.1157,12.6649,567107.0
2021-03-01,13.0769,13.1092,12.5519,12.8346,659585.0
2021-03-02,12.6892,12.9234,12.3419,12.4307,423533.0
2021-03-03,12.553,12.9768,12.4883,12.6997,468721.0
2021-03-04,12.7568,13.3028,12.5041,12.7568,784302.0
2021-03-05,13.3029,13.36,12.5774,13.311,694274.0
2021-03-06,13.3029,13.36,12.5774,13.311,694274.0
2021-03-07,13.3029,13.36,12.5774,13.311,694274.0
2021-03-08,13.5148,13.5899,12.7894,13.1643,621160.0
2021-03-09,13.1969,13.2115,12.5856,12.6508,416649.0
