,NTRS US Equity,NTRS US Equity,NTRS US Equity,NTRS US Equity,NTRS US Equity
2020-03-04,74.0453,74.9629,71.5984,74.325,1837900.0
2020-03-05,71.0391,71.5198,69.7326,70.6895,2639692.0
2020-03-06,68.5048,69.4748,66.7133,67.8494,2610532.0
2020-03-07,68.5048,69.4748,66.7133,67.8494,2610532.0
2020-03-08,68.5048,69.4748,66.7133,67.8494,2610532.0
2020-03-09,62.003,63.812,60.4824,61.8981,3275942.0
2020-03-10,64.9393,65.953,61.9156,64.983,2592141.0
2020-03-11,62.8332,64.3363,61.1073,62.4574,2477804.0
2020-03-12,57.4622,61.2483,55.6177,55.6354,3488080.0
2020-03-13,59.7127,67.382,58.5478,67.1172,3533951.0
2020-03-14,59.7127,67.382,58.5478,67.1172,3533951.0
2020-03-15,59.7127,67.382,58.5478,67.1172,3533951.0
2020-03-16,56.562,62.3956,54.4881,54.9117,2885228.0
2020-03-17,56.8003,60.6659,54.2852,60.4982,3567795.0
2020-03-18,56.8621,61.6102,55.8442,58.4066,2954127.0
2020-03-19,57.4799,63.5518,55.4766,59.4921,2586673.0
2020-03-20,59.6245,61.2307,56.4826,56.9768,2422868.0
2020-03-21,59.6245,61.2307,56.4826,56.9768,2422868.0
2020-03-22,59.6245,61.2307,56.4826,56.9768,2422868.0
2020-03-23,57.5152,57.6211,53.5438,55.6972,2312236.0
2020-03-24,58.3889,61.9985,58.3713,61.6543,1936809.0
2020-03-25,62.1574,66.8789,59.7127,64.3019,1827910.0
2020-03-26,64.9285,66.9849,64.0372,66.4995,1585757.0
2020-03-27,64.1695,66.5877,63.3841,65.2904,1582089.0
2020-03-28,64.1695,66.5877,63.3841,65.2904,1582089.0
2020-03-29,64.1695,66.5877,63.3841,65.2904,1582089.0
2020-03-30,65.2198,67.2364,63.6047,66.8878,1455522.0
2020-03-31,65.8817,67.8586,65.2785,66.5965,1585533.0
2020-04-01,62.881,65.2286,62.325,64.4255,1657861.0
2020-04-02,63.1105,68.3969,63.1105,67.885,1883933.0
2020-04-03,67.0555,68.8117,65.8111,67.9821,1520179.0
2020-04-04,67.0555,68.8117,65.8111,67.9821,1520179.0
2020-04-05,67.0555,68.8117,65.8111,67.9821,1520179.0
2020-04-06,70.2061,72.7037,68.8768,71.8124,2238624.0
2020-04-07,75.0513,76.0221,72.6419,72.8979,2168998.0
2020-04-08,73.7363,74.7512,71.4593,73.5863,1742484.0
2020-04-09,74.9101,76.3221,73.6833,74.9189,2148042.0
2020-04-10,74.9101,76.3221,73.6833,74.9189,2148042.0
2020-04-11,74.9101,76.3221,73.6833,74.9189,2148042.0
2020-04-12,74.9101,76.3221,73.6833,74.9189,2148042.0
2020-04-13,74.46,74.8395,72.3066,73.7363,1136476.0
2020-04-14,75.7926,75.8985,72.7655,73.5951,1277017.0
2020-04-15,70.9563,71.3799,69.0147,69.6236,1567858.0
2020-04-16,69.7384,71.2475,68.1233,68.8029,1722199.0
2020-04-17,71.4505,72.792,69.7649,70.6033,3483941.0
2020-04-18,71.4505,72.792,69.7649,70.6033,3483941.0
2020-04-19,71.4505,72.792,69.7649,70.6033,3483941.0
2020-04-20,69.6236,71.402,68.9998,70.012,2361621.0
2020-04-21,69.0588,69.4295,63.3135,65.6875,3134205.0
2020-04-22,67.4261,68.0351,65.9964,67.2231,1038175.0
2020-04-23,67.585,68.4587,66.2612,66.7289,889709.0
2020-04-24,68.1145,68.7764,66.8348,68.2998,997278.0
2020-04-25,68.1145,68.7764,66.8348,68.2998,997278.0
2020-04-26,68.1145,68.7764,66.8348,68.2998,997278.0
2020-04-27,68.8029,71.0092,68.7146,70.5238,1079060.0
2020-04-28,72.2183,73.0656,70.6474,70.718,927077.0
2020-04-29,72.6508,73.2862,71.9271,72.4037,1046340.0
2020-04-30,70.9651,71.2563,69.3765,69.8619,1090008.0
2020-05-01,67.9027,68.8205,65.6081,66.6054,1280456.0
2020-05-02,67.9027,68.8205,65.6081,66.6054,1280456.0
2020-05-03,67.9027,68.8205,65.6081,66.6054,1280456.0
2020-05-04,65.8905,66.7113,64.6638,66.1553,1033083.0
2020-05-05,66.9672,66.9937,64.4608,64.4873,1006265.0
2020-05-06,65.105,65.2462,62.9163,63.6047,881370.0
2020-05-07,65.1492,67.0378,64.5579,65.2551,1048840.0
2020-05-08,66.676,67.1878,65.6787,67.0643,1271926.0
2020-05-09,66.676,67.1878,65.6787,67.0643,1271926.0
2020-05-10,66.676,67.1878,65.6787,67.0643,1271926.0
2020-05-11,66.0935,66.4377,65.4934,65.9876,994860.0
2020-05-12,66.8083,67.2761,64.2578,64.2931,1180688.0
2020-05-13,63.287,63.7459,61.1513,61.9985,1214784.0
2020-05-14,60.8953,63.843,59.5097,63.7724,1184415.0
2020-05-15,62.6869,63.5076,62.0868,62.7751,890050.0
2020-05-16,62.6869,63.5076,62.0868,62.7751,890050.0
2020-05-17,62.6869,63.5076,62.0868,62.7751,890050.0
2020-05-18,65.2374,67.4173,64.5226,67.0202,1126783.0
2020-05-19,66.5612,67.0025,64.7079,64.752,865428.0
2020-05-20,65.3963,66.4377,64.8403,65.9788,1053755.0
2020-05-21,65.361,66.1111,64.9727,65.2551,1084404.0
2020-05-22,65.4934,65.4934,64.3461,65.2021,1071379.0
2020-05-23,65.4934,65.4934,64.3461,65.2021,1071379.0
2020-05-24,65.4934,65.4934,64.3461,65.2021,1071379.0
2020-05-25,65.4934,65.4934,64.3461,65.2021,1071379.0
2020-05-26,68.2028,71.2387,67.4085,69.8443,1920651.0
2020-05-27,72.7655,74.4511,70.7401,73.1626,1489265.0
2020-05-28,74.204,74.204,70.3915,70.5327,1061881.0
2020-05-29,69.5001,70.7445,69.0853,69.7296,1514171.0
2020-05-30,69.5001,70.7445,69.0853,69.7296,1514171.0
2020-05-31,69.5001,70.7445,69.0853,69.7296,1514171.0
2020-06-01,70.2944,71.9447,69.9149,71.1946,857414.0
2020-06-02,72.1477,72.8626,70.921,71.3623,1134775.0
2020-06-03,72.8537,75.5014,72.3772,75.1395,1142784.0
2020-06-04,74.6453,77.743,74.3805,77.6459,1332886.0
2020-06-05,81.4938,81.9527,79.667,80.0465,2437947.0
2020-06-06,81.4938,81.9527,79.667,80.0465,2437947.0
2020-06-07,81.4938,81.9527,79.667,80.0465,2437947.0
2020-06-08,81.4144,81.8292,79.3051,80.4524,1781989.0
2020-06-09,79.208,82.0145,78.7138,81.1849,1227641.0
2020-06-10,80.3024,80.4083,77.2576,77.3371,1323368.0
2020-06-11,75.0773,75.967,72.8176,72.9956,1613619.0
2020-06-12,75.4599,75.5844,72.404,74.3834,1150381.0
2020-06-13,75.4599,75.5844,72.404,74.3834,1150381.0
2020-06-14,75.4599,75.5844,72.404,74.3834,1150381.0
2020-06-15,71.6433,75.2375,71.6433,74.3033,1447556.0
2020-06-16,77.1769,77.2169,74.3122,75.5578,1136980.0
2020-06-17,75.2642,75.9625,74.419,74.5702,1770862.0
2020-06-18,73.2892,74.7749,73.1646,73.5027,1672689.0
2020-06-19,74.161,74.2811,71.8924,73.5383,4060094.0
2020-06-20,74.161,74.2811,71.8924,73.5383,4060094.0
2020-06-21,74.161,74.2811,71.8924,73.5383,4060094.0
2020-06-22,72.7109,73.8941,71.7412,72.7287,1518032.0
2020-06-23,73.7962,74.5347,72.1326,72.1504,1938845.0
2020-06-24,70.6914,71.1629,68.6185,68.663,1644472.0
2020-06-25,68.4762,70.033,67.9424,69.7839,1440745.0
2020-06-26,68.6541,68.8587,66.8214,67.7911,1970567.0
2020-06-27,68.6541,68.8587,66.8214,67.7911,1970567.0
2020-06-28,68.6541,68.8587,66.8214,67.7911,1970567.0
2020-06-29,68.7964,69.0144,67.4086,67.8801,1134150.0
2020-06-30,67.9602,70.896,67.6933,70.5846,1468317.0
2020-07-01,70.1576,70.5668,68.1737,68.4495,895409.0
2020-07-02,70.1798,70.7892,68.8676,69.0989,833629.0
2020-07-03,70.1798,70.7892,68.8676,69.0989,833629.0
2020-07-04,70.1798,70.7892,68.8676,69.0989,833629.0
2020-07-05,70.1798,70.7892,68.8676,69.0989,833629.0
2020-07-06,70.8515,71.1718,69.2146,70.0152,1036040.0
2020-07-07,69.6683,69.9797,69.0544,69.259,1419558.0
2020-07-08,71.3052,71.4031,69.5437,71.3141,1456689.0
2020-07-09,70.3444,70.8693,67.284,67.978,1379520.0
2020-07-10,68.3872,71.5632,68.2715,71.323,1144259.0
2020-07-11,68.3872,71.5632,68.2715,71.323,1144259.0
2020-07-12,68.3872,71.5632,68.2715,71.323,1144259.0
2020-07-13,71.8657,73.6005,71.1451,72.5685,1437765.0
2020-07-14,72.7376,73.2002,71.4476,72.6397,1044798.0
2020-07-15,73.6806,73.6806,71.0028,71.6611,1636915.0
2020-07-16,70.9138,72.5863,70.2999,71.1184,1102313.0
2020-07-17,71.412,71.412,68.9922,69.1345,1399258.0
2020-07-18,71.412,71.412,68.9922,69.1345,1399258.0
2020-07-19,71.412,71.412,68.9922,69.1345,1399258.0
2020-07-20,68.4762,69.5526,68.4762,69.1612,1528199.0
2020-07-21,69.0722,71.6522,68.9477,71.0205,1507677.0
2020-07-22,73.2002,73.2002,64.624,67.2751,2889689.0
2020-07-23,66.9727,69.13,66.8749,68.9299,1709311.0
2020-07-24,69.4548,70.3177,67.4175,67.6399,1092242.0
2020-07-25,69.4548,70.3177,67.4175,67.6399,1092242.0
2020-07-26,69.4548,70.3177,67.4175,67.6399,1092242.0
2020-07-27,66.9638,68.3071,66.252,68.1559,1072825.0
2020-07-28,67.6933,68.832,67.4975,68.5918,1290261.0
2020-07-29,68.3872,70.8515,68.3071,70.5135,1263386.0
2020-07-30,69.2235,69.5437,68.2715,69.3302,890709.0
2020-07-31,69.3302,69.7839,68.7164,69.7039,845601.0
2020-08-01,69.3302,69.7839,68.7164,69.7039,845601.0
2020-08-02,69.3302,69.7839,68.7164,69.7039,845601.0
2020-08-03,69.8907,71.2074,69.2146,70.5312,993570.0
2020-08-04,70.9049,70.985,69.8609,70.5312,672437.0
2020-08-05,70.7892,71.5988,70.6202,71.5188,602411.0
2020-08-06,71.5721,71.9903,71.1273,71.2252,764800.0
2020-08-07,70.9138,74.1254,70.8871,74.0631,752806.0
2020-08-08,70.9138,74.1254,70.8871,74.0631,752806.0
2020-08-09,70.9138,74.1254,70.8871,74.0631,752806.0
2020-08-10,74.0187,74.9083,73.4938,74.4279,871460.0
2020-08-11,76.0382,76.9412,74.6592,74.9706,1033382.0
2020-08-12,76.4474,76.5453,74.2233,74.7927,705632.0
2020-08-13,73.8674,74.5791,73.1557,73.5294,603076.0
2020-08-14,73.5649,74.7037,73.3603,74.2144,616275.0
2020-08-15,73.5649,74.7037,73.3603,74.2144,616275.0
2020-08-16,73.5649,74.7037,73.3603,74.2144,616275.0
2020-08-17,73.7874,74.1521,72.9601,73.4671,560572.0
2020-08-18,73.3069,73.5605,72.5507,73.1468,598977.0
2020-08-19,73.6272,74.4991,73.3425,73.8407,635570.0
2020-08-20,73.0578,73.2091,72.1237,72.444,725354.0
2020-08-21,72.2305,72.7821,71.6433,72.7109,628733.0
2020-08-22,72.2305,72.7821,71.6433,72.7109,628733.0
2020-08-23,72.2305,72.7821,71.6433,72.7109,628733.0
2020-08-24,72.6753,75.0507,72.5507,74.9617,698210.0
2020-08-25,75.62,76.0204,74.6236,74.7304,568247.0
2020-08-26,74.6948,74.6948,73.5738,73.6094,729406.0
2020-08-27,73.9208,75.3798,73.8007,74.9795,515552.0
2020-08-28,75.1307,75.1307,74.3033,74.6503,566638.0
2020-08-29,75.1307,75.1307,74.3033,74.6503,566638.0
2020-08-30,75.1307,75.1307,74.3033,74.6503,566638.0
2020-08-31,74.4991,74.7482,72.5596,72.8532,1048370.0
2020-09-01,72.7643,74.0098,72.1415,73.0223,835585.0
2020-09-02,72.7998,74.9884,72.2972,74.6592,699664.0
2020-09-03,75.1396,76.7232,73.8407,74.4279,1015520.0
2020-09-04,75.4777,76.6876,74.4368,75.1307,1002464.0
2020-09-05,75.4777,76.6876,74.4368,75.1307,1002464.0
2020-09-06,75.4777,76.6876,74.4368,75.1307,1002464.0
2020-09-07,75.4777,76.6876,74.4368,75.1307,1002464.0
2020-09-08,73.8496,74.5035,72.1593,72.6041,1585662.0
2020-09-09,73.5116,73.5116,72.097,72.1415,955865.0
2020-09-10,72.2581,73.0703,70.4813,70.58,1077135.0
2020-09-11,70.3377,72.2043,70.0694,71.6569,792586.0
2020-09-12,70.3377,72.2043,70.0694,71.6569,792586.0
2020-09-13,70.3377,72.2043,70.0694,71.6569,792586.0
2020-09-14,72.294,73.5561,72.0069,72.2402,1335900.0
2020-09-15,72.8684,72.8684,70.2839,70.6787,1603532.0
2020-09-16,70.9928,77.0861,70.8941,74.6811,2867575.0
2020-09-17,73.7568,74.9548,73.5145,74.3939,1988050.0
2020-09-18,74.0888,75.0221,73.2094,73.353,2014649.0
2020-09-19,74.0888,75.0221,73.2094,73.353,2014649.0
2020-09-20,74.0888,75.0221,73.2094,73.353,2014649.0
2020-09-21,71.5223,72.8325,69.7185,71.3428,1648362.0
2020-09-22,70.9659,71.9261,69.0455,69.8083,1574556.0
2020-09-23,69.7544,70.93,68.0763,68.1929,807372.0
2020-09-24,68.6327,69.3506,67.0802,67.502,1017660.0
2020-09-25,66.6135,68.6775,66.4341,68.6147,875099.0
2020-09-26,66.6135,68.6775,66.4341,68.6147,875099.0
2020-09-27,66.6135,68.6775,66.4341,68.6147,875099.0
2020-09-28,70.0864,71.4146,69.7454,70.5441,679286.0
2020-09-29,70.3198,70.571,69.1621,69.5121,607854.0
2020-09-30,70.1134,70.921,69.4583,69.9698,798158.0
2020-10-01,69.7993,70.7056,68.6775,69.1442,772704.0
2020-10-02,68.0494,70.9749,67.9506,70.3646,514797.0
2020-10-03,68.0494,70.9749,67.9506,70.3646,514797.0
2020-10-04,68.0494,70.9749,67.9506,70.3646,514797.0
2020-10-05,71.1454,72.7248,71.1409,72.5363,659134.0
2020-10-06,73.3081,73.8106,71.7152,71.962,1034627.0
2020-10-07,73.3978,74.8516,73.0793,73.8017,889058.0
2020-10-08,74.1157,75.8208,73.6042,75.6054,532810.0
2020-10-09,75.0401,76.79,74.8337,76.4759,703809.0
2020-10-10,75.0401,76.79,74.8337,76.4759,703809.0
2020-10-11,75.0401,76.79,74.8337,76.4759,703809.0
2020-10-12,76.2964,77.7951,75.9464,77.454,658716.0
2020-10-13,76.7631,77.5258,75.0401,75.3183,835868.0
2020-10-14,75.5067,76.7092,75.3093,75.7311,691215.0
2020-10-15,75.076,78.3155,75.0311,78.0912,943294.0
2020-10-16,78.5219,78.9617,77.4271,78.4143,700616.0
2020-10-17,78.5219,78.9617,77.4271,78.4143,700616.0
2020-10-18,78.5219,78.9617,77.4271,78.4143,700616.0
2020-10-19,78.495,78.9347,76.4849,76.6464,722978.0
2020-10-20,77.6246,78.3694,76.7182,76.9605,807873.0
2020-10-21,76.3951,81.1782,76.2785,76.9695,1823151.0
2020-10-22,77.0054,77.463,75.2599,76.9605,896676.0
2020-10-23,78.1361,78.1361,75.4618,75.749,931630.0
2020-10-24,78.1361,78.1361,75.4618,75.749,931630.0
2020-10-25,78.1361,78.1361,75.4618,75.749,931630.0
2020-10-26,74.8696,75.067,72.6656,73.7927,751666.0
2020-10-27,73.5414,73.9183,72.0787,72.4197,884258.0
2020-10-28,71.1992,71.5851,69.4358,69.8172,896831.0
2020-10-29,69.557,70.7954,68.4083,70.257,811197.0
2020-10-30,69.7365,70.5082,68.3814,70.239,866703.0
2020-10-31,69.7365,70.5082,68.3814,70.239,866703.0
2020-11-01,69.7365,70.5082,68.3814,70.239,866703.0
2020-11-02,71.5851,71.8812,70.23,70.939,858977.0
2020-11-03,72.3479,74.9144,72.0607,74.0709,950061.0
2020-11-04,72.4735,73.7568,70.6249,70.7954,1016159.0
2020-11-05,71.4684,73.9452,71.4415,73.2094,657747.0
2020-11-06,73.5324,73.9452,72.7966,73.2812,1097490.0
2020-11-07,73.5324,73.9452,72.7966,73.2812,1097490.0
2020-11-08,73.5324,73.9452,72.7966,73.2812,1097490.0
2020-11-09,79.2309,82.6679,79.2219,81.4833,1809587.0
2020-11-10,81.9949,83.0987,80.5501,82.4256,1337331.0
2020-11-11,82.6051,83.2602,79.5539,80.0565,610975.0
2020-11-12,78.9796,80.0475,77.7188,78.5848,590318.0
2020-11-13,79.6527,81.9679,78.7283,81.4833,792108.0
2020-11-14,79.6527,81.9679,78.7283,81.4833,792108.0
2020-11-15,79.6527,81.9679,78.7283,81.4833,792108.0
2020-11-16,83.7089,84.4806,82.5243,83.5832,683011.0
2020-11-17,81.9859,84.2653,81.5013,84.1666,844234.0
2020-11-18,84.9563,85.3691,83.1794,83.1794,562149.0
2020-11-19,82.5692,84.0499,81.6,83.7807,789469.0
2020-11-20,83.3051,83.4127,81.8154,82.0128,595075.0
2020-11-21,83.3051,83.4127,81.8154,82.0128,595075.0
2020-11-22,83.3051,83.4127,81.8154,82.0128,595075.0
2020-11-23,83.0089,84.1845,81.8603,83.9602,861246.0
2020-11-24,85.405,88.4372,85.2255,87.5946,1209326.0
2020-11-25,86.778,87.5138,85.3601,86.9395,665099.0
2020-11-26,86.778,87.5138,85.3601,86.9395,665099.0
2020-11-27,87.3164,87.5856,85.728,86.2754,588985.0
2020-11-28,87.3164,87.5856,85.728,86.2754,588985.0
2020-11-29,87.3164,87.5856,85.728,86.2754,588985.0
2020-11-30,85.9254,86.0062,83.1704,83.5653,1163154.0
2020-12-01,83.1256,85.3421,83.1256,83.6999,1465441.0
2020-12-02,83.2243,84.4447,82.65,84.2653,1123229.0
2020-12-03,84.3819,84.4627,82.9999,83.4486,1127418.0
2020-12-04,84.6511,85.5755,84.0858,85.0819,1184725.0
2020-12-05,84.6511,85.5755,84.0858,85.0819,1184725.0
2020-12-06,84.6511,85.5755,84.0858,85.0819,1184725.0
2020-12-07,84.4178,84.7947,83.4127,84.7319,611106.0
2020-12-08,83.655,85.1034,83.655,84.9204,713792.0
2020-12-09,85.0011,85.8055,83.0179,83.655,1173501.0
2020-12-10,83.2753,83.2753,81.7608,82.9317,1203749.0
2020-12-11,81.2318,81.7427,80.2101,81.4669,1309447.0
2020-12-12,81.2318,81.7427,80.2101,81.4669,1309447.0
2020-12-13,81.2318,81.7427,80.2101,81.4669,1309447.0
2020-12-14,82.8413,83.0764,79.984,80.0925,1038449.0
2020-12-15,81.2589,82.7056,80.1106,82.0365,1167140.0
2020-12-16,81.9913,82.3982,81.2409,82.0908,836583.0
2020-12-17,82.1993,83.2934,81.5031,83.2753,994292.0
2020-12-18,83.9444,83.9964,82.5429,83.0944,1926251.0
2020-12-19,83.9444,83.9964,82.5429,83.0944,1926251.0
2020-12-20,83.9444,83.9964,82.5429,83.0944,1926251.0
2020-12-21,82.6604,83.7726,80.3367,82.3259,1005504.0
2020-12-22,82.2445,82.683,81.3765,81.919,1036534.0
2020-12-23,82.5971,84.1071,82.5384,83.1758,589950.0
2020-12-24,83.3928,83.3928,81.5392,82.8141,269320.0
2020-12-25,83.3928,83.3928,81.5392,82.8141,269320.0
2020-12-26,83.3928,83.3928,81.5392,82.8141,269320.0
2020-12-27,83.3928,83.3928,81.5392,82.8141,269320.0
2020-12-28,83.2662,84.627,83.0311,83.6189,627404.0
2020-12-29,83.9444,83.9534,82.6745,83.1035,500542.0
2020-12-30,82.8322,83.9444,82.3444,83.1125,385780.0
2020-12-31,83.3295,84.3512,82.6333,84.2156,514221.0
2021-01-01,83.3295,84.3512,82.6333,84.2156,514221.0
2021-01-02,83.3295,84.3512,82.6333,84.2156,514221.0
2021-01-03,83.3295,84.3512,82.6333,84.2156,514221.0
2021-01-04,84.5502,84.9842,82.3575,83.6369,733173.0
2021-01-05,81.9732,83.8539,81.9461,83.0131,975193.0
2021-01-06,85.1017,88.7275,83.8087,87.968,1373784.0
2021-01-07,88.4291,89.7221,88.185,88.2302,761183.0
2021-01-08,88.3839,88.5286,86.2591,87.6063,637758.0
2021-01-09,88.3839,88.5286,86.2591,87.6063,637758.0
2021-01-10,88.3839,88.5286,86.2591,87.6063,637758.0
2021-01-11,87.5249,88.5195,86.2862,88.5105,775528.0
2021-01-12,87.9951,89.9662,87.6154,89.8306,866124.0
2021-01-13,89.1675,89.8758,88.5286,88.9083,703460.0
2021-01-14,89.6407,90.2917,88.6913,90.138,832061.0
2021-01-15,88.5055,89.27,86.5575,87.1994,751765.0
2021-01-16,88.5055,89.27,86.5575,87.1994,751765.0
2021-01-17,88.5055,89.27,86.5575,87.1994,751765.0
2021-01-18,88.5055,89.27,86.5575,87.1994,751765.0
2021-01-19,87.317,88.6009,86.3721,88.0313,900351.0
2021-01-20,87.6786,87.6786,85.2102,85.7166,1751739.0
2021-01-21,86.2952,87.1633,84.4145,85.1921,1676543.0
2021-01-22,85.9878,86.2591,83.5013,85.5357,1311660.0
2021-01-23,85.9878,86.2591,83.5013,85.5357,1311660.0
2021-01-24,85.9878,86.2591,83.5013,85.5357,1311660.0
2021-01-25,84.4236,86.1958,84.1795,85.2464,1248303.0
2021-01-26,86.0149,86.0149,84.5954,84.6315,826204.0
2021-01-27,83.1577,84.8576,81.3042,81.6206,1410133.0
2021-01-28,82.8865,83.6053,82.344,82.4525,1082903.0
2021-01-29,81.9913,82.4886,79.749,80.6441,996034.0
2021-01-30,81.9913,82.4886,79.749,80.6441,996034.0
2021-01-31,81.9913,82.4886,79.749,80.6441,996034.0
2021-02-01,81.6116,82.4615,81.0419,81.8828,751811.0
2021-02-02,82.5971,84.2789,82.4163,83.2934,755870.0
2021-02-03,82.8593,84.939,82.6076,84.5592,820142.0
2021-02-04,85.0475,87.3441,84.3874,87.2808,843353.0
2021-02-05,87.7443,88.2935,86.7579,87.8504,646840.0
2021-02-06,87.7443,88.2935,86.7579,87.8504,646840.0
2021-02-07,87.7443,88.2935,86.7579,87.8504,646840.0
2021-02-08,87.9318,88.61,87.6063,88.2935,770862.0
2021-02-09,88.2483,88.9174,86.9734,88.3839,739843.0
2021-02-10,88.5105,89.1389,87.3983,87.5249,713651.0
2021-02-11,87.4164,88.6913,86.7202,87.6967,575889.0
2021-02-12,87.5521,88.7817,87.5521,88.7365,669619.0
2021-02-13,87.5521,88.7817,87.5521,88.7365,669619.0
2021-02-14,87.5521,88.7817,87.5521,88.7365,669619.0
2021-02-15,87.5521,88.7817,87.5521,88.7365,669619.0
2021-02-16,89.478,90.4002,89.1886,89.4418,933813.0
2021-02-17,89.0801,89.6452,87.8595,88.1217,976086.0
2021-02-18,87.5701,88.0132,86.1415,86.8106,610152.0
2021-02-19,86.8378,87.7962,86.3585,87.0819,1070804.0
2021-02-20,86.8378,87.7962,86.3585,87.0819,1070804.0
2021-02-21,86.8378,87.7962,86.3585,87.0819,1070804.0
2021-02-22,86.6117,88.6958,86.5755,88.2754,1172112.0
2021-02-23,89.6091,89.7673,88.0383,88.2031,931936.0
2021-02-24,88.0222,90.8252,88.0222,90.6624,691135.0
2021-02-25,90.8252,92.1182,88.0674,88.3929,1011158.0
2021-02-26,87.6877,87.9951,85.7799,86.0149,1109319.0
2021-02-27,87.6877,87.9951,85.7799,86.0149,1109319.0
2021-02-28,87.6877,87.9951,85.7799,86.0149,1109319.0
2021-03-01,88.1036,90.4545,87.534,89.3785,781915.0
2021-03-02,89.1977,89.6407,87.9047,87.977,878108.0
2021-03-03,87.2627,90.738,87.2627,89.1073,933654.0
2021-03-04,89.3152,89.5232,86.8016,88.2212,964206.0
2021-03-05,89.6407,90.6534,87.6425,90.346,938086.0
