,MC US Equity,MC US Equity,MC US Equity,MC US Equity,MC US Equity
2019-03-02,30.3225,30.7076,30.3177,30.6401,495350.0
2019-03-03,30.3225,30.7076,30.3177,30.6401,495350.0
2019-03-04,30.8495,30.9982,30.336,30.4914,464049.0
2019-03-05,30.4441,30.4441,30.1063,30.255,339329.0
2019-03-06,30.2077,30.4104,29.6536,29.6942,265109.0
2019-03-07,29.755,29.755,29.1368,29.3834,408614.0
2019-03-08,29.1334,29.4239,29.0591,29.4037,188353.0
2019-03-09,29.1334,29.4239,29.0591,29.4037,188353.0
2019-03-10,29.1334,29.4239,29.0591,29.4037,188353.0
2019-03-11,29.6063,29.728,29.3868,29.728,268402.0
2019-03-12,29.728,29.9036,29.4712,29.6874,306067.0
2019-03-13,29.7347,29.9779,29.5658,29.6334,295006.0
2019-03-14,29.4239,29.6536,28.8564,28.9712,589715.0
2019-03-15,28.951,29.2077,28.3294,28.4983,753046.0
2019-03-16,28.951,29.2077,28.3294,28.4983,753046.0
2019-03-17,28.951,29.2077,28.3294,28.4983,753046.0
2019-03-18,28.6199,29.3901,28.5692,29.0388,544312.0
2019-03-19,29.3766,29.5928,28.8699,28.9104,488821.0
2019-03-20,28.8699,29.0388,28.2753,28.3091,255073.0
2019-03-21,28.0862,28.7618,27.9799,28.478,314585.0
2019-03-22,28.2686,28.2686,27.0051,27.2078,562035.0
2019-03-23,28.2686,28.2686,27.0051,27.2078,562035.0
2019-03-24,28.2686,28.2686,27.0051,27.2078,562035.0
2019-03-25,27.2619,27.5659,27.0051,27.3362,585208.0
2019-03-26,27.6065,28.728,27.4578,28.6672,779529.0
2019-03-27,28.6267,29.2347,28.4172,28.9037,590469.0
2019-03-28,28.951,29.1266,28.0051,28.4307,427869.0
2019-03-29,28.674,28.8496,27.8565,28.1132,659182.0
2019-03-30,28.674,28.8496,27.8565,28.1132,659182.0
2019-03-31,28.674,28.8496,27.8565,28.1132,659182.0
2019-04-01,28.4578,29.3699,28.422,29.1807,293780.0
2019-04-02,29.0794,29.2145,28.7145,29.0591,213292.0
2019-04-03,29.3091,29.5523,28.451,28.4983,321746.0
2019-04-04,28.3767,28.5524,28.228,28.3362,605953.0
2019-04-05,28.5051,28.7145,28.0591,28.1064,377526.0
2019-04-06,28.5051,28.7145,28.0591,28.1064,377526.0
2019-04-07,28.5051,28.7145,28.0591,28.1064,377526.0
2019-04-08,27.5659,27.5997,25.9917,26.6944,1128615.0
2019-04-09,26.5254,26.6741,26.3092,26.3633,462907.0
2019-04-10,26.3903,26.4782,26.1809,26.343,333210.0
2019-04-11,25.512,25.7958,25.0323,25.2688,1387164.0
2019-04-12,25.6404,25.9444,25.3111,25.9309,764358.0
2019-04-13,25.6404,25.9444,25.3111,25.9309,764358.0
2019-04-14,25.6404,25.9444,25.3111,25.9309,764358.0
2019-04-15,26.012,26.1606,25.6404,25.8904,467457.0
2019-04-16,25.9376,26.5119,25.9309,26.4917,424022.0
2019-04-17,26.6268,26.7957,26.3701,26.7079,446985.0
2019-04-18,26.7214,26.9781,26.6268,26.9646,410617.0
2019-04-19,26.7214,26.9781,26.6268,26.9646,410617.0
2019-04-20,26.7214,26.9781,26.6268,26.9646,410617.0
2019-04-21,26.7214,26.9781,26.6268,26.9646,410617.0
2019-04-22,26.9038,27.1133,26.8835,26.9511,484638.0
2019-04-23,26.9511,27.4713,26.8768,27.4308,488459.0
2019-04-24,27.3835,27.8429,27.0389,27.1876,402716.0
2019-04-25,27.2484,27.7011,26.7822,27.7011,829236.0
2019-04-26,27.7956,27.9173,27.4105,27.9105,511717.0
2019-04-27,27.7956,27.9173,27.4105,27.9105,511717.0
2019-04-28,27.7956,27.9173,27.4105,27.9105,511717.0
2019-04-29,28.0659,28.6064,27.8092,28.5726,554874.0
2019-04-30,28.4713,28.6402,26.9579,27.6673,1062724.0
2019-05-01,27.7011,28.0254,25.3904,25.8701,1893284.0
2019-05-02,25.735,25.982,25.3363,25.4309,807247.0
2019-05-03,25.5458,25.8909,25.3836,25.5255,752939.0
2019-05-04,25.5458,25.8909,25.3836,25.5255,752939.0
2019-05-05,25.5458,25.8909,25.3836,25.5255,752939.0
2019-05-06,25.1877,25.2769,24.8296,24.9647,822137.0
2019-05-07,24.6675,24.8093,24.1405,24.3364,622191.0
2019-05-08,24.2891,24.6066,24.1742,24.208,536255.0
2019-05-09,23.9339,24.3793,23.3926,24.3382,630860.0
2019-05-10,24.0436,24.1464,23.468,24.0504,641093.0
2019-05-11,24.0436,24.1464,23.468,24.0504,641093.0
2019-05-12,24.0436,24.1464,23.468,24.0504,641093.0
2019-05-13,23.5502,23.5502,22.543,22.7897,1151201.0
2019-05-14,22.8376,23.0089,22.5704,22.6732,476282.0
2019-05-15,22.1661,22.68,21.9537,22.6115,529801.0
2019-05-16,22.6321,23.3858,22.5361,23.2419,760077.0
2019-05-17,22.9199,23.2076,22.5841,22.7211,571822.0
2019-05-18,22.9199,23.2076,22.5841,22.7211,571822.0
2019-05-19,22.9199,23.2076,22.5841,22.7211,571822.0
2019-05-20,22.4882,22.9473,22.4091,22.8924,510955.0
2019-05-21,22.5019,23.5708,22.5019,23.2899,737937.0
2019-05-22,23.2145,23.3995,22.9404,23.0843,422719.0
2019-05-23,22.8171,22.8445,22.2689,22.3854,567181.0
2019-05-24,22.5361,22.8513,22.4265,22.7554,501593.0
2019-05-25,22.5361,22.8513,22.4265,22.7554,501593.0
2019-05-26,22.5361,22.8513,22.4265,22.7554,501593.0
2019-05-27,22.5361,22.8513,22.4265,22.7554,501593.0
2019-05-28,22.7828,23.3241,22.5498,22.5498,550230.0
2019-05-29,22.3374,22.7246,22.1182,22.5293,449662.0
2019-05-30,22.543,22.7074,22.2552,22.2826,264324.0
2019-05-31,22.0085,22.2621,21.6796,21.7756,658850.0
2019-06-01,22.0085,22.2621,21.6796,21.7756,658850.0
2019-06-02,22.0085,22.2621,21.6796,21.7756,658850.0
2019-06-03,21.7687,22.1661,21.7208,22.0908,379100.0
2019-06-04,22.4128,22.8239,22.4128,22.6595,402464.0
2019-06-05,22.5704,22.7965,22.2929,22.3717,374575.0
2019-06-06,22.3169,22.5224,21.8989,22.3648,684916.0
2019-06-07,22.3717,22.8856,22.3717,22.6937,422618.0
2019-06-08,22.3717,22.8856,22.3717,22.6937,422618.0
2019-06-09,22.3717,22.8856,22.3717,22.6937,422618.0
2019-06-10,22.8102,23.0084,22.3443,22.3854,551443.0
2019-06-11,22.6184,22.8513,22.5019,22.7965,417631.0
2019-06-12,22.7417,23.0706,22.6321,23.0569,517720.0
2019-06-13,23.1323,23.3447,22.9336,22.9952,350621.0
2019-06-14,22.8924,22.9336,22.3949,22.5773,326809.0
2019-06-15,22.8924,22.9336,22.3949,22.5773,326809.0
2019-06-16,22.8924,22.9336,22.3949,22.5773,326809.0
2019-06-17,22.6389,23.0363,22.5875,22.7143,464805.0
2019-06-18,22.7897,23.5776,22.7897,23.42,524080.0
2019-06-19,23.6051,23.9271,23.4475,23.5023,505253.0
2019-06-20,23.7421,24.023,23.5023,23.9682,578919.0
2019-06-21,23.8312,24.2902,23.8312,24.2012,773832.0
2019-06-22,23.8312,24.2902,23.8312,24.2012,773832.0
2019-06-23,23.8312,24.2902,23.8312,24.2012,773832.0
2019-06-24,24.1121,24.1532,23.5228,23.5913,653967.0
2019-06-25,23.6599,23.7552,23.0295,23.0706,475894.0
2019-06-26,23.2145,23.6804,23.0089,23.3789,455272.0
2019-06-27,23.4886,23.9408,23.4886,23.653,474259.0
2019-06-28,23.7763,24.2286,23.5571,23.9476,1376274.0
2019-06-29,23.7763,24.2286,23.5571,23.9476,1376274.0
2019-06-30,23.7763,24.2286,23.5571,23.9476,1376274.0
2019-07-01,24.3108,24.3588,23.5091,23.6667,339158.0
2019-07-02,23.6393,23.6393,23.098,23.2213,317908.0
2019-07-03,23.3995,23.8062,23.3961,23.7558,162510.0
2019-07-04,23.3995,23.8062,23.3961,23.7558,162510.0
2019-07-05,23.7763,24.1943,23.4543,23.4817,290269.0
2019-07-06,23.7763,24.1943,23.4543,23.4817,290269.0
2019-07-07,23.7763,24.1943,23.4543,23.4817,290269.0
2019-07-08,23.1734,23.2625,22.8822,23.1254,669988.0
2019-07-09,22.913,23.283,22.9089,23.1734,601846.0
2019-07-10,23.2008,23.5099,22.8445,22.8924,607288.0
2019-07-11,22.7828,23.0432,22.1456,23.0158,618957.0
2019-07-12,23.0843,23.6393,23.0843,23.5639,431531.0
2019-07-13,23.0843,23.6393,23.0843,23.5639,431531.0
2019-07-14,23.0843,23.6393,23.0843,23.5639,431531.0
2019-07-15,23.5776,23.886,23.42,23.7763,555792.0
2019-07-16,23.886,24.2149,23.6873,24.1601,366694.0
2019-07-17,24.1464,24.3348,23.9956,24.256,492198.0
2019-07-18,24.2012,24.5643,24.1464,24.4753,427951.0
2019-07-19,24.4753,24.7425,24.4753,24.6397,557730.0
2019-07-20,24.4753,24.7425,24.4753,24.6397,557730.0
2019-07-21,24.4753,24.7425,24.4753,24.6397,557730.0
2019-07-22,24.6328,24.6945,24.0641,24.071,860708.0
2019-07-23,24.1052,24.3382,23.6736,24.0778,466331.0
2019-07-24,24.0504,24.6603,24.0504,24.6191,410136.0
2019-07-25,24.4958,24.7014,24.1875,24.208,325741.0
2019-07-26,24.2765,24.5506,24.1395,24.489,233241.0
2019-07-27,24.2765,24.5506,24.1395,24.489,233241.0
2019-07-28,24.2765,24.5506,24.1395,24.489,233241.0
2019-07-29,24.489,24.763,24.2457,24.5849,334603.0
2019-07-30,24.4136,25.1262,24.3656,25.1262,382880.0
2019-07-31,24.6671,25.181,23.9819,24.9686,594252.0
2019-08-01,24.7288,24.7973,23.5228,23.6393,522577.0
2019-08-02,23.6393,23.6804,23.1254,23.6119,658089.0
2019-08-03,23.6393,23.6804,23.1254,23.6119,658089.0
2019-08-04,23.6393,23.6804,23.1254,23.6119,658089.0
2019-08-05,23.0774,23.2487,22.3785,22.7897,625039.0
2019-08-06,22.9678,23.2213,22.8445,23.1186,447904.0
2019-08-07,22.68,23.0569,22.3923,22.8924,569411.0
2019-08-08,23.0803,23.7202,23.0803,23.6507,326997.0
2019-08-09,23.5394,23.5394,22.9759,22.9898,248450.0
2019-08-10,23.5394,23.5394,22.9759,22.9898,248450.0
2019-08-11,23.5394,23.5394,22.9759,22.9898,248450.0
2019-08-12,22.6977,22.7463,21.8421,22.0786,289531.0
2019-08-13,22.0229,22.9898,22.0229,22.7672,392886.0
2019-08-14,22.2038,22.5099,22.0299,22.0855,203722.0
2019-08-15,22.2247,22.3638,21.9116,21.9464,187427.0
2019-08-16,22.1203,22.4542,22.1203,22.2177,272880.0
2019-08-17,22.1203,22.4542,22.1203,22.2177,272880.0
2019-08-18,22.1203,22.4542,22.1203,22.2177,272880.0
2019-08-19,22.6699,22.7116,22.3542,22.4542,227940.0
2019-08-20,22.8646,23.3689,22.5447,23.0524,491206.0
2019-08-21,23.3655,23.4907,23.0455,23.3029,238076.0
2019-08-22,23.3029,23.4907,23.1568,23.2263,413677.0
2019-08-23,23.1777,23.2333,22.8368,22.9759,1025864.0
2019-08-24,23.1777,23.2333,22.8368,22.9759,1025864.0
2019-08-25,23.1777,23.2333,22.8368,22.9759,1025864.0
2019-08-26,23.1985,23.2055,22.7777,22.9551,305114.0
2019-08-27,23.0664,23.1046,22.4681,22.6351,453719.0
2019-08-28,22.5586,23.1707,22.3707,23.0664,345816.0
2019-08-29,23.2959,23.5115,23.2333,23.4489,319299.0
2019-08-30,23.6228,23.675,23.2959,23.3237,293690.0
2019-08-31,23.6228,23.675,23.2959,23.3237,293690.0
2019-09-01,23.6228,23.675,23.2959,23.3237,293690.0
2019-09-02,23.6228,23.675,23.2959,23.3237,293690.0
2019-09-03,23.0664,23.0733,22.496,22.8855,490168.0
2019-09-04,23.1846,23.5115,23.0942,23.3724,316611.0
2019-09-05,23.6507,23.7828,23.0803,23.1916,669039.0
2019-09-06,23.3168,23.4281,22.9864,23.0942,316269.0
2019-09-07,23.3168,23.4281,22.9864,23.0942,316269.0
2019-09-08,23.3168,23.4281,22.9864,23.0942,316269.0
2019-09-09,23.275,23.762,23.1916,23.5881,547664.0
2019-09-10,23.7063,24.0611,23.5533,23.915,530753.0
2019-09-11,24.0541,24.2628,23.7341,24.2419,430989.0
2019-09-12,24.1793,24.5967,23.9498,24.2002,466369.0
2019-09-13,24.4506,24.4854,23.9706,24.0193,494875.0
2019-09-14,24.4506,24.4854,23.9706,24.0193,494875.0
2019-09-15,24.4506,24.4854,23.9706,24.0193,494875.0
2019-09-16,23.9706,24.2211,23.7898,23.9289,526002.0
2019-09-17,23.8872,24.1167,23.3446,24.068,511372.0
2019-09-18,24.0402,24.1793,23.7063,24.075,320651.0
2019-09-19,24.0054,24.1724,23.7272,23.7967,440882.0
2019-09-20,23.8315,24.1793,23.7133,23.8107,577552.0
2019-09-21,23.8315,24.1793,23.7133,23.8107,577552.0
2019-09-22,23.8315,24.1793,23.7133,23.8107,577552.0
2019-09-23,23.6507,23.755,22.6003,23.0594,611698.0
2019-09-24,23.0664,23.2159,22.2386,22.3081,593147.0
2019-09-25,22.3081,22.8855,22.3081,22.7533,494266.0
2019-09-26,22.6699,23.0803,22.6386,22.7116,721124.0
2019-09-27,22.9342,23.1011,22.4368,22.649,380229.0
2019-09-28,22.9342,23.1011,22.4368,22.649,380229.0
2019-09-29,22.9342,23.1011,22.4368,22.649,380229.0
2019-09-30,22.7464,22.9238,22.5794,22.8507,392597.0
2019-10-01,22.9481,22.9481,22.1829,22.3081,288352.0
2019-10-02,22.0786,22.1064,21.3899,21.4247,400157.0
2019-10-03,21.2647,21.4943,20.8126,20.8613,611988.0
2019-10-04,20.8613,21.4595,20.6244,21.4456,821680.0
2019-10-05,20.8613,21.4595,20.6244,21.4456,821680.0
2019-10-06,20.8613,21.4595,20.6244,21.4456,821680.0
2019-10-07,21.383,21.6682,21.1639,21.2439,728873.0
2019-10-08,20.9656,21.1291,20.5622,20.9448,557542.0
2019-10-09,21.0769,21.1117,20.8056,20.8891,240676.0
2019-10-10,21.0213,21.4108,21.0004,21.0074,319219.0
2019-10-11,21.4595,22.2803,21.4595,22.016,603759.0
2019-10-12,21.4595,22.2803,21.4595,22.016,603759.0
2019-10-13,21.4595,22.2803,21.4595,22.016,603759.0
2019-10-14,21.8004,22.3151,21.6404,22.1551,321121.0
2019-10-15,22.1899,22.4786,22.1203,22.4055,342933.0
2019-10-16,22.4334,22.6142,22.0855,22.0925,380998.0
2019-10-17,22.3429,22.4507,22.2138,22.3499,235200.0
2019-10-18,22.2316,22.6559,22.2108,22.6003,505393.0
2019-10-19,22.2316,22.6559,22.2108,22.6003,505393.0
2019-10-20,22.2316,22.6559,22.2108,22.6003,505393.0
2019-10-21,22.8368,23.0837,22.6977,22.7533,222690.0
2019-10-22,22.7186,22.7186,22.1968,22.2595,392683.0
2019-10-23,22.336,22.336,21.5152,22.1134,567788.0
2019-10-24,22.2942,22.3568,21.4734,21.7934,305282.0
2019-10-25,21.7656,22.0108,21.6473,21.9256,297518.0
2019-10-26,21.7656,22.0108,21.6473,21.9256,297518.0
2019-10-27,21.7656,22.0108,21.6473,21.9256,297518.0
2019-10-28,22.0229,22.4334,21.9674,22.2942,414524.0
2019-10-29,22.2734,22.3847,22.1064,22.329,413401.0
2019-10-30,22.2803,22.2942,21.703,22.1829,299850.0
2019-10-31,24.2906,25.3758,23.7898,24.8193,1802129.0
2019-11-01,24.1306,24.6523,22.9342,24.4715,1300638.0
2019-11-02,24.1306,24.6523,22.9342,24.4715,1300638.0
2019-11-03,24.1306,24.6523,22.9342,24.4715,1300638.0
2019-11-04,24.4437,24.9515,24.3463,24.6036,650679.0
2019-11-05,24.7149,25.4175,24.6523,25.0001,464961.0
2019-11-06,24.7984,25.028,24.2976,24.3393,427665.0
2019-11-07,24.6781,24.8615,24.5087,24.8121,360326.0
2019-11-08,24.6569,24.9744,24.6569,24.8121,331983.0
2019-11-09,24.6569,24.9744,24.6569,24.8121,331983.0
2019-11-10,24.6569,24.9744,24.6569,24.8121,331983.0
2019-11-11,24.7486,25.0097,24.5651,24.8474,266311.0
2019-11-12,24.6992,25.2003,24.551,24.8474,561007.0
2019-11-13,24.5651,24.6569,23.7536,24.0006,314659.0
2019-11-14,23.8171,23.9935,23.5719,23.6548,285452.0
2019-11-15,23.8312,24.0359,23.6901,23.7959,228518.0
2019-11-16,23.8312,24.0359,23.6901,23.7959,228518.0
2019-11-17,23.8312,24.0359,23.6901,23.7959,228518.0
2019-11-18,23.6971,23.9724,23.5631,23.6407,390745.0
2019-11-19,23.7889,24.2476,23.7324,23.9441,383491.0
2019-11-20,23.683,23.8912,23.1502,23.4784,328240.0
2019-11-21,23.5913,23.616,23.1114,23.1396,228187.0
2019-11-22,23.2596,23.4643,23.055,23.4149,233262.0
2019-11-23,23.2596,23.4643,23.055,23.4149,233262.0
2019-11-24,23.2596,23.4643,23.055,23.4149,233262.0
2019-11-25,23.5137,23.7959,23.2455,23.5983,295897.0
2019-11-26,23.5419,23.7607,23.3655,23.4502,245353.0
2019-11-27,23.6054,23.7465,23.3496,23.5137,183881.0
2019-11-28,23.6054,23.7465,23.3496,23.5137,183881.0
2019-11-29,23.3231,23.5066,23.2243,23.2596,109942.0
2019-11-30,23.3231,23.5066,23.2243,23.2596,109942.0
2019-12-01,23.3231,23.5066,23.2243,23.2596,109942.0
2019-12-02,23.2949,23.4149,23.0479,23.2737,346256.0
2019-12-03,23.1538,23.1538,22.5822,23.055,306336.0
2019-12-04,23.062,23.5983,23.062,23.3584,328794.0
2019-12-05,23.5489,23.5842,23.2737,23.556,319948.0
2019-12-06,23.7254,24.4734,23.7254,24.3464,503408.0
2019-12-07,23.7254,24.4734,23.7254,24.3464,503408.0
2019-12-08,23.7254,24.4734,23.7254,24.3464,503408.0
2019-12-09,24.2476,24.357,23.9583,24.1276,499879.0
2019-12-10,24.1064,24.2335,22.5546,22.7162,916887.0
2019-12-11,22.5116,22.755,22.0035,22.2222,539605.0
2019-12-12,22.1799,22.935,22.1446,22.4551,378085.0
2019-12-13,22.2928,22.5469,21.9611,22.0105,311894.0
2019-12-14,22.2928,22.5469,21.9611,22.0105,311894.0
2019-12-15,22.2928,22.5469,21.9611,22.0105,311894.0
2019-12-16,22.2716,22.7021,22.194,22.2858,382882.0
2019-12-17,22.194,22.568,22.1093,22.5469,477787.0
2019-12-18,22.7162,22.9068,22.4551,22.5257,546803.0
2019-12-19,22.6315,22.8927,22.4692,22.7868,584974.0
2019-12-20,22.8785,23.2526,22.7495,23.1114,942244.0
2019-12-21,22.8785,23.2526,22.7495,23.1114,942244.0
2019-12-22,22.8785,23.2526,22.7495,23.1114,942244.0
2019-12-23,23.1467,23.2878,22.9562,23.1608,542621.0
2019-12-24,23.1114,23.4008,23.0514,23.1467,227502.0
2019-12-25,23.1114,23.4008,23.0514,23.1467,227502.0
2019-12-26,23.2314,23.6477,23.122,23.6266,420467.0
2019-12-27,23.7607,23.8242,22.9985,23.1396,354628.0
2019-12-28,23.7607,23.8242,22.9985,23.1396,354628.0
2019-12-29,23.7607,23.8242,22.9985,23.1396,354628.0
2019-12-30,23.1467,23.3302,22.688,23.0479,465648.0
2019-12-31,22.9562,23.1044,22.5045,22.5257,432159.0
2020-01-01,22.9562,23.1044,22.5045,22.5257,432159.0
2020-01-02,22.6457,22.8927,22.4763,22.8785,506533.0
2020-01-03,22.6033,22.7445,22.0035,22.2928,506259.0
2020-01-04,22.6033,22.7445,22.0035,22.2928,506259.0
2020-01-05,22.6033,22.7445,22.0035,22.2928,506259.0
2020-01-06,21.94,22.4551,21.8341,22.2716,495143.0
2020-01-07,22.0599,22.7515,22.0247,22.5539,664046.0
2020-01-08,22.5539,22.8221,22.2611,22.7162,707883.0
2020-01-09,22.8644,23.0479,22.5222,22.5751,544672.0
2020-01-10,22.5822,22.7233,22.2293,22.2928,483447.0
2020-01-11,22.5822,22.7233,22.2293,22.2928,483447.0
2020-01-12,22.5822,22.7233,22.2293,22.2928,483447.0
2020-01-13,22.2928,22.9138,22.0388,22.8785,702044.0
2020-01-14,22.9915,23.3583,22.8927,23.0973,440110.0
2020-01-15,22.9844,23.6195,22.8717,23.6054,612105.0
2020-01-16,23.8665,24.8757,23.7818,24.6428,819055.0
2020-01-17,24.7769,25.0238,24.6357,24.6922,551063.0
2020-01-18,24.7769,25.0238,24.6357,24.6922,551063.0
2020-01-19,24.7769,25.0238,24.6357,24.6922,551063.0
2020-01-20,24.7769,25.0238,24.6357,24.6922,551063.0
2020-01-21,24.4593,24.9392,24.3393,24.6922,517018.0
2020-01-22,24.925,24.925,24.6075,24.8051,341691.0
2020-01-23,24.6498,24.918,24.4522,24.8686,357627.0
2020-01-24,24.8757,24.925,24.6004,24.9109,605135.0
2020-01-25,24.8757,24.925,24.6004,24.9109,605135.0
2020-01-26,24.8757,24.925,24.6004,24.9109,605135.0
2020-01-27,24.6639,24.8968,24.4452,24.7275,678946.0
2020-01-28,24.8404,25.2214,24.7181,25.165,345721.0
2020-01-29,25.2356,25.6801,25.2356,25.4825,723102.0
2020-01-30,25.2426,25.8213,25.1191,25.7366,650553.0
2020-01-31,25.5813,25.6378,25.0979,25.4049,578736.0
2020-02-01,25.5813,25.6378,25.0979,25.4049,578736.0
2020-02-02,25.5813,25.6378,25.0979,25.4049,578736.0
2020-02-03,25.4896,25.8283,25.412,25.6237,544155.0
2020-02-04,26.04,26.4352,25.9554,26.0048,428561.0
2020-02-05,26.4423,27.0704,26.2517,26.901,763607.0
2020-02-06,27.6067,29.1239,27.4797,28.1924,1680143.0
2020-02-07,27.8748,27.9948,27.1127,27.6067,1001533.0
2020-02-08,27.8748,27.9948,27.1127,27.6067,1001533.0
2020-02-09,27.8748,27.9948,27.1127,27.6067,1001533.0
2020-02-10,27.3809,28.1359,27.2679,27.6137,740467.0
2020-02-11,27.6137,28.023,27.4444,27.6067,628011.0
2020-02-12,27.5926,27.8113,27.1233,27.2115,444900.0
2020-02-13,27.0421,27.2679,26.654,26.774,421728.0
2020-02-14,26.8615,27.044,26.3506,26.628,512721.0
2020-02-15,26.8615,27.044,26.3506,26.628,512721.0
2020-02-16,26.8615,27.044,26.3506,26.628,512721.0
2020-02-17,26.8615,27.044,26.3506,26.628,512721.0
2020-02-18,26.628,27.0185,26.5331,26.9272,513092.0
2020-02-19,27.0878,27.7024,26.9564,27.6353,778824.0
2020-02-20,27.5915,28.1973,27.2338,27.2776,1918986.0
2020-02-21,26.825,27.1827,26.1316,26.6864,1294850.0
2020-02-22,26.825,27.1827,26.1316,26.6864,1294850.0
2020-02-23,26.825,27.1827,26.1316,26.6864,1294850.0
2020-02-24,25.3798,25.8542,25.2783,25.7301,666466.0
2020-02-25,25.7374,26.0586,24.6644,25.3141,875819.0
2020-02-26,24.1462,25.7155,24.1462,24.971,823130.0
2020-02-27,24.3141,24.7885,23.8761,24.1973,1258068.0
2020-02-28,23.4673,23.7374,22.7619,23.3287,1371849.0
2020-02-29,23.4673,23.7374,22.7619,23.3287,1371849.0
2020-03-01,23.4673,23.7374,22.7619,23.3287,1371849.0
2020-03-02,23.3287,23.5695,22.7301,23.5622,668950.0
2020-03-03,23.4017,23.9783,22.336,22.4673,474286.0
2020-03-04,22.752,23.2119,22.3797,23.1608,599831.0
2020-03-05,22.5549,22.6717,21.1973,21.4819,1012920.0
2020-03-06,20.6279,21.9345,20.5549,21.2484,1364989.0
2020-03-07,20.6279,21.9345,20.5549,21.2484,1364989.0
2020-03-08,20.6279,21.9345,20.5549,21.2484,1364989.0
2020-03-09,19.8907,20.314,19.4308,19.8761,733453.0
2020-03-10,20.606,20.9783,19.6182,20.9418,597906.0
2020-03-11,20.4381,20.7301,19.7301,20.2337,685753.0
2020-03-12,18.7009,19.8907,18.3359,18.4235,682532.0
