,NBHC US Equity,NBHC US Equity,NBHC US Equity,NBHC US Equity,NBHC US Equity
2020-03-05,27.5134,27.5405,26.3313,26.7554,334946.0
2020-03-06,25.8531,26.6607,25.5914,26.3674,233771.0
2020-03-07,25.8531,26.6607,25.5914,26.3674,233771.0
2020-03-08,25.8531,26.6607,25.5914,26.3674,233771.0
2020-03-09,24.2288,25.05,22.3067,22.3789,327835.0
2020-03-10,23.1098,24.4183,22.7489,24.1566,246441.0
2020-03-11,23.3715,23.6964,22.2431,22.6767,379068.0
2020-03-12,21.0163,22.2706,20.114,20.7817,444123.0
2020-03-13,22.3248,23.0738,21.1066,22.9925,216493.0
2020-03-14,22.3248,23.0738,21.1066,22.9925,216493.0
2020-03-15,22.3248,23.0738,21.1066,22.9925,216493.0
2020-03-16,22.0902,22.7128,19.9245,22.1353,346446.0
2020-03-17,22.4331,23.1098,21.4946,22.3789,600061.0
2020-03-18,21.4765,21.8916,20.3847,21.0434,487279.0
2020-03-19,20.89,21.648,20.0057,20.8359,375624.0
2020-03-20,20.881,22.0902,20.2222,20.3396,458028.0
2020-03-21,20.881,22.0902,20.2222,20.3396,458028.0
2020-03-22,20.881,22.0902,20.2222,20.3396,458028.0
2020-03-23,20.3576,20.6825,18.2731,18.5438,230763.0
2020-03-24,19.4462,20.2493,19.2206,20.0147,303824.0
2020-03-25,20.1591,20.4569,19.2387,19.7801,293331.0
2020-03-26,19.7169,20.9171,19.5545,20.8088,250763.0
2020-03-27,20.0508,21.7382,19.8703,21.0615,228012.0
2020-03-28,20.0508,21.7382,19.8703,21.0615,228012.0
2020-03-29,20.0508,21.7382,19.8703,21.0615,228012.0
2020-03-30,21.269,21.6751,20.6644,21.5217,162984.0
2020-03-31,21.3863,21.8285,20.9441,21.5668,196218.0
2020-04-01,20.5561,21.1066,20.4117,20.8449,294205.0
2020-04-02,20.6193,21.6751,20.5561,21.1517,221738.0
2020-04-03,20.7005,21.3773,20.2629,20.7637,262147.0
2020-04-04,20.7005,21.3773,20.2629,20.7637,262147.0
2020-04-05,20.7005,21.3773,20.2629,20.7637,262147.0
2020-04-06,21.657,21.7698,20.6644,20.9351,280250.0
2020-04-07,21.666,22.3338,21.0073,21.4044,268464.0
2020-04-08,21.6029,21.8014,21.1246,21.4856,244267.0
2020-04-09,22.1082,23.3535,21.666,23.0467,300530.0
2020-04-10,22.1082,23.3535,21.666,23.0467,300530.0
2020-04-11,22.1082,23.3535,21.666,23.0467,300530.0
2020-04-12,22.1082,23.3535,21.666,23.0467,300530.0
2020-04-13,22.9925,22.9925,21.5939,21.8465,159230.0
2020-04-14,22.4331,22.5594,21.269,21.5758,169448.0
2020-04-15,20.7637,20.8359,20.1952,20.3937,202417.0
2020-04-16,20.3757,20.5381,19.0582,19.4823,330970.0
2020-04-17,20.3847,21.0885,19.8703,20.9171,343762.0
2020-04-18,20.3847,21.0885,19.8703,20.9171,343762.0
2020-04-19,20.3847,21.0885,19.8703,20.9171,343762.0
2020-04-20,20.3937,21.1977,20.3125,20.7546,208841.0
2020-04-21,20.0508,20.6283,19.7846,20.52,146034.0
2020-04-22,20.9893,22.5774,20.9893,21.9819,412168.0
2020-04-23,21.0163,21.5713,20.6554,20.6915,339475.0
2020-04-24,20.7907,21.5036,20.493,21.3051,292549.0
2020-04-25,20.7907,21.5036,20.493,21.3051,292549.0
2020-04-26,20.7907,21.5036,20.493,21.3051,292549.0
2020-04-27,21.7924,23.2452,21.7924,23.1911,277847.0
2020-04-28,24.0483,24.319,23.7235,23.8859,193528.0
2020-04-29,24.6258,25.808,24.4183,25.2575,245634.0
2020-04-30,24.5807,24.7251,23.9039,23.9852,244911.0
2020-05-01,23.4979,23.5881,22.6316,23.0828,187982.0
2020-05-02,23.4979,23.5881,22.6316,23.0828,187982.0
2020-05-03,23.4979,23.5881,22.6316,23.0828,187982.0
2020-05-04,22.8121,23.2903,22.5053,23.2272,194535.0
2020-05-05,23.7325,24.0122,22.406,22.5143,233380.0
2020-05-06,22.5594,22.6857,21.3953,21.6029,176814.0
2020-05-07,21.9458,22.397,21.6029,21.7112,161890.0
2020-05-08,22.0721,22.9384,22.0721,22.8752,138301.0
2020-05-09,22.0721,22.9384,22.0721,22.8752,138301.0
2020-05-10,22.0721,22.9384,22.0721,22.8752,138301.0
2020-05-11,22.4331,22.6496,21.63,21.9548,195176.0
2020-05-12,21.8916,21.9999,20.8449,20.9261,191689.0
2020-05-13,20.6012,20.7907,19.9786,20.6915,269427.0
2020-05-14,20.2674,21.2058,19.6357,20.9171,276444.0
2020-05-15,20.8268,21.3953,20.6238,20.8449,821660.0
2020-05-16,20.8268,21.3953,20.6238,20.8449,821660.0
2020-05-17,20.8268,21.3953,20.6238,20.8449,821660.0
2020-05-18,21.657,22.9384,21.657,22.7128,205818.0
2020-05-19,22.4782,22.6361,21.7112,21.7112,167899.0
2020-05-20,22.1353,23.0602,22.018,23.0106,272299.0
2020-05-21,22.803,23.2272,22.7489,22.8391,153295.0
2020-05-22,22.9925,23.0557,22.3248,22.5774,89215.0
2020-05-23,22.9925,23.0557,22.3248,22.5774,89215.0
2020-05-24,22.9925,23.0557,22.3248,22.5774,89215.0
2020-05-25,22.9925,23.0557,22.3248,22.5774,89215.0
2020-05-26,23.552,24.1386,23.2723,24.0844,201148.0
2020-05-27,25.1853,25.447,24.4815,25.1131,365142.0
2020-05-28,25.513,25.513,23.8952,24.1042,222864.0
2020-05-29,23.7134,24.1951,23.2317,23.9043,176997.0
2020-05-30,23.7134,24.1951,23.2317,23.9043,176997.0
2020-05-31,23.7134,24.1951,23.2317,23.9043,176997.0
2020-06-01,24.0224,24.3678,23.877,23.9134,122548.0
2020-06-02,24.286,24.4678,23.8952,24.0951,106062.0
2020-06-03,24.7677,25.7493,24.7132,25.3949,136330.0
2020-06-04,25.0858,26.0766,24.9132,25.813,140954.0
2020-06-05,27.7217,28.167,26.8491,27.6399,161418.0
2020-06-06,27.7217,28.167,26.8491,27.6399,161418.0
2020-06-07,27.7217,28.167,26.8491,27.6399,161418.0
2020-06-08,28.1489,28.3852,27.6626,28.0761,124491.0
2020-06-09,27.3036,28.2216,27.1082,27.6762,153942.0
2020-06-10,27.3945,27.5535,25.6403,25.6494,127329.0
2020-06-11,24.1951,24.4405,23.4135,23.568,153147.0
2020-06-12,24.7405,24.7405,23.3589,24.2315,149460.0
2020-06-13,24.7405,24.7405,23.3589,24.2315,149460.0
2020-06-14,24.7405,24.7405,23.3589,24.2315,149460.0
2020-06-15,23.2135,24.8768,23.2135,24.5132,147187.0
2020-06-16,25.7857,25.7948,24.5678,25.3494,139489.0
2020-06-17,25.3949,25.5039,24.1042,24.1224,119120.0
2020-06-18,23.7225,24.5769,23.7225,24.3315,121180.0
2020-06-19,24.5405,24.5769,23.6498,24.4951,371786.0
2020-06-20,24.5405,24.5769,23.6498,24.4951,371786.0
2020-06-21,24.5405,24.5769,23.6498,24.4951,371786.0
2020-06-22,24.1769,24.4496,23.7679,24.3405,124025.0
2020-06-23,24.795,24.9132,24.1678,24.2496,85047.0
2020-06-24,23.7952,23.7952,22.8772,23.159,101807.0
2020-06-25,22.9499,23.9861,22.9499,23.977,134663.0
2020-06-26,23.568,23.568,22.45,22.6409,286544.0
2020-06-27,23.568,23.568,22.45,22.6409,286544.0
2020-06-28,23.568,23.568,22.45,22.6409,286544.0
2020-06-29,23.1226,24.4405,22.9863,24.1133,142370.0
2020-06-30,23.777,24.7132,23.777,24.5405,141538.0
2020-07-01,24.8132,24.8132,23.3317,23.6316,168814.0
2020-07-02,24.6405,24.7541,23.4044,23.4771,114563.0
2020-07-03,24.6405,24.7541,23.4044,23.4771,114563.0
2020-07-04,24.6405,24.7541,23.4044,23.4771,114563.0
2020-07-05,24.6405,24.7541,23.4044,23.4771,114563.0
2020-07-06,24.2769,24.4405,23.4135,23.6861,86923.0
2020-07-07,23.3317,23.4498,22.8954,23.0681,130530.0
2020-07-08,22.8227,23.2771,22.2501,22.8136,96489.0
2020-07-09,22.6045,22.7409,21.8592,22.0592,121703.0
2020-07-10,21.9501,23.0772,21.9501,22.9681,116732.0
2020-07-11,21.9501,23.0772,21.9501,22.9681,116732.0
2020-07-12,21.9501,23.0772,21.9501,22.9681,116732.0
2020-07-13,23.3953,24.1315,22.8136,23.6498,164151.0
2020-07-14,23.5498,23.8225,22.8408,23.2862,131003.0
2020-07-15,24.077,24.6218,23.8225,24.2951,149362.0
2020-07-16,24.1224,24.5223,23.8952,24.3133,78651.0
2020-07-17,24.2315,24.2496,23.6498,23.7225,107210.0
2020-07-18,24.2315,24.2496,23.6498,23.7225,107210.0
2020-07-19,24.2315,24.2496,23.6498,23.7225,107210.0
2020-07-20,23.5134,23.6498,23.1953,23.3044,54583.0
2020-07-21,23.6952,24.8677,23.5861,24.6132,227852.0
2020-07-22,25.4585,25.8311,24.5859,25.2949,187569.0
2020-07-23,25.513,26.2492,25.3494,25.6403,140513.0
2020-07-24,25.5585,25.9675,25.4585,25.5221,94680.0
2020-07-25,25.5585,25.9675,25.4585,25.5221,94680.0
2020-07-26,25.5585,25.9675,25.4585,25.5221,94680.0
2020-07-27,25.4494,25.4994,24.8041,25.0768,110043.0
2020-07-28,24.8132,25.4494,24.8132,25.1495,99831.0
2020-07-29,25.0586,25.7948,24.9586,25.7766,118990.0
2020-07-30,25.2858,25.8221,24.9586,25.5221,97410.0
2020-07-31,25.1676,25.3131,24.5405,25.2494,147850.0
2020-08-01,25.1676,25.3131,24.5405,25.2494,147850.0
2020-08-02,25.1676,25.3131,24.5405,25.2494,147850.0
2020-08-03,25.4585,25.4676,24.9586,25.1131,83368.0
2020-08-04,24.9586,25.004,24.5405,24.8677,83487.0
2020-08-05,25.1222,25.9948,24.8586,25.8402,158891.0
2020-08-06,25.6948,25.8402,25.404,25.6312,79705.0
2020-08-07,25.6494,26.6128,25.3637,26.5765,112840.0
2020-08-08,25.6494,26.6128,25.3637,26.5765,112840.0
2020-08-09,25.6494,26.6128,25.3637,26.5765,112840.0
2020-08-10,26.4856,27.4854,26.4856,27.0127,119477.0
2020-08-11,27.6399,28.158,27.3036,27.4036,117963.0
2020-08-12,27.8489,27.8944,27.0218,27.4126,94980.0
2020-08-13,27.1036,27.2854,26.84,26.9037,88185.0
2020-08-14,26.5946,27.249,26.5492,27.1582,103220.0
2020-08-15,26.5946,27.249,26.5492,27.1582,103220.0
2020-08-16,26.5946,27.249,26.5492,27.1582,103220.0
2020-08-17,27.1672,27.1672,26.5583,27.0127,129006.0
2020-08-18,26.9764,26.9764,25.8948,25.9948,75504.0
2020-08-19,26.0129,26.4765,25.8584,26.1947,96211.0
2020-08-20,25.6857,25.9857,25.5767,25.6494,71333.0
2020-08-21,25.4131,25.7857,25.3131,25.6312,180415.0
2020-08-22,25.4131,25.7857,25.3131,25.6312,180415.0
2020-08-23,25.4131,25.7857,25.3131,25.6312,180415.0
2020-08-24,25.9766,26.531,25.513,26.5037,82159.0
2020-08-25,26.8128,26.9127,26.1947,26.5219,76104.0
2020-08-26,26.4947,26.4947,25.7675,25.7675,92919.0
2020-08-27,25.914,26.6463,25.676,26.3534,79557.0
2020-08-28,26.6554,26.6554,25.9964,26.271,65853.0
2020-08-29,26.6554,26.6554,25.9964,26.271,65853.0
2020-08-30,26.6554,26.6554,25.9964,26.271,65853.0
2020-08-31,26.0421,26.2801,25.9598,26.033,101932.0
2020-09-01,25.7401,26.152,25.6485,25.9964,81507.0
2020-09-02,25.9048,26.0971,25.6577,25.8865,94863.0
2020-09-03,26.0788,26.7104,26.0147,26.152,98376.0
2020-09-04,26.866,27.0674,26.1108,26.6005,97190.0
2020-09-05,26.866,27.0674,26.1108,26.6005,97190.0
2020-09-06,26.866,27.0674,26.1108,26.6005,97190.0
2020-09-07,26.866,27.0674,26.1108,26.6005,97190.0
2020-09-08,26.3625,26.3625,25.2732,25.4563,112915.0
2020-09-09,25.5753,25.6119,24.9712,25.2,124768.0
2020-09-10,25.2549,25.3099,24.8064,24.8339,93396.0
2020-09-11,24.7698,25.0261,24.7149,24.7881,116012.0
2020-09-12,24.7698,25.0261,24.7149,24.7881,116012.0
2020-09-13,24.7698,25.0261,24.7149,24.7881,116012.0
2020-09-14,24.7149,25.4105,24.5684,25.081,109185.0
2020-09-15,25.2,25.2,24.724,24.7515,93696.0
2020-09-16,24.6782,25.0444,24.3899,24.5226,144095.0
2020-09-17,24.2297,24.4814,23.9734,24.2297,118008.0
2020-09-18,24.3579,24.5867,24.0833,24.5776,425190.0
2020-09-19,24.3579,24.5867,24.0833,24.5776,425190.0
2020-09-20,24.3579,24.5867,24.0833,24.5776,425190.0
2020-09-21,24.0924,24.1931,22.9757,23.2686,141296.0
2020-09-22,23.1496,23.5707,22.5912,22.8567,92369.0
2020-09-23,22.8658,23.3327,22.3441,22.3715,152799.0
2020-09-24,22.518,23.3601,22.2891,22.8841,107355.0
2020-09-25,22.7011,23.2777,22.7011,23.1221,97021.0
2020-09-26,22.7011,23.2777,22.7011,23.1221,97021.0
2020-09-27,22.7011,23.2777,22.7011,23.1221,97021.0
2020-09-28,23.4059,24.2297,23.4059,24.0466,118521.0
2020-09-29,24.0558,24.1748,23.5249,23.9551,91790.0
2020-09-30,23.9551,24.4128,23.8636,24.0283,119342.0
2020-10-01,23.8727,24.184,23.534,24.129,121520.0
2020-10-02,23.8453,24.7881,23.8453,24.6142,119085.0
2020-10-03,23.8453,24.7881,23.8453,24.6142,119085.0
2020-10-04,23.8453,24.7881,23.8453,24.6142,119085.0
2020-10-05,25.0993,25.6852,25.0627,25.6302,90931.0
2020-10-06,26.1062,27.255,25.8041,26.4174,253415.0
2020-10-07,26.7012,27.0948,26.152,26.4632,130207.0
2020-10-08,26.8202,27.2779,26.6829,27.2047,97332.0
2020-10-09,27.2962,27.7081,27.1497,27.2779,92220.0
2020-10-10,27.2962,27.7081,27.1497,27.2779,92220.0
2020-10-11,27.2962,27.7081,27.1497,27.2779,92220.0
2020-10-12,27.0674,27.6898,27.0674,27.5616,81643.0
2020-10-13,27.2962,27.4793,26.93,27.2321,124912.0
2020-10-14,27.1497,27.5067,26.6005,26.628,68884.0
2020-10-15,26.4266,27.3877,26.4266,27.3328,65893.0
2020-10-16,27.3328,27.6887,26.9392,27.5616,61403.0
2020-10-17,27.3328,27.6887,26.9392,27.5616,61403.0
2020-10-18,27.3328,27.6887,26.9392,27.5616,61403.0
2020-10-19,27.7905,28.0376,27.2779,27.3969,72087.0
2020-10-20,27.644,28.0926,27.5433,27.699,85814.0
2020-10-21,28.001,28.4953,27.8454,27.9827,93181.0
2020-10-22,28.2573,29.7585,28.1017,29.5571,161448.0
2020-10-23,29.8775,30.1796,29.4015,29.5663,72473.0
2020-10-24,29.8775,30.1796,29.4015,29.5663,72473.0
2020-10-25,29.8775,30.1796,29.4015,29.5663,72473.0
2020-10-26,29.1635,29.1635,28.6784,29.0812,49406.0
2020-10-27,28.9988,29.072,28.0651,28.0834,96697.0
2020-10-28,27.4976,28.0468,27.3603,27.4976,142104.0
2020-10-29,27.3694,27.8637,27.0858,27.6349,161838.0
2020-10-30,27.6074,28.2756,27.3603,27.5983,163903.0
2020-10-31,27.6074,28.2756,27.3603,27.5983,163903.0
2020-11-01,27.6074,28.2756,27.3603,27.5983,163903.0
2020-11-02,27.8729,28.12,27.5067,27.8912,172876.0
2020-11-03,28.6692,28.6692,28.001,28.2207,148729.0
2020-11-04,27.3603,27.3603,26.3534,26.4174,101180.0
2020-11-05,26.39,27.5525,26.39,27.342,87474.0
2020-11-06,27.4976,27.4976,26.5822,26.7561,62205.0
2020-11-07,27.4976,27.4976,26.5822,26.7561,62205.0
2020-11-08,27.4976,27.4976,26.5822,26.7561,62205.0
2020-11-09,28.8249,31.5709,28.8249,30.7654,220012.0
2020-11-10,31.095,31.8181,30.7471,31.1407,182324.0
2020-11-11,31.3513,31.3513,29.6761,30.2162,137528.0
2020-11-12,29.7036,30.1887,29.1178,29.6761,114934.0
2020-11-13,29.8775,30.6647,29.7494,30.3901,74964.0
2020-11-14,29.8775,30.6647,29.7494,30.3901,74964.0
2020-11-15,29.8775,30.6647,29.7494,30.3901,74964.0
2020-11-16,31.3421,31.7266,30.9851,31.397,111935.0
2020-11-17,31.04,31.4886,30.6876,31.2872,164721.0
2020-11-18,31.4245,31.4703,30.4725,30.5,91027.0
2020-11-19,30.5366,30.7014,30.0148,30.6647,73970.0
2020-11-20,29.3466,30.2254,29.1818,29.9691,186336.0
2020-11-21,29.3466,30.2254,29.1818,29.9691,186336.0
2020-11-22,29.3466,30.2254,29.1818,29.9691,186336.0
2020-11-23,30.4267,30.4267,29.7311,29.7311,135338.0
2020-11-24,30.4817,30.8387,30.143,30.6922,232330.0
2020-11-25,30.4528,30.7843,29.9279,30.3883,100789.0
2020-11-26,30.4528,30.7843,29.9279,30.3883,100789.0
2020-11-27,30.2686,30.6185,29.5595,30.1489,59792.0
2020-11-28,30.2686,30.6185,29.5595,30.1489,59792.0
2020-11-29,30.2686,30.6185,29.5595,30.1489,59792.0
2020-11-30,29.8726,30.0844,29.4583,29.6332,232342.0
2020-12-01,30.2594,30.4988,29.8542,30.3054,106921.0
2020-12-02,30.3515,30.8027,30.3515,30.7106,66431.0
2020-12-03,30.8303,31.0605,30.3883,30.5449,193933.0
2020-12-04,30.8856,31.521,30.7521,31.079,148143.0
2020-12-05,30.8856,31.521,30.7521,31.079,148143.0
2020-12-06,30.8856,31.521,30.7521,31.079,148143.0
2020-12-07,30.858,31.1342,30.5265,30.9408,93499.0
2020-12-08,30.7106,31.0882,30.7014,30.9316,103890.0
2020-12-09,31.2723,31.3828,30.6738,30.8119,191210.0
2020-12-10,30.6462,30.9869,30.3423,30.5909,206981.0
2020-12-11,30.1581,30.7691,30.1121,30.3699,130530.0
2020-12-12,30.1581,30.7691,30.1121,30.3699,130530.0
2020-12-13,30.1581,30.7691,30.1121,30.3699,130530.0
2020-12-14,30.7659,30.7659,29.8726,29.8726,136791.0
2020-12-15,30.0292,30.7843,29.8726,30.6185,158619.0
2020-12-16,30.6093,30.9316,30.4436,30.6922,97541.0
2020-12-17,30.8395,31.0882,30.4067,30.95,109926.0
2020-12-18,30.9685,31.0329,29.9924,30.1949,335670.0
2020-12-19,30.9685,31.0329,29.9924,30.1949,335670.0
2020-12-20,30.9685,31.0329,29.9924,30.1949,335670.0
2020-12-21,30.1949,30.3975,29.6424,30.0384,105123.0
2020-12-22,29.9924,30.0936,29.6424,29.6977,73894.0
2020-12-23,29.7713,30.462,29.7713,30.4344,61443.0
2020-12-24,30.5633,30.5633,30.0292,30.4344,30069.0
2020-12-25,30.5633,30.5633,30.0292,30.4344,30069.0
2020-12-26,30.5633,30.5633,30.0292,30.4344,30069.0
2020-12-27,30.5633,30.5633,30.0292,30.4344,30069.0
2020-12-28,30.637,30.9408,30.3699,30.4159,118471.0
2020-12-29,30.6922,30.6922,29.7437,29.8358,74738.0
2020-12-30,29.8266,30.2088,29.7806,29.8634,85350.0
2020-12-31,29.9095,30.3607,29.8634,30.1673,61522.0
2021-01-01,29.9095,30.3607,29.8634,30.1673,61522.0
2021-01-02,29.9095,30.3607,29.8634,30.1673,61522.0
2021-01-03,29.9095,30.3607,29.8634,30.1673,61522.0
2021-01-04,30.3699,30.5541,29.5964,30.066,126289.0
2021-01-05,30.1397,30.7014,30.1305,30.2962,111421.0
2021-01-06,31.0698,33.4272,30.9823,32.9944,304464.0
2021-01-07,33.3995,33.7218,32.7365,33.2798,102236.0
2021-01-08,33.3811,33.3811,32.1472,32.6721,98340.0
2021-01-09,33.3811,33.3811,32.1472,32.6721,98340.0
2021-01-10,33.3811,33.3811,32.1472,32.6721,98340.0
2021-01-11,32.2669,32.7549,32.2669,32.5984,78480.0
2021-01-12,32.9391,33.1509,32.6813,32.9207,89557.0
2021-01-13,32.7365,32.9207,32.4326,32.4603,220973.0
2021-01-14,32.58,33.7218,32.3774,33.5008,279045.0
2021-01-15,32.8286,33.2706,32.6168,32.8654,109986.0
2021-01-16,32.8286,33.2706,32.6168,32.8654,109986.0
2021-01-17,32.8286,33.2706,32.6168,32.8654,109986.0
2021-01-18,32.8286,33.2706,32.6168,32.8654,109986.0
2021-01-19,33.1141,33.3443,32.801,33.289,103709.0
2021-01-20,33.068,33.2982,32.8286,33.1417,95558.0
2021-01-21,33.1509,33.1509,32.3037,32.3037,80733.0
2021-01-22,31.521,33.487,31.521,33.1509,180482.0
2021-01-23,31.521,33.487,31.521,33.1509,180482.0
2021-01-24,31.521,33.487,31.521,33.1509,180482.0
2021-01-25,32.8931,32.9667,32.0643,32.5708,88013.0
2021-01-26,32.9483,32.9483,31.8801,32.0274,105714.0
2021-01-27,31.3736,31.6315,30.6922,30.9408,167091.0
2021-01-28,31.4934,31.4934,30.8948,31.0974,122577.0
2021-01-29,31.125,31.1618,30.5357,30.637,152481.0
2021-01-30,31.125,31.1618,30.5357,30.637,152481.0
2021-01-31,31.125,31.1618,30.5357,30.637,152481.0
2021-02-01,30.8764,31.6821,30.6185,31.4657,124176.0
2021-02-02,31.9077,32.1011,31.1342,31.5302,97566.0
2021-02-03,31.5302,31.5302,30.4804,30.8303,135847.0
2021-02-04,31.1711,32.3866,30.9869,32.2024,133411.0
2021-02-05,32.451,32.6444,31.8525,32.2485,72571.0
2021-02-06,32.451,32.6444,31.8525,32.2485,72571.0
2021-02-07,32.451,32.6444,31.8525,32.2485,72571.0
2021-02-08,32.4234,32.5708,32.2024,32.5708,69188.0
2021-02-09,32.5892,33.1049,32.2945,32.9391,83481.0
2021-02-10,33.0496,33.2246,32.4879,32.5708,82429.0
2021-02-11,32.6721,32.8286,32.2024,32.5523,128746.0
2021-02-12,32.4234,32.9299,32.3958,32.9023,86831.0
2021-02-13,32.4234,32.9299,32.3958,32.9023,86831.0
2021-02-14,32.4234,32.9299,32.3958,32.9023,86831.0
2021-02-15,32.4234,32.9299,32.3958,32.9023,86831.0
2021-02-16,33.3443,33.7771,32.9667,33.3627,117167.0
2021-02-17,33.1417,33.2982,32.8102,32.8378,90288.0
2021-02-18,32.7089,32.8102,32.3405,32.3774,54186.0
2021-02-19,32.5615,33.3995,32.5615,33.3995,150874.0
2021-02-20,32.5615,33.3995,32.5615,33.3995,150874.0
2021-02-21,32.5615,33.3995,32.5615,33.3995,150874.0
2021-02-22,33.1877,34.9788,33.1877,34.79,162279.0
2021-02-23,34.9005,36.4476,34.9005,35.8951,202361.0
2021-02-24,36.2081,36.7668,36.1621,36.1621,165818.0
2021-02-25,36.8287,37.4675,36.3658,36.7269,176421.0
2021-02-26,36.3658,36.9028,35.8288,35.8751,180080.0
2021-02-27,36.3658,36.9028,35.8288,35.8751,180080.0
2021-02-28,36.3658,36.9028,35.8288,35.8751,180080.0
2021-03-01,36.4954,36.5695,35.6992,36.4399,98993.0
2021-03-02,36.3751,36.5232,35.8381,35.9492,83564.0
2021-03-03,36.3102,37.736,36.3102,36.625,125226.0
2021-03-04,36.6621,37.8563,35.8751,36.4769,169653.0
2021-03-05,37.0602,37.3934,36.6806,37.3842,213795.0
2021-03-06,37.0602,37.3934,36.6806,37.3842,213795.0
2021-03-07,37.0602,37.3934,36.6806,37.3842,213795.0
2021-03-08,37.9397,38.9858,37.4212,38.273,133089.0
2021-03-09,38.273,38.4489,37.1435,37.8101,108900.0
2021-03-10,37.9952,39.0506,37.5601,38.8377,108850.0
2021-03-11,38.9673,39.0321,38.1433,38.7914,109426.0
2021-03-12,39.2173,40.0042,38.6803,39.0321,173443.0
2021-03-13,39.2173,40.0042,38.6803,39.0321,173443.0
