,POOL US Equity,POOL US Equity,POOL US Equity,POOL US Equity,POOL US Equity
2020-03-14,183.695,197.9309,179.6755,197.7486,380713.0
2020-03-15,183.695,197.9309,179.6755,197.7486,380713.0
2020-03-16,167.5213,179.3973,162.4562,164.5475,563936.0
2020-03-17,165.8329,175.7808,164.7223,173.843,486172.0
2020-03-18,161.7271,184.0595,159.0987,179.7906,619955.0
2020-03-19,179.8482,193.9258,170.8117,185.9781,561405.0
2020-03-20,185.3929,189.9112,160.8254,160.9501,648512.0
2020-03-21,185.3929,189.9112,160.8254,160.9501,648512.0
2020-03-22,185.3929,189.9112,160.8254,160.9501,648512.0
2020-03-23,161.5545,170.946,153.8223,162.4178,546729.0
2020-03-24,168.5189,176.9415,165.5355,173.6799,449237.0
2020-03-25,173.7759,178.3229,162.226,167.9146,383776.0
2020-03-26,163.8472,178.1502,163.8472,177.4691,329694.0
2020-03-27,172.6919,182.5246,172.6919,179.3685,343645.0
2020-03-28,172.6919,182.5246,172.6919,179.3685,343645.0
2020-03-29,172.6919,182.5246,172.6919,179.3685,343645.0
2020-03-30,180.347,191.0239,179.4261,190.2757,242077.0
2020-03-31,188.3379,189.6042,184.1314,188.76,273078.0
2020-04-01,182.2752,189.537,180.3998,187.0717,337588.0
2020-04-02,184.4816,186.8031,175.6753,185.2586,306864.0
2020-04-03,182.8604,182.8604,169.0178,171.0131,314780.0
2020-04-04,182.8604,182.8604,169.0178,171.0131,314780.0
2020-04-05,182.8604,182.8604,169.0178,171.0131,314780.0
2020-04-06,173.8718,189.7961,173.8718,188.0022,346334.0
2020-04-07,194.5637,196.655,183.489,183.7813,246779.0
2020-04-08,184.8077,193.403,183.8005,191.0048,328121.0
2020-04-09,192.319,196.6262,188.4914,191.3501,309456.0
2020-04-10,192.319,196.6262,188.4914,191.3501,309456.0
2020-04-11,192.319,196.6262,188.4914,191.3501,309456.0
2020-04-12,192.319,196.6262,188.4914,191.3501,309456.0
2020-04-13,190.7841,190.7841,182.3807,182.7548,146954.0
2020-04-14,187.1484,188.2324,184.8077,187.3882,314774.0
2020-04-15,184.7118,188.1365,182.2848,183.6854,333001.0
2020-04-16,185.4409,189.9064,184.4384,188.3571,238656.0
2020-04-17,191.5036,191.705,183.5846,190.6882,357382.0
2020-04-18,191.5036,191.705,183.5846,190.6882,357382.0
2020-04-19,191.5036,191.705,183.5846,190.6882,357382.0
2020-04-20,188.2708,188.2708,180.7787,183.8005,301002.0
2020-04-21,181.738,182.2656,175.7328,177.2389,218603.0
2020-04-22,178.0255,185.5176,175.5697,182.6685,339368.0
2020-04-23,191.8585,203.0199,183.8101,196.0794,635234.0
2020-04-24,199.4465,207.2456,194.957,204.809,427983.0
2020-04-25,199.4465,207.2456,194.957,204.809,427983.0
2020-04-26,199.4465,207.2456,194.957,204.809,427983.0
2020-04-27,205.5093,214.6897,203.5907,213.5577,436096.0
2020-04-28,218.2487,220.527,211.1835,211.7063,304606.0
2020-04-29,214.4307,214.4307,207.706,208.8476,318332.0
2020-04-30,203.9456,206.5261,202.6122,203.0439,361326.0
2020-05-01,200.3099,208.5598,198.5736,207.2264,310864.0
2020-05-02,200.3099,208.5598,198.5736,207.2264,310864.0
2020-05-03,200.3099,208.5598,198.5736,207.2264,310864.0
2020-05-04,206.7563,208.0898,203.2261,206.0657,371433.0
2020-05-05,210.8621,216.1814,205.8642,212.8287,459056.0
2020-05-06,214.7185,216.7522,213.2028,213.2699,240383.0
2020-05-07,213.9223,215.5722,209.0203,209.7973,159914.0
2020-05-08,213.1548,216.0729,211.8406,215.5051,207454.0
2020-05-09,213.1548,216.0729,211.8406,215.5051,207454.0
2020-05-10,213.1548,216.0729,211.8406,215.5051,207454.0
2020-05-11,215.2557,220.3783,213.5865,218.4597,399774.0
2020-05-12,219.2943,220.4742,212.2147,212.5697,234149.0
2020-05-13,211.8214,211.879,205.3366,207.5526,274142.0
2020-05-14,205.7828,210.9288,204.5197,209.409,239999.0
2020-05-15,206.5811,215.7381,206.5811,214.4685,365499.0
2020-05-16,206.5811,215.7381,206.5811,214.4685,365499.0
2020-05-17,206.5811,215.7381,206.5811,214.4685,365499.0
2020-05-18,219.9223,225.8089,218.3448,220.8072,525530.0
2020-05-19,224.1641,225.0491,220.1916,220.2782,190902.0
2020-05-20,223.6255,225.453,220.4417,221.9903,187091.0
2020-05-21,222.1923,230.0508,222.1923,229.2621,567059.0
2020-05-22,228.9254,230.0556,225.6069,229.0985,371067.0
2020-05-23,228.9254,230.0556,225.6069,229.0985,371067.0
2020-05-24,228.9254,230.0556,225.6069,229.0985,371067.0
2020-05-25,228.9254,230.0556,225.6069,229.0985,371067.0
2020-05-26,238.371,238.5441,231.9072,233.5616,372666.0
2020-05-27,233.7925,245.6812,230.8588,244.7674,369293.0
2020-05-28,251.8564,256.5023,247.2491,249.2497,562360.0
2020-05-29,246.1814,260.2536,246.1814,258.7627,601578.0
2020-05-30,246.1814,260.2536,246.1814,258.7627,601578.0
2020-05-31,246.1814,260.2536,246.1814,258.7627,601578.0
2020-06-01,260.8211,260.8211,254.8836,257.5507,331090.0
2020-06-02,258.2721,259.2244,251.2985,255.6943,473875.0
2020-06-03,257.214,260.1093,256.0117,259.2147,223587.0
2020-06-04,257.2429,259.2051,250.3078,252.7702,188811.0
2020-06-05,252.1931,253.9725,245.0367,248.9708,429064.0
2020-06-06,252.1931,253.9725,245.0367,248.9708,429064.0
2020-06-07,252.1931,253.9725,245.0367,248.9708,429064.0
2020-06-08,249.7499,249.7499,241.6798,245.6235,358013.0
2020-06-09,244.7867,255.4875,244.4212,252.4816,328906.0
2020-06-10,254.2226,255.1604,251.4332,252.347,260632.0
2020-06-11,250.0866,253.5205,241.6413,242.0357,239850.0
2020-06-12,246.5661,249.2786,239.8763,243.0361,216222.0
2020-06-13,246.5661,249.2786,239.8763,243.0361,216222.0
2020-06-14,246.5661,249.2786,239.8763,243.0361,216222.0
2020-06-15,236.5338,246.518,235.576,245.4023,271236.0
2020-06-16,252.2893,255.3961,247.0855,253.3377,245019.0
2020-06-17,255.8097,258.0124,253.1501,255.2903,210113.0
2020-06-18,254.5785,257.2044,252.3758,255.0402,168929.0
2020-06-19,257.416,258.9331,255.3571,256.4349,388737.0
2020-06-20,257.416,258.9331,255.3571,256.4349,388737.0
2020-06-21,257.416,258.9331,255.3571,256.4349,388737.0
2020-06-22,256.7042,262.3601,254.7324,260.4363,256331.0
2020-06-23,263.0237,263.0237,255.6366,255.9348,225444.0
2020-06-24,254.5881,257.6757,247.0567,251.3274,289065.0
2020-06-25,251.5679,254.1938,249.1633,253.8475,212075.0
2020-06-26,252.7606,257.695,249.8172,250.9907,397440.0
2020-06-27,252.7606,257.695,249.8172,250.9907,397440.0
2020-06-28,252.7606,257.695,249.8172,250.9907,397440.0
2020-06-29,250.9426,257.6854,249.4229,255.6558,190079.0
2020-06-30,255.3384,262.6871,254.9536,261.504,260193.0
2020-07-01,261.4848,263.9952,257.5507,262.5043,244511.0
2020-07-02,263.9856,265.4765,258.2625,259.9169,203901.0
2020-07-03,263.9856,265.4765,258.2625,259.9169,203901.0
2020-07-04,263.9856,265.4765,258.2625,259.9169,203901.0
2020-07-05,263.9856,265.4765,258.2625,259.9169,203901.0
2020-07-06,263.5912,264.1684,258.3875,258.9935,166107.0
2020-07-07,259.9169,264.0529,258.2625,261.5232,152483.0
2020-07-08,260.9846,263.0718,258.2913,260.4748,392492.0
2020-07-09,260.696,269.853,259.6091,268.4872,302664.0
2020-07-10,262.9468,269.1797,262.9468,267.8716,191661.0
2020-07-11,262.9468,269.1797,262.9468,267.8716,191661.0
2020-07-12,262.9468,269.1797,262.9468,267.8716,191661.0
2020-07-13,270.3051,274.8497,265.5438,265.7458,321865.0
2020-07-14,264.6108,272.5222,264.5724,270.6514,245008.0
2020-07-15,275.4415,277.5288,271.5959,276.5861,255263.0
2020-07-16,276.5188,278.4329,269.7568,272.7867,319031.0
2020-07-17,275.1818,283.6944,272.9214,283.1653,311594.0
2020-07-18,275.1818,283.6944,272.9214,283.1653,311594.0
2020-07-19,275.1818,283.6944,272.9214,283.1653,311594.0
2020-07-20,284.56,291.0479,281.015,289.86,340541.0
2020-07-21,293.0149,293.044,284.4158,285.1179,320300.0
2020-07-22,285.7431,292.3695,285.6902,290.389,426814.0
2020-07-23,300.1039,306.558,285.8345,289.1193,826501.0
2020-07-24,286.6377,294.9964,283.8386,292.6686,468244.0
2020-07-25,286.6377,294.9964,283.8386,292.6686,468244.0
2020-07-26,286.6377,294.9964,283.8386,292.6686,468244.0
2020-07-27,294.9771,299.6037,293.4574,298.4976,286057.0
2020-07-28,299.142,299.142,293.592,294.9386,240594.0
2020-07-29,295.8236,302.5945,295.8236,301.9795,317674.0
2020-07-30,298.9977,304.6439,298.411,302.9318,371959.0
2020-07-31,303.6917,304.692,300.2675,304.6247,284065.0
2020-08-01,303.6917,304.692,300.2675,304.6247,284065.0
2020-08-02,303.6917,304.692,300.2675,304.6247,284065.0
2020-08-03,305.7501,315.1187,305.7501,309.9342,307233.0
2020-08-04,309.232,313.748,308.0009,312.4255,230762.0
2020-08-05,311.6752,315.4938,309.2994,315.4842,166359.0
2020-08-06,315.2341,316.6096,311.959,316.0229,130474.0
2020-08-07,314.7628,318.4949,313.6086,316.071,156849.0
2020-08-08,314.7628,318.4949,313.6086,316.071,156849.0
2020-08-09,314.7628,318.4949,313.6086,316.071,156849.0
2020-08-10,317.206,317.206,309.3475,313.0795,197411.0
2020-08-11,312.512,312.512,302.8885,304.1245,475477.0
2020-08-12,306.1866,314.0065,303.3342,312.5659,337134.0
2020-08-13,311.0337,317.5468,308.2199,308.4704,203351.0
2020-08-14,308.2391,311.0107,305.4831,307.7091,130095.0
2020-08-15,308.2391,311.0107,305.4831,307.7091,130095.0
2020-08-16,308.2391,311.0107,305.4831,307.7091,130095.0
2020-08-17,309.5015,317.9526,308.1717,314.1751,213853.0
2020-08-18,316.1988,320.0919,312.614,316.1217,255236.0
2020-08-19,317.201,317.7117,312.5177,313.6933,152025.0
2020-08-20,313.568,316.6806,311.9299,313.6644,228993.0
2020-08-21,313.1826,321.4603,312.537,321.2483,259404.0
2020-08-22,313.1826,321.4603,312.537,321.2483,259404.0
2020-08-23,313.1826,321.4603,312.537,321.2483,259404.0
2020-08-24,323.5032,324.3126,320.8724,322.5492,265733.0
2020-08-25,321.6144,324.1777,320.3424,323.2044,177040.0
2020-08-26,323.7441,325.5894,321.6482,323.6381,177352.0
2020-08-27,325.5172,329.709,322.4962,324.4283,233613.0
2020-08-28,325.0835,326.4326,317.2588,318.8681,185869.0
2020-08-29,325.0835,326.4326,317.2588,318.8681,185869.0
2020-08-30,325.0835,326.4326,317.2588,318.8681,185869.0
2020-08-31,318.7139,322.1637,314.7726,315.9193,233879.0
2020-09-01,317.7213,319.8413,316.6035,317.9237,314578.0
2020-09-02,320.1304,322.1444,313.3946,317.8852,252032.0
2020-09-03,316.141,316.9408,296.6862,298.4196,316722.0
2020-09-04,297.0609,302.4139,280.7754,284.2734,667498.0
2020-09-05,297.0609,302.4139,280.7754,284.2734,667498.0
2020-09-06,297.0609,302.4139,280.7754,284.2734,667498.0
2020-09-07,297.0609,302.4139,280.7754,284.2734,667498.0
2020-09-08,279.1854,287.2511,275.5284,282.4618,350905.0
2020-09-09,286.644,293.4762,286.0754,291.4236,271102.0
2020-09-10,292.8884,294.1243,287.3956,289.2651,253854.0
2020-09-11,291.8187,294.3916,288.4653,289.4,205970.0
2020-09-12,291.8187,294.3916,288.4653,289.4,205970.0
2020-09-13,291.8187,294.3916,288.4653,289.4,205970.0
2020-09-14,292.474,298.4775,289.9444,297.1669,361680.0
2020-09-15,301.3684,302.1489,296.0732,297.2633,237401.0
2020-09-16,298.5256,300.3758,289.1784,289.3036,262862.0
2020-09-17,286.538,293.428,282.7123,293.2256,258555.0
2020-09-18,292.3584,294.5988,286.5573,290.3058,534580.0
2020-09-19,292.3584,294.5988,286.5573,290.3058,534580.0
2020-09-20,292.3584,294.5988,286.5573,290.3058,534580.0
2020-09-21,284.3891,290.2769,283.8494,289.5638,258222.0
2020-09-22,292.262,298.3329,290.8358,296.7044,286247.0
2020-09-23,295.8178,298.7858,293.9195,296.1069,245176.0
2020-09-24,295.0855,302.332,293.3605,298.8244,231589.0
2020-09-25,297.562,305.0591,295.4372,303.6426,204056.0
2020-09-26,297.562,305.0591,295.4372,303.6426,204056.0
2020-09-27,297.562,305.0591,295.4372,303.6426,204056.0
2020-09-28,309.01,314.1125,304.0136,313.3753,308424.0
2020-09-29,313.7704,318.4344,312.9513,316.5939,319212.0
2020-09-30,316.6131,326.5579,316.6131,322.3757,336782.0
2020-10-01,325.9797,326.2592,314.0788,316.3433,380641.0
2020-10-02,308.2488,315.3893,307.4779,311.053,729765.0
2020-10-03,308.2488,315.3893,307.4779,311.053,729765.0
2020-10-04,308.2488,315.3893,307.4779,311.053,729765.0
2020-10-05,311.265,317.4467,309.6171,315.8326,670610.0
2020-10-06,315.717,319.5522,309.4389,316.0831,8139038.0
2020-10-07,317.0853,321.8553,315.8326,319.5812,547574.0
2020-10-08,320.9013,330.4124,320.9013,328.4563,410426.0
2020-10-09,334.8398,337.3121,331.0774,333.949,454129.0
2020-10-10,334.8398,337.3121,331.0774,333.949,454129.0
2020-10-11,334.8398,337.3121,331.0774,333.949,454129.0
2020-10-12,337.2639,340.6174,334.3826,339.8658,281373.0
2020-10-13,341.0414,342.5736,336.3003,339.1912,388985.0
2020-10-14,340.309,350.2249,339.6297,347.2087,382304.0
2020-10-15,342.3519,350.1478,340.3379,347.2761,330495.0
2020-10-16,347.9218,350.7452,343.7396,346.3703,291022.0
2020-10-17,347.9218,350.7452,343.7396,346.3703,291022.0
2020-10-18,347.9218,350.7452,343.7396,346.3703,291022.0
2020-10-19,347.1123,348.6116,338.8732,340.6945,281521.0
2020-10-20,340.7764,347.146,340.415,342.6988,267295.0
2020-10-21,345.8403,346.91,341.0414,343.0265,411740.0
2020-10-22,352.6821,357.669,334.3345,337.5241,511499.0
2020-10-23,340.6656,349.7623,340.1741,348.5578,314476.0
2020-10-24,340.6656,349.7623,340.1741,348.5578,314476.0
2020-10-25,340.6656,349.7623,340.1741,348.5578,314476.0
2020-10-26,345.5319,349.56,343.9757,349.3672,357759.0
2020-10-27,353.6554,356.662,348.8228,353.6458,333458.0
2020-10-28,349.8298,353.27,344.6069,349.6563,306822.0
2020-10-29,347.9796,354.0168,346.669,347.5267,350494.0
2020-10-30,344.6165,346.4281,332.2048,337.1097,326466.0
2020-10-31,344.6165,346.4281,332.2048,337.1097,326466.0
2020-11-01,344.6165,346.4281,332.2048,337.1097,326466.0
2020-11-02,340.6367,347.358,336.9187,344.2985,337273.0
2020-11-03,347.0834,354.3396,344.9056,350.938,255982.0
2020-11-04,355.1298,367.2909,351.7243,363.4556,433034.0
2020-11-05,367.0982,376.8888,365.6045,369.9602,326650.0
2020-11-06,372.2247,377.2598,367.0404,368.9676,440075.0
2020-11-07,372.2247,377.2598,367.0404,368.9676,440075.0
2020-11-08,372.2247,377.2598,367.0404,368.9676,440075.0
2020-11-09,359.6011,362.81,309.2509,310.5808,975522.0
2020-11-10,311.5077,329.0003,311.3242,327.948,566133.0
2020-11-11,328.7879,337.6114,324.3954,334.0878,496611.0
2020-11-12,337.2639,338.5961,325.3039,327.7743,272486.0
2020-11-13,328.6238,332.8473,326.5289,328.8362,265192.0
2020-11-14,328.6238,332.8473,326.5289,328.8362,265192.0
2020-11-15,328.6238,332.8473,326.5289,328.8362,265192.0
2020-11-16,326.4517,329.4444,321.9917,329.0003,381079.0
2020-11-17,329.8884,332.688,315.8229,318.0433,420867.0
2020-11-18,318.7287,320.6787,310.4361,311.276,552349.0
2020-11-19,315.1278,328.5755,315.1278,326.9247,546102.0
2020-11-20,324.8685,329.3671,319.4238,328.1025,431915.0
2020-11-21,324.8685,329.3671,319.4238,328.1025,431915.0
2020-11-22,324.8685,329.3671,319.4238,328.1025,431915.0
2020-11-23,327.475,331.9157,321.6731,322.5612,541927.0
2020-11-24,321.1325,326.0173,314.1142,316.9138,417650.0
2020-11-25,318.9314,325.9883,318.0915,322.0399,449121.0
2020-11-26,318.9314,325.9883,318.0915,322.0399,449121.0
2020-11-27,324.8974,332.3019,322.1944,331.24,310762.0
2020-11-28,324.8974,332.3019,322.1944,331.24,310762.0
2020-11-29,324.8974,332.3019,322.1944,331.24,310762.0
2020-11-30,332.0798,334.8119,325.8864,334.1264,3029351.0
2020-12-01,334.1264,341.5212,330.2842,340.8744,744307.0
2020-12-02,338.5575,340.2952,323.9799,327.3881,413050.0
2020-12-03,325.3994,328.6334,317.1744,318.8059,486357.0
2020-12-04,318.1108,318.1108,307.8489,313.0426,467838.0
2020-12-05,318.1108,318.1108,307.8489,313.0426,467838.0
2020-12-06,318.1108,318.1108,307.8489,313.0426,467838.0
2020-12-07,314.0176,323.4204,313.1874,321.0745,344043.0
2020-12-08,323.0053,327.7356,318.6128,327.3785,355032.0
2020-12-09,326.2683,330.4387,322.6095,323.3046,307107.0
2020-12-10,322.4164,324.8492,318.6766,319.9257,323973.0
2020-12-11,319.8968,327.7608,318.8445,326.0945,292176.0
2020-12-12,319.8968,327.7608,318.8445,326.0945,292176.0
2020-12-13,319.8968,327.7608,318.8445,326.0945,292176.0
2020-12-14,327.7067,336.1634,326.5965,334.5802,354111.0
2020-12-15,334.9856,340.9613,333.943,336.7136,280629.0
2020-12-16,336.0379,343.2396,335.169,340.72,288669.0
2020-12-17,340.4207,344.8904,338.2148,343.8188,294766.0
2020-12-18,345.7978,353.6657,344.2608,351.7542,637598.0
2020-12-19,345.7978,353.6657,344.2608,351.7542,637598.0
2020-12-20,345.7978,353.6657,344.2608,351.7542,637598.0
2020-12-21,347.9506,352.3624,340.5751,349.4759,309885.0
2020-12-22,349.4759,358.0388,349.4663,356.9286,204385.0
2020-12-23,358.5987,358.8159,350.451,352.8644,139140.0
2020-12-24,352.3141,354.1676,348.6843,352.1017,83228.0
2020-12-25,352.3141,354.1676,348.6843,352.1017,83228.0
2020-12-26,352.3141,354.1676,348.6843,352.1017,83228.0
2020-12-27,352.3141,354.1676,348.6843,352.1017,83228.0
2020-12-28,355.9826,357.141,348.4237,350.2,153423.0
2020-12-29,351.3101,354.631,345.2186,351.4356,187260.0
2020-12-30,353.4822,356.2915,350.2627,354.5635,147290.0
2020-12-31,355.7123,360.153,352.0438,359.6027,272643.0
2021-01-01,355.7123,360.153,352.0438,359.6027,272643.0
2021-01-02,355.7123,360.153,352.0438,359.6027,272643.0
2021-01-03,355.7123,360.153,352.0438,359.6027,272643.0
2021-01-04,360.877,365.5591,341.3668,344.5332,314852.0
2021-01-05,344.1857,347.5596,341.5405,344.5139,214842.0
2021-01-06,340.0056,358.0678,337.0998,357.5561,362414.0
2021-01-07,361.6107,387.3959,358.2512,372.587,446836.0
2021-01-08,375.348,385.6389,374.1071,377.4525,333411.0
2021-01-09,375.348,385.6389,374.1071,377.4525,333411.0
2021-01-10,375.348,385.6389,374.1071,377.4525,333411.0
2021-01-11,376.2458,379.2433,371.0135,371.9113,357681.0
2021-01-12,374.3247,374.3247,369.0827,371.6699,257930.0
2021-01-13,371.6699,373.2435,360.3074,360.7805,293290.0
2021-01-14,361.4176,361.6252,353.1444,354.0035,261334.0
2021-01-15,352.3672,353.1347,344.649,346.9563,298008.0
2021-01-16,352.3672,353.1347,344.649,346.9563,298008.0
2021-01-17,352.3672,353.1347,344.649,346.9563,298008.0
2021-01-18,352.3672,353.1347,344.649,346.9563,298008.0
2021-01-19,347.1687,352.0631,343.5678,348.1437,319392.0
2021-01-20,348.414,355.6109,345.3924,353.5595,360345.0
2021-01-21,352.7196,359.4241,350.4316,354.0132,229172.0
2021-01-22,348.9546,358.4877,348.9546,356.5232,233542.0
2021-01-23,348.9546,358.4877,348.9546,356.5232,233542.0
2021-01-24,348.9546,358.4877,348.9546,356.5232,233542.0
2021-01-25,358.618,360.8625,352.3054,356.166,199565.0
2021-01-26,357.2182,358.0388,350.9336,351.0881,212846.0
2021-01-27,347.5355,351.6528,335.9607,342.3804,364998.0
2021-01-28,344.4077,352.4493,340.3048,350.1034,285240.0
2021-01-29,348.2982,351.4356,341.5019,341.917,301593.0
2021-01-30,348.2982,351.4356,341.5019,341.917,301593.0
2021-01-31,348.2982,351.4356,341.5019,341.917,301593.0
2021-02-01,343.8381,348.4574,341.6998,347.3617,205619.0
2021-02-02,351.3391,351.3391,344.929,344.929,392635.0
2021-02-03,347.7189,348.5105,340.662,342.5638,322601.0
2021-02-04,344.2146,350.5475,342.2259,346.5605,316713.0
2021-02-05,346.5701,349.5676,344.3787,346.8791,248118.0
2021-02-06,346.5701,349.5676,344.3787,346.8791,248118.0
2021-02-07,346.5701,349.5676,344.3787,346.8791,248118.0
2021-02-08,348.3464,350.3448,346.6088,346.9563,418707.0
2021-02-09,348.5685,351.812,345.5661,347.8155,545265.0
2021-02-10,348.5105,350.2289,337.1143,338.4031,446782.0
2021-02-11,338.9533,347.5259,317.4254,318.468,966337.0
2021-02-12,320.2636,332.9197,320.2636,326.1428,859770.0
2021-02-13,320.2636,332.9197,320.2636,326.1428,859770.0
2021-02-14,320.2636,332.9197,320.2636,326.1428,859770.0
2021-02-15,320.2636,332.9197,320.2636,326.1428,859770.0
2021-02-16,329.3864,332.186,318.8669,321.7889,563158.0
2021-02-17,320.003,324.1541,315.1251,318.7383,401653.0
2021-02-18,316.962,319.3948,316.6435,318.9893,264523.0
2021-02-19,318.5356,321.0263,314.1528,314.7899,363450.0
2021-02-20,318.5356,321.0263,314.1528,314.7899,363450.0
2021-02-21,318.5356,321.0263,314.1528,314.7899,363450.0
2021-02-22,313.8149,314.732,300.7823,303.5433,580747.0
2021-02-23,299.9907,308.8336,294.8935,307.231,534296.0
2021-02-24,307.8682,318.2556,304.0163,317.02,654164.0
2021-02-25,315.2823,316.74,309.6059,311.8069,459981.0
2021-02-26,316.4214,326.9875,314.4617,323.1791,677110.0
2021-02-27,316.4214,326.9875,314.4617,323.1791,677110.0
2021-02-28,316.4214,326.9875,314.4617,323.1791,677110.0
2021-03-01,323.4108,328.6817,321.2483,322.6288,604023.0
2021-03-02,320.6691,323.0439,315.7505,319.25,515715.0
2021-03-03,318.8542,323.7438,317.0007,319.6361,311321.0
2021-03-04,320.1767,321.9723,308.0082,312.3862,382964.0
2021-03-05,313.5084,319.3755,303.051,318.7866,301316.0
2021-03-06,313.5084,319.3755,303.051,318.7866,301316.0
2021-03-07,313.5084,319.3755,303.051,318.7866,301316.0
2021-03-08,317.4544,323.0825,315.485,316.9717,230805.0
2021-03-09,321.4124,329.3044,318.7673,324.8588,345206.0
2021-03-10,330.5645,333.4369,327.3443,331.8894,284097.0
2021-03-11,331.2028,336.976,325.8453,335.4094,242790.0
2021-03-12,331.5122,333.2045,327.8471,331.1544,221779.0
2021-03-13,331.5122,333.2045,327.8471,331.1544,221779.0
2021-03-14,331.5122,333.2045,327.8471,331.1544,221779.0
2021-03-15,331.0287,336.5312,329.3557,336.1153,255267.0
2021-03-16,338.4653,340.2833,331.2705,332.634,249100.0
2021-03-17,332.3729,332.8177,325.5939,328.0212,356085.0
2021-03-18,325.2071,329.6555,321.3099,325.768,303948.0
2021-03-19,328.1856,336.8696,326.6963,329.5685,1289929.0
2021-03-20,328.1856,336.8696,326.6963,329.5685,1289929.0
2021-03-21,328.1856,336.8696,326.6963,329.5685,1289929.0
2021-03-22,329.3847,329.3847,320.6717,325.1394,329031.0
2021-03-23,323.4084,331.1447,322.8862,329.6748,321306.0
2021-03-24,328.8819,333.398,324.3464,328.8915,226173.0
2021-03-25,325.8937,327.0106,321.7306,324.2014,307592.0
2021-03-26,324.4625,330.8353,322.5477,330.5935,400122.0
2021-03-27,324.4625,330.8353,322.5477,330.5935,400122.0
2021-03-28,324.4625,330.8353,322.5477,330.5935,400122.0
2021-03-29,331.6573,338.9488,327.6972,332.1601,339974.0
2021-03-30,328.6885,332.5345,324.1917,331.0867,274621.0
2021-03-31,332.1601,337.5079,332.1601,333.8621,199351.0
2021-04-01,334.3457,340.5831,334.0459,339.9835,179613.0
2021-04-02,334.3457,340.5831,334.0459,339.9835,179613.0
2021-04-03,334.3457,340.5831,334.0459,339.9835,179613.0
2021-04-04,334.3457,340.5831,334.0459,339.9835,179613.0
2021-04-05,341.0279,347.3814,340.2736,345.2346,305943.0
2021-04-06,346.6851,349.2478,341.4631,345.9308,318794.0
2021-04-07,346.279,348.9577,343.0877,344.8961,164014.0
2021-04-08,346.7818,349.1704,342.846,348.8707,227258.0
2021-04-09,349.9537,358.2413,349.9537,357.3129,227165.0
2021-04-10,349.9537,358.2413,349.9537,357.3129,227165.0
2021-04-11,349.9537,358.2413,349.9537,357.3129,227165.0
2021-04-12,358.2123,359.6242,355.9397,358.9472,184049.0
2021-04-13,360.6009,362.0998,358.0431,358.2413,224467.0
2021-04-14,357.7771,360.0207,354.1604,355.5819,161940.0
2021-04-15,358.4541,364.5561,355.5868,362.0901,278127.0
2021-04-16,363.6374,371.4801,361.5728,369.6137,290534.0
2021-04-17,363.6374,371.4801,361.5728,369.6137,290534.0
2021-04-18,363.6374,371.4801,361.5728,369.6137,290534.0
2021-04-19,369.4107,372.9694,368.1438,370.3294,251214.0
2021-04-20,371.5285,375.7835,370.6098,373.3369,242129.0
2021-04-21,371.3931,379.2068,371.3931,372.9597,262146.0
2021-04-22,399.476,412.6375,395.8883,396.9327,849747.0
2021-04-23,397.7257,410.568,397.7257,405.7038,348429.0
2021-04-24,397.7257,410.568,397.7257,405.7038,348429.0
2021-04-25,397.7257,410.568,397.7257,405.7038,348429.0
2021-04-26,405.7522,405.7522,395.5208,399.6308,327497.0
2021-04-27,402.6286,410.9935,399.9306,407.7926,290724.0
2021-04-28,404.9302,409.1271,400.269,401.6035,206239.0
2021-04-29,409.9312,409.9312,402.2998,407.5605,222080.0
2021-04-30,407.1254,410.452,405.3267,408.5953,211731.0
2021-05-01,407.1254,410.452,405.3267,408.5953,211731.0
2021-05-02,407.1254,410.452,405.3267,408.5953,211731.0
2021-05-03,410.9935,417.2455,409.5623,414.7263,279021.0
2021-05-04,413.8947,417.0182,410.5052,416.9409,232916.0
2021-05-05,422.0082,428.3036,418.2657,427.0078,332592.0
2021-05-06,426.1568,427.3314,414.7747,420.5189,221643.0
2021-05-07,420.9831,430.5375,420.9831,429.377,144386.0
2021-05-08,420.9831,430.5375,420.9831,429.377,144386.0
2021-05-09,420.9831,430.5375,420.9831,429.377,144386.0
2021-05-10,431.3788,434.6281,428.3094,430.2957,192959.0
2021-05-11,424.2517,427.4816,419.5374,424.4064,274142.0
2021-05-12,420.78,422.9365,405.0269,405.9262,269204.0
2021-05-13,409.5817,423.0692,408.6506,420.6736,222307.0
2021-05-14,421.5068,425.1884,419.7726,424.2195,176586.0
2021-05-15,421.5068,425.1884,419.7726,424.2195,176586.0
2021-05-16,421.5068,425.1884,419.7726,424.2195,176586.0
2021-05-17,423.832,426.2637,417.7236,422.0881,199580.0
2021-05-18,427.6201,430.0131,413.6109,413.7853,302817.0
2021-05-19,410.6753,424.1226,406.7045,414.4925,237830.0
2021-05-20,415.3742,418.4453,412.0511,416.3333,276184.0
2021-05-21,419.0944,423.861,415.2676,415.8683,210365.0
2021-05-22,419.0944,423.861,415.2676,415.8683,210365.0
2021-05-23,419.0944,423.861,415.2676,415.8683,210365.0
2021-05-24,418.1353,420.4653,415.8683,417.3118,151230.0
2021-05-25,416.3139,418.3,413.5624,416.2655,200331.0
2021-05-26,416.963,420.4086,412.7244,416.2364,174008.0
2021-05-27,416.1395,419.6854,413.6012,418.019,766225.0
2021-05-28,416.9436,424.8977,416.9436,422.9407,286724.0
