,POOL US Equity,POOL US Equity,POOL US Equity,POOL US Equity,POOL US Equity
2022-08-12,368.0757,381.8274,366.3041,380.5354,328053.0
2022-08-13,368.0757,381.8274,366.3041,380.5354,328053.0
2022-08-14,368.0757,381.8274,366.3041,380.5354,328053.0
2022-08-15,383.0411,387.3477,380.0314,380.5844,338935.0
2022-08-16,379.2141,387.0345,376.8308,384.3331,251838.0
2022-08-17,379.1945,383.3543,375.6024,378.4213,239576.0
2022-08-18,378.7247,384.3624,377.2566,383.1194,227680.0
2022-08-19,378.2451,380.3201,368.203,372.3138,279069.0
2022-08-20,378.2451,380.3201,368.203,372.3138,279069.0
2022-08-21,378.2451,380.3201,368.203,372.3138,279069.0
2022-08-22,368.2127,371.1882,365.2667,366.6076,231513.0
2022-08-23,365.433,369.0055,352.7286,352.9733,312735.0
2022-08-24,353.2865,358.4936,350.0272,356.0564,327654.0
2022-08-25,356.4382,362.301,355.0287,362.301,262768.0
2022-08-26,362.8002,363.9845,344.644,345.2606,242130.0
2022-08-27,362.8002,363.9845,344.644,345.2606,242130.0
2022-08-28,362.8002,363.9845,344.644,345.2606,242130.0
2022-08-29,341.5902,344.6244,336.8775,336.9019,301506.0
2022-08-30,338.6735,341.1579,333.0358,335.9036,276293.0
2022-08-31,337.959,338.6246,330.2365,331.9885,336135.0
2022-09-01,329.1501,330.2072,323.3068,329.7178,469042.0
2022-09-02,335.0521,339.5838,329.8157,332.6834,306986.0
2022-09-03,335.0521,339.5838,329.8157,332.6834,306986.0
2022-09-04,335.0521,339.5838,329.8157,332.6834,306986.0
2022-09-05,335.0521,339.5838,329.8157,332.6834,306986.0
2022-09-06,332.9673,336.1972,320.1356,328.3475,449758.0
2022-09-07,329.3361,338.5512,329.3361,338.2037,227571.0
2022-09-08,334.2984,346.0436,334.1907,345.7109,264203.0
2022-09-09,348.0991,353.9521,347.1692,348.4025,301339.0
2022-09-10,348.0991,353.9521,347.1692,348.4025,301339.0
2022-09-11,348.0991,353.9521,347.1692,348.4025,301339.0
2022-09-12,355.6845,356.536,348.3437,349.8021,454554.0
2022-09-13,339.6914,340.1221,327.6663,328.0734,461133.0
2022-09-14,338.8791,341.3945,319.9007,323.1796,524798.0
2022-09-15,321.6136,329.6884,318.55,321.457,453237.0
2022-09-16,319.0198,326.8891,316.0248,324.589,661846.0
2022-09-17,319.0198,326.8891,316.0248,324.589,661846.0
2022-09-18,319.0198,326.8891,316.0248,324.589,661846.0
2022-09-19,323.7277,331.2936,323.2285,331.2838,364447.0
2022-09-20,327.3687,328.6656,317.8453,320.028,351464.0
2022-09-21,322.6511,328.6771,317.4147,317.4636,342814.0
2022-09-22,314.8111,316.4604,306.8488,308.2632,410857.0
2022-09-23,306.0316,312.2174,302.185,305.8848,671075.0
2022-09-24,306.0316,312.2174,302.185,305.8848,671075.0
2022-09-25,306.0316,312.2174,302.185,305.8848,671075.0
2022-09-26,306.2371,311.7769,303.9076,305.3073,588502.0
2022-09-27,308.4296,312.5991,302.9974,310.9254,735751.0
2022-09-28,313.9302,325.6069,307.6857,322.1519,792906.0
2022-09-29,316.4555,316.4555,306.8342,309.0755,481874.0
2022-09-30,309.9564,319.798,306.7461,311.454,527842.0
2022-10-01,309.9564,319.798,306.7461,311.454,527842.0
2022-10-02,309.9564,319.798,306.7461,311.454,527842.0
2022-10-03,313.7149,324.2465,310.9352,320.7914,726469.0
2022-10-04,328.9152,333.9558,324.5695,325.744,402838.0
2022-10-05,318.5696,326.2774,316.9546,323.8354,253787.0
2022-10-06,325.2057,326.987,320.2531,321.8876,209589.0
2022-10-07,316.1912,317.1895,308.684,314.772,254374.0
2022-10-08,316.1912,317.1895,308.684,314.772,254374.0
2022-10-09,316.1912,317.1895,308.684,314.772,254374.0
2022-10-10,317.2091,317.5076,313.0249,315.8976,230818.0
2022-10-11,315.9465,320.0231,310.0739,312.6383,379762.0
2022-10-12,313.0298,316.1202,310.1424,310.3871,367392.0
2022-10-13,300.4722,317.5223,293.6306,314.8796,474582.0
2022-10-14,318.2466,321.4863,299.3613,300.5113,371247.0
2022-10-15,318.2466,321.4863,299.3613,300.5113,371247.0
2022-10-16,318.2466,321.4863,299.3613,300.5113,371247.0
2022-10-17,305.3171,315.3201,305.2045,311.7084,392034.0
2022-10-18,316.5142,320.9872,309.1343,312.1293,585543.0
2022-10-19,304.9745,306.2469,287.1169,291.7905,874439.0
2022-10-20,297.2129,301.2249,273.3505,277.892,1643237.0
2022-10-21,279.1154,280.6521,272.1959,278.7827,826708.0
2022-10-22,279.1154,280.6521,272.1959,278.7827,826708.0
2022-10-23,279.1154,280.6521,272.1959,278.7827,826708.0
2022-10-24,281.7288,288.0516,278.4107,286.6128,667814.0
2022-10-25,287.0435,295.6273,287.0435,292.2016,851330.0
2022-10-26,292.0548,307.8717,290.4887,299.3857,927013.0
2022-10-27,300.6581,302.7136,295.6077,297.7708,428132.0
2022-10-28,296.5375,312.4621,295.5,312.0021,448810.0
2022-10-29,296.5375,312.4621,295.5,312.0021,448810.0
2022-10-30,296.5375,312.4621,295.5,312.0021,448810.0
2022-10-31,309.7803,311.3365,297.5554,297.7708,389244.0
2022-11-01,300.9126,303.707,296.3124,299.2389,349213.0
2022-11-02,298.6908,305.229,288.2571,289.0304,513525.0
2022-11-03,285.7026,288.1397,282.0713,285.4089,363774.0
2022-11-04,289.2065,289.2065,277.7843,286.4073,507685.0
2022-11-05,289.2065,289.2065,277.7843,286.4073,507685.0
2022-11-06,289.2065,289.2065,277.7843,286.4073,507685.0
2022-11-07,288.3844,297.7903,285.8689,297.7023,410704.0
2022-11-08,299.5032,305.596,295.7349,301.2552,658797.0
2022-11-09,298.0638,300.2929,293.7138,294.9805,385406.0
2022-11-10,310.299,337.0476,310.191,333.1885,1016760.0
2022-11-11,333.1885,353.839,332.128,345.0211,769302.0
2022-11-12,333.1885,353.839,332.128,345.0211,769302.0
2022-11-13,333.1885,353.839,332.128,345.0211,769302.0
2022-11-14,343.6856,346.062,333.4536,334.74,604695.0
2022-11-15,344.5989,346.4086,337.1851,340.0033,470771.0
2022-11-16,333.5125,338.7758,326.0742,331.3621,422419.0
2022-11-17,323.3591,323.3787,304.4171,313.8341,663593.0
2022-11-18,317.4084,318.901,309.2189,316.1712,484170.0
2022-11-19,317.4084,318.901,309.2189,316.1712,484170.0
2022-11-20,317.4084,318.901,309.2189,316.1712,484170.0
2022-11-21,314.7768,317.5901,312.0813,314.4625,289004.0
2022-11-22,317.3691,321.0613,314.7375,320.5409,269389.0
2022-11-23,321.2577,329.0643,319.4018,326.3933,403919.0
2022-11-24,321.2577,329.0643,319.4018,326.3933,403919.0
2022-11-25,326.9629,328.5635,321.9254,322.8878,229138.0
2022-11-26,326.9629,328.5635,321.9254,322.8878,229138.0
2022-11-27,326.9629,328.5635,321.9254,322.8878,229138.0
2022-11-28,320.2463,323.0841,309.2336,309.5429,326862.0
2022-11-29,309.1992,315.3659,308.2958,314.9633,314076.0
2022-11-30,312.263,324.8811,308.5806,323.4671,830111.0
2022-12-01,328.5242,332.5753,323.4475,332.0298,427210.0
2022-12-02,327.3164,327.3164,319.3331,324.4687,470383.0
2022-12-03,327.3164,327.3164,319.3331,324.4687,470383.0
2022-12-04,327.3164,327.3164,319.3331,324.4687,470383.0
2022-12-05,318.0074,319.1367,310.3383,314.3349,444891.0
2022-12-06,315.5722,316.2576,307.2451,312.2531,358459.0
2022-12-07,311.4676,320.4034,310.1763,315.2874,258271.0
2022-12-08,316.7603,324.1938,313.7546,323.2904,605348.0
2022-12-09,319.1858,326.5996,319.1858,325.0382,526711.0
2022-12-10,319.1858,326.5996,319.1858,325.0382,526711.0
2022-12-11,319.1858,326.5996,319.1858,325.0382,526711.0
2022-12-12,324.6847,328.3131,323.5408,325.1463,542112.0
2022-12-13,341.3388,343.6562,326.7959,329.4178,405772.0
2022-12-14,327.4342,336.2424,326.4326,328.7697,608743.0
2022-12-15,318.9599,323.7322,305.1536,314.2662,590081.0
2022-12-16,309.4055,310.6525,303.6021,307.3728,957135.0
2022-12-17,309.4055,310.6525,303.6021,307.3728,957135.0
2022-12-18,309.4055,310.6525,303.6021,307.3728,957135.0
2022-12-19,308.9243,310.0241,302.2961,302.5808,380449.0
2022-12-20,300.6562,300.8231,294.5975,298.2897,327978.0
2022-12-21,300.8035,306.057,300.4794,306.057,358351.0
2022-12-22,301.0686,301.265,290.6991,299.576,331786.0
2022-12-23,299.1243,301.3141,297.3077,300.0867,207597.0
2022-12-24,299.1243,301.3141,297.3077,300.0867,207597.0
2022-12-25,299.1243,301.3141,297.3077,300.0867,207597.0
2022-12-26,299.1243,301.3141,297.3077,300.0867,207597.0
2022-12-27,300.2929,302.0604,296.1097,300.4893,206468.0
2022-12-28,300.8428,303.0958,290.6108,291.1312,196962.0
2022-12-29,294.951,302.9736,294.8725,301.3829,268913.0
2022-12-30,297.5827,299.1931,293.0362,296.8757,250028.0
2022-12-31,297.5827,299.1931,293.0362,296.8757,250028.0
2023-01-01,297.5827,299.1931,293.0362,296.8757,250028.0
2023-01-02,297.5827,299.1931,293.0362,296.8757,250028.0
2023-01-03,299.743,304.2404,291.8971,295.4027,368062.0
2023-01-04,300.8624,300.8624,294.5288,298.9378,363210.0
2023-01-05,296.2865,299.5269,291.5338,297.5336,332891.0
2023-01-06,298.7414,309.8866,293.9494,309.6215,514311.0
2023-01-07,298.7414,309.8866,293.9494,309.6215,514311.0
2023-01-08,298.7414,309.8866,293.9494,309.6215,514311.0
2023-01-09,309.7197,322.6521,309.6215,312.0764,486882.0
2023-01-10,312.2826,319.6276,310.353,319.1956,350375.0
2023-01-11,327.9645,337.6466,326.0497,336.6254,602358.0
2023-01-12,340.5925,341.545,334.9217,340.5336,479372.0
2023-01-13,336.1147,345.4532,335.1534,342.7921,308463.0
2023-01-14,336.1147,345.4532,335.1534,342.7921,308463.0
2023-01-15,336.1147,345.4532,335.1534,342.7921,308463.0
2023-01-16,336.1147,345.4532,335.1534,342.7921,308463.0
2023-01-17,340.8478,349.1453,340.6367,347.584,451313.0
2023-01-18,352.0519,360.8699,351.0847,353.1615,923184.0
2023-01-19,349.0668,351.4333,337.2833,338.5598,566671.0
2023-01-20,340.3077,346.7788,337.7252,346.3762,335700.0
2023-01-21,340.3077,346.7788,337.7252,346.3762,335700.0
2023-01-22,340.3077,346.7788,337.7252,346.3762,335700.0
2023-01-23,346.6315,352.9652,343.5629,352.7982,270928.0
2023-01-24,350.8932,360.7325,349.4497,357.6884,439566.0
2023-01-25,353.5052,358.2579,350.5594,356.9421,322965.0
2023-01-26,360.6146,363.099,353.3334,357.8357,209749.0
2023-01-27,357.384,373.3506,355.1255,372.5454,468966.0
2023-01-28,357.384,373.3506,355.1255,372.5454,468966.0
2023-01-29,357.384,373.3506,355.1255,372.5454,468966.0
2023-01-30,368.2346,371.9513,364.0417,369.6879,638282.0
2023-01-31,368.5194,378.938,368.4703,378.6532,368086.0
2023-02-01,378.0051,393.3629,376.8562,390.9571,435288.0
2023-02-02,397.4381,416.3211,397.4381,414.5536,688498.0
2023-02-03,405.6473,406.1481,393.2549,396.2892,780660.0
2023-02-04,405.6473,406.1481,393.2549,396.2892,780660.0
2023-02-05,405.6473,406.1481,393.2549,396.2892,780660.0
2023-02-06,383.779,385.4091,377.3963,384.9672,590880.0
2023-02-07,380.1851,386.1848,375.1574,384.761,431169.0
2023-02-08,381.5696,383.4599,376.3554,378.1819,429338.0
2023-02-09,381.275,381.5991,367.8418,370.1494,600039.0
2023-02-10,365.2887,365.8583,359.3872,362.5785,597948.0
2023-02-11,365.2887,365.8583,359.3872,362.5785,597948.0
2023-02-12,365.2887,365.8583,359.3872,362.5785,597948.0
2023-02-13,365.6422,369.3148,362.1759,368.0873,561574.0
2023-02-14,367.4392,371.5733,362.0188,368.5587,360175.0
2023-02-15,363.3346,378.9625,363.3346,377.632,645850.0
2023-02-16,370.0709,386.0474,366.1038,382.6694,1152086.0
2023-02-17,381.442,382.8658,362.8045,369.7861,626272.0
2023-02-18,381.442,382.8658,362.8045,369.7861,626272.0
2023-02-19,381.442,382.8658,362.8045,369.7861,626272.0
2023-02-20,381.442,382.8658,362.8045,369.7861,626272.0
2023-02-21,363.3248,363.3248,349.0373,351.0994,616690.0
2023-02-22,351.5904,355.7613,348.2803,351.2369,405656.0
2023-02-23,352.7589,355.4692,346.8672,354.0649,314980.0
2023-02-24,347.5938,351.3056,347.3876,349.8818,310356.0
2023-02-25,347.5938,351.3056,347.3876,349.8818,310356.0
2023-02-26,347.5938,351.3056,347.3876,349.8818,310356.0
2023-02-27,354.5756,358.3365,347.692,349.6658,301575.0
2023-02-28,351.0209,355.7146,348.2714,350.4219,343453.0
2023-03-01,347.6135,350.9816,340.6514,342.2618,274822.0
2023-03-02,339.2963,348.2321,337.9314,346.4351,282835.0
2023-03-03,349.0864,355.4692,348.2616,355.0273,357418.0
2023-03-04,349.0864,355.4692,348.2616,355.0273,357418.0
2023-03-05,349.0864,355.4692,348.2616,355.0273,357418.0
2023-03-06,357.3545,359.4952,349.4006,350.7754,274905.0
2023-03-07,351.07,353.0928,347.4564,348.4972,220620.0
2023-03-08,348.3205,350.1371,344.864,350.1371,208074.0
2023-03-09,349.3319,353.245,340.4992,342.743,261776.0
2023-03-10,345.6397,346.9752,336.3013,342.1243,390290.0
2023-03-11,345.6397,346.9752,336.3013,342.1243,390290.0
2023-03-12,345.6397,346.9752,336.3013,342.1243,390290.0
2023-03-13,338.3929,345.7625,336.154,340.0229,377184.0
2023-03-14,344.494,350.0286,340.6828,345.3114,306461.0
2023-03-15,340.1411,344.2576,336.0444,340.732,300726.0
2023-03-16,338.8117,348.3249,338.8117,344.1985,356071.0
2023-03-17,343.9523,345.6856,336.133,336.6352,445900.0
2023-03-18,343.9523,345.6856,336.133,336.6352,445900.0
2023-03-19,343.9523,345.6856,336.133,336.6352,445900.0
2023-03-20,337.1966,341.4115,335.3451,337.7382,320559.0
2023-03-21,340.8502,343.9523,338.0878,341.4509,279820.0
2023-03-22,341.2441,341.2441,329.1507,329.328,275731.0
2023-03-23,330.1454,333.6414,318.1702,320.3269,449633.0
2023-03-24,319.2535,320.7405,310.3607,320.2875,499350.0
2023-03-25,319.2535,320.7405,310.3607,320.2875,499350.0
2023-03-26,319.2535,320.7405,310.3607,320.2875,499350.0
2023-03-27,321.8829,325.8123,321.1985,323.0745,425257.0
2023-03-28,322.1882,325.8561,321.4217,322.4738,224059.0
2023-03-29,327.6538,332.371,326.3933,332.2529,272379.0
2023-03-30,336.9701,337.4477,328.6485,330.0272,248107.0
2023-03-31,333.3558,339.245,330.756,337.236,485949.0
2023-04-01,333.3558,339.245,330.756,337.236,485949.0
2023-04-02,333.3558,339.245,330.756,337.236,485949.0
2023-04-03,335.2467,339.5207,330.6476,334.0944,400706.0
2023-04-04,336.1428,336.4038,322.1882,322.5033,315871.0
2023-04-05,320.061,320.061,313.6204,316.9293,418145.0
2023-04-06,318.0225,322.72,315.5408,321.3019,443095.0
2023-04-07,318.0225,322.72,315.5408,321.3019,443095.0
2023-04-08,318.0225,322.72,315.5408,321.3019,443095.0
2023-04-09,318.0225,322.72,315.5408,321.3019,443095.0
2023-04-10,318.958,330.1355,318.121,330.0765,334960.0
2023-04-11,330.7363,342.0369,330.7363,340.5646,481124.0
2023-04-12,343.8735,348.5415,327.7425,328.8258,519856.0
2023-04-13,330.5098,336.6549,324.4138,335.1679,412386.0
2023-04-14,333.9763,335.611,322.5427,325.2312,625432.0
2023-04-15,333.9763,335.611,322.5427,325.2312,625432.0
2023-04-16,333.9763,335.611,322.5427,325.2312,625432.0
2023-04-17,324.7585,332.3907,324.3252,332.3021,418373.0
2023-04-18,334.8626,339.4321,333.3558,333.7892,505755.0
2023-04-19,330.0174,333.799,327.2501,333.5233,490637.0
2023-04-20,313.1674,336.7524,312.675,327.3387,1294200.0
2023-04-21,335.3845,338.9397,331.4158,338.0238,791206.0
2023-04-22,335.3845,338.9397,331.4158,338.0238,791206.0
2023-04-23,335.3845,338.9397,331.4158,338.0238,791206.0
2023-04-24,336.0838,345.1045,336.0838,344.9076,507926.0
2023-04-25,342.7312,344.4546,331.0908,331.7999,413335.0
2023-04-26,331.0317,331.0317,326.0103,327.2008,353753.0
2023-04-27,330.7757,337.2754,327.6538,336.8913,389633.0
2023-04-28,336.2216,347.2219,334.3899,345.981,400340.0
2023-04-29,336.2216,347.2219,334.3899,345.981,400340.0
2023-04-30,336.2216,347.2219,334.3899,345.981,400340.0
2023-05-01,345.3311,347.1726,338.9741,341.51,311361.0
2023-05-02,341.3623,342.4948,334.0452,341.6183,341707.0
2023-05-03,342.7607,353.3572,342.1403,346.3749,392989.0
2023-05-04,346.9067,350.0286,337.4428,339.629,281087.0
2023-05-05,346.1484,350.4225,343.2876,348.5809,284343.0
2023-05-06,346.1484,350.4225,343.2876,348.5809,284343.0
2023-05-07,346.1484,350.4225,343.2876,348.5809,284343.0
2023-05-08,348.6695,349.7577,343.2925,347.8128,206968.0
2023-05-09,343.9129,347.734,342.4505,345.6462,227907.0
2023-05-10,351.0331,351.7224,342.7312,345.8825,250790.0
2023-05-11,346.0598,346.0598,339.4912,342.7509,255177.0
2023-05-12,342.8395,344.6318,331.0259,333.5036,409468.0
2023-05-13,342.8395,344.6318,331.0259,333.5036,409468.0
2023-05-14,342.8395,344.6318,331.0259,333.5036,409468.0
2023-05-15,333.5528,337.1769,330.6181,336.9602,259962.0
2023-05-16,332.5242,338.546,329.916,336.4366,368211.0
2023-05-17,338.8078,339.5488,333.1368,339.1635,238865.0
2023-05-18,339.203,349.478,336.0711,348.9741,322608.0
2023-05-19,348.9741,348.9741,340.7739,340.9023,316974.0
2023-05-20,348.9741,348.9741,340.7739,340.9023,316974.0
2023-05-21,348.9741,348.9741,340.7739,340.9023,316974.0
2023-05-22,341.2185,342.0088,337.5926,338.5806,325247.0
2023-05-23,337.7013,340.7837,332.05,334.0161,308385.0
2023-05-24,334.3915,334.925,323.6127,329.8369,265143.0
2023-05-25,330.0049,333.0578,322.3085,323.1483,290739.0
2023-05-26,322.5753,329.2392,321.5774,324.0671,344892.0
2023-05-27,322.5753,329.2392,321.5774,324.0671,344892.0
2023-05-28,322.5753,329.2392,321.5774,324.0671,344892.0
2023-05-29,322.5753,329.2392,321.5774,324.0671,344892.0
2023-05-30,327.2287,328.3747,315.8471,318.8901,400750.0
2023-05-31,316.1534,319.0383,306.0662,312.4287,921972.0
2023-06-01,313.4365,313.4365,304.0655,309.2573,648167.0
2023-06-02,313.7428,323.0495,312.656,322.437,448845.0
2023-06-03,313.7428,323.0495,312.656,322.437,448845.0
2023-06-04,313.7428,323.0495,312.656,322.437,448845.0
2023-06-05,321.0834,323.8893,316.3609,323.4546,463153.0
2023-06-06,323.0396,334.3224,319.7398,332.2772,407856.0
2023-06-07,334.4014,340.8001,331.3387,334.6682,409502.0
2023-06-08,333.7395,333.9716,320.0164,320.7376,444201.0
2023-06-09,319.315,323.6966,318.9198,322.4963,366636.0
2023-06-10,319.315,323.6966,318.9198,322.4963,366636.0
2023-06-11,319.315,323.6966,318.9198,322.4963,366636.0
2023-06-12,323.3854,330.4495,320.9748,329.7085,280559.0
2023-06-13,330.5878,334.4014,329.1948,332.8602,336464.0
2023-06-14,335.6759,343.4464,331.7339,341.2481,532930.0
2023-06-15,343.7378,355.4849,342.3448,353.2125,754410.0
2023-06-16,356.1271,357.2603,348.0553,353.6472,556558.0
2023-06-17,356.1271,357.2603,348.0553,353.6472,556558.0
2023-06-18,356.1271,357.2603,348.0553,353.6472,556558.0
2023-06-19,356.1271,357.2603,348.0553,353.6472,556558.0
2023-06-20,350.6635,352.7087,346.2473,349.2606,385681.0
2023-06-21,349.2606,353.341,347.2353,352.4518,314823.0
2023-06-22,351.691,352.1356,345.4273,346.0694,228267.0
2023-06-23,344.9036,349.6262,343.4613,348.1047,508239.0
2023-06-24,344.9036,349.6262,343.4613,348.1047,508239.0
2023-06-25,344.9036,349.6262,343.4613,348.1047,508239.0
2023-06-26,346.0398,352.5012,344.8147,349.8732,292565.0
2023-06-27,353.6769,363.8629,349.2211,361.7981,375993.0
2023-06-28,361.146,366.8664,356.6211,365.671,425345.0
2023-06-29,364.4557,373.1104,362.213,366.1649,537685.0
2023-06-30,370.8183,375.116,365.0288,370.1366,606141.0
2023-07-01,370.8183,375.116,365.0288,370.1366,606141.0
2023-07-02,370.8183,375.116,365.0288,370.1366,606141.0
2023-07-03,367.6173,368.7534,357.7474,367.0146,265744.0
2023-07-04,367.6173,368.7534,357.7474,367.0146,265744.0
2023-07-05,365.9179,368.1508,360.6125,366.7676,349745.0
2023-07-06,362.0253,362.8058,354.4574,359.8715,353525.0
2023-07-07,361.0472,365.1374,360.2635,361.3238,303090.0
2023-07-08,361.0472,365.1374,360.2635,361.3238,303090.0
2023-07-09,361.0472,365.1374,360.2635,361.3238,303090.0
2023-07-10,360.0889,372.4139,357.4016,371.9051,389385.0
2023-07-11,374.4738,380.1004,373.476,377.2896,412654.0
2023-07-12,383.1582,387.5349,380.4116,383.7016,321632.0
2023-07-13,383.7016,386.5568,376.6919,378.0602,351696.0
2023-07-14,347.7688,364.5644,345.7928,359.6344,1169215.0
2023-07-15,347.7688,364.5644,345.7928,359.6344,1169215.0
2023-07-16,347.7688,364.5644,345.7928,359.6344,1169215.0
2023-07-17,356.5321,358.8638,350.6784,355.6924,755192.0
2023-07-18,353.1829,360.7162,351.7207,353.5682,508227.0
2023-07-19,352.7383,362.0846,350.7821,361.5708,761974.0
2023-07-20,353.1533,369.9588,345.8422,356.9076,1277817.0
2023-07-21,360.7706,369.5638,359.1552,365.3054,876680.0
2023-07-22,360.7706,369.5638,359.1552,365.3054,876680.0
2023-07-23,360.7706,369.5638,359.1552,365.3054,876680.0
2023-07-24,364.6039,368.1903,359.9209,360.7706,572037.0
2023-07-25,364.7917,375.2247,362.6823,373.9008,623842.0
2023-07-26,373.8514,385.964,371.4803,383.1187,603820.0
2023-07-27,387.7918,388.4538,374.8641,377.3094,430811.0
2023-07-28,383.2273,385.312,377.3094,380.214,288511.0
2023-07-29,383.2273,385.312,377.3094,380.214,288511.0
2023-07-30,383.2273,385.312,377.3094,380.214,288511.0
2023-07-31,379.4039,383.3163,377.339,380.1152,336000.0
2023-08-01,377.3489,385.4305,377.013,382.5061,379171.0
2023-08-02,376.3806,381.5083,373.145,375.3433,387973.0
2023-08-03,374.7208,375.0765,368.378,373.8514,416036.0
2023-08-04,377.2106,379.7299,371.8952,376.9043,301909.0
2023-08-05,377.2106,379.7299,371.8952,376.9043,301909.0
2023-08-06,377.2106,379.7299,371.8952,376.9043,301909.0
2023-08-07,380.8661,382.8223,377.6947,381.449,312333.0
2023-08-08,378.0701,381.7059,373.3179,381.6268,315125.0
2023-08-09,381.5675,383.5392,377.6241,380.6658,238821.0
2023-08-10,385.1839,387.5816,379.4125,381.5972,332456.0
2023-08-11,380.3587,381.3891,368.6375,371.5505,314222.0
2023-08-12,380.3587,381.3891,368.6375,371.5505,314222.0
2023-08-13,380.3587,381.3891,368.6375,371.5505,314222.0
2023-08-14,368.3205,370.896,366.5966,369.2419,323689.0
2023-08-15,366.7946,371.1393,362.7224,364.704,321277.0
2023-08-16,364.704,369.0834,362.9602,363.8817,233849.0
2023-08-17,364.605,365.3877,348.227,348.3756,392341.0
2023-08-18,344.5214,347.796,340.8654,346.2751,620196.0
2023-08-19,344.5214,347.796,340.8654,346.2751,620196.0
2023-08-20,344.5214,347.796,340.8654,346.2751,620196.0
2023-08-21,348.9107,349.463,342.6587,346.9489,255772.0
2023-08-22,346.9489,350.8724,345.2447,348.3657,209153.0
2023-08-23,348.3657,354.7861,347.3947,353.3594,197210.0
2023-08-24,352.319,354.1223,348.1676,349.0791,192401.0
2023-08-25,351.3579,352.9383,345.215,350.7238,164214.0
2023-08-26,351.3579,352.9383,345.215,350.7238,164214.0
2023-08-27,351.3579,352.9383,345.215,350.7238,164214.0
2023-08-28,353.6962,353.716,346.6714,351.0409,274089.0
2023-08-29,351.3976,364.8527,351.3976,364.7635,253998.0
2023-08-30,364.4861,367.5278,362.5788,366.3884,208970.0
2023-08-31,366.9928,370.1435,361.5681,362.2369,310791.0
2023-09-01,366.4875,368.9942,361.7415,364.7932,279396.0
2023-09-02,366.4875,368.9942,361.7415,364.7932,279396.0
2023-09-03,366.4875,368.9942,361.7415,364.7932,279396.0
2023-09-04,366.4875,368.9942,361.7415,364.7932,279396.0
2023-09-05,362.98,362.98,353.4386,354.8555,273049.0
2023-09-06,353.2702,356.0543,345.8689,346.7804,401257.0
2023-09-07,345.1555,347.3155,335.951,346.0076,504800.0
2023-09-08,345.1159,345.1159,340.1916,341.0932,223271.0
2023-09-09,345.1159,345.1159,340.1916,341.0932,223271.0
2023-09-10,345.1159,345.1159,340.1916,341.0932,223271.0
2023-09-11,343.6,348.6531,343.4117,345.0564,201105.0
2023-09-12,342.946,348.3261,341.6778,344.9871,250773.0
2023-09-13,343.3523,346.9687,342.5101,345.5518,220197.0
2023-09-14,346.8399,351.0904,344.2044,350.486,207596.0
2023-09-15,352.5865,352.5865,344.5511,346.8795,426957.0
2023-09-16,352.5865,352.5865,344.5511,346.8795,426957.0
2023-09-17,352.5865,352.5865,344.5511,346.8795,426957.0
2023-09-18,345.75,353.6071,343.1244,343.3919,408608.0
2023-09-19,341.7967,345.5717,338.7748,344.3926,396769.0
2023-09-20,345.9283,351.239,344.3232,344.4223,265044.0
2023-09-21,341.8958,346.8003,339.1612,343.1838,364044.0
2023-09-22,344.4223,347.8109,339.8795,340.5384,306367.0
2023-09-23,344.4223,347.8109,339.8795,340.5384,306367.0
2023-09-24,344.4223,347.8109,339.8795,340.5384,306367.0
2023-09-25,339.8944,345.2794,338.7748,343.7189,272706.0
2023-09-26,340.3402,341.5688,335.0394,335.1682,361451.0
2023-09-27,338.3685,343.1343,337.0409,340.5384,461643.0
2023-09-28,340.1024,353.399,340.1024,349.7528,418928.0
2023-09-29,354.7068,361.0827,350.5603,352.8243,387705.0
2023-09-30,354.7068,361.0827,350.5603,352.8243,387705.0
2023-10-01,354.7068,361.0827,350.5603,352.8243,387705.0
2023-10-02,351.3084,354.7663,344.7691,345.7896,316381.0
2023-10-03,342.8668,344.9475,333.6176,335.733,358707.0
2023-10-04,337.4075,338.2298,330.8186,335.4358,331290.0
2023-10-05,337.021,337.021,328.7869,330.7096,317456.0
2023-10-06,325.9934,338.0614,325.9934,333.0281,443527.0
2023-10-07,325.9934,338.0614,325.9934,333.0281,443527.0
2023-10-08,325.9934,338.0614,325.9934,333.0281,443527.0
2023-10-09,329.7684,338.4874,327.7868,338.3983,332386.0
2023-10-10,338.9036,350.8328,338.9036,347.3254,417651.0
2023-10-11,348.8611,349.1187,340.6077,348.1378,356516.0
2023-10-12,349.0791,349.0791,339.9142,342.946,328744.0
2023-10-13,343.3721,345.3438,335.951,341.0833,349459.0
2023-10-14,343.3721,345.3438,335.951,341.0833,349459.0
2023-10-15,343.3721,345.3438,335.951,341.0833,349459.0
2023-10-16,344.0557,348.4945,342.629,345.6509,333552.0
2023-10-17,342.6884,352.7847,339.8746,348.98,531007.0
2023-10-18,345.75,351.5363,333.5532,333.6424,645287.0
2023-10-19,346.1265,355.9453,319.2659,322.2086,1006714.0
2023-10-20,322.0104,322.4959,316.0854,319.2064,560483.0
2023-10-21,322.0104,322.4959,316.0854,319.2064,560483.0
2023-10-22,322.0104,322.4959,316.0854,319.2064,560483.0
2023-10-23,316.1845,324.9679,314.2029,319.0677,400785.0
2023-10-24,320.1378,328.2525,318.8002,318.8497,373054.0
2023-10-25,314.1732,324.6509,306.3013,316.135,619428.0
2023-10-26,318.285,318.285,309.5164,312.9347,482195.0
