,SPR US Equity,SPR US Equity,SPR US Equity,SPR US Equity,SPR US Equity
2019-02-08,91.8333,92.8638,90.8969,92.7251,803726.0
2019-02-09,91.8333,92.8638,90.8969,92.7251,803726.0
2019-02-10,91.8333,92.8638,90.8969,92.7251,803726.0
2019-02-11,93.1214,94.5185,92.6854,93.3493,1549796.0
2019-02-12,93.9835,94.4888,92.9233,92.9431,1066272.0
2019-02-13,93.6565,94.1123,92.3981,92.7845,1214742.0
2019-02-14,92.2891,93.0867,91.8729,92.7944,844188.0
2019-02-15,93.5475,94.9644,93.5475,94.8356,714256.0
2019-02-16,93.5475,94.9644,93.5475,94.8356,714256.0
2019-02-17,93.5475,94.9644,93.5475,94.8356,714256.0
2019-02-18,93.5475,94.9644,93.5475,94.8356,714256.0
2019-02-19,94.469,95.8166,94.1717,95.4004,911628.0
2019-02-20,95.5292,97.0849,95.3112,97.0849,1761988.0
2019-02-21,96.9759,97.0155,94.7365,95.2419,957367.0
2019-02-22,95.6481,97.184,95.6481,97.1047,899262.0
2019-02-23,95.6481,97.184,95.6481,97.1047,899262.0
2019-02-24,95.6481,97.184,95.6481,97.1047,899262.0
2019-02-25,97.8677,98.4225,96.421,96.53,745458.0
2019-02-26,96.1832,96.8074,95.876,96.3715,701388.0
2019-02-27,96.3021,96.9263,95.6184,96.8471,585673.0
2019-02-28,96.8273,98.4223,96.3417,97.8974,1252350.0
2019-03-01,98.6901,99.0666,97.9469,98.4424,717832.0
2019-03-02,98.6901,99.0666,97.9469,98.4424,717832.0
2019-03-03,98.6901,99.0666,97.9469,98.4424,717832.0
2019-03-04,98.6207,99.4259,97.3425,97.7389,1418520.0
2019-03-05,96.8174,97.3425,95.7175,96.3417,796311.0
2019-03-06,95.668,96.5003,95.3608,95.8364,849578.0
2019-03-07,95.7274,95.9355,94.6424,95.2122,989027.0
2019-03-08,94.5285,95.7373,93.6466,95.5788,642264.0
2019-03-09,94.5285,95.7373,93.6466,95.5788,642264.0
2019-03-10,94.5285,95.7373,93.6466,95.5788,642264.0
2019-03-11,87.1168,93.062,86.334,91.9918,3478307.0
2019-03-12,90.8623,91.3279,89.1084,91.0604,2590569.0
2019-03-13,91.1595,93.4286,88.7022,92.5467,2802037.0
2019-03-14,92.8242,93.1412,91.001,91.0703,1485012.0
2019-03-15,91.0307,91.5565,89.8599,90.5842,1666774.0
2019-03-16,91.0307,91.5565,89.8599,90.5842,1666774.0
2019-03-17,91.0307,91.5565,89.8599,90.5842,1666774.0
2019-03-18,90.4354,91.9732,89.8103,91.7748,1856711.0
2019-03-19,91.8343,92.2808,90.0931,90.2866,946051.0
2019-03-20,90.1973,91.3879,89.7905,90.743,1246818.0
2019-03-21,90.356,91.9038,89.9988,91.7847,1188406.0
2019-03-22,91.5069,91.5069,88.1534,88.6991,1155176.0
2019-03-23,91.5069,91.5069,88.1534,88.6991,1155176.0
2019-03-24,91.5069,91.5069,88.1534,88.6991,1155176.0
2019-03-25,88.8876,89.8401,88.6991,89.7806,855410.0
2019-03-26,90.5148,90.9513,88.9223,89.6516,997739.0
2019-03-27,89.6913,91.2093,89.0662,89.5127,954775.0
2019-03-28,89.8302,90.5941,89.344,90.1874,790309.0
2019-03-29,90.743,91.3482,90.4701,90.8124,860982.0
2019-03-30,90.743,91.3482,90.4701,90.8124,860982.0
2019-03-31,90.743,91.3482,90.4701,90.8124,860982.0
2019-04-01,91.7748,93.0547,91.7748,92.9158,822411.0
2019-04-02,92.6975,93.7294,91.7351,91.7649,854355.0
2019-04-03,90.2965,91.2564,86.685,87.4291,1864158.0
2019-04-04,88.0939,90.2568,88.0294,90.0683,1522985.0
2019-04-05,90.4354,90.8025,88.5999,88.9372,1253676.0
2019-04-06,90.4354,90.8025,88.5999,88.9372,1253676.0
2019-04-07,90.4354,90.8025,88.5999,88.9372,1253676.0
2019-04-08,84.4824,84.661,81.2391,84.4031,3093762.0
2019-04-09,83.6887,84.3138,82.8255,83.3911,1459832.0
2019-04-10,83.9665,84.4924,83.2819,84.1253,1250826.0
2019-04-11,84.1352,85.4547,83.778,84.6114,1132556.0
2019-04-12,85.3555,87.0224,84.9289,86.8636,1147510.0
2019-04-13,85.3555,87.0224,84.9289,86.8636,1147510.0
2019-04-14,85.3555,87.0224,84.9289,86.8636,1147510.0
2019-04-15,86.8934,87.1216,85.6234,85.7326,542387.0
2019-04-16,85.6829,86.7346,85.0579,86.6354,1245201.0
2019-04-17,87.0918,87.5036,85.0182,85.0777,617117.0
2019-04-18,85.4051,85.7722,84.542,84.8793,970849.0
2019-04-19,85.4051,85.7722,84.542,84.8793,970849.0
2019-04-20,85.4051,85.7722,84.542,84.8793,970849.0
2019-04-21,85.4051,85.7722,84.542,84.8793,970849.0
2019-04-22,84.5717,85.8615,83.9864,85.038,849079.0
2019-04-23,85.3555,86.685,85.1373,86.6255,983944.0
2019-04-24,87.0025,87.2406,85.8516,85.8516,606176.0
2019-04-25,85.3853,86.6156,84.8892,86.437,566034.0
2019-04-26,86.1691,86.8438,86.0301,86.6751,401648.0
2019-04-27,86.1691,86.8438,86.0301,86.6751,401648.0
2019-04-28,86.1691,86.8438,86.0301,86.6751,401648.0
2019-04-29,86.6453,87.7764,86.4469,86.4866,699613.0
2019-04-30,86.3973,86.6156,85.1869,86.2187,977029.0
2019-05-01,88.8479,89.2547,86.6255,86.685,1156382.0
2019-05-02,85.9211,86.7446,85.544,86.4668,704896.0
2019-05-03,86.7942,88.3816,86.7413,88.1137,990319.0
2019-05-04,86.7942,88.3816,86.7413,88.1137,990319.0
2019-05-05,86.7942,88.3816,86.7413,88.1137,990319.0
2019-05-06,86.5263,87.201,86.2336,86.7346,605460.0
2019-05-07,85.7822,86.1989,83.4506,83.8673,647229.0
2019-05-08,83.7681,85.554,83.3514,85.0876,734032.0
2019-05-09,84.2939,84.4626,83.0934,83.53,655947.0
2019-05-10,83.1033,83.7284,81.8334,83.4704,710559.0
2019-05-11,83.1033,83.7284,81.8334,83.4704,710559.0
2019-05-12,83.1033,83.7284,81.8334,83.4704,710559.0
2019-05-13,81.4464,81.5853,79.2836,80.2757,908775.0
2019-05-14,80.5237,82.1905,80.5237,81.248,923112.0
2019-05-15,80.5336,81.8829,80.1467,81.7242,1153558.0
2019-05-16,81.8532,82.5676,81.6101,82.4485,661101.0
2019-05-17,81.5655,83.1033,81.5655,82.2104,627309.0
2019-05-18,81.5655,83.1033,81.5655,82.2104,627309.0
2019-05-19,81.5655,83.1033,81.5655,82.2104,627309.0
2019-05-20,81.7738,82.2005,81.3571,81.8929,522858.0
2019-05-21,82.5775,84.3237,82.5775,84.1054,842091.0
2019-05-22,83.5895,83.8375,82.895,82.9843,601210.0
2019-05-23,82.1509,82.1509,79.9582,80.6924,837994.0
2019-05-24,81.4663,82.5973,81.4663,81.9921,974270.0
2019-05-25,81.4663,82.5973,81.4663,81.9921,974270.0
2019-05-26,81.4663,82.5973,81.4663,81.9921,974270.0
2019-05-27,81.4663,82.5973,81.4663,81.9921,974270.0
2019-05-28,81.8532,82.1905,80.8809,81.3373,1017769.0
2019-05-29,81.0595,81.0644,79.5712,80.3352,599814.0
2019-05-30,80.484,81.9127,80.4424,80.8412,397612.0
2019-05-31,80.0673,81.0496,79.73,80.4047,587461.0
2019-06-01,80.0673,81.0496,79.73,80.4047,587461.0
2019-06-02,80.0673,81.0496,79.73,80.4047,587461.0
2019-06-03,79.3232,80.861,78.018,80.5039,857697.0
2019-06-04,81.3571,82.4485,80.9702,81.754,769484.0
2019-06-05,82.1707,83.1133,81.5655,82.2501,568085.0
2019-06-06,82.1608,83.5597,81.6349,83.1728,523658.0
2019-06-07,83.5002,83.907,82.8255,83.6292,387315.0
2019-06-08,83.5002,83.907,82.8255,83.6292,387315.0
2019-06-09,83.5002,83.907,82.8255,83.6292,387315.0
2019-06-10,84.3435,84.3832,82.8652,82.9148,493904.0
2019-06-11,83.3811,83.8673,81.0198,81.7044,735295.0
2019-06-12,81.4266,81.9871,80.8908,81.8731,551928.0
2019-06-13,82.4187,82.9148,81.4167,82.8652,671257.0
2019-06-14,81.971,81.971,77.5793,78.0265,1403430.0
2019-06-15,81.971,81.971,77.5793,78.0265,1403430.0
2019-06-16,81.971,81.971,77.5793,78.0265,1403430.0
2019-06-17,77.9966,80.1229,77.5495,79.179,666669.0
2019-06-18,79.5069,81.8816,79.5069,81.4742,806824.0
2019-06-19,81.5835,81.6034,80.4607,81.2159,568485.0
2019-06-20,82.4479,82.5373,80.9476,82.0505,631787.0
2019-06-21,81.6232,82.1002,80.7886,80.9079,900299.0
2019-06-22,81.6232,82.1002,80.7886,80.9079,900299.0
2019-06-23,81.6232,82.1002,80.7886,80.9079,900299.0
2019-06-24,81.0172,81.2656,80.0136,80.0136,1124278.0
2019-06-25,80.1726,80.3813,79.2486,79.2585,615487.0
2019-06-26,79.487,81.3103,79.338,80.6694,1306401.0
2019-06-27,79.3877,80.9774,78.7617,79.6261,1468914.0
2019-06-28,79.8547,80.8482,79.0697,80.8482,2094948.0
2019-06-29,79.8547,80.8482,79.0697,80.8482,2094948.0
2019-06-30,79.8547,80.8482,79.0697,80.8482,2094948.0
2019-07-01,81.6829,81.7872,80.1925,80.3117,911012.0
2019-07-02,79.487,79.487,77.7681,77.9768,1011897.0
2019-07-03,77.9271,78.4587,77.6439,78.2947,603570.0
2019-07-04,77.9271,78.4587,77.6439,78.2947,603570.0
2019-07-05,78.0165,78.6027,77.47,78.2947,412622.0
2019-07-06,78.0165,78.6027,77.47,78.2947,412622.0
2019-07-07,78.0165,78.6027,77.47,78.2947,412622.0
2019-07-08,77.7681,77.7681,74.0322,74.2608,2078501.0
2019-07-09,74.072,74.5588,73.2672,74.3999,2019167.0
2019-07-10,74.847,75.2444,73.1976,73.446,944078.0
2019-07-11,73.8335,74.688,72.9194,74.6781,1174912.0
2019-07-12,74.7576,75.6915,74.5986,75.1749,849180.0
2019-07-13,74.7576,75.6915,74.5986,75.1749,849180.0
2019-07-14,74.7576,75.6915,74.5986,75.1749,849180.0
2019-07-15,73.2771,74.072,71.7172,73.8037,1436610.0
2019-07-16,73.8136,75.2842,73.8136,74.9662,994949.0
2019-07-17,74.8072,75.3636,74.3601,74.4297,1380428.0
2019-07-18,74.1912,74.221,72.2438,72.8697,1794104.0
2019-07-19,76.6454,80.9824,76.6454,78.0364,2377435.0
2019-07-20,76.6454,80.9824,76.6454,78.0364,2377435.0
2019-07-21,76.6454,80.9824,76.6454,78.0364,2377435.0
2019-07-22,77.9072,78.8015,77.4402,78.6127,1216029.0
2019-07-23,79.1691,80.6595,78.9902,80.3316,1147005.0
2019-07-24,80.0633,80.9178,77.8377,77.9966,1407191.0
2019-07-25,78.3345,78.3841,75.9399,76.2479,920427.0
2019-07-26,76.0592,76.1983,74.7377,74.996,1076162.0
2019-07-27,76.0592,76.1983,74.7377,74.996,1076162.0
2019-07-28,76.0592,76.1983,74.7377,74.996,1076162.0
2019-07-29,74.996,75.2842,74.6085,75.1749,913533.0
2019-07-30,74.8569,75.5027,74.072,75.4928,1398616.0
2019-07-31,75.463,78.6723,74.5191,76.3473,1699643.0
2019-08-01,76.5758,77.8774,75.0159,75.0159,1146309.0
2019-08-02,74.9861,76.2479,74.1912,75.6717,1114447.0
2019-08-03,74.9861,76.2479,74.1912,75.6717,1114447.0
2019-08-04,74.9861,76.2479,74.1912,75.6717,1114447.0
2019-08-05,74.2011,74.3303,71.9457,72.3332,950755.0
2019-08-06,72.9194,73.7043,72.5419,73.6447,614641.0
2019-08-07,72.6412,73.9826,71.9457,73.6547,750254.0
2019-08-08,73.7342,75.304,73.6745,74.7377,942130.0
2019-08-09,74.7576,74.7576,73.3467,73.9229,451289.0
2019-08-10,74.7576,74.7576,73.3467,73.9229,451289.0
2019-08-11,74.7576,74.7576,73.3467,73.9229,451289.0
2019-08-12,73.3864,73.3963,71.6377,71.8265,411251.0
2019-08-13,72.0947,73.3168,71.7867,72.3729,729863.0
2019-08-14,71.4588,71.8761,70.2367,70.5845,1317363.0
2019-08-15,70.7931,71.6178,70.2467,71.2999,705135.0
2019-08-16,71.8364,73.0486,71.5483,72.681,420132.0
2019-08-17,71.8364,73.0486,71.5483,72.681,420132.0
2019-08-18,71.8364,73.0486,71.5483,72.681,420132.0
2019-08-19,73.8931,74.2608,73.2572,73.2672,1480329.0
2019-08-20,73.1976,73.3268,72.517,72.83,442164.0
2019-08-21,73.605,74.5092,73.4957,73.5752,893926.0
2019-08-22,74.0124,76.705,74.0124,76.1287,1804668.0
2019-08-23,76.3672,78.7716,75.622,75.8406,2782388.0
2019-08-24,76.3672,78.7716,75.622,75.8406,2782388.0
2019-08-25,76.3672,78.7716,75.622,75.8406,2782388.0
2019-08-26,76.854,78.3047,75.771,77.9867,1257162.0
2019-08-27,78.1159,78.1954,75.9797,77.3508,1381733.0
2019-08-28,76.9832,78.5531,76.4665,78.1059,606759.0
2019-08-29,78.9505,80.1825,78.9505,79.8646,843998.0
2019-08-30,80.4806,80.4806,79.3281,80.0832,783214.0
2019-08-31,80.4806,80.4806,79.3281,80.0832,783214.0
2019-09-01,80.4806,80.4806,79.3281,80.0832,783214.0
2019-09-02,80.4806,80.4806,79.3281,80.0832,783214.0
2019-09-03,79.0697,79.8,77.3309,79.646,1268453.0
2019-09-04,80.2223,80.4607,79.3777,80.1329,784507.0
2019-09-05,80.8781,82.0901,80.8781,81.2457,636203.0
2019-09-06,81.2556,82.4082,81.1066,82.1598,535345.0
2019-09-07,81.2556,82.4082,81.1066,82.1598,535345.0
2019-09-08,81.2556,82.4082,81.1066,82.1598,535345.0
2019-09-09,82.2393,82.7857,81.4047,82.7758,650871.0
2019-09-10,82.5672,84.2563,82.0604,83.9582,730640.0
2019-09-11,83.988,86.1788,83.2329,85.687,767202.0
2019-09-12,85.687,85.687,83.3173,83.8588,602085.0
2019-09-13,84.3464,84.5752,82.9036,83.9683,1156895.0
2019-09-14,84.3464,84.5752,82.9036,83.9683,1156895.0
2019-09-15,84.3464,84.5752,82.9036,83.9683,1156895.0
2019-09-16,83.421,85.1424,83.421,84.8837,680249.0
2019-09-17,84.9036,85.1822,84.1772,84.9036,630055.0
2019-09-18,84.6449,85.2817,84.2668,85.0827,668422.0
2019-09-19,85.023,86.1374,84.9036,85.2817,590394.0
2019-09-20,85.0727,85.3215,82.7345,82.9036,1506347.0
2019-09-21,85.0727,85.3215,82.7345,82.9036,1506347.0
2019-09-22,85.0727,85.3215,82.7345,82.9036,1506347.0
2019-09-23,82.6051,83.0628,81.8091,82.2967,597963.0
2019-09-24,82.6648,82.8638,81.1226,81.5305,730958.0
2019-09-25,81.8091,84.3762,81.5305,84.0081,1034787.0
2019-09-26,84.2767,84.2767,83.4111,83.5006,599884.0
2019-09-27,83.7892,83.7991,81.839,81.9385,459300.0
2019-09-28,83.7892,83.7991,81.839,81.9385,459300.0
2019-09-29,83.7892,83.7991,81.839,81.9385,459300.0
2019-09-30,82.1574,83.1524,81.5305,81.829,636626.0
2019-10-01,82.4857,84.0479,80.6649,80.9932,741899.0
2019-10-02,80.1773,80.5853,79.3117,80.4161,797240.0
2019-10-03,80.0878,80.7942,79.4808,80.3962,514294.0
2019-10-04,80.3365,82.0828,80.3365,81.9285,558978.0
2019-10-05,80.3365,82.0828,80.3365,81.9285,558978.0
2019-10-06,80.3365,82.0828,80.3365,81.9285,558978.0
2019-10-07,81.8788,82.3066,81.6499,81.8987,716793.0
2019-10-08,81.0032,81.8987,80.043,81.1922,1151180.0
2019-10-09,81.9683,82.6002,81.7693,82.1275,846274.0
2019-10-10,82.3265,82.7942,81.6947,82.028,425602.0
2019-10-11,82.8738,83.8787,82.7444,83.0827,738109.0
2019-10-12,82.8738,83.8787,82.7444,83.0827,738109.0
2019-10-13,82.8738,83.8787,82.7444,83.0827,738109.0
2019-10-14,82.6748,83.0628,82.1176,82.7643,766637.0
2019-10-15,82.8041,83.033,81.8688,82.5852,743596.0
2019-10-16,82.5554,83.3812,82.4957,82.9335,626404.0
2019-10-17,83.3315,84.0081,82.3862,82.5156,623187.0
2019-10-18,82.028,82.2914,78.4833,79.0331,1242960.0
2019-10-19,82.028,82.2914,78.4833,79.0331,1242960.0
2019-10-20,82.028,82.2914,78.4833,79.0331,1242960.0
2019-10-21,76.1774,77.0928,71.5108,75.2123,2379608.0
2019-10-22,74.9237,76.8739,74.7347,76.0083,1333844.0
2019-10-23,76.5754,78.4858,76.0381,78.0679,1038577.0
2019-10-24,78.3764,79.441,78.2371,79.1624,604810.0
2019-10-25,78.9137,79.6002,77.7296,77.7396,607311.0
2019-10-26,78.9137,79.6002,77.7296,77.7396,607311.0
2019-10-27,78.9137,79.6002,77.7296,77.7396,607311.0
2019-10-28,78.0679,78.9037,77.4311,77.5107,546453.0
2019-10-29,77.2321,77.9286,77.1127,77.6401,579134.0
2019-10-30,77.8888,78.9933,77.5804,78.645,705874.0
2019-10-31,78.2172,82.5056,77.6699,81.4111,1131617.0
2019-11-01,81.7992,83.3215,80.7146,82.7245,977474.0
2019-11-02,81.7992,83.3215,80.7146,82.7245,977474.0
2019-11-03,81.7992,83.3215,80.7146,82.7245,977474.0
2019-11-04,83.3514,84.3165,83.1723,83.9484,778453.0
2019-11-05,84.5852,85.3911,83.5554,84.6548,919439.0
2019-11-06,84.6051,86.5254,84.0777,86.008,935811.0
2019-11-07,86.5453,88.207,86.3165,86.615,1224651.0
2019-11-08,86.804,88.7642,86.4856,87.3314,775807.0
2019-11-09,86.804,88.7642,86.4856,87.3314,775807.0
2019-11-10,86.804,88.7642,86.4856,87.3314,775807.0
2019-11-11,86.9334,89.5204,86.0578,89.3313,857208.0
2019-11-12,89.0925,89.6995,87.7692,88.406,873008.0
2019-11-13,87.9582,89.1224,87.6796,88.8637,621590.0
2019-11-14,88.7045,89.4806,88.406,89.1124,556879.0
2019-11-15,89.6099,91.7592,89.5204,91.5801,652663.0
2019-11-16,89.6099,91.7592,89.5204,91.5801,652663.0
2019-11-17,89.6099,91.7592,89.5204,91.5801,652663.0
2019-11-18,91.6497,92.3462,90.3463,91.2517,990505.0
2019-11-19,91.3313,91.9084,90.0776,90.2468,929064.0
2019-11-20,90.2468,91.3114,89.9383,91.2915,828569.0
2019-11-21,91.1124,91.7293,90.2567,90.8338,916534.0
2019-11-22,90.9433,91.1423,87.998,89.2219,700469.0
2019-11-23,90.9433,91.1423,87.998,89.2219,700469.0
2019-11-24,90.9433,91.1423,87.998,89.2219,700469.0
2019-11-25,89.9383,90.3572,89.1025,89.7393,640092.0
2019-11-26,89.5602,90.3861,89.2418,89.3214,1286141.0
2019-11-27,89.0527,89.391,86.2966,86.605,820721.0
2019-11-28,89.0527,89.391,86.2966,86.605,820721.0
2019-11-29,86.7443,87.212,86.3861,86.5553,387568.0
2019-11-30,86.7443,87.212,86.3861,86.5553,387568.0
2019-12-01,86.7443,87.212,86.3861,86.5553,387568.0
2019-12-02,86.5553,86.9035,85.2916,85.3513,832250.0
2019-12-03,84.7344,84.9832,83.7944,84.1971,1173621.0
2019-12-04,84.2469,84.7046,82.9832,83.1922,636210.0
2019-12-05,83.6399,83.6399,82.8738,82.9832,625316.0
2019-12-06,83.6698,84.1374,83.2718,83.8688,633529.0
2019-12-07,83.6698,84.1374,83.2718,83.8688,633529.0
2019-12-08,83.6698,84.1374,83.2718,83.8688,633529.0
2019-12-09,84.0379,84.1673,83.4608,83.4608,391104.0
2019-12-10,83.2917,83.4011,81.7484,81.9982,610713.0
2019-12-11,81.3116,81.8489,80.4858,80.9833,962007.0
2019-12-12,81.0927,82.4857,79.242,79.6002,1644951.0
2019-12-13,79.2514,80.9854,78.6735,79.8593,1046659.0
2019-12-14,79.2514,80.9854,78.6735,79.8593,1046659.0
2019-12-15,79.2514,80.9854,78.6735,79.8593,1046659.0
2019-12-16,76.9595,78.8479,75.0363,78.6037,2701760.0
2019-12-17,76.5908,77.966,76.252,76.3616,2280431.0
2019-12-18,76.4812,76.8698,75.4847,75.5146,1236871.0
2019-12-19,75.8335,76.4911,74.5878,75.0562,1794095.0
2019-12-20,73.3323,75.3352,72.7842,74.2889,2149446.0
2019-12-21,73.3323,75.3352,72.7842,74.2889,2149446.0
2019-12-22,73.3323,75.3352,72.7842,74.2889,2149446.0
2019-12-23,75.6641,76.1125,74.3088,74.5978,1188383.0
2019-12-24,74.7373,74.7373,73.2904,73.3223,437398.0
2019-12-25,74.7373,74.7373,73.2904,73.3223,437398.0
2019-12-26,73.5216,73.8405,72.4254,73.113,993266.0
2019-12-27,73.2426,73.681,72.5101,72.6845,976365.0
2019-12-28,73.2426,73.681,72.5101,72.6845,976365.0
2019-12-29,73.2426,73.681,72.5101,72.6845,976365.0
2019-12-30,72.6845,72.9735,71.9969,72.8041,896223.0
2019-12-31,72.9635,73.5814,72.5849,72.6247,1105797.0
2020-01-01,72.9635,73.5814,72.5849,72.6247,1105797.0
2020-01-02,73.0532,74.0497,73.0532,74.0398,902132.0
2020-01-03,73.7408,73.97,72.6347,73.7408,862195.0
2020-01-04,73.7408,73.97,72.6347,73.7408,862195.0
2020-01-05,73.7408,73.97,72.6347,73.7408,862195.0
2020-01-06,73.4319,73.8604,72.5251,73.5515,808671.0
2020-01-07,73.5017,74.8469,72.861,74.7174,1704663.0
2020-01-08,73.7209,74.3188,71.7777,73.701,1742691.0
2020-01-09,74.0597,74.1095,71.8375,72.5351,1348714.0
2020-01-10,72.4653,72.7244,69.4459,69.4559,1597705.0
2020-01-11,72.4653,72.7244,69.4459,69.4559,1597705.0
2020-01-12,72.4653,72.7244,69.4459,69.4559,1597705.0
2020-01-13,69.3662,69.5505,67.2636,67.5227,1668200.0
2020-01-14,67.0643,68.4096,65.4898,67.7319,1929475.0
2020-01-15,67.0643,67.4828,65.9781,66.6358,1422204.0
2020-01-16,66.9347,67.991,66.8152,67.7519,1266700.0
2020-01-17,67.8117,68.3199,66.7653,67.0643,1409500.0
2020-01-18,67.8117,68.3199,66.7653,67.0643,1409500.0
2020-01-19,67.8117,68.3199,66.7653,67.0643,1409500.0
2020-01-20,67.8117,68.3199,66.7653,67.0643,1409500.0
2020-01-21,66.8351,66.9248,63.5865,64.5033,2631636.0
2020-01-22,64.1147,66.1276,62.8989,65.6493,3927304.0
2020-01-23,65.5496,67.8017,65.2208,67.4828,2312767.0
2020-01-24,67.9611,70.263,67.423,70.2032,3883836.0
2020-01-25,67.9611,70.263,67.423,70.2032,3883836.0
2020-01-26,67.9611,70.263,67.423,70.2032,3883836.0
2020-01-27,68.9477,69.6452,68.011,68.6985,2029944.0
2020-01-28,68.7185,69.0872,66.8849,68.0409,1279189.0
2020-01-29,69.5057,69.5057,67.2546,67.4031,1092943.0
2020-01-30,62.7494,64.882,62.5551,64.8521,3395791.0
2020-01-31,64.7723,65.1909,63.8157,65.0912,1565430.0
2020-02-01,64.7723,65.1909,63.8157,65.0912,1565430.0
2020-02-02,64.7723,65.1909,63.8157,65.0912,1565430.0
2020-02-03,65.6293,66.3966,63.5466,63.7061,1281894.0
2020-02-04,64.3837,65.6194,64.2841,65.2905,957188.0
2020-02-05,65.5197,67.0742,64.8521,66.865,1236256.0
2020-02-06,67.4629,70.2232,66.3868,69.8246,2081110.0
2020-02-07,69.1669,69.9043,68.8181,69.0473,1199971.0
2020-02-08,69.1669,69.9043,68.8181,69.0473,1199971.0
2020-02-09,69.1669,69.9043,68.8181,69.0473,1199971.0
2020-02-10,69.0075,69.705,68.4893,69.1868,848379.0
2020-02-11,69.4559,70.0637,68.2103,68.3199,838844.0
2020-02-12,68.3099,69.1669,67.7618,68.7484,777535.0
2020-02-13,68.6587,69.2068,68.3149,68.6985,801415.0
2020-02-14,68.5391,68.6985,66.8849,67.6721,666319.0
2020-02-15,68.5391,68.6985,66.8849,67.6721,666319.0
2020-02-16,68.5391,68.6985,66.8849,67.6721,666319.0
2020-02-17,68.5391,68.6985,66.8849,67.6721,666319.0
2020-02-18,67.2935,68.0658,65.9482,66.3667,790088.0
2020-02-19,66.4066,66.7653,64.9218,65.3802,1205371.0
2020-02-20,65.4898,66.1874,64.0648,64.8022,910715.0
2020-02-21,64.6029,66.0927,64.583,65.161,985077.0
2020-02-22,64.6029,66.0927,64.583,65.161,985077.0
2020-02-23,64.6029,66.0927,64.583,65.161,985077.0
2020-02-24,63.2676,63.7459,61.3045,62.3508,1404557.0
2020-02-25,62.3807,62.6697,58.036,59.0126,2016526.0
2020-02-26,59.5607,61.0554,58.7037,58.8232,2046890.0
2020-02-27,57.6374,58.2403,55.6942,55.8437,2293053.0
2020-02-28,50.931,53.9902,50.931,52.6549,3790974.0
2020-02-29,50.931,53.9902,50.931,52.6549,3790974.0
2020-03-01,50.931,53.9902,50.931,52.6549,3790974.0
2020-03-02,52.914,53.2229,49.6355,52.7944,2794161.0
2020-03-03,52.8841,54.3888,49.3266,50.0242,1951149.0
2020-03-04,50.6121,51.4093,49.8946,50.8513,1364674.0
2020-03-05,49.0077,49.1174,44.9221,45.3506,2580714.0
2020-03-06,43.6466,47.6027,43.5768,47.2041,2302991.0
2020-03-07,43.6466,47.6027,43.5768,47.2041,2302991.0
2020-03-08,43.6466,47.6027,43.5768,47.2041,2302991.0
