,PCAR US Equity,PCAR US Equity,PCAR US Equity,PCAR US Equity,PCAR US Equity
2019-03-11,37.0742,37.5308,36.9422,37.4923,2701221.0
2019-03-12,37.5418,37.5803,37.3438,37.5418,3392385.0
2019-03-13,37.7344,37.9654,37.5226,37.8169,4469778.0
2019-03-14,37.7014,37.8114,37.4621,37.6574,3588410.0
2019-03-15,37.6629,37.8829,37.1787,37.2172,4520066.0
2019-03-16,37.6629,37.8829,37.1787,37.2172,4520066.0
2019-03-17,37.6629,37.8829,37.1787,37.2172,4520066.0
2019-03-18,37.1787,37.6739,37.1292,37.6354,2678502.0
2019-03-19,37.8279,37.9544,37.3163,37.4648,2054687.0
2019-03-20,37.3713,37.6408,37.0907,37.2668,1968029.0
2019-03-21,37.0412,37.5913,37.0412,37.5143,1809603.0
2019-03-22,37.2943,37.4593,36.7771,36.8762,3131868.0
2019-03-23,37.2943,37.4593,36.7771,36.8762,3131868.0
2019-03-24,37.2943,37.4593,36.7771,36.8762,3131868.0
2019-03-25,37.099,37.3108,36.9147,37.0797,1756932.0
2019-03-26,37.2558,37.4923,36.9449,37.0907,1846338.0
2019-03-27,37.1237,37.4428,37.0632,37.3108,1531457.0
2019-03-28,37.3713,37.8829,37.2503,37.5583,1738820.0
2019-03-29,37.8444,37.9324,37.4263,37.4868,3479972.0
2019-03-30,37.8444,37.9324,37.4263,37.4868,3479972.0
2019-03-31,37.8444,37.9324,37.4263,37.4868,3479972.0
2019-04-01,37.8554,38.092,37.5968,37.9874,4004240.0
2019-04-02,38.015,38.015,37.5198,37.6409,7139276.0
2019-04-03,37.7784,37.9324,37.4235,37.5913,3945917.0
2019-04-04,37.5473,38.1869,37.4153,37.9709,5302134.0
2019-04-05,38.136,38.1965,37.8664,37.9709,1832157.0
2019-04-06,38.136,38.1965,37.8664,37.9709,1832157.0
2019-04-07,38.136,38.1965,37.8664,37.9709,1832157.0
2019-04-08,37.8719,38.0095,37.6794,37.9269,1615221.0
2019-04-09,37.6959,37.8307,37.3823,37.6299,2011739.0
2019-04-10,37.7234,37.9104,37.5033,37.8389,1654550.0
2019-04-11,37.9434,38.3808,37.752,38.3505,2093648.0
2019-04-12,38.5101,38.9117,38.4001,38.7852,1992725.0
2019-04-13,38.5101,38.9117,38.4001,38.7852,1992725.0
2019-04-14,38.5101,38.9117,38.4001,38.7852,1992725.0
2019-04-15,38.8347,38.9777,38.6201,38.7081,1712058.0
2019-04-16,38.7907,39.3628,38.4606,39.2968,2462109.0
2019-04-17,39.4233,39.7259,39.107,39.1262,1807500.0
2019-04-18,39.4618,39.5829,39.1813,39.3023,3529665.0
2019-04-19,39.4618,39.5829,39.1813,39.3023,3529665.0
2019-04-20,39.4618,39.5829,39.1813,39.3023,3529665.0
2019-04-21,39.4618,39.5829,39.1813,39.3023,3529665.0
2019-04-22,39.1042,39.2363,38.5531,39.1317,1404435.0
2019-04-23,39.0657,39.4013,38.7852,39.1593,2019363.0
2019-04-24,39.1042,39.4508,38.8952,39.3243,2040108.0
2019-04-25,38.9502,38.9502,38.4881,38.5981,1971132.0
2019-04-26,38.7466,39.0767,38.5761,39.0382,3081528.0
2019-04-27,38.7466,39.0767,38.5761,39.0382,3081528.0
2019-04-28,38.7466,39.0767,38.5761,39.0382,3081528.0
2019-04-29,39.0602,39.2693,38.9062,39.2363,2755673.0
2019-04-30,39.6104,40.1605,38.4221,39.4288,5599509.0
2019-05-01,39.5003,39.7644,38.9667,38.9777,3349436.0
2019-05-02,38.9942,39.1097,38.4881,38.6146,3220800.0
2019-05-03,38.8787,39.3353,38.7356,39.2693,2599914.0
2019-05-04,38.8787,39.3353,38.7356,39.2693,2599914.0
2019-05-05,38.8787,39.3353,38.7356,39.2693,2599914.0
2019-05-06,38.5101,38.7797,37.9214,38.1965,3373644.0
2019-05-07,37.7729,38.0315,37.4483,37.8774,3338171.0
2019-05-08,37.8609,38.169,37.6354,37.8719,2273501.0
2019-05-09,37.5858,38.059,37.1292,37.9654,2687745.0
2019-05-10,37.8279,38.3368,37.2723,38.2405,2698551.0
2019-05-11,37.8279,38.3368,37.2723,38.2405,2698551.0
2019-05-12,37.8279,38.3368,37.2723,38.2405,2698551.0
2019-05-13,37.5165,37.7044,37.0412,37.3839,3186264.0
2019-05-14,37.4391,38.1245,37.3175,37.9752,2377622.0
2019-05-15,37.5939,38.387,37.4557,38.2295,2268842.0
2019-05-16,38.3953,38.9038,38.3787,38.6274,1594866.0
2019-05-17,38.4063,38.7711,38.0802,38.2682,2255298.0
2019-05-18,38.4063,38.7711,38.0802,38.2682,2255298.0
2019-05-19,38.4063,38.7711,38.0802,38.2682,2255298.0
2019-05-20,38.0084,38.7269,37.7542,38.3124,2301113.0
2019-05-21,38.5998,38.8181,38.2184,38.7711,1801775.0
2019-05-22,38.655,38.7158,37.6713,37.6823,2333148.0
2019-05-23,37.301,37.522,36.8256,37.0633,3516744.0
2019-05-24,37.2954,37.3728,37.0412,37.3396,1714874.0
2019-05-25,37.2954,37.3728,37.0412,37.3396,1714874.0
2019-05-26,37.2954,37.3728,37.0412,37.3396,1714874.0
2019-05-27,37.2954,37.3728,37.0412,37.3396,1714874.0
2019-05-28,37.4225,37.7431,37.0799,37.0854,2623223.0
2019-05-29,36.7925,37.3562,36.6598,37.312,2302635.0
2019-05-30,37.3728,37.7928,37.3728,37.6049,1385039.0
2019-05-31,36.7483,37.0633,36.3559,36.378,2669855.0
2019-06-01,36.7483,37.0633,36.3559,36.378,2669855.0
2019-06-02,36.7483,37.0633,36.3559,36.378,2669855.0
2019-06-03,36.4664,36.8864,36.389,36.6046,2662469.0
2019-06-04,36.8975,37.9421,36.8146,37.9255,2702339.0
2019-06-05,38.13,38.4948,37.6713,38.2129,2549997.0
2019-06-06,38.1853,38.5777,37.9476,38.5445,1703472.0
2019-06-07,38.7601,39.1248,38.4671,38.8098,1729080.0
2019-06-08,38.7601,39.1248,38.4671,38.8098,1729080.0
2019-06-09,38.7601,39.1248,38.4671,38.8098,1729080.0
2019-06-10,38.9535,39.1635,38.644,38.7987,1818326.0
2019-06-11,39.1027,39.2962,38.55,38.5721,2035956.0
2019-06-12,38.5666,38.6882,38.3787,38.5887,1345536.0
2019-06-13,38.6274,38.8477,38.4671,38.6716,1248701.0
2019-06-14,38.6882,38.8512,38.2571,38.6993,1256960.0
2019-06-15,38.6882,38.8512,38.2571,38.6993,1256960.0
2019-06-16,38.6882,38.8512,38.2571,38.6993,1256960.0
2019-06-17,38.6495,38.7656,38.1963,38.2682,1273601.0
2019-06-18,38.5887,39.5117,38.4892,39.2354,1812218.0
2019-06-19,39.2409,39.4675,38.9645,39.3514,1767849.0
2019-06-20,39.8157,40.0091,39.5615,39.9207,1914530.0
2019-06-21,39.8323,40.0533,39.4067,39.4288,2694063.0
2019-06-22,39.8323,40.0533,39.4067,39.4288,2694063.0
2019-06-23,39.8323,40.0533,39.4067,39.4288,2694063.0
2019-06-24,39.368,39.7991,39.2409,39.462,1259627.0
2019-06-25,39.5504,39.7328,39.2741,39.4067,1632444.0
2019-06-26,39.5504,39.7273,39.1082,39.1912,1736145.0
2019-06-27,39.2409,39.4233,38.8325,39.0696,1751163.0
2019-06-28,39.2077,39.7182,39.0364,39.6057,3966134.0
2019-06-29,39.2077,39.7182,39.0364,39.6057,3966134.0
2019-06-30,39.2077,39.7182,39.0364,39.6057,3966134.0
2019-07-01,40.1418,40.2689,39.4399,39.9262,2486408.0
2019-07-02,39.2796,39.6886,39.2298,39.4343,2114474.0
2019-07-03,39.5228,39.6499,39.0392,39.3514,1194765.0
2019-07-04,39.5228,39.6499,39.0392,39.3514,1194765.0
2019-07-05,39.1967,39.1967,38.34,39.0253,1948218.0
2019-07-06,39.1967,39.1967,38.34,39.0253,1948218.0
2019-07-07,39.1967,39.1967,38.34,39.0253,1948218.0
2019-07-08,38.8872,39.1912,38.8153,39.053,1686455.0
2019-07-09,38.9369,39.0861,38.7601,39.0364,1912287.0
2019-07-10,39.2298,39.5062,38.8098,38.9701,1930497.0
2019-07-11,38.9922,39.1525,38.6274,39.1193,1583757.0
2019-07-12,39.2906,39.8931,39.2906,39.8654,1925961.0
2019-07-13,39.2906,39.8931,39.2906,39.8654,1925961.0
2019-07-14,39.2906,39.8931,39.2906,39.8654,1925961.0
2019-07-15,39.882,40.0202,39.0806,39.5172,2750675.0
2019-07-16,39.5228,40.1694,39.3127,40.1086,2561885.0
2019-07-17,40.0865,40.0865,38.7656,38.7656,2995200.0
2019-07-18,38.6993,38.7794,37.7265,38.1797,3658578.0
2019-07-19,38.4616,38.8264,38.1797,38.3179,4384760.0
2019-07-20,38.4616,38.8264,38.1797,38.3179,4384760.0
2019-07-21,38.4616,38.8264,38.1797,38.3179,4384760.0
2019-07-22,38.4284,38.7656,38.13,38.2239,3453893.0
2019-07-23,37.0357,38.5556,37.0301,38.2626,5238342.0
2019-07-24,38.3345,40.0202,38.3345,39.871,3758918.0
2019-07-25,40.0312,40.0312,39.2243,39.6112,2566139.0
2019-07-26,39.5891,39.8129,39.1856,39.6112,2206935.0
2019-07-27,39.5891,39.8129,39.1856,39.6112,2206935.0
2019-07-28,39.5891,39.8129,39.1856,39.6112,2206935.0
2019-07-29,39.6333,39.9622,39.4399,39.5228,1828571.0
2019-07-30,38.9867,39.2575,38.2461,39.2243,1863059.0
2019-07-31,39.2077,39.4399,38.3631,38.7656,3084348.0
2019-08-01,38.7103,39.1801,37.464,37.6602,2649813.0
2019-08-02,37.627,37.7265,36.6598,37.1517,3309620.0
2019-08-03,37.627,37.7265,36.6598,37.1517,3309620.0
2019-08-04,37.627,37.7265,36.6598,37.1517,3309620.0
2019-08-05,36.5659,36.7814,35.3417,35.6097,4099880.0
2019-08-06,35.7645,36.4001,35.7479,36.2177,2762234.0
2019-08-07,35.6705,36.1901,35.3776,36.0685,2595306.0
2019-08-08,36.179,36.7759,36.179,36.7538,1974036.0
2019-08-09,36.5714,36.5714,35.7534,36.0408,1941939.0
2019-08-10,36.5714,36.5714,35.7534,36.0408,1941939.0
2019-08-11,36.5714,36.5714,35.7534,36.0408,1941939.0
2019-08-12,35.7534,36.0021,35.5489,35.8032,2342885.0
2019-08-13,35.6976,37.4639,35.5866,36.8474,2758418.0
2019-08-14,36.1864,36.3364,35.1144,35.1811,2772009.0
2019-08-15,35.2755,35.5643,35.0422,35.381,1834209.0
2019-08-16,35.6921,36.042,35.4977,35.8143,2240997.0
2019-08-17,35.6921,36.042,35.4977,35.8143,2240997.0
2019-08-18,35.6921,36.042,35.4977,35.8143,2240997.0
2019-08-19,36.4864,36.6419,35.9032,36.0365,1777215.0
2019-08-20,35.9976,36.1475,35.6421,35.7587,2665598.0
2019-08-21,36.1253,36.3586,35.942,36.1253,1647711.0
2019-08-22,36.2309,36.5891,35.6532,35.7921,1870824.0
2019-08-23,35.5977,35.7643,34.509,34.7312,2623959.0
2019-08-24,35.5977,35.7643,34.509,34.7312,2623959.0
2019-08-25,35.5977,35.7643,34.509,34.7312,2623959.0
2019-08-26,35.17,35.2977,34.6645,35.0978,1918722.0
2019-08-27,35.3755,35.6477,35.12,35.2311,1975250.0
2019-08-28,35.0756,35.7032,34.7534,35.4866,3621041.0
2019-08-29,35.9643,36.3753,35.7587,36.3142,3324065.0
2019-08-30,36.553,36.8418,36.2475,36.4142,2627313.0
2019-08-31,36.553,36.8418,36.2475,36.4142,2627313.0
2019-09-01,36.553,36.8418,36.2475,36.4142,2627313.0
2019-09-02,36.553,36.8418,36.2475,36.4142,2627313.0
2019-09-03,36.1475,36.3531,35.2922,35.681,3294782.0
2019-09-04,36.0698,36.5061,35.9476,36.3586,2867684.0
2019-09-05,36.8307,38.1027,36.8307,37.8805,3772545.0
2019-09-06,38.1415,38.397,37.8472,37.9583,2399690.0
2019-09-07,38.1415,38.397,37.8472,37.9583,2399690.0
2019-09-08,38.1415,38.397,37.8472,37.9583,2399690.0
2019-09-09,38.1582,39.2524,38.0055,39.1413,3045207.0
2019-09-10,39.1191,40.0078,38.9969,39.9411,3256860.0
2019-09-11,39.7523,40.23,39.1635,40.1689,3139733.0
2019-09-12,39.9911,39.9911,39.2691,39.5412,2834115.0
2019-09-13,39.8801,40.0245,39.0913,39.7301,1683767.0
2019-09-14,39.8801,40.0245,39.0913,39.7301,1683767.0
2019-09-15,39.8801,40.0245,39.0913,39.7301,1683767.0
2019-09-16,39.4524,39.6579,39.2968,39.4079,1515747.0
2019-09-17,39.3857,39.4579,38.8192,39.3746,2181297.0
2019-09-18,39.2802,39.3552,38.8692,39.2968,1774613.0
2019-09-19,39.9578,39.9578,39.0413,39.0747,1803912.0
2019-09-20,39.0191,39.6301,38.9414,39.058,3461424.0
2019-09-21,39.0191,39.6301,38.9414,39.058,3461424.0
2019-09-22,39.0191,39.6301,38.9414,39.058,3461424.0
2019-09-23,38.7414,39.419,38.3564,39.0913,1945206.0
2019-09-24,39.1136,39.2691,37.6611,37.8749,4322109.0
2019-09-25,37.8749,38.136,37.4028,37.9971,4950897.0
2019-09-26,37.6472,38.2138,37.6472,38.1915,2113238.0
2019-09-27,38.2415,38.5859,37.9305,38.3304,2055069.0
2019-09-28,38.2415,38.5859,37.9305,38.3304,2055069.0
2019-09-29,38.2415,38.5859,37.9305,38.3304,2055069.0
2019-09-30,38.5692,38.9997,38.3359,38.8858,2275980.0
2019-10-01,38.958,39.3691,37.3028,37.5139,2981943.0
2019-10-02,37.314,37.3306,36.4309,36.7807,2917845.0
2019-10-03,36.7641,37.214,36.1975,37.2084,2242574.0
2019-10-04,37.1806,37.7361,37.1251,37.6805,1686992.0
2019-10-05,37.1806,37.7361,37.1251,37.6805,1686992.0
2019-10-06,37.1806,37.7361,37.1251,37.6805,1686992.0
2019-10-07,37.4972,38.1415,37.2417,37.6194,2254622.0
2019-10-08,37.114,37.4306,36.8307,36.9696,2223978.0
2019-10-09,37.3695,37.3723,36.7585,37.1529,1922000.0
2019-10-10,37.475,37.8194,37.2084,37.3917,1680716.0
2019-10-11,38.0527,38.8081,38.0527,38.3804,3861296.0
2019-10-12,38.0527,38.8081,38.0527,38.3804,3861296.0
2019-10-13,38.0527,38.8081,38.0527,38.3804,3861296.0
2019-10-14,38.136,38.6525,37.9249,38.5914,2257478.0
2019-10-15,38.3748,39.2746,38.2082,39.0719,2131965.0
2019-10-16,38.9525,39.3579,38.7914,38.9192,2446274.0
2019-10-17,39.158,39.3802,38.9192,39.3135,2551140.0
2019-10-18,39.3635,40.2244,39.0469,40.0106,3891996.0
2019-10-19,39.3635,40.2244,39.0469,40.0106,3891996.0
2019-10-20,39.3635,40.2244,39.0469,40.0106,3891996.0
2019-10-21,40.2911,41.3519,40.2633,40.5466,5264916.0
2019-10-22,41.1298,42.4295,40.5466,42.4184,6417390.0
2019-10-23,41.8574,42.2129,41.2686,41.7185,4444685.0
2019-10-24,41.8685,42.0018,41.1909,41.8241,2750049.0
2019-10-25,41.813,42.8683,41.7352,42.71,2890439.0
2019-10-26,41.813,42.8683,41.7352,42.71,2890439.0
2019-10-27,41.813,42.8683,41.7352,42.71,2890439.0
2019-10-28,42.7627,43.2126,42.7294,43.0516,2239253.0
2019-10-29,42.7794,43.1349,42.4406,42.946,2654688.0
2019-10-30,42.3517,42.6628,42.1296,42.4711,2689335.0
2019-10-31,42.2851,42.4711,41.5297,42.2462,3533925.0
2019-11-01,42.4517,43.3626,42.2462,43.3515,3309309.0
2019-11-02,42.4517,43.3626,42.2462,43.3515,3309309.0
2019-11-03,42.4517,43.3626,42.2462,43.3515,3309309.0
2019-11-04,43.5404,44.1124,43.3848,44.0458,2790455.0
2019-11-05,44.0791,44.6346,43.6514,44.2513,2914739.0
2019-11-06,44.1291,44.318,43.6181,44.2569,1947564.0
2019-11-07,44.4346,44.7512,44.1958,44.3624,2796188.0
2019-11-08,44.2508,44.6747,44.1226,44.6524,1649796.0
2019-11-09,44.2508,44.6747,44.1226,44.6524,1649796.0
2019-11-10,44.2508,44.6747,44.1226,44.6524,1649796.0
2019-11-11,44.3791,44.697,44.2954,44.5659,1263951.0
2019-11-12,44.5631,44.6022,44.2118,44.2954,1802579.0
2019-11-13,44.1281,44.2174,43.6318,44.1337,1978362.0
2019-11-14,44.7695,44.7695,44.1951,44.3512,1783964.0
2019-11-15,44.7527,44.881,44.4404,44.736,1958505.0
2019-11-16,44.7527,44.881,44.4404,44.736,1958505.0
2019-11-17,44.7527,44.881,44.4404,44.736,1958505.0
2019-11-18,44.3568,44.7053,44.1672,44.63,1687890.0
2019-11-19,44.5743,44.7806,44.0612,44.2954,1672577.0
2019-11-20,44.0557,44.3122,43.7099,43.972,1586697.0
2019-11-21,44.2062,44.6133,44.0445,44.4962,2346960.0
2019-11-22,44.6022,44.8922,44.4683,44.8587,1559355.0
2019-11-23,44.6022,44.8922,44.4683,44.8587,1559355.0
2019-11-24,44.6022,44.8922,44.4683,44.8587,1559355.0
2019-11-25,44.9981,45.5502,44.7137,45.461,2142462.0
2019-11-26,45.5279,45.6338,45.1319,45.606,2187956.0
2019-11-27,45.5446,45.8681,45.171,45.8179,1670610.0
2019-11-28,45.5446,45.8681,45.171,45.8179,1670610.0
2019-11-29,45.5056,45.7342,45.3271,45.3773,1265696.0
2019-11-30,45.5056,45.7342,45.3271,45.3773,1265696.0
2019-12-01,45.5056,45.7342,45.3271,45.3773,1265696.0
2019-12-02,45.5892,45.7231,44.9758,45.0037,2244405.0
2019-12-03,44.3958,44.736,43.9887,44.6635,2494485.0
2019-12-04,44.7973,45.1654,44.5241,44.5241,2015883.0
2019-12-05,44.63,44.7639,44.3624,44.6747,2374932.0
2019-12-06,45.21,45.4777,45.1598,45.2379,1364631.0
2019-12-07,45.21,45.4777,45.1598,45.2379,1364631.0
2019-12-08,45.21,45.4777,45.1598,45.2379,1364631.0
2019-12-09,45.2156,45.2742,44.9423,45.21,1407947.0
2019-12-10,45.2156,45.3717,44.9089,45.2825,2117487.0
2019-12-11,45.4498,45.6283,45.1877,45.3941,1722473.0
2019-12-12,45.4052,46.3867,45.2769,46.2584,2469318.0
2019-12-13,46.0856,46.4341,45.4833,45.7342,2169426.0
2019-12-14,46.0856,46.4341,45.4833,45.7342,2169426.0
2019-12-15,46.0856,46.4341,45.4833,45.7342,2169426.0
2019-12-16,46.1469,46.515,46.0633,46.1859,2867196.0
2019-12-17,46.1413,46.3477,45.7621,45.8123,3456381.0
2019-12-18,45.829,46.1469,45.6506,46.0744,2676539.0
2019-12-19,46.2637,46.3898,45.5466,45.713,2561906.0
2019-12-20,46.0228,46.04,45.4233,45.9883,7701684.0
2019-12-21,46.0228,46.04,45.4233,45.9883,7701684.0
2019-12-22,46.0228,46.04,45.4233,45.9883,7701684.0
2019-12-23,45.8679,46.149,45.5352,45.6327,1727600.0
2019-12-24,45.6556,45.6614,45.3688,45.5983,495419.0
2019-12-25,45.6556,45.6614,45.3688,45.5983,495419.0
2019-12-26,45.6671,45.6999,45.2541,45.6097,769803.0
2019-12-27,45.7474,45.799,45.4319,45.5524,1038618.0
2019-12-28,45.7474,45.799,45.4319,45.5524,1038618.0
2019-12-29,45.7474,45.799,45.4319,45.5524,1038618.0
2019-12-30,45.5008,45.5811,45.0877,45.3,1177290.0
2019-12-31,45.3746,45.6183,45.1508,45.3746,1569066.0
2020-01-01,45.3746,45.6183,45.1508,45.3746,1569066.0
2020-01-02,45.4262,45.6958,45.1049,45.6097,2369225.0
2020-01-03,44.9214,45.2197,44.5514,45.1623,2407059.0
2020-01-04,44.9214,45.2197,44.5514,45.1623,2407059.0
2020-01-05,44.9214,45.2197,44.5514,45.1623,2407059.0
2020-01-06,44.8984,45.0418,44.4108,44.996,2700744.0
2020-01-07,44.6346,44.8038,44.3305,44.6977,2611127.0
2020-01-08,44.8812,45.4348,44.3133,45.2942,2749368.0
2020-01-09,45.2254,45.409,44.5026,45.0017,2748585.0
2020-01-10,45.0705,45.168,44.5829,44.6346,1808366.0
2020-01-11,45.0705,45.168,44.5829,44.6346,1808366.0
2020-01-12,45.0705,45.168,44.5829,44.6346,1808366.0
2020-01-13,44.6977,44.8116,44.3994,44.778,1625901.0
2020-01-14,45.1508,45.3057,44.7722,44.8583,2159082.0
2020-01-15,44.6805,44.7636,44.3156,44.4338,2195850.0
2020-01-16,44.6919,45.0705,44.4252,45.0648,1995522.0
2020-01-17,45.1967,45.4549,44.8755,45.0418,2582231.0
2020-01-18,45.1967,45.4549,44.8755,45.0418,2582231.0
2020-01-19,45.1967,45.4549,44.8755,45.0418,2582231.0
2020-01-20,45.1967,45.4549,44.8755,45.0418,2582231.0
2020-01-21,45.0189,45.0189,44.3191,44.4797,2291823.0
2020-01-22,44.669,44.6862,44.0695,44.1355,1486781.0
2020-01-23,44.0093,44.6088,43.4185,44.5141,1802508.0
2020-01-24,44.3019,44.3176,43.7282,44.0495,2311112.0
2020-01-25,44.3019,44.3176,43.7282,44.0495,2311112.0
2020-01-26,44.3019,44.3176,43.7282,44.0495,2311112.0
2020-01-27,43.2062,43.516,42.9366,43.1173,3552413.0
2020-01-28,43.7913,44.4806,43.0054,44.038,4816031.0
2020-01-29,44.3019,44.7894,43.5791,43.6594,3579861.0
2020-01-30,43.3152,43.6823,43.0112,43.6307,3097650.0
2020-01-31,43.2923,43.3152,42.3687,42.5695,4968654.0
2020-02-01,43.2923,43.3152,42.3687,42.5695,4968654.0
2020-02-02,43.2923,43.3152,42.3687,42.5695,4968654.0
2020-02-03,42.9538,43.3095,42.5236,42.6441,3851778.0
2020-02-04,43.3783,43.7798,43.2177,43.6995,3712101.0
2020-02-05,44.3076,44.8389,44.1527,44.7378,2982669.0
2020-02-06,44.8698,45.0304,44.3191,44.5084,2523900.0
2020-02-07,44.2273,44.2732,43.1775,43.2578,3127472.0
2020-02-08,44.2273,44.2732,43.1775,43.2578,3127472.0
2020-02-09,44.2273,44.2732,43.1775,43.2578,3127472.0
2020-02-10,43.085,43.4479,43.0015,43.3846,2397948.0
2020-02-11,43.6323,43.7244,43.2809,43.5862,2904069.0
2020-02-12,43.7821,44.3236,43.7821,44.1047,2791791.0
2020-02-13,43.7878,43.9491,43.062,43.108,2977638.0
2020-02-14,43.0331,43.1311,42.6817,43.0562,4437705.0
2020-02-15,43.0331,43.1311,42.6817,43.0562,4437705.0
2020-02-16,43.0331,43.1311,42.6817,43.0562,4437705.0
2020-02-17,43.0331,43.1311,42.6817,43.0562,4437705.0
2020-02-18,42.9583,43.2405,42.5665,42.8027,2147159.0
2020-02-19,42.843,42.9813,42.4167,42.7624,1694607.0
2020-02-20,42.7278,43.5804,42.6587,43.5171,2565786.0
2020-02-21,43.206,43.5055,42.9525,43.4134,2908386.0
2020-02-22,43.206,43.5055,42.9525,43.4134,2908386.0
2020-02-23,43.206,43.5055,42.9525,43.4134,2908386.0
2020-02-24,42.1057,42.4686,41.6851,41.8983,2568249.0
2020-02-25,42.1114,42.1978,40.1816,40.3198,4079037.0
2020-02-26,40.8613,41.0687,39.8244,39.9914,3242525.0
2020-02-27,39.4038,40.291,38.6722,39.0409,4999788.0
2020-02-28,37.7793,38.8911,37.5316,38.5397,6290855.0
2020-02-29,37.7793,38.8911,37.5316,38.5397,6290855.0
