,WDP BB Equity,WDP BB Equity,WDP BB Equity,WDP BB Equity,WDP BB Equity
2010-03-20,2.4864,2.5019,2.4805,2.5019,142985.0
2010-03-21,2.4864,2.5019,2.4805,2.5019,142985.0
2010-03-22,2.5092,2.5158,2.4724,2.4938,93779.0
2010-03-23,2.5004,2.5011,2.4849,2.5011,23513.0
2010-03-24,2.5011,2.5188,2.4901,2.5136,29607.0
2010-03-25,2.4938,2.5173,2.4938,2.5144,40687.0
2010-03-26,2.5107,2.5195,2.493,2.5092,29346.0
2010-03-27,2.5107,2.5195,2.493,2.5092,29346.0
2010-03-28,2.5107,2.5195,2.493,2.5092,29346.0
2010-03-29,2.5291,2.5673,2.5107,2.5673,53988.0
2010-03-30,2.5673,2.574,2.5592,2.574,127032.0
2010-03-31,2.557,2.5931,2.557,2.571,206656.0
2010-04-01,2.571,2.5865,2.5695,2.5769,83136.0
2010-04-02,2.571,2.5865,2.5695,2.5769,83136.0
2010-04-03,2.571,2.5865,2.5695,2.5769,83136.0
2010-04-04,2.571,2.5865,2.5695,2.5769,83136.0
2010-04-05,2.571,2.5865,2.5695,2.5769,83136.0
2010-04-06,2.5879,2.6277,2.5842,2.6218,65780.0
2010-04-07,2.6291,2.6475,2.6085,2.6453,89745.0
2010-04-08,2.646,2.646,2.6041,2.646,92622.0
2010-04-09,2.646,2.6622,2.6254,2.6387,94618.0
2010-04-10,2.646,2.6622,2.6254,2.6387,94618.0
2010-04-11,2.646,2.6622,2.6254,2.6387,94618.0
2010-04-12,2.6335,2.6622,2.6335,2.6482,60081.0
2010-04-13,2.6343,2.663,2.6137,2.6299,53339.0
2010-04-14,2.6593,2.6961,2.6129,2.6218,124366.0
2010-04-15,2.6424,2.7365,2.6277,2.7218,108244.0
2010-04-16,2.7034,2.7211,2.6703,2.7211,116108.0
2010-04-17,2.7034,2.7211,2.6703,2.7211,116108.0
2010-04-18,2.7034,2.7211,2.6703,2.7211,116108.0
2010-04-19,2.7027,2.7203,2.663,2.663,73834.0
2010-04-20,2.6703,2.6953,2.6608,2.6806,65674.0
2010-04-21,2.688,2.6961,2.66,2.6924,73707.0
2010-04-22,2.6777,2.685,2.6115,2.6291,53797.0
2010-04-23,2.6769,2.6769,2.5894,2.6129,74991.0
2010-04-24,2.6769,2.6769,2.5894,2.6129,74991.0
2010-04-25,2.6769,2.6769,2.5894,2.6129,74991.0
2010-04-26,2.6475,2.6703,2.6269,2.6394,104146.0
2010-04-27,2.6482,2.713,2.6269,2.6909,197093.0
2010-04-28,2.685,2.685,2.5747,2.5747,216290.0
2010-04-29,2.624,2.6446,2.5747,2.6328,79349.0
2010-04-30,2.685,2.685,2.5323,2.5362,152351.0
2010-05-01,2.685,2.685,2.5323,2.5362,152351.0
2010-05-02,2.685,2.685,2.5323,2.5362,152351.0
2010-05-03,2.5638,2.6397,2.5546,2.5899,158825.0
2010-05-04,2.5914,2.5914,2.4932,2.4932,84187.0
2010-05-05,2.4932,2.5431,2.4625,2.4625,99936.0
2010-05-06,2.4641,2.5155,2.4319,2.4319,97714.0
2010-05-07,2.4272,2.4311,2.3091,2.3782,213018.0
2010-05-08,2.4272,2.4311,2.3091,2.3782,213018.0
2010-05-09,2.4272,2.4311,2.3091,2.3782,213018.0
2010-05-10,2.4165,2.53,2.4157,2.53,124895.0
2010-05-11,2.5124,2.5124,2.3782,2.4625,175921.0
2010-05-12,2.4817,2.5155,2.4664,2.4963,116220.0
2010-05-13,2.517,2.5853,2.517,2.5853,54926.0
2010-05-14,2.5584,2.5699,2.5201,2.5201,103504.0
2010-05-15,2.5584,2.5699,2.5201,2.5201,103504.0
2010-05-16,2.5584,2.5699,2.5201,2.5201,103504.0
2010-05-17,2.4932,2.5469,2.474,2.4932,131553.0
2010-05-18,2.5462,2.5738,2.504,2.5454,61739.0
2010-05-19,2.5469,2.56,2.4932,2.4932,76218.0
2010-05-20,2.5239,2.5239,2.4365,2.4365,135714.0
2010-05-21,2.4472,2.504,2.4434,2.4434,122215.0
2010-05-22,2.4472,2.504,2.4434,2.4434,122215.0
2010-05-23,2.4472,2.504,2.4434,2.4434,122215.0
2010-05-24,2.4549,2.4549,2.3889,2.3943,104266.0
2010-05-25,2.415,2.4165,2.336,2.336,107475.0
2010-05-26,2.3858,2.4856,2.3851,2.4856,96565.0
2010-05-27,2.4733,2.5523,2.4495,2.537,80273.0
2010-05-28,2.5531,2.5684,2.4894,2.4894,59870.0
2010-05-29,2.5531,2.5684,2.4894,2.4894,59870.0
2010-05-30,2.5531,2.5684,2.4894,2.4894,59870.0
2010-05-31,2.4909,2.53,2.4779,2.5101,19761.0
2010-06-01,2.5009,2.5837,2.5009,2.5837,86310.0
2010-06-02,2.5224,2.5914,2.5224,2.5761,58212.0
2010-06-03,2.5914,2.6766,2.5907,2.6697,151279.0
2010-06-04,2.6612,2.6758,2.5738,2.5968,66795.0
2010-06-05,2.6612,2.6758,2.5738,2.5968,66795.0
2010-06-06,2.6612,2.6758,2.5738,2.5968,66795.0
2010-06-07,2.5715,2.6704,2.5676,2.5676,83687.0
2010-06-08,2.6213,2.6213,2.5239,2.5239,110804.0
2010-06-09,2.5247,2.5669,2.4963,2.5316,93730.0
2010-06-10,2.5354,2.5431,2.5001,2.5393,76669.0
2010-06-11,2.5423,2.5469,2.4955,2.5162,88525.0
2010-06-12,2.5423,2.5469,2.4955,2.5162,88525.0
2010-06-13,2.5423,2.5469,2.4955,2.5162,88525.0
2010-06-14,2.5331,2.55,2.4725,2.5009,67762.0
2010-06-15,2.5231,2.5354,2.5101,2.5316,17575.0
2010-06-16,2.5331,2.5692,2.5277,2.5692,23570.0
2010-06-17,2.5784,2.5791,2.5446,2.5699,113935.0
2010-06-18,2.5646,2.606,2.5485,2.606,315937.0
2010-06-19,2.5646,2.606,2.5485,2.606,315937.0
2010-06-20,2.5646,2.606,2.5485,2.606,315937.0
2010-06-21,2.6083,2.616,2.5485,2.616,104950.0
2010-06-22,2.593,2.616,2.5707,2.596,85492.0
2010-06-23,2.6083,2.616,2.5814,2.616,36497.0
2010-06-24,2.5891,2.5891,2.5323,2.5323,77657.0
2010-06-25,2.5316,2.5699,2.5055,2.5055,50532.0
2010-06-26,2.5316,2.5699,2.5055,2.5055,50532.0
2010-06-27,2.5316,2.5699,2.5055,2.5055,50532.0
2010-06-28,2.5554,2.5554,2.5047,2.53,125939.0
2010-06-29,2.5009,2.53,2.4925,2.4925,94519.0
2010-06-30,2.4886,2.5201,2.4771,2.4771,120233.0
2010-07-01,2.4856,2.5001,2.4265,2.4265,58403.0
2010-07-02,2.4395,2.4602,2.4165,2.4165,60011.0
2010-07-03,2.4395,2.4602,2.4165,2.4165,60011.0
2010-07-04,2.4395,2.4602,2.4165,2.4165,60011.0
2010-07-05,2.4165,2.4242,2.3482,2.3943,138690.0
2010-07-06,2.4073,2.5308,2.4073,2.5308,50222.0
2010-07-07,2.4702,2.5684,2.4702,2.5684,53840.0
2010-07-08,2.507,2.5776,2.507,2.5776,22385.0
2010-07-09,2.5462,2.5768,2.5393,2.5546,64468.0
2010-07-10,2.5462,2.5768,2.5393,2.5546,64468.0
2010-07-11,2.5462,2.5768,2.5393,2.5546,64468.0
2010-07-12,2.5546,2.6075,2.5316,2.6075,58234.0
2010-07-13,2.5331,2.5899,2.5331,2.5584,43896.0
2010-07-14,2.5569,2.5738,2.5316,2.5316,39502.0
2010-07-15,2.5339,2.563,2.4932,2.4932,117060.0
2010-07-16,2.5093,2.5124,2.4549,2.4549,62620.0
2010-07-17,2.5093,2.5124,2.4549,2.4549,62620.0
2010-07-18,2.5093,2.5124,2.4549,2.4549,62620.0
2010-07-19,2.4556,2.4879,2.4556,2.4779,50976.0
2010-07-20,2.5193,2.5193,2.4587,2.4587,65731.0
2010-07-21,2.4549,2.4817,2.4472,2.4817,46540.0
2010-07-22,2.4434,2.4817,2.4434,2.4809,33161.0
2010-07-23,2.5185,2.5316,2.4748,2.5277,80026.0
2010-07-24,2.5185,2.5316,2.4748,2.5277,80026.0
2010-07-25,2.5185,2.5316,2.4748,2.5277,80026.0
2010-07-26,2.4925,2.5308,2.4925,2.5308,26010.0
2010-07-27,2.5308,2.6083,2.5247,2.6083,60575.0
2010-07-28,2.6075,2.6075,2.5807,2.6075,160920.0
2010-07-29,2.5699,2.616,2.5699,2.583,49820.0
2010-07-30,2.5699,2.616,2.5699,2.616,48607.0
2010-07-31,2.5699,2.616,2.5699,2.616,48607.0
2010-08-01,2.5699,2.616,2.5699,2.616,48607.0
2010-08-02,2.6045,2.616,2.5983,2.616,104859.0
2010-08-03,2.6083,2.616,2.593,2.616,41145.0
2010-08-04,2.5868,2.616,2.5868,2.616,181217.0
2010-08-05,2.6236,2.6275,2.6075,2.6083,67416.0
2010-08-06,2.6083,2.6259,2.5768,2.5768,74793.0
2010-08-07,2.6083,2.6259,2.5768,2.5768,74793.0
2010-08-08,2.6083,2.6259,2.5768,2.5768,74793.0
2010-08-09,2.5907,2.6275,2.5907,2.6236,41723.0
2010-08-10,2.6129,2.6236,2.6045,2.6144,16799.0
2010-08-11,2.6083,2.6083,2.5776,2.5776,41117.0
2010-08-12,2.5699,2.5968,2.5699,2.5968,49009.0
2010-08-13,2.5837,2.596,2.5393,2.5393,20029.0
2010-08-14,2.5837,2.596,2.5393,2.5393,20029.0
2010-08-15,2.5837,2.596,2.5393,2.5393,20029.0
2010-08-16,2.5968,2.5968,2.5439,2.5692,39586.0
2010-08-17,2.5623,2.6006,2.5592,2.6006,44135.0
2010-08-18,2.6037,2.6083,2.5891,2.5968,433363.0
2010-08-19,2.6075,2.6144,2.5492,2.5492,35693.0
2010-08-20,2.5699,2.5776,2.5485,2.5485,187396.0
2010-08-21,2.5699,2.5776,2.5485,2.5485,187396.0
2010-08-22,2.5699,2.5776,2.5485,2.5485,187396.0
2010-08-23,2.5561,2.5853,2.5492,2.5623,20008.0
2010-08-24,2.5707,2.6022,2.5707,2.5715,57296.0
2010-08-25,2.5776,2.606,2.5715,2.6045,94414.0
2010-08-26,2.606,2.6459,2.5845,2.6083,155454.0
2010-08-27,2.6083,2.6927,2.6083,2.6927,186077.0
2010-08-28,2.6083,2.6927,2.6083,2.6927,186077.0
2010-08-29,2.6083,2.6927,2.6083,2.6927,186077.0
2010-08-30,2.6927,2.7103,2.6789,2.7042,49643.0
2010-08-31,2.7011,2.7011,2.6628,2.685,133781.0
2010-09-01,2.6628,2.685,2.6536,2.6812,73361.0
2010-09-02,2.6835,2.6835,2.6658,2.6674,29480.0
2010-09-03,2.6773,2.7042,2.6658,2.6658,138091.0
2010-09-04,2.6773,2.7042,2.6658,2.6658,138091.0
2010-09-05,2.6773,2.7042,2.6658,2.6658,138091.0
2010-09-06,2.685,2.7188,2.685,2.7188,59990.0
2010-09-07,2.6888,2.7226,2.685,2.7226,30968.0
2010-09-08,2.718,2.7226,2.6712,2.6804,77762.0
2010-09-09,2.6766,2.6842,2.6513,2.6819,73037.0
2010-09-10,2.6842,2.7188,2.6773,2.7042,58791.0
2010-09-11,2.6842,2.7188,2.6773,2.7042,58791.0
2010-09-12,2.6842,2.7188,2.6773,2.7042,58791.0
2010-09-13,2.6858,2.7349,2.6858,2.7349,37492.0
2010-09-14,2.7195,2.7732,2.7195,2.7464,100239.0
2010-09-15,2.7425,2.7732,2.7272,2.7456,52316.0
2010-09-16,2.7318,2.7771,2.7257,2.7464,78193.0
2010-09-17,2.7425,2.8193,2.7042,2.7042,202686.0
2010-09-18,2.7425,2.8193,2.7042,2.7042,202686.0
2010-09-19,2.7425,2.8193,2.7042,2.7042,202686.0
2010-09-20,2.7042,2.7387,2.7042,2.7295,44283.0
2010-09-21,2.7372,2.8216,2.7157,2.8216,101509.0
2010-09-22,2.807,2.83,2.7234,2.7234,83151.0
2010-09-23,2.7065,2.7195,2.6888,2.7096,54792.0
2010-09-24,2.6965,2.7356,2.6965,2.7126,90746.0
2010-09-25,2.6965,2.7356,2.6965,2.7126,90746.0
2010-09-26,2.6965,2.7356,2.6965,2.7126,90746.0
2010-09-27,2.7287,2.761,2.7134,2.7402,93680.0
2010-09-28,2.7402,2.8829,2.7402,2.8384,149459.0
2010-09-29,2.8377,2.8799,2.8369,2.8392,49460.0
2010-09-30,2.8599,2.8891,2.8208,2.8891,120480.0
2010-10-01,2.8185,2.8921,2.7694,2.7771,140115.0
2010-10-02,2.8185,2.8921,2.7694,2.7771,140115.0
2010-10-03,2.8185,2.8921,2.7694,2.7771,140115.0
2010-10-04,2.7847,2.8131,2.774,2.7909,53332.0
2010-10-05,2.7932,2.8952,2.7932,2.8952,84815.0
2010-10-06,2.8584,2.8937,2.8576,2.8615,57225.0
2010-10-07,2.8691,2.9144,2.843,2.9144,82396.0
2010-10-08,2.843,2.9106,2.843,2.9106,60215.0
2010-10-09,2.843,2.9106,2.843,2.9106,60215.0
2010-10-10,2.843,2.9106,2.843,2.9106,60215.0
2010-10-11,2.8875,2.9228,2.8791,2.9182,56858.0
2010-10-12,2.9036,2.9512,2.9006,2.9512,49016.0
2010-10-13,2.9458,2.975,2.9328,2.975,29727.0
2010-10-14,2.9804,3.1392,2.9758,3.1392,210267.0
2010-10-15,3.1031,3.1031,2.9957,3.0172,66252.0
2010-10-16,3.1031,3.1031,2.9957,3.0172,66252.0
2010-10-17,3.1031,3.1031,2.9957,3.0172,66252.0
2010-10-18,3.0417,3.0647,2.998,3.0433,44255.0
2010-10-19,3.044,3.0686,3.0164,3.0686,81225.0
2010-10-20,3.0555,3.0571,3.0241,3.0494,143444.0
2010-10-21,3.0494,3.0586,3.0087,3.0586,49065.0
2010-10-22,3.0341,3.0525,3.0049,3.0049,64722.0
2010-10-23,3.0341,3.0525,3.0049,3.0049,64722.0
2010-10-24,3.0341,3.0525,3.0049,3.0049,64722.0
2010-10-25,3.0295,3.0295,2.9995,3.0172,65286.0
2010-10-26,3.0172,3.0287,3.008,3.0187,97355.0
2010-10-27,3.0149,3.0264,3.0057,3.0149,360340.0
2010-10-28,3.0264,3.0364,3.0057,3.0287,102383.0
2010-10-29,3.0226,3.0226,2.9934,3.011,50257.0
2010-10-30,3.0226,3.0226,2.9934,3.011,50257.0
2010-10-31,3.0226,3.0226,2.9934,3.011,50257.0
2010-11-01,3.0187,3.0187,3.011,3.018,7074.0
2010-11-02,3.0072,3.018,2.9689,3.0087,50031.0
2010-11-03,2.9727,3.0026,2.9612,2.9612,44594.0
2010-11-04,2.9658,2.9689,2.8845,2.8845,123541.0
2010-11-05,2.9535,2.9535,2.8944,2.9428,73778.0
2010-11-06,2.9535,2.9535,2.8944,2.9428,73778.0
2010-11-07,2.9535,2.9535,2.8944,2.9428,73778.0
2010-11-08,2.899,2.9397,2.899,2.9297,61252.0
2010-11-09,2.9044,2.9343,2.8883,2.9244,41914.0
2010-11-10,2.9305,2.9305,2.896,2.9152,58177.0
2010-11-11,2.9036,2.9267,2.8845,2.8845,69687.0
2010-11-12,2.8845,2.8852,2.8039,2.8039,79250.0
2010-11-13,2.8845,2.8852,2.8039,2.8039,79250.0
2010-11-14,2.8845,2.8852,2.8039,2.8039,79250.0
2010-11-15,2.8154,2.8415,2.8154,2.8354,255771.0
2010-11-16,2.873,2.873,2.7617,2.7617,104534.0
2010-11-17,2.7633,2.7978,2.7425,2.7425,106594.0
2010-11-18,2.7809,2.8384,2.7464,2.8384,116150.0
2010-11-19,2.8208,2.8308,2.7939,2.8177,50645.0
2010-11-20,2.8208,2.8308,2.7939,2.8177,50645.0
2010-11-21,2.8208,2.8308,2.7939,2.8177,50645.0
2010-11-22,2.8062,2.8538,2.7947,2.7947,102489.0
2010-11-23,2.7809,2.8269,2.7809,2.7893,264749.0
2010-11-24,2.8001,2.8001,2.7287,2.7809,118710.0
2010-11-25,2.7732,2.7778,2.7295,2.7725,205803.0
2010-11-26,2.7725,2.7778,2.7234,2.7318,60110.0
2010-11-27,2.7725,2.7778,2.7234,2.7318,60110.0
2010-11-28,2.7725,2.7778,2.7234,2.7318,60110.0
2010-11-29,2.741,2.7571,2.7195,2.7303,78397.0
2010-11-30,2.7303,2.7303,2.685,2.685,160560.0
2010-12-01,2.7042,2.7195,2.6773,2.7195,136962.0
2010-12-02,2.7234,2.7333,2.6865,2.7234,189793.0
2010-12-03,2.7533,2.8162,2.7349,2.8047,127455.0
2010-12-04,2.7533,2.8162,2.7349,2.8047,127455.0
2010-12-05,2.7533,2.8162,2.7349,2.8047,127455.0
2010-12-06,2.83,2.83,2.7909,2.8039,61005.0
2010-12-07,2.83,2.8691,2.8008,2.8691,143831.0
2010-12-08,2.8545,2.873,2.8108,2.8469,141434.0
2010-12-09,2.8576,2.8852,2.8469,2.8852,103180.0
2010-12-10,2.896,2.896,2.8392,2.8392,39516.0
2010-12-11,2.896,2.896,2.8392,2.8392,39516.0
2010-12-12,2.896,2.896,2.8392,2.8392,39516.0
2010-12-13,2.8561,2.876,2.8384,2.8384,41991.0
2010-12-14,2.8392,2.873,2.8392,2.873,36363.0
2010-12-15,2.8461,2.876,2.8407,2.876,40771.0
2010-12-16,2.8453,2.8553,2.8216,2.8522,92608.0
2010-12-17,2.853,2.9267,2.82,2.9267,163861.0
2010-12-18,2.853,2.9267,2.82,2.9267,163861.0
2010-12-19,2.853,2.9267,2.82,2.9267,163861.0
2010-12-20,2.9144,2.9144,2.8545,2.9044,52535.0
2010-12-21,2.8883,2.9136,2.8768,2.8921,155228.0
2010-12-22,2.8783,2.9113,2.8783,2.8952,77875.0
2010-12-23,2.8883,2.9021,2.8776,2.8776,42323.0
2010-12-24,2.8768,2.8768,2.8039,2.8162,33662.0
2010-12-25,2.8768,2.8768,2.8039,2.8162,33662.0
2010-12-26,2.8768,2.8768,2.8039,2.8162,33662.0
2010-12-27,2.8154,2.8269,2.7916,2.8101,24057.0
2010-12-28,2.8139,2.8292,2.7924,2.8078,55286.0
2010-12-29,2.8185,2.8254,2.8024,2.8254,41505.0
2010-12-30,2.8269,2.8285,2.7939,2.8285,92037.0
2010-12-31,2.8277,2.8285,2.8116,2.8116,9126.0
2011-01-01,2.8277,2.8285,2.8116,2.8116,9126.0
2011-01-02,2.8277,2.8285,2.8116,2.8116,9126.0
2011-01-03,2.8116,2.8768,2.8116,2.8768,27639.0
2011-01-04,2.8453,2.8791,2.8392,2.8599,54644.0
2011-01-05,2.8599,2.8875,2.8515,2.8791,93490.0
2011-01-06,2.8768,2.8845,2.8653,2.8806,56188.0
2011-01-07,2.8845,2.8845,2.8615,2.8622,65653.0
2011-01-08,2.8845,2.8845,2.8615,2.8622,65653.0
2011-01-09,2.8845,2.8845,2.8615,2.8622,65653.0
2011-01-10,2.8592,2.8768,2.8384,2.8461,94103.0
2011-01-11,2.876,2.8768,2.8423,2.8753,56619.0
2011-01-12,2.873,2.8883,2.8592,2.8883,144868.0
2011-01-13,2.8883,2.8883,2.8384,2.84,116714.0
2011-01-14,2.8492,2.8691,2.8392,2.8638,219845.0
2011-01-15,2.8492,2.8691,2.8392,2.8638,219845.0
2011-01-16,2.8492,2.8691,2.8392,2.8638,219845.0
2011-01-17,2.8714,2.8714,2.8392,2.8492,78185.0
2011-01-18,2.8461,2.886,2.8438,2.886,99104.0
2011-01-19,2.8845,2.8883,2.8576,2.8653,94936.0
2011-01-20,2.8691,2.9036,2.8499,2.8653,103208.0
2011-01-21,2.8845,2.9228,2.873,2.896,69059.0
2011-01-22,2.8845,2.9228,2.873,2.896,69059.0
2011-01-23,2.8845,2.9228,2.873,2.896,69059.0
2011-01-24,2.9328,3.0018,2.9228,3.0018,76408.0
2011-01-25,3.0003,3.0003,2.9313,2.9313,126242.0
2011-01-26,2.9919,2.9919,2.9689,2.988,40933.0
2011-01-27,2.9804,2.9995,2.9719,2.9727,67021.0
2011-01-28,2.998,2.998,2.9658,2.9957,40983.0
2011-01-29,2.998,2.998,2.9658,2.9957,40983.0
2011-01-30,2.998,2.998,2.9658,2.9957,40983.0
2011-01-31,2.9957,3.0064,2.9627,2.9727,111284.0
2011-02-01,2.9919,3.0034,2.9727,2.9911,123590.0
2011-02-02,2.9911,3.0034,2.975,2.9765,94089.0
2011-02-03,2.9742,2.9903,2.9742,2.9896,49538.0
2011-02-04,2.9896,2.9919,2.9735,2.9735,42690.0
2011-02-05,2.9896,2.9919,2.9735,2.9735,42690.0
2011-02-06,2.9896,2.9919,2.9735,2.9735,42690.0
2011-02-07,2.9742,3.0279,2.9742,3.0279,78877.0
2011-02-08,3.0187,3.0632,3.0095,3.041,92615.0
2011-02-09,3.044,3.0456,3.0195,3.0256,60801.0
2011-02-10,3.0233,3.0433,3.0149,3.0233,86077.0
2011-02-11,3.0226,3.0456,3.0226,3.0241,53431.0
2011-02-12,3.0226,3.0456,3.0226,3.0241,53431.0
2011-02-13,3.0226,3.0456,3.0226,3.0241,53431.0
2011-02-14,3.031,3.031,2.9995,3.0302,138584.0
2011-02-15,3.0149,3.0302,3.0072,3.0302,55568.0
2011-02-16,3.0302,3.0532,3.0241,3.0417,73954.0
2011-02-17,3.0417,3.0686,3.0341,3.0586,94971.0
2011-02-18,3.0686,3.0839,2.9995,3.0394,177169.0
2011-02-19,3.0686,3.0839,2.9995,3.0394,177169.0
2011-02-20,3.0686,3.0839,2.9995,3.0394,177169.0
2011-02-21,3.0456,3.0456,2.9827,2.988,104231.0
2011-02-22,2.9919,2.9919,2.9535,2.9612,152492.0
2011-02-23,2.9612,2.988,2.9336,2.9458,110896.0
2011-02-24,2.9458,2.9689,2.9343,2.9535,159813.0
2011-02-25,2.9535,2.9719,2.9466,2.9535,81324.0
2011-02-26,2.9535,2.9719,2.9466,2.9535,81324.0
2011-02-27,2.9535,2.9719,2.9466,2.9535,81324.0
2011-02-28,2.9612,2.9765,2.9497,2.9681,139275.0
2011-03-01,2.9765,2.9919,2.955,2.9919,147125.0
2011-03-02,2.9919,3.0256,2.9719,3.021,80731.0
2011-03-03,3.0195,3.0655,3.011,3.0655,126179.0
2011-03-04,3.0655,3.0655,3.0233,3.041,112271.0
2011-03-05,3.0655,3.0655,3.0233,3.041,112271.0
2011-03-06,3.0655,3.0655,3.0233,3.041,112271.0
2011-03-07,3.0379,3.0494,3.0287,3.0287,75978.0
2011-03-08,3.0379,3.0486,3.0279,3.0371,103356.0
2011-03-09,3.0371,3.0371,3.0203,3.0287,38218.0
2011-03-10,3.0279,3.0295,2.9919,2.9919,60371.0
2011-03-11,3.0087,3.0087,2.9566,2.9689,63869.0
2011-03-12,3.0087,3.0087,2.9566,2.9689,63869.0
2011-03-13,3.0087,3.0087,2.9566,2.9689,63869.0
2011-03-14,2.9689,2.9911,2.9512,2.9512,81359.0
2011-03-15,2.9497,2.9727,2.8845,2.9297,212009.0
