,HD US Equity
2022-03-10,165754.462
2022-03-11,165754.462
2022-03-12,165754.462
2022-03-13,165726.5
2022-03-14,165726.5
2022-03-15,165726.5
2022-03-16,165726.5
2022-03-17,165726.5
2022-03-18,165726.5
2022-03-19,165726.5
2022-03-20,165726.5
2022-03-21,165726.5
2022-03-22,165726.5
2022-03-23,165726.5
2022-03-24,165726.5
2022-03-25,165726.5
2022-03-26,165726.5
2022-03-27,165726.5
2022-03-28,165726.5
2022-03-29,165726.5
2022-03-30,165726.5
2022-03-31,165726.5
2022-04-01,165726.5
2022-04-02,165726.5
2022-04-03,165726.5
2022-04-04,165726.5
2022-04-05,165726.5
2022-04-06,165726.5
2022-04-07,165726.5
2022-04-08,165726.5
2022-04-09,165726.5
2022-04-10,165726.5
2022-04-11,165726.5
2022-04-12,165726.5
2022-04-13,165726.5
2022-04-14,165726.5
2022-04-15,165726.5
2022-04-16,165726.5
2022-04-17,165726.5
2022-04-18,165726.5
2022-04-19,165726.5
2022-04-20,165726.5
2022-04-21,165726.5
2022-04-22,165726.5
2022-04-23,165726.5
2022-04-24,165726.5
2022-04-25,165726.5
2022-04-26,165726.5
2022-04-27,165726.5
2022-04-28,165726.5
2022-04-29,165726.5
2022-04-30,165726.5
2022-05-01,165651.857
2022-05-02,165651.857
2022-05-03,165651.857
2022-05-04,165651.857
2022-05-05,165651.857
2022-05-06,165651.857
2022-05-07,165651.857
2022-05-08,165651.857
2022-05-09,165750.5
2022-05-10,165750.5
2022-05-11,166440.0
2022-05-12,166440.0
2022-05-13,166401.867
2022-05-14,165895.6
2022-05-15,165895.6
2022-05-16,165895.6
2022-05-17,166802.533
2022-05-18,167409.867
2022-05-19,167449.0
2022-05-20,167449.0
2022-05-21,167938.4
2022-05-22,167938.4
2022-05-23,167938.4
2022-05-24,167938.4
2022-05-25,167938.4
2022-05-26,167938.4
2022-05-27,167938.4
2022-05-28,167938.4
2022-05-29,167938.4
2022-05-30,167938.4
2022-05-31,167974.5
2022-06-01,167974.5
2022-06-02,167974.5
2022-06-03,167974.5
2022-06-04,167974.5
2022-06-05,167974.5
2022-06-06,167974.5
2022-06-07,167974.5
2022-06-08,167974.5
2022-06-09,167974.5
2022-06-10,168069.941
2022-06-11,168069.941
2022-06-12,168069.941
2022-06-13,168069.941
2022-06-14,168069.941
2022-06-15,168069.941
2022-06-16,168069.941
2022-06-17,168069.941
2022-06-18,168069.941
2022-06-19,168069.941
2022-06-20,168069.941
2022-06-21,168069.941
2022-06-22,168415.375
2022-06-23,167971.824
2022-06-24,167971.824
2022-06-25,167971.824
2022-06-26,167971.824
2022-06-27,167971.824
2022-06-28,167971.824
2022-06-29,167971.824
2022-06-30,167971.824
2022-07-01,167918.111
2022-07-02,167918.111
2022-07-03,167918.111
2022-07-04,167918.111
2022-07-05,167918.111
2022-07-06,167918.111
2022-07-07,167918.111
2022-07-08,167918.111
2022-07-09,167918.111
2022-07-10,167918.111
2022-07-11,167918.111
2022-07-12,167918.111
2022-07-13,167918.111
2022-07-14,167918.111
2022-07-15,167853.556
2022-07-16,167853.556
2022-07-17,167853.556
2022-07-18,167853.556
2022-07-19,167713.0
2022-07-20,167713.0
2022-07-21,167713.0
2022-07-22,167713.0
2022-07-23,167713.0
2022-07-24,167713.0
2022-07-25,167713.0
2022-07-26,167713.0
2022-07-27,167713.0
2022-07-28,167713.0
2022-07-29,167713.0
2022-07-30,167713.0
2022-07-31,167713.0
2022-08-01,167713.0
2022-08-02,167713.0
2022-08-03,167716.0
2022-08-04,167716.0
2022-08-05,167716.0
2022-08-06,167716.0
2022-08-07,167716.0
2022-08-08,167716.0
2022-08-09,167667.444
2022-08-10,167655.556
2022-08-11,167655.556
2022-08-12,167664.778
2022-08-13,167664.778
2022-08-14,167664.778
2022-08-15,167664.778
2022-08-16,167294.316
2022-08-17,167278.211
2022-08-18,167415.053
2022-08-19,167415.053
2022-08-20,167380.842
2022-08-21,167295.474
2022-08-22,167295.474
2022-08-23,167295.474
2022-08-24,167295.474
2022-08-25,167271.947
2022-08-26,167271.947
2022-08-27,167271.947
2022-08-28,167271.947
2022-08-29,167271.947
2022-08-30,167204.053
2022-08-31,167204.053
2022-09-01,167204.053
2022-09-02,167204.053
2022-09-03,167204.053
2022-09-04,167204.053
2022-09-05,167204.053
2022-09-06,167204.053
2022-09-07,167204.053
2022-09-08,167204.053
2022-09-09,167204.053
2022-09-10,167204.053
2022-09-11,167204.053
2022-09-12,167204.053
2022-09-13,167204.053
2022-09-14,167204.053
2022-09-15,167204.053
2022-09-16,167204.053
2022-09-17,167204.053
2022-09-18,167204.053
2022-09-19,167204.053
2022-09-20,167039.188
2022-09-21,167039.188
2022-09-22,167039.188
2022-09-23,167039.188
2022-09-24,167039.188
2022-09-25,166990.294
2022-09-26,166909.222
2022-09-27,166909.222
2022-09-28,166909.222
2022-09-29,166909.222
2022-09-30,166909.222
2022-10-01,166909.222
2022-10-02,166909.222
2022-10-03,167023.053
2022-10-04,167023.053
2022-10-05,167023.053
2022-10-06,167023.053
2022-10-07,167023.053
2022-10-08,167023.053
2022-10-09,166654.105
2022-10-10,166654.105
2022-10-11,166654.105
2022-10-12,166654.105
2022-10-13,166654.105
2022-10-14,166654.105
2022-10-15,166654.105
2022-10-16,166654.105
2022-10-17,166654.105
2022-10-18,166477.579
2022-10-19,166713.3
2022-10-20,166713.3
2022-10-21,166713.3
2022-10-22,166713.3
2022-10-23,166713.3
2022-10-24,166713.3
2022-10-25,166713.3
2022-10-26,166713.3
2022-10-27,166713.3
2022-10-28,166713.3
2022-10-29,166713.3
2022-10-30,166713.3
2022-10-31,166713.3
2022-11-01,166617.8
2022-11-02,166627.35
2022-11-03,166301.2
2022-11-04,166301.2
2022-11-05,166301.2
2022-11-06,166301.2
2022-11-07,166058.2
2022-11-08,166049.9
2022-11-09,166049.9
2022-11-10,165810.286
2022-11-11,165330.143
2022-11-12,165330.143
2022-11-13,165330.143
2022-11-14,165330.143
2022-11-15,165559.952
2022-11-16,165647.75
2022-11-17,165647.75
2022-11-18,165715.25
2022-11-19,165715.25
2022-11-20,165715.25
2022-11-21,165765.25
2022-11-22,165765.25
2022-11-23,164858.19
2022-11-24,164858.19
2022-11-25,164858.19
2022-11-26,164858.19
2022-11-27,164858.19
2022-11-28,164722.048
2022-11-29,164722.048
2022-11-30,164722.048
2022-12-01,164722.048
2022-12-02,164865.136
2022-12-03,164865.136
2022-12-04,164865.136
2022-12-05,164962.913
2022-12-06,164962.913
2022-12-07,164962.913
2022-12-08,164962.913
2022-12-09,164962.913
2022-12-10,164962.913
2022-12-11,164962.913
2022-12-12,164962.913
2022-12-13,164962.913
2022-12-14,164962.913
2022-12-15,164962.913
2022-12-16,164718.227
2022-12-17,164718.227
2022-12-18,164718.227
2022-12-19,164774.652
2022-12-20,164774.652
2022-12-21,164774.652
2022-12-22,164774.652
2022-12-23,164774.652
2022-12-24,164774.652
2022-12-25,164774.652
2022-12-26,164774.652
2022-12-27,164774.652
2022-12-28,164774.652
2022-12-29,164774.652
2022-12-30,164774.652
2022-12-31,164774.652
2023-01-01,164774.652
2023-01-02,164774.652
2023-01-03,164774.652
2023-01-04,164774.652
2023-01-05,164743.125
2023-01-06,164698.0
2023-01-07,164698.0
2023-01-08,164698.0
2023-01-09,164698.0
2023-01-10,164698.0
2023-01-11,164698.0
2023-01-12,164698.0
2023-01-13,164698.0
2023-01-14,164698.0
2023-01-15,164698.0
2023-01-16,164698.0
2023-01-17,164698.0
2023-01-18,164698.0
2023-01-19,164584.72
2023-01-20,164584.72
2023-01-21,164584.72
2023-01-22,164584.72
2023-01-23,164172.0
2023-01-24,164172.0
2023-01-25,164172.0
2023-01-26,164172.0
2023-01-27,164024.2
2023-01-28,164024.2
2023-01-29,164024.2
2023-01-30,164024.2
2023-01-31,164024.2
2023-02-01,164024.2
2023-02-02,164024.2
2023-02-03,164024.2
2023-02-04,164024.2
2023-02-05,164024.2
2023-02-06,163997.04
2023-02-07,163997.04
2023-02-08,163997.04
2023-02-09,163909.4
2023-02-10,163652.538
2023-02-11,163652.538
2023-02-12,163652.538
2023-02-13,163358.962
2023-02-14,163252.923
2023-02-15,163178.923
2023-02-16,163178.923
2023-02-17,163224.593
2023-02-18,163224.593
2023-02-19,163224.593
2023-02-20,163224.593
2023-02-21,162392.929
2023-02-22,161997.156
2023-02-23,162100.485
2023-02-24,161938.324
2023-02-25,161938.324
2023-02-26,161938.324
2023-02-27,161938.324
2023-02-28,161857.486
2023-03-01,161857.486
2023-03-02,161857.486
2023-03-03,161812.514
2023-03-04,161812.514
2023-03-05,161812.514
2023-03-06,162157.939
2023-03-07,162112.313
2023-03-08,162112.313
2023-03-09,161935.25
2023-03-10,161935.25
2023-03-11,161935.25
2023-03-12,161935.25
2023-03-13,161935.25
2023-03-14,161935.25
2023-03-15,161986.242
2023-03-16,161986.242
2023-03-17,161986.242
2023-03-18,161986.242
2023-03-19,161986.242
2023-03-20,161986.242
2023-03-21,161986.242
2023-03-22,161986.242
2023-03-23,161986.242
2023-03-24,161986.242
2023-03-25,161986.242
2023-03-26,161986.242
2023-03-27,161986.242
2023-03-28,161986.242
2023-03-29,161780.906
2023-03-30,161780.906
2023-03-31,161780.906
2023-04-01,161780.906
2023-04-02,161780.906
2023-04-03,161780.906
2023-04-04,161782.758
2023-04-05,161786.697
2023-04-06,161786.697
2023-04-07,161786.697
2023-04-08,161786.697
2023-04-09,161786.697
2023-04-10,161786.697
2023-04-11,161786.697
2023-04-12,161786.697
2023-04-13,161786.697
2023-04-14,161880.706
2023-04-15,161880.706
2023-04-16,161880.706
2023-04-17,161871.029
2023-04-18,161816.971
2023-04-19,161816.971
2023-04-20,161813.265
2023-04-21,161813.265
2023-04-22,161813.265
2023-04-23,161813.265
2023-04-24,161813.265
2023-04-25,161813.265
2023-04-26,161296.743
2023-04-27,161296.743
2023-04-28,161296.743
2023-04-29,161296.743
2023-04-30,161296.743
2023-05-01,161296.743
2023-05-02,161296.743
2023-05-03,161296.743
2023-05-04,161296.743
2023-05-05,161275.486
2023-05-06,161275.486
2023-05-07,161275.486
2023-05-08,161039.944
2023-05-09,161078.25
2023-05-10,161108.667
2023-05-11,161247.432
2023-05-12,161247.432
2023-05-13,161247.432
2023-05-14,161230.27
2023-05-15,161230.27
2023-05-16,158634.784
2023-05-17,157607.895
2023-05-18,156931.526
2023-05-19,156656.316
2023-05-20,156463.263
2023-05-21,156463.263
2023-05-22,156463.263
2023-05-23,156463.263
2023-05-24,156463.263
2023-05-25,156330.474
2023-05-26,156330.474
2023-05-27,156330.474
2023-05-28,156330.474
2023-05-29,156330.474
2023-05-30,155778.861
2023-05-31,155778.861
2023-06-01,155778.861
2023-06-02,155778.861
2023-06-03,155778.861
2023-06-04,155778.861
2023-06-05,155778.861
2023-06-06,155778.861
2023-06-07,155778.889
2023-06-08,155778.889
2023-06-09,155778.889
2023-06-10,155772.135
2023-06-11,155772.135
2023-06-12,155772.135
2023-06-13,155736.583
2023-06-14,155911.838
2023-06-15,155885.514
2023-06-16,155901.514
2023-06-17,155901.514
2023-06-18,155901.514
2023-06-19,155901.514
2023-06-20,155797.216
2023-06-21,155797.216
2023-06-22,155797.216
2023-06-23,155797.216
2023-06-24,155797.216
2023-06-25,155797.216
2023-06-26,155797.216
2023-06-27,155797.216
2023-06-28,155797.216
2023-06-29,155797.216
2023-06-30,155797.216
2023-07-01,155797.216
2023-07-02,155797.216
2023-07-03,155797.216
2023-07-04,155797.216
2023-07-05,155797.216
2023-07-06,155797.216
2023-07-07,155797.216
2023-07-08,155797.216
2023-07-09,155797.216
2023-07-10,155815.541
2023-07-11,155815.541
2023-07-12,155815.541
2023-07-13,155815.541
2023-07-14,155815.541
2023-07-15,155815.541
2023-07-16,155815.541
2023-07-17,155815.541
2023-07-18,155815.514
2023-07-19,155815.514
2023-07-20,155815.514
2023-07-21,155815.514
2023-07-22,155815.514
2023-07-23,155815.514
2023-07-24,155815.514
2023-07-25,155815.514
2023-07-26,155815.514
2023-07-27,155815.514
2023-07-28,155815.514
2023-07-29,155815.514
2023-07-30,155815.514
2023-07-31,155815.514
2023-08-01,155815.514
2023-08-02,155878.622
2023-08-03,155985.0
2023-08-04,155985.0
2023-08-05,155985.0
2023-08-06,155985.0
2023-08-07,155985.0
2023-08-08,155937.649
2023-08-09,155936.432
2023-08-10,155912.405
2023-08-11,155912.405
2023-08-12,155912.405
2023-08-13,155912.405
2023-08-14,156033.684
2023-08-15,156513.395
2023-08-16,156892.5
2023-08-17,157066.763
2023-08-18,157134.368
2023-08-19,157134.368
2023-08-20,157134.368
2023-08-21,157183.053
2023-08-22,157183.053
2023-08-23,157205.526
2023-08-24,157221.368
2023-08-25,157221.368
2023-08-26,157221.368
2023-08-27,157221.368
2023-08-28,157221.368
2023-08-29,157149.735
2023-08-30,157129.457
2023-08-31,157129.457
2023-09-01,157096.771
2023-09-02,157096.771
2023-09-03,157096.771
2023-09-04,157096.771
2023-09-05,157096.771
2023-09-06,157252.083
2023-09-07,157252.083
2023-09-08,157252.083
2023-09-09,157252.083
2023-09-10,157252.083
2023-09-11,157252.083
2023-09-12,157252.083
2023-09-13,157252.083
2023-09-14,157252.083
2023-09-15,157252.083
2023-09-16,157252.083
2023-09-17,157252.083
2023-09-18,157219.086
2023-09-19,157219.086
2023-09-20,157219.086
2023-09-21,157326.222
2023-09-22,157326.222
2023-09-23,157326.222
2023-09-24,157416.056
2023-09-25,157416.056
2023-09-26,157416.056
2023-09-27,157416.056
2023-09-28,157416.056
2023-09-29,157416.056
2023-09-30,157416.056
2023-10-01,157416.056
2023-10-02,157372.556
2023-10-03,157372.556
2023-10-04,157345.083
2023-10-05,157213.361
2023-10-06,157213.361
2023-10-07,157213.361
2023-10-08,157213.361
2023-10-09,157213.361
2023-10-10,157213.361
2023-10-11,157213.361
2023-10-12,157213.361
2023-10-13,157213.361
2023-10-14,157213.361
2023-10-15,157213.361
2023-10-16,157213.361
2023-10-17,157213.361
2023-10-18,157196.611
2023-10-19,157196.611
2023-10-20,157196.611
2023-10-21,157196.611
2023-10-22,157196.611
2023-10-23,157196.611
2023-10-24,157146.333
2023-10-25,157146.333
2023-10-26,157146.333
2023-10-27,157146.333
2023-10-28,157146.333
2023-10-29,157136.972
2023-10-30,157115.194
2023-10-31,157115.194
2023-11-01,157115.194
2023-11-02,157115.194
2023-11-03,157115.194
2023-11-04,157115.194
2023-11-05,157016.0
2023-11-06,157526.405
2023-11-07,157365.132
2023-11-08,157267.184
2023-11-09,156881.684
2023-11-10,156871.105
2023-11-11,156871.105
2023-11-12,156664.763
2023-11-13,156664.763
2023-11-14,155437.243
2023-11-15,155531.865
2023-11-16,155525.947
2023-11-17,155166.605
2023-11-18,155166.605
2023-11-19,155166.605
2023-11-20,155166.605
2023-11-21,155166.605
2023-11-22,155166.605
2023-11-23,155157.263
2023-11-24,155157.263
2023-11-25,155157.263
2023-11-26,155157.263
2023-11-27,155098.5
2023-11-28,155098.5
2023-11-29,155098.5
2023-11-30,154852.438
2023-12-01,154852.438
2023-12-02,154852.438
2023-12-03,154852.438
2023-12-04,154852.438
2023-12-05,154852.438
2023-12-06,154854.121
2023-12-07,154854.121
2023-12-08,154854.121
2023-12-09,154854.121
2023-12-10,154854.121
2023-12-11,154854.121
2023-12-12,154854.121
2023-12-13,154689.152
2023-12-14,154689.152
2023-12-15,154705.909
2023-12-16,154705.909
2023-12-17,154705.909
2023-12-18,154705.909
2023-12-19,154713.636
2023-12-20,154713.636
2023-12-21,154713.636
2023-12-22,154713.636
2023-12-23,154713.636
2023-12-24,154713.636
2023-12-25,154713.636
2023-12-26,154713.636
2023-12-27,154713.636
2023-12-28,154713.636
2023-12-29,154713.636
2023-12-30,154713.636
2023-12-31,154713.636
2024-01-01,154713.636
2024-01-02,154713.636
