,PVH US Equity
2022-03-10,10140.5
2022-03-11,10140.5
2022-03-12,10140.5
2022-03-13,10140.5
2022-03-14,10140.5
2022-03-15,10140.5
2022-03-16,10140.5
2022-03-17,10140.5
2022-03-18,10140.5
2022-03-19,10140.5
2022-03-20,10140.5
2022-03-21,10140.5
2022-03-22,10140.5
2022-03-23,10140.5
2022-03-24,10140.5
2022-03-25,10140.5
2022-03-26,10140.5
2022-03-27,10140.5
2022-03-28,10140.5
2022-03-29,10140.5
2022-03-30,10142.667
2022-03-31,10088.1
2022-04-01,10088.1
2022-04-02,10088.1
2022-04-03,10088.1
2022-04-04,10210.636
2022-04-05,10210.636
2022-04-06,10210.636
2022-04-07,10210.818
2022-04-08,10210.818
2022-04-09,10210.818
2022-04-10,10210.818
2022-04-11,10210.818
2022-04-12,10210.818
2022-04-13,10317.909
2022-04-14,10539.083
2022-04-15,10539.083
2022-04-16,10539.083
2022-04-17,10539.083
2022-04-18,10607.333
2022-04-19,10607.333
2022-04-20,10607.333
2022-04-21,10607.333
2022-04-22,10607.333
2022-04-23,10607.333
2022-04-24,10607.333
2022-04-25,10607.333
2022-04-26,10582.923
2022-04-27,10582.923
2022-04-28,10582.923
2022-04-29,10582.923
2022-04-30,10582.923
2022-05-01,10582.923
2022-05-02,10582.923
2022-05-03,10582.923
2022-05-04,10582.923
2022-05-05,10582.923
2022-05-06,10582.923
2022-05-07,10582.923
2022-05-08,10582.923
2022-05-09,10582.923
2022-05-10,10582.923
2022-05-11,10582.923
2022-05-12,10582.923
2022-05-13,10582.923
2022-05-14,10582.923
2022-05-15,10582.923
2022-05-16,10582.923
2022-05-17,10582.923
2022-05-18,10582.923
2022-05-19,10582.923
2022-05-20,10582.923
2022-05-21,10582.923
2022-05-22,10582.923
2022-05-23,10582.923
2022-05-24,10582.923
2022-05-25,10582.923
2022-05-26,10570.692
2022-05-27,10570.692
2022-05-28,10570.692
2022-05-29,10570.692
2022-05-30,10570.692
2022-05-31,10570.692
2022-06-01,10513.75
2022-06-02,10465.5
2022-06-03,10459.417
2022-06-04,10459.417
2022-06-05,10459.417
2022-06-06,10534.125
2022-06-07,10534.125
2022-06-08,10534.125
2022-06-09,10534.125
2022-06-10,10528.889
2022-06-11,10528.889
2022-06-12,10528.889
2022-06-13,10528.889
2022-06-14,10528.889
2022-06-15,10496.7
2022-06-16,10496.7
2022-06-17,10496.7
2022-06-18,10496.7
2022-06-19,10496.7
2022-06-20,10496.7
2022-06-21,10496.7
2022-06-22,10496.7
2022-06-23,10496.7
2022-06-24,10496.7
2022-06-25,10496.7
2022-06-26,10496.7
2022-06-27,10496.7
2022-06-28,10496.7
2022-06-29,10496.7
2022-06-30,10496.7
2022-07-01,10496.7
2022-07-02,10496.7
2022-07-03,10496.7
2022-07-04,10496.7
2022-07-05,10496.7
2022-07-06,10496.7
2022-07-07,10496.7
2022-07-08,10496.7
2022-07-09,10496.7
2022-07-10,10496.7
2022-07-11,10496.7
2022-07-12,10496.7
2022-07-13,10496.7
2022-07-14,10496.7
2022-07-15,10454.9
2022-07-16,10454.9
2022-07-17,10454.9
2022-07-18,10489.4
2022-07-19,10489.4
2022-07-20,10489.4
2022-07-21,10399.0
2022-07-22,10360.364
2022-07-23,10360.364
2022-07-24,10360.364
2022-07-25,10360.364
2022-07-26,10360.364
2022-07-27,10360.364
2022-07-28,10360.364
2022-07-29,10360.364
2022-07-30,10360.364
2022-07-31,10360.364
2022-08-01,10360.364
2022-08-02,10360.364
2022-08-03,10360.364
2022-08-04,10360.364
2022-08-05,10360.364
2022-08-06,10360.364
2022-08-07,10360.364
2022-08-08,10380.583
2022-08-09,10380.583
2022-08-10,10380.583
2022-08-11,10380.583
2022-08-12,10380.583
2022-08-13,10380.583
2022-08-14,10380.583
2022-08-15,10380.583
2022-08-16,10380.583
2022-08-17,10380.583
2022-08-18,10380.583
2022-08-19,10380.583
2022-08-20,10380.583
2022-08-21,10380.583
2022-08-22,10380.583
2022-08-23,10380.583
2022-08-24,10380.583
2022-08-25,10380.583
2022-08-26,10380.583
2022-08-27,10380.583
2022-08-28,10380.583
2022-08-29,10380.583
2022-08-30,10225.75
2022-08-31,10105.077
2022-09-01,9888.769
2022-09-02,9697.846
2022-09-03,9697.846
2022-09-04,9697.846
2022-09-05,9697.846
2022-09-06,9697.846
2022-09-07,9697.846
2022-09-08,9614.769
2022-09-09,9614.769
2022-09-10,9614.769
2022-09-11,9614.769
2022-09-12,9615.0
2022-09-13,9615.0
2022-09-14,9615.0
2022-09-15,9615.0
2022-09-16,9620.857
2022-09-17,9620.857
2022-09-18,9620.857
2022-09-19,9620.857
2022-09-20,9620.857
2022-09-21,9620.857
2022-09-22,9620.857
2022-09-23,9614.143
2022-09-24,9614.143
2022-09-25,9614.143
2022-09-26,9614.143
2022-09-27,9614.143
2022-09-28,9614.143
2022-09-29,9614.143
2022-09-30,9614.143
2022-10-01,9614.143
2022-10-02,9614.143
2022-10-03,9595.077
2022-10-04,9595.077
2022-10-05,9595.077
2022-10-06,9595.077
2022-10-07,9595.077
2022-10-08,9595.077
2022-10-09,9595.077
2022-10-10,9595.077
2022-10-11,9595.077
2022-10-12,9595.077
2022-10-13,9595.077
2022-10-14,9595.077
2022-10-15,9595.077
2022-10-16,9595.077
2022-10-17,9595.077
2022-10-18,9595.077
2022-10-19,9595.077
2022-10-20,9595.077
2022-10-21,9595.077
2022-10-22,9595.077
2022-10-23,9595.077
2022-10-24,9595.077
2022-10-25,9595.077
2022-10-26,9664.462
2022-10-27,9664.462
2022-10-28,9664.462
2022-10-29,9664.462
2022-10-30,9664.462
2022-10-31,9664.462
2022-11-01,9664.462
2022-11-02,9664.462
2022-11-03,9664.462
2022-11-04,9664.462
2022-11-05,9664.462
2022-11-06,9664.462
2022-11-07,9664.462
2022-11-08,9664.462
2022-11-09,9664.462
2022-11-10,9664.462
2022-11-11,9664.462
2022-11-12,9664.462
2022-11-13,9664.462
2022-11-14,9664.462
2022-11-15,9664.462
2022-11-16,9664.462
2022-11-17,9664.462
2022-11-18,9664.462
2022-11-19,9664.462
2022-11-20,9664.462
2022-11-21,9664.462
2022-11-22,9664.462
2022-11-23,9664.462
2022-11-24,9664.462
2022-11-25,9664.462
2022-11-26,9664.462
2022-11-27,9664.462
2022-11-28,9677.769
2022-11-29,9677.769
2022-11-30,9627.333
2022-12-01,9550.25
2022-12-02,9551.917
2022-12-03,9551.917
2022-12-04,9531.692
2022-12-05,9547.538
2022-12-06,9562.0
2022-12-07,9562.0
2022-12-08,9562.0
2022-12-09,9562.0
2022-12-10,9562.0
2022-12-11,9562.0
2022-12-12,9562.0
2022-12-13,9562.0
2022-12-14,9484.538
2022-12-15,9484.538
2022-12-16,9484.538
2022-12-17,9484.538
2022-12-18,9484.538
2022-12-19,9464.857
2022-12-20,9464.857
2022-12-21,9464.857
2022-12-22,9464.857
2022-12-23,9464.857
2022-12-24,9464.857
2022-12-25,9464.857
2022-12-26,9464.857
2022-12-27,9464.857
2022-12-28,9464.857
2022-12-29,9464.857
2022-12-30,9464.857
2022-12-31,9464.857
2023-01-01,9464.857
2023-01-02,9464.857
2023-01-03,9464.857
2023-01-04,9464.857
2023-01-05,9449.643
2023-01-06,9449.643
2023-01-07,9449.643
2023-01-08,9449.643
2023-01-09,9449.643
2023-01-10,9449.643
2023-01-11,9449.643
2023-01-12,9449.643
2023-01-13,9449.643
2023-01-14,9449.643
2023-01-15,9449.643
2023-01-16,9449.643
2023-01-17,9449.643
2023-01-18,9449.643
2023-01-19,9449.643
2023-01-20,9482.143
2023-01-21,9482.143
2023-01-22,9482.143
2023-01-23,9482.5
2023-01-24,9482.5
2023-01-25,9482.5
2023-01-26,9505.0
2023-01-27,9505.0
2023-01-28,9505.0
2023-01-29,9505.0
2023-01-30,9505.0
2023-01-31,9505.0
2023-02-01,9505.0
2023-02-02,9505.0
2023-02-03,9505.0
2023-02-04,9505.0
2023-02-05,9505.0
2023-02-06,9505.0
2023-02-07,9505.0
2023-02-08,9505.0
2023-02-09,9505.0
2023-02-10,9505.0
2023-02-11,9505.0
2023-02-12,9505.0
2023-02-13,9505.0
2023-02-14,9505.0
2023-02-15,9532.214
2023-02-16,9532.214
2023-02-17,9532.214
2023-02-18,9532.214
2023-02-19,9532.214
2023-02-20,9532.214
2023-02-21,9532.214
2023-02-22,9532.214
2023-02-23,9532.214
2023-02-24,9532.214
2023-02-25,9532.214
2023-02-26,9532.214
2023-02-27,9532.214
2023-02-28,9532.214
2023-03-01,9532.214
2023-03-02,9532.214
2023-03-03,9532.214
2023-03-04,9532.214
2023-03-05,9532.214
2023-03-06,9532.214
2023-03-07,9532.214
2023-03-08,9532.214
2023-03-09,9532.214
2023-03-10,9532.214
2023-03-11,9532.214
2023-03-12,9532.214
2023-03-13,9532.214
2023-03-14,9532.214
2023-03-15,9532.214
2023-03-16,9538.733
2023-03-17,9538.733
2023-03-18,9538.733
2023-03-19,9538.733
2023-03-20,9518.6
2023-03-21,9518.6
2023-03-22,9512.438
2023-03-23,9512.438
2023-03-24,9512.438
2023-03-25,9512.438
2023-03-26,9512.438
2023-03-27,9542.059
2023-03-28,9568.056
2023-03-29,9619.632
2023-03-30,9607.765
2023-03-31,9609.235
2023-04-01,9627.471
2023-04-02,9627.471
2023-04-03,9628.353
2023-04-04,9664.118
2023-04-05,9664.118
2023-04-06,9664.118
2023-04-07,9664.118
2023-04-08,9664.118
2023-04-09,9664.118
2023-04-10,9684.471
2023-04-11,9684.471
2023-04-12,9684.471
2023-04-13,9684.471
2023-04-14,9684.471
2023-04-15,9684.471
2023-04-16,9684.471
2023-04-17,9684.471
2023-04-18,9684.471
2023-04-19,9684.471
2023-04-20,9684.471
2023-04-21,9684.471
2023-04-22,9684.471
2023-04-23,9684.471
2023-04-24,9684.471
2023-04-25,9684.471
2023-04-26,9684.471
2023-04-27,9684.471
2023-04-28,9684.471
2023-04-29,9684.471
2023-04-30,9684.471
2023-05-01,9684.471
2023-05-02,9684.471
2023-05-03,9684.471
2023-05-04,9684.471
2023-05-05,9684.471
2023-05-06,9684.471
2023-05-07,9684.471
2023-05-08,9684.471
2023-05-09,9684.471
2023-05-10,9684.471
2023-05-11,9684.471
2023-05-12,9684.471
2023-05-13,9684.471
2023-05-14,9684.471
2023-05-15,9684.471
2023-05-16,9684.471
2023-05-17,9684.471
2023-05-18,9684.471
2023-05-19,9684.471
2023-05-20,9684.471
2023-05-21,9684.471
2023-05-22,9684.471
2023-05-23,9684.471
2023-05-24,9684.471
2023-05-25,9684.471
2023-05-26,9684.471
2023-05-27,9684.471
2023-05-28,9684.471
2023-05-29,9684.471
2023-05-30,9684.471
2023-05-31,9683.824
2023-06-01,9674.235
2023-06-02,9655.625
2023-06-03,9655.625
2023-06-04,9648.813
2023-06-05,9648.813
2023-06-06,9652.563
2023-06-07,9652.563
2023-06-08,9652.563
2023-06-09,9652.563
2023-06-10,9652.563
2023-06-11,9652.563
2023-06-12,9652.563
2023-06-13,9652.563
2023-06-14,9651.375
2023-06-15,9651.375
2023-06-16,9653.267
2023-06-17,9653.267
2023-06-18,9653.267
2023-06-19,9653.267
2023-06-20,9653.267
2023-06-21,9653.267
2023-06-22,9649.929
2023-06-23,9649.929
2023-06-24,9649.929
2023-06-25,9649.929
2023-06-26,9649.929
2023-06-27,9649.929
2023-06-28,9649.929
2023-06-29,9649.929
2023-06-30,9649.929
2023-07-01,9649.929
2023-07-02,9649.929
2023-07-03,9649.929
2023-07-04,9649.929
2023-07-05,9651.867
2023-07-06,9651.867
2023-07-07,9651.867
2023-07-08,9651.867
2023-07-09,9651.867
2023-07-10,9651.867
2023-07-11,9651.867
2023-07-12,9651.867
2023-07-13,9651.867
2023-07-14,9651.867
2023-07-15,9651.867
2023-07-16,9651.867
2023-07-17,9651.867
2023-07-18,9651.867
2023-07-19,9651.867
2023-07-20,9654.733
2023-07-21,9654.733
2023-07-22,9654.733
2023-07-23,9654.733
2023-07-24,9654.733
2023-07-25,9654.733
2023-07-26,9654.733
2023-07-27,9654.733
2023-07-28,9654.733
2023-07-29,9654.733
2023-07-30,9654.733
2023-07-31,9645.467
2023-08-01,9645.467
2023-08-02,9645.467
2023-08-03,9645.467
2023-08-04,9645.467
2023-08-05,9645.467
2023-08-06,9645.467
2023-08-07,9647.5
2023-08-08,9647.5
2023-08-09,9647.5
2023-08-10,9647.5
2023-08-11,9647.5
2023-08-12,9647.5
2023-08-13,9647.5
2023-08-14,9647.5
2023-08-15,9647.5
2023-08-16,9647.5
2023-08-17,9647.5
2023-08-18,9647.5
2023-08-19,9647.5
2023-08-20,9647.5
2023-08-21,9647.5
2023-08-22,9649.429
2023-08-23,9649.667
2023-08-24,9649.667
2023-08-25,9649.667
2023-08-26,9649.667
2023-08-27,9649.667
2023-08-28,9655.333
2023-08-29,9684.8
2023-08-30,9691.5
2023-08-31,9696.188
2023-09-01,9696.188
2023-09-02,9696.188
2023-09-03,9696.188
2023-09-04,9696.188
2023-09-05,9697.333
2023-09-06,9697.063
2023-09-07,9697.063
2023-09-08,9697.063
2023-09-09,9697.063
2023-09-10,9697.063
2023-09-11,9697.063
2023-09-12,9697.063
2023-09-13,9697.063
2023-09-14,9697.063
2023-09-15,9697.063
2023-09-16,9697.063
2023-09-17,9697.063
2023-09-18,9697.063
2023-09-19,9697.063
2023-09-20,9697.063
2023-09-21,9697.063
2023-09-22,9697.063
2023-09-23,9697.063
2023-09-24,9697.063
2023-09-25,9697.063
2023-09-26,9697.063
2023-09-27,9697.063
2023-09-28,9697.063
2023-09-29,9697.063
2023-09-30,9697.063
2023-10-01,9697.063
2023-10-02,9697.063
2023-10-03,9697.063
2023-10-04,9697.063
2023-10-05,9697.063
2023-10-06,9697.063
2023-10-07,9697.063
2023-10-08,9697.063
2023-10-09,9697.063
2023-10-10,9697.063
2023-10-11,9697.063
2023-10-12,9697.063
2023-10-13,9697.063
2023-10-14,9697.063
2023-10-15,9697.063
2023-10-16,9697.063
2023-10-17,9697.063
2023-10-18,9697.063
2023-10-19,9697.063
2023-10-20,9697.063
2023-10-21,9697.063
2023-10-22,9697.063
2023-10-23,9697.063
2023-10-24,9693.125
2023-10-25,9693.125
2023-10-26,9693.125
2023-10-27,9693.125
2023-10-28,9693.125
2023-10-29,9693.125
2023-10-30,9693.125
2023-10-31,9693.125
2023-11-01,9693.125
2023-11-02,9693.125
2023-11-03,9693.125
2023-11-04,9693.125
2023-11-05,9693.125
2023-11-06,9683.471
2023-11-07,9683.471
2023-11-08,9683.471
2023-11-09,9683.471
2023-11-10,9683.471
2023-11-11,9683.471
2023-11-12,9683.471
2023-11-13,9683.471
2023-11-14,9683.471
2023-11-15,9683.471
2023-11-16,9683.471
2023-11-17,9683.471
2023-11-18,9683.471
2023-11-19,9683.471
2023-11-20,9683.471
2023-11-21,9655.0
2023-11-22,9652.588
2023-11-23,9652.588
2023-11-24,9652.588
2023-11-25,9652.588
2023-11-26,9652.588
2023-11-27,9652.588
2023-11-28,9652.588
2023-11-29,9596.647
2023-11-30,9300.353
2023-12-01,9182.0
2023-12-02,9182.0
2023-12-03,9182.0
2023-12-04,9137.125
2023-12-05,9137.125
2023-12-06,9137.125
2023-12-07,9137.125
2023-12-08,9137.125
2023-12-09,9137.125
2023-12-10,9154.125
2023-12-11,9129.813
2023-12-12,9129.813
2023-12-13,9129.813
2023-12-14,9129.813
2023-12-15,9129.813
2023-12-16,9129.813
2023-12-17,9129.813
2023-12-18,9129.813
2023-12-19,9129.813
2023-12-20,9087.625
2023-12-21,9087.625
2023-12-22,9087.625
2023-12-23,9087.625
2023-12-24,9087.625
2023-12-25,9087.625
2023-12-26,9087.625
2023-12-27,9087.625
2023-12-28,9087.625
2023-12-29,9087.625
2023-12-30,9087.625
2023-12-31,9087.625
2024-01-01,9087.625
2024-01-02,9087.625
