,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity
2018-02-16,524.06,534.7,512.78,519.59,138465.0
2018-02-17,524.06,534.7,512.78,519.59,138465.0
2018-02-18,524.06,534.7,512.78,519.59,138465.0
2018-02-19,514.35,529.85,504.6,519.25,116486.0
2018-02-20,526.19,529.59,519.59,523.46,67165.0
2018-02-21,527.72,540.66,525.29,535.85,183831.0
2018-02-22,540.66,555.14,521.33,527.59,672263.0
2018-02-23,531.55,536.32,527.89,530.83,134548.0
2018-02-24,531.55,536.32,527.89,530.83,134548.0
2018-02-25,531.55,536.32,527.89,530.83,134548.0
2018-02-26,544.92,544.92,529.59,542.62,139880.0
2018-02-27,546.45,547.47,532.15,536.06,51124.0
2018-02-28,540.24,548.33,532.15,541.98,126163.0
2018-03-01,541.34,544.03,536.41,539.3,133608.0
2018-03-02,541.34,544.03,536.41,539.3,133608.0
2018-03-03,541.34,544.03,536.41,539.3,133608.0
2018-03-04,541.34,544.03,536.41,539.3,133608.0
2018-03-05,540.66,541.9,532.15,536.49,88996.0
2018-03-06,540.83,548.07,527.04,529.85,114987.0
2018-03-07,531.89,543.98,529.25,532.15,113882.0
2018-03-08,533.25,537.47,526.19,528.23,112836.0
2018-03-09,525.55,532.15,525.38,529.76,59606.0
2018-03-10,525.55,532.15,525.38,529.76,59606.0
2018-03-11,525.55,532.15,525.38,529.76,59606.0
2018-03-12,532.45,542.37,527.89,533.68,142650.0
2018-03-13,536.23,538.11,528.74,534.87,47549.0
2018-03-14,533.04,541.6,529.93,538.45,109254.0
2018-03-15,538.45,538.45,531.3,534.87,68869.0
2018-03-16,534.87,543.22,533.47,539.0,72586.0
2018-03-17,534.87,543.22,533.47,539.0,72586.0
2018-03-18,534.87,543.22,533.47,539.0,72586.0
2018-03-19,534.15,550.03,534.15,546.58,268749.0
2018-03-20,544.07,553.35,537.68,547.94,153726.0
2018-03-21,550.88,573.02,546.32,554.46,437509.0
2018-03-22,561.95,573.4,555.35,561.61,292216.0
2018-03-23,560.25,570.04,544.92,561.86,223055.0
2018-03-24,560.25,570.04,544.92,561.86,223055.0
2018-03-25,560.25,570.04,544.92,561.86,223055.0
2018-03-26,561.95,570.46,549.18,564.76,1041737.0
2018-03-27,569.61,589.19,549.18,584.34,328225.0
2018-03-28,584.34,595.15,571.31,591.62,554624.0
2018-03-29,584.34,595.15,571.31,591.62,554624.0
2018-03-30,584.34,595.15,571.31,591.62,554624.0
2018-03-31,584.34,595.15,571.31,591.62,554624.0
2018-04-01,584.34,595.15,571.31,591.62,554624.0
2018-04-02,591.58,592.6,574.46,585.53,498494.0
2018-04-03,585.53,591.54,571.19,579.49,205256.0
2018-04-04,579.62,582.43,550.54,558.37,293842.0
2018-04-05,561.95,567.53,538.96,544.15,263168.0
2018-04-06,548.24,559.56,541.17,552.07,182256.0
2018-04-07,548.24,559.56,541.17,552.07,182256.0
2018-04-08,548.24,559.56,541.17,552.07,182256.0
2018-04-09,554.88,555.14,533.08,538.36,140696.0
2018-04-10,544.07,549.01,528.87,541.26,314101.0
2018-04-11,540.96,544.92,532.15,536.32,219611.0
2018-04-12,541.17,555.14,537.26,543.56,511756.0
2018-04-13,544.88,552.54,541.94,551.13,378290.0
2018-04-14,544.88,552.54,541.94,551.13,378290.0
2018-04-15,544.88,552.54,541.94,551.13,378290.0
2018-04-16,548.33,557.39,542.45,552.62,371987.0
2018-04-17,556.58,558.41,551.73,554.33,147712.0
2018-04-18,557.65,565.52,543.3,547.69,238971.0
2018-04-19,549.09,557.09,544.92,550.92,392598.0
2018-04-20,568.76,626.53,566.21,604.65,4324251.0
2018-04-21,568.76,626.53,566.21,604.65,4324251.0
2018-04-22,568.76,626.53,566.21,604.65,4324251.0
2018-04-23,596.77,620.7,596.77,610.69,1248682.0
2018-04-24,613.03,619.42,597.79,612.44,490686.0
2018-04-25,611.2,659.86,609.29,626.79,1145276.0
2018-04-26,630.79,664.12,626.66,648.16,1185980.0
2018-04-27,655.39,659.86,617.63,630.45,543546.0
2018-04-28,655.39,659.86,617.63,630.45,543546.0
2018-04-29,655.39,659.86,617.63,630.45,543546.0
2018-04-30,636.49,656.37,632.7,647.86,399088.0
2018-05-01,636.49,656.37,632.7,647.86,399088.0
2018-05-02,649.82,705.84,644.11,686.6,1970382.0
2018-05-03,688.81,714.36,687.96,702.9,2205483.0
2018-05-04,704.9,705.84,666.5,687.15,637023.0
2018-05-05,704.9,705.84,666.5,687.15,637023.0
2018-05-06,704.9,705.84,666.5,687.15,637023.0
2018-05-07,687.11,737.39,684.56,697.5,691633.0
2018-05-08,702.73,713.93,687.15,696.18,403110.0
2018-05-09,698.18,710.91,689.92,702.99,455002.0
2018-05-10,706.69,737.0,704.35,730.53,989907.0
2018-05-11,737.39,755.22,729.89,748.5,765488.0
2018-05-12,737.39,755.22,729.89,748.5,765488.0
2018-05-13,737.39,755.22,729.89,748.5,765488.0
2018-05-14,745.69,749.26,682.0,703.37,210130.0
2018-05-15,695.67,722.87,683.92,689.88,308095.0
2018-05-16,690.09,715.21,686.26,693.54,276342.0
2018-05-17,706.69,709.67,688.68,692.18,113269.0
2018-05-18,694.69,697.75,672.72,675.83,138292.0
2018-05-19,694.69,697.75,672.72,675.83,138292.0
2018-05-20,694.69,697.75,672.72,675.83,138292.0
2018-05-21,676.93,682.85,642.83,651.39,163827.0
2018-05-22,655.61,685.87,647.13,670.34,277854.0
2018-05-23,670.08,684.56,665.82,669.27,186760.0
2018-05-24,670.08,679.45,657.31,663.82,190086.0
2018-05-25,664.12,675.19,658.8,662.33,118201.0
2018-05-26,664.12,675.19,658.8,662.33,118201.0
2018-05-27,664.12,675.19,658.8,662.33,118201.0
2018-05-28,664.93,667.74,646.24,650.37,120117.0
2018-05-29,654.5,659.86,648.24,651.31,119160.0
2018-05-30,647.09,659.86,642.96,649.94,125548.0
2018-05-31,650.41,650.41,619.76,627.34,165247.0
2018-06-01,631.34,649.65,617.67,627.21,218520.0
2018-06-02,631.34,649.65,617.67,627.21,218520.0
2018-06-03,631.34,649.65,617.67,627.21,218520.0
2018-06-04,638.58,638.58,580.55,601.54,307909.0
2018-06-05,601.5,607.46,577.27,582.64,163696.0
2018-06-06,582.38,605.63,561.78,602.35,264715.0
2018-06-07,610.44,624.27,603.07,607.88,398976.0
2018-06-08,608.86,625.42,596.56,619.42,503520.0
2018-06-09,608.86,625.42,596.56,619.42,503520.0
2018-06-10,608.86,625.42,596.56,619.42,503520.0
2018-06-11,638.58,639.39,611.8,632.83,527085.0
2018-06-12,639.43,659.01,634.02,646.96,292021.0
2018-06-13,654.71,660.42,634.49,638.02,160128.0
2018-06-14,637.73,640.24,625.81,630.15,104273.0
2018-06-15,630.7,651.35,600.26,622.19,462960.0
2018-06-16,630.7,651.35,600.26,622.19,462960.0
2018-06-17,630.7,651.35,600.26,622.19,462960.0
2018-06-18,621.55,632.87,602.05,612.74,226825.0
2018-06-19,606.22,616.61,600.35,605.41,135177.0
2018-06-20,610.27,624.95,600.35,604.35,256314.0
2018-06-21,604.95,610.39,596.86,603.24,189399.0
2018-06-22,605.37,609.67,600.09,602.01,438318.0
2018-06-23,605.37,609.67,600.09,602.01,438318.0
2018-06-24,605.37,609.67,600.09,602.01,438318.0
2018-06-25,603.58,608.78,599.07,605.8,292011.0
2018-06-26,605.37,617.29,601.92,606.05,106075.0
2018-06-27,608.78,641.98,604.73,635.13,510428.0
2018-06-28,638.58,650.2,621.55,637.73,279768.0
2018-06-29,649.48,659.01,634.87,652.63,349635.0
2018-06-30,649.48,659.01,634.87,652.63,349635.0
2018-07-01,649.48,659.01,634.87,652.63,349635.0
2018-07-02,653.9,659.14,634.36,637.13,111088.0
2018-07-03,636.02,662.42,621.21,637.85,449259.0
2018-07-04,638.58,639.77,621.97,624.36,165773.0
2018-07-05,631.81,631.81,612.54,619.95,145195.0
2018-07-06,620.63,630.44,620.59,627.06,151238.0
2018-07-07,620.63,630.44,620.59,627.06,151238.0
2018-07-08,620.63,630.44,620.59,627.06,151238.0
2018-07-09,636.34,640.37,628.85,631.59,144190.0
2018-07-10,632.66,640.45,632.66,633.95,467374.0
2018-07-11,636.94,645.85,622.39,629.2,525303.0
2018-07-12,636.6,642.08,625.81,635.15,739474.0
2018-07-13,612.97,630.99,590.71,596.02,2101985.0
2018-07-14,612.97,630.99,590.71,596.02,2101985.0
2018-07-15,612.97,630.99,590.71,596.02,2101985.0
2018-07-16,599.27,614.68,594.99,604.8,346969.0
2018-07-17,615.54,615.54,574.15,595.29,426888.0
2018-07-18,601.76,605.27,578.81,596.92,380963.0
2018-07-19,599.02,602.7,587.33,593.62,426799.0
2018-07-20,596.62,606.98,590.97,601.24,255874.0
2018-07-21,596.62,606.98,590.97,601.24,255874.0
2018-07-22,596.62,606.98,590.97,601.24,255874.0
2018-07-23,599.7,618.84,597.69,610.1,348253.0
2018-07-24,613.74,620.68,603.9,616.7,161353.0
2018-07-25,616.7,617.94,595.42,605.52,215949.0
2018-07-26,616.4,616.4,600.0,606.42,88826.0
2018-07-27,611.17,616.4,601.84,610.1,120495.0
2018-07-28,611.17,616.4,601.84,610.1,120495.0
2018-07-29,611.17,616.4,601.84,610.1,120495.0
2018-07-30,604.5,616.4,597.05,603.0,347131.0
2018-07-31,606.89,609.08,597.56,603.0,180843.0
2018-08-01,602.66,605.87,591.74,596.66,616587.0
2018-08-02,598.42,603.56,582.15,596.19,329227.0
2018-08-03,584.76,598.98,584.76,590.37,212334.0
2018-08-04,584.76,598.98,584.76,590.37,212334.0
2018-08-05,584.76,598.98,584.76,590.37,212334.0
2018-08-06,589.86,594.99,584.46,588.27,254343.0
2018-08-07,588.27,589.56,570.17,575.13,120849.0
2018-08-08,577.02,578.04,566.74,568.8,107167.0
2018-08-09,565.03,572.26,555.4,556.9,310167.0
2018-08-10,554.76,579.46,551.89,575.99,212905.0
2018-08-11,554.76,579.46,551.89,575.99,212905.0
2018-08-12,554.76,579.46,551.89,575.99,212905.0
2018-08-13,574.62,598.42,569.87,595.34,304261.0
2018-08-14,590.71,615.54,590.71,612.16,237045.0
2018-08-15,590.71,615.54,590.71,612.16,237045.0
2018-08-16,612.07,640.37,612.07,626.41,516218.0
2018-08-17,631.08,637.8,627.53,632.71,85146.0
2018-08-18,631.08,637.8,627.53,632.71,85146.0
2018-08-19,631.08,637.8,627.53,632.71,85146.0
2018-08-20,620.85,632.23,620.85,628.64,59685.0
2018-08-21,627.95,630.99,612.97,620.89,167084.0
2018-08-22,627.95,630.99,612.97,620.89,167084.0
2018-08-23,623.2,629.24,618.58,624.96,239468.0
2018-08-24,622.39,629.07,614.26,616.91,115679.0
2018-08-25,622.39,629.07,614.26,616.91,115679.0
2018-08-26,622.39,629.07,614.26,616.91,115679.0
2018-08-27,617.34,633.39,617.34,623.63,224758.0
2018-08-28,623.63,624.96,611.3,614.56,183052.0
2018-08-29,611.69,620.68,611.69,612.54,59026.0
2018-08-30,612.59,616.4,612.12,614.73,170771.0
2018-08-31,618.11,633.95,611.3,624.02,563330.0
2018-09-01,618.11,633.95,611.3,624.02,563330.0
2018-09-02,618.11,633.95,611.3,624.02,563330.0
2018-09-03,630.78,648.84,624.96,631.04,719051.0
2018-09-04,631.72,654.07,620.25,623.93,446216.0
2018-09-05,637.8,663.4,627.53,658.56,1095151.0
2018-09-06,664.34,666.27,647.73,660.66,655232.0
2018-09-07,660.27,701.58,653.29,679.49,1942984.0
2018-09-08,660.27,701.58,653.29,679.49,1942984.0
2018-09-09,660.27,701.58,653.29,679.49,1942984.0
2018-09-10,681.5,693.45,678.08,686.13,841761.0
2018-09-11,702.86,702.86,651.84,675.25,305025.0
2018-09-12,673.97,674.1,653.08,654.96,282658.0
2018-09-13,673.97,674.1,653.08,654.96,282658.0
2018-09-14,659.24,659.84,633.52,636.04,295585.0
2018-09-15,659.24,659.84,633.52,636.04,295585.0
2018-09-16,659.24,659.84,633.52,636.04,295585.0
2018-09-17,635.66,651.07,620.76,627.06,240112.0
2018-09-18,632.66,637.46,596.28,601.67,573166.0
2018-09-19,606.98,620.51,591.27,603.17,373186.0
2018-09-20,606.98,620.51,591.27,603.17,373186.0
2018-09-21,607.66,614.68,592.08,602.7,158377.0
2018-09-22,607.66,614.68,592.08,602.7,158377.0
2018-09-23,607.66,614.68,592.08,602.7,158377.0
2018-09-24,602.7,629.02,565.03,608.35,903299.0
2018-09-25,604.5,624.1,601.37,612.2,363985.0
2018-09-26,616.78,625.81,612.5,622.09,137118.0
2018-09-27,622.22,637.8,617.08,629.5,208266.0
2018-09-28,629.5,645.5,618.32,637.97,339581.0
2018-09-29,629.5,645.5,618.32,637.97,339581.0
2018-09-30,629.5,645.5,618.32,637.97,339581.0
2018-10-01,641.99,659.07,623.55,651.11,154777.0
2018-10-02,641.99,659.07,623.55,651.11,154777.0
2018-10-03,636.94,667.72,636.94,660.87,150229.0
2018-10-04,657.49,660.91,644.18,649.53,119029.0
2018-10-05,648.07,648.07,598.68,618.32,369950.0
2018-10-06,648.07,648.07,598.68,618.32,369950.0
2018-10-07,648.07,648.07,598.68,618.32,369950.0
2018-10-08,620.68,641.95,607.84,611.56,216518.0
2018-10-09,614.68,614.68,574.45,579.58,134342.0
2018-10-10,599.27,599.27,571.28,580.95,140787.0
2018-10-11,573.59,573.59,539.86,543.29,525184.0
2018-10-12,544.48,569.31,530.87,562.5,208533.0
2018-10-13,544.48,569.31,530.87,562.5,208533.0
2018-10-14,544.48,569.31,530.87,562.5,208533.0
2018-10-15,590.71,590.71,562.55,579.93,125080.0
2018-10-16,590.71,594.05,568.03,572.95,145782.0
2018-10-17,577.87,589.86,569.31,572.99,137177.0
2018-10-18,577.87,589.86,569.31,572.99,137177.0
2018-10-19,558.18,594.82,553.73,559.47,457631.0
2018-10-20,558.18,594.82,553.73,559.47,457631.0
2018-10-21,558.18,594.82,553.73,559.47,457631.0
2018-10-22,563.96,565.59,517.26,533.95,268111.0
2018-10-23,537.63,537.63,515.55,521.88,245958.0
2018-10-24,528.22,536.78,516.28,528.39,190052.0
2018-10-25,522.23,537.93,518.8,528.39,152370.0
2018-10-26,529.93,535.92,522.23,533.7,96121.0
2018-10-27,529.93,535.92,522.23,533.7,96121.0
2018-10-28,529.93,535.92,522.23,533.7,96121.0
2018-10-29,538.45,539.3,528.22,534.81,130030.0
2018-10-30,540.21,541.55,532.48,536.19,310105.0
2018-10-31,540.08,541.98,528.76,537.01,389438.0
2018-11-01,540.26,542.81,529.06,531.18,230651.0
2018-11-02,534.16,538.48,529.06,535.24,376621.0
2018-11-03,534.16,538.48,529.06,535.24,376621.0
2018-11-04,534.16,538.48,529.06,535.24,376621.0
2018-11-05,535.07,537.66,529.02,532.52,226276.0
2018-11-06,534.2,537.32,531.18,535.67,261211.0
2018-11-07,544.58,544.58,527.29,541.08,19397.0
2018-11-08,544.58,544.58,527.29,541.08,19397.0
2018-11-09,539.35,572.24,536.45,566.1,472046.0
2018-11-10,539.35,572.24,536.45,566.1,472046.0
2018-11-11,539.35,572.24,536.45,566.1,472046.0
2018-11-12,570.25,570.25,553.22,558.97,370774.0
2018-11-13,553.39,569.65,553.22,561.78,280077.0
2018-11-14,566.02,574.83,555.43,570.68,281836.0
2018-11-15,572.24,580.02,561.0,566.92,314765.0
2018-11-16,566.45,573.62,562.86,565.97,201556.0
2018-11-17,566.45,573.62,562.86,565.97,201556.0
2018-11-18,566.45,573.62,562.86,565.97,201556.0
2018-11-19,568.78,580.88,532.74,548.55,499400.0
2018-11-20,547.95,563.59,543.58,553.74,330535.0
2018-11-21,548.9,553.22,529.58,537.71,284003.0
2018-11-22,535.93,546.74,533.86,543.71,269730.0
2018-11-23,535.93,546.74,533.86,543.71,269730.0
2018-11-24,535.93,546.74,533.86,543.71,269730.0
2018-11-25,535.93,546.74,533.86,543.71,269730.0
2018-11-26,543.71,545.92,531.57,540.86,208462.0
2018-11-27,536.19,544.53,531.48,533.86,334437.0
2018-11-28,533.69,542.29,531.01,536.19,230659.0
2018-11-29,537.1,549.46,512.42,518.43,462476.0
2018-11-30,510.91,525.22,510.91,517.44,141243.0
2018-12-01,510.91,525.22,510.91,517.44,141243.0
2018-12-02,510.91,525.22,510.91,517.44,141243.0
2018-12-03,512.59,535.07,512.59,527.72,317649.0
2018-12-04,528.15,534.55,520.55,533.21,239105.0
2018-12-05,529.15,532.52,522.19,526.34,246774.0
2018-12-06,523.01,535.07,520.98,531.31,216439.0
2018-12-07,531.31,535.93,520.85,529.54,226775.0
2018-12-08,531.31,535.93,520.85,529.54,226775.0
2018-12-09,531.31,535.93,520.85,529.54,226775.0
2018-12-10,527.2,541.16,521.63,532.82,292172.0
2018-12-11,528.15,536.93,522.97,534.16,276758.0
2018-12-12,530.79,553.22,530.79,548.12,309186.0
2018-12-13,553.14,572.37,547.17,569.73,217171.0
2018-12-14,567.05,569.69,554.95,560.96,73521.0
2018-12-15,567.05,569.69,554.95,560.96,73521.0
2018-12-16,567.05,569.69,554.95,560.96,73521.0
2018-12-17,561.0,563.72,542.29,546.31,166803.0
2018-12-18,547.0,547.0,532.48,536.54,178841.0
2018-12-19,532.48,550.02,532.48,545.92,89715.0
2018-12-20,548.86,551.97,530.19,537.79,103721.0
2018-12-21,541.94,541.94,529.8,533.3,87062.0
2018-12-22,541.94,541.94,529.8,533.3,87062.0
2018-12-23,541.94,541.94,529.8,533.3,87062.0
2018-12-24,533.34,535.07,523.05,526.51,46783.0
2018-12-25,533.34,535.07,523.05,526.51,46783.0
2018-12-26,527.25,527.25,518.65,520.12,52126.0
2018-12-27,540.21,540.21,519.94,522.1,186188.0
2018-12-28,527.25,532.39,523.01,531.18,158504.0
2018-12-29,527.25,532.39,523.01,531.18,158504.0
2018-12-30,527.25,532.39,523.01,531.18,158504.0
2018-12-31,532.48,542.5,530.36,535.93,133613.0
2019-01-01,539.22,539.35,529.71,534.46,21744.0
2019-01-02,535.89,540.26,530.1,537.58,61250.0
2019-01-03,538.87,539.87,531.61,537.1,41811.0
2019-01-04,534.25,537.1,522.15,526.43,123926.0
2019-01-05,534.25,537.1,522.15,526.43,123926.0
2019-01-06,534.25,537.1,522.15,526.43,123926.0
2019-01-07,532.48,532.48,523.4,526.43,44536.0
2019-01-08,525.56,527.16,520.07,524.7,55476.0
2019-01-09,526.43,527.12,521.24,522.02,40224.0
2019-01-10,527.12,527.12,519.94,524.18,39650.0
2019-01-11,523.83,525.56,511.9,513.76,227811.0
2019-01-12,523.83,525.56,511.9,513.76,227811.0
2019-01-13,523.83,525.56,511.9,513.76,227811.0
2019-01-14,515.45,537.66,507.41,519.42,371953.0
2019-01-15,533.25,536.75,524.7,531.27,172307.0
2019-01-16,532.52,544.32,531.27,539.13,174742.0
2019-01-17,543.71,550.63,535.93,544.1,299011.0
2019-01-18,518.65,535.07,497.25,529.1,1362471.0
2019-01-19,518.65,535.07,497.25,529.1,1362471.0
2019-01-20,518.65,535.07,497.25,529.1,1362471.0
2019-01-21,529.97,535.93,515.32,518.56,191596.0
2019-01-22,516.48,520.68,508.83,511.86,106981.0
2019-01-23,524.52,525.56,509.96,516.83,431520.0
2019-01-24,516.05,519.86,509.14,511.77,82726.0
2019-01-25,516.05,524.78,511.73,518.26,69492.0
2019-01-26,516.05,524.78,511.73,518.26,69492.0
2019-01-27,516.05,524.78,511.73,518.26,69492.0
2019-01-28,518.65,520.37,508.32,510.13,129592.0
2019-01-29,510.87,518.65,493.49,508.01,216568.0
2019-01-30,515.62,534.55,515.62,529.32,175522.0
2019-01-31,532.09,534.94,519.55,526.86,440159.0
2019-02-01,525.13,527.81,521.15,524.39,36542.0
2019-02-02,525.13,527.81,521.15,524.39,36542.0
2019-02-03,525.13,527.81,521.15,524.39,36542.0
2019-02-04,527.38,534.55,524.7,528.54,170330.0
2019-02-05,529.02,529.88,506.11,522.97,107291.0
2019-02-06,525.56,530.75,522.97,527.51,72381.0
2019-02-07,534.98,534.98,519.51,523.01,122239.0
2019-02-08,519.51,529.02,515.06,524.18,81283.0
2019-02-09,519.51,529.02,515.06,524.18,81283.0
2019-02-10,519.51,529.02,515.06,524.18,81283.0
2019-02-11,518.65,521.8,497.94,502.87,421515.0
2019-02-12,503.86,510.65,501.4,508.1,204548.0
2019-02-13,510.0,521.24,507.19,518.47,99088.0
2019-02-14,519.68,522.97,514.5,518.3,225935.0
2019-02-15,521.2,531.61,504.43,522.28,505058.0
2019-02-16,521.2,531.61,504.43,522.28,505058.0
2019-02-17,521.2,531.61,504.43,522.28,505058.0
2019-02-18,524.52,535.72,516.48,528.46,597693.0
2019-02-19,532.43,538.31,520.42,527.94,266916.0
2019-02-20,530.62,540.99,518.82,521.58,260600.0
2019-02-21,522.1,526.43,517.78,522.41,204158.0
2019-02-22,522.1,524.83,513.59,522.19,198583.0
2019-02-23,522.1,524.83,513.59,522.19,198583.0
2019-02-24,522.1,524.83,513.59,522.19,198583.0
2019-02-25,522.62,539.61,522.62,537.1,253835.0
2019-02-26,531.61,553.22,530.14,542.46,336714.0
2019-02-27,541.98,554.91,541.98,548.99,187375.0
2019-02-28,554.52,561.43,546.09,555.12,226582.0
2019-03-01,558.41,567.92,554.95,561.87,223648.0
2019-03-02,558.41,567.92,554.95,561.87,223648.0
2019-03-03,558.41,567.92,554.95,561.87,223648.0
2019-03-04,558.41,567.92,554.95,561.87,223648.0
2019-03-05,562.43,566.19,561.04,562.13,244939.0
2019-03-06,561.87,582.57,561.87,574.7,254821.0
2019-03-07,577.43,581.66,576.56,577.43,325529.0
2019-03-08,581.7,590.31,577.86,583.48,439872.0
2019-03-09,581.7,590.31,577.86,583.48,439872.0
2019-03-10,581.7,590.31,577.86,583.48,439872.0
2019-03-11,582.61,592.12,581.75,590.43,242005.0
2019-03-12,594.58,599.47,590.39,595.1,351761.0
2019-03-13,598.04,599.73,573.15,578.68,332393.0
2019-03-14,583.48,590.52,579.15,583.0,240090.0
2019-03-15,585.12,589.7,564.16,572.15,195715.0
2019-03-16,585.12,589.7,564.16,572.15,195715.0
2019-03-17,585.12,589.7,564.16,572.15,195715.0
2019-03-18,571.16,586.85,563.59,570.03,241113.0
2019-03-19,570.51,578.25,561.09,564.29,291275.0
2019-03-20,563.59,576.47,563.59,571.37,436810.0
2019-03-21,563.59,576.47,563.59,571.37,436810.0
2019-03-22,573.15,582.05,569.04,573.88,359961.0
2019-03-23,573.15,582.05,569.04,573.88,359961.0
2019-03-24,573.15,582.05,569.04,573.88,359961.0
2019-03-25,570.51,581.75,568.52,573.97,247413.0
2019-03-26,577.43,592.12,569.65,570.6,318717.0
2019-03-27,572.24,583.48,563.59,575.57,231593.0
2019-03-28,576.47,582.61,561.3,563.47,251275.0
2019-03-29,570.51,579.15,555.04,561.39,426188.0
2019-03-30,570.51,579.15,555.04,561.39,426188.0
2019-03-31,570.51,579.15,555.04,561.39,426188.0
2019-04-01,566.02,569.82,558.02,561.56,143574.0
2019-04-02,557.54,557.54,492.71,501.49,4665783.0
2019-04-03,504.56,514.67,500.49,504.9,1041114.0
2019-04-04,508.06,513.46,500.49,503.22,372879.0
2019-04-05,506.54,517.57,504.64,514.19,525759.0
2019-04-06,506.54,517.57,504.64,514.19,525759.0
2019-04-07,506.54,517.57,504.64,514.19,525759.0
2019-04-08,516.92,523.57,514.32,521.89,336633.0
2019-04-09,521.89,522.79,513.72,516.27,253931.0
2019-04-10,522.88,522.88,511.04,512.29,150721.0
2019-04-11,515.1,516.05,501.4,505.33,251789.0
2019-04-12,503.52,515.02,501.36,503.6,264318.0
2019-04-13,503.52,515.02,501.36,503.6,264318.0
2019-04-14,503.52,515.02,501.36,503.6,264318.0
2019-04-15,507.37,508.27,501.36,505.64,91720.0
2019-04-16,510.87,516.92,506.24,507.84,230096.0
2019-04-17,510.87,516.92,506.24,507.84,230096.0
2019-04-18,509.14,513.89,504.43,507.71,153033.0
2019-04-19,509.14,513.89,504.43,507.71,153033.0
2019-04-20,509.14,513.89,504.43,507.71,153033.0
2019-04-21,509.14,513.89,504.43,507.71,153033.0
2019-04-22,514.32,514.32,501.88,506.24,138756.0
2019-04-23,506.24,508.27,501.01,506.89,75091.0
2019-04-24,506.46,513.03,502.44,509.01,187653.0
2019-04-25,504.82,510.43,503.26,505.07,175566.0
2019-04-26,518.56,550.33,500.49,504.47,1867315.0
2019-04-27,518.56,550.33,500.49,504.47,1867315.0
2019-04-28,518.56,550.33,500.49,504.47,1867315.0
2019-04-29,518.56,550.33,500.49,504.47,1867315.0
2019-04-30,506.46,512.59,501.53,509.66,345536.0
2019-05-01,506.46,512.59,501.53,509.66,345536.0
2019-05-02,512.59,521.24,505.64,514.41,275249.0
2019-05-03,516.48,516.48,503.13,505.38,199311.0
2019-05-04,516.48,516.48,503.13,505.38,199311.0
2019-05-05,516.48,516.48,503.13,505.38,199311.0
2019-05-06,501.44,505.81,486.36,490.08,273509.0
2019-05-07,492.5,494.23,485.8,491.59,191987.0
2019-05-08,491.2,497.04,486.71,490.12,400898.0
2019-05-09,488.48,502.22,486.06,496.52,255107.0
2019-05-10,496.17,501.36,496.17,500.71,110526.0
2019-05-11,496.17,501.36,496.17,500.71,110526.0
2019-05-12,496.17,501.36,496.17,500.71,110526.0
2019-05-13,502.91,504.86,490.16,493.02,78556.0
2019-05-14,495.26,495.35,477.15,484.16,196097.0
2019-05-15,489.17,489.17,479.79,482.17,138345.0
2019-05-16,478.93,482.56,458.14,474.56,232116.0
2019-05-17,474.56,484.07,465.92,474.86,134666.0
