,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity
2013-02-02,84.37,91.64,84.37,89.86,39147.0
2013-02-03,84.37,91.64,84.37,89.86,39147.0
2013-02-04,90.0,94.69,80.72,83.11,358549.0
2013-02-05,83.44,86.25,80.67,85.12,48436.0
2013-02-06,89.06,89.06,84.89,85.69,32853.0
2013-02-07,84.56,86.9,76.5,84.37,43976.0
2013-02-08,85.26,85.26,81.56,82.78,22617.0
2013-02-09,85.26,85.26,81.56,82.78,22617.0
2013-02-10,85.26,85.26,81.56,82.78,22617.0
2013-02-11,82.55,84.75,80.76,81.37,18764.0
2013-02-12,82.22,82.22,79.36,81.09,39345.0
2013-02-13,82.03,82.03,79.5,79.78,35809.0
2013-02-14,81.09,81.14,79.22,79.92,16513.0
2013-02-15,79.69,81.51,78.56,79.26,14346.0
2013-02-16,79.69,81.51,78.56,79.26,14346.0
2013-02-17,79.69,81.51,78.56,79.26,14346.0
2013-02-18,79.87,79.87,78.0,78.23,9150.0
2013-02-19,78.75,81.56,77.81,78.75,50502.0
2013-02-20,80.48,80.95,79.03,79.83,24103.0
2013-02-21,81.0,81.09,78.37,80.01,31158.0
2013-02-22,79.36,81.51,78.28,78.7,17853.0
2013-02-23,79.36,81.51,78.28,78.7,17853.0
2013-02-24,79.36,81.51,78.28,78.7,17853.0
2013-02-25,80.2,80.62,74.9,76.4,39678.0
2013-02-26,78.42,78.42,73.36,76.03,38679.0
2013-02-27,75.94,80.62,75.94,78.28,7740288.0
2013-02-28,79.78,90.94,76.12,76.78,16765.0
2013-03-01,76.87,81.8,74.58,80.53,105974.0
2013-03-02,76.87,81.8,74.58,80.53,105974.0
2013-03-03,76.87,81.8,74.58,80.53,105974.0
2013-03-04,80.62,80.62,76.03,78.75,17263.0
2013-03-05,76.4,80.62,76.4,79.26,8609.0
2013-03-06,79.22,81.89,78.75,80.34,11425.0
2013-03-07,80.25,80.58,77.06,78.51,22850.0
2013-03-08,78.75,80.15,77.76,79.5,10730.0
2013-03-09,78.75,80.15,77.76,79.5,10730.0
2013-03-10,78.75,80.15,77.76,79.5,10730.0
2013-03-11,79.08,82.45,78.84,81.65,23111.0
2013-03-12,80.62,82.5,78.75,79.69,10409.0
2013-03-13,80.86,81.09,78.23,78.89,40284.0
2013-03-14,80.81,80.9,77.81,78.51,2320.0
2013-03-15,80.01,80.01,75.98,76.78,7727.0
2013-03-16,80.01,80.01,75.98,76.78,7727.0
2013-03-17,80.01,80.01,75.98,76.78,7727.0
2013-03-18,78.0,80.53,75.56,77.01,17659.0
2013-03-19,76.87,79.22,76.87,78.8,32231.0
2013-03-20,78.94,81.09,76.92,78.8,4999765.0
2013-03-21,79.69,80.62,76.87,77.9,17051.0
2013-03-22,78.65,80.15,74.06,76.26,22886.0
2013-03-23,78.65,80.15,74.06,76.26,22886.0
2013-03-24,78.65,80.15,74.06,76.26,22886.0
2013-03-25,78.7,80.62,75.89,78.98,2487279.0
2013-03-26,78.89,78.89,75.94,77.3,10415.0
2013-03-27,78.89,78.89,75.94,77.3,10415.0
2013-03-28,78.28,78.28,76.31,77.58,2094.0
2013-03-29,78.28,78.28,76.31,77.58,2094.0
2013-03-30,78.28,78.28,76.31,77.58,2094.0
2013-03-31,78.28,78.28,76.31,77.58,2094.0
2013-04-01,78.7,79.5,76.64,77.11,11673.0
2013-04-02,78.7,80.86,76.87,79.73,18776.0
2013-04-03,81.33,81.37,76.87,78.05,13159.0
2013-04-04,78.65,78.65,74.3,74.95,33387.0
2013-04-05,76.73,76.73,74.06,74.81,12938.0
2013-04-06,76.73,76.73,74.06,74.81,12938.0
2013-04-07,76.73,76.73,74.06,74.81,12938.0
2013-04-08,75.84,75.89,73.12,73.64,10745.0
2013-04-09,75.0,78.14,73.4,73.92,37964.0
2013-04-10,73.17,76.83,73.17,74.11,61896.0
2013-04-11,74.95,77.81,74.62,76.12,31266.0
2013-04-12,77.72,77.72,74.06,75.56,2260.0
2013-04-13,77.72,77.72,74.06,75.56,2260.0
2013-04-14,77.72,77.72,74.06,75.56,2260.0
2013-04-15,78.23,78.23,72.56,77.72,30957.0
2013-04-16,76.45,79.59,75.0,79.17,504573.0
2013-04-17,78.28,80.76,76.73,80.01,40790.0
2013-04-18,80.58,82.03,80.15,80.62,12435.0
2013-04-19,80.58,82.03,80.15,80.62,12435.0
2013-04-20,80.58,82.03,80.15,80.62,12435.0
2013-04-21,80.58,82.03,80.15,80.62,12435.0
2013-04-22,83.2,83.2,79.22,79.87,13647.0
2013-04-23,78.65,87.19,78.56,84.98,83539.0
2013-04-24,78.65,87.19,78.56,84.98,83539.0
2013-04-25,85.64,85.64,81.23,82.73,54676.0
2013-04-26,85.78,85.78,82.78,84.37,23332.0
2013-04-27,85.78,85.78,82.78,84.37,23332.0
2013-04-28,85.78,85.78,82.78,84.37,23332.0
2013-04-29,85.31,85.78,82.5,84.37,21034.0
2013-04-30,86.06,86.11,82.83,84.14,14091.0
2013-05-01,86.06,86.11,82.83,84.14,14091.0
2013-05-02,85.73,85.78,83.01,84.94,49289.0
2013-05-03,85.22,85.31,82.64,84.28,54339.0
2013-05-04,85.22,85.31,82.64,84.28,54339.0
2013-05-05,85.22,85.31,82.64,84.28,54339.0
2013-05-06,84.37,84.84,81.98,84.28,7807.0
2013-05-07,85.73,85.73,82.78,83.9,16824.0
2013-05-08,84.37,85.78,81.7,82.31,69074.0
2013-05-09,87.19,93.51,85.78,88.83,672737.0
2013-05-10,91.83,92.72,88.69,91.31,145188.0
2013-05-11,90.94,91.87,90.47,91.08,5111.0
2013-05-12,90.94,91.87,90.47,91.08,5111.0
2013-05-13,92.3,92.3,87.65,88.92,31746.0
2013-05-14,89.72,90.47,87.19,88.5,35852.0
2013-05-15,88.83,91.87,87.28,90.94,37064.0
2013-05-16,90.61,91.4,89.2,90.8,44776.0
2013-05-17,90.94,91.73,87.47,89.3,27859.0
2013-05-18,90.94,91.73,87.47,89.3,27859.0
2013-05-19,90.94,91.73,87.47,89.3,27859.0
2013-05-20,90.0,90.0,86.9,88.87,9571.0
2013-05-21,89.72,96.56,87.65,93.8,114537.0
2013-05-22,94.22,94.69,91.31,93.84,37076.0
2013-05-23,92.81,94.59,88.22,90.61,34059.0
2013-05-24,92.81,92.81,87.19,87.84,48637.0
2013-05-25,92.81,92.81,87.19,87.84,48637.0
2013-05-26,92.81,92.81,87.19,87.84,48637.0
2013-05-27,86.72,89.44,85.31,88.59,15454.0
2013-05-28,91.78,91.78,87.42,88.45,6712.0
2013-05-29,90.0,93.75,88.17,90.65,537991.0
2013-05-30,90.47,94.73,88.36,90.7,1766318.0
2013-05-31,91.87,92.72,86.53,88.36,9881.0
2013-06-01,91.87,92.72,86.53,88.36,9881.0
2013-06-02,91.87,92.72,86.53,88.36,9881.0
2013-06-03,88.87,90.75,85.4,88.31,7851.0
2013-06-04,90.94,92.15,89.11,90.33,20825.0
2013-06-05,91.31,93.28,87.19,89.44,4390.0
2013-06-06,89.06,90.8,87.19,88.26,8742.0
2013-06-07,87.8,89.39,86.72,86.9,11074.0
2013-06-08,87.8,89.39,86.72,86.9,11074.0
2013-06-09,87.8,89.39,86.72,86.9,11074.0
2013-06-10,88.59,88.97,81.56,83.76,5204113.0
2013-06-11,83.25,83.44,78.14,81.19,16614.0
2013-06-12,82.92,82.92,79.03,80.39,5539.0
2013-06-13,79.92,79.92,77.11,77.95,20644.0
2013-06-14,78.98,80.86,78.75,79.5,4524.0
2013-06-15,78.98,80.86,78.75,79.5,4524.0
2013-06-16,78.98,80.86,78.75,79.5,4524.0
2013-06-17,80.44,82.45,79.4,81.51,12509.0
2013-06-18,82.97,84.37,80.81,82.4,3911.0
2013-06-19,82.03,83.81,79.03,79.97,33529.0
2013-06-20,79.92,81.56,77.81,78.47,9110.0
2013-06-21,78.05,81.56,78.05,80.53,672860.0
2013-06-22,78.05,81.56,78.05,80.53,672860.0
2013-06-23,78.05,81.56,78.05,80.53,672860.0
2013-06-24,80.62,83.34,78.84,79.69,692977.0
2013-06-25,81.51,81.56,78.75,80.01,9102.0
2013-06-26,81.51,82.5,78.75,80.15,8605.0
2013-06-27,83.44,86.25,82.4,84.23,112519.0
2013-06-28,85.73,85.78,82.5,83.62,14093.0
2013-06-29,85.73,85.78,82.5,83.62,14093.0
2013-06-30,85.73,85.78,82.5,83.62,14093.0
2013-07-01,89.01,89.01,82.64,86.48,8726.0
2013-07-02,87.28,90.47,86.25,89.06,1128840.0
2013-07-03,89.9,89.9,85.36,86.53,864478.0
2013-07-04,85.87,87.42,83.44,85.12,20128.0
2013-07-05,87.09,87.09,84.47,84.89,3975.0
2013-07-06,87.09,87.09,84.47,84.89,3975.0
2013-07-07,87.09,87.09,84.47,84.89,3975.0
2013-07-08,84.51,86.76,83.9,84.42,5499.0
2013-07-09,82.55,87.28,81.65,84.47,17222.0
2013-07-10,87.4,87.4,83.28,85.22,3130.0
2013-07-11,84.23,89.62,83.52,86.12,18789.0
2013-07-12,88.77,88.77,84.23,85.46,13603.0
2013-07-13,88.77,88.77,84.23,85.46,13603.0
2013-07-14,88.77,88.77,84.23,85.46,13603.0
2013-07-15,87.92,87.92,84.75,85.22,12117.0
2013-07-16,86.88,86.88,83.8,85.13,9590.0
2013-07-17,88.3,88.3,84.18,85.22,19845.0
2013-07-18,85.32,89.53,84.18,85.55,224835.0
2013-07-19,88.91,89.53,82.34,83.24,70781.0
2013-07-20,88.91,89.53,82.34,83.24,70781.0
2013-07-21,88.91,89.53,82.34,83.24,70781.0
2013-07-22,84.18,84.23,79.45,80.64,32117.0
2013-07-23,79.97,81.77,77.56,78.56,18849.0
2013-07-24,80.16,80.4,76.43,77.66,15056.0
2013-07-25,77.09,79.45,75.77,76.52,231349.0
2013-07-26,77.47,79.45,71.89,73.31,33832.0
2013-07-27,77.47,79.45,71.89,73.31,33832.0
2013-07-28,77.47,79.45,71.89,73.31,33832.0
2013-07-29,73.31,73.64,70.94,72.6,10791.0
2013-07-30,72.6,73.12,70.99,71.41,5977.0
2013-07-31,62.43,79.45,62.43,74.58,123242.0
2013-08-01,78.84,78.84,73.02,75.58,8459.0
2013-08-02,79.45,79.45,73.78,75.58,19153.0
2013-08-03,79.45,79.45,73.78,75.58,19153.0
2013-08-04,79.45,79.45,73.78,75.58,19153.0
2013-08-05,76.1,78.7,74.72,75.77,13839.0
2013-08-06,78.51,78.51,74.72,75.67,34355.0
2013-08-07,75.67,76.62,74.72,76.05,11827.0
2013-08-08,76.52,76.52,74.82,75.77,1184.0
2013-08-09,76.52,76.52,74.82,75.77,1184.0
2013-08-10,76.52,76.52,74.82,75.77,1184.0
2013-08-11,76.52,76.52,74.82,75.77,1184.0
2013-08-12,75.67,78.51,74.91,77.23,4788.0
2013-08-13,79.26,79.26,73.92,75.62,3418.0
2013-08-14,77.47,77.47,74.72,74.87,4276.0
2013-08-15,77.47,77.47,74.72,74.87,4276.0
2013-08-16,76.52,76.52,72.31,72.88,9952.0
2013-08-17,76.52,76.52,72.31,72.88,9952.0
2013-08-18,76.52,76.52,72.31,72.88,9952.0
2013-08-19,75.58,75.58,71.27,72.03,3855.0
2013-08-20,71.89,75.24,68.1,71.04,18580.0
2013-08-21,75.2,75.2,69.05,69.76,6860.0
2013-08-22,69.05,70.99,68.1,68.53,5860.0
2013-08-23,70.42,71.89,68.95,70.0,8921.0
2013-08-24,70.42,71.89,68.95,70.0,8921.0
2013-08-25,70.42,71.89,68.95,70.0,8921.0
2013-08-26,70.75,71.89,70.61,71.41,722.0
2013-08-27,70.94,71.75,68.1,69.0,6188.0
2013-08-28,69.05,70.0,66.35,67.77,4664.0
2013-08-29,67.63,69.52,66.26,67.73,1202650.0
2013-08-30,69.52,69.52,65.88,66.26,5386.0
2013-08-31,69.52,69.52,65.88,66.26,5386.0
2013-09-01,69.52,69.52,65.88,66.26,5386.0
2013-09-02,66.35,69.43,65.27,65.98,7714.0
2013-09-03,65.27,68.06,64.79,64.93,9458.0
2013-09-04,65.31,66.16,64.23,64.79,2617.0
2013-09-05,67.91,67.91,64.51,65.93,7959.0
2013-09-06,68.95,70.56,66.02,69.62,12307.0
2013-09-07,68.95,70.56,66.02,69.62,12307.0
2013-09-08,68.95,70.56,66.02,69.62,12307.0
2013-09-09,68.95,70.56,66.02,69.62,12307.0
2013-09-10,70.94,71.89,69.38,70.04,2353.0
2013-09-11,70.47,70.94,68.58,69.05,6697.0
2013-09-12,68.58,69.05,67.2,68.39,7892.0
2013-09-13,68.67,68.67,66.21,67.49,4556.0
2013-09-14,68.67,68.67,66.21,67.49,4556.0
2013-09-15,68.67,68.67,66.21,67.49,4556.0
2013-09-16,66.21,70.28,65.79,66.4,5028.0
2013-09-17,66.21,66.26,63.89,64.37,18157.0
2013-09-18,70.8,70.8,63.94,64.27,7562.0
2013-09-19,64.32,67.16,64.32,66.31,3843.0
2013-09-20,67.16,68.1,64.37,66.35,4714.0
2013-09-21,67.16,68.1,64.37,66.35,4714.0
2013-09-22,67.16,68.1,64.37,66.35,4714.0
2013-09-23,65.98,68.2,63.47,64.27,10641.0
2013-09-24,63.37,64.46,59.83,61.1,17586.0
2013-09-25,62.24,62.33,59.21,59.54,27867.0
2013-09-26,60.11,61.48,58.17,58.69,41322.0
2013-09-27,59.12,60.54,58.64,59.54,10699.0
2013-09-28,59.12,60.54,58.64,59.54,10699.0
2013-09-29,59.12,60.54,58.64,59.54,10699.0
2013-09-30,59.4,61.67,59.4,60.35,2798.0
2013-10-01,59.21,68.01,59.21,60.25,61677.0
2013-10-02,59.21,68.01,59.21,60.25,61677.0
2013-10-03,61.34,62.29,59.59,60.68,9384.0
2013-10-04,61.39,61.43,58.36,59.59,48181.0
2013-10-05,61.39,61.43,58.36,59.59,48181.0
2013-10-06,61.39,61.43,58.36,59.59,48181.0
2013-10-07,61.01,61.01,58.46,59.54,14102.0
2013-10-08,59.54,63.37,58.83,61.77,21415.0
2013-10-09,61.96,63.75,61.01,61.96,2475.0
2013-10-10,61.48,65.27,61.48,63.18,6045.0
2013-10-11,63.37,66.21,63.37,64.98,7815.0
2013-10-12,63.37,66.21,63.37,64.98,7815.0
2013-10-13,63.37,66.21,63.37,64.98,7815.0
2013-10-14,66.12,66.21,63.8,65.22,12229.0
2013-10-15,64.84,66.16,61.77,63.18,6800.0
2013-10-16,64.84,66.16,61.77,63.18,6800.0
2013-10-17,65.74,66.02,63.37,64.18,3515.0
2013-10-18,64.32,64.32,62.43,63.28,4973.0
2013-10-19,64.32,64.32,62.43,63.28,4973.0
2013-10-20,64.32,64.32,62.43,63.28,4973.0
2013-10-21,65.12,65.6,61.58,64.18,5768.0
2013-10-22,64.89,66.21,63.37,64.89,55376.0
2013-10-23,65.27,65.45,60.58,62.19,10493.0
2013-10-24,65.27,65.27,63.37,63.71,8870.0
2013-10-25,65.03,65.03,62.71,63.37,10992.0
2013-10-26,65.03,65.03,62.71,63.37,10992.0
2013-10-27,65.03,65.03,62.71,63.37,10992.0
2013-10-28,65.22,65.22,61.48,63.0,18254.0
2013-10-29,62.48,63.89,61.48,62.33,13649.0
2013-10-30,62.0,63.37,62.0,63.04,4953.0
2013-10-31,63.18,73.26,63.18,70.85,112693.0
2013-11-01,75.86,77.56,70.47,71.56,536335.0
2013-11-02,75.86,77.56,70.47,71.56,536335.0
2013-11-03,71.41,71.79,68.1,69.43,36173.0
2013-11-04,71.41,71.79,68.1,69.43,36173.0
2013-11-05,71.13,71.13,65.98,66.54,68081.0
2013-11-06,66.26,69.05,65.27,66.35,62083.0
2013-11-07,66.21,75.01,64.6,67.96,3253977.0
2013-11-08,69.05,69.81,64.79,65.74,53104.0
2013-11-09,69.05,69.81,64.79,65.74,53104.0
2013-11-10,69.05,69.81,64.79,65.74,53104.0
2013-11-11,67.63,67.63,63.37,63.99,22646.0
2013-11-12,64.27,65.69,61.48,61.67,33549.0
2013-11-13,62.43,63.37,60.58,61.67,27508.0
2013-11-14,62.81,63.89,61.2,62.57,20988.0
2013-11-15,62.81,63.89,61.2,62.57,20988.0
2013-11-16,62.81,63.89,61.2,62.57,20988.0
2013-11-17,62.81,63.89,61.2,62.57,20988.0
2013-11-18,61.53,64.6,61.48,62.95,22339.0
2013-11-19,62.43,68.86,62.43,68.2,147238.0
2013-11-20,71.13,71.89,68.2,69.76,308057.0
2013-11-21,69.76,69.81,65.27,66.26,57176.0
2013-11-22,65.27,67.2,63.09,64.41,36912.0
2013-11-23,65.27,67.2,63.09,64.41,36912.0
2013-11-24,65.27,67.2,63.09,64.41,36912.0
2013-11-25,62.48,67.16,62.48,64.08,35543.0
2013-11-26,64.89,65.64,62.43,64.41,20673.0
2013-11-27,64.93,64.93,61.58,62.19,39816.0
2013-11-28,62.43,63.37,61.86,62.24,26617.0
2013-11-29,61.67,66.16,61.25,61.72,37199.0
2013-11-30,61.67,66.16,61.25,61.72,37199.0
2013-12-01,61.67,66.16,61.25,61.72,37199.0
2013-12-02,62.33,62.76,59.35,60.39,84457.0
2013-12-03,60.54,62.33,59.12,60.96,84551.0
2013-12-04,60.54,61.48,59.87,61.2,55005.0
2013-12-05,61.1,65.17,60.91,63.52,71744.0
2013-12-06,62.9,66.02,62.62,63.33,130571.0
2013-12-07,62.9,66.02,62.62,63.33,130571.0
2013-12-08,62.9,66.02,62.62,63.33,130571.0
2013-12-09,63.42,65.12,62.62,64.04,37708.0
2013-12-10,63.04,64.79,62.43,64.46,29123.0
2013-12-11,65.93,66.78,61.29,62.57,167163.0
2013-12-12,62.29,62.33,58.64,59.83,221087.0
2013-12-13,59.73,61.01,59.59,60.39,16152.0
2013-12-14,59.73,61.01,59.59,60.39,16152.0
2013-12-15,59.73,61.01,59.59,60.39,16152.0
2013-12-16,62.19,62.43,60.35,61.67,15728.0
2013-12-17,61.01,62.71,60.54,61.53,26921.0
2013-12-18,61.81,62.29,60.58,61.72,11376.0
2013-12-19,62.05,62.43,60.54,61.58,17644.0
2013-12-20,60.73,61.86,60.73,61.43,12807.0
2013-12-21,60.73,61.86,60.73,61.43,12807.0
2013-12-22,60.73,61.86,60.73,61.43,12807.0
2013-12-23,61.48,63.37,61.48,62.0,42586.0
2013-12-24,61.62,65.27,61.62,64.27,77825.0
2013-12-25,61.62,65.27,61.62,64.27,77825.0
2013-12-26,65.22,69.71,63.37,68.43,176740.0
2013-12-27,73.31,73.92,66.31,68.1,414366.0
2013-12-28,73.31,73.92,66.31,68.1,414366.0
2013-12-29,73.31,73.92,66.31,68.1,414366.0
2013-12-30,68.01,68.1,65.45,65.74,46048.0
2013-12-31,65.88,66.4,64.32,64.65,21162.0
2014-01-01,64.56,66.68,64.56,65.55,15050.0
2014-01-02,66.07,67.2,64.13,64.65,38020.0
2014-01-03,63.94,64.37,62.43,63.47,25743.0
2014-01-04,63.94,64.37,62.43,63.47,25743.0
2014-01-05,63.94,64.37,62.43,63.47,25743.0
2014-01-06,65.17,65.17,63.66,64.32,13367.0
2014-01-07,63.52,66.21,63.09,63.66,20423.0
2014-01-08,63.56,65.74,63.14,64.89,37024.0
2014-01-09,63.66,69.05,63.66,66.78,132297.0
2014-01-10,66.12,68.77,64.23,66.26,75427.0
2014-01-11,66.12,68.77,64.23,66.26,75427.0
2014-01-12,66.12,68.77,64.23,66.26,75427.0
2014-01-13,67.16,68.53,65.27,66.12,26977.0
2014-01-14,66.68,66.83,65.03,66.16,11203.0
2014-01-15,67.11,70.0,65.74,66.35,55118.0
2014-01-16,66.68,66.68,64.51,64.7,29655.0
2014-01-17,64.7,66.12,63.85,64.56,15591.0
2014-01-18,64.7,66.12,63.85,64.56,15591.0
2014-01-19,64.7,66.12,63.85,64.56,15591.0
2014-01-20,65.27,67.02,62.66,64.04,14864.0
2014-01-21,64.04,65.64,62.24,63.47,33788.0
2014-01-22,61.48,68.01,61.48,64.32,18451.0
2014-01-23,65.6,65.6,61.86,63.85,17255.0
2014-01-24,62.52,64.89,62.52,63.47,36874.0
2014-01-25,62.52,64.89,62.52,63.47,36874.0
2014-01-26,62.52,64.89,62.52,63.47,36874.0
2014-01-27,62.9,63.09,61.39,62.48,21574.0
2014-01-28,63.33,63.47,60.73,62.52,12196.0
2014-01-29,64.18,64.18,61.96,62.14,14326.0
2014-01-30,61.67,62.81,60.73,61.58,10276.0
2014-01-31,61.53,64.79,61.53,63.56,11001.0
2014-02-01,61.53,64.79,61.53,63.56,11001.0
2014-02-02,61.53,64.79,61.53,63.56,11001.0
2014-02-03,63.61,63.85,61.1,61.62,23207.0
2014-02-04,66.31,66.31,59.78,60.87,26416.0
2014-02-05,60.54,62.1,59.78,61.34,9414.0
2014-02-06,61.48,62.0,60.11,60.54,9625.0
2014-02-07,61.2,61.2,59.78,60.49,9185.0
2014-02-08,61.2,61.2,59.78,60.49,9185.0
2014-02-09,61.2,61.2,59.78,60.49,9185.0
2014-02-10,60.06,61.34,60.02,60.25,7327.0
2014-02-11,59.97,60.96,59.69,59.78,5415.0
2014-02-12,59.78,61.29,59.5,59.59,7026.0
2014-02-13,59.16,64.84,59.16,63.28,174137.0
2014-02-14,63.28,64.75,61.72,63.14,28687.0
2014-02-15,63.28,64.75,61.72,63.14,28687.0
2014-02-16,63.28,64.75,61.72,63.14,28687.0
2014-02-17,63.18,64.23,60.54,61.86,20403.0
2014-02-18,62.43,62.43,60.54,61.72,9398.0
2014-02-19,61.48,66.21,61.15,63.47,2414346.0
2014-02-20,63.33,63.33,61.53,61.77,19097.0
2014-02-21,62.0,62.33,60.77,61.96,16859.0
2014-02-22,62.0,62.33,60.77,61.96,16859.0
2014-02-23,62.0,62.33,60.77,61.96,16859.0
2014-02-24,62.33,67.16,61.48,66.35,105624.0
2014-02-25,68.62,69.76,67.91,68.39,529445.0
2014-02-26,66.97,69.52,64.37,65.45,37492.0
2014-02-27,66.97,69.52,64.37,65.45,37492.0
2014-02-28,67.16,67.16,63.37,64.04,25286.0
2014-03-01,67.16,67.16,63.37,64.04,25286.0
2014-03-02,67.16,67.16,63.37,64.04,25286.0
2014-03-03,63.66,65.22,62.9,63.18,21715.0
2014-03-04,62.9,63.75,61.29,62.9,26823.0
2014-03-05,63.75,64.23,62.43,63.75,17104.0
2014-03-06,64.32,66.35,63.04,64.98,45859.0
2014-03-07,64.32,66.78,63.66,66.31,118109.0
2014-03-08,64.32,66.78,63.66,66.31,118109.0
2014-03-09,64.32,66.78,63.66,66.31,118109.0
2014-03-10,66.31,66.73,64.41,65.69,12641.0
2014-03-11,64.56,65.93,63.85,64.98,18247.0
2014-03-12,64.32,65.93,63.47,63.61,16385.0
2014-03-13,63.56,65.41,63.56,64.18,15535.0
2014-03-14,62.71,65.17,61.96,64.98,17708.0
2014-03-15,62.71,65.17,61.96,64.98,17708.0
2014-03-16,62.71,65.17,61.96,64.98,17708.0
2014-03-17,62.71,65.17,61.96,64.98,17708.0
2014-03-18,65.08,65.45,63.37,64.23,7739.0
2014-03-19,64.41,65.17,63.37,64.46,19036.0
2014-03-20,63.47,64.98,62.57,63.09,12889.0
2014-03-21,64.13,64.13,59.83,63.18,29603.0
2014-03-22,62.95,63.85,62.19,62.9,4452.0
2014-03-23,62.95,63.85,62.19,62.9,4452.0
2014-03-24,62.52,64.46,61.72,62.57,49525.0
2014-03-25,62.76,64.75,62.0,63.23,65316.0
2014-03-26,66.87,68.06,64.56,65.83,342909.0
2014-03-27,66.31,68.91,65.31,67.96,641454.0
2014-03-28,68.39,70.0,66.31,67.49,46119.0
2014-03-29,68.39,70.0,66.31,67.49,46119.0
2014-03-30,68.39,70.0,66.31,67.49,46119.0
2014-03-31,69.38,69.38,65.74,66.4,48488.0
2014-04-01,66.59,67.44,65.69,67.06,15098.0
2014-04-02,68.01,72.27,66.31,71.37,362716.0
2014-04-03,69.05,69.9,64.32,67.91,153079.0
2014-04-04,67.63,68.48,66.21,66.92,124835.0
2014-04-05,67.63,68.48,66.21,66.92,124835.0
2014-04-06,67.63,68.48,66.21,66.92,124835.0
2014-04-07,68.39,68.39,62.66,67.2,35989.0
2014-04-08,68.39,68.39,62.66,67.2,35989.0
2014-04-09,66.78,70.85,62.52,69.1,71773.0
2014-04-10,67.44,70.75,67.44,70.04,175005.0
2014-04-11,70.09,79.45,68.1,74.72,365340.0
2014-04-12,70.09,79.45,68.1,74.72,365340.0
2014-04-13,70.09,79.45,68.1,74.72,365340.0
2014-04-14,70.09,79.45,68.1,74.72,365340.0
2014-04-15,75.53,77.94,73.12,74.96,62238.0
2014-04-16,74.82,75.48,71.08,71.75,34977.0
2014-04-17,69.81,76.81,69.81,74.63,119814.0
2014-04-18,69.81,76.81,69.81,74.63,119814.0
2014-04-19,69.81,76.81,69.81,74.63,119814.0
2014-04-20,69.81,76.81,69.81,74.63,119814.0
2014-04-21,76.47,76.47,72.69,73.45,29517.0
2014-04-22,72.83,75.39,72.83,73.73,24273.0
2014-04-23,74.35,77.8,73.78,74.68,131934.0
2014-04-24,74.35,77.8,73.78,74.68,131934.0
2014-04-25,73.97,76.24,73.45,74.02,26014.0
2014-04-26,73.97,76.24,73.45,74.02,26014.0
2014-04-27,73.97,76.24,73.45,74.02,26014.0
2014-04-28,73.97,75.2,73.49,74.49,10659.0
2014-04-29,75.53,77.47,74.25,74.96,61086.0
2014-04-30,74.82,75.48,71.41,73.4,37839.0
2014-05-01,74.82,75.48,71.41,73.4,37839.0
2014-05-02,73.78,74.72,71.13,71.84,30349.0
2014-05-03,73.78,74.72,71.13,71.84,30349.0
2014-05-04,73.78,74.72,71.13,71.84,30349.0
2014-05-05,72.36,74.72,72.36,74.11,42673.0
2014-05-06,73.12,75.81,73.12,74.25,131025.0
2014-05-07,74.72,75.62,73.21,73.87,40798.0
2014-05-08,73.73,73.73,68.58,69.38,93200.0
2014-05-09,69.52,71.89,68.1,70.8,52223.0
2014-05-10,69.52,71.89,68.1,70.8,52223.0
2014-05-11,69.52,71.89,68.1,70.8,52223.0
2014-05-12,70.99,72.27,68.34,70.42,27653.0
2014-05-13,69.29,71.89,69.29,70.89,64428.0
2014-05-14,70.94,71.89,70.14,70.99,49513.0
2014-05-15,71.89,75.67,71.22,74.87,123925.0
2014-05-16,76.62,85.13,74.72,76.33,257956.0
2014-05-17,76.62,85.13,74.72,76.33,257956.0
2014-05-18,76.62,85.13,74.72,76.33,257956.0
2014-05-19,75.67,85.13,75.67,84.8,136003.0
2014-05-20,85.13,93.64,85.13,87.92,113297.0
2014-05-21,88.72,89.86,85.22,86.5,99855.0
2014-05-22,88.58,99.27,85.74,94.4,280355.0
2014-05-23,96.48,103.1,96.01,98.99,603213.0
2014-05-24,96.48,103.1,96.01,98.99,603213.0
2014-05-25,96.48,103.1,96.01,98.99,603213.0
2014-05-26,97.95,99.6,87.97,91.84,1540350.0
2014-05-27,90.38,94.59,89.29,90.71,82757.0
2014-05-28,91.28,91.42,88.06,89.72,56947.0
2014-05-29,89.86,91.75,85.13,85.51,62111.0
2014-05-30,87.97,89.86,85.27,87.07,25645.0
2014-05-31,87.97,89.86,85.27,87.07,25645.0
2014-06-01,87.97,89.86,85.27,87.07,25645.0
2014-06-02,87.16,94.02,87.12,93.5,56479.0
2014-06-03,93.59,94.59,89.01,90.85,59985.0
2014-06-04,90.85,95.53,90.14,94.26,340973.0
2014-06-05,94.59,106.79,94.59,102.68,1252623.0
2014-06-06,103.76,111.09,103.76,107.92,713474.0
2014-06-07,103.76,111.09,103.76,107.92,713474.0
2014-06-08,103.76,111.09,103.76,107.92,713474.0
2014-06-09,106.79,108.97,100.55,103.72,384162.0
2014-06-10,105.23,105.23,99.22,100.69,123912.0
2014-06-11,99.22,102.06,92.37,94.49,292592.0
2014-06-12,94.59,97.43,92.41,93.59,65141.0
2014-06-13,94.59,101.49,91.75,94.21,335486.0
