,ONGC IN Equity,ONGC IN Equity,ONGC IN Equity,ONGC IN Equity,ONGC IN Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2013-05-09,128.05,129.41,127.65,128.63,3410631.0
2013-05-10,129.13,131.75,128.69,130.59,7259400.0
2013-05-11,131.89,132.41,130.71,131.47,326886.0
2013-05-12,131.89,132.41,130.71,131.47,326886.0
2013-05-13,131.65,132.01,128.01,128.35,3281334.0
2013-05-14,129.01,131.61,128.81,130.71,4722656.0
2013-05-15,131.19,134.65,130.81,134.03,8425161.0
2013-05-16,133.41,138.09,133.21,135.17,10091408.0
2013-05-17,135.59,137.01,135.07,136.31,5823485.0
2013-05-18,135.59,137.01,135.07,136.31,5823485.0
2013-05-19,135.59,137.01,135.07,136.31,5823485.0
2013-05-20,136.81,137.21,132.41,133.09,4280234.0
2013-05-21,134.01,135.23,130.41,130.71,5484545.0
2013-05-22,131.25,132.69,126.87,131.67,8520762.0
2013-05-23,130.23,133.53,130.23,131.27,8284356.0
2013-05-24,132.01,132.79,129.21,129.99,4722930.0
2013-05-25,132.01,132.79,129.21,129.99,4722930.0
2013-05-26,132.01,132.79,129.21,129.99,4722930.0
2013-05-27,130.53,131.47,128.21,130.79,5159592.0
2013-05-28,130.93,134.39,130.93,133.59,6626021.0
2013-05-29,134.61,134.93,132.85,133.99,6237582.0
2013-05-30,130.81,135.05,130.45,133.57,8511738.0
2013-05-31,132.45,133.79,129.77,131.17,6894435.0
2013-06-01,132.45,133.79,129.77,131.17,6894435.0
2013-06-02,132.45,133.79,129.77,131.17,6894435.0
2013-06-03,130.91,131.83,126.25,126.81,4754445.0
2013-06-04,127.21,129.17,126.21,127.29,4263255.0
2013-06-05,127.57,130.11,126.81,129.85,2439690.0
2013-06-06,129.61,130.05,128.13,129.57,3910404.0
2013-06-07,129.21,130.81,127.35,127.73,3416015.0
2013-06-08,129.21,130.81,127.35,127.73,3416015.0
2013-06-09,129.21,130.81,127.35,127.73,3416015.0
2013-06-10,128.79,129.75,127.13,128.43,2441414.0
2013-06-11,127.43,129.09,122.53,123.29,6544193.0
2013-06-12,123.29,125.21,122.87,123.69,4177619.0
2013-06-13,122.81,124.71,122.15,123.65,4187901.0
2013-06-14,124.69,126.07,123.31,124.51,5821469.0
2013-06-15,124.69,126.07,123.31,124.51,5821469.0
2013-06-16,124.69,126.07,123.31,124.51,5821469.0
2013-06-17,124.81,125.45,123.21,125.15,2525288.0
2013-06-18,124.83,125.21,122.43,123.11,2743013.0
2013-06-19,122.81,124.41,120.87,123.55,4952739.0
2013-06-20,122.21,122.41,119.05,119.79,5776908.0
2013-06-21,119.61,123.61,118.97,123.11,7056474.0
2013-06-22,119.61,123.61,118.97,123.11,7056474.0
2013-06-23,119.61,123.61,118.97,123.11,7056474.0
2013-06-24,122.81,123.37,118.45,119.53,5793503.0
2013-06-25,120.81,125.75,120.07,124.57,6954860.0
2013-06-26,125.81,126.05,122.41,123.39,5278950.0
2013-06-27,125.03,128.85,124.59,128.11,9479471.0
2013-06-28,138.01,141.23,129.19,132.45,35551917.0
2013-06-29,138.01,141.23,129.19,132.45,35551917.0
2013-06-30,138.01,141.23,129.19,132.45,35551917.0
2013-07-01,132.99,135.71,130.65,131.21,7694861.0
2013-07-02,131.33,132.97,128.47,128.77,6427616.0
2013-07-03,126.45,127.87,124.05,124.45,4981365.0
2013-07-04,124.49,126.01,122.03,123.65,5350179.0
2013-07-05,125.61,126.91,124.31,126.43,3738804.0
2013-07-06,125.61,126.91,124.31,126.43,3738804.0
2013-07-07,125.61,126.91,124.31,126.43,3738804.0
2013-07-08,126.01,126.35,120.95,121.55,5938259.0
2013-07-09,122.05,122.89,120.41,120.87,5691014.0
2013-07-10,120.33,121.71,117.81,118.47,5864984.0
2013-07-11,120.53,122.93,120.01,121.91,4992240.0
2013-07-12,123.01,123.55,117.15,118.63,8938686.0
2013-07-13,123.01,123.55,117.15,118.63,8938686.0
2013-07-14,123.01,123.55,117.15,118.63,8938686.0
2013-07-15,118.63,119.93,117.77,118.45,3552279.0
2013-07-16,117.57,121.49,117.21,119.91,6753209.0
2013-07-17,120.01,121.07,118.13,120.33,6294863.0
2013-07-18,120.63,126.75,120.61,125.87,8699487.0
2013-07-19,126.41,127.93,124.91,126.79,6380526.0
2013-07-20,126.41,127.93,124.91,126.79,6380526.0
2013-07-21,126.41,127.93,124.91,126.79,6380526.0
2013-07-22,125.81,126.77,122.45,122.95,3516444.0
2013-07-23,123.71,126.21,123.25,124.87,3495083.0
2013-07-24,124.11,126.61,122.43,123.37,4007205.0
2013-07-25,123.61,125.79,121.19,122.19,5911584.0
2013-07-26,124.41,124.41,120.75,121.45,3062838.0
2013-07-27,124.41,124.41,120.75,121.45,3062838.0
2013-07-28,124.41,124.41,120.75,121.45,3062838.0
2013-07-29,121.99,122.83,118.41,119.05,3593117.0
2013-07-30,119.93,120.33,111.65,112.29,6114557.0
2013-07-31,112.01,117.17,106.17,116.29,12018111.0
2013-08-01,117.23,118.71,110.01,111.55,8298101.0
2013-08-02,112.81,113.39,108.51,111.17,6778242.0
2013-08-03,112.81,113.39,108.51,111.17,6778242.0
2013-08-04,112.81,113.39,108.51,111.17,6778242.0
2013-08-05,110.91,112.61,109.09,110.57,4188072.0
2013-08-06,109.91,111.95,106.41,106.95,4054736.0
2013-08-07,107.73,109.55,106.81,109.11,8025899.0
2013-08-08,108.65,110.21,106.51,109.25,6914984.0
2013-08-09,108.65,110.21,106.51,109.25,6914984.0
2013-08-10,108.65,110.21,106.51,109.25,6914984.0
2013-08-11,108.65,110.21,106.51,109.25,6914984.0
2013-08-12,110.33,112.33,108.81,111.25,6753678.0
2013-08-13,108.41,111.51,108.07,109.99,7730511.0
2013-08-14,110.21,116.77,109.61,115.55,10763975.0
2013-08-15,110.21,116.77,109.61,115.55,10763975.0
2013-08-16,115.17,116.71,108.01,108.73,7670487.0
2013-08-17,115.17,116.71,108.01,108.73,7670487.0
2013-08-18,115.17,116.71,108.01,108.73,7670487.0
2013-08-19,108.05,109.03,100.61,104.79,6286464.0
2013-08-20,104.01,104.61,99.47,102.65,9137262.0
2013-08-21,104.01,105.87,100.01,100.29,8789060.0
2013-08-22,98.41,109.05,98.41,107.87,14334530.0
2013-08-23,108.11,112.01,105.69,110.69,10011122.0
2013-08-24,108.11,112.01,105.69,110.69,10011122.0
2013-08-25,108.11,112.01,105.69,110.69,10011122.0
2013-08-26,111.79,112.41,106.41,107.23,7284765.0
2013-08-27,106.11,106.97,102.81,103.73,7013498.0
2013-08-28,101.91,102.01,93.69,97.49,23563155.0
2013-08-29,99.61,100.39,97.65,99.49,11726403.0
2013-08-30,100.37,102.09,96.41,99.67,11047292.0
2013-08-31,100.37,102.09,96.41,99.67,11047292.0
2013-09-01,100.37,102.09,96.41,99.67,11047292.0
2013-09-02,101.97,102.01,99.05,100.55,4372626.0
2013-09-03,101.61,102.93,99.07,100.45,8931950.0
2013-09-04,100.11,104.65,98.29,102.95,6494043.0
2013-09-05,104.45,108.81,103.71,108.05,7897698.0
2013-09-06,108.71,116.69,107.69,115.33,9926151.0
2013-09-07,108.71,116.69,107.69,115.33,9926151.0
2013-09-08,108.71,116.69,107.69,115.33,9926151.0
2013-09-09,108.71,116.69,107.69,115.33,9926151.0
2013-09-10,116.03,119.61,114.45,117.09,10470275.0
2013-09-11,117.19,117.29,113.27,115.73,6326457.0
2013-09-12,117.13,117.21,111.03,111.59,4989891.0
2013-09-13,110.37,113.85,109.85,113.09,4976519.0
2013-09-14,110.37,113.85,109.85,113.09,4976519.0
2013-09-15,110.37,113.85,109.85,113.09,4976519.0
2013-09-16,115.61,117.73,112.01,114.89,4239287.0
2013-09-17,114.99,115.61,110.54,112.08,5690495.0
2013-09-18,113.31,114.17,111.1,113.39,3079293.0
2013-09-19,116.21,121.22,114.41,119.9,7593350.0
2013-09-20,119.1,119.28,113.73,116.01,10344249.0
2013-09-21,119.1,119.28,113.73,116.01,10344249.0
2013-09-22,119.1,119.28,113.73,116.01,10344249.0
2013-09-23,115.11,115.81,110.12,110.46,4561976.0
2013-09-24,111.0,112.85,109.52,110.0,7240259.0
2013-09-25,110.6,112.57,109.0,111.98,8004732.0
2013-09-26,112.2,112.53,109.8,110.98,8613573.0
2013-09-27,111.96,112.69,109.34,109.96,5744396.0
2013-09-28,111.96,112.69,109.34,109.96,5744396.0
2013-09-29,111.96,112.69,109.34,109.96,5744396.0
2013-09-30,109.96,110.6,105.25,107.34,6593610.0
2013-10-01,108.2,108.24,104.57,105.11,7851807.0
2013-10-02,108.2,108.24,104.57,105.11,7851807.0
2013-10-03,105.49,107.54,105.49,106.79,4817058.0
2013-10-04,106.59,108.18,105.13,106.07,6013914.0
2013-10-05,106.59,108.18,105.13,106.07,6013914.0
2013-10-06,106.59,108.18,105.13,106.07,6013914.0
2013-10-07,105.79,106.96,104.51,106.63,3083865.0
2013-10-08,107.0,108.14,106.59,107.72,3853251.0
2013-10-09,107.6,109.96,106.63,109.68,3865064.0
2013-10-10,109.68,110.44,108.6,109.68,3547512.0
2013-10-11,110.62,111.66,109.68,110.82,4431879.0
2013-10-12,110.62,111.66,109.68,110.82,4431879.0
2013-10-13,110.62,111.66,109.68,110.82,4431879.0
2013-10-14,109.62,111.34,109.62,110.4,2364222.0
2013-10-15,111.4,111.96,108.74,110.28,3801368.0
2013-10-16,111.4,111.96,108.74,110.28,3801368.0
2013-10-17,111.0,113.81,110.7,112.65,6440600.0
2013-10-18,113.61,114.61,112.77,113.63,5144228.0
2013-10-19,113.61,114.61,112.77,113.63,5144228.0
2013-10-20,113.61,114.61,112.77,113.63,5144228.0
2013-10-21,113.81,114.79,112.93,114.31,3922181.0
2013-10-22,114.61,115.17,113.01,114.63,3422792.0
2013-10-23,114.61,115.01,111.88,113.11,3419577.0
2013-10-24,113.11,115.81,112.61,113.73,3992108.0
2013-10-25,112.63,114.77,112.63,113.79,4000967.0
2013-10-26,112.63,114.77,112.63,113.79,4000967.0
2013-10-27,112.63,114.77,112.63,113.79,4000967.0
2013-10-28,113.81,115.73,112.81,114.93,3280115.0
2013-10-29,115.41,116.89,114.21,116.45,4320336.0
2013-10-30,117.01,117.59,114.83,115.65,2640311.0
2013-10-31,116.21,120.54,113.25,117.69,10854609.0
2013-11-01,117.94,117.94,114.61,115.33,3732984.0
2013-11-02,117.94,117.94,114.61,115.33,3732984.0
2013-11-03,115.81,117.01,115.47,116.03,604766.0
2013-11-04,115.81,117.01,115.47,116.03,604766.0
2013-11-05,115.23,115.67,113.41,113.75,5245610.0
2013-11-06,113.79,114.55,112.61,112.95,3080690.0
2013-11-07,113.39,115.31,112.71,113.69,3338436.0
2013-11-08,113.23,113.81,108.9,111.14,3805482.0
2013-11-09,113.23,113.81,108.9,111.14,3805482.0
2013-11-10,113.23,113.81,108.9,111.14,3805482.0
2013-11-11,110.6,111.8,107.92,108.28,4221002.0
2013-11-12,108.42,109.36,106.19,106.53,5278436.0
2013-11-13,106.59,108.18,105.51,107.74,4887842.0
2013-11-14,109.64,110.52,108.0,108.24,3560202.0
2013-11-15,109.64,110.52,108.0,108.24,3560202.0
2013-11-16,109.64,110.52,108.0,108.24,3560202.0
2013-11-17,109.64,110.52,108.0,108.24,3560202.0
2013-11-18,109.4,112.2,109.4,111.82,4391213.0
2013-11-19,111.62,113.03,109.32,111.14,3058944.0
2013-11-20,111.96,113.19,109.68,110.88,7414478.0
2013-11-21,110.8,111.2,108.06,108.38,3492722.0
2013-11-22,108.3,112.08,108.3,111.48,4802445.0
2013-11-23,108.3,112.08,108.3,111.48,4802445.0
2013-11-24,108.3,112.08,108.3,111.48,4802445.0
2013-11-25,113.81,115.81,112.35,115.55,4457672.0
2013-11-26,115.53,116.01,114.03,115.07,3560628.0
2013-11-27,114.37,117.67,114.35,116.17,4956504.0
2013-11-28,116.17,118.48,115.85,116.99,5960145.0
2013-11-29,117.11,120.14,117.11,119.86,4922457.0
2013-11-30,117.11,120.14,117.11,119.86,4922457.0
2013-12-01,117.11,120.14,117.11,119.86,4922457.0
2013-12-02,116.97,118.98,115.21,118.18,9737577.0
2013-12-03,116.79,118.22,116.41,117.17,6151284.0
2013-12-04,116.83,117.29,114.61,114.97,4376355.0
2013-12-05,116.61,117.55,115.29,116.57,3112869.0
2013-12-06,116.57,119.82,116.25,117.84,5058557.0
2013-12-07,116.57,119.82,116.25,117.84,5058557.0
2013-12-08,116.57,119.82,116.25,117.84,5058557.0
2013-12-09,120.22,123.2,119.94,122.24,7947051.0
2013-12-10,123.38,123.77,120.35,121.43,7504914.0
2013-12-11,120.88,121.29,117.33,118.88,4405149.0
2013-12-12,118.15,119.33,115.19,115.42,4551671.0
2013-12-13,114.91,115.91,113.38,114.07,2398169.0
2013-12-14,114.91,115.91,113.38,114.07,2398169.0
2013-12-15,114.91,115.91,113.38,114.07,2398169.0
2013-12-16,114.81,115.15,112.06,112.71,2649179.0
2013-12-17,112.85,113.91,111.55,111.92,2255018.0
2013-12-18,112.04,115.13,111.22,114.58,2899103.0
2013-12-19,114.73,115.3,110.61,111.51,4515333.0
2013-12-20,112.93,116.72,112.44,116.03,6481953.0
2013-12-21,112.93,116.72,112.44,116.03,6481953.0
2013-12-22,112.93,116.72,112.44,116.03,6481953.0
2013-12-23,116.03,118.15,115.68,117.66,2775315.0
2013-12-24,118.15,118.76,115.93,116.42,2606198.0
2013-12-25,118.15,118.76,115.93,116.42,2606198.0
2013-12-26,116.74,119.98,116.74,119.09,6843335.0
2013-12-27,119.13,119.37,118.17,118.98,2794356.0
2013-12-28,119.13,119.37,118.17,118.98,2794356.0
2013-12-29,119.13,119.37,118.17,118.98,2794356.0
2013-12-30,119.45,119.78,117.33,117.97,4395239.0
2013-12-31,118.72,119.09,117.17,117.7,4342274.0
2014-01-01,118.15,118.52,117.07,117.37,1108311.0
2014-01-02,118.13,119.31,114.07,114.77,3327354.0
2014-01-03,115.3,116.42,112.08,112.36,6179318.0
2014-01-04,115.3,116.42,112.08,112.36,6179318.0
2014-01-05,115.3,116.42,112.08,112.36,6179318.0
2014-01-06,113.26,116.03,112.91,114.46,3815864.0
2014-01-07,114.48,115.26,112.06,112.55,3774926.0
2014-01-08,112.91,113.57,110.84,111.3,3625007.0
2014-01-09,111.63,114.67,110.41,114.2,4409036.0
2014-01-10,114.46,117.23,112.44,115.72,7075575.0
2014-01-11,114.46,117.23,112.44,115.72,7075575.0
2014-01-12,114.46,117.23,112.44,115.72,7075575.0
2014-01-13,118.15,119.74,117.54,119.33,5856512.0
2014-01-14,119.33,119.33,116.72,118.25,4223352.0
2014-01-15,118.96,120.1,117.33,118.88,3469956.0
2014-01-16,119.78,119.78,115.56,116.91,5505941.0
2014-01-17,115.72,118.76,115.4,117.13,6339609.0
