,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity
2022-11-18,467.33,471.35,459.01,463.75,1218799.0
2022-11-19,467.33,471.35,459.01,463.75,1218799.0
2022-11-20,467.33,471.35,459.01,463.75,1218799.0
2022-11-21,464.24,469.66,457.99,467.04,1127388.0
2022-11-22,470.82,474.01,466.07,471.16,841054.0
2022-11-23,478.12,484.9,473.24,477.3,2664603.0
2022-11-24,477.16,480.35,464.91,466.66,1254364.0
2022-11-25,467.09,471.93,466.32,470.43,688735.0
2022-11-26,467.09,471.93,466.32,470.43,688735.0
2022-11-27,467.09,471.93,466.32,470.43,688735.0
2022-11-28,472.27,475.7,469.08,472.51,759758.0
2022-11-29,469.66,475.27,468.25,473.67,741797.0
2022-11-30,473.53,480.79,473.53,476.0,899713.0
2022-12-01,480.06,480.59,474.83,478.75,1162189.0
2022-12-02,478.75,485.38,475.08,475.85,3050464.0
2022-12-03,478.75,485.38,475.08,475.85,3050464.0
2022-12-04,478.75,485.38,475.08,475.85,3050464.0
2022-12-05,475.7,481.03,472.95,480.45,600604.0
2022-12-06,481.8,482.63,476.48,480.59,1360475.0
2022-12-07,482.92,482.92,474.25,477.3,584950.0
2022-12-08,480.69,484.51,475.22,481.03,743890.0
2022-12-09,482.24,491.09,477.83,480.4,1539043.0
2022-12-10,482.24,491.09,477.83,480.4,1539043.0
2022-12-11,482.24,491.09,477.83,480.4,1539043.0
2022-12-12,480.64,484.71,477.5,482.48,344441.0
2022-12-13,482.67,490.32,482.0,488.34,1117985.0
2022-12-14,482.48,491.97,482.48,490.66,462224.0
2022-12-15,492.16,497.92,482.96,488.0,1201201.0
2022-12-16,482.67,488.67,479.62,483.54,622290.0
2022-12-17,482.67,488.67,479.62,483.54,622290.0
2022-12-18,482.67,488.67,479.62,483.54,622290.0
2022-12-19,480.06,494.38,480.06,490.85,712126.0
2022-12-20,491.67,498.3,486.06,495.84,1539940.0
2022-12-21,497.05,503.77,486.79,489.01,1573608.0
2022-12-22,492.64,493.47,481.46,488.87,666119.0
2022-12-23,484.37,491.67,465.74,468.11,427993.0
2022-12-24,484.37,491.67,465.74,468.11,427993.0
2022-12-25,484.37,491.67,465.74,468.11,427993.0
2022-12-26,460.12,482.58,460.12,478.17,410897.0
2022-12-27,477.16,482.92,471.4,472.85,550903.0
2022-12-28,472.85,474.4,467.87,469.27,441030.0
2022-12-29,466.51,471.16,462.64,469.56,588594.0
2022-12-30,474.2,477.4,469.46,471.01,463225.0
2022-12-31,474.2,477.4,469.46,471.01,463225.0
2023-01-01,474.2,477.4,469.46,471.01,463225.0
2023-01-02,473.24,473.91,467.48,472.75,279813.0
2023-01-03,473.29,475.7,465.98,471.2,1190300.0
2023-01-04,468.45,471.35,460.94,463.07,596921.0
2023-01-05,469.17,469.17,459.83,466.41,280352.0
2023-01-06,467.38,467.87,461.19,464.53,225500.0
2023-01-07,467.38,467.87,461.19,464.53,225500.0
2023-01-08,467.38,467.87,461.19,464.53,225500.0
2023-01-09,461.72,468.45,461.72,464.09,423787.0
2023-01-10,460.22,466.99,456.15,458.43,434576.0
2023-01-11,460.7,460.7,451.02,453.06,1636046.0
2023-01-12,457.27,459.35,453.98,457.07,598884.0
2023-01-13,454.99,466.99,454.99,465.49,820192.0
2023-01-14,454.99,466.99,454.99,465.49,820192.0
2023-01-15,454.99,466.99,454.99,465.49,820192.0
2023-01-16,467.48,469.22,463.66,466.95,320101.0
2023-01-17,470.28,470.28,463.32,467.77,339572.0
2023-01-18,461.72,471.49,461.72,470.09,318570.0
2023-01-19,469.17,472.22,466.27,471.49,319439.0
2023-01-20,466.9,473.24,466.03,469.03,335813.0
2023-01-21,466.9,473.24,466.03,469.03,335813.0
2023-01-22,466.9,473.24,466.03,469.03,335813.0
2023-01-23,464.57,475.7,464.57,474.06,417428.0
2023-01-24,474.06,474.54,456.35,458.28,654212.0
2023-01-25,454.56,462.69,448.99,451.31,1168348.0
2023-01-26,454.56,462.69,448.99,451.31,1168348.0
2023-01-27,459.15,459.15,430.55,437.86,630745.0
2023-01-28,459.15,459.15,430.55,437.86,630745.0
2023-01-29,459.15,459.15,430.55,437.86,630745.0
2023-01-30,433.6,439.99,429.68,435.68,317405.0
2023-01-31,442.7,450.06,437.28,447.15,823617.0
2023-02-01,447.69,456.01,433.7,440.33,560189.0
2023-02-02,439.75,452.38,438.2,441.3,423339.0
2023-02-03,445.22,445.22,427.26,432.05,828284.0
2023-02-04,445.22,445.22,427.26,432.05,828284.0
2023-02-05,445.22,445.22,427.26,432.05,828284.0
2023-02-06,430.12,454.94,424.99,445.46,1223286.0
2023-02-07,446.09,448.12,438.25,442.94,475161.0
2023-02-08,441.88,447.06,439.85,444.59,260641.0
2023-02-09,450.01,450.01,440.14,444.25,211527.0
2023-02-10,441.59,448.07,441.35,446.52,140272.0
2023-02-11,441.59,448.07,441.35,446.52,140272.0
2023-02-12,441.59,448.07,441.35,446.52,140272.0
2023-02-13,447.89,450.48,435.89,437.4,438137.0
2023-02-14,437.4,441.3,433.45,438.52,373336.0
2023-02-15,443.65,443.65,434.33,441.84,542635.0
2023-02-16,444.18,446.91,441.89,445.84,189765.0
2023-02-17,448.08,450.23,442.08,443.35,405009.0
2023-02-18,448.08,450.23,442.08,443.35,405009.0
2023-02-19,448.08,450.23,442.08,443.35,405009.0
2023-02-20,441.6,444.82,437.4,439.5,276115.0
2023-02-21,439.99,441.94,432.13,432.72,478082.0
2023-02-22,432.67,434.13,422.03,427.64,519094.0
2023-02-23,425.01,429.69,420.47,427.5,397742.0
2023-02-24,427.64,430.86,420.57,422.62,405524.0
2023-02-25,427.64,430.86,420.57,422.62,405524.0
2023-02-26,427.64,430.86,420.57,422.62,405524.0
2023-02-27,421.84,424.47,414.08,416.76,345296.0
2023-02-28,418.08,423.3,415.83,418.32,259818.0
2023-03-01,416.96,429.35,416.96,428.67,387398.0
2023-03-02,423.98,433.74,423.49,431.3,633171.0
2023-03-03,432.62,434.67,426.62,428.86,234985.0
2023-03-04,432.62,434.67,426.62,428.86,234985.0
2023-03-05,432.62,434.67,426.62,428.86,234985.0
2023-03-06,424.47,432.18,424.47,429.01,401496.0
2023-03-07,424.47,432.18,424.47,429.01,401496.0
2023-03-08,427.4,435.5,427.4,433.25,495818.0
2023-03-09,435.2,436.77,430.18,431.2,722134.0
2023-03-10,428.23,431.11,423.49,426.32,604890.0
2023-03-11,428.23,431.11,423.49,426.32,604890.0
2023-03-12,428.23,431.11,423.49,426.32,604890.0
2023-03-13,427.69,429.01,416.32,418.96,345871.0
2023-03-14,418.76,422.52,414.96,420.18,329253.0
2023-03-15,423.49,423.69,410.66,412.61,277908.0
2023-03-16,412.76,428.13,408.91,424.52,685323.0
2023-03-17,427.4,428.91,416.42,421.2,621318.0
2023-03-18,427.4,428.91,416.42,421.2,621318.0
2023-03-19,427.4,428.91,416.42,421.2,621318.0
2023-03-20,421.1,428.96,415.44,424.03,207955.0
2023-03-21,421.09,425.95,420.35,421.58,231390.0
2023-03-22,419.17,430.61,419.17,423.84,324415.0
2023-03-23,424.38,430.85,410.88,419.32,897092.0
2023-03-24,416.38,420.74,408.77,410.88,294922.0
2023-03-25,416.38,420.74,408.77,410.88,294922.0
2023-03-26,416.38,420.74,408.77,410.88,294922.0
2023-03-27,410.24,412.84,400.58,401.95,496268.0
2023-03-28,404.55,404.55,386.49,390.56,2037086.0
2023-03-29,390.61,399.54,389.29,398.61,515479.0
2023-03-30,390.61,399.54,389.29,398.61,515479.0
2023-03-31,398.56,409.85,397.63,408.13,1277636.0
2023-04-01,398.56,409.85,397.63,408.13,1277636.0
2023-04-02,398.56,409.85,397.63,408.13,1277636.0
2023-04-03,408.33,414.22,408.28,411.13,564146.0
2023-04-04,408.33,414.22,408.28,411.13,564146.0
2023-04-05,409.36,415.44,408.97,413.43,645400.0
2023-04-06,409.41,416.43,409.41,414.76,205433.0
2023-04-07,409.41,416.43,409.41,414.76,205433.0
2023-04-08,409.41,416.43,409.41,414.76,205433.0
2023-04-09,409.41,416.43,409.41,414.76,205433.0
2023-04-10,417.11,419.96,413.63,417.26,263315.0
2023-04-11,412.4,423.39,412.4,421.43,448174.0
2023-04-12,422.02,426.93,421.04,425.95,378323.0
2023-04-13,426.09,427.52,415.59,421.09,489732.0
2023-04-14,426.09,427.52,415.59,421.09,489732.0
2023-04-15,426.09,427.52,415.59,421.09,489732.0
2023-04-16,426.09,427.52,415.59,421.09,489732.0
2023-04-17,421.04,423.15,413.58,414.71,284202.0
2023-04-18,416.13,420.45,413.19,416.23,728324.0
2023-04-19,421.14,421.14,411.52,412.3,251183.0
2023-04-20,413.19,414.41,408.33,409.16,364213.0
2023-04-21,409.21,412.16,406.32,410.68,326454.0
2023-04-22,409.21,412.16,406.32,410.68,326454.0
2023-04-23,409.21,412.16,406.32,410.68,326454.0
2023-04-24,411.42,414.07,408.28,412.55,275308.0
2023-04-25,413.19,415.25,409.9,412.16,363698.0
2023-04-26,413.19,414.61,410.34,412.45,201506.0
2023-04-27,412.84,421.23,411.27,420.06,664116.0
2023-04-28,421.87,424.96,419.81,423.79,380332.0
2023-04-29,421.87,424.96,419.81,423.79,380332.0
2023-04-30,421.87,424.96,419.81,423.79,380332.0
2023-05-01,421.87,424.96,419.81,423.79,380332.0
2023-05-02,423.64,430.61,423.64,426.83,493369.0
2023-05-03,425.95,435.02,424.87,425.85,642715.0
2023-05-04,427.91,431.64,427.07,429.53,248377.0
2023-05-05,430.85,432.82,420.25,421.92,382170.0
2023-05-06,430.85,432.82,420.25,421.92,382170.0
2023-05-07,430.85,432.82,420.25,421.92,382170.0
2023-05-08,424.91,427.66,421.92,426.93,200829.0
2023-05-09,428.89,430.21,423.74,425.31,173090.0
2023-05-10,425.36,427.91,421.43,426.68,209034.0
2023-05-11,425.95,431.29,423.84,427.91,682252.0
2023-05-12,427.91,429.87,424.23,426.93,364016.0
2023-05-13,427.91,429.87,424.23,426.93,364016.0
2023-05-14,427.91,429.87,424.23,426.93,364016.0
2023-05-15,422.17,444.64,421.09,440.47,1317955.0
2023-05-16,444.54,444.59,436.15,437.28,448908.0
2023-05-17,437.72,439.39,430.17,432.47,369325.0
2023-05-18,439.49,439.49,417.36,418.54,535775.0
2023-05-19,421.04,425.45,415.25,418.0,644202.0
2023-05-20,421.04,425.45,415.25,418.0,644202.0
2023-05-21,421.04,425.45,415.25,418.0,644202.0
2023-05-22,421.28,433.6,417.75,432.28,731380.0
2023-05-23,436.15,440.86,429.23,438.46,933596.0
2023-05-24,436.5,436.5,429.87,430.85,443775.0
2023-05-25,430.71,438.16,427.61,432.52,630005.0
2023-05-26,434.39,442.73,430.95,437.23,461532.0
2023-05-27,434.39,442.73,430.95,437.23,461532.0
2023-05-28,434.39,442.73,430.95,437.23,461532.0
2023-05-29,432.82,442.38,432.82,438.9,360303.0
2023-05-30,439.54,442.43,436.45,439.54,221006.0
2023-05-31,442.14,449.4,431.83,435.96,1365914.0
2023-06-01,437.18,445.87,437.13,444.69,635099.0
2023-06-02,449.45,449.94,443.07,447.54,685365.0
2023-06-03,449.45,449.94,443.07,447.54,685365.0
2023-06-04,449.45,449.94,443.07,447.54,685365.0
2023-06-05,447.54,455.39,447.54,451.32,1023683.0
2023-06-06,450.19,456.17,448.96,455.05,600620.0
2023-06-07,454.8,458.73,450.43,451.51,836779.0
2023-06-08,450.48,454.01,438.21,440.67,698023.0
2023-06-09,440.67,443.51,433.85,435.32,590123.0
2023-06-10,440.67,443.51,433.85,435.32,590123.0
2023-06-11,440.67,443.51,433.85,435.32,590123.0
2023-06-12,435.37,438.26,432.37,436.4,833343.0
2023-06-13,436.4,442.78,435.96,439.54,656781.0
2023-06-14,441.8,442.63,436.79,438.8,216149.0
2023-06-15,438.51,441.6,433.06,434.34,277687.0
2023-06-16,436.74,438.7,429.92,436.59,652935.0
2023-06-17,436.74,438.7,429.92,436.59,652935.0
2023-06-18,436.74,438.7,429.92,436.59,652935.0
2023-06-19,437.43,438.66,432.67,434.83,296708.0
2023-06-20,434.83,437.08,431.34,435.02,392108.0
2023-06-21,433.94,444.0,433.8,434.39,848356.0
2023-06-22,435.76,439.29,426.93,431.59,582404.0
2023-06-23,433.36,438.51,418.19,419.81,829620.0
2023-06-24,433.36,438.51,418.19,419.81,829620.0
2023-06-25,433.36,438.51,418.19,419.81,829620.0
2023-06-26,414.22,421.92,414.22,420.6,543858.0
2023-06-27,421.77,432.08,420.6,429.77,769570.0
2023-06-28,431.44,431.44,424.28,427.02,418010.0
2023-06-29,431.44,431.44,424.28,427.02,418010.0
2023-06-30,427.22,433.06,427.02,431.1,464969.0
2023-07-01,427.22,433.06,427.02,431.1,464969.0
2023-07-02,427.22,433.06,427.02,431.1,464969.0
2023-07-03,429.77,436.69,427.37,431.88,548146.0
2023-07-04,432.62,440.23,428.4,437.33,749783.0
2023-07-05,437.28,438.66,432.13,435.22,423649.0
2023-07-06,432.86,456.37,432.86,455.14,1806951.0
2023-07-07,454.95,464.86,449.5,453.72,2312535.0
2023-07-08,454.95,464.86,449.5,453.72,2312535.0
2023-07-09,454.95,464.86,449.5,453.72,2312535.0
2023-07-10,451.86,456.32,448.52,452.05,704777.0
2023-07-11,454.36,469.47,451.46,467.41,1334916.0
2023-07-12,466.77,482.87,462.6,479.83,2750583.0
2023-07-13,482.18,489.15,471.09,472.71,1842117.0
2023-07-14,472.07,487.78,467.75,485.37,1135217.0
2023-07-15,472.07,487.78,467.75,485.37,1135217.0
2023-07-16,472.07,487.78,467.75,485.37,1135217.0
2023-07-17,476.39,495.92,476.39,492.78,1200651.0
2023-07-18,490.72,499.46,490.72,498.47,946586.0
2023-07-19,493.57,517.91,493.57,508.39,2011991.0
2023-07-20,505.49,512.9,502.35,504.17,966096.0
2023-07-21,506.72,535.33,504.41,516.97,4128901.0
2023-07-22,506.72,535.33,504.41,516.97,4128901.0
2023-07-23,506.72,535.33,504.41,516.97,4128901.0
2023-07-24,524.43,534.69,511.33,531.25,1924197.0
2023-07-25,531.94,534.2,521.15,528.41,754132.0
2023-07-26,527.03,533.9,520.31,530.76,1256929.0
2023-07-27,521.19,531.3,515.4,520.11,2365638.0
2023-07-28,524.73,544.41,524.73,532.97,3675913.0
2023-07-29,524.73,544.41,524.73,532.97,3675913.0
2023-07-30,524.73,544.41,524.73,532.97,3675913.0
2023-07-31,532.63,539.3,529.98,531.55,1048583.0
2023-08-01,533.22,533.9,520.21,523.7,775374.0
2023-08-02,523.5,524.73,510.35,514.42,872863.0
2023-08-03,508.44,519.53,508.44,514.03,1062085.0
2023-08-04,519.08,529.63,510.59,523.3,702091.0
2023-08-05,519.08,529.63,510.59,523.3,702091.0
2023-08-06,519.08,529.63,510.59,523.3,702091.0
2023-08-07,526.54,529.39,521.39,524.78,478016.0
2023-08-08,529.24,534.64,518.1,533.12,718823.0
2023-08-09,533.22,534.49,521.15,524.33,937679.0
2023-08-10,531.89,543.18,526.05,539.84,2226126.0
2023-08-11,542.0,545.09,530.27,534.93,934741.0
2023-08-12,542.0,545.09,530.27,534.93,934741.0
2023-08-13,542.0,545.09,530.27,534.93,934741.0
2023-08-14,544.65,548.58,525.12,540.28,2574199.0
2023-08-15,544.65,548.58,525.12,540.28,2574199.0
2023-08-16,540.53,540.77,526.59,538.96,1020163.0
2023-08-17,535.87,551.57,532.24,542.3,1710386.0
2023-08-18,542.69,544.7,536.36,539.11,435643.0
2023-08-19,542.69,544.7,536.36,539.11,435643.0
2023-08-20,542.69,544.7,536.36,539.11,435643.0
2023-08-21,537.83,544.7,529.54,543.28,1355085.0
2023-08-22,544.91,544.91,535.14,538.02,787421.0
2023-08-23,538.16,568.24,538.16,564.07,5436773.0
2023-08-24,569.53,581.69,559.46,578.27,4750644.0
2023-08-25,578.47,611.32,573.45,599.81,9549118.0
2023-08-26,578.47,611.32,573.45,599.81,9549118.0
2023-08-27,578.47,611.32,573.45,599.81,9549118.0
2023-08-28,604.42,612.46,593.11,597.97,2533502.0
2023-08-29,595.64,603.38,590.92,599.76,1103131.0
2023-08-30,601.3,611.97,593.6,608.94,2732062.0
2023-08-31,615.39,623.88,608.49,612.46,3260687.0
2023-09-01,620.36,620.36,610.58,616.24,1014993.0
2023-09-02,620.36,620.36,610.58,616.24,1014993.0
2023-09-03,620.36,620.36,610.58,616.24,1014993.0
2023-09-04,616.09,617.43,602.64,605.66,941740.0
2023-09-05,604.13,617.38,604.13,610.73,919783.0
2023-09-06,610.48,615.0,602.54,610.83,996996.0
2023-09-07,609.44,619.31,607.9,612.81,849905.0
2023-09-08,612.32,622.19,611.17,615.39,829980.0
2023-09-09,612.32,622.19,611.17,615.39,829980.0
2023-09-10,612.32,622.19,611.17,615.39,829980.0
2023-09-11,620.36,622.49,608.54,610.68,863764.0
2023-09-12,610.93,618.42,589.24,595.09,1390151.0
2023-09-13,591.82,601.64,588.69,598.27,618102.0
2023-09-14,599.96,603.38,595.09,601.0,502249.0
2023-09-15,599.31,600.8,584.92,591.82,1977002.0
2023-09-16,599.31,600.8,584.92,591.82,1977002.0
2023-09-17,599.31,600.8,584.92,591.82,1977002.0
2023-09-18,592.02,598.52,587.9,589.24,500818.0
2023-09-19,592.02,598.52,587.9,589.24,500818.0
2023-09-20,594.25,594.25,582.39,589.34,781424.0
2023-09-21,579.36,593.6,579.36,582.93,483459.0
2023-09-22,577.03,598.02,577.03,589.68,826193.0
2023-09-23,577.03,598.02,577.03,589.68,826193.0
2023-09-24,577.03,598.02,577.03,589.68,826193.0
2023-09-25,589.58,598.12,584.12,595.24,642065.0
2023-09-26,595.24,612.86,585.96,587.4,1789035.0
2023-09-27,593.55,593.55,582.14,585.32,518237.0
2023-09-28,585.32,590.08,573.21,575.54,414649.0
2023-09-29,576.98,610.48,576.98,607.65,2904812.0
2023-09-30,576.98,610.48,576.98,607.65,2904812.0
2023-10-01,576.98,610.48,576.98,607.65,2904812.0
2023-10-02,576.98,610.48,576.98,607.65,2904812.0
2023-10-03,607.45,618.97,597.72,617.58,1772706.0
2023-10-04,613.46,615.44,601.2,606.66,1048989.0
2023-10-05,602.74,633.06,602.74,629.49,4300246.0
2023-10-06,631.47,635.1,622.99,625.42,1659024.0
2023-10-07,631.47,635.1,622.99,625.42,1659024.0
2023-10-08,631.47,635.1,622.99,625.42,1659024.0
2023-10-09,620.46,622.64,604.08,606.96,750607.0
2023-10-10,614.9,614.9,608.49,611.22,394251.0
2023-10-11,617.13,622.49,608.99,617.92,703812.0
2023-10-12,618.42,638.03,618.42,635.44,2576728.0
2023-10-13,635.3,640.51,626.41,628.84,883049.0
2023-10-14,635.3,640.51,626.41,628.84,883049.0
2023-10-15,635.3,640.51,626.41,628.84,883049.0
2023-10-16,628.35,644.92,588.39,639.81,2815617.0
2023-10-17,639.96,647.21,630.88,637.73,1715904.0
2023-10-18,639.22,660.06,637.13,656.94,4355824.0
2023-10-19,658.08,661.6,645.22,655.69,1605675.0
2023-10-20,654.21,655.64,642.29,645.37,548741.0
2023-10-21,654.21,655.64,642.29,645.37,548741.0
2023-10-22,654.21,655.64,642.29,645.37,548741.0
2023-10-23,644.97,646.21,620.41,626.96,1468764.0
2023-10-24,644.97,646.21,620.41,626.96,1468764.0
2023-10-25,621.35,632.66,618.92,629.89,1144793.0
2023-10-26,631.32,631.32,609.49,618.92,1252186.0
2023-10-27,619.36,630.63,616.34,628.74,533509.0
2023-10-28,619.36,630.63,616.34,628.74,533509.0
2023-10-29,619.36,630.63,616.34,628.74,533509.0
2023-10-30,627.6,632.42,613.61,626.36,1218814.0
2023-10-31,634.25,636.98,623.63,629.29,740073.0
2023-11-01,631.52,641.15,625.37,637.53,794097.0
2023-11-02,644.92,644.92,628.84,635.2,1302269.0
2023-11-03,639.27,651.72,636.14,647.95,1055944.0
2023-11-04,639.27,651.72,636.14,647.95,1055944.0
2023-11-05,639.27,651.72,636.14,647.95,1055944.0
2023-11-06,660.06,660.06,645.47,646.66,524778.0
2023-11-07,648.0,650.04,640.51,647.5,397436.0
2023-11-08,654.11,655.94,645.02,652.82,630526.0
2023-11-09,655.74,655.74,647.06,651.08,660346.0
2023-11-10,649.19,653.11,636.73,642.14,868418.0
2023-11-11,649.19,653.11,636.73,642.14,868418.0
2023-11-12,643.29,649.44,635.3,646.21,159955.0
2023-11-13,648.2,669.54,646.81,667.31,2347716.0
2023-11-14,648.2,669.54,646.81,667.31,2347716.0
2023-11-15,668.1,673.46,659.12,661.05,1063748.0
2023-11-16,659.17,667.01,655.6,664.83,769459.0
2023-11-17,667.56,682.94,665.57,669.49,1196471.0
2023-11-18,667.56,682.94,665.57,669.49,1196471.0
2023-11-19,667.56,682.94,665.57,669.49,1196471.0
2023-11-20,669.59,678.38,668.35,675.15,602675.0
2023-11-21,678.3,681.4,660.5,662.55,484306.0
2023-11-22,662.2,672.9,658.45,663.1,595919.0
2023-11-23,659.95,666.95,655.35,663.45,669621.0
2023-11-24,663.85,678.65,663.45,669.9,683411.0
2023-11-25,663.85,678.65,663.45,669.9,683411.0
2023-11-26,663.85,678.65,663.45,669.9,683411.0
2023-11-27,663.85,678.65,663.45,669.9,683411.0
2023-11-28,665.25,676.0,663.0,674.7,816941.0
2023-11-29,674.2,678.9,667.65,670.6,689994.0
2023-11-30,670.15,678.9,670.05,674.4,791412.0
2023-12-01,674.6,686.85,668.7,673.75,1156826.0
2023-12-02,674.6,686.85,668.7,673.75,1156826.0
2023-12-03,674.6,686.85,668.7,673.75,1156826.0
2023-12-04,672.85,680.1,670.5,676.65,891349.0
2023-12-05,680.0,680.0,662.65,664.8,659353.0
2023-12-06,665.95,676.0,661.65,665.85,542587.0
2023-12-07,675.0,687.0,668.1,679.5,824061.0
2023-12-08,686.75,704.0,666.9,671.6,2198710.0
2023-12-09,686.75,704.0,666.9,671.6,2198710.0
2023-12-10,686.75,704.0,666.9,671.6,2198710.0
2023-12-11,675.25,677.0,666.05,673.15,895773.0
2023-12-12,674.25,688.0,670.35,673.45,973590.0
2023-12-13,675.8,686.15,673.3,684.1,640492.0
2023-12-14,685.0,697.45,683.15,688.9,1229973.0
2023-12-15,692.0,699.2,688.6,695.7,991566.0
2023-12-16,692.0,699.2,688.6,695.7,991566.0
2023-12-17,692.0,699.2,688.6,695.7,991566.0
2023-12-18,691.35,700.0,687.7,692.1,528764.0
2023-12-19,697.05,697.05,686.0,692.6,332855.0
2023-12-20,691.35,720.0,671.05,677.95,2658990.0
2023-12-21,670.7,696.0,665.4,693.85,660113.0
2023-12-22,697.0,729.0,691.15,725.55,2202692.0
2023-12-23,697.0,729.0,691.15,725.55,2202692.0
2023-12-24,697.0,729.0,691.15,725.55,2202692.0
2023-12-25,697.0,729.0,691.15,725.55,2202692.0
2023-12-26,724.35,731.9,708.9,710.8,968205.0
2023-12-27,709.95,716.85,700.95,705.0,555128.0
2023-12-28,708.9,717.35,700.65,715.55,920240.0
2023-12-29,715.0,716.0,706.85,712.2,484743.0
2023-12-30,715.0,716.0,706.85,712.2,484743.0
2023-12-31,715.0,716.0,706.85,712.2,484743.0
2024-01-01,712.2,715.9,706.2,710.3,321278.0
2024-01-02,713.7,715.7,700.2,707.0,556441.0
2024-01-03,707.15,723.7,704.5,718.9,939209.0
2024-01-04,719.65,734.9,716.25,729.75,640289.0
2024-01-05,732.75,734.35,716.35,721.3,560431.0
2024-01-06,732.75,734.35,716.35,721.3,560431.0
2024-01-07,732.75,734.35,716.35,721.3,560431.0
2024-01-08,723.9,733.75,712.85,719.9,752932.0
2024-01-09,731.85,732.3,689.5,721.9,476653.0
2024-01-10,730.85,730.85,714.05,718.2,714308.0
2024-01-11,712.3,722.8,703.85,710.7,930353.0
2024-01-12,714.95,717.75,707.9,709.3,407963.0
2024-01-13,714.95,717.75,707.9,709.3,407963.0
2024-01-14,714.95,717.75,707.9,709.3,407963.0
2024-01-15,713.95,713.95,685.05,687.45,1185611.0
2024-01-16,688.0,690.85,671.15,673.8,675713.0
2024-01-17,687.2,687.2,662.0,665.7,627386.0
2024-01-18,665.8,675.5,656.1,671.15,556403.0
2024-01-19,680.3,680.3,666.4,669.4,896900.0
2024-01-20,666.1,673.0,660.7,665.0,146185.0
2024-01-21,666.1,673.0,660.7,665.0,146185.0
2024-01-22,666.1,673.0,660.7,665.0,146185.0
2024-01-23,664.9,665.1,617.25,619.75,1331361.0
2024-01-24,620.0,645.5,614.0,643.95,851943.0
2024-01-25,644.05,658.0,641.0,649.75,698959.0
2024-01-26,644.05,658.0,641.0,649.75,698959.0
2024-01-27,644.05,658.0,641.0,649.75,698959.0
2024-01-28,644.05,658.0,641.0,649.75,698959.0
2024-01-29,650.95,666.45,646.3,662.65,516501.0
2024-01-30,659.9,671.05,653.05,655.5,715013.0
2024-01-31,655.25,667.55,652.05,658.6,854193.0
2024-02-01,659.1,667.95,646.3,654.75,515639.0
2024-02-02,647.9,665.25,643.7,650.55,495006.0
2024-02-03,647.9,665.25,643.7,650.55,495006.0
2024-02-04,647.9,665.25,643.7,650.55,495006.0
2024-02-05,642.0,673.0,628.05,645.0,648775.0
2024-02-06,651.85,652.95,638.55,641.15,702723.0
2024-02-07,641.05,645.95,634.25,640.6,311799.0
2024-02-08,641.0,655.0,636.05,639.25,564378.0
2024-02-09,635.8,637.95,618.05,622.75,465894.0
2024-02-10,635.8,637.95,618.05,622.75,465894.0
2024-02-11,635.8,637.95,618.05,622.75,465894.0
2024-02-12,624.4,628.9,604.45,606.6,346168.0
2024-02-13,600.2,615.95,599.05,613.4,329886.0
