,NMDC IN Equity,NMDC IN Equity,NMDC IN Equity,NMDC IN Equity,NMDC IN Equity
2021-06-16,110.78,112.74,109.19,109.5,15129331.0
2021-06-17,108.3,110.54,107.91,110.11,12728379.0
2021-06-18,110.23,111.15,105.06,109.13,13823210.0
2021-06-19,110.23,111.15,105.06,109.13,13823210.0
2021-06-20,110.23,111.15,105.06,109.13,13823210.0
2021-06-21,107.87,113.85,106.44,113.2,16721225.0
2021-06-22,114.21,114.95,112.93,113.54,16556108.0
2021-06-23,115.74,115.84,109.04,109.5,41213010.0
2021-06-24,110.23,110.23,106.62,107.54,19247002.0
2021-06-25,108.98,110.35,108.12,108.85,11818323.0
2021-06-26,108.98,110.35,108.12,108.85,11818323.0
2021-06-27,108.98,110.35,108.12,108.85,11818323.0
2021-06-28,110.11,113.26,109.44,111.52,27168547.0
2021-06-29,111.98,113.05,110.63,111.18,21520891.0
2021-06-30,112.07,114.46,111.61,112.74,19886311.0
2021-07-01,113.29,113.57,112.04,112.96,9864843.0
2021-07-02,114.52,114.52,111.15,112.04,10731748.0
2021-07-03,114.52,114.52,111.15,112.04,10731748.0
2021-07-04,114.52,114.52,111.15,112.04,10731748.0
2021-07-05,112.41,112.9,106.99,107.32,27343808.0
2021-07-06,104.35,107.48,103.04,103.77,69696994.0
2021-07-07,101.66,103.25,101.66,103.04,56844754.0
2021-07-08,102.91,104.02,101.72,102.33,33341778.0
2021-07-09,102.73,102.91,101.44,102.61,22031396.0
2021-07-10,102.73,102.91,101.44,102.61,22031396.0
2021-07-11,102.73,102.91,101.44,102.61,22031396.0
2021-07-12,102.88,103.34,101.2,101.44,17390860.0
2021-07-13,102.15,106.99,101.44,105.21,37870760.0
2021-07-14,108.27,108.4,104.84,105.36,41208529.0
2021-07-15,106.1,106.22,105.06,105.73,11038518.0
2021-07-16,106.37,110.08,105.39,109.44,45063835.0
2021-07-17,106.37,110.08,105.39,109.44,45063835.0
2021-07-18,106.37,110.08,105.39,109.44,45063835.0
2021-07-19,108.64,109.77,105.64,107.08,17341590.0
2021-07-20,107.05,107.35,104.23,105.06,11010346.0
2021-07-21,107.05,107.35,104.23,105.06,11010346.0
2021-07-22,106.16,108.09,102.91,107.54,16372405.0
2021-07-23,108.06,109.68,105.73,106.25,49249725.0
2021-07-24,108.06,109.68,105.73,106.25,49249725.0
2021-07-25,108.06,109.68,105.73,106.25,49249725.0
2021-07-26,106.13,108.03,105.67,107.05,16129326.0
2021-07-27,107.42,108.76,106.37,106.89,15287725.0
2021-07-28,106.93,107.75,104.94,106.68,14175983.0
2021-07-29,107.35,113.17,106.8,111.92,43863819.0
2021-07-30,111.82,114.21,110.42,110.97,24198448.0
2021-07-31,111.82,114.21,110.42,110.97,24198448.0
2021-08-01,111.82,114.21,110.42,110.97,24198448.0
2021-08-02,111.86,112.38,108.49,110.32,17133139.0
2021-08-03,110.32,111.95,109.01,110.94,11308614.0
2021-08-04,110.97,112.84,109.31,109.74,11783825.0
2021-08-05,109.25,110.84,106.83,110.26,14953926.0
2021-08-06,110.48,111.33,108.98,109.22,10273620.0
2021-08-07,110.48,111.33,108.98,109.22,10273620.0
2021-08-08,110.48,111.33,108.98,109.22,10273620.0
2021-08-09,110.11,110.11,106.28,106.83,10449300.0
2021-08-10,107.17,107.42,102.3,103.13,11685391.0
2021-08-11,104.11,105.82,102.24,105.21,14152690.0
2021-08-12,105.61,107.23,104.26,106.22,9613276.0
2021-08-13,107.17,108.15,103.5,105.18,19700118.0
2021-08-14,107.17,108.15,103.5,105.18,19700118.0
2021-08-15,107.17,108.15,103.5,105.18,19700118.0
2021-08-16,105.03,107.45,104.2,105.58,10553770.0
2021-08-17,105.33,106.07,101.63,102.58,14423131.0
2021-08-18,102.88,103.19,101.54,102.24,8932512.0
2021-08-19,102.88,103.19,101.54,102.24,8932512.0
2021-08-20,99.42,99.42,92.01,92.47,30299690.0
2021-08-21,99.42,99.42,92.01,92.47,30299690.0
2021-08-22,99.42,99.42,92.01,92.47,30299690.0
2021-08-23,93.39,94.77,88.95,89.9,16227987.0
2021-08-24,90.94,95.17,90.82,94.77,15949093.0
2021-08-25,96.21,96.7,94.03,95.69,12379478.0
2021-08-26,95.08,96.42,90.57,90.97,45487481.0
2021-08-27,91.55,94.92,91.55,93.21,31438087.0
2021-08-28,91.55,94.92,91.55,93.21,31438087.0
2021-08-29,91.55,94.92,91.55,93.21,31438087.0
2021-08-30,93.7,95.53,93.7,95.26,15139785.0
2021-08-31,95.53,96.02,93.7,94.34,13032506.0
2021-09-01,94.31,94.31,91.86,93.21,13618263.0
2021-09-02,93.02,94.46,92.5,93.88,8403567.0
2021-09-03,93.57,95.99,93.57,94.68,11614605.0
2021-09-04,93.57,95.99,93.57,94.68,11614605.0
2021-09-05,93.57,95.99,93.57,94.68,11614605.0
2021-09-06,94.31,95.5,92.66,94.1,12027501.0
2021-09-07,93.82,94.74,92.47,92.69,9524926.0
2021-09-08,92.96,93.64,92.35,93.24,5794817.0
2021-09-09,93.09,93.88,92.63,93.09,6016346.0
2021-09-10,93.09,93.88,92.63,93.09,6016346.0
2021-09-11,93.09,93.88,92.63,93.09,6016346.0
2021-09-12,93.09,93.88,92.63,93.09,6016346.0
2021-09-13,93.09,93.48,91.98,92.81,5981621.0
2021-09-14,92.87,94.13,92.53,93.02,8132872.0
2021-09-15,93.12,94.62,92.84,94.46,8480694.0
2021-09-16,94.46,94.74,92.9,93.15,7180815.0
2021-09-17,93.57,93.57,89.41,90.27,21823425.0
2021-09-18,93.57,93.57,89.41,90.27,21823425.0
2021-09-19,93.57,93.57,89.41,90.27,21823425.0
2021-09-20,88.19,88.19,82.67,83.29,24738264.0
2021-09-21,83.29,84.97,81.69,84.57,16483448.0
2021-09-22,84.57,89.26,84.11,88.55,21592237.0
2021-09-23,90.02,90.02,86.96,87.51,11577014.0
2021-09-24,87.51,88.83,85.31,85.74,10987488.0
2021-09-25,87.51,88.83,85.31,85.74,10987488.0
2021-09-26,87.51,88.83,85.31,85.74,10987488.0
2021-09-27,85.98,86.56,84.88,85.64,8353486.0
2021-09-28,85.67,87.51,85.22,86.04,10099110.0
2021-09-29,85.12,88.71,85.09,87.51,14142933.0
2021-09-30,88.77,90.88,87.3,87.57,19741467.0
2021-10-01,87.76,89.04,86.32,87.97,11842564.0
2021-10-02,87.76,89.04,86.32,87.97,11842564.0
2021-10-03,87.76,89.04,86.32,87.97,11842564.0
2021-10-04,88.68,91.09,87.6,90.88,16981048.0
2021-10-05,90.64,91.58,89.47,89.81,16853138.0
2021-10-06,90.64,91.19,87.45,87.79,10907944.0
2021-10-07,88.74,89.5,87.85,88.4,7697752.0
2021-10-08,89.41,91.28,88.37,89.17,10183340.0
2021-10-09,89.41,91.28,88.37,89.17,10183340.0
2021-10-10,89.41,91.28,88.37,89.17,10183340.0
2021-10-11,89.87,94.31,89.41,93.73,28457537.0
2021-10-12,94.92,94.92,91.43,92.84,17654180.0
2021-10-13,93.33,94.92,92.11,92.84,15759156.0
2021-10-14,93.12,94.55,93.12,94.03,10811220.0
2021-10-15,93.12,94.55,93.12,94.03,10811220.0
2021-10-16,93.12,94.55,93.12,94.03,10811220.0
2021-10-17,93.12,94.55,93.12,94.03,10811220.0
2021-10-18,95.2,97.74,95.08,96.48,24826408.0
2021-10-19,97.68,97.68,92.72,93.3,17787529.0
2021-10-20,92.78,93.61,90.67,91.34,12950811.0
2021-10-21,91.86,92.04,88.31,89.38,15464620.0
2021-10-22,89.44,90.02,86.35,87.27,10603274.0
2021-10-23,89.44,90.02,86.35,87.27,10603274.0
2021-10-24,89.44,90.02,86.35,87.27,10603274.0
2021-10-25,87.27,88.16,85.0,86.04,8779982.0
2021-10-26,86.2,87.76,85.58,87.3,10836150.0
2021-10-27,87.54,88.16,85.74,85.92,9828533.0
2021-10-28,85.74,87.18,81.51,82.4,28744123.0
2021-10-29,82.52,88.68,81.82,87.67,40986692.0
2021-10-30,82.52,88.68,81.82,87.67,40986692.0
2021-10-31,82.52,88.68,81.82,87.67,40986692.0
2021-11-01,88.19,89.81,87.82,89.2,14337086.0
2021-11-02,89.41,89.41,86.65,86.87,11462105.0
2021-11-03,87.05,87.79,86.35,86.9,8373063.0
2021-11-04,87.45,87.57,86.96,87.18,1480987.0
2021-11-05,87.45,87.57,86.96,87.18,1480987.0
2021-11-06,87.45,87.57,86.96,87.18,1480987.0
2021-11-07,87.45,87.57,86.96,87.18,1480987.0
2021-11-08,87.91,89.47,86.75,88.95,8230958.0
2021-11-09,89.41,90.94,88.65,90.51,11313788.0
2021-11-10,90.27,90.27,88.19,88.34,8385329.0
2021-11-11,88.65,89.29,87.45,88.58,8098277.0
2021-11-12,90.02,90.48,87.11,87.6,12076571.0
2021-11-13,90.02,90.48,87.11,87.6,12076571.0
2021-11-14,90.02,90.48,87.11,87.6,12076571.0
2021-11-15,88.06,88.22,85.74,85.86,6238448.0
2021-11-16,86.35,86.93,84.82,85.4,6146100.0
2021-11-17,85.0,86.1,84.11,84.63,8637104.0
2021-11-18,84.82,85.28,82.86,83.16,8376759.0
2021-11-19,84.82,85.28,82.86,83.16,8376759.0
2021-11-20,84.82,85.28,82.86,83.16,8376759.0
2021-11-21,84.82,85.28,82.86,83.16,8376759.0
2021-11-22,83.56,84.02,81.54,83.04,8921705.0
2021-11-23,83.29,87.94,83.29,87.11,26875285.0
2021-11-24,87.73,88.65,86.62,87.57,11016746.0
2021-11-25,87.63,87.97,86.56,87.57,7148670.0
2021-11-26,86.29,87.42,82.98,83.23,10886687.0
2021-11-27,86.29,87.42,82.98,83.23,10886687.0
2021-11-28,86.29,87.42,82.98,83.23,10886687.0
2021-11-29,82.7,84.51,80.1,82.64,10646835.0
2021-11-30,82.67,84.33,81.05,81.36,7870976.0
2021-12-01,81.08,84.82,81.08,84.27,12087367.0
2021-12-02,84.36,87.14,83.16,86.72,26027900.0
2021-12-03,87.85,90.33,87.33,89.38,31045723.0
2021-12-04,87.85,90.33,87.33,89.38,31045723.0
2021-12-05,87.85,90.33,87.33,89.38,31045723.0
2021-12-06,89.41,89.41,86.65,87.54,25380656.0
2021-12-07,88.8,89.59,88.22,88.98,14171780.0
2021-12-08,89.96,90.33,89.41,89.99,11503491.0
2021-12-09,90.15,90.76,89.56,90.05,12037703.0
2021-12-10,90.05,90.91,89.78,90.57,11210963.0
2021-12-11,90.05,90.91,89.78,90.57,11210963.0
2021-12-12,90.05,90.91,89.78,90.57,11210963.0
2021-12-13,91.13,91.92,89.84,90.33,16014214.0
2021-12-14,90.66,91.54,89.68,90.43,17222385.0
2021-12-15,90.99,92.23,89.78,89.91,9789741.0
2021-12-16,90.3,90.79,88.22,89.0,6697982.0
2021-12-17,88.97,89.32,87.53,88.02,6349542.0
2021-12-18,88.97,89.32,87.53,88.02,6349542.0
2021-12-19,88.97,89.32,87.53,88.02,6349542.0
2021-12-20,87.37,87.37,83.36,85.12,12424368.0
2021-12-21,86.1,87.92,81.53,86.94,9698963.0
2021-12-22,87.73,87.86,86.65,87.37,4946508.0
2021-12-23,88.25,89.36,87.5,88.02,5171414.0
2021-12-24,88.71,88.71,85.97,86.49,3684565.0
2021-12-25,88.71,88.71,85.97,86.49,3684565.0
2021-12-26,88.71,88.71,85.97,86.49,3684565.0
2021-12-27,86.16,87.43,85.12,86.42,5125621.0
2021-12-28,87.11,87.11,86.36,86.55,3903327.0
2021-12-29,85.51,87.04,85.25,85.7,5086575.0
2021-12-30,86.39,86.39,84.66,85.7,12807721.0
2021-12-31,85.57,87.66,85.54,86.94,5323505.0
2022-01-01,85.57,87.66,85.54,86.94,5323505.0
2022-01-02,85.57,87.66,85.54,86.94,5323505.0
2022-01-03,87.4,88.44,87.11,88.25,4336301.0
2022-01-04,88.38,89.03,87.6,88.57,4158163.0
2022-01-05,88.57,90.6,88.22,90.4,5554537.0
2022-01-06,90.01,91.15,89.0,90.43,6064324.0
2022-01-07,90.76,91.09,89.29,90.43,3684324.0
2022-01-08,90.76,91.09,89.29,90.43,3684324.0
2022-01-09,90.76,91.09,89.29,90.43,3684324.0
2022-01-10,91.35,92.1,90.86,91.28,5865500.0
2022-01-11,90.92,91.61,88.77,89.0,5931941.0
2022-01-12,90.34,92.78,90.04,92.16,12287170.0
2022-01-13,92.85,95.52,91.97,95.26,12784966.0
2022-01-14,95.1,95.81,94.12,95.2,5519091.0
2022-01-15,95.1,95.81,94.12,95.2,5519091.0
2022-01-16,95.1,95.81,94.12,95.2,5519091.0
2022-01-17,95.23,95.49,93.56,94.44,5116930.0
2022-01-18,94.74,95.03,91.12,91.35,6513691.0
2022-01-19,91.35,93.34,91.15,92.36,5138390.0
2022-01-20,92.62,94.54,92.19,93.43,6886599.0
2022-01-21,93.43,93.47,90.27,91.15,5054700.0
2022-01-22,93.43,93.47,90.27,91.15,5054700.0
2022-01-23,93.43,93.47,90.27,91.15,5054700.0
2022-01-24,91.15,91.18,86.78,87.37,7533853.0
2022-01-25,86.78,89.59,86.62,88.48,5234854.0
2022-01-26,86.78,89.59,86.62,88.48,5234854.0
2022-01-27,88.51,89.06,86.62,87.53,10959017.0
2022-01-28,88.71,92.06,88.05,90.07,10614495.0
2022-01-29,88.71,92.06,88.05,90.07,10614495.0
2022-01-30,88.71,92.06,88.05,90.07,10614495.0
2022-01-31,91.97,92.19,90.07,90.63,7154027.0
2022-02-01,91.87,95.23,90.47,94.9,13176838.0
2022-02-02,95.52,98.62,94.77,98.16,20494507.0
2022-02-03,98.49,101.07,97.71,100.41,27620457.0
2022-02-04,100.97,101.42,99.53,100.05,14188169.0
2022-02-05,100.97,101.42,99.53,100.05,14188169.0
2022-02-06,100.97,101.42,99.53,100.05,14188169.0
2022-02-07,100.74,101.75,99.43,100.41,12403865.0
2022-02-08,100.77,101.33,98.03,100.05,13217936.0
2022-02-09,100.12,102.83,99.66,101.55,18154875.0
2022-02-10,101.75,104.69,101.75,103.9,19060572.0
2022-02-11,103.64,105.27,102.47,103.15,15451411.0
2022-02-12,103.64,105.27,102.47,103.15,15451411.0
2022-02-13,103.64,105.27,102.47,103.15,15451411.0
2022-02-14,102.21,102.6,99.14,99.63,13904560.0
2022-02-15,99.96,100.02,93.96,97.38,18792126.0
2022-02-16,98.49,100.77,97.18,99.6,14257250.0
2022-02-17,100.63,100.63,97.59,98.03,12908142.0
2022-02-18,98.06,98.74,95.89,96.33,6691144.0
2022-02-19,98.06,98.74,95.89,96.33,6691144.0
2022-02-20,98.06,98.74,95.89,96.33,6691144.0
2022-02-21,95.28,97.18,94.64,94.91,5265937.0
2022-02-22,93.18,95.21,92.1,94.91,11927464.0
2022-02-23,95.59,98.06,95.38,96.74,10486832.0
2022-02-24,94.6,95.21,90.67,91.11,12756955.0
2022-02-25,93.38,96.23,93.38,95.55,11171276.0
2022-02-26,93.38,96.23,93.38,95.55,11171276.0
2022-02-27,93.38,96.23,93.38,95.55,11171276.0
2022-02-28,95.31,97.75,94.47,97.01,7401551.0
2022-03-01,95.31,97.75,94.47,97.01,7401551.0
2022-03-02,97.18,102.8,96.6,102.4,19960575.0
2022-03-03,105.04,105.99,102.8,103.41,12777856.0
2022-03-04,103.35,104.19,99.96,100.36,9396227.0
2022-03-05,103.35,104.19,99.96,100.36,9396227.0
2022-03-06,103.35,104.19,99.96,100.36,9396227.0
2022-03-07,99.62,104.29,99.25,103.72,13185991.0
2022-03-08,105.17,105.17,100.97,103.85,15642372.0
2022-03-09,105.31,105.31,103.01,103.55,7744354.0
2022-03-10,103.21,104.36,101.85,103.85,9026693.0
2022-03-11,103.68,107.07,103.58,106.6,17690184.0
2022-03-12,103.68,107.07,103.58,106.6,17690184.0
2022-03-13,103.68,107.07,103.58,106.6,17690184.0
2022-03-14,107.14,108.02,104.09,105.89,13482659.0
2022-03-15,104.36,104.87,99.45,99.99,13672361.0
2022-03-16,100.94,103.68,100.77,102.02,7088916.0
2022-03-17,103.01,103.58,101.89,102.53,13460294.0
2022-03-18,103.01,103.58,101.89,102.53,13460294.0
2022-03-19,103.01,103.58,101.89,102.53,13460294.0
2022-03-20,103.01,103.58,101.89,102.53,13460294.0
2022-03-21,104.02,104.23,102.33,102.7,5770060.0
2022-03-22,103.31,104.87,102.06,102.77,8059971.0
2022-03-23,103.68,104.09,100.97,102.4,8892549.0
2022-03-24,102.33,107.04,102.33,106.46,19342126.0
2022-03-25,106.94,108.97,106.06,106.5,14938541.0
2022-03-26,106.94,108.97,106.06,106.5,14938541.0
2022-03-27,106.94,108.97,106.06,106.5,14938541.0
2022-03-28,107.07,110.49,105.99,109.38,17104328.0
2022-03-29,110.22,110.43,107.28,107.68,8936409.0
2022-03-30,107.95,109.61,105.68,107.89,11029850.0
2022-03-31,106.46,110.83,106.46,110.16,13428218.0
2022-04-01,111.14,113.14,110.6,112.87,12591268.0
2022-04-02,111.14,113.14,110.6,112.87,12591268.0
2022-04-03,111.14,113.14,110.6,112.87,12591268.0
2022-04-04,113.78,115.95,113.17,115.37,14780330.0
2022-04-05,115.98,116.15,113.88,114.26,10114484.0
2022-04-06,113.82,118.15,113.04,116.66,16263122.0
2022-04-07,116.97,117.61,114.9,115.61,11767560.0
2022-04-08,115.58,118.59,115.58,118.22,9624897.0
2022-04-09,115.58,118.59,115.58,118.22,9624897.0
2022-04-10,115.58,118.59,115.58,118.22,9624897.0
2022-04-11,118.86,118.86,117.1,117.85,8977632.0
2022-04-12,117.85,117.85,113.51,114.97,8388543.0
2022-04-13,115.0,116.56,113.31,113.58,8079545.0
2022-04-14,115.0,116.56,113.31,113.58,8079545.0
2022-04-15,115.0,116.56,113.31,113.58,8079545.0
2022-04-16,115.0,116.56,113.31,113.58,8079545.0
2022-04-17,115.0,116.56,113.31,113.58,8079545.0
2022-04-18,113.85,115.0,112.29,114.02,5940604.0
2022-04-19,114.19,117.75,113.44,114.66,12532792.0
2022-04-20,115.68,116.29,114.05,115.2,10091758.0
2022-04-21,115.2,115.61,113.04,115.17,6729595.0
2022-04-22,114.22,115.68,112.8,113.1,4075819.0
2022-04-23,114.22,115.68,112.8,113.1,4075819.0
2022-04-24,114.22,115.68,112.8,113.1,4075819.0
2022-04-25,110.87,110.87,106.67,107.68,12131365.0
2022-04-26,108.43,109.44,107.75,108.77,5331339.0
2022-04-27,107.95,110.56,107.41,108.46,6884690.0
2022-04-28,109.65,110.97,108.43,110.29,6114244.0
2022-04-29,110.46,111.61,108.39,108.87,3611737.0
2022-04-30,110.46,111.61,108.39,108.87,3611737.0
2022-05-01,110.46,111.61,108.39,108.87,3611737.0
2022-05-02,107.95,109.24,106.77,108.66,4622768.0
2022-05-03,107.95,109.24,106.77,108.66,4622768.0
2022-05-04,109.78,109.78,105.38,106.16,5177848.0
2022-05-05,106.87,109.0,105.95,106.39,5632326.0
2022-05-06,104.36,106.12,102.19,103.31,7824387.0
2022-05-07,104.36,106.12,102.19,103.31,7824387.0
2022-05-08,104.36,106.12,102.19,103.31,7824387.0
2022-05-09,102.26,102.26,99.45,100.43,7033957.0
2022-05-10,99.96,100.91,94.91,95.45,8724902.0
2022-05-11,96.84,98.23,94.91,96.7,8946397.0
2022-05-12,96.23,96.5,92.16,93.25,8853066.0
2022-05-13,95.21,95.89,91.72,92.23,6381384.0
2022-05-14,95.21,95.89,91.72,92.23,6381384.0
2022-05-15,95.21,95.89,91.72,92.23,6381384.0
2022-05-16,92.91,94.47,92.16,93.42,4419175.0
2022-05-17,94.2,97.86,94.16,97.45,7266714.0
2022-05-18,98.6,98.6,95.89,96.6,5707095.0
2022-05-19,94.2,95.55,93.35,94.94,5731193.0
2022-05-20,96.03,99.58,96.03,99.25,6455593.0
2022-05-21,96.03,99.58,96.03,99.25,6455593.0
2022-05-22,96.03,99.58,96.03,99.25,6455593.0
2022-05-23,92.84,92.84,84.37,86.84,30750716.0
2022-05-24,88.1,88.91,85.08,85.66,9664932.0
2022-05-25,86.71,86.71,81.35,82.03,11376930.0
2022-05-26,83.32,85.96,80.78,85.32,15643146.0
2022-05-27,84.68,85.76,83.15,84.68,10404782.0
2022-05-28,84.68,85.76,83.15,84.68,10404782.0
2022-05-29,84.68,85.76,83.15,84.68,10404782.0
2022-05-30,85.05,85.66,83.39,83.96,9135971.0
2022-05-31,83.96,86.51,83.42,85.45,7491442.0
2022-06-01,85.9,86.47,84.78,85.69,7433271.0
2022-06-02,86.03,87.59,84.91,86.61,8736244.0
2022-06-03,88.0,88.0,85.56,85.96,5993767.0
2022-06-04,88.0,88.0,85.56,85.96,5993767.0
2022-06-05,88.0,88.0,85.56,85.96,5993767.0
2022-06-06,84.98,84.98,82.13,84.44,12835182.0
2022-06-07,84.03,85.22,82.24,83.15,11349545.0
2022-06-08,83.35,84.54,82.81,83.79,6958583.0
2022-06-09,83.79,84.03,81.83,82.68,7307680.0
2022-06-10,82.34,82.34,80.0,80.98,10215884.0
2022-06-11,82.34,82.34,80.0,80.98,10215884.0
2022-06-12,82.34,82.34,80.0,80.98,10215884.0
2022-06-13,80.03,80.13,76.64,77.25,8900184.0
2022-06-14,77.25,78.92,76.48,77.09,7951075.0
2022-06-15,78.41,78.41,76.88,77.29,4623991.0
2022-06-16,78.1,78.51,72.82,73.19,10009622.0
2022-06-17,73.05,74.75,72.0,73.6,7420753.0
2022-06-18,73.05,74.75,72.0,73.6,7420753.0
2022-06-19,73.05,74.75,72.0,73.6,7420753.0
2022-06-20,74.21,74.21,68.82,70.88,11435140.0
2022-06-21,71.16,73.9,70.78,73.56,7098179.0
2022-06-22,73.19,73.19,69.33,69.7,10324619.0
2022-06-23,69.8,71.49,68.85,71.16,8338205.0
2022-06-24,71.73,73.36,70.85,72.88,6929911.0
2022-06-25,71.73,73.36,70.85,72.88,6929911.0
2022-06-26,71.73,73.36,70.85,72.88,6929911.0
2022-06-27,74.34,75.83,73.26,75.39,9303299.0
2022-06-28,75.83,75.97,74.17,75.39,10700677.0
2022-06-29,74.54,75.39,73.87,74.21,9135441.0
2022-06-30,73.93,75.02,72.58,73.32,5243042.0
2022-07-01,73.49,74.54,72.07,74.31,5852499.0
2022-07-02,73.49,74.54,72.07,74.31,5852499.0
2022-07-03,73.49,74.54,72.07,74.31,5852499.0
2022-07-04,73.15,73.93,72.41,73.66,6945841.0
2022-07-05,74.48,75.49,73.36,73.6,6198219.0
2022-07-06,73.05,74.14,70.17,72.0,15621906.0
2022-07-07,73.15,75.22,71.83,74.34,12417355.0
2022-07-08,74.92,75.19,73.29,73.83,10316967.0
2022-07-09,74.92,75.19,73.29,73.83,10316967.0
2022-07-10,74.92,75.19,73.29,73.83,10316967.0
2022-07-11,73.53,75.02,72.78,73.87,11738562.0
2022-07-12,73.19,73.19,68.95,69.94,29020910.0
2022-07-13,70.34,71.94,69.56,71.53,15355868.0
2022-07-14,71.49,71.77,68.48,68.89,16043997.0
2022-07-15,68.45,69.43,67.5,67.7,14865311.0
2022-07-16,68.45,69.43,67.5,67.7,14865311.0
2022-07-17,68.45,69.43,67.5,67.7,14865311.0
2022-07-18,68.45,70.14,68.11,70.0,10590357.0
2022-07-19,70.04,70.99,69.56,70.38,8740365.0
2022-07-20,70.99,71.56,70.27,70.44,9233122.0
2022-07-21,70.48,70.99,70.04,70.75,5660908.0
2022-07-22,71.16,71.46,70.07,70.51,6476046.0
2022-07-23,71.16,71.46,70.07,70.51,6476046.0
2022-07-24,71.16,71.46,70.07,70.51,6476046.0
2022-07-25,69.87,71.94,69.87,71.6,8085512.0
2022-07-26,72.0,72.24,70.41,70.58,8370605.0
2022-07-27,70.68,71.05,69.73,70.82,5450890.0
2022-07-28,71.73,72.51,70.75,71.56,8493362.0
2022-07-29,72.51,74.07,71.94,73.05,12950285.0
2022-07-30,72.51,74.07,71.94,73.05,12950285.0
2022-07-31,72.51,74.07,71.94,73.05,12950285.0
2022-08-01,73.73,73.76,72.51,72.99,7478166.0
2022-08-02,72.82,73.02,71.49,72.82,11304818.0
2022-08-03,72.85,73.43,70.65,71.83,12429070.0
2022-08-04,72.41,73.7,71.39,72.78,21238459.0
2022-08-05,73.39,76.17,73.02,75.15,149728441.0
2022-08-06,73.39,76.17,73.02,75.15,149728441.0
2022-08-07,73.39,76.17,73.02,75.15,149728441.0
2022-08-08,75.9,77.25,75.9,76.64,24813192.0
2022-08-09,75.9,77.25,75.9,76.64,24813192.0
2022-08-10,76.71,79.36,75.9,78.61,27462801.0
2022-08-11,79.97,79.97,78.2,78.47,19719926.0
2022-08-12,78.47,80.07,78.14,79.22,16329477.0
2022-08-13,78.47,80.07,78.14,79.22,16329477.0
2022-08-14,78.47,80.07,78.14,79.22,16329477.0
2022-08-15,78.47,80.07,78.14,79.22,16329477.0
2022-08-16,79.29,80.03,77.86,79.25,14384708.0
2022-08-17,78.71,79.42,78.27,78.64,15643646.0
2022-08-18,78.27,79.39,78.17,79.22,13809669.0
2022-08-19,78.47,79.63,78.31,78.61,15470927.0
2022-08-20,78.47,79.63,78.31,78.61,15470927.0
2022-08-21,78.47,79.63,78.31,78.61,15470927.0
2022-08-22,77.93,78.2,75.93,76.37,21005060.0
2022-08-23,75.56,81.32,75.56,80.78,30803461.0
2022-08-24,81.46,83.66,80.17,81.76,23886093.0
2022-08-25,82.95,84.44,82.13,82.71,19658153.0
2022-08-26,83.42,84.71,83.02,83.32,14690207.0
2022-08-27,83.42,84.71,83.02,83.32,14690207.0
2022-08-28,83.42,84.71,83.02,83.32,14690207.0
2022-08-29,81.32,84.17,80.91,83.93,11215358.0
2022-08-30,84.37,84.88,82.64,82.85,10297763.0
2022-08-31,84.37,84.88,82.64,82.85,10297763.0
2022-09-01,82.2,83.22,82.17,82.78,6644951.0
2022-09-02,82.98,82.98,81.25,82.68,9480857.0
2022-09-03,82.98,82.98,81.25,82.68,9480857.0
2022-09-04,82.98,82.98,81.25,82.68,9480857.0
2022-09-05,82.64,83.93,82.27,83.02,4696576.0
2022-09-06,83.42,83.62,82.47,82.68,9752608.0
2022-09-07,82.64,84.03,82.07,83.96,6287874.0
2022-09-08,84.71,84.81,82.78,82.91,6360484.0
2022-09-09,83.96,84.81,83.39,84.0,6909924.0
2022-09-10,83.96,84.81,83.39,84.0,6909924.0
2022-09-11,83.96,84.81,83.39,84.0,6909924.0
2022-09-12,84.3,85.96,84.3,85.73,9317006.0
2022-09-13,86.06,86.4,84.88,85.05,8706929.0
2022-09-14,83.39,87.42,83.39,86.13,13263944.0
2022-09-15,86.06,86.51,84.51,85.15,6210970.0
2022-09-16,85.73,86.98,84.61,84.81,25784818.0
2022-09-17,85.73,86.98,84.61,84.81,25784818.0
2022-09-18,85.73,86.98,84.61,84.81,25784818.0
2022-09-19,84.74,86.17,84.37,85.45,6369206.0
2022-09-20,86.06,87.45,85.69,86.27,8625454.0
2022-09-21,86.23,88.3,86.23,87.25,10022813.0
2022-09-22,87.15,89.28,86.74,89.01,11682026.0
2022-09-23,88.94,89.96,86.2,86.67,7693620.0
2022-09-24,88.94,89.96,86.2,86.67,7693620.0
2022-09-25,88.94,89.96,86.2,86.67,7693620.0
2022-09-26,84.74,85.49,81.73,83.18,12477135.0
2022-09-27,82.74,84.61,82.61,84.2,5706652.0
2022-09-28,83.9,84.23,82.57,82.81,3984708.0
2022-09-29,84.1,85.18,83.22,84.81,7640721.0
2022-09-30,84.95,87.39,84.54,86.57,7312658.0
2022-10-01,84.95,87.39,84.54,86.57,7312658.0
2022-10-02,84.95,87.39,84.54,86.57,7312658.0
2022-10-03,86.13,86.78,84.74,85.22,3484904.0
2022-10-04,87.08,88.23,86.13,87.89,4811855.0
2022-10-05,87.08,88.23,86.13,87.89,4811855.0
2022-10-06,87.93,90.3,87.93,90.06,8334739.0
2022-10-07,90.44,91.99,89.28,91.38,7651732.0
2022-10-08,90.44,91.99,89.28,91.38,7651732.0
2022-10-09,90.44,91.99,89.28,91.38,7651732.0
