,GAIL IN Equity,GAIL IN Equity,GAIL IN Equity,GAIL IN Equity,GAIL IN Equity
2016-08-25,50.53,51.63,50.19,51.37,30265383.0
2016-08-26,51.57,53.01,51.24,52.13,18808252.0
2016-08-27,51.57,53.01,51.24,52.13,18808252.0
2016-08-28,51.57,53.01,51.24,52.13,18808252.0
2016-08-29,52.25,52.67,51.7,52.08,5570763.0
2016-08-30,52.25,53.6,52.21,53.25,12898503.0
2016-08-31,53.31,53.68,52.47,52.86,9170273.0
2016-09-01,52.87,54.4,52.74,53.94,14140382.0
2016-09-02,54.12,54.6,53.49,54.49,5997200.0
2016-09-03,54.12,54.6,53.49,54.49,5997200.0
2016-09-04,54.12,54.6,53.49,54.49,5997200.0
2016-09-05,54.12,54.6,53.49,54.49,5997200.0
2016-09-06,54.62,55.89,54.29,55.52,18450611.0
2016-09-07,55.9,56.15,53.06,54.52,20077667.0
2016-09-08,56.47,56.47,53.69,53.94,24070691.0
2016-09-09,53.85,55.36,53.83,54.8,24487309.0
2016-09-10,53.85,55.36,53.83,54.8,24487309.0
2016-09-11,53.85,55.36,53.83,54.8,24487309.0
2016-09-12,54.24,54.24,53.19,53.62,9855178.0
2016-09-13,54.24,54.24,53.19,53.62,9855178.0
2016-09-14,54.11,54.11,53.35,53.56,8124452.0
2016-09-15,53.76,54.6,53.28,53.48,7596950.0
2016-09-16,53.83,54.87,53.69,53.89,17159387.0
2016-09-17,53.83,54.87,53.69,53.89,17159387.0
2016-09-18,53.83,54.87,53.69,53.89,17159387.0
2016-09-19,53.92,54.67,53.71,53.9,7026061.0
2016-09-20,53.94,54.34,53.32,53.42,8121604.0
2016-09-21,53.97,54.43,53.15,53.72,16705671.0
2016-09-22,54.19,55.33,53.88,54.12,9304604.0
2016-09-23,53.71,54.57,53.42,53.57,16706605.0
2016-09-24,53.71,54.57,53.42,53.57,16706605.0
2016-09-25,53.71,54.57,53.42,53.57,16706605.0
2016-09-26,53.35,53.69,52.04,52.27,11137559.0
2016-09-27,52.31,52.51,51.59,51.76,10783570.0
2016-09-28,52.06,52.56,51.64,52.09,14890540.0
2016-09-29,52.24,53.28,49.64,50.43,22402488.0
2016-09-30,50.36,52.22,50.36,51.98,9951658.0
2016-10-01,50.36,52.22,50.36,51.98,9951658.0
2016-10-02,50.36,52.22,50.36,51.98,9951658.0
2016-10-03,52.58,53.79,51.52,53.53,16407800.0
2016-10-04,53.42,57.16,53.38,55.84,46955220.0
2016-10-05,56.61,56.61,55.37,55.55,11729386.0
2016-10-06,55.77,58.24,55.5,57.5,27207664.0
2016-10-07,57.79,58.13,57.22,57.45,13661722.0
2016-10-08,57.79,58.13,57.22,57.45,13661722.0
2016-10-09,57.79,58.13,57.22,57.45,13661722.0
2016-10-10,57.72,58.87,57.27,58.15,11629723.0
2016-10-11,57.72,58.87,57.27,58.15,11629723.0
2016-10-12,57.72,58.87,57.27,58.15,11629723.0
2016-10-13,57.84,58.97,56.89,57.4,15082460.0
2016-10-14,57.3,60.08,57.3,59.72,26178269.0
2016-10-15,57.3,60.08,57.3,59.72,26178269.0
2016-10-16,57.3,60.08,57.3,59.72,26178269.0
2016-10-17,60.42,60.77,58.9,59.36,12279849.0
2016-10-18,59.51,60.35,59.19,59.52,10616029.0
2016-10-19,59.69,61.74,59.63,60.5,23297051.0
2016-10-20,61.05,61.55,60.12,60.96,15701887.0
2016-10-21,60.98,62.29,60.67,61.04,14424696.0
2016-10-22,60.98,62.29,60.67,61.04,14424696.0
2016-10-23,60.98,62.29,60.67,61.04,14424696.0
2016-10-24,61.37,62.57,61.29,61.61,14357513.0
2016-10-25,62.0,62.0,60.1,60.36,9246828.0
2016-10-26,60.38,60.66,59.63,60.01,8827602.0
2016-10-27,59.97,60.6,59.72,60.41,8701005.0
2016-10-28,60.4,60.4,59.51,60.13,9311916.0
2016-10-29,60.4,60.4,59.51,60.13,9311916.0
2016-10-30,60.35,60.77,59.8,59.92,561614.0
2016-10-31,60.35,60.77,59.8,59.92,561614.0
2016-11-01,59.8,61.33,59.73,59.99,10010612.0
2016-11-02,59.11,59.89,58.18,59.38,12122111.0
2016-11-03,59.29,60.22,58.87,59.39,17495547.0
2016-11-04,59.66,60.05,58.48,58.83,7560193.0
2016-11-05,59.66,60.05,58.48,58.83,7560193.0
2016-11-06,59.66,60.05,58.48,58.83,7560193.0
2016-11-07,58.97,59.66,58.52,59.15,7156375.0
2016-11-08,59.41,61.33,58.86,60.92,11674693.0
2016-11-09,58.3,62.25,58.0,61.95,12606568.0
2016-11-10,62.8,63.27,61.82,62.33,10344062.0
2016-11-11,62.16,62.3,59.4,60.8,13716122.0
2016-11-12,62.16,62.3,59.4,60.8,13716122.0
2016-11-13,62.16,62.3,59.4,60.8,13716122.0
2016-11-14,62.16,62.3,59.4,60.8,13716122.0
2016-11-15,60.85,61.99,58.36,60.48,13691061.0
2016-11-16,61.73,61.86,58.83,59.42,13835466.0
2016-11-17,59.38,60.66,58.97,60.35,5913898.0
2016-11-18,60.37,61.26,58.97,59.24,7894992.0
2016-11-19,60.37,61.26,58.97,59.24,7894992.0
2016-11-20,60.37,61.26,58.97,59.24,7894992.0
2016-11-21,59.66,60.15,58.2,58.39,9899509.0
2016-11-22,58.69,59.48,56.61,57.52,12760386.0
2016-11-23,58.09,58.28,56.68,57.21,10589768.0
2016-11-24,56.74,57.25,55.64,55.85,11889039.0
2016-11-25,56.87,58.23,56.0,57.88,11872293.0
2016-11-26,56.87,58.23,56.0,57.88,11872293.0
2016-11-27,56.87,58.23,56.0,57.88,11872293.0
2016-11-28,57.86,58.8,57.37,57.93,15613920.0
2016-11-29,57.16,59.56,57.16,59.38,19235174.0
2016-11-30,59.91,60.12,58.62,58.93,15038188.0
2016-12-01,59.11,61.8,58.97,61.0,22685292.0
2016-12-02,60.49,61.52,59.7,60.06,10237855.0
2016-12-03,60.49,61.52,59.7,60.06,10237855.0
2016-12-04,60.49,61.52,59.7,60.06,10237855.0
2016-12-05,59.9,61.19,59.04,59.31,7749856.0
2016-12-06,59.66,60.52,59.54,59.85,9820410.0
2016-12-07,60.28,60.38,58.84,59.32,5850389.0
2016-12-08,59.92,60.59,59.46,59.65,8566110.0
2016-12-09,60.06,60.26,59.24,59.57,4979693.0
2016-12-10,60.06,60.26,59.24,59.57,4979693.0
2016-12-11,60.06,60.26,59.24,59.57,4979693.0
2016-12-12,57.88,59.76,57.88,59.54,6406462.0
2016-12-13,59.67,59.84,58.47,58.95,8289513.0
2016-12-14,58.97,59.04,58.0,58.15,6440676.0
2016-12-15,58.2,58.9,57.44,57.85,5239692.0
2016-12-16,58.0,58.76,56.98,57.59,9621814.0
2016-12-17,58.0,58.76,56.98,57.59,9621814.0
2016-12-18,58.0,58.76,56.98,57.59,9621814.0
2016-12-19,57.58,59.42,57.3,59.08,11512390.0
2016-12-20,59.09,60.01,58.83,59.64,9979306.0
2016-12-21,59.66,60.04,58.72,59.68,7032599.0
2016-12-22,59.59,59.72,58.83,59.1,6835720.0
2016-12-23,59.02,60.37,58.0,59.88,8250127.0
2016-12-24,59.02,60.37,58.0,59.88,8250127.0
2016-12-25,59.02,60.37,58.0,59.88,8250127.0
2016-12-26,59.66,60.18,58.84,59.45,7797861.0
2016-12-27,59.52,59.78,58.38,58.83,10349198.0
2016-12-28,58.9,59.52,58.16,58.92,7549553.0
2016-12-29,58.92,59.83,58.06,59.04,24313869.0
2016-12-30,59.08,61.46,58.76,60.94,16784535.0
2016-12-31,59.08,61.46,58.76,60.94,16784535.0
2017-01-01,59.08,61.46,58.76,60.94,16784535.0
2017-01-02,60.77,61.31,60.22,60.37,13604816.0
2017-01-03,60.45,61.7,60.22,61.25,9695307.0
2017-01-04,61.33,62.0,60.8,61.07,11287324.0
2017-01-05,61.26,61.82,60.98,61.35,11516555.0
2017-01-06,61.35,62.57,61.19,61.4,8816616.0
2017-01-07,61.35,62.57,61.19,61.4,8816616.0
2017-01-08,61.35,62.57,61.19,61.4,8816616.0
2017-01-09,61.53,61.71,60.29,60.45,8558734.0
2017-01-10,60.36,61.57,60.36,61.14,13839077.0
2017-01-11,61.05,62.06,60.99,61.7,21955561.0
2017-01-12,61.67,62.3,61.21,61.33,11958959.0
2017-01-13,61.36,63.13,61.36,62.75,16699085.0
2017-01-14,61.36,63.13,61.36,62.75,16699085.0
2017-01-15,61.36,63.13,61.36,62.75,16699085.0
2017-01-16,62.85,63.26,61.89,62.13,8921202.0
2017-01-17,62.23,62.79,60.7,61.82,9796565.0
2017-01-18,62.02,62.41,60.52,60.98,10424227.0
2017-01-19,61.26,64.52,60.56,64.05,42844762.0
2017-01-20,64.93,65.38,63.36,63.84,31487780.0
2017-01-21,64.93,65.38,63.36,63.84,31487780.0
2017-01-22,64.93,65.38,63.36,63.84,31487780.0
2017-01-23,64.06,65.9,63.88,65.33,19667594.0
2017-01-24,65.74,65.97,65.03,65.84,13252220.0
2017-01-25,65.9,66.32,65.28,66.03,20243336.0
2017-01-26,65.9,66.32,65.28,66.03,20243336.0
2017-01-27,66.6,68.51,66.6,66.88,32163042.0
2017-01-28,66.6,68.51,66.6,66.88,32163042.0
2017-01-29,66.6,68.51,66.6,66.88,32163042.0
2017-01-30,67.29,67.35,66.43,67.13,11866847.0
2017-01-31,67.15,67.15,64.52,64.95,42637232.0
2017-02-01,65.07,67.71,64.32,67.28,23641780.0
2017-02-02,68.32,68.32,67.15,67.28,17153025.0
2017-02-03,67.36,68.0,66.41,67.6,11786442.0
2017-02-04,67.36,68.0,66.41,67.6,11786442.0
2017-02-05,67.36,68.0,66.41,67.6,11786442.0
2017-02-06,67.36,68.48,67.36,68.13,10758568.0
2017-02-07,68.49,69.29,66.73,67.25,13536565.0
2017-02-08,67.38,68.84,67.08,68.54,5857003.0
2017-02-09,68.36,69.81,68.36,69.25,11364513.0
2017-02-10,69.48,69.71,67.94,68.26,10824461.0
2017-02-11,69.48,69.71,67.94,68.26,10824461.0
2017-02-12,69.48,69.71,67.94,68.26,10824461.0
2017-02-13,69.19,69.44,67.15,68.03,13836037.0
2017-02-14,67.93,70.23,67.93,69.97,21315893.0
2017-02-15,70.57,70.6,68.99,69.74,17948772.0
2017-02-16,69.9,71.32,69.83,71.03,14784583.0
2017-02-17,71.19,72.45,70.5,72.05,16998508.0
2017-02-18,71.19,72.45,70.5,72.05,16998508.0
2017-02-19,71.19,72.45,70.5,72.05,16998508.0
2017-02-20,72.2,74.56,72.02,74.01,25900083.0
2017-02-21,74.42,74.96,73.45,74.0,16165337.0
2017-02-22,73.99,74.0,72.98,73.28,13378753.0
2017-02-23,72.81,74.92,72.52,73.09,40415004.0
2017-02-24,72.81,74.92,72.52,73.09,40415004.0
2017-02-25,72.81,74.92,72.52,73.09,40415004.0
2017-02-26,72.81,74.92,72.52,73.09,40415004.0
2017-02-27,73.43,74.31,72.6,72.77,25060715.0
2017-02-28,73.28,73.67,72.45,73.0,11629541.0
2017-03-01,73.13,73.48,71.09,71.51,22716028.0
2017-03-02,72.02,72.46,70.47,70.84,19579173.0
2017-03-03,71.03,73.84,70.89,73.47,34721398.0
2017-03-04,71.03,73.84,70.89,73.47,34721398.0
2017-03-05,71.03,73.84,70.89,73.47,34721398.0
2017-03-06,74.27,74.27,73.01,73.75,42374449.0
2017-03-07,74.0,74.42,73.43,74.13,52444682.0
2017-03-08,73.99,75.47,72.45,73.26,101445737.0
2017-03-09,70.33,72.12,69.5,71.41,81919716.0
2017-03-10,71.53,72.19,70.71,71.22,27003349.0
2017-03-11,71.53,72.19,70.71,71.22,27003349.0
2017-03-12,71.53,72.19,70.71,71.22,27003349.0
2017-03-13,71.53,72.19,70.71,71.22,27003349.0
2017-03-14,72.56,73.03,70.29,70.76,47961832.0
2017-03-15,70.88,71.19,70.2,70.67,19575023.0
2017-03-16,70.8,71.45,70.8,71.33,18114503.0
2017-03-17,71.33,71.55,70.23,70.64,15353968.0
2017-03-18,71.33,71.55,70.23,70.64,15353968.0
2017-03-19,71.33,71.55,70.23,70.64,15353968.0
2017-03-20,70.59,71.07,69.88,70.49,15087124.0
2017-03-21,70.61,70.64,69.03,69.72,14369016.0
2017-03-22,69.67,70.03,69.16,69.48,15798152.0
2017-03-23,69.86,71.18,69.56,70.97,16206284.0
2017-03-24,71.16,72.12,70.61,71.8,15086896.0
2017-03-25,71.16,72.12,70.61,71.8,15086896.0
2017-03-26,71.16,72.12,70.61,71.8,15086896.0
2017-03-27,72.08,72.49,70.55,70.74,9540966.0
2017-03-28,72.3,72.3,69.97,70.57,13968041.0
2017-03-29,70.78,70.85,70.04,70.32,10259457.0
2017-03-30,70.37,72.87,70.25,71.36,73895666.0
2017-03-31,71.31,71.93,70.47,70.98,6838494.0
2017-04-01,71.31,71.93,70.47,70.98,6838494.0
2017-04-02,71.31,71.93,70.47,70.98,6838494.0
2017-04-03,70.99,72.94,70.99,72.45,20937343.0
2017-04-04,70.99,72.94,70.99,72.45,20937343.0
2017-04-05,72.78,72.87,71.41,72.0,10955253.0
2017-04-06,71.74,73.16,71.59,72.8,11327753.0
2017-04-07,72.68,73.84,72.36,72.8,12646997.0
2017-04-08,72.68,73.84,72.36,72.8,12646997.0
2017-04-09,72.68,73.84,72.36,72.8,12646997.0
2017-04-10,73.06,73.25,72.19,72.46,6067154.0
2017-04-11,72.68,73.06,72.29,72.45,6818314.0
2017-04-12,72.59,73.1,70.99,71.22,10733733.0
2017-04-13,71.21,72.4,71.01,71.49,12013477.0
2017-04-14,71.21,72.4,71.01,71.49,12013477.0
2017-04-15,71.21,72.4,71.01,71.49,12013477.0
2017-04-16,71.21,72.4,71.01,71.49,12013477.0
2017-04-17,71.57,74.85,71.55,74.28,12190117.0
2017-04-18,74.71,75.98,73.74,74.29,20097691.0
2017-04-19,74.96,75.3,73.2,74.15,19795159.0
2017-04-20,74.28,77.58,74.03,75.65,29816201.0
2017-04-21,75.98,77.01,74.8,75.22,11238281.0
2017-04-22,75.98,77.01,74.8,75.22,11238281.0
2017-04-23,75.98,77.01,74.8,75.22,11238281.0
2017-04-24,75.51,78.03,75.16,77.71,17945016.0
2017-04-25,78.19,78.47,77.2,77.48,12700145.0
2017-04-26,77.2,79.11,77.09,77.81,15088888.0
2017-04-27,77.95,79.44,77.44,78.78,13749449.0
2017-04-28,78.8,80.02,78.14,79.83,16015068.0
2017-04-29,78.8,80.02,78.14,79.83,16015068.0
2017-04-30,78.8,80.02,78.14,79.83,16015068.0
2017-05-01,78.8,80.02,78.14,79.83,16015068.0
2017-05-02,79.79,81.34,78.94,80.87,8159386.0
2017-05-03,81.01,81.66,79.69,80.15,9346558.0
2017-05-04,80.38,81.12,79.55,80.72,6506718.0
2017-05-05,80.68,80.78,77.89,78.86,18164407.0
2017-05-06,80.68,80.78,77.89,78.86,18164407.0
2017-05-07,80.68,80.78,77.89,78.86,18164407.0
2017-05-08,79.23,79.55,78.06,78.73,5381875.0
2017-05-09,78.73,79.65,78.14,79.42,3325607.0
2017-05-10,79.4,79.64,78.37,78.61,4712415.0
2017-05-11,78.71,78.98,76.26,76.88,13449993.0
2017-05-12,76.45,77.69,75.32,77.05,10354477.0
2017-05-13,76.45,77.69,75.32,77.05,10354477.0
2017-05-14,76.45,77.69,75.32,77.05,10354477.0
2017-05-15,78.12,78.19,77.14,77.95,4561543.0
2017-05-16,78.29,78.38,77.09,77.46,10101021.0
2017-05-17,77.48,77.75,76.37,76.88,8497202.0
2017-05-18,76.26,77.01,75.6,76.21,8655874.0
2017-05-19,76.07,76.59,74.56,75.51,11843117.0
2017-05-20,76.07,76.59,74.56,75.51,11843117.0
2017-05-21,76.07,76.59,74.56,75.51,11843117.0
2017-05-22,76.45,76.45,72.88,73.47,9965950.0
2017-05-23,71.74,72.77,68.78,71.62,41944438.0
2017-05-24,72.08,74.19,70.64,73.56,16916428.0
2017-05-25,73.81,76.06,73.79,75.51,31717272.0
2017-05-26,75.26,75.88,74.94,75.65,8357422.0
2017-05-27,75.26,75.88,74.94,75.65,8357422.0
2017-05-28,75.26,75.88,74.94,75.65,8357422.0
2017-05-29,76.26,76.4,74.4,75.53,8916410.0
2017-05-30,74.97,76.93,74.94,76.34,8689342.0
2017-05-31,76.52,79.07,76.49,77.95,31817456.0
2017-06-01,77.95,78.23,76.6,77.27,7686770.0
2017-06-02,77.73,77.84,75.19,75.76,10792657.0
2017-06-03,77.73,77.84,75.19,75.76,10792657.0
2017-06-04,77.73,77.84,75.19,75.76,10792657.0
2017-06-05,75.69,76.22,74.75,74.94,6617270.0
2017-06-06,75.13,76.07,74.23,75.11,7171438.0
2017-06-07,75.22,76.96,75.22,75.81,8937850.0
2017-06-08,76.37,76.37,72.41,73.17,17264472.0
2017-06-09,73.42,73.42,71.26,71.77,13876225.0
2017-06-10,73.42,73.42,71.26,71.77,13876225.0
2017-06-11,73.42,73.42,71.26,71.77,13876225.0
2017-06-12,71.73,72.92,70.92,71.81,13106757.0
2017-06-13,71.93,72.9,71.42,71.87,9285214.0
2017-06-14,71.74,72.4,71.36,71.75,11079585.0
2017-06-15,71.36,71.77,70.23,70.91,19264699.0
2017-06-16,71.17,71.85,71.0,71.24,16649236.0
2017-06-17,71.17,71.85,71.0,71.24,16649236.0
2017-06-18,71.17,71.85,71.0,71.24,16649236.0
2017-06-19,71.17,71.84,70.48,71.67,7225142.0
2017-06-20,71.67,72.22,70.37,70.65,10694681.0
2017-06-21,70.8,70.8,69.05,69.34,7685398.0
2017-06-22,68.8,69.19,66.88,67.8,23598434.0
2017-06-23,68.24,68.5,66.09,66.68,14585188.0
2017-06-24,68.24,68.5,66.09,66.68,14585188.0
2017-06-25,68.24,68.5,66.09,66.68,14585188.0
2017-06-26,68.24,68.5,66.09,66.68,14585188.0
2017-06-27,66.85,68.28,65.27,67.73,11776909.0
2017-06-28,67.77,69.2,66.86,67.04,13313025.0
2017-06-29,67.41,68.58,67.09,68.23,16836696.0
2017-06-30,68.14,68.68,66.9,68.06,5704883.0
2017-07-01,68.14,68.68,66.9,68.06,5704883.0
2017-07-02,68.14,68.68,66.9,68.06,5704883.0
2017-07-03,67.97,69.24,67.6,69.12,5771215.0
2017-07-04,68.87,69.47,67.81,68.79,7702542.0
2017-07-05,68.92,69.29,68.07,68.36,4962403.0
2017-07-06,68.37,68.92,67.3,68.07,7851578.0
2017-07-07,67.97,68.05,66.94,67.59,13032517.0
2017-07-08,67.97,68.05,66.94,67.59,13032517.0
2017-07-09,67.97,68.05,66.94,67.59,13032517.0
2017-07-10,68.07,74.06,67.41,68.92,4469307.0
2017-07-11,69.19,69.75,68.11,68.4,4628971.0
2017-07-12,69.39,70.19,68.4,69.64,14754740.0
2017-07-13,70.23,70.33,69.24,70.05,8036186.0
2017-07-14,70.35,73.9,69.95,73.5,24734602.0
2017-07-15,70.35,73.9,69.95,73.5,24734602.0
2017-07-16,70.35,73.9,69.95,73.5,24734602.0
2017-07-17,73.43,73.52,71.78,72.71,14404644.0
2017-07-18,69.67,72.68,69.67,71.37,13925033.0
2017-07-19,71.83,72.3,71.23,71.43,9933626.0
2017-07-20,71.55,71.74,70.8,71.39,10189741.0
2017-07-21,71.39,72.3,70.6,70.99,9984090.0
2017-07-22,71.39,72.3,70.6,70.99,9984090.0
2017-07-23,71.39,72.3,70.6,70.99,9984090.0
2017-07-24,71.25,71.54,70.35,70.99,13479901.0
2017-07-25,71.16,71.74,70.07,70.3,12055497.0
2017-07-26,70.44,72.45,70.12,70.73,13776621.0
2017-07-27,70.8,72.21,70.8,71.31,15485084.0
2017-07-28,71.49,72.78,71.1,71.54,11108821.0
2017-07-29,71.49,72.78,71.1,71.54,11108821.0
2017-07-30,71.49,72.78,71.1,71.54,11108821.0
2017-07-31,71.82,72.68,70.63,70.94,7970918.0
2017-08-01,71.08,71.7,70.05,70.39,10148369.0
2017-08-02,70.55,70.76,69.14,69.65,4038951.0
2017-08-03,70.5,70.69,69.33,69.77,6462174.0
2017-08-04,69.67,72.3,69.67,71.13,13076013.0
2017-08-05,69.67,72.3,69.67,71.13,13076013.0
2017-08-06,69.67,72.3,69.67,71.13,13076013.0
2017-08-07,71.19,72.49,71.19,71.85,14009900.0
2017-08-08,72.45,73.34,71.8,72.82,16886520.0
2017-08-09,72.87,73.31,71.28,71.97,7401658.0
2017-08-10,71.7,71.97,67.79,68.73,11265113.0
2017-08-11,67.13,70.32,66.99,69.47,15889120.0
2017-08-12,67.13,70.32,66.99,69.47,15889120.0
2017-08-13,67.13,70.32,66.99,69.47,15889120.0
2017-08-14,69.55,70.8,69.55,70.14,11372673.0
2017-08-15,69.55,70.8,69.55,70.14,11372673.0
2017-08-16,71.36,71.36,69.63,69.89,12977209.0
2017-08-17,70.4,71.16,69.67,70.84,6053902.0
2017-08-18,70.8,72.47,70.2,71.79,10515053.0
2017-08-19,70.8,72.47,70.2,71.79,10515053.0
2017-08-20,70.8,72.47,70.2,71.79,10515053.0
2017-08-21,71.93,72.76,70.04,70.46,13685957.0
2017-08-22,71.17,71.88,70.14,71.13,16408380.0
2017-08-23,71.18,73.09,71.18,72.58,16936384.0
2017-08-24,72.34,73.53,71.75,72.12,15829652.0
2017-08-25,72.34,73.53,71.75,72.12,15829652.0
2017-08-26,72.34,73.53,71.75,72.12,15829652.0
2017-08-27,72.34,73.53,71.75,72.12,15829652.0
2017-08-28,71.97,73.0,71.74,71.93,11836969.0
2017-08-29,71.89,72.55,71.1,71.36,4005135.0
2017-08-30,71.55,72.49,71.21,71.74,5858235.0
2017-08-31,72.2,72.69,70.58,71.74,17686588.0
2017-09-01,71.87,73.94,71.78,72.85,13613473.0
2017-09-02,71.87,73.94,71.78,72.85,13613473.0
2017-09-03,71.87,73.94,71.78,72.85,13613473.0
2017-09-04,72.83,73.3,71.66,71.99,5358443.0
2017-09-05,72.44,72.87,71.53,71.82,6290594.0
2017-09-06,71.57,73.59,71.17,72.49,15872064.0
2017-09-07,72.79,73.24,72.12,72.36,9572470.0
2017-09-08,72.48,73.33,71.62,72.08,8886674.0
2017-09-09,72.48,73.33,71.62,72.08,8886674.0
2017-09-10,72.48,73.33,71.62,72.08,8886674.0
2017-09-11,72.63,76.02,72.63,74.87,40266494.0
2017-09-12,75.6,78.04,74.4,77.68,39516490.0
2017-09-13,77.94,78.7,75.85,77.37,19255903.0
2017-09-14,78.13,78.64,75.29,76.03,15845376.0
2017-09-15,75.65,76.83,75.3,75.83,17184096.0
2017-09-16,75.65,76.83,75.3,75.83,17184096.0
2017-09-17,75.65,76.83,75.3,75.83,17184096.0
2017-09-18,75.91,77.33,75.85,75.9,6758290.0
2017-09-19,78.51,80.2,77.6,79.81,41392646.0
2017-09-20,80.58,80.87,78.79,79.14,26637253.0
2017-09-21,79.27,79.65,76.99,77.32,23349458.0
2017-09-22,76.8,77.18,74.81,75.58,14452588.0
2017-09-23,76.8,77.18,74.81,75.58,14452588.0
2017-09-24,76.8,77.18,74.81,75.58,14452588.0
2017-09-25,75.3,76.59,75.0,75.5,15692036.0
2017-09-26,75.3,76.72,75.06,75.63,15535888.0
2017-09-27,76.58,77.28,75.3,75.81,11879753.0
2017-09-28,75.57,76.16,73.41,75.14,26626817.0
2017-09-29,80.41,81.35,79.11,79.47,64856596.0
2017-09-30,80.41,81.35,79.11,79.47,64856596.0
2017-10-01,80.41,81.35,79.11,79.47,64856596.0
2017-10-02,80.41,81.35,79.11,79.47,64856596.0
2017-10-03,80.61,83.11,80.03,82.57,46300252.0
2017-10-04,82.74,83.43,82.3,82.71,19188619.0
2017-10-05,82.87,83.25,81.45,81.71,15504012.0
2017-10-06,81.85,86.69,81.85,85.85,33211944.0
2017-10-07,81.85,86.69,81.85,85.85,33211944.0
2017-10-08,81.85,86.69,81.85,85.85,33211944.0
2017-10-09,85.72,86.27,84.22,84.59,16979396.0
2017-10-10,84.73,85.13,83.97,84.31,10963413.0
2017-10-11,85.08,86.75,83.44,84.27,19445487.0
2017-10-12,86.17,86.17,84.21,84.57,19836675.0
2017-10-13,84.6,85.15,82.64,82.97,16146108.0
2017-10-14,84.6,85.15,82.64,82.97,16146108.0
2017-10-15,84.6,85.15,82.64,82.97,16146108.0
2017-10-16,81.94,84.31,81.94,83.05,18260823.0
2017-10-17,83.06,84.23,82.74,82.94,13416165.0
2017-10-18,83.0,83.93,82.29,82.78,13088981.0
2017-10-19,82.68,83.76,81.69,82.16,745272.0
2017-10-20,82.68,83.76,81.69,82.16,745272.0
2017-10-21,82.68,83.76,81.69,82.16,745272.0
2017-10-22,82.68,83.76,81.69,82.16,745272.0
2017-10-23,82.13,83.79,82.11,82.52,19713899.0
2017-10-24,82.59,84.67,82.59,84.25,21125159.0
2017-10-25,84.39,87.6,84.39,87.11,18667379.0
2017-10-26,87.52,89.11,87.08,88.24,44703389.0
2017-10-27,88.74,90.25,87.81,89.34,19832747.0
2017-10-28,88.74,90.25,87.81,89.34,19832747.0
2017-10-29,88.74,90.25,87.81,89.34,19832747.0
2017-10-30,90.08,91.03,88.61,90.21,12483241.0
2017-10-31,89.7,90.48,87.76,88.22,12303649.0
2017-11-01,88.92,89.4,88.08,88.76,12865917.0
2017-11-02,88.94,90.93,88.8,89.31,13583049.0
2017-11-03,89.51,89.98,87.56,87.96,9824158.0
2017-11-04,89.51,89.98,87.56,87.96,9824158.0
2017-11-05,89.51,89.98,87.56,87.96,9824158.0
2017-11-06,87.91,89.05,87.04,88.36,8624474.0
2017-11-07,88.75,90.6,87.16,87.9,15990468.0
2017-11-08,88.18,88.71,86.35,86.71,11318005.0
2017-11-09,86.47,87.76,84.96,85.55,16494832.0
2017-11-10,85.43,87.93,85.37,86.68,16780076.0
2017-11-11,85.43,87.93,85.37,86.68,16780076.0
2017-11-12,85.43,87.93,85.37,86.68,16780076.0
2017-11-13,87.59,87.73,84.87,86.37,13849677.0
2017-11-14,86.59,87.61,84.97,86.48,16561304.0
2017-11-15,87.8,87.99,83.64,85.18,24462090.0
2017-11-16,85.86,86.93,84.67,85.23,20674123.0
2017-11-17,85.62,86.51,83.93,84.34,14587232.0
2017-11-18,85.62,86.51,83.93,84.34,14587232.0
2017-11-19,85.62,86.51,83.93,84.34,14587232.0
2017-11-20,84.39,88.18,84.03,87.3,19956879.0
2017-11-21,87.61,88.33,86.76,87.22,24217334.0
2017-11-22,87.24,89.21,86.6,88.95,13136337.0
2017-11-23,88.94,89.49,86.94,87.78,7363906.0
2017-11-24,87.8,89.7,87.8,89.33,12061637.0
2017-11-25,87.8,89.7,87.8,89.33,12061637.0
2017-11-26,87.8,89.7,87.8,89.33,12061637.0
2017-11-27,89.13,89.13,87.68,88.65,9597226.0
2017-11-28,88.94,88.94,87.19,87.71,14369240.0
2017-11-29,87.71,88.94,87.27,87.64,8419826.0
2017-11-30,87.61,89.51,87.37,88.83,23085350.0
2017-12-01,89.15,89.77,85.06,86.44,9735702.0
2017-12-02,89.15,89.77,85.06,86.44,9735702.0
2017-12-03,89.15,89.77,85.06,86.44,9735702.0
2017-12-04,85.91,88.08,85.3,87.83,9817146.0
2017-12-05,87.84,88.29,86.67,87.64,7738106.0
2017-12-06,87.42,87.7,86.15,86.48,8971270.0
2017-12-07,86.48,94.12,86.48,93.41,51310587.0
2017-12-08,94.25,94.88,91.13,91.5,33829236.0
2017-12-09,94.25,94.88,91.13,91.5,33829236.0
2017-12-10,94.25,94.88,91.13,91.5,33829236.0
2017-12-11,91.98,93.15,90.49,91.25,17265604.0
2017-12-12,92.52,94.06,91.22,93.28,30881228.0
2017-12-13,93.49,95.35,92.24,93.26,26612129.0
2017-12-14,93.26,94.27,91.23,92.37,13048309.0
2017-12-15,92.54,94.53,91.72,92.1,14040512.0
2017-12-16,92.54,94.53,91.72,92.1,14040512.0
2017-12-17,92.54,94.53,91.72,92.1,14040512.0
2017-12-18,92.17,95.66,90.24,94.06,26781377.0
