,GAIL IN Equity,GAIL IN Equity,GAIL IN Equity,GAIL IN Equity,GAIL IN Equity
2010-06-09,54.29,55.22,54.05,54.85,6460100.0
2010-06-10,55.12,55.29,54.53,54.91,3761435.0
2010-06-11,55.15,55.7,54.95,55.36,7473921.0
2010-06-12,55.15,55.7,54.95,55.36,7473921.0
2010-06-13,55.15,55.7,54.95,55.36,7473921.0
2010-06-14,55.68,55.94,55.07,55.6,4741091.0
2010-06-15,55.39,55.86,55.26,55.64,4191098.0
2010-06-16,55.62,56.15,55.13,55.81,5378108.0
2010-06-17,55.86,57.4,55.62,57.2,5674635.0
2010-06-18,57.13,57.6,56.47,56.87,5191527.0
2010-06-19,57.13,57.6,56.47,56.87,5191527.0
2010-06-20,57.13,57.6,56.47,56.87,5191527.0
2010-06-21,57.06,57.54,56.6,56.98,6643443.0
2010-06-22,56.94,57.18,56.1,56.65,4433374.0
2010-06-23,56.58,57.59,56.58,57.3,3279095.0
2010-06-24,57.3,57.78,56.22,57.39,7762544.0
2010-06-25,56.94,62.22,56.82,58.28,25932915.0
2010-06-26,56.94,62.22,56.82,58.28,25932915.0
2010-06-27,56.94,62.22,56.82,58.28,25932915.0
2010-06-28,58.77,59.32,56.52,57.04,29709689.0
2010-06-29,57.28,57.75,56.11,56.93,9201975.0
2010-06-30,56.0,57.25,55.74,56.25,15204326.0
2010-07-01,56.08,58.17,55.44,56.13,10924093.0
2010-07-02,56.15,57.12,55.27,55.59,8606408.0
2010-07-03,56.15,57.12,55.27,55.59,8606408.0
2010-07-04,56.15,57.12,55.27,55.59,8606408.0
2010-07-05,55.41,56.46,54.79,55.98,7071618.0
2010-07-06,55.62,56.39,55.5,56.01,3974880.0
2010-07-07,56.3,56.3,54.78,55.1,4093509.0
2010-07-08,55.59,56.81,54.29,56.53,8237785.0
2010-07-09,56.72,57.47,55.51,56.8,5959589.0
2010-07-10,56.72,57.47,55.51,56.8,5959589.0
2010-07-11,56.72,57.47,55.51,56.8,5959589.0
2010-07-12,57.09,57.25,55.86,55.98,4966754.0
2010-07-13,56.51,56.87,55.77,56.21,6535907.0
2010-07-14,56.58,56.7,55.03,55.28,4504244.0
2010-07-15,55.4,55.85,53.59,53.94,11179015.0
2010-07-16,53.58,53.81,52.47,53.04,14236596.0
2010-07-17,53.58,53.81,52.47,53.04,14236596.0
2010-07-18,53.58,53.81,52.47,53.04,14236596.0
2010-07-19,52.61,54.39,52.5,53.77,11034354.0
2010-07-20,54.15,54.34,53.57,53.99,7443916.0
2010-07-21,54.29,55.4,54.17,55.3,10193257.0
2010-07-22,55.87,57.54,54.91,57.12,16680386.0
2010-07-23,57.12,57.42,55.5,55.96,7746459.0
2010-07-24,57.12,57.42,55.5,55.96,7746459.0
2010-07-25,57.12,57.42,55.5,55.96,7746459.0
2010-07-26,56.58,56.58,54.71,54.98,4608777.0
2010-07-27,54.05,55.0,53.73,54.1,8275716.0
2010-07-28,54.18,54.65,52.91,53.59,9421947.0
2010-07-29,53.53,54.88,53.45,54.5,7443057.0
2010-07-30,54.39,54.53,52.5,52.79,17108646.0
2010-07-31,54.39,54.53,52.5,52.79,17108646.0
2010-08-01,54.39,54.53,52.5,52.79,17108646.0
2010-08-02,52.73,54.41,52.73,53.8,13260998.0
2010-08-03,53.93,54.6,53.4,53.49,9892847.0
2010-08-04,54.05,54.05,52.87,53.09,15676384.0
2010-08-05,53.09,53.33,51.64,51.78,23741284.0
2010-08-06,51.64,52.91,51.23,52.67,18214462.0
2010-08-07,51.64,52.91,51.23,52.67,18214462.0
2010-08-08,51.64,52.91,51.23,52.67,18214462.0
2010-08-09,52.73,53.32,52.07,52.72,6178394.0
2010-08-10,52.72,53.7,52.39,53.34,10296505.0
2010-08-11,53.54,54.47,53.54,53.97,11505350.0
2010-08-12,54.17,54.41,53.49,54.05,7256956.0
2010-08-13,54.19,54.77,53.94,54.62,6763827.0
2010-08-14,54.19,54.77,53.94,54.62,6763827.0
2010-08-15,54.19,54.77,53.94,54.62,6763827.0
2010-08-16,54.65,55.01,53.96,54.43,3630102.0
2010-08-17,54.65,55.36,54.0,54.31,8211940.0
2010-08-18,54.47,55.74,54.41,55.56,6292249.0
2010-08-19,55.86,55.86,55.13,55.5,4449156.0
2010-08-20,55.03,56.58,54.94,56.4,4467566.0
2010-08-21,55.03,56.58,54.94,56.4,4467566.0
2010-08-22,55.03,56.58,54.94,56.4,4467566.0
2010-08-23,56.59,56.59,55.74,56.04,10997639.0
2010-08-24,56.34,56.37,54.65,54.82,6698830.0
2010-08-25,54.41,55.13,53.64,53.96,7165362.0
2010-08-26,54.17,55.36,52.86,53.76,14048628.0
2010-08-27,54.29,55.86,54.02,55.39,11763168.0
2010-08-28,54.29,55.86,54.02,55.39,11763168.0
2010-08-29,54.29,55.86,54.02,55.39,11763168.0
2010-08-30,55.81,56.52,54.89,55.3,6400046.0
2010-08-31,51.76,55.97,51.76,55.62,3904240.0
2010-09-01,56.22,56.96,55.88,56.59,6669672.0
2010-09-02,57.72,57.72,55.73,55.99,4549363.0
2010-09-03,56.51,56.51,55.42,56.23,3586801.0
2010-09-04,56.51,56.51,55.42,56.23,3586801.0
2010-09-05,56.51,56.51,55.42,56.23,3586801.0
2010-09-06,55.67,57.37,55.67,57.02,5079837.0
2010-09-07,57.27,57.69,56.06,56.71,6330969.0
2010-09-08,56.68,57.68,56.4,56.87,3766886.0
2010-09-09,56.88,57.21,55.86,56.23,9515051.0
2010-09-10,56.88,57.21,55.86,56.23,9515051.0
2010-09-11,56.88,57.21,55.86,56.23,9515051.0
2010-09-12,56.88,57.21,55.86,56.23,9515051.0
2010-09-13,56.64,57.49,56.36,57.35,6024645.0
2010-09-14,57.84,58.03,56.41,56.63,5971781.0
2010-09-15,56.64,59.49,56.42,58.89,20756140.0
2010-09-16,58.83,59.92,56.79,57.29,13562704.0
2010-09-17,57.86,58.95,57.55,58.51,8192052.0
2010-09-18,57.86,58.95,57.55,58.51,8192052.0
2010-09-19,57.86,58.95,57.55,58.51,8192052.0
2010-09-20,55.26,59.32,55.26,58.47,5906106.0
2010-09-21,58.54,59.17,57.54,58.42,8431347.0
2010-09-22,58.49,58.85,57.46,58.0,14464142.0
2010-09-23,57.98,58.52,57.74,58.24,6649694.0
2010-09-24,58.4,58.65,57.8,58.42,10108975.0
2010-09-25,58.4,58.65,57.8,58.42,10108975.0
2010-09-26,58.4,58.65,57.8,58.42,10108975.0
2010-09-27,58.77,59.58,58.17,58.45,12895719.0
2010-09-28,58.41,58.94,57.49,58.19,8481523.0
2010-09-29,58.22,58.86,57.31,57.82,4958386.0
2010-09-30,57.85,58.45,57.54,58.17,11887647.0
2010-10-01,57.86,59.78,57.25,59.06,9918730.0
2010-10-02,57.86,59.78,57.25,59.06,9918730.0
2010-10-03,57.86,59.78,57.25,59.06,9918730.0
2010-10-04,59.7,60.28,59.2,59.51,5172882.0
2010-10-05,57.07,60.26,49.94,59.9,4380681.0
2010-10-06,60.29,61.02,59.34,59.52,9605627.0
2010-10-07,59.69,60.29,58.67,58.92,11489947.0
2010-10-08,59.08,60.74,59.08,59.7,12478776.0
2010-10-09,59.08,60.74,59.08,59.7,12478776.0
2010-10-10,59.08,60.74,59.08,59.7,12478776.0
2010-10-11,60.34,60.66,59.58,60.37,9564928.0
2010-10-12,60.54,61.12,60.0,60.87,16899484.0
2010-10-13,61.07,62.12,60.48,61.88,15030081.0
2010-10-14,61.73,62.47,60.31,61.35,8107631.0
2010-10-15,59.93,61.73,59.93,60.89,7395121.0
2010-10-16,59.93,61.73,59.93,60.89,7395121.0
2010-10-17,59.93,61.73,59.93,60.89,7395121.0
2010-10-18,60.89,61.51,59.69,61.1,5081549.0
2010-10-19,61.15,63.39,60.56,62.06,12926012.0
2010-10-20,61.56,62.48,60.03,60.42,5945264.0
2010-10-21,61.19,61.99,60.38,61.13,8378238.0
2010-10-22,61.27,61.95,60.9,61.45,4153727.0
2010-10-23,61.27,61.95,60.9,61.45,4153727.0
2010-10-24,61.27,61.95,60.9,61.45,4153727.0
2010-10-25,61.76,62.1,60.92,61.52,5768224.0
2010-10-26,61.51,61.71,60.18,60.51,6806104.0
2010-10-27,60.54,60.78,59.45,60.06,4633875.0
2010-10-28,60.17,61.39,58.95,59.69,9744037.0
2010-10-29,60.42,60.52,58.97,59.87,4598713.0
2010-10-30,60.42,60.52,58.97,59.87,4598713.0
2010-10-31,60.42,60.52,58.97,59.87,4598713.0
2010-11-01,60.06,60.69,59.25,59.96,7326737.0
2010-11-02,60.51,60.56,58.84,59.24,7159719.0
2010-11-03,59.82,60.54,58.74,59.27,20885692.0
2010-11-04,59.69,60.39,59.59,60.25,5661702.0
2010-11-05,60.9,60.9,59.94,60.33,1123229.0
2010-11-06,60.9,60.9,59.94,60.33,1123229.0
2010-11-07,60.9,60.9,59.94,60.33,1123229.0
2010-11-08,60.54,60.81,60.17,60.4,4898733.0
2010-11-09,60.54,61.03,60.18,60.62,6666083.0
2010-11-10,60.88,61.33,60.29,60.92,8400489.0
2010-11-11,61.03,61.51,59.45,59.74,3428695.0
2010-11-12,59.69,60.32,57.33,59.15,12547459.0
2010-11-13,59.69,60.32,57.33,59.15,12547459.0
2010-11-14,59.69,60.32,57.33,59.15,12547459.0
2010-11-15,59.33,60.55,58.77,60.19,3601489.0
2010-11-16,60.17,60.29,58.99,59.7,6706782.0
2010-11-17,60.17,60.29,58.99,59.7,6706782.0
2010-11-18,61.39,61.39,58.13,59.58,9798522.0
2010-11-19,59.92,60.28,59.28,59.73,5935296.0
2010-11-20,59.92,60.28,59.28,59.73,5935296.0
2010-11-21,59.92,60.28,59.28,59.73,5935296.0
2010-11-22,60.17,60.64,59.1,60.31,6382078.0
2010-11-23,59.56,60.17,59.08,59.61,3925376.0
2010-11-24,59.87,60.15,58.54,59.12,3423057.0
2010-11-25,59.11,60.27,58.5,59.5,6848498.0
2010-11-26,59.32,59.9,58.74,59.38,5295191.0
2010-11-27,59.32,59.9,58.74,59.38,5295191.0
2010-11-28,59.32,59.9,58.74,59.38,5295191.0
2010-11-29,59.67,60.66,59.08,60.25,7330908.0
2010-11-30,60.04,60.78,59.09,59.87,5308700.0
2010-12-01,59.73,60.66,59.35,60.33,4783278.0
2010-12-02,60.54,61.03,59.44,59.89,6116837.0
2010-12-03,59.81,60.3,58.95,59.17,5742560.0
2010-12-04,59.81,60.3,58.95,59.17,5742560.0
2010-12-05,59.81,60.3,58.95,59.17,5742560.0
2010-12-06,59.93,60.44,59.57,60.11,7680710.0
2010-12-07,60.1,61.48,59.84,61.14,7660262.0
2010-12-08,61.24,62.06,59.81,61.8,13752650.0
2010-12-09,62.24,62.67,60.17,60.53,14179156.0
2010-12-10,60.42,61.15,59.32,60.0,13671717.0
2010-12-11,60.42,61.15,59.32,60.0,13671717.0
2010-12-12,60.42,61.15,59.32,60.0,13671717.0
2010-12-13,59.78,61.27,59.5,61.02,3713099.0
2010-12-14,61.03,61.66,60.56,61.46,9185724.0
2010-12-15,62.18,62.18,60.42,61.21,10944834.0
2010-12-16,60.71,61.2,60.05,60.9,6812125.0
2010-12-17,60.71,61.2,60.05,60.9,6812125.0
2010-12-18,60.71,61.2,60.05,60.9,6812125.0
2010-12-19,60.71,61.2,60.05,60.9,6812125.0
2010-12-20,60.89,62.5,60.82,61.85,8428990.0
2010-12-21,61.99,62.45,61.14,61.88,13751797.0
2010-12-22,62.12,62.33,61.63,62.03,4896035.0
2010-12-23,62.37,62.49,61.4,61.92,4854248.0
2010-12-24,62.0,62.73,61.27,62.58,2510526.0
2010-12-25,62.0,62.73,61.27,62.58,2510526.0
2010-12-26,62.0,62.73,61.27,62.58,2510526.0
2010-12-27,62.72,63.26,62.01,62.32,3730683.0
2010-12-28,62.36,62.58,61.62,61.88,2347066.0
2010-12-29,62.05,62.35,61.68,61.97,2131669.0
2010-12-30,62.46,62.84,61.48,62.45,5987141.0
2010-12-31,62.43,62.85,61.75,62.69,4430921.0
2011-01-01,62.43,62.85,61.75,62.69,4430921.0
2011-01-02,62.43,62.85,61.75,62.69,4430921.0
2011-01-03,62.62,63.34,62.61,62.98,3109986.0
2011-01-04,63.54,64.16,63.34,63.66,6495182.0
2011-01-05,63.83,65.04,63.35,64.66,4113551.0
2011-01-06,64.81,65.76,64.1,64.46,7758368.0
2011-01-07,64.36,65.14,63.65,64.13,4762136.0
2011-01-08,64.36,65.14,63.65,64.13,4762136.0
2011-01-09,64.36,65.14,63.65,64.13,4762136.0
2011-01-10,64.2,64.66,61.14,61.48,7015741.0
2011-01-11,62.0,62.51,60.66,61.22,5056637.0
2011-01-12,61.99,62.61,60.73,62.23,4095322.0
2011-01-13,62.51,63.02,60.59,60.97,6292793.0
2011-01-14,61.08,61.72,58.82,59.52,5208994.0
2011-01-15,61.08,61.72,58.82,59.52,5208994.0
2011-01-16,61.08,61.72,58.82,59.52,5208994.0
2011-01-17,59.8,59.87,57.32,58.92,7766645.0
2011-01-18,59.31,60.04,57.56,58.48,10374163.0
2011-01-19,58.7,59.19,56.65,57.11,17497520.0
2011-01-20,56.13,57.23,54.84,55.42,23081371.0
2011-01-21,55.88,56.1,55.15,55.39,7563953.0
2011-01-22,55.88,56.1,55.15,55.39,7563953.0
2011-01-23,55.88,56.1,55.15,55.39,7563953.0
2011-01-24,55.88,56.53,55.52,56.27,6700558.0
2011-01-25,56.74,58.81,56.38,58.03,9023223.0
2011-01-26,56.74,58.81,56.38,58.03,9023223.0
2011-01-27,58.94,59.3,55.64,56.2,10650408.0
2011-01-28,56.3,56.97,54.42,55.59,7132887.0
2011-01-29,56.3,56.97,54.42,55.59,7132887.0
2011-01-30,56.3,56.97,54.42,55.59,7132887.0
2011-01-31,55.88,58.45,55.09,57.59,7817664.0
2011-02-01,58.27,58.27,55.76,56.53,5302044.0
2011-02-02,56.68,57.44,56.01,56.39,3411820.0
2011-02-03,56.51,57.52,56.02,56.73,3306028.0
2011-02-04,56.86,57.34,55.06,55.4,11747808.0
2011-02-05,56.86,57.34,55.06,55.4,11747808.0
2011-02-06,56.86,57.34,55.06,55.4,11747808.0
2011-02-07,56.09,56.09,53.82,54.43,6628190.0
2011-02-08,55.52,55.52,53.68,53.99,6749912.0
2011-02-09,53.56,55.12,52.16,54.58,7734411.0
2011-02-10,54.2,55.88,53.93,55.28,8439203.0
2011-02-11,54.85,55.28,53.57,54.52,16075801.0
2011-02-12,54.85,55.28,53.57,54.52,16075801.0
2011-02-13,54.85,55.28,53.57,54.52,16075801.0
2011-02-14,54.13,56.01,54.13,55.76,3596993.0
2011-02-15,55.76,56.74,55.19,55.95,3444332.0
2011-02-16,56.22,56.46,55.34,56.07,2947304.0
2011-02-17,55.99,55.99,55.22,55.39,5727248.0
2011-02-18,55.74,55.85,53.81,54.15,7093580.0
2011-02-19,55.74,55.85,53.81,54.15,7093580.0
2011-02-20,55.74,55.85,53.81,54.15,7093580.0
2011-02-21,54.42,55.32,53.19,54.89,4523993.0
2011-02-22,54.54,55.08,53.56,54.07,4424313.0
2011-02-23,53.93,54.67,53.57,54.23,2308303.0
2011-02-24,53.62,54.91,52.83,53.53,7679355.0
2011-02-25,53.56,54.73,52.74,53.5,4779976.0
2011-02-26,53.56,54.73,52.74,53.5,4779976.0
2011-02-27,53.56,54.73,52.74,53.5,4779976.0
2011-02-28,53.93,54.18,51.97,52.16,11075804.0
2011-03-01,52.46,54.66,52.28,54.41,4280420.0
2011-03-02,52.46,54.66,52.28,54.41,4280420.0
2011-03-03,53.63,56.07,53.44,55.67,7807248.0
2011-03-04,55.76,56.25,54.8,55.68,5657728.0
2011-03-05,55.76,56.25,54.8,55.68,5657728.0
2011-03-06,55.76,56.25,54.8,55.68,5657728.0
2011-03-07,54.91,55.76,53.93,54.28,2369348.0
2011-03-08,53.82,54.63,53.56,53.93,4294826.0
2011-03-09,54.35,54.42,53.08,53.95,4969933.0
2011-03-10,53.99,54.29,53.38,54.03,3032696.0
2011-03-11,53.44,54.35,53.44,54.1,2573812.0
2011-03-12,53.44,54.35,53.44,54.1,2573812.0
2011-03-13,53.44,54.35,53.44,54.1,2573812.0
2011-03-14,54.16,57.2,54.16,56.57,7398140.0
2011-03-15,55.64,56.49,54.54,55.98,5778992.0
2011-03-16,56.02,56.56,55.52,55.85,5586998.0
2011-03-17,55.15,55.76,54.8,55.31,4672467.0
2011-03-18,55.49,55.64,54.43,54.77,8521790.0
2011-03-19,55.49,55.64,54.43,54.77,8521790.0
2011-03-20,55.49,55.64,54.43,54.77,8521790.0
2011-03-21,54.91,55.46,54.78,55.08,2867907.0
2011-03-22,55.27,55.94,54.93,55.47,3640566.0
2011-03-23,55.74,57.23,55.52,57.05,4006181.0
2011-03-24,57.17,57.47,55.74,56.15,5982869.0
2011-03-25,57.45,57.45,55.16,56.08,8142031.0
2011-03-26,57.45,57.45,55.16,56.08,8142031.0
2011-03-27,57.45,57.45,55.16,56.08,8142031.0
2011-03-28,56.12,56.13,54.66,55.12,10421081.0
2011-03-29,55.27,55.86,54.5,55.5,12915127.0
2011-03-30,55.41,56.76,55.27,56.15,9417329.0
2011-03-31,56.6,57.59,55.53,56.74,13881060.0
2011-04-01,56.49,57.67,56.04,56.68,6954802.0
2011-04-02,56.49,57.67,56.04,56.68,6954802.0
2011-04-03,56.49,57.67,56.04,56.68,6954802.0
2011-04-04,56.95,57.08,55.65,55.9,7841802.0
2011-04-05,56.36,56.59,55.77,56.47,5052866.0
2011-04-06,56.47,58.3,56.43,58.08,8987565.0
2011-04-07,58.33,58.9,57.49,57.86,7193234.0
2011-04-08,58.08,58.28,56.92,57.61,3730160.0
2011-04-09,58.08,58.28,56.92,57.61,3730160.0
2011-04-10,58.08,58.28,56.92,57.61,3730160.0
2011-04-11,57.71,58.45,56.38,56.76,2238378.0
2011-04-12,57.71,58.45,56.38,56.76,2238378.0
2011-04-13,56.86,58.33,56.38,58.1,6053733.0
2011-04-14,56.86,58.33,56.38,58.1,6053733.0
2011-04-15,58.15,58.15,57.0,57.39,4184148.0
2011-04-16,58.15,58.15,57.0,57.39,4184148.0
2011-04-17,58.15,58.15,57.0,57.39,4184148.0
2011-04-18,57.6,58.07,56.49,56.72,3501878.0
2011-04-19,56.73,57.99,55.72,57.79,4512484.0
2011-04-20,58.08,58.88,57.53,58.55,3073458.0
2011-04-21,58.66,58.7,57.58,57.97,3790480.0
2011-04-22,58.66,58.7,57.58,57.97,3790480.0
