,VNOM US Equity
2023-06-24,2.003
2023-06-25,2.003
2023-06-26,2.002
2023-06-27,2.002
2023-06-28,2.002
2023-06-29,1.988
2023-06-30,1.988
2023-07-01,1.988
2023-07-02,1.988
2023-07-03,1.988
2023-07-04,1.988
2023-07-05,1.971
2023-07-06,1.971
2023-07-07,1.971
2023-07-08,1.971
2023-07-09,1.971
2023-07-10,1.971
2023-07-11,1.971
2023-07-12,1.971
2023-07-13,1.961
2023-07-14,1.939
2023-07-15,1.939
2023-07-16,1.939
2023-07-17,1.632
2023-07-18,1.961
2023-07-19,1.963
2023-07-20,1.988
2023-07-21,1.988
2023-07-22,1.988
2023-07-23,1.976
2023-07-24,1.945
2023-07-25,1.945
2023-07-26,1.945
2023-07-27,2.013
2023-07-28,2.013
2023-07-29,2.013
2023-07-30,2.013
2023-07-31,2.02
2023-08-01,2.027
2023-08-02,2.05
2023-08-03,2.05
2023-08-04,2.05
2023-08-05,2.05
2023-08-06,2.109
2023-08-07,2.109
2023-08-08,2.109
2023-08-09,2.109
2023-08-10,2.109
2023-08-11,2.089
2023-08-12,2.089
2023-08-13,2.089
2023-08-14,2.16
2023-08-15,2.16
2023-08-16,2.16
2023-08-17,2.16
2023-08-18,2.196
2023-08-19,2.196
2023-08-20,2.196
2023-08-21,2.196
2023-08-22,2.207
2023-08-23,2.207
2023-08-24,2.222
2023-08-25,2.222
2023-08-26,2.222
2023-08-27,2.222
2023-08-28,2.222
2023-08-29,2.222
2023-08-30,2.222
2023-08-31,2.222
2023-09-01,2.222
2023-09-02,2.223
2023-09-03,2.223
2023-09-04,2.223
2023-09-05,2.308
2023-09-06,2.411
2023-09-07,2.411
2023-09-08,2.411
2023-09-09,2.411
2023-09-10,2.411
2023-09-11,2.411
2023-09-12,2.392
2023-09-13,2.392
2023-09-14,2.392
2023-09-15,2.392
2023-09-16,2.392
2023-09-17,2.392
2023-09-18,2.392
2023-09-19,2.392
2023-09-20,2.392
2023-09-21,2.392
2023-09-22,2.392
2023-09-23,2.392
2023-09-24,2.392
2023-09-25,2.392
2023-09-26,2.392
2023-09-27,2.392
2023-09-28,2.445
2023-09-29,2.445
2023-09-30,2.445
2023-10-01,2.445
2023-10-02,2.445
2023-10-03,2.445
2023-10-04,2.405
2023-10-05,2.405
2023-10-06,2.405
2023-10-07,2.405
2023-10-08,2.405
2023-10-09,2.405
2023-10-10,2.405
2023-10-11,2.405
2023-10-12,2.404
2023-10-13,2.404
2023-10-14,2.404
2023-10-15,2.404
2023-10-16,2.427
2023-10-17,2.427
2023-10-18,2.435
2023-10-19,2.435
2023-10-20,2.435
2023-10-21,2.435
2023-10-22,2.435
2023-10-23,2.442
2023-10-24,2.512
2023-10-25,2.512
2023-10-26,2.512
2023-10-27,2.512
2023-10-28,2.512
2023-10-29,2.512
2023-10-30,2.512
2023-10-31,2.512
2023-11-01,2.512
2023-11-02,2.512
2023-11-03,2.512
2023-11-04,2.512
2023-11-05,2.512
2023-11-06,2.52
2023-11-07,2.517
2023-11-08,2.505
2023-11-09,2.505
2023-11-10,2.505
2023-11-11,2.505
2023-11-12,2.553
2023-11-13,2.553
2023-11-14,2.553
2023-11-15,2.508
2023-11-16,2.508
2023-11-17,2.508
2023-11-18,2.508
2023-11-19,2.508
2023-11-20,2.508
2023-11-21,2.508
2023-11-22,2.508
2023-11-23,2.508
2023-11-24,2.508
2023-11-25,2.508
2023-11-26,2.508
2023-11-27,2.495
2023-11-28,2.495
2023-11-29,2.488
2023-11-30,2.488
2023-12-01,2.488
2023-12-02,2.488
2023-12-03,2.488
2023-12-04,2.488
2023-12-05,2.488
2023-12-06,2.483
2023-12-07,2.457
2023-12-08,2.457
2023-12-09,2.457
2023-12-10,2.457
2023-12-11,2.457
2023-12-12,2.457
2023-12-13,2.457
2023-12-14,2.457
2023-12-15,2.457
2023-12-16,2.429
2023-12-17,2.429
2023-12-18,2.429
2023-12-19,2.429
2023-12-20,2.341
2023-12-21,2.341
2023-12-22,2.341
2023-12-23,2.341
2023-12-24,2.341
2023-12-25,2.341
2023-12-26,2.341
2023-12-27,2.341
2023-12-28,2.341
2023-12-29,2.341
2023-12-30,2.341
2023-12-31,2.341
2024-01-01,2.341
2024-01-02,2.54
2024-01-03,2.54
2024-01-04,2.504
2024-01-05,2.504
2024-01-06,2.504
2024-01-07,2.488
2024-01-08,2.488
2024-01-09,2.493
2024-01-10,2.476
2024-01-11,2.468
2024-01-12,2.468
2024-01-13,2.468
2024-01-14,2.468
2024-01-15,2.468
2024-01-16,2.468
2024-01-17,2.399
2024-01-18,2.399
2024-01-19,2.399
2024-01-20,2.399
2024-01-21,2.399
2024-01-22,2.186
2024-01-23,2.133
2024-01-24,2.133
2024-01-25,2.133
2024-01-26,2.133
2024-01-27,2.133
2024-01-28,2.133
2024-01-29,2.133
2024-01-30,1.867
2024-01-31,1.867
2024-02-01,1.867
2024-02-02,1.867
2024-02-03,1.867
2024-02-04,1.867
2024-02-05,1.867
2024-02-06,1.867
2024-02-07,1.867
2024-02-08,1.867
2024-02-09,1.867
2024-02-10,1.867
2024-02-11,1.867
2024-02-12,1.867
2024-02-13,1.954
2024-02-14,1.954
2024-02-15,1.954
2024-02-16,1.954
2024-02-17,1.954
2024-02-18,1.954
2024-02-19,1.954
2024-02-20,2.05
2024-02-21,1.973
2024-02-22,1.951
2024-02-23,1.951
2024-02-24,1.951
2024-02-25,1.951
2024-02-26,1.952
2024-02-27,1.952
2024-02-28,1.952
2024-02-29,1.952
2024-03-01,1.952
2024-03-02,1.952
2024-03-03,1.952
2024-03-04,2.091
2024-03-05,2.091
2024-03-06,2.067
2024-03-07,2.067
2024-03-08,2.067
2024-03-09,2.067
2024-03-10,2.067
2024-03-11,2.067
2024-03-12,2.067
2024-03-13,2.063
2024-03-14,2.063
2024-03-15,2.063
2024-03-16,2.063
2024-03-17,2.063
2024-03-18,2.083
2024-03-19,2.121
2024-03-20,2.121
2024-03-21,2.084
2024-03-22,2.084
2024-03-23,2.084
2024-03-24,2.084
2024-03-25,2.084
2024-03-26,2.084
2024-03-27,2.084
2024-03-28,1.997
2024-03-29,1.997
2024-03-30,1.997
2024-03-31,1.997
2024-04-01,1.997
2024-04-02,1.997
2024-04-03,1.997
2024-04-04,1.77
2024-04-05,1.78
2024-04-06,1.78
2024-04-07,1.78
2024-04-08,1.771
