,LYB US Equity
2020-11-30,8.545
2020-12-01,8.545
2020-12-02,8.545
2020-12-03,8.545
2020-12-04,8.545
2020-12-05,8.545
2020-12-06,8.545
2020-12-07,8.545
2020-12-08,8.545
2020-12-09,8.675
2020-12-10,8.675
2020-12-11,8.675
2020-12-12,8.675
2020-12-13,8.675
2020-12-14,8.675
2020-12-15,8.675
2020-12-16,8.675
2020-12-17,8.675
2020-12-18,8.675
2020-12-19,8.675
2020-12-20,8.675
2020-12-21,8.675
2020-12-22,8.675
2020-12-23,8.675
2020-12-24,8.675
2020-12-25,8.675
2020-12-26,8.675
2020-12-27,8.675
2020-12-28,8.675
2020-12-29,8.675
2020-12-30,8.675
2020-12-31,8.675
2021-01-01,8.675
2021-01-02,8.675
2021-01-03,8.675
2021-01-04,8.675
2021-01-05,8.675
2021-01-06,8.68
2021-01-07,8.68
2021-01-08,8.68
2021-01-09,8.68
2021-01-10,8.68
2021-01-11,8.68
2021-01-12,8.68
2021-01-13,8.68
2021-01-14,8.68
2021-01-15,8.68
2021-01-16,8.68
2021-01-17,8.68
2021-01-18,8.68
2021-01-19,8.68
2021-01-20,8.68
2021-01-21,8.68
2021-01-22,9.105
2021-01-23,9.105
2021-01-24,9.105
2021-01-25,9.105
2021-01-26,9.105
2021-01-27,9.105
2021-01-28,9.105
2021-01-29,9.105
2021-01-30,9.105
2021-01-31,9.105
2021-02-01,9.955
2021-02-02,9.955
2021-02-03,9.955
2021-02-04,9.955
2021-02-05,9.955
2021-02-06,9.955
2021-02-07,9.955
2021-02-08,9.955
2021-02-09,9.955
2021-02-10,9.955
2021-02-11,9.955
2021-02-12,9.955
2021-02-13,9.955
2021-02-14,9.955
2021-02-15,9.955
2021-02-16,9.955
2021-02-17,10.43
2021-02-18,10.43
2021-02-19,10.43
2021-02-20,10.43
2021-02-21,10.43
2021-02-22,10.43
2021-02-23,10.43
2021-02-24,10.43
2021-02-25,10.43
2021-02-26,10.43
2021-02-27,10.43
2021-02-28,10.43
2021-03-01,10.43
2021-03-02,10.43
2021-03-03,10.43
2021-03-04,10.43
2021-03-05,10.43
2021-03-06,10.43
2021-03-07,10.43
2021-03-08,10.925
2021-03-09,10.925
2021-03-10,10.925
2021-03-11,11.275
2021-03-12,11.275
2021-03-13,11.275
2021-03-14,11.275
2021-03-15,11.275
2021-03-16,11.275
2021-03-17,11.275
2021-03-18,11.275
2021-03-19,11.275
2021-03-20,11.275
2021-03-21,11.275
2021-03-22,11.275
2021-03-23,11.275
2021-03-24,11.275
2021-03-25,11.275
2021-03-26,11.275
2021-03-27,11.275
2021-03-28,11.275
2021-03-29,11.275
2021-03-30,11.275
2021-03-31,11.275
2021-04-01,11.275
2021-04-02,11.275
2021-04-03,11.275
2021-04-04,11.275
2021-04-05,11.275
2021-04-06,11.275
2021-04-07,11.05
2021-04-08,11.05
2021-04-09,11.05
2021-04-10,11.05
2021-04-11,11.05
2021-04-12,11.05
2021-04-13,11.05
2021-04-14,11.05
2021-04-15,11.05
2021-04-16,11.05
2021-04-17,11.05
2021-04-18,11.05
2021-04-19,11.05
2021-04-20,11.05
2021-04-21,11.05
2021-04-22,11.05
2021-04-23,11.05
2021-04-24,11.05
2021-04-25,11.05
2021-04-26,11.05
2021-04-27,11.05
2021-04-28,11.05
2021-04-29,11.05
2021-04-30,10.66
2021-05-01,10.66
2021-05-02,10.66
2021-05-03,10.66
2021-05-04,10.66
2021-05-05,10.66
2021-05-06,10.66
2021-05-07,10.66
2021-05-08,10.66
2021-05-09,10.66
2021-05-10,10.66
2021-05-11,10.66
2021-05-12,10.66
2021-05-13,10.66
2021-05-14,10.66
2021-05-15,10.66
2021-05-16,10.66
2021-05-17,10.66
2021-05-18,10.66
2021-05-19,10.66
2021-05-20,10.66
2021-05-21,10.66
2021-05-22,10.66
2021-05-23,10.66
2021-05-24,10.66
2021-05-25,10.66
2021-05-26,10.66
2021-05-27,10.66
2021-05-28,10.66
2021-05-29,10.66
2021-05-30,10.66
2021-05-31,10.66
2021-06-01,10.66
2021-06-02,10.66
2021-06-03,10.66
2021-06-04,10.66
2021-06-05,10.66
2021-06-06,10.66
2021-06-07,10.66
2021-06-08,10.66
2021-06-09,10.66
2021-06-10,10.66
2021-06-11,10.66
2021-06-12,10.66
2021-06-13,10.66
2021-06-14,10.66
2021-06-15,10.66
2021-06-16,10.66
2021-06-17,10.66
2021-06-18,10.66
2021-06-19,10.66
2021-06-20,10.66
2021-06-21,10.66
2021-06-22,10.66
2021-06-23,10.66
2021-06-24,10.66
2021-06-25,10.66
2021-06-26,10.66
2021-06-27,10.66
2021-06-28,10.66
2021-06-29,10.66
2021-06-30,10.66
2021-07-01,10.66
2021-07-02,10.66
2021-07-03,10.66
2021-07-04,10.66
2021-07-05,10.66
2021-07-06,10.66
2021-07-07,10.66
2021-07-08,10.66
2021-07-09,10.66
2021-07-10,10.66
2021-07-11,10.66
2021-07-12,10.66
2021-07-13,10.66
2021-07-14,10.66
2021-07-15,10.66
2021-07-16,10.66
2021-07-17,10.66
2021-07-18,10.66
2021-07-19,10.66
2021-07-20,10.66
2021-07-21,10.66
2021-07-22,10.66
2021-07-23,10.66
2021-07-24,10.66
2021-07-25,10.66
2021-07-26,10.66
2021-07-27,10.66
2021-07-28,10.66
2021-07-29,10.66
2021-07-30,10.66
2021-07-31,10.66
2021-08-01,10.66
2021-08-02,10.66
2021-08-03,10.66
2021-08-04,10.66
2021-08-05,10.66
2021-08-06,10.66
2021-08-07,10.66
2021-08-08,10.66
2021-08-09,10.66
2021-08-10,10.66
2021-08-11,10.66
2021-08-12,10.66
2021-08-13,10.66
2021-08-14,10.66
2021-08-15,10.66
2021-08-16,10.66
2021-08-17,10.66
2021-08-18,10.66
2021-08-19,10.66
2021-08-20,10.66
2021-08-21,10.66
2021-08-22,10.66
2021-08-23,10.66
2021-08-24,10.66
2021-08-25,10.66
2021-08-26,10.66
2021-08-27,10.66
2021-08-28,10.66
2021-08-29,10.66
2021-08-30,10.66
2021-08-31,10.66
2021-09-01,10.66
2021-09-02,10.66
2021-09-03,10.66
2021-09-04,10.66
2021-09-05,10.66
2021-09-06,10.66
2021-09-07,10.66
2021-09-08,10.66
2021-09-09,10.66
2021-09-10,10.66
2021-09-11,10.66
2021-09-12,10.66
2021-09-13,10.66
2021-09-14,10.66
2021-09-15,10.66
2021-09-16,10.66
2021-09-17,10.66
2021-09-18,10.66
2021-09-19,10.66
2021-09-20,10.66
2021-09-21,10.66
2021-09-22,10.66
2021-09-23,10.66
2021-09-24,10.66
2021-09-25,10.66
2021-09-26,10.66
2021-09-27,10.66
2021-09-28,10.66
2021-09-29,10.66
2021-09-30,10.66
2021-10-01,10.66
2021-10-02,10.66
2021-10-03,10.66
2021-10-04,10.66
2021-10-05,10.93
2021-10-06,10.93
2021-10-07,10.93
2021-10-08,10.93
2021-10-09,10.93
2021-10-10,10.93
2021-10-11,10.93
2021-10-12,10.93
2021-10-13,10.93
2021-10-14,10.93
2021-10-15,10.93
2021-10-16,10.93
2021-10-17,10.93
2021-10-18,10.93
2021-10-19,10.93
2021-10-20,10.93
2021-10-21,10.93
2021-10-22,10.93
2021-10-23,10.93
2021-10-24,10.93
2021-10-25,10.93
2021-10-26,10.93
2021-10-27,10.93
2021-10-28,10.93
2021-10-29,11.98
2021-10-30,11.98
2021-10-31,11.98
2021-11-01,11.98
2021-11-02,11.98
2021-11-03,11.98
2021-11-04,11.98
2021-11-05,11.98
2021-11-06,11.98
2021-11-07,11.98
2021-11-08,11.98
2021-11-09,11.98
2021-11-10,11.98
2021-11-11,11.98
2021-11-12,11.98
2021-11-13,11.98
2021-11-14,11.98
2021-11-15,11.98
2021-11-16,11.98
2021-11-17,11.98
2021-11-18,11.98
2021-11-19,11.98
2021-11-20,11.98
2021-11-21,11.98
2021-11-22,11.98
2021-11-23,11.98
2021-11-24,11.98
2021-11-25,11.98
2021-11-26,11.98
2021-11-27,11.98
2021-11-28,11.98
2021-11-29,11.98
2021-11-30,11.98
2021-12-01,14.21
2021-12-02,16.105
2021-12-03,16.105
2021-12-04,16.105
2021-12-05,16.105
2021-12-06,16.105
2021-12-07,14.883
2021-12-08,14.883
2021-12-09,14.883
2021-12-10,14.883
2021-12-11,14.883
2021-12-12,14.883
2021-12-13,14.883
2021-12-14,14.883
2021-12-15,14.883
2021-12-16,14.883
2021-12-17,14.883
2021-12-18,14.883
2021-12-19,14.883
2021-12-20,14.883
2021-12-21,14.883
2021-12-22,14.883
2021-12-23,14.883
2021-12-24,14.883
2021-12-25,14.883
2021-12-26,14.883
2021-12-27,14.883
2021-12-28,14.883
2021-12-29,14.883
2021-12-30,14.883
2021-12-31,14.883
2022-01-01,14.883
2022-01-02,14.883
2022-01-03,15.663
2022-01-04,15.663
2022-01-05,15.663
2022-01-06,16.054
2022-01-07,16.054
2022-01-08,16.054
2022-01-09,16.054
2022-01-10,16.054
2022-01-11,16.054
2022-01-12,16.054
2022-01-13,16.054
2022-01-14,16.054
2022-01-15,16.054
2022-01-16,16.054
2022-01-17,16.054
2022-01-18,16.054
2022-01-19,16.054
2022-01-20,16.054
2022-01-21,16.054
2022-01-22,16.054
2022-01-23,16.054
2022-01-24,16.054
2022-01-25,16.054
2022-01-26,16.054
2022-01-27,16.054
2022-01-28,16.054
2022-01-29,15.481
2022-01-30,16.633
2022-01-31,15.838
2022-02-01,15.53
2022-02-02,15.772
2022-02-03,15.772
2022-02-04,15.772
2022-02-05,15.772
2022-02-06,15.772
2022-02-07,15.772
2022-02-08,15.772
2022-02-09,15.772
2022-02-10,15.787
2022-02-11,15.797
2022-02-12,15.797
2022-02-13,15.797
2022-02-14,15.851
2022-02-15,15.851
2022-02-16,15.851
2022-02-17,15.851
2022-02-18,15.851
2022-02-19,15.851
2022-02-20,15.851
2022-02-21,15.851
2022-02-22,15.851
2022-02-23,15.851
2022-02-24,15.851
2022-02-25,15.851
2022-02-26,15.851
2022-02-27,15.851
2022-02-28,15.664
2022-03-01,15.664
2022-03-02,15.664
2022-03-03,15.664
2022-03-04,15.664
2022-03-05,15.664
2022-03-06,15.664
2022-03-07,15.664
2022-03-08,15.664
2022-03-09,15.664
2022-03-10,15.669
2022-03-11,15.6
2022-03-12,15.6
2022-03-13,15.6
2022-03-14,15.6
2022-03-15,15.6
2022-03-16,15.6
2022-03-17,15.6
2022-03-18,15.448
2022-03-19,15.448
2022-03-20,15.448
2022-03-21,15.448
2022-03-22,15.448
2022-03-23,15.528
2022-03-24,15.528
2022-03-25,15.528
2022-03-26,15.528
2022-03-27,15.528
2022-03-28,15.528
2022-03-29,15.528
2022-03-30,15.528
2022-03-31,15.535
2022-04-01,15.535
2022-04-02,15.655
2022-04-03,15.655
2022-04-04,15.845
2022-04-05,15.845
2022-04-06,15.845
2022-04-07,15.8
2022-04-08,15.8
2022-04-09,15.8
2022-04-10,15.8
2022-04-11,15.8
2022-04-12,15.8
2022-04-13,15.8
2022-04-14,15.8
2022-04-15,15.8
2022-04-16,15.8
2022-04-17,15.8
2022-04-18,15.8
2022-04-19,15.8
2022-04-20,15.8
2022-04-21,15.8
2022-04-22,15.8
2022-04-23,15.8
2022-04-24,15.8
2022-04-25,15.8
2022-04-26,15.8
2022-04-27,15.8
2022-04-28,15.467
2022-04-29,15.467
2022-04-30,15.479
2022-05-01,15.329
2022-05-02,16.105
2022-05-03,16.105
2022-05-04,16.218
2022-05-05,16.297
2022-05-06,16.298
2022-05-07,16.298
2022-05-08,16.298
2022-05-09,16.298
2022-05-10,16.298
2022-05-11,16.298
2022-05-12,16.298
2022-05-13,16.298
2022-05-14,16.298
2022-05-15,16.298
2022-05-16,16.298
2022-05-17,16.298
2022-05-18,16.298
2022-05-19,16.298
2022-05-20,16.292
2022-05-21,16.292
2022-05-22,16.292
2022-05-23,16.292
2022-05-24,16.292
2022-05-25,16.292
2022-05-26,17.658
2022-05-27,17.658
2022-05-28,17.638
2022-05-29,17.638
2022-05-30,16.946
2022-05-31,16.946
2022-06-01,16.946
2022-06-02,16.946
2022-06-03,16.946
2022-06-04,16.946
2022-06-05,16.946
2022-06-06,16.946
2022-06-07,16.946
2022-06-08,16.305
2022-06-09,16.305
2022-06-10,16.305
2022-06-11,16.305
2022-06-12,16.305
2022-06-13,16.305
2022-06-14,16.305
2022-06-15,16.305
2022-06-16,16.315
2022-06-17,16.315
2022-06-18,16.183
2022-06-19,16.183
2022-06-20,16.183
2022-06-21,16.183
2022-06-22,16.183
2022-06-23,16.183
2022-06-24,16.183
2022-06-25,16.183
2022-06-26,16.438
2022-06-27,16.189
2022-06-28,16.189
2022-06-29,16.189
2022-06-30,16.189
2022-07-01,16.189
2022-07-02,16.189
2022-07-03,16.189
2022-07-04,16.189
2022-07-05,16.189
2022-07-06,16.189
2022-07-07,16.189
2022-07-08,16.189
2022-07-09,16.189
2022-07-10,16.189
2022-07-11,15.895
2022-07-12,15.714
2022-07-13,15.664
2022-07-14,15.664
2022-07-15,15.664
2022-07-16,15.664
2022-07-17,15.664
2022-07-18,15.664
2022-07-19,15.664
2022-07-20,15.664
2022-07-21,15.664
2022-07-22,15.664
2022-07-23,15.664
2022-07-24,15.664
2022-07-25,15.664
2022-07-26,15.664
2022-07-27,15.664
2022-07-28,15.664
2022-07-29,15.677
2022-07-30,15.459
2022-07-31,15.459
2022-08-01,15.429
2022-08-02,15.073
2022-08-03,15.073
2022-08-04,15.25
2022-08-05,15.25
2022-08-06,15.25
2022-08-07,15.25
2022-08-08,15.25
2022-08-09,15.251
2022-08-10,15.251
2022-08-11,15.251
2022-08-12,15.251
2022-08-13,15.251
2022-08-14,15.251
2022-08-15,15.251
2022-08-16,15.251
2022-08-17,15.251
2022-08-18,15.251
2022-08-19,15.235
2022-08-20,15.235
2022-08-21,15.235
2022-08-22,15.235
2022-08-23,15.235
2022-08-24,15.235
2022-08-25,15.235
2022-08-26,15.235
2022-08-27,15.235
2022-08-28,15.235
2022-08-29,14.857
2022-08-30,14.857
2022-08-31,14.857
2022-09-01,14.869
2022-09-02,14.869
2022-09-03,14.869
2022-09-04,14.869
2022-09-05,14.869
2022-09-06,14.869
2022-09-07,14.869
2022-09-08,14.869
2022-09-09,14.531
2022-09-10,14.531
2022-09-11,14.531
2022-09-12,14.531
2022-09-13,14.383
2022-09-14,13.864
2022-09-15,13.766
2022-09-16,13.813
2022-09-17,13.813
2022-09-18,13.813
2022-09-19,13.609
2022-09-20,13.609
2022-09-21,13.107
2022-09-22,13.107
2022-09-23,13.094
2022-09-24,13.094
2022-09-25,13.094
2022-09-26,13.094
2022-09-27,13.094
2022-09-28,13.094
2022-09-29,13.094
2022-09-30,13.094
2022-10-01,13.094
2022-10-02,13.094
2022-10-03,13.094
2022-10-04,12.939
2022-10-05,12.872
2022-10-06,12.872
2022-10-07,12.872
2022-10-08,12.872
2022-10-09,12.872
2022-10-10,12.872
2022-10-11,12.798
2022-10-12,12.33
2022-10-13,12.387
2022-10-14,12.155
2022-10-15,12.155
2022-10-16,12.155
2022-10-17,12.155
2022-10-18,12.155
2022-10-19,12.155
2022-10-20,12.155
2022-10-21,12.155
2022-10-22,12.155
2022-10-23,12.155
2022-10-24,12.155
2022-10-25,12.155
2022-10-26,12.155
2022-10-27,12.155
2022-10-28,11.566
2022-10-29,11.499
2022-10-30,11.603
2022-10-31,11.179
2022-11-01,11.035
2022-11-02,10.881
2022-11-03,10.881
2022-11-04,10.881
2022-11-05,10.881
2022-11-06,10.881
2022-11-07,10.881
2022-11-08,10.881
2022-11-09,10.777
2022-11-10,10.798
2022-11-11,10.798
2022-11-12,10.798
2022-11-13,10.798
2022-11-14,10.798
2022-11-15,11.077
2022-11-16,11.077
2022-11-17,11.077
2022-11-18,11.077
2022-11-19,11.077
2022-11-20,11.077
2022-11-21,11.077
2022-11-22,11.077
2022-11-23,11.077
2022-11-24,11.077
2022-11-25,11.077
2022-11-26,11.077
2022-11-27,11.077
2022-11-28,11.077
2022-11-29,11.077
2022-11-30,11.077
2022-12-01,10.994
2022-12-02,10.994
2022-12-03,10.994
2022-12-04,10.994
2022-12-05,10.994
2022-12-06,10.994
2022-12-07,10.994
2022-12-08,10.994
2022-12-09,10.994
2022-12-10,10.994
2022-12-11,10.994
2022-12-12,10.994
2022-12-13,10.994
2022-12-14,10.973
2022-12-15,10.98
2022-12-16,10.98
2022-12-17,10.98
2022-12-18,10.98
2022-12-19,10.98
2022-12-20,10.98
2022-12-21,10.98
2022-12-22,10.987
2022-12-23,10.987
2022-12-24,10.987
2022-12-25,10.987
2022-12-26,10.987
2022-12-27,10.987
2022-12-28,10.987
2022-12-29,10.987
2022-12-30,10.987
2022-12-31,10.987
2023-01-01,10.987
2023-01-02,10.984
2023-01-03,10.984
2023-01-04,10.843
2023-01-05,10.843
2023-01-06,10.843
2023-01-07,10.843
2023-01-08,10.843
2023-01-09,10.843
2023-01-10,10.826
2023-01-11,10.919
2023-01-12,10.919
2023-01-13,10.919
2023-01-14,10.919
2023-01-15,10.919
2023-01-16,10.919
2023-01-17,10.919
2023-01-18,10.919
2023-01-19,10.919
2023-01-20,10.919
2023-01-21,10.919
2023-01-22,10.919
2023-01-23,10.919
2023-01-24,10.919
2023-01-25,10.919
2023-01-26,10.919
2023-01-27,10.919
2023-01-28,10.919
2023-01-29,10.919
2023-01-30,10.919
2023-01-31,11.064
2023-02-01,11.064
2023-02-02,11.064
2023-02-03,11.006
2023-02-04,11.018
2023-02-05,10.817
2023-02-06,10.7
2023-02-07,10.707
2023-02-08,10.623
2023-02-09,10.623
2023-02-10,10.487
2023-02-11,10.487
2023-02-12,10.487
2023-02-13,10.527
2023-02-14,10.527
2023-02-15,10.527
2023-02-16,10.527
2023-02-17,10.481
2023-02-18,10.481
2023-02-19,10.481
2023-02-20,10.481
2023-02-21,10.481
2023-02-22,10.482
2023-02-23,10.482
2023-02-24,10.517
2023-02-25,10.517
2023-02-26,10.517
2023-02-27,10.517
2023-02-28,10.561
2023-03-01,10.561
2023-03-02,10.561
2023-03-03,10.561
2023-03-04,10.561
2023-03-05,10.561
2023-03-06,10.653
2023-03-07,10.653
2023-03-08,10.653
2023-03-09,10.653
2023-03-10,10.653
2023-03-11,10.653
2023-03-12,10.653
2023-03-13,10.631
2023-03-14,10.687
2023-03-15,10.687
2023-03-16,10.687
2023-03-17,10.601
2023-03-18,10.601
2023-03-19,10.603
2023-03-20,10.618
2023-03-21,10.618
2023-03-22,10.618
2023-03-23,10.618
2023-03-24,10.618
2023-03-25,10.618
2023-03-26,10.618
2023-03-27,10.649
2023-03-28,10.649
2023-03-29,10.649
2023-03-30,10.649
2023-03-31,10.649
2023-04-01,10.649
2023-04-02,10.627
2023-04-03,10.627
2023-04-04,10.627
2023-04-05,10.627
2023-04-06,10.627
2023-04-07,10.627
2023-04-08,10.627
2023-04-09,10.627
2023-04-10,10.664
2023-04-11,10.684
2023-04-12,10.686
2023-04-13,10.578
2023-04-14,10.578
2023-04-15,10.578
2023-04-16,10.578
2023-04-17,10.598
2023-04-18,10.598
2023-04-19,10.598
2023-04-20,10.598
2023-04-21,10.598
2023-04-22,10.598
2023-04-23,10.598
2023-04-24,10.598
2023-04-25,10.598
2023-04-26,10.598
2023-04-27,10.598
2023-04-28,10.566
2023-04-29,10.556
2023-04-30,10.51
2023-05-01,10.447
2023-05-02,10.415
2023-05-03,10.415
2023-05-04,10.415
2023-05-05,10.415
2023-05-06,10.415
2023-05-07,10.415
2023-05-08,10.418
2023-05-09,10.508
2023-05-10,10.508
2023-05-11,10.508
2023-05-12,10.458
2023-05-13,10.458
2023-05-14,10.458
2023-05-15,10.428
2023-05-16,10.428
2023-05-17,10.428
2023-05-18,10.428
2023-05-19,10.428
2023-05-20,10.428
2023-05-21,10.428
2023-05-22,10.406
2023-05-23,10.406
2023-05-24,10.406
2023-05-25,10.406
2023-05-26,10.406
2023-05-27,10.406
2023-05-28,10.388
2023-05-29,10.388
2023-05-30,10.388
2023-05-31,10.553
2023-06-01,10.647
2023-06-02,10.647
2023-06-03,10.647
2023-06-04,10.647
2023-06-05,10.617
2023-06-06,10.728
2023-06-07,10.728
2023-06-08,10.728
2023-06-09,10.782
2023-06-10,10.782
2023-06-11,10.782
2023-06-12,10.782
2023-06-13,10.773
2023-06-14,10.773
2023-06-15,10.806
2023-06-16,10.806
2023-06-17,10.806
2023-06-18,10.806
2023-06-19,10.806
2023-06-20,10.806
2023-06-21,10.813
2023-06-22,10.82
2023-06-23,10.796
