,DHI US Equity
2023-07-01,11.251
2023-07-02,11.251
2023-07-03,11.251
2023-07-04,11.251
2023-07-05,11.283
2023-07-06,11.283
2023-07-07,11.283
2023-07-08,11.283
2023-07-09,11.283
2023-07-10,11.325
2023-07-11,11.325
2023-07-12,11.325
2023-07-13,11.454
2023-07-14,11.454
2023-07-15,11.454
2023-07-16,11.454
2023-07-17,11.465
2023-07-18,11.465
2023-07-19,11.465
2023-07-20,12.475
2023-07-21,12.868
2023-07-22,12.868
2023-07-23,12.975
2023-07-24,13.215
2023-07-25,13.273
2023-07-26,13.378
2023-07-27,13.378
2023-07-28,13.67
2023-07-29,13.684
2023-07-30,13.684
2023-07-31,13.684
2023-08-01,13.684
2023-08-02,13.684
2023-08-03,13.684
2023-08-04,13.684
2023-08-05,13.684
2023-08-06,13.684
2023-08-07,13.684
2023-08-08,13.684
2023-08-09,13.684
2023-08-10,13.684
2023-08-11,13.684
2023-08-12,13.684
2023-08-13,13.74
2023-08-14,13.74
2023-08-15,13.74
2023-08-16,13.741
2023-08-17,13.741
2023-08-18,13.741
2023-08-19,13.741
2023-08-20,13.741
2023-08-21,13.741
2023-08-22,13.741
2023-08-23,13.741
2023-08-24,13.741
2023-08-25,13.741
2023-08-26,13.741
2023-08-27,13.741
2023-08-28,13.741
2023-08-29,13.741
2023-08-30,13.741
2023-08-31,13.828
2023-09-01,13.821
2023-09-02,13.821
2023-09-03,13.821
2023-09-04,13.821
2023-09-05,13.821
2023-09-06,13.821
2023-09-07,13.829
2023-09-08,13.829
2023-09-09,13.829
2023-09-10,13.829
2023-09-11,13.795
2023-09-12,13.795
2023-09-13,13.795
2023-09-14,13.795
2023-09-15,13.795
2023-09-16,13.795
2023-09-17,13.795
2023-09-18,13.921
2023-09-19,13.921
2023-09-20,13.921
2023-09-21,13.921
2023-09-22,13.921
2023-09-23,13.921
2023-09-24,13.921
2023-09-25,13.921
2023-09-26,13.921
2023-09-27,13.921
2023-09-28,13.921
2023-09-29,13.921
2023-09-30,13.921
2023-10-01,13.921
2023-10-02,13.921
2023-10-03,13.921
2023-10-04,13.921
2023-10-05,13.921
2023-10-06,13.921
2023-10-07,13.921
2023-10-08,13.921
2023-10-09,13.87
2023-10-10,13.87
2023-10-11,13.87
2023-10-12,13.745
2023-10-13,13.674
2023-10-14,13.674
2023-10-15,13.674
2023-10-16,13.685
2023-10-17,13.685
2023-10-18,13.605
2023-10-19,13.605
2023-10-20,13.605
2023-10-21,13.605
2023-10-22,13.605
2023-10-23,13.605
2023-10-24,13.605
2023-10-25,13.605
2023-10-26,13.605
2023-10-27,13.605
2023-10-28,13.605
2023-10-29,13.605
2023-10-30,13.605
2023-10-31,13.605
2023-11-01,13.605
2023-11-02,13.605
2023-11-03,13.605
2023-11-04,13.605
2023-11-05,13.605
2023-11-06,13.605
2023-11-07,13.874
2023-11-08,13.98
2023-11-09,13.98
2023-11-10,13.98
2023-11-11,13.907
2023-11-12,13.907
2023-11-13,13.937
2023-11-14,13.937
2023-11-15,13.947
2023-11-16,13.947
2023-11-17,13.947
2023-11-18,13.947
2023-11-19,13.947
2023-11-20,13.947
2023-11-21,13.947
2023-11-22,13.947
2023-11-23,13.947
2023-11-24,13.947
2023-11-25,13.947
2023-11-26,13.947
2023-11-27,13.912
2023-11-28,13.912
2023-11-29,13.912
2023-11-30,13.912
2023-12-01,13.912
2023-12-02,13.912
2023-12-03,13.912
2023-12-04,13.945
2023-12-05,13.945
2023-12-06,13.945
2023-12-07,13.943
2023-12-08,13.943
2023-12-09,13.943
2023-12-10,13.943
2023-12-11,13.943
2023-12-12,13.961
2023-12-13,14.007
2023-12-14,14.007
2023-12-15,14.007
2023-12-16,14.007
2023-12-17,14.007
2023-12-18,14.007
2023-12-19,14.007
2023-12-20,14.007
2023-12-21,14.016
2023-12-22,14.016
2023-12-23,14.016
2023-12-24,14.016
2023-12-25,14.016
2023-12-26,14.016
2023-12-27,14.016
2023-12-28,14.016
2023-12-29,14.016
2023-12-30,14.016
2023-12-31,14.016
2024-01-01,14.016
2024-01-02,14.016
2024-01-03,14.016
2024-01-04,14.046
2024-01-05,14.033
2024-01-06,14.033
2024-01-07,14.062
2024-01-08,14.097
2024-01-09,14.097
2024-01-10,14.11
2024-01-11,14.11
2024-01-12,14.136
2024-01-13,14.136
2024-01-14,14.136
2024-01-15,14.136
2024-01-16,14.136
2024-01-17,14.136
2024-01-18,14.136
2024-01-19,14.18
2024-01-20,14.18
2024-01-21,14.185
2024-01-22,14.196
2024-01-23,14.134
2024-01-24,14.133
2024-01-25,14.133
2024-01-26,14.133
2024-01-27,14.133
2024-01-28,14.133
2024-01-29,14.079
2024-01-30,14.079
2024-01-31,14.079
2024-02-01,14.079
2024-02-02,14.079
2024-02-03,14.079
2024-02-04,14.079
2024-02-05,14.079
2024-02-06,14.079
2024-02-07,14.079
2024-02-08,14.079
2024-02-09,14.079
2024-02-10,14.079
2024-02-11,14.079
2024-02-12,14.079
2024-02-13,14.079
2024-02-14,14.079
2024-02-15,14.079
2024-02-16,14.079
2024-02-17,14.079
2024-02-18,14.079
2024-02-19,14.079
2024-02-20,14.079
2024-02-21,14.079
2024-02-22,14.079
2024-02-23,14.079
2024-02-24,14.079
2024-02-25,14.122
2024-02-26,14.122
2024-02-27,14.122
2024-02-28,14.122
2024-02-29,14.124
2024-03-01,14.124
2024-03-02,14.124
2024-03-03,14.124
2024-03-04,14.119
2024-03-05,14.119
2024-03-06,14.119
2024-03-07,14.119
2024-03-08,14.119
2024-03-09,14.119
2024-03-10,14.119
2024-03-11,14.119
2024-03-12,14.119
2024-03-13,14.119
2024-03-14,14.119
2024-03-15,14.119
2024-03-16,14.119
2024-03-17,14.119
2024-03-18,14.119
2024-03-19,14.119
2024-03-20,14.119
2024-03-21,14.119
2024-03-22,14.119
2024-03-23,14.119
2024-03-24,14.119
2024-03-25,14.119
2024-03-26,14.119
2024-03-27,14.119
2024-03-28,14.119
2024-03-29,14.119
2024-03-30,14.119
2024-03-31,14.119
2024-04-01,14.119
2024-04-02,14.099
2024-04-03,14.099
2024-04-04,14.103
2024-04-05,14.129
2024-04-06,14.129
2024-04-07,14.129
2024-04-08,14.129
