,DK US Equity
2021-03-17,1.205
2021-03-18,1.205
2021-03-19,1.205
2021-03-20,1.205
2021-03-21,1.205
2021-03-22,1.205
2021-03-23,1.205
2021-03-24,1.205
2021-03-25,1.205
2021-03-26,1.205
2021-03-27,1.205
2021-03-28,1.205
2021-03-29,1.205
2021-03-30,1.205
2021-03-31,1.205
2021-04-01,1.205
2021-04-02,1.205
2021-04-03,1.205
2021-04-04,1.205
2021-04-05,1.205
2021-04-06,1.205
2021-04-07,1.205
2021-04-08,1.205
2021-04-09,1.205
2021-04-10,1.205
2021-04-11,1.205
2021-04-12,1.155
2021-04-13,1.155
2021-04-14,1.155
2021-04-15,1.43
2021-04-16,1.43
2021-04-17,1.43
2021-04-18,1.43
2021-04-19,1.43
2021-04-20,1.43
2021-04-21,1.43
2021-04-22,1.43
2021-04-23,1.43
2021-04-24,1.43
2021-04-25,1.43
2021-04-26,1.43
2021-04-27,1.43
2021-04-28,1.43
2021-04-29,1.43
2021-04-30,1.43
2021-05-01,1.43
2021-05-02,1.43
2021-05-03,1.43
2021-05-04,1.43
2021-05-05,1.43
2021-05-06,1.475
2021-05-07,1.475
2021-05-08,1.475
2021-05-09,1.475
2021-05-10,1.475
2021-05-11,1.475
2021-05-12,1.475
2021-05-13,1.475
2021-05-14,1.475
2021-05-15,1.475
2021-05-16,1.475
2021-05-17,1.475
2021-05-18,1.475
2021-05-19,1.475
2021-05-20,1.475
2021-05-21,1.475
2021-05-22,1.475
2021-05-23,1.475
2021-05-24,1.475
2021-05-25,1.475
2021-05-26,1.475
2021-05-27,1.475
2021-05-28,1.475
2021-05-29,1.475
2021-05-30,1.475
2021-05-31,1.475
2021-06-01,1.475
2021-06-02,1.475
2021-06-03,1.475
2021-06-04,1.475
2021-06-05,1.475
2021-06-06,1.475
2021-06-07,1.475
2021-06-08,1.475
2021-06-09,1.475
2021-06-10,1.475
2021-06-11,1.475
2021-06-12,1.475
2021-06-13,1.475
2021-06-14,1.475
2021-06-15,1.475
2021-06-16,1.475
2021-06-17,1.475
2021-06-18,1.475
2021-06-19,1.475
2021-06-20,1.475
2021-06-21,1.475
2021-06-22,1.475
2021-06-23,1.475
2021-06-24,1.475
2021-06-25,1.475
2021-06-26,1.475
2021-06-27,1.475
2021-06-28,1.475
2021-06-29,1.53
2021-06-30,1.53
2021-07-01,1.53
2021-07-02,1.53
2021-07-03,1.53
2021-07-04,1.53
2021-07-05,1.53
2021-07-06,1.53
2021-07-07,1.53
2021-07-08,1.53
2021-07-09,1.53
2021-07-10,1.53
2021-07-11,1.53
2021-07-12,1.53
2021-07-13,1.28
2021-07-14,1.28
2021-07-15,0.03
2021-07-16,0.03
2021-07-17,0.03
2021-07-18,0.03
2021-07-19,0.03
2021-07-20,0.03
2021-07-21,0.03
2021-07-22,0.03
2021-07-23,0.03
2021-07-24,0.03
2021-07-25,0.03
2021-07-26,0.03
2021-07-27,0.03
2021-07-28,0.03
2021-07-29,0.03
2021-07-30,0.03
2021-07-31,0.03
2021-08-01,0.03
2021-08-02,0.03
2021-08-03,0.03
2021-08-04,0.03
2021-08-05,-0.185
2021-08-06,-0.185
2021-08-07,-0.185
2021-08-08,-0.185
2021-08-09,-0.06
2021-08-10,-0.06
2021-08-11,-0.06
2021-08-12,-0.06
2021-08-13,-0.06
2021-08-14,-0.06
2021-08-15,-0.06
2021-08-16,-0.06
2021-08-17,-0.06
2021-08-18,-0.06
2021-08-19,-0.06
2021-08-20,-0.06
2021-08-21,-0.06
2021-08-22,-0.06
2021-08-23,-0.06
2021-08-24,-0.06
2021-08-25,-0.06
2021-08-26,-0.06
2021-08-27,-0.06
2021-08-28,-0.06
2021-08-29,-0.06
2021-08-30,-0.06
2021-08-31,-0.06
2021-09-01,-0.06
2021-09-02,-0.06
2021-09-03,-0.06
2021-09-04,-0.06
2021-09-05,-0.06
2021-09-06,-0.06
2021-09-07,-0.06
2021-09-08,-0.06
2021-09-09,-0.06
2021-09-10,-0.06
2021-09-11,-0.06
2021-09-12,-0.06
2021-09-13,-0.06
2021-09-14,-0.06
2021-09-15,-0.06
2021-09-16,-0.06
2021-09-17,0.043
2021-09-18,0.043
2021-09-19,0.043
2021-09-20,0.043
2021-09-21,0.043
2021-09-22,0.043
2021-09-23,0.043
2021-09-24,0.043
2021-09-25,0.043
2021-09-26,0.043
2021-09-27,0.043
2021-09-28,0.043
2021-09-29,0.043
2021-09-30,0.043
2021-10-01,0.043
2021-10-02,0.043
2021-10-03,0.043
2021-10-04,0.043
2021-10-05,0.043
2021-10-06,0.043
2021-10-07,0.043
2021-10-08,0.043
2021-10-09,0.043
2021-10-10,0.043
2021-10-11,0.043
2021-10-12,0.043
2021-10-13,0.063
2021-10-14,0.245
2021-10-15,0.095
2021-10-16,0.095
2021-10-17,0.095
2021-10-18,0.095
2021-10-19,0.095
2021-10-20,0.043
2021-10-21,0.043
2021-10-22,0.043
2021-10-23,0.043
2021-10-24,0.043
2021-10-25,0.043
2021-10-26,0.043
2021-10-27,0.043
2021-10-28,0.043
2021-10-29,0.043
2021-10-30,0.043
2021-10-31,0.043
2021-11-01,0.043
2021-11-02,0.043
2021-11-03,0.043
2021-11-04,0.043
2021-11-05,0.043
2021-11-06,0.043
2021-11-07,-0.037
2021-11-08,0.18
2021-11-09,0.18
2021-11-10,0.18
2021-11-11,0.18
2021-11-12,0.18
2021-11-13,0.18
2021-11-14,0.18
2021-11-15,0.18
2021-11-16,0.18
2021-11-17,0.18
2021-11-18,0.18
2021-11-19,0.18
2021-11-20,0.18
2021-11-21,0.18
2021-11-22,0.18
2021-11-23,0.18
2021-11-24,0.18
2021-11-25,0.18
2021-11-26,0.18
2021-11-27,0.18
2021-11-28,0.18
2021-11-29,0.18
2021-11-30,0.18
2021-12-01,0.18
2021-12-02,-0.177
2021-12-03,-0.177
2021-12-04,-0.177
2021-12-05,-0.177
2021-12-06,-0.177
2021-12-07,-0.177
2021-12-08,-0.33
2021-12-09,-0.33
2021-12-10,-0.33
2021-12-11,-0.33
2021-12-12,-0.33
2021-12-13,-0.33
2021-12-14,-0.33
2021-12-15,-0.347
2021-12-16,-0.347
2021-12-17,-0.347
2021-12-18,-0.347
2021-12-19,-0.347
2021-12-20,-0.347
2021-12-21,-0.347
2021-12-22,-0.347
2021-12-23,-0.347
2021-12-24,-0.347
2021-12-25,-0.347
2021-12-26,-0.347
2021-12-27,-0.347
2021-12-28,-0.347
2021-12-29,-0.347
2021-12-30,-0.347
2021-12-31,-0.347
2022-01-01,-0.347
2022-01-02,-0.235
2022-01-03,-0.235
2022-01-04,-0.235
2022-01-05,-0.235
2022-01-06,-0.235
2022-01-07,-0.235
2022-01-08,-0.235
2022-01-09,-0.235
2022-01-10,-0.235
2022-01-11,-0.235
2022-01-12,-0.235
2022-01-13,-0.272
2022-01-14,-0.272
2022-01-15,-0.272
2022-01-16,-0.272
2022-01-17,-0.272
2022-01-18,-0.235
2022-01-19,-0.372
2022-01-20,0.11
2022-01-21,0.11
2022-01-22,0.11
2022-01-23,0.11
2022-01-24,0.11
2022-01-25,0.11
2022-01-26,0.05
2022-01-27,0.05
2022-01-28,0.05
2022-01-29,0.05
2022-01-30,0.05
2022-01-31,0.05
2022-02-01,0.05
2022-02-02,0.05
2022-02-03,0.05
2022-02-04,0.05
2022-02-05,0.05
2022-02-06,0.05
2022-02-07,0.05
2022-02-08,0.05
2022-02-09,0.05
2022-02-10,0.05
2022-02-11,0.05
2022-02-12,0.05
2022-02-13,0.05
2022-02-14,0.05
2022-02-15,0.05
2022-02-16,0.05
2022-02-17,0.05
2022-02-18,0.05
2022-02-19,0.05
2022-02-20,0.05
2022-02-21,0.05
2022-02-22,0.05
2022-02-23,0.05
2022-02-24,-0.175
2022-02-25,-0.342
2022-02-26,-0.342
2022-02-27,-0.342
2022-02-28,-0.342
2022-03-01,-0.342
2022-03-02,-0.342
2022-03-03,-0.342
2022-03-04,-0.342
2022-03-05,-0.342
2022-03-06,-0.342
2022-03-07,0.283
2022-03-08,0.283
2022-03-09,0.283
2022-03-10,0.283
2022-03-11,0.283
2022-03-12,0.283
2022-03-13,0.3
2022-03-14,0.017
2022-03-15,0.017
2022-03-16,0.017
2022-03-17,0.017
2022-03-18,0.017
2022-03-19,0.017
2022-03-20,0.017
2022-03-21,0.017
2022-03-22,0.017
2022-03-23,0.017
2022-03-24,0.017
2022-03-25,0.017
2022-03-26,0.017
2022-03-27,0.017
2022-03-28,0.017
2022-03-29,0.017
2022-03-30,0.092
2022-03-31,0.092
2022-04-01,0.092
2022-04-02,0.092
2022-04-03,0.092
2022-04-04,0.092
2022-04-05,0.092
2022-04-06,0.092
2022-04-07,0.092
2022-04-08,0.092
2022-04-09,0.092
2022-04-10,0.092
2022-04-11,0.092
2022-04-12,0.024
2022-04-13,0.184
2022-04-14,0.324
2022-04-15,0.324
2022-04-16,0.324
2022-04-17,0.324
2022-04-18,0.402
2022-04-19,0.402
2022-04-20,0.402
2022-04-21,0.402
2022-04-22,0.402
2022-04-23,0.402
2022-04-24,0.402
2022-04-25,0.402
2022-04-26,0.402
2022-04-27,0.402
2022-04-28,0.402
2022-04-29,0.402
2022-04-30,0.402
2022-05-01,0.402
2022-05-02,0.402
2022-05-03,0.402
2022-05-04,0.402
2022-05-05,0.402
2022-05-06,0.402
2022-05-07,0.402
2022-05-08,0.402
2022-05-09,0.44
2022-05-10,0.44
2022-05-11,0.42
2022-05-12,0.42
2022-05-13,0.42
2022-05-14,0.42
2022-05-15,0.42
2022-05-16,0.56
2022-05-17,0.62
2022-05-18,0.62
2022-05-19,0.62
2022-05-20,0.62
2022-05-21,0.62
2022-05-22,0.62
2022-05-23,0.62
2022-05-24,0.62
2022-05-25,0.62
2022-05-26,0.62
2022-05-27,0.62
2022-05-28,0.62
2022-05-29,0.62
2022-05-30,0.62
2022-05-31,0.62
2022-06-01,0.62
2022-06-02,0.634
2022-06-03,0.634
2022-06-04,0.634
2022-06-05,0.634
2022-06-06,0.634
2022-06-07,0.634
2022-06-08,0.634
2022-06-09,0.634
2022-06-10,0.634
2022-06-11,0.634
2022-06-12,0.634
2022-06-13,0.634
2022-06-14,0.634
2022-06-15,0.634
2022-06-16,0.634
2022-06-17,0.634
2022-06-18,0.634
2022-06-19,0.634
2022-06-20,0.634
2022-06-21,0.634
2022-06-22,0.634
2022-06-23,0.634
2022-06-24,0.634
2022-06-25,0.634
2022-06-26,0.634
2022-06-27,0.638
2022-06-28,0.638
2022-06-29,0.638
2022-06-30,0.638
2022-07-01,0.638
2022-07-02,0.638
2022-07-03,0.638
2022-07-04,0.638
2022-07-05,0.638
2022-07-06,0.638
2022-07-07,0.638
2022-07-08,0.81
2022-07-09,0.81
2022-07-10,0.81
2022-07-11,0.81
2022-07-12,0.81
2022-07-13,0.81
2022-07-14,0.98
2022-07-15,0.914
2022-07-16,0.914
2022-07-17,0.914
2022-07-18,0.904
2022-07-19,0.904
2022-07-20,0.904
2022-07-21,0.904
2022-07-22,0.904
2022-07-23,0.904
2022-07-24,0.904
2022-07-25,0.904
2022-07-26,0.904
2022-07-27,0.923
2022-07-28,0.923
2022-07-29,0.923
2022-07-30,0.923
2022-07-31,0.923
2022-08-01,0.923
2022-08-02,0.923
2022-08-03,0.923
2022-08-04,0.923
2022-08-05,0.773
2022-08-06,0.773
2022-08-07,0.798
2022-08-08,1.007
2022-08-09,1.007
2022-08-10,1.007
2022-08-11,1.007
2022-08-12,1.007
2022-08-13,1.007
2022-08-14,1.007
2022-08-15,1.007
2022-08-16,1.259
2022-08-17,1.259
2022-08-18,1.259
2022-08-19,1.259
2022-08-20,1.259
2022-08-21,1.259
2022-08-22,1.259
2022-08-23,1.259
2022-08-24,1.259
2022-08-25,1.259
2022-08-26,1.259
2022-08-27,1.259
2022-08-28,1.259
2022-08-29,1.259
2022-08-30,1.509
2022-08-31,1.48
2022-09-01,1.48
2022-09-02,1.48
2022-09-03,1.48
2022-09-04,1.48
2022-09-05,1.48
2022-09-06,1.48
2022-09-07,1.48
2022-09-08,1.48
2022-09-09,1.48
2022-09-10,1.48
2022-09-11,1.48
2022-09-12,1.48
2022-09-13,1.48
2022-09-14,1.48
2022-09-15,1.48
2022-09-16,1.48
2022-09-17,1.48
2022-09-18,1.48
2022-09-19,1.48
2022-09-20,1.48
2022-09-21,1.54
2022-09-22,1.54
2022-09-23,1.54
2022-09-24,1.54
2022-09-25,1.54
2022-09-26,1.54
2022-09-27,1.54
2022-09-28,1.54
2022-09-29,1.54
2022-09-30,1.54
2022-10-01,1.54
2022-10-02,1.54
2022-10-03,1.54
2022-10-04,1.54
2022-10-05,1.54
2022-10-06,1.54
2022-10-07,1.54
2022-10-08,1.54
2022-10-09,1.54
2022-10-10,1.54
2022-10-11,1.54
2022-10-12,1.548
2022-10-13,0.782
2022-10-14,0.788
2022-10-15,0.788
2022-10-16,0.788
2022-10-17,0.817
2022-10-18,0.817
2022-10-19,0.817
2022-10-20,0.817
2022-10-21,0.949
2022-10-22,0.949
2022-10-23,0.949
2022-10-24,0.949
2022-10-25,0.949
2022-10-26,0.949
2022-10-27,0.949
2022-10-28,0.949
2022-10-29,0.949
2022-10-30,0.949
2022-10-31,0.983
2022-11-01,0.983
2022-11-02,0.983
2022-11-03,0.983
2022-11-04,0.983
2022-11-05,0.983
2022-11-06,0.983
2022-11-07,0.983
2022-11-08,1.556
2022-11-09,1.573
2022-11-10,1.573
2022-11-11,1.573
2022-11-12,1.686
2022-11-13,1.686
2022-11-14,1.738
2022-11-15,1.738
2022-11-16,1.738
2022-11-17,1.738
2022-11-18,1.738
2022-11-19,1.738
2022-11-20,1.738
2022-11-21,1.738
2022-11-22,1.738
2022-11-23,1.738
2022-11-24,1.738
2022-11-25,1.738
2022-11-26,1.738
2022-11-27,1.716
2022-11-28,1.716
2022-11-29,1.716
2022-11-30,1.716
2022-12-01,1.716
2022-12-02,1.716
2022-12-03,1.716
2022-12-04,1.716
2022-12-05,1.758
2022-12-06,1.758
2022-12-07,1.758
2022-12-08,1.706
2022-12-09,1.706
2022-12-10,1.706
2022-12-11,1.706
2022-12-12,1.706
2022-12-13,1.706
2022-12-14,1.706
2022-12-15,2.18
2022-12-16,2.18
2022-12-17,2.18
2022-12-18,2.18
2022-12-19,2.18
2022-12-20,2.18
2022-12-21,2.18
2022-12-22,2.18
2022-12-23,2.18
2022-12-24,2.18
2022-12-25,2.18
2022-12-26,2.18
2022-12-27,1.999
2022-12-28,1.999
2022-12-29,1.999
2022-12-30,1.999
2022-12-31,1.999
2023-01-01,1.999
2023-01-02,1.999
2023-01-03,1.848
2023-01-04,1.848
2023-01-05,1.848
2023-01-06,1.593
2023-01-07,1.593
2023-01-08,1.593
2023-01-09,1.55
2023-01-10,1.548
2023-01-11,1.668
2023-01-12,1.668
2023-01-13,1.623
2023-01-14,1.623
2023-01-15,1.623
2023-01-16,1.623
2023-01-17,1.773
2023-01-18,1.671
2023-01-19,1.671
2023-01-20,1.915
2023-01-21,1.915
2023-01-22,1.915
2023-01-23,1.915
2023-01-24,1.915
2023-01-25,1.915
2023-01-26,1.915
2023-01-27,1.915
2023-01-28,1.915
2023-01-29,1.915
2023-01-30,1.915
2023-01-31,1.915
2023-02-01,1.915
2023-02-02,1.915
2023-02-03,1.915
2023-02-04,1.915
2023-02-05,1.915
2023-02-06,1.915
2023-02-07,1.915
2023-02-08,1.915
2023-02-09,1.915
2023-02-10,1.915
2023-02-11,1.915
2023-02-12,1.915
2023-02-13,1.915
2023-02-14,1.905
2023-02-15,1.905
2023-02-16,1.818
2023-02-17,1.818
2023-02-18,1.818
2023-02-19,1.818
2023-02-20,1.818
2023-02-21,1.818
2023-02-22,1.818
2023-02-23,2.139
2023-02-24,2.062
2023-02-25,2.062
2023-02-26,2.062
2023-02-27,2.062
2023-02-28,2.002
2023-03-01,1.993
2023-03-02,1.993
2023-03-03,1.993
2023-03-04,1.993
2023-03-05,1.993
2023-03-06,2.02
2023-03-07,2.015
2023-03-08,2.015
2023-03-09,2.001
2023-03-10,2.084
2023-03-11,2.084
2023-03-12,2.084
2023-03-13,2.08
2023-03-14,2.013
2023-03-15,2.013
2023-03-16,2.013
2023-03-17,2.013
2023-03-18,2.013
2023-03-19,2.013
2023-03-20,2.013
2023-03-21,2.013
2023-03-22,2.013
2023-03-23,2.013
2023-03-24,2.013
2023-03-25,2.013
2023-03-26,2.013
2023-03-27,2.047
2023-03-28,2.027
2023-03-29,2.023
2023-03-30,2.023
2023-03-31,2.332
2023-04-01,2.332
2023-04-02,2.332
2023-04-03,2.332
2023-04-04,2.166
2023-04-05,2.108
2023-04-06,2.108
2023-04-07,2.108
2023-04-08,2.108
2023-04-09,2.108
2023-04-10,2.108
2023-04-11,2.132
2023-04-12,2.132
2023-04-13,2.171
2023-04-14,2.171
2023-04-15,2.171
2023-04-16,2.171
2023-04-17,2.223
2023-04-18,2.171
2023-04-19,2.135
2023-04-20,2.135
2023-04-21,2.135
2023-04-22,2.135
2023-04-23,2.135
2023-04-24,2.062
2023-04-25,2.062
2023-04-26,2.054
2023-04-27,2.054
2023-04-28,2.054
2023-04-29,2.054
2023-04-30,2.054
2023-05-01,2.054
2023-05-02,2.054
2023-05-03,2.054
2023-05-04,2.054
2023-05-05,2.054
2023-05-06,2.054
2023-05-07,2.054
2023-05-08,1.715
2023-05-09,1.662
2023-05-10,1.662
2023-05-11,1.662
2023-05-12,1.662
2023-05-13,1.662
2023-05-14,1.662
2023-05-15,1.637
2023-05-16,1.637
2023-05-17,1.635
2023-05-18,1.635
2023-05-19,1.546
2023-05-20,1.546
2023-05-21,1.546
2023-05-22,1.637
2023-05-23,1.637
2023-05-24,1.637
2023-05-25,1.637
2023-05-26,1.637
2023-05-27,1.637
2023-05-28,1.637
2023-05-29,1.647
2023-05-30,1.647
2023-05-31,1.647
2023-06-01,1.647
2023-06-02,1.61
2023-06-03,1.61
2023-06-04,1.61
2023-06-05,1.61
2023-06-06,1.572
2023-06-07,1.565
2023-06-08,1.526
2023-06-09,1.526
