,FICO US Equity
2023-06-24,23.398
2023-06-25,23.398
2023-06-26,23.398
2023-06-27,23.398
2023-06-28,23.398
2023-06-29,23.398
2023-06-30,23.398
2023-07-01,23.398
2023-07-02,23.398
2023-07-03,23.398
2023-07-04,23.398
2023-07-05,23.505
2023-07-06,23.505
2023-07-07,23.481
2023-07-08,23.481
2023-07-09,23.481
2023-07-10,23.465
2023-07-11,23.465
2023-07-12,23.465
2023-07-13,23.465
2023-07-14,23.465
2023-07-15,23.465
2023-07-16,23.465
2023-07-17,23.538
2023-07-18,23.538
2023-07-19,23.538
2023-07-20,23.538
2023-07-21,23.524
2023-07-22,23.524
2023-07-23,23.524
2023-07-24,23.524
2023-07-25,23.524
2023-07-26,23.524
2023-07-27,23.524
2023-07-28,23.524
2023-07-29,23.524
2023-07-30,23.524
2023-07-31,23.524
2023-08-01,23.524
2023-08-02,23.889
2023-08-03,23.839
2023-08-04,23.839
2023-08-05,23.839
2023-08-06,23.839
2023-08-07,23.839
2023-08-08,23.839
2023-08-09,23.839
2023-08-10,23.839
2023-08-11,23.839
2023-08-12,23.839
2023-08-13,23.839
2023-08-14,23.839
2023-08-15,23.839
2023-08-16,23.839
2023-08-17,23.839
2023-08-18,23.839
2023-08-19,23.839
2023-08-20,24.016
2023-08-21,24.016
2023-08-22,24.016
2023-08-23,24.016
2023-08-24,24.016
2023-08-25,24.016
2023-08-26,24.016
2023-08-27,24.016
2023-08-28,24.016
2023-08-29,24.016
2023-08-30,24.016
2023-08-31,24.083
2023-09-01,24.083
2023-09-02,24.083
2023-09-03,24.083
2023-09-04,24.083
2023-09-05,24.083
2023-09-06,24.083
2023-09-07,24.083
2023-09-08,24.06
2023-09-09,24.06
2023-09-10,24.06
2023-09-11,24.06
2023-09-12,24.06
2023-09-13,24.06
2023-09-14,24.06
2023-09-15,24.06
2023-09-16,24.06
2023-09-17,24.06
2023-09-18,24.06
2023-09-19,24.06
2023-09-20,24.06
2023-09-21,24.06
2023-09-22,24.06
2023-09-23,24.06
2023-09-24,24.06
2023-09-25,24.06
2023-09-26,24.06
2023-09-27,24.06
2023-09-28,23.956
2023-09-29,23.956
2023-09-30,23.956
2023-10-01,23.956
2023-10-02,24.102
2023-10-03,24.102
2023-10-04,24.102
2023-10-05,24.102
2023-10-06,24.098
2023-10-07,24.098
2023-10-08,24.098
2023-10-09,24.098
2023-10-10,24.098
2023-10-11,24.098
2023-10-12,24.098
2023-10-13,24.098
2023-10-14,24.098
2023-10-15,24.098
2023-10-16,24.026
2023-10-17,24.026
2023-10-18,24.026
2023-10-19,24.026
2023-10-20,24.026
2023-10-21,24.026
2023-10-22,24.026
2023-10-23,24.026
2023-10-24,23.992
2023-10-25,23.907
2023-10-26,23.907
2023-10-27,23.907
2023-10-28,23.907
2023-10-29,23.907
2023-10-30,23.907
2023-10-31,23.907
2023-11-01,23.907
2023-11-02,23.907
2023-11-03,23.907
2023-11-04,23.907
2023-11-05,23.907
2023-11-06,23.907
2023-11-07,23.776
2023-11-08,23.535
2023-11-09,23.456
2023-11-10,23.456
2023-11-11,23.456
2023-11-12,23.456
2023-11-13,23.424
2023-11-14,23.424
2023-11-15,23.464
2023-11-16,23.464
2023-11-17,23.464
2023-11-18,23.464
2023-11-19,23.464
2023-11-20,23.464
2023-11-21,23.464
2023-11-22,23.449
2023-11-23,23.449
2023-11-24,23.449
2023-11-25,23.449
2023-11-26,23.449
2023-11-27,23.449
2023-11-28,23.449
2023-11-29,23.449
2023-11-30,23.449
2023-12-01,23.446
2023-12-02,23.446
2023-12-03,23.446
2023-12-04,23.629
2023-12-05,23.629
2023-12-06,23.629
2023-12-07,23.629
2023-12-08,23.629
2023-12-09,23.629
2023-12-10,23.629
2023-12-11,23.629
2023-12-12,23.629
2023-12-13,23.629
2023-12-14,23.629
2023-12-15,23.629
2023-12-16,23.629
2023-12-17,23.629
2023-12-18,23.629
2023-12-19,23.629
2023-12-20,23.629
2023-12-21,23.629
2023-12-22,23.629
2023-12-23,23.629
2023-12-24,23.629
2023-12-25,23.629
2023-12-26,23.629
2023-12-27,23.629
2023-12-28,23.629
2023-12-29,23.629
2023-12-30,23.629
2023-12-31,23.629
2024-01-01,23.629
2024-01-02,23.629
2024-01-03,23.629
2024-01-04,23.629
2024-01-05,23.629
2024-01-06,23.629
2024-01-07,23.629
2024-01-08,23.641
2024-01-09,23.713
2024-01-10,23.784
2024-01-11,23.784
2024-01-12,23.829
2024-01-13,23.829
2024-01-14,23.829
2024-01-15,23.829
2024-01-16,23.829
2024-01-17,23.987
2024-01-18,23.987
2024-01-19,23.987
2024-01-20,23.987
2024-01-21,23.987
2024-01-22,23.987
2024-01-23,23.97
2024-01-24,23.97
2024-01-25,23.629
2024-01-26,23.563
2024-01-27,23.563
2024-01-28,23.563
2024-01-29,23.563
2024-01-30,23.563
2024-01-31,23.563
2024-02-01,23.581
2024-02-02,23.581
2024-02-03,23.581
2024-02-04,23.581
2024-02-05,23.581
2024-02-06,23.581
2024-02-07,23.581
2024-02-08,23.581
2024-02-09,23.581
2024-02-10,23.581
2024-02-11,23.581
2024-02-12,23.581
2024-02-13,23.581
2024-02-14,23.581
2024-02-15,23.581
2024-02-16,23.46
2024-02-17,23.46
2024-02-18,23.46
2024-02-19,23.46
2024-02-20,23.46
2024-02-21,23.46
2024-02-22,23.46
2024-02-23,23.46
2024-02-24,23.46
2024-02-25,23.46
2024-02-26,23.46
2024-02-27,23.46
2024-02-28,23.46
2024-02-29,23.46
2024-03-01,23.547
2024-03-02,23.547
2024-03-03,23.547
2024-03-04,23.497
2024-03-05,23.497
2024-03-06,23.497
2024-03-07,23.858
2024-03-08,23.858
2024-03-09,23.858
2024-03-10,23.858
2024-03-11,23.858
2024-03-12,23.858
2024-03-13,23.858
2024-03-14,23.858
2024-03-15,23.858
2024-03-16,23.858
2024-03-17,23.858
2024-03-18,23.567
2024-03-19,23.567
2024-03-20,23.567
2024-03-21,23.567
2024-03-22,23.567
2024-03-23,23.567
2024-03-24,23.567
2024-03-25,23.567
2024-03-26,23.567
2024-03-27,23.767
2024-03-28,23.767
2024-03-29,23.767
2024-03-30,23.767
2024-03-31,23.767
2024-04-01,23.767
2024-04-02,23.767
2024-04-03,23.767
2024-04-04,23.767
2024-04-05,23.772
2024-04-06,23.772
2024-04-07,23.772
2024-04-08,23.772
