,GD US Equity
2021-03-29,14.791
2021-03-30,14.791
2021-03-31,14.791
2021-04-01,14.791
2021-04-02,14.791
2021-04-03,14.791
2021-04-04,14.791
2021-04-05,14.791
2021-04-06,14.791
2021-04-07,14.791
2021-04-08,14.67
2021-04-09,14.67
2021-04-10,14.67
2021-04-11,14.67
2021-04-12,14.67
2021-04-13,14.67
2021-04-14,14.67
2021-04-15,14.67
2021-04-16,14.67
2021-04-17,14.671
2021-04-18,14.671
2021-04-19,14.674
2021-04-20,14.674
2021-04-21,14.674
2021-04-22,14.674
2021-04-23,14.674
2021-04-24,14.674
2021-04-25,14.674
2021-04-26,14.674
2021-04-27,14.674
2021-04-28,14.705
2021-04-29,14.719
2021-04-30,14.751
2021-05-01,14.751
2021-05-02,14.751
2021-05-03,14.751
2021-05-04,14.751
2021-05-05,14.751
2021-05-06,14.751
2021-05-07,14.751
2021-05-08,14.751
2021-05-09,14.751
2021-05-10,14.751
2021-05-11,14.751
2021-05-12,14.751
2021-05-13,14.751
2021-05-14,14.751
2021-05-15,14.751
2021-05-16,14.751
2021-05-17,14.751
2021-05-18,14.751
2021-05-19,14.751
2021-05-20,14.751
2021-05-21,14.751
2021-05-22,14.751
2021-05-23,14.751
2021-05-24,14.751
2021-05-25,14.751
2021-05-26,14.751
2021-05-27,14.751
2021-05-28,14.751
2021-05-29,14.751
2021-05-30,14.751
2021-05-31,14.751
2021-06-01,14.751
2021-06-02,14.751
2021-06-03,14.751
2021-06-04,14.751
2021-06-05,14.751
2021-06-06,14.751
2021-06-07,14.751
2021-06-08,14.751
2021-06-09,14.751
2021-06-10,14.751
2021-06-11,14.751
2021-06-12,14.751
2021-06-13,14.751
2021-06-14,14.751
2021-06-15,14.751
2021-06-16,14.751
2021-06-17,14.751
2021-06-18,14.751
2021-06-19,14.751
2021-06-20,14.751
2021-06-21,14.703
2021-06-22,14.703
2021-06-23,14.703
2021-06-24,14.703
2021-06-25,14.703
2021-06-26,14.703
2021-06-27,14.703
2021-06-28,14.703
2021-06-29,14.703
2021-06-30,14.703
2021-07-01,14.703
2021-07-02,14.703
2021-07-03,14.703
2021-07-04,14.703
2021-07-05,14.703
2021-07-06,14.703
2021-07-07,14.703
2021-07-08,14.703
2021-07-09,14.703
2021-07-10,14.703
2021-07-11,14.703
2021-07-12,14.703
2021-07-13,14.703
2021-07-14,14.703
2021-07-15,14.703
2021-07-16,14.703
2021-07-17,14.703
2021-07-18,14.703
2021-07-19,14.703
2021-07-20,14.703
2021-07-21,14.703
2021-07-22,14.703
2021-07-23,14.703
2021-07-24,14.703
2021-07-25,14.703
2021-07-26,14.703
2021-07-27,14.703
2021-07-28,14.913
2021-07-29,14.906
2021-07-30,14.906
2021-07-31,14.906
2021-08-01,14.906
2021-08-02,14.906
2021-08-03,14.906
2021-08-04,14.906
2021-08-05,14.906
2021-08-06,14.906
2021-08-07,14.906
2021-08-08,14.906
2021-08-09,14.906
2021-08-10,14.906
2021-08-11,14.906
2021-08-12,14.906
2021-08-13,14.906
2021-08-14,14.906
2021-08-15,14.906
2021-08-16,14.906
2021-08-17,14.906
2021-08-18,14.906
2021-08-19,14.906
2021-08-20,14.906
2021-08-21,14.906
2021-08-22,14.906
2021-08-23,14.906
2021-08-24,14.906
2021-08-25,14.906
2021-08-26,14.832
2021-08-27,14.832
2021-08-28,14.832
2021-08-29,14.832
2021-08-30,14.832
2021-08-31,14.832
2021-09-01,14.832
2021-09-02,14.832
2021-09-03,14.832
2021-09-04,14.832
2021-09-05,14.832
2021-09-06,14.832
2021-09-07,14.832
2021-09-08,14.832
2021-09-09,14.832
2021-09-10,14.832
2021-09-11,14.832
2021-09-12,14.832
2021-09-13,14.832
2021-09-14,14.832
2021-09-15,14.832
2021-09-16,14.832
2021-09-17,14.832
2021-09-18,14.832
2021-09-19,14.832
2021-09-20,14.832
2021-09-21,14.832
2021-09-22,14.832
2021-09-23,14.924
2021-09-24,14.924
2021-09-25,14.924
2021-09-26,14.924
2021-09-27,14.924
2021-09-28,14.924
2021-09-29,14.924
2021-09-30,14.924
2021-10-01,14.924
2021-10-02,14.924
2021-10-03,14.924
2021-10-04,14.924
2021-10-05,14.924
2021-10-06,14.924
2021-10-07,14.98
2021-10-08,14.98
2021-10-09,14.98
2021-10-10,14.98
2021-10-11,14.98
2021-10-12,14.98
2021-10-13,14.98
2021-10-14,14.98
2021-10-15,14.98
2021-10-16,14.98
2021-10-17,14.98
2021-10-18,14.98
2021-10-19,14.98
2021-10-20,14.98
2021-10-21,14.98
2021-10-22,14.98
2021-10-23,14.98
2021-10-24,14.98
2021-10-25,14.98
2021-10-26,14.98
2021-10-27,14.96
2021-10-28,14.946
2021-10-29,14.946
2021-10-30,14.946
2021-10-31,14.946
2021-11-01,14.946
2021-11-02,14.946
2021-11-03,14.946
2021-11-04,14.946
2021-11-05,14.946
2021-11-06,14.946
2021-11-07,14.946
2021-11-08,14.946
2021-11-09,14.946
2021-11-10,14.946
2021-11-11,14.946
2021-11-12,14.946
2021-11-13,14.946
2021-11-14,14.946
2021-11-15,14.946
2021-11-16,14.946
2021-11-17,14.901
2021-11-18,14.901
2021-11-19,14.901
2021-11-20,14.901
2021-11-21,14.901
2021-11-22,14.901
2021-11-23,14.901
2021-11-24,14.901
2021-11-25,14.901
2021-11-26,14.901
2021-11-27,14.901
2021-11-28,14.901
2021-11-29,14.805
2021-11-30,14.805
2021-12-01,14.904
2021-12-02,14.904
2021-12-03,14.823
2021-12-04,14.823
2021-12-05,14.823
2021-12-06,14.808
2021-12-07,14.808
2021-12-08,14.808
2021-12-09,14.808
2021-12-10,14.808
2021-12-11,14.808
2021-12-12,14.808
2021-12-13,14.808
2021-12-14,14.808
2021-12-15,14.808
2021-12-16,14.808
2021-12-17,14.808
2021-12-18,14.808
2021-12-19,14.808
2021-12-20,14.808
2021-12-21,14.808
2021-12-22,14.808
2021-12-23,14.808
2021-12-24,14.808
2021-12-25,14.808
2021-12-26,14.808
2021-12-27,14.808
2021-12-28,14.808
2021-12-29,14.808
2021-12-30,14.808
2021-12-31,14.808
2022-01-01,14.808
2022-01-02,14.808
2022-01-03,14.808
2022-01-04,14.868
2022-01-05,14.868
2022-01-06,14.868
2022-01-07,14.868
2022-01-08,14.868
2022-01-09,14.868
2022-01-10,14.861
2022-01-11,14.861
2022-01-12,14.861
2022-01-13,14.861
2022-01-14,14.861
2022-01-15,14.861
2022-01-16,14.861
2022-01-17,14.861
2022-01-18,14.861
2022-01-19,14.861
2022-01-20,14.861
2022-01-21,14.861
2022-01-22,14.861
2022-01-23,14.861
2022-01-24,14.861
2022-01-25,14.861
2022-01-26,15.235
2022-01-27,15.573
2022-01-28,15.647
2022-01-29,15.647
2022-01-30,15.643
2022-01-31,15.716
2022-02-01,15.716
2022-02-02,15.716
2022-02-03,15.716
2022-02-04,15.694
2022-02-05,15.694
2022-02-06,15.694
2022-02-07,15.735
2022-02-08,15.735
2022-02-09,15.735
2022-02-10,15.735
2022-02-11,15.735
2022-02-12,15.735
2022-02-13,15.735
2022-02-14,15.735
2022-02-15,15.735
2022-02-16,15.735
2022-02-17,15.735
2022-02-18,15.735
2022-02-19,15.735
2022-02-20,15.735
2022-02-21,15.735
2022-02-22,15.735
2022-02-23,15.735
2022-02-24,15.735
2022-02-25,15.735
2022-02-26,15.735
2022-02-27,15.746
2022-02-28,15.746
2022-03-01,15.746
2022-03-02,15.746
2022-03-03,15.746
2022-03-04,15.746
2022-03-05,15.746
2022-03-06,15.761
2022-03-07,15.761
2022-03-08,15.761
2022-03-09,15.761
2022-03-10,15.761
2022-03-11,15.794
2022-03-12,15.794
2022-03-13,15.794
2022-03-14,15.794
2022-03-15,15.786
2022-03-16,15.786
2022-03-17,15.786
2022-03-18,15.786
2022-03-19,15.786
2022-03-20,15.786
2022-03-21,15.786
2022-03-22,15.786
2022-03-23,15.786
2022-03-24,15.786
2022-03-25,15.786
2022-03-26,15.786
2022-03-27,15.786
2022-03-28,15.786
2022-03-29,15.786
2022-03-30,15.786
2022-03-31,15.786
2022-04-01,15.787
2022-04-02,15.787
2022-04-03,15.787
2022-04-04,15.787
2022-04-05,15.787
2022-04-06,15.787
2022-04-07,15.787
2022-04-08,15.785
2022-04-09,15.785
2022-04-10,15.785
2022-04-11,15.785
2022-04-12,15.785
2022-04-13,15.774
2022-04-14,15.778
2022-04-15,15.778
2022-04-16,15.778
2022-04-17,15.778
2022-04-18,15.778
2022-04-19,15.778
2022-04-20,15.778
2022-04-21,15.778
2022-04-22,15.778
2022-04-23,15.778
2022-04-24,15.778
2022-04-25,15.778
2022-04-26,15.778
2022-04-27,15.793
2022-04-28,15.852
2022-04-29,15.841
2022-04-30,15.841
2022-05-01,15.855
2022-05-02,15.878
2022-05-03,15.878
2022-05-04,15.878
2022-05-05,15.878
2022-05-06,15.878
2022-05-07,15.878
2022-05-08,15.878
2022-05-09,15.878
2022-05-10,15.878
2022-05-11,15.878
2022-05-12,15.878
2022-05-13,15.932
2022-05-14,15.932
2022-05-15,15.932
2022-05-16,15.932
2022-05-17,15.932
2022-05-18,15.932
2022-05-19,15.932
2022-05-20,15.932
2022-05-21,15.932
2022-05-22,15.932
2022-05-23,15.932
2022-05-24,15.932
2022-05-25,15.932
2022-05-26,15.918
2022-05-27,15.918
2022-05-28,15.918
2022-05-29,15.918
2022-05-30,15.918
2022-05-31,15.918
2022-06-01,15.918
2022-06-02,15.918
2022-06-03,15.918
2022-06-04,15.918
2022-06-05,15.918
2022-06-06,15.918
2022-06-07,15.918
2022-06-08,15.918
2022-06-09,15.918
2022-06-10,15.918
2022-06-11,15.918
2022-06-12,15.902
2022-06-13,15.902
2022-06-14,15.902
2022-06-15,15.902
2022-06-16,15.902
2022-06-17,15.902
2022-06-18,15.902
2022-06-19,15.902
2022-06-20,15.918
2022-06-21,15.895
2022-06-22,15.895
2022-06-23,15.895
2022-06-24,15.895
2022-06-25,15.895
2022-06-26,15.895
2022-06-27,15.857
2022-06-28,15.857
2022-06-29,15.857
2022-06-30,15.857
2022-07-01,15.857
2022-07-02,15.857
2022-07-03,15.857
2022-07-04,15.857
2022-07-05,15.857
2022-07-06,15.857
2022-07-07,15.857
2022-07-08,15.857
2022-07-09,15.857
2022-07-10,15.857
2022-07-11,15.853
2022-07-12,15.861
2022-07-13,15.853
2022-07-14,15.853
2022-07-15,15.853
2022-07-16,15.853
2022-07-17,15.853
2022-07-18,15.853
2022-07-19,15.853
2022-07-20,15.853
2022-07-21,15.853
2022-07-22,15.853
2022-07-23,15.853
2022-07-24,15.853
2022-07-25,15.853
2022-07-26,15.853
2022-07-27,15.847
2022-07-28,15.853
2022-07-29,15.841
2022-07-30,15.841
2022-07-31,15.855
2022-08-01,15.864
2022-08-02,15.864
2022-08-03,15.864
2022-08-04,15.864
2022-08-05,15.864
2022-08-06,15.864
2022-08-07,15.864
2022-08-08,15.864
2022-08-09,15.903
2022-08-10,15.903
2022-08-11,15.903
2022-08-12,15.903
2022-08-13,15.903
2022-08-14,15.903
2022-08-15,15.903
2022-08-16,15.914
2022-08-17,15.914
2022-08-18,15.914
2022-08-19,15.914
2022-08-20,15.914
2022-08-21,15.914
2022-08-22,15.914
2022-08-23,15.914
2022-08-24,15.914
2022-08-25,15.914
2022-08-26,15.914
2022-08-27,15.914
2022-08-28,15.914
2022-08-29,15.921
2022-08-30,15.921
2022-08-31,15.909
2022-09-01,15.909
2022-09-02,15.909
2022-09-03,15.909
2022-09-04,15.909
2022-09-05,15.909
2022-09-06,15.909
2022-09-07,15.909
2022-09-08,15.909
2022-09-09,15.909
2022-09-10,15.909
2022-09-11,15.909
2022-09-12,15.909
2022-09-13,15.909
2022-09-14,15.909
2022-09-15,15.909
2022-09-16,15.909
2022-09-17,15.909
2022-09-18,15.909
2022-09-19,15.909
2022-09-20,15.909
2022-09-21,15.848
2022-09-22,15.848
2022-09-23,15.848
2022-09-24,15.848
2022-09-25,15.848
2022-09-26,15.848
2022-09-27,15.848
2022-09-28,15.848
2022-09-29,15.848
2022-09-30,15.848
2022-10-01,15.848
2022-10-02,15.848
2022-10-03,15.848
2022-10-04,15.848
2022-10-05,15.848
2022-10-06,15.848
2022-10-07,15.848
2022-10-08,15.848
2022-10-09,15.848
2022-10-10,15.872
2022-10-11,15.839
2022-10-12,15.839
2022-10-13,15.839
2022-10-14,15.839
2022-10-15,15.839
2022-10-16,15.839
2022-10-17,15.839
2022-10-18,15.839
2022-10-19,15.839
2022-10-20,15.839
2022-10-21,15.839
2022-10-22,15.839
2022-10-23,15.839
2022-10-24,15.839
2022-10-25,15.839
2022-10-26,15.784
2022-10-27,15.808
2022-10-28,15.808
2022-10-29,15.808
2022-10-30,15.791
2022-10-31,15.749
2022-11-01,15.749
2022-11-02,15.749
2022-11-03,15.749
2022-11-04,15.749
2022-11-05,15.749
2022-11-06,15.749
2022-11-07,15.751
2022-11-08,15.751
2022-11-09,15.738
2022-11-10,15.738
2022-11-11,15.738
2022-11-12,15.738
2022-11-13,15.738
2022-11-14,15.738
2022-11-15,15.738
2022-11-16,15.738
2022-11-17,15.738
2022-11-18,15.738
2022-11-19,15.738
2022-11-20,15.738
2022-11-21,15.738
2022-11-22,15.738
2022-11-23,15.738
2022-11-24,15.738
2022-11-25,15.738
2022-11-26,15.738
2022-11-27,15.738
2022-11-28,15.738
2022-11-29,15.738
2022-11-30,15.738
2022-12-01,15.738
2022-12-02,15.738
2022-12-03,15.738
2022-12-04,15.738
2022-12-05,15.738
2022-12-06,15.738
2022-12-07,15.741
2022-12-08,15.741
2022-12-09,15.741
2022-12-10,15.741
2022-12-11,15.741
2022-12-12,15.741
2022-12-13,15.741
2022-12-14,15.701
2022-12-15,15.701
2022-12-16,15.701
2022-12-17,15.701
2022-12-18,15.701
2022-12-19,15.701
2022-12-20,15.701
2022-12-21,15.703
2022-12-22,15.703
2022-12-23,15.703
2022-12-24,15.703
2022-12-25,15.703
2022-12-26,15.703
2022-12-27,15.703
2022-12-28,15.703
2022-12-29,15.703
2022-12-30,15.703
2022-12-31,15.703
2023-01-01,15.703
2023-01-02,15.703
2023-01-03,15.703
2023-01-04,15.745
2023-01-05,15.745
2023-01-06,15.745
2023-01-07,15.745
2023-01-08,15.745
2023-01-09,15.736
2023-01-10,15.736
2023-01-11,15.717
2023-01-12,15.717
2023-01-13,15.716
2023-01-14,15.716
2023-01-15,15.716
2023-01-16,15.716
2023-01-17,15.716
2023-01-18,15.716
2023-01-19,15.7
2023-01-20,15.683
2023-01-21,15.683
2023-01-22,15.683
2023-01-23,15.683
2023-01-24,15.683
2023-01-25,15.3
2023-01-26,14.988
2023-01-27,14.919
2023-01-28,14.919
2023-01-29,14.879
2023-01-30,14.831
2023-01-31,14.831
2023-02-01,14.783
2023-02-02,14.783
2023-02-03,14.783
2023-02-04,14.783
2023-02-05,14.783
2023-02-06,14.764
2023-02-07,14.764
2023-02-08,14.783
2023-02-09,14.783
2023-02-10,14.783
2023-02-11,14.783
2023-02-12,14.783
2023-02-13,14.783
2023-02-14,14.783
2023-02-15,14.783
2023-02-16,14.791
2023-02-17,14.791
2023-02-18,14.791
2023-02-19,14.791
2023-02-20,14.791
2023-02-21,14.791
2023-02-22,14.791
2023-02-23,14.791
2023-02-24,14.791
2023-02-25,14.791
2023-02-26,14.791
2023-02-27,14.791
2023-02-28,14.791
2023-03-01,14.791
2023-03-02,14.791
2023-03-03,14.791
2023-03-04,14.791
2023-03-05,14.791
2023-03-06,14.79
2023-03-07,14.79
2023-03-08,14.79
2023-03-09,14.79
2023-03-10,14.79
2023-03-11,14.79
2023-03-12,14.789
2023-03-13,14.789
2023-03-14,14.789
2023-03-15,14.789
2023-03-16,14.789
2023-03-17,14.789
2023-03-18,14.789
2023-03-19,14.789
2023-03-20,14.789
2023-03-21,14.789
2023-03-22,14.789
2023-03-23,14.793
2023-03-24,14.793
2023-03-25,14.793
2023-03-26,14.793
2023-03-27,14.793
2023-03-28,14.793
2023-03-29,14.793
2023-03-30,14.764
2023-03-31,14.764
2023-04-01,14.764
2023-04-02,14.764
2023-04-03,14.764
2023-04-04,14.764
2023-04-05,14.764
2023-04-06,14.764
2023-04-07,14.764
2023-04-08,14.764
2023-04-09,14.76
2023-04-10,14.76
2023-04-11,14.756
2023-04-12,14.754
2023-04-13,14.736
2023-04-14,14.736
2023-04-15,14.736
2023-04-16,14.736
2023-04-17,14.736
2023-04-18,14.736
2023-04-19,14.736
2023-04-20,14.736
2023-04-21,14.705
2023-04-22,14.705
2023-04-23,14.705
2023-04-24,14.705
2023-04-25,14.705
2023-04-26,14.707
2023-04-27,14.709
2023-04-28,14.709
2023-04-29,14.709
2023-04-30,14.707
2023-05-01,14.7
2023-05-02,14.7
2023-05-03,14.717
2023-05-04,14.717
2023-05-05,14.717
2023-05-06,14.717
2023-05-07,14.717
2023-05-08,14.717
2023-05-09,14.764
2023-05-10,14.762
2023-05-11,14.762
2023-05-12,14.762
2023-05-13,14.762
2023-05-14,14.762
2023-05-15,14.762
2023-05-16,14.793
2023-05-17,14.793
2023-05-18,14.793
2023-05-19,14.793
2023-05-20,14.793
2023-05-21,14.793
2023-05-22,14.793
2023-05-23,14.793
2023-05-24,14.793
2023-05-25,14.793
2023-05-26,14.793
2023-05-27,14.793
2023-05-28,14.793
2023-05-29,14.793
2023-05-30,14.793
2023-05-31,14.793
2023-06-01,14.793
2023-06-02,14.793
2023-06-03,14.793
2023-06-04,14.793
2023-06-05,14.793
2023-06-06,14.793
2023-06-07,14.793
2023-06-08,14.793
2023-06-09,14.793
2023-06-10,14.793
2023-06-11,14.793
2023-06-12,14.793
2023-06-13,14.793
2023-06-14,14.793
2023-06-15,14.793
2023-06-16,14.793
2023-06-17,14.793
2023-06-18,14.793
2023-06-19,14.793
2023-06-20,14.793
2023-06-21,14.793
2023-06-22,14.793
2023-06-23,14.793
2023-06-24,14.793
2023-06-25,14.793
2023-06-26,14.793
2023-06-27,14.793
2023-06-28,14.793
2023-06-29,14.782
2023-06-30,14.782
2023-07-01,14.782
