,WAT US Equity
2023-07-03,13.962
2023-07-04,13.962
2023-07-05,13.936
2023-07-06,13.962
2023-07-07,13.962
2023-07-08,13.962
2023-07-09,13.962
2023-07-10,13.95
2023-07-11,13.95
2023-07-12,13.95
2023-07-13,13.917
2023-07-14,13.898
2023-07-15,13.898
2023-07-16,13.898
2023-07-17,13.898
2023-07-18,13.898
2023-07-19,13.872
2023-07-20,13.872
2023-07-21,13.845
2023-07-22,13.845
2023-07-23,13.845
2023-07-24,13.833
2023-07-25,13.833
2023-07-26,13.833
2023-07-27,13.833
2023-07-28,13.782
2023-07-29,13.782
2023-07-30,13.782
2023-07-31,13.832
2023-08-01,13.832
2023-08-02,13.487
2023-08-03,13.435
2023-08-04,13.421
2023-08-05,13.381
2023-08-06,13.381
2023-08-07,13.381
2023-08-08,13.381
2023-08-09,13.381
2023-08-10,13.381
2023-08-11,13.381
2023-08-12,13.381
2023-08-13,13.381
2023-08-14,13.381
2023-08-15,13.381
2023-08-16,13.38
2023-08-17,13.38
2023-08-18,13.38
2023-08-19,13.38
2023-08-20,13.38
2023-08-21,13.38
2023-08-22,13.38
2023-08-23,13.38
2023-08-24,13.38
2023-08-25,13.38
2023-08-26,13.38
2023-08-27,13.38
2023-08-28,13.38
2023-08-29,13.38
2023-08-30,13.38
2023-08-31,13.38
2023-09-01,13.381
2023-09-02,13.381
2023-09-03,13.381
2023-09-04,13.381
2023-09-05,13.381
2023-09-06,13.381
2023-09-07,13.381
2023-09-08,13.381
2023-09-09,13.381
2023-09-10,13.381
2023-09-11,13.368
2023-09-12,13.368
2023-09-13,13.368
2023-09-14,13.368
2023-09-15,13.368
2023-09-16,13.368
2023-09-17,13.368
2023-09-18,13.376
2023-09-19,13.376
2023-09-20,13.376
2023-09-21,13.376
2023-09-22,13.376
2023-09-23,13.376
2023-09-24,13.376
2023-09-25,13.376
2023-09-26,13.376
2023-09-27,13.372
2023-09-28,13.351
2023-09-29,13.336
2023-09-30,13.336
2023-10-01,13.336
2023-10-02,13.336
2023-10-03,13.336
2023-10-04,13.336
2023-10-05,13.281
2023-10-06,13.281
2023-10-07,13.281
2023-10-08,13.281
2023-10-09,13.281
2023-10-10,13.281
2023-10-11,13.281
2023-10-12,13.244
2023-10-13,13.244
2023-10-14,13.244
2023-10-15,13.244
2023-10-16,13.244
2023-10-17,13.171
2023-10-18,13.171
2023-10-19,13.153
2023-10-20,13.111
2023-10-21,13.075
2023-10-22,13.053
2023-10-23,13.053
2023-10-24,13.053
2023-10-25,13.053
2023-10-26,13.053
2023-10-27,13.053
2023-10-28,13.053
2023-10-29,13.053
2023-10-30,13.053
2023-10-31,13.053
2023-11-01,13.053
2023-11-02,13.053
2023-11-03,13.053
2023-11-04,13.053
2023-11-05,13.053
2023-11-06,13.053
2023-11-07,12.287
2023-11-08,12.139
2023-11-09,12.119
2023-11-10,12.119
2023-11-11,12.119
2023-11-12,12.119
2023-11-13,12.057
2023-11-14,12.057
2023-11-15,12.057
2023-11-16,12.057
2023-11-17,12.057
2023-11-18,12.057
2023-11-19,12.057
2023-11-20,12.057
2023-11-21,12.057
2023-11-22,12.057
2023-11-23,12.057
2023-11-24,12.057
2023-11-25,12.057
2023-11-26,12.057
2023-11-27,12.057
2023-11-28,12.057
2023-11-29,12.057
2023-11-30,12.057
2023-12-01,12.057
2023-12-02,12.057
2023-12-03,12.057
2023-12-04,12.057
2023-12-05,12.057
2023-12-06,12.057
2023-12-07,12.057
2023-12-08,12.057
2023-12-09,12.057
2023-12-10,12.057
2023-12-11,12.057
2023-12-12,12.042
2023-12-13,12.042
2023-12-14,12.042
2023-12-15,12.042
2023-12-16,12.042
2023-12-17,12.042
2023-12-18,12.043
2023-12-19,12.043
2023-12-20,12.043
2023-12-21,12.043
2023-12-22,12.043
2023-12-23,12.043
2023-12-24,12.043
2023-12-25,12.043
2023-12-26,12.043
2023-12-27,12.043
2023-12-28,12.043
2023-12-29,12.043
2023-12-30,12.043
2023-12-31,12.043
2024-01-01,12.043
2024-01-02,12.032
2024-01-03,12.026
2024-01-04,11.969
2024-01-05,11.969
2024-01-06,11.969
2024-01-07,11.969
2024-01-08,11.969
2024-01-09,11.969
2024-01-10,11.969
2024-01-11,11.969
2024-01-12,11.969
2024-01-13,11.969
2024-01-14,11.969
2024-01-15,11.969
2024-01-16,11.969
2024-01-17,11.969
2024-01-18,11.969
2024-01-19,11.969
2024-01-20,11.969
2024-01-21,11.969
2024-01-22,11.969
2024-01-23,11.969
2024-01-24,11.978
2024-01-25,11.978
2024-01-26,11.978
2024-01-27,11.978
2024-01-28,11.978
2024-01-29,11.974
2024-01-30,11.974
2024-01-31,11.974
2024-02-01,11.974
2024-02-02,11.974
2024-02-03,11.974
2024-02-04,11.974
2024-02-05,11.974
2024-02-06,11.953
2024-02-07,11.897
2024-02-08,11.888
2024-02-09,11.892
2024-02-10,11.892
2024-02-11,11.892
2024-02-12,11.892
2024-02-13,11.892
2024-02-14,11.892
2024-02-15,11.892
2024-02-16,11.892
2024-02-17,11.892
2024-02-18,11.892
2024-02-19,11.892
2024-02-20,11.892
2024-02-21,11.892
2024-02-22,11.892
2024-02-23,11.892
2024-02-24,11.892
2024-02-25,11.892
2024-02-26,11.892
2024-02-27,11.892
2024-02-28,11.892
2024-02-29,11.892
2024-03-01,11.892
2024-03-02,11.892
2024-03-03,11.892
2024-03-04,11.892
2024-03-05,11.892
2024-03-06,11.892
2024-03-07,11.892
2024-03-08,11.892
2024-03-09,11.892
2024-03-10,11.892
2024-03-11,11.892
2024-03-12,11.892
2024-03-13,11.892
2024-03-14,11.892
2024-03-15,11.892
2024-03-16,11.892
2024-03-17,11.892
2024-03-18,11.892
2024-03-19,11.892
2024-03-20,11.892
2024-03-21,11.892
2024-03-22,11.892
2024-03-23,11.892
2024-03-24,11.892
2024-03-25,11.892
2024-03-26,11.892
2024-03-27,11.892
2024-03-28,11.892
2024-03-29,11.892
2024-03-30,11.892
2024-03-31,11.892
2024-04-01,11.892
2024-04-02,11.892
2024-04-03,11.892
2024-04-04,11.892
2024-04-05,11.892
2024-04-06,11.892
2024-04-07,11.892
2024-04-08,11.892
