,RS US Equity
2023-06-24,18.767
2023-06-25,18.767
2023-06-26,18.767
2023-06-27,18.767
2023-06-28,18.737
2023-06-29,18.737
2023-06-30,18.803
2023-07-01,18.803
2023-07-02,18.803
2023-07-03,18.803
2023-07-04,18.803
2023-07-05,18.803
2023-07-06,18.763
2023-07-07,18.763
2023-07-08,18.763
2023-07-09,18.763
2023-07-10,18.763
2023-07-11,18.763
2023-07-12,18.763
2023-07-13,18.763
2023-07-14,18.763
2023-07-15,19.018
2023-07-16,19.018
2023-07-17,18.207
2023-07-18,18.203
2023-07-19,18.203
2023-07-20,18.203
2023-07-21,18.203
2023-07-22,18.203
2023-07-23,18.203
2023-07-24,18.203
2023-07-25,18.203
2023-07-26,18.203
2023-07-27,18.65
2023-07-28,18.65
2023-07-29,18.65
2023-07-30,18.65
2023-07-31,18.65
2023-08-01,18.65
2023-08-02,18.65
2023-08-03,18.65
2023-08-04,18.65
2023-08-05,18.65
2023-08-06,18.65
2023-08-07,18.65
2023-08-08,18.65
2023-08-09,18.65
2023-08-10,18.795
2023-08-11,18.795
2023-08-12,18.795
2023-08-13,18.795
2023-08-14,18.795
2023-08-15,18.795
2023-08-16,18.795
2023-08-17,18.795
2023-08-18,18.795
2023-08-19,18.795
2023-08-20,18.795
2023-08-21,18.795
2023-08-22,18.795
2023-08-23,18.795
2023-08-24,18.795
2023-08-25,18.795
2023-08-26,18.795
2023-08-27,18.795
2023-08-28,18.795
2023-08-29,18.795
2023-08-30,18.795
2023-08-31,18.795
2023-09-01,18.795
2023-09-02,18.795
2023-09-03,18.795
2023-09-04,18.795
2023-09-05,18.795
2023-09-06,18.795
2023-09-07,18.795
2023-09-08,18.795
2023-09-09,18.795
2023-09-10,18.795
2023-09-11,18.62
2023-09-12,18.62
2023-09-13,18.62
2023-09-14,18.62
2023-09-15,18.62
2023-09-16,18.62
2023-09-17,18.62
2023-09-18,18.62
2023-09-19,18.62
2023-09-20,18.62
2023-09-21,18.62
2023-09-22,18.62
2023-09-23,18.62
2023-09-24,18.62
2023-09-25,18.777
2023-09-26,18.836
2023-09-27,18.836
2023-09-28,18.836
2023-09-29,18.836
2023-09-30,18.836
2023-10-01,18.836
2023-10-02,18.836
2023-10-03,18.836
2023-10-04,18.836
2023-10-05,18.836
2023-10-06,18.836
2023-10-07,18.836
2023-10-08,18.836
2023-10-09,18.836
2023-10-10,18.836
2023-10-11,18.836
2023-10-12,18.836
2023-10-13,18.836
2023-10-14,18.836
2023-10-15,18.836
2023-10-16,18.71
2023-10-17,18.71
2023-10-18,18.664
2023-10-19,18.664
2023-10-20,18.664
2023-10-21,18.664
2023-10-22,18.664
2023-10-23,18.664
2023-10-24,18.664
2023-10-25,18.664
2023-10-26,18.551
2023-10-27,18.486
2023-10-28,18.486
2023-10-29,18.486
2023-10-30,18.486
2023-10-31,18.486
2023-11-01,18.486
2023-11-02,18.486
2023-11-03,18.486
2023-11-04,18.486
2023-11-05,18.486
2023-11-06,18.486
2023-11-07,18.486
2023-11-08,18.486
2023-11-09,18.521
2023-11-10,18.521
2023-11-11,18.521
2023-11-12,18.521
2023-11-13,18.521
2023-11-14,18.521
2023-11-15,18.521
2023-11-16,18.521
2023-11-17,18.521
2023-11-18,18.521
2023-11-19,18.521
2023-11-20,18.537
2023-11-21,18.537
2023-11-22,18.537
2023-11-23,18.537
2023-11-24,18.537
2023-11-25,18.537
2023-11-26,18.537
2023-11-27,18.537
2023-11-28,18.537
2023-11-29,18.537
2023-11-30,18.537
2023-12-01,18.689
2023-12-02,18.689
2023-12-03,18.689
2023-12-04,18.689
2023-12-05,18.689
2023-12-06,18.689
2023-12-07,18.689
2023-12-08,18.689
2023-12-09,18.689
2023-12-10,18.689
2023-12-11,18.689
2023-12-12,18.689
2023-12-13,18.736
2023-12-14,18.736
2023-12-15,18.736
2023-12-16,18.736
2023-12-17,18.736
2023-12-18,18.736
2023-12-19,18.736
2023-12-20,18.736
2023-12-21,18.736
2023-12-22,18.736
2023-12-23,18.736
2023-12-24,18.736
2023-12-25,18.736
2023-12-26,18.736
2023-12-27,18.736
2023-12-28,18.736
2023-12-29,18.736
2023-12-30,18.736
2023-12-31,18.736
2024-01-01,18.736
2024-01-02,18.736
2024-01-03,18.736
2024-01-04,18.754
2024-01-05,18.754
2024-01-06,18.754
2024-01-07,18.754
2024-01-08,18.754
2024-01-09,18.926
2024-01-10,18.926
2024-01-11,18.904
2024-01-12,18.98
2024-01-13,18.98
2024-01-14,18.98
2024-01-15,18.98
2024-01-16,18.98
2024-01-17,18.98
2024-01-18,18.98
2024-01-19,18.98
2024-01-20,18.98
2024-01-21,18.98
2024-01-22,18.98
2024-01-23,18.98
2024-01-24,18.98
2024-01-25,18.98
2024-01-26,18.98
2024-01-27,18.98
2024-01-28,18.98
2024-01-29,18.98
2024-01-30,18.98
2024-01-31,18.98
2024-02-01,18.98
2024-02-02,18.98
2024-02-03,18.98
2024-02-04,18.98
2024-02-05,18.98
2024-02-06,18.98
2024-02-07,18.987
2024-02-08,18.987
2024-02-09,18.987
2024-02-10,18.987
2024-02-11,18.987
2024-02-12,18.987
2024-02-13,18.987
2024-02-14,18.987
2024-02-15,19.116
2024-02-16,19.116
2024-02-17,19.116
2024-02-18,19.344
2024-02-19,19.344
2024-02-20,19.399
2024-02-21,19.399
2024-02-22,19.399
2024-02-23,19.399
2024-02-24,19.363
2024-02-25,19.363
2024-02-26,19.363
2024-02-27,19.363
2024-02-28,19.363
2024-02-29,19.613
2024-03-01,19.613
2024-03-02,19.613
2024-03-03,19.613
2024-03-04,19.613
2024-03-05,19.613
2024-03-06,19.613
2024-03-07,19.613
2024-03-08,19.613
2024-03-09,19.613
2024-03-10,19.613
2024-03-11,19.613
2024-03-12,19.584
2024-03-13,19.663
2024-03-14,19.663
2024-03-15,19.663
2024-03-16,19.663
2024-03-17,19.663
2024-03-18,19.663
2024-03-19,19.663
2024-03-20,19.678
2024-03-21,19.678
2024-03-22,19.678
2024-03-23,19.678
2024-03-24,19.678
2024-03-25,19.718
2024-03-26,19.718
2024-03-27,19.718
2024-03-28,19.718
2024-03-29,19.718
2024-03-30,19.718
2024-03-31,19.718
2024-04-01,19.718
2024-04-02,19.718
2024-04-03,19.718
2024-04-04,19.718
2024-04-05,19.718
2024-04-06,19.718
2024-04-07,19.718
2024-04-08,19.718
