,MPC US Equity
2021-03-25,2.9
2021-03-26,2.9
2021-03-27,2.9
2021-03-28,2.9
2021-03-29,2.9
2021-03-30,2.9
2021-03-31,2.9
2021-04-01,2.9
2021-04-02,2.9
2021-04-03,2.9
2021-04-04,2.9
2021-04-05,2.9
2021-04-06,2.9
2021-04-07,2.9
2021-04-08,2.9
2021-04-09,2.9
2021-04-10,2.9
2021-04-11,2.9
2021-04-12,2.9
2021-04-13,2.9
2021-04-14,2.9
2021-04-15,3.4
2021-04-16,3.4
2021-04-17,3.4
2021-04-18,3.4
2021-04-19,3.4
2021-04-20,3.4
2021-04-21,3.4
2021-04-22,3.4
2021-04-23,3.4
2021-04-24,3.4
2021-04-25,3.4
2021-04-26,3.4
2021-04-27,3.4
2021-04-28,3.4
2021-04-29,3.4
2021-04-30,3.4
2021-05-01,3.4
2021-05-02,3.4
2021-05-03,3.4
2021-05-04,3.4
2021-05-05,2.65
2021-05-06,2.65
2021-05-07,2.65
2021-05-08,2.65
2021-05-09,2.65
2021-05-10,2.65
2021-05-11,2.65
2021-05-12,2.65
2021-05-13,2.65
2021-05-14,2.65
2021-05-15,2.65
2021-05-16,2.65
2021-05-17,3.665
2021-05-18,3.665
2021-05-19,3.665
2021-05-20,3.94
2021-05-21,3.94
2021-05-22,3.94
2021-05-23,3.94
2021-05-24,3.94
2021-05-25,3.94
2021-05-26,3.94
2021-05-27,3.94
2021-05-28,3.94
2021-05-29,3.94
2021-05-30,3.94
2021-05-31,3.94
2021-06-01,3.94
2021-06-02,3.94
2021-06-03,3.94
2021-06-04,3.94
2021-06-05,3.94
2021-06-06,3.94
2021-06-07,3.94
2021-06-08,3.94
2021-06-09,3.94
2021-06-10,3.94
2021-06-11,3.94
2021-06-12,3.94
2021-06-13,3.94
2021-06-14,3.94
2021-06-15,3.94
2021-06-16,3.94
2021-06-17,3.94
2021-06-18,3.94
2021-06-19,3.94
2021-06-20,3.94
2021-06-21,3.94
2021-06-22,3.94
2021-06-23,3.94
2021-06-24,3.94
2021-06-25,3.94
2021-06-26,3.94
2021-06-27,3.94
2021-06-28,3.94
2021-06-29,3.94
2021-06-30,3.94
2021-07-01,3.94
2021-07-02,3.94
2021-07-03,3.94
2021-07-04,3.94
2021-07-05,3.94
2021-07-06,4.147
2021-07-07,4.147
2021-07-08,3.748
2021-07-09,3.748
2021-07-10,3.748
2021-07-11,3.748
2021-07-12,3.748
2021-07-13,3.748
2021-07-14,3.748
2021-07-15,3.473
2021-07-16,3.473
2021-07-17,3.473
2021-07-18,3.473
2021-07-19,3.473
2021-07-20,3.473
2021-07-21,3.473
2021-07-22,3.133
2021-07-23,3.133
2021-07-24,3.133
2021-07-25,3.133
2021-07-26,3.133
2021-07-27,3.133
2021-07-28,3.133
2021-07-29,3.133
2021-07-30,3.133
2021-07-31,3.133
2021-08-01,3.133
2021-08-02,3.133
2021-08-03,3.133
2021-08-04,3.133
2021-08-05,3.7
2021-08-06,3.7
2021-08-07,3.7
2021-08-08,3.7
2021-08-09,4.05
2021-08-10,4.05
2021-08-11,4.05
2021-08-12,4.05
2021-08-13,4.05
2021-08-14,4.05
2021-08-15,4.05
2021-08-16,4.05
2021-08-17,4.05
2021-08-18,4.05
2021-08-19,4.05
2021-08-20,4.667
2021-08-21,4.667
2021-08-22,4.667
2021-08-23,4.667
2021-08-24,4.667
2021-08-25,4.667
2021-08-26,5.175
2021-08-27,5.175
2021-08-28,5.175
2021-08-29,5.175
2021-08-30,5.175
2021-08-31,5.175
2021-09-01,5.175
2021-09-02,5.175
2021-09-03,5.175
2021-09-04,5.175
2021-09-05,5.175
2021-09-06,5.175
2021-09-07,5.175
2021-09-08,5.175
2021-09-09,5.175
2021-09-10,5.175
2021-09-11,5.175
2021-09-12,5.175
2021-09-13,5.175
2021-09-14,5.175
2021-09-15,4.787
2021-09-16,4.787
2021-09-17,4.603
2021-09-18,4.603
2021-09-19,4.603
2021-09-20,4.603
2021-09-21,4.603
2021-09-22,4.603
2021-09-23,4.603
2021-09-24,4.603
2021-09-25,4.603
2021-09-26,4.603
2021-09-27,4.603
2021-09-28,4.603
2021-09-29,4.603
2021-09-30,4.603
2021-10-01,4.603
2021-10-02,4.603
2021-10-03,4.603
2021-10-04,4.443
2021-10-05,4.443
2021-10-06,4.443
2021-10-07,4.443
2021-10-08,4.443
2021-10-09,4.443
2021-10-10,4.443
2021-10-11,4.443
2021-10-12,4.443
2021-10-13,4.414
2021-10-14,4.414
2021-10-15,4.414
2021-10-16,4.414
2021-10-17,4.414
2021-10-18,4.414
2021-10-19,4.515
2021-10-20,4.67
2021-10-21,4.67
2021-10-22,4.67
2021-10-23,4.67
2021-10-24,4.67
2021-10-25,4.67
2021-10-26,4.67
2021-10-27,4.67
2021-10-28,4.67
2021-10-29,4.67
2021-10-30,4.67
2021-10-31,4.67
2021-11-01,4.855
2021-11-02,4.855
2021-11-03,5.307
2021-11-04,5.307
2021-11-05,5.307
2021-11-06,5.307
2021-11-07,5.877
2021-11-08,5.877
2021-11-09,5.877
2021-11-10,5.877
2021-11-11,5.877
2021-11-12,5.877
2021-11-13,5.877
2021-11-14,5.877
2021-11-15,5.877
2021-11-16,5.877
2021-11-17,5.877
2021-11-18,5.877
2021-11-19,5.877
2021-11-20,5.877
2021-11-21,5.877
2021-11-22,5.877
2021-11-23,5.877
2021-11-24,5.877
2021-11-25,5.877
2021-11-26,5.877
2021-11-27,5.877
2021-11-28,5.877
2021-11-29,5.877
2021-11-30,5.877
2021-12-01,5.877
2021-12-02,5.72
2021-12-03,6.083
2021-12-04,6.083
2021-12-05,6.083
2021-12-06,6.083
2021-12-07,6.083
2021-12-08,6.075
2021-12-09,6.075
2021-12-10,6.075
2021-12-11,6.075
2021-12-12,6.075
2021-12-13,6.075
2021-12-14,6.075
2021-12-15,6.075
2021-12-16,6.075
2021-12-17,6.075
2021-12-18,6.075
2021-12-19,6.075
2021-12-20,6.075
2021-12-21,6.075
2021-12-22,6.075
2021-12-23,6.075
2021-12-24,6.075
2021-12-25,6.075
2021-12-26,6.075
2021-12-27,6.075
2021-12-28,6.075
2021-12-29,6.075
2021-12-30,6.075
2021-12-31,6.075
2022-01-01,6.075
2022-01-02,5.704
2022-01-03,5.704
2022-01-04,5.806
2022-01-05,5.86
2022-01-06,5.86
2022-01-07,5.86
2022-01-08,5.86
2022-01-09,5.86
2022-01-10,5.86
2022-01-11,5.86
2022-01-12,5.468
2022-01-13,5.468
2022-01-14,5.468
2022-01-15,5.468
2022-01-16,5.468
2022-01-17,5.468
2022-01-18,5.468
2022-01-19,5.468
2022-01-20,5.468
2022-01-21,5.432
2022-01-22,5.432
2022-01-23,5.423
2022-01-24,5.423
2022-01-25,5.423
2022-01-26,5.441
2022-01-27,5.441
2022-01-28,5.441
2022-01-29,5.441
2022-01-30,5.441
2022-01-31,5.441
2022-02-01,5.441
2022-02-02,5.601
2022-02-03,5.601
2022-02-04,5.531
2022-02-05,5.59
2022-02-06,5.581
2022-02-07,5.581
2022-02-08,5.581
2022-02-09,5.581
2022-02-10,5.581
2022-02-11,5.581
2022-02-12,5.581
2022-02-13,5.581
2022-02-14,5.581
2022-02-15,5.581
2022-02-16,5.581
2022-02-17,5.581
2022-02-18,5.581
2022-02-19,5.581
2022-02-20,5.581
2022-02-21,5.581
2022-02-22,5.581
2022-02-23,5.581
2022-02-24,5.581
2022-02-25,5.581
2022-02-26,5.581
2022-02-27,5.581
2022-02-28,5.581
2022-03-01,5.581
2022-03-02,5.581
2022-03-03,5.479
2022-03-04,5.479
2022-03-05,5.479
2022-03-06,5.479
2022-03-07,6.269
2022-03-08,5.921
2022-03-09,5.921
2022-03-10,5.921
2022-03-11,5.921
2022-03-12,5.921
2022-03-13,5.871
2022-03-14,5.536
2022-03-15,5.536
2022-03-16,5.536
2022-03-17,5.536
2022-03-18,5.536
2022-03-19,5.536
2022-03-20,5.536
2022-03-21,5.536
2022-03-22,5.536
2022-03-23,5.536
2022-03-24,5.536
2022-03-25,5.792
2022-03-26,5.792
2022-03-27,5.792
2022-03-28,5.792
2022-03-29,5.792
2022-03-30,5.835
2022-03-31,5.835
2022-04-01,5.835
2022-04-02,5.835
2022-04-03,5.835
2022-04-04,5.835
2022-04-05,5.713
2022-04-06,5.713
2022-04-07,5.713
2022-04-08,5.713
2022-04-09,5.713
2022-04-10,5.713
2022-04-11,5.713
2022-04-12,5.713
2022-04-13,5.822
2022-04-14,5.903
2022-04-15,5.903
2022-04-16,5.903
2022-04-17,5.903
2022-04-18,6.373
2022-04-19,6.373
2022-04-20,6.373
2022-04-21,6.373
2022-04-22,6.284
2022-04-23,6.284
2022-04-24,6.284
2022-04-25,5.981
2022-04-26,5.981
2022-04-27,5.953
2022-04-28,5.953
2022-04-29,5.953
2022-04-30,5.953
2022-05-01,5.953
2022-05-02,5.953
2022-05-03,6.221
2022-05-04,6.419
2022-05-05,6.419
2022-05-06,6.419
2022-05-07,6.419
2022-05-08,6.419
2022-05-09,6.419
2022-05-10,6.419
2022-05-11,6.419
2022-05-12,6.419
2022-05-13,6.419
2022-05-14,6.419
2022-05-15,6.419
2022-05-16,6.573
2022-05-17,6.623
2022-05-18,6.623
2022-05-19,6.623
2022-05-20,6.623
2022-05-21,6.623
2022-05-22,6.601
2022-05-23,6.701
2022-05-24,6.701
2022-05-25,6.701
2022-05-26,6.701
2022-05-27,6.701
2022-05-28,6.701
2022-05-29,6.701
2022-05-30,6.701
2022-05-31,6.566
2022-06-01,6.566
2022-06-02,6.97
2022-06-03,6.97
2022-06-04,6.97
2022-06-05,6.97
2022-06-06,6.97
2022-06-07,7.133
2022-06-08,7.133
2022-06-09,7.133
2022-06-10,7.133
2022-06-11,7.133
2022-06-12,7.133
2022-06-13,7.784
2022-06-14,7.784
2022-06-15,7.784
2022-06-16,7.784
2022-06-17,7.784
2022-06-18,7.784
2022-06-19,7.784
2022-06-20,7.784
2022-06-21,7.784
2022-06-22,7.784
2022-06-23,7.784
2022-06-24,7.784
2022-06-25,7.784
2022-06-26,7.784
2022-06-27,7.784
2022-06-28,7.784
2022-06-29,7.784
2022-06-30,7.784
2022-07-01,7.784
2022-07-02,7.784
2022-07-03,7.784
2022-07-04,7.784
2022-07-05,7.784
2022-07-06,7.784
2022-07-07,7.856
2022-07-08,7.694
2022-07-09,7.694
2022-07-10,7.694
2022-07-11,7.696
2022-07-12,7.696
2022-07-13,7.741
2022-07-14,7.741
2022-07-15,7.741
2022-07-16,7.741
2022-07-17,7.741
2022-07-18,7.81
2022-07-19,7.81
2022-07-20,7.81
2022-07-21,7.776
2022-07-22,7.843
2022-07-23,7.843
2022-07-24,7.843
2022-07-25,7.843
2022-07-26,7.843
2022-07-27,7.843
2022-07-28,7.843
2022-07-29,7.843
2022-07-30,7.843
2022-07-31,7.843
2022-08-01,7.843
2022-08-02,7.847
2022-08-03,7.964
2022-08-04,7.964
2022-08-05,7.964
2022-08-06,7.964
2022-08-07,7.964
2022-08-08,7.964
2022-08-09,7.839
2022-08-10,8.007
2022-08-11,8.079
2022-08-12,8.079
2022-08-13,8.079
2022-08-14,8.079
2022-08-15,8.079
2022-08-16,8.079
2022-08-17,8.079
2022-08-18,8.079
2022-08-19,8.079
2022-08-20,8.079
2022-08-21,8.079
2022-08-22,8.079
2022-08-23,8.079
2022-08-24,8.079
2022-08-25,8.079
2022-08-26,8.276
2022-08-27,8.276
2022-08-28,8.276
2022-08-29,8.276
2022-08-30,8.509
2022-08-31,8.501
2022-09-01,8.501
2022-09-02,8.501
2022-09-03,8.501
2022-09-04,8.501
2022-09-05,8.501
2022-09-06,8.501
2022-09-07,8.501
2022-09-08,8.501
2022-09-09,8.501
2022-09-10,8.501
2022-09-11,8.548
2022-09-12,8.548
2022-09-13,8.548
2022-09-14,8.548
2022-09-15,8.548
2022-09-16,8.548
2022-09-17,8.548
2022-09-18,8.548
2022-09-19,8.548
2022-09-20,8.548
2022-09-21,8.52
2022-09-22,8.52
2022-09-23,8.52
2022-09-24,8.52
2022-09-25,8.52
2022-09-26,8.52
2022-09-27,8.52
2022-09-28,8.52
2022-09-29,8.274
2022-09-30,8.274
2022-10-01,8.274
2022-10-02,8.274
2022-10-03,8.274
2022-10-04,8.274
2022-10-05,8.274
2022-10-06,8.432
2022-10-07,8.463
2022-10-08,8.463
2022-10-09,8.463
2022-10-10,8.507
2022-10-11,8.507
2022-10-12,8.282
2022-10-13,8.282
2022-10-14,8.294
2022-10-15,8.294
2022-10-16,8.294
2022-10-17,8.369
2022-10-18,8.466
2022-10-19,8.465
2022-10-20,8.465
2022-10-21,8.512
2022-10-22,8.512
2022-10-23,8.512
2022-10-24,8.512
2022-10-25,8.512
2022-10-26,8.512
2022-10-27,8.512
2022-10-28,8.512
2022-10-29,8.512
2022-10-30,8.512
2022-10-31,8.372
2022-11-01,8.372
2022-11-02,8.867
2022-11-03,8.867
2022-11-04,8.867
2022-11-05,8.867
2022-11-06,8.867
2022-11-07,8.867
2022-11-08,9.081
2022-11-09,9.081
2022-11-10,9.081
2022-11-11,9.041
2022-11-12,9.041
2022-11-13,9.041
2022-11-14,9.041
2022-11-15,9.147
2022-11-16,9.147
2022-11-17,9.504
2022-11-18,9.504
2022-11-19,9.504
2022-11-20,9.638
2022-11-21,9.638
2022-11-22,9.638
2022-11-23,9.638
2022-11-24,9.638
2022-11-25,9.638
2022-11-26,9.638
2022-11-27,9.85
2022-11-28,9.85
2022-11-29,9.85
2022-11-30,9.85
2022-12-01,9.85
2022-12-02,9.85
2022-12-03,9.85
2022-12-04,9.85
2022-12-05,10.461
2022-12-06,10.461
2022-12-07,10.461
2022-12-08,10.467
2022-12-09,10.383
2022-12-10,10.383
2022-12-11,10.383
2022-12-12,10.383
2022-12-13,10.383
2022-12-14,10.383
2022-12-15,10.757
2022-12-16,10.757
2022-12-17,10.757
2022-12-18,10.757
2022-12-19,10.757
2022-12-20,10.757
2022-12-21,10.757
2022-12-22,10.757
2022-12-23,10.757
2022-12-24,10.757
2022-12-25,10.757
2022-12-26,10.757
2022-12-27,10.703
2022-12-28,10.703
2022-12-29,10.703
2022-12-30,10.703
2022-12-31,10.703
2023-01-01,10.703
2023-01-02,10.703
2023-01-03,10.703
2023-01-04,10.687
2023-01-05,10.712
2023-01-06,10.543
2023-01-07,10.543
2023-01-08,10.606
2023-01-09,10.734
2023-01-10,11.153
2023-01-11,11.153
2023-01-12,11.611
2023-01-13,11.511
2023-01-14,11.511
2023-01-15,11.511
2023-01-16,11.511
2023-01-17,11.857
2023-01-18,11.771
2023-01-19,11.771
2023-01-20,11.881
2023-01-21,11.881
2023-01-22,11.881
2023-01-23,11.881
2023-01-24,11.881
2023-01-25,11.881
2023-01-26,11.881
2023-01-27,11.881
2023-01-28,11.881
2023-01-29,11.881
2023-01-30,11.881
2023-01-31,12.453
2023-02-01,12.382
2023-02-02,12.382
2023-02-03,12.382
2023-02-04,12.382
2023-02-05,12.382
2023-02-06,12.334
2023-02-07,12.334
2023-02-08,12.334
2023-02-09,12.334
2023-02-10,12.334
2023-02-11,12.334
2023-02-12,12.334
2023-02-13,12.466
2023-02-14,12.466
2023-02-15,12.466
2023-02-16,12.309
2023-02-17,12.309
2023-02-18,12.309
2023-02-19,12.309
2023-02-20,12.309
2023-02-21,12.309
2023-02-22,12.309
2023-02-23,12.309
2023-02-24,12.309
2023-02-25,12.309
2023-02-26,12.309
2023-02-27,12.405
2023-02-28,12.405
2023-03-01,12.405
2023-03-02,12.698
2023-03-03,13.071
2023-03-04,13.071
2023-03-05,13.071
2023-03-06,13.041
2023-03-07,13.403
2023-03-08,13.403
2023-03-09,13.364
2023-03-10,13.364
2023-03-11,13.364
2023-03-12,13.364
2023-03-13,13.364
2023-03-14,13.364
2023-03-15,13.364
2023-03-16,13.111
2023-03-17,13.111
2023-03-18,13.111
2023-03-19,13.111
2023-03-20,13.111
2023-03-21,13.111
2023-03-22,13.111
2023-03-23,13.111
2023-03-24,13.111
2023-03-25,13.111
2023-03-26,13.111
2023-03-27,13.094
2023-03-28,13.194
2023-03-29,13.354
2023-03-30,13.354
2023-03-31,13.354
2023-04-01,13.354
2023-04-02,13.354
2023-04-03,13.354
2023-04-04,13.354
2023-04-05,13.541
2023-04-06,13.541
2023-04-07,13.541
2023-04-08,13.541
2023-04-09,13.552
2023-04-10,13.552
2023-04-11,13.552
2023-04-12,13.269
2023-04-13,13.319
2023-04-14,13.128
2023-04-15,13.128
2023-04-16,13.128
2023-04-17,13.072
2023-04-18,13.165
2023-04-19,13.246
2023-04-20,13.246
2023-04-21,13.246
2023-04-22,13.246
2023-04-23,13.246
2023-04-24,13.461
2023-04-25,13.461
2023-04-26,13.461
2023-04-27,13.461
2023-04-28,13.461
2023-04-29,13.461
2023-04-30,13.461
2023-05-01,13.294
2023-05-02,13.213
2023-05-03,12.952
2023-05-04,12.952
2023-05-05,12.952
2023-05-06,12.952
2023-05-07,12.952
2023-05-08,12.344
2023-05-09,12.344
2023-05-10,12.344
2023-05-11,12.344
2023-05-12,12.343
2023-05-13,12.343
2023-05-14,12.343
2023-05-15,12.411
2023-05-16,12.396
2023-05-17,12.516
2023-05-18,12.516
2023-05-19,12.516
2023-05-20,12.516
2023-05-21,12.516
2023-05-22,12.709
2023-05-23,12.709
2023-05-24,12.709
2023-05-25,12.818
2023-05-26,12.602
2023-05-27,12.602
2023-05-28,12.602
2023-05-29,12.602
2023-05-30,12.602
2023-05-31,12.602
2023-06-01,12.601
2023-06-02,12.564
2023-06-03,12.564
2023-06-04,12.564
2023-06-05,12.564
2023-06-06,12.459
2023-06-07,12.408
2023-06-08,12.414
2023-06-09,12.414
2023-06-10,12.414
2023-06-11,12.414
2023-06-12,12.317
2023-06-13,12.317
2023-06-14,12.317
2023-06-15,12.317
2023-06-16,12.317
2023-06-17,12.317
2023-06-18,12.317
2023-06-19,12.317
2023-06-20,12.329
2023-06-21,12.329
2023-06-22,12.329
2023-06-23,12.329
2023-06-24,12.329
2023-06-25,12.329
2023-06-26,12.329
