,ARCH US Equity
2020-11-03,8.3
2020-11-04,8.085
2020-11-05,8.085
2020-11-06,8.085
2020-11-07,8.085
2020-11-08,8.085
2020-11-09,8.085
2020-11-10,8.085
2020-11-11,8.085
2020-11-12,8.085
2020-11-13,8.085
2020-11-14,8.085
2020-11-15,8.085
2020-11-16,8.085
2020-11-17,8.085
2020-11-18,8.085
2020-11-19,8.085
2020-11-20,8.085
2020-11-21,8.085
2020-11-22,8.085
2020-11-23,8.085
2020-11-24,8.085
2020-11-25,8.085
2020-11-26,8.085
2020-11-27,8.085
2020-11-28,8.085
2020-11-29,8.085
2020-11-30,8.085
2020-12-01,8.085
2020-12-02,8.07
2020-12-03,8.07
2020-12-04,8.07
2020-12-05,8.07
2020-12-06,8.07
2020-12-07,8.07
2020-12-08,8.07
2020-12-09,8.07
2020-12-10,8.07
2020-12-11,8.07
2020-12-12,8.07
2020-12-13,8.07
2020-12-14,8.07
2020-12-15,8.07
2020-12-16,8.07
2020-12-17,8.07
2020-12-18,8.07
2020-12-19,8.07
2020-12-20,8.07
2020-12-21,8.07
2020-12-22,8.07
2020-12-23,8.07
2020-12-24,8.07
2020-12-25,8.07
2020-12-26,8.07
2020-12-27,8.07
2020-12-28,8.07
2020-12-29,8.07
2020-12-30,8.07
2020-12-31,8.07
2021-01-01,8.07
2021-01-02,8.07
2021-01-03,8.07
2021-01-04,8.21
2021-01-05,8.21
2021-01-06,8.21
2021-01-07,8.21
2021-01-08,8.21
2021-01-09,8.21
2021-01-10,8.21
2021-01-11,8.21
2021-01-12,8.21
2021-01-13,8.21
2021-01-14,8.21
2021-01-15,8.21
2021-01-16,8.21
2021-01-17,8.21
2021-01-18,8.21
2021-01-19,8.21
2021-01-20,8.21
2021-01-21,8.21
2021-01-22,8.21
2021-01-23,8.21
2021-01-24,8.21
2021-01-25,8.21
2021-01-26,8.21
2021-01-27,8.21
2021-01-28,8.21
2021-01-29,8.21
2021-01-30,8.21
2021-01-31,8.21
2021-02-01,8.21
2021-02-02,8.21
2021-02-03,8.21
2021-02-04,8.21
2021-02-05,8.21
2021-02-06,8.21
2021-02-07,8.21
2021-02-08,8.21
2021-02-09,8.205
2021-02-10,8.205
2021-02-11,8.205
2021-02-12,8.205
2021-02-13,8.205
2021-02-14,8.205
2021-02-15,8.205
2021-02-16,8.205
2021-02-17,8.205
2021-02-18,8.205
2021-02-19,8.205
2021-02-20,8.205
2021-02-21,8.205
2021-02-22,8.26
2021-02-23,8.26
2021-02-24,8.26
2021-02-25,8.26
2021-02-26,8.26
2021-02-27,8.26
2021-02-28,8.26
2021-03-01,8.26
2021-03-02,8.26
2021-03-03,8.26
2021-03-04,8.26
2021-03-05,8.26
2021-03-06,8.26
2021-03-07,8.26
2021-03-08,8.26
2021-03-09,8.26
2021-03-10,8.26
2021-03-11,8.26
2021-03-12,8.26
2021-03-13,8.26
2021-03-14,8.26
2021-03-15,8.26
2021-03-16,8.26
2021-03-17,8.26
2021-03-18,8.26
2021-03-19,8.26
2021-03-20,8.26
2021-03-21,8.26
2021-03-22,8.26
2021-03-23,8.26
2021-03-24,8.26
2021-03-25,8.26
2021-03-26,8.26
2021-03-27,8.26
2021-03-28,8.26
2021-03-29,8.26
2021-03-30,8.26
2021-03-31,8.26
2021-04-01,8.26
2021-04-02,8.26
2021-04-03,8.26
2021-04-04,8.26
2021-04-05,8.26
2021-04-06,8.26
2021-04-07,8.26
2021-04-08,8.26
2021-04-09,8.4
2021-04-10,8.4
2021-04-11,8.4
2021-04-12,8.4
2021-04-13,8.4
2021-04-14,8.4
2021-04-15,8.4
2021-04-16,8.4
2021-04-17,8.4
2021-04-18,8.4
2021-04-19,8.4
2021-04-20,8.4
2021-04-21,8.4
2021-04-22,8.04
2021-04-23,8.04
2021-04-24,8.04
2021-04-25,8.04
2021-04-26,8.04
2021-04-27,8.04
2021-04-28,8.04
2021-04-29,8.04
2021-04-30,8.04
2021-05-01,8.04
2021-05-02,8.04
2021-05-03,8.04
2021-05-04,8.04
2021-05-05,8.04
2021-05-06,8.04
2021-05-07,8.04
2021-05-08,8.04
2021-05-09,8.04
2021-05-10,8.04
2021-05-11,8.04
2021-05-12,8.04
2021-05-13,8.04
2021-05-14,8.04
2021-05-15,8.04
2021-05-16,8.04
2021-05-17,8.04
2021-05-18,8.04
2021-05-19,8.04
2021-05-20,8.04
2021-05-21,8.04
2021-05-22,8.04
2021-05-23,8.04
2021-05-24,8.04
2021-05-25,8.04
2021-05-26,8.04
2021-05-27,8.04
2021-05-28,8.04
2021-05-29,8.04
2021-05-30,8.04
2021-05-31,8.04
2021-06-01,8.04
2021-06-02,8.04
2021-06-03,8.04
2021-06-04,8.04
2021-06-05,8.04
2021-06-06,8.04
2021-06-07,8.04
2021-06-08,8.04
2021-06-09,8.04
2021-06-10,8.04
2021-06-11,8.04
2021-06-12,8.04
2021-06-13,8.04
2021-06-14,8.04
2021-06-15,8.04
2021-06-16,8.04
2021-06-17,8.04
2021-06-18,8.04
2021-06-19,8.04
2021-06-20,8.04
2021-06-21,8.04
2021-06-22,8.04
2021-06-23,8.04
2021-06-24,8.04
2021-06-25,8.04
2021-06-26,8.04
2021-06-27,8.04
2021-06-28,8.04
2021-06-29,8.04
2021-06-30,8.205
2021-07-01,8.205
2021-07-02,8.205
2021-07-03,8.205
2021-07-04,8.205
2021-07-05,8.205
2021-07-06,8.205
2021-07-07,8.205
2021-07-08,8.205
2021-07-09,8.205
2021-07-10,8.205
2021-07-11,8.205
2021-07-12,8.205
2021-07-13,8.205
2021-07-14,8.205
2021-07-15,8.205
2021-07-16,8.205
2021-07-17,8.205
2021-07-18,8.205
2021-07-19,8.205
2021-07-20,8.205
2021-07-21,8.205
2021-07-22,8.205
2021-07-23,8.205
2021-07-24,8.205
2021-07-25,8.205
2021-07-26,8.205
2021-07-27,7.985
2021-07-28,7.985
2021-07-29,7.985
2021-07-30,7.985
2021-07-31,7.985
2021-08-01,7.985
2021-08-02,7.985
2021-08-03,7.985
2021-08-04,7.985
2021-08-05,7.985
2021-08-06,7.985
2021-08-07,7.985
2021-08-08,7.985
2021-08-09,7.985
2021-08-10,7.985
2021-08-11,7.985
2021-08-12,7.985
2021-08-13,7.985
2021-08-14,7.985
2021-08-15,7.985
2021-08-16,7.985
2021-08-17,7.985
2021-08-18,7.985
2021-08-19,7.985
2021-08-20,7.985
2021-08-21,7.985
2021-08-22,7.985
2021-08-23,7.985
2021-08-24,7.985
2021-08-25,7.985
2021-08-26,7.985
2021-08-27,7.985
2021-08-28,7.985
2021-08-29,7.985
2021-08-30,7.985
2021-08-31,7.985
2021-09-01,7.985
2021-09-02,9.62
2021-09-03,9.62
2021-09-04,9.62
2021-09-05,9.62
2021-09-06,9.62
2021-09-07,9.62
2021-09-08,9.62
2021-09-09,9.62
2021-09-10,9.62
2021-09-11,9.62
2021-09-12,9.62
2021-09-13,9.62
2021-09-14,9.62
2021-09-15,9.62
2021-09-16,9.62
2021-09-17,9.62
2021-09-18,9.62
2021-09-19,9.62
2021-09-20,9.62
2021-09-21,10.05
2021-09-22,10.05
2021-09-23,10.05
2021-09-24,10.05
2021-09-25,10.05
2021-09-26,10.05
2021-09-27,10.05
2021-09-28,10.05
2021-09-29,10.05
2021-09-30,10.05
2021-10-01,10.05
2021-10-02,10.05
2021-10-03,10.05
2021-10-04,10.05
2021-10-05,10.05
2021-10-06,10.05
2021-10-07,5.99
2021-10-08,5.99
2021-10-09,5.99
2021-10-10,5.99
2021-10-11,5.99
2021-10-12,5.99
2021-10-13,5.99
2021-10-14,5.99
2021-10-15,5.99
2021-10-16,5.99
2021-10-17,5.99
2021-10-18,5.99
2021-10-19,5.99
2021-10-20,5.99
2021-10-21,5.99
2021-10-22,5.99
2021-10-23,5.99
2021-10-24,5.99
2021-10-25,5.99
2021-10-26,2.89
2021-10-27,2.89
2021-10-28,2.89
2021-10-29,2.89
2021-10-30,2.89
2021-10-31,2.89
2021-11-01,2.89
2021-11-02,2.89
2021-11-03,2.89
2021-11-04,2.89
2021-11-05,2.89
2021-11-06,2.89
2021-11-07,2.89
2021-11-08,2.89
2021-11-09,2.89
2021-11-10,2.89
2021-11-11,2.89
2021-11-12,2.89
2021-11-13,2.89
2021-11-14,2.89
2021-11-15,2.89
2021-11-16,2.89
2021-11-17,2.89
2021-11-18,2.89
2021-11-19,2.89
2021-11-20,2.89
2021-11-21,2.89
2021-11-22,2.89
2021-11-23,2.89
2021-11-24,2.89
2021-11-25,2.89
2021-11-26,2.89
2021-11-27,2.89
2021-11-28,2.89
2021-11-29,2.89
2021-11-30,2.89
2021-12-01,3.11
2021-12-02,3.11
2021-12-03,3.11
2021-12-04,3.11
2021-12-05,3.11
2021-12-06,3.11
2021-12-07,3.11
2021-12-08,3.11
2021-12-09,3.11
2021-12-10,3.11
2021-12-11,3.11
2021-12-12,3.11
2021-12-13,3.11
2021-12-14,3.11
2021-12-15,3.11
2021-12-16,3.11
2021-12-17,3.11
2021-12-18,3.11
2021-12-19,3.11
2021-12-20,3.11
2021-12-21,3.11
2021-12-22,3.11
2021-12-23,3.11
2021-12-24,3.11
2021-12-25,3.11
2021-12-26,3.11
2021-12-27,3.11
2021-12-28,3.11
2021-12-29,3.11
2021-12-30,3.11
2021-12-31,3.11
2022-01-01,3.11
2022-01-02,3.11
2022-01-03,3.11
2022-01-04,3.11
2022-01-05,3.11
2022-01-06,3.11
2022-01-07,3.11
2022-01-08,3.11
2022-01-09,3.11
2022-01-10,3.11
2022-01-11,3.11
2022-01-12,3.11
2022-01-13,3.11
2022-01-14,3.11
2022-01-15,3.11
2022-01-16,3.11
2022-01-17,3.11
2022-01-18,3.11
2022-01-19,3.11
2022-01-20,3.11
2022-01-21,3.11
2022-01-22,3.11
2022-01-23,3.11
2022-01-24,3.11
2022-01-25,3.11
2022-01-26,3.11
2022-01-27,3.11
2022-01-28,3.11
2022-01-29,3.11
2022-01-30,3.11
2022-01-31,3.11
2022-02-01,3.11
2022-02-02,3.11
2022-02-03,3.11
2022-02-04,3.11
2022-02-05,3.11
2022-02-06,3.11
2022-02-07,3.11
2022-02-08,3.11
2022-02-09,3.11
2022-02-10,3.11
2022-02-11,3.11
2022-02-12,3.11
2022-02-13,3.11
2022-02-14,3.11
2022-02-15,5.42
2022-02-16,10.13
2022-02-17,10.13
2022-02-18,10.13
2022-02-19,10.13
2022-02-20,10.13
2022-02-21,10.13
2022-02-22,10.13
2022-02-23,10.13
2022-02-24,10.13
2022-02-25,10.13
2022-02-26,10.13
2022-02-27,10.13
2022-02-28,11.723
2022-03-01,11.723
2022-03-02,11.723
2022-03-03,11.723
2022-03-04,11.723
2022-03-05,11.723
2022-03-06,11.723
2022-03-07,11.723
2022-03-08,12.975
2022-03-09,12.975
2022-03-10,12.975
2022-03-11,12.975
2022-03-12,12.975
2022-03-13,12.975
2022-03-14,12.975
2022-03-15,12.975
2022-03-16,12.975
2022-03-17,12.975
2022-03-18,12.975
2022-03-19,12.975
2022-03-20,12.975
2022-03-21,12.975
2022-03-22,12.975
2022-03-23,12.975
2022-03-24,12.975
2022-03-25,12.975
2022-03-26,12.975
2022-03-27,12.975
2022-03-28,12.975
2022-03-29,12.975
2022-03-30,12.975
2022-03-31,12.975
2022-04-01,12.975
2022-04-02,12.975
2022-04-03,12.975
2022-04-04,12.975
2022-04-05,12.975
2022-04-06,12.975
2022-04-07,12.975
2022-04-08,12.975
2022-04-09,12.975
2022-04-10,12.975
2022-04-11,12.975
2022-04-12,12.975
2022-04-13,12.975
2022-04-14,12.975
2022-04-15,13.332
2022-04-16,13.332
2022-04-17,13.332
2022-04-18,13.332
2022-04-19,13.332
2022-04-20,13.332
2022-04-21,13.332
2022-04-22,13.332
2022-04-23,13.332
2022-04-24,13.332
2022-04-25,13.332
2022-04-26,12.852
2022-04-27,14.388
2022-04-28,14.388
2022-04-29,14.388
2022-04-30,14.388
2022-05-01,14.388
2022-05-02,14.388
2022-05-03,14.388
2022-05-04,14.388
2022-05-05,14.388
2022-05-06,14.388
2022-05-07,14.388
2022-05-08,14.388
2022-05-09,14.388
2022-05-10,14.388
2022-05-11,14.388
2022-05-12,14.388
2022-05-13,14.388
2022-05-14,14.388
2022-05-15,14.388
2022-05-16,14.388
2022-05-17,14.388
2022-05-18,14.388
2022-05-19,14.388
2022-05-20,14.388
2022-05-21,14.388
2022-05-22,14.388
2022-05-23,14.388
2022-05-24,14.388
2022-05-25,14.388
2022-05-26,14.388
2022-05-27,14.388
2022-05-28,14.388
2022-05-29,14.388
2022-05-30,14.388
2022-05-31,14.388
2022-06-01,14.388
2022-06-02,14.388
2022-06-03,14.388
2022-06-04,14.388
2022-06-05,14.388
2022-06-06,14.388
2022-06-07,19.678
2022-06-08,19.678
2022-06-09,19.678
2022-06-10,19.678
2022-06-11,19.678
2022-06-12,19.678
2022-06-13,19.678
2022-06-14,19.678
2022-06-15,19.678
2022-06-16,19.678
2022-06-17,19.678
2022-06-18,19.678
2022-06-19,19.678
2022-06-20,19.678
2022-06-21,19.678
2022-06-22,19.678
2022-06-23,19.678
2022-06-24,19.678
2022-06-25,20.048
2022-06-26,20.048
2022-06-27,20.048
2022-06-28,20.048
2022-06-29,20.048
2022-06-30,20.048
2022-07-01,20.048
2022-07-02,20.048
2022-07-03,20.048
2022-07-04,20.048
2022-07-05,20.048
2022-07-06,20.048
2022-07-07,19.99
2022-07-08,19.286
2022-07-09,19.286
2022-07-10,19.286
2022-07-11,19.286
2022-07-12,19.286
2022-07-13,18.592
2022-07-14,18.592
2022-07-15,18.592
2022-07-16,18.592
2022-07-17,18.592
2022-07-18,18.592
2022-07-19,18.684
2022-07-20,18.684
2022-07-21,18.684
2022-07-22,18.684
2022-07-23,18.684
2022-07-24,18.684
2022-07-25,18.684
2022-07-26,18.684
2022-07-27,18.684
2022-07-28,18.78
2022-07-29,18.684
2022-07-30,18.684
2022-07-31,18.684
2022-08-01,18.684
2022-08-02,18.688
2022-08-03,18.688
2022-08-04,18.688
2022-08-05,18.688
2022-08-06,18.688
2022-08-07,18.688
2022-08-08,18.688
2022-08-09,18.688
2022-08-10,18.688
2022-08-11,18.688
2022-08-12,18.688
2022-08-13,18.688
2022-08-14,18.688
2022-08-15,18.688
2022-08-16,18.688
2022-08-17,18.688
2022-08-18,18.688
2022-08-19,18.688
2022-08-20,18.688
2022-08-21,18.688
2022-08-22,18.688
2022-08-23,18.688
2022-08-24,18.688
2022-08-25,18.688
2022-08-26,18.688
2022-08-27,18.688
2022-08-28,18.688
2022-08-29,18.688
2022-08-30,18.688
2022-08-31,18.688
2022-09-01,18.688
2022-09-02,18.688
2022-09-03,18.688
2022-09-04,18.688
2022-09-05,18.688
2022-09-06,18.688
2022-09-07,18.688
2022-09-08,18.688
2022-09-09,18.688
2022-09-10,18.688
2022-09-11,18.688
2022-09-12,18.688
2022-09-13,18.688
2022-09-14,18.688
2022-09-15,18.688
2022-09-16,18.688
2022-09-17,18.688
2022-09-18,18.688
2022-09-19,18.688
2022-09-20,18.688
2022-09-21,18.688
2022-09-22,18.688
2022-09-23,18.688
2022-09-24,18.688
2022-09-25,18.688
2022-09-26,18.688
2022-09-27,18.594
2022-09-28,18.594
2022-09-29,18.594
2022-09-30,18.594
2022-10-01,18.594
2022-10-02,18.594
2022-10-03,18.594
2022-10-04,18.594
2022-10-05,18.594
2022-10-06,18.782
2022-10-07,18.782
2022-10-08,18.782
2022-10-09,18.782
2022-10-10,18.782
2022-10-11,18.556
2022-10-12,18.556
2022-10-13,18.556
2022-10-14,18.556
2022-10-15,18.556
2022-10-16,18.556
2022-10-17,18.556
2022-10-18,18.556
2022-10-19,18.53
2022-10-20,18.53
2022-10-21,18.53
2022-10-22,18.53
2022-10-23,18.53
2022-10-24,18.53
2022-10-25,18.53
2022-10-26,18.53
2022-10-27,18.854
2022-10-28,19.518
2022-10-29,19.518
2022-10-30,19.518
2022-10-31,19.518
2022-11-01,19.518
2022-11-02,19.518
2022-11-03,19.518
2022-11-04,19.518
2022-11-05,19.518
2022-11-06,19.518
2022-11-07,19.518
2022-11-08,19.518
2022-11-09,19.518
2022-11-10,19.518
2022-11-11,19.518
2022-11-12,19.518
2022-11-13,19.518
2022-11-14,19.518
2022-11-15,19.518
2022-11-16,19.518
2022-11-17,19.518
2022-11-18,19.518
2022-11-19,19.518
2022-11-20,19.518
2022-11-21,19.518
2022-11-22,19.518
2022-11-23,19.518
2022-11-24,19.518
2022-11-25,19.518
2022-11-26,19.518
2022-11-27,19.518
2022-11-28,19.518
2022-11-29,19.518
2022-11-30,18.072
2022-12-01,18.072
2022-12-02,18.072
2022-12-03,18.072
2022-12-04,18.072
2022-12-05,18.072
2022-12-06,18.072
2022-12-07,18.072
2022-12-08,18.072
2022-12-09,18.072
2022-12-10,18.072
2022-12-11,18.072
2022-12-12,18.968
2022-12-13,18.968
2022-12-14,18.968
2022-12-15,18.968
2022-12-16,18.968
2022-12-17,18.968
2022-12-18,18.968
2022-12-19,18.968
2022-12-20,18.968
2022-12-21,18.968
2022-12-22,18.968
2022-12-23,18.968
2022-12-24,18.968
2022-12-25,18.968
2022-12-26,18.968
2022-12-27,18.968
2022-12-28,18.968
2022-12-29,18.968
2022-12-30,18.968
2022-12-31,18.968
2023-01-01,18.968
2023-01-02,18.968
2023-01-03,18.968
2023-01-04,18.968
2023-01-05,18.968
2023-01-06,18.968
2023-01-07,18.968
2023-01-08,18.968
2023-01-09,18.968
2023-01-10,18.968
2023-01-11,18.968
2023-01-12,18.968
2023-01-13,18.968
2023-01-14,18.968
2023-01-15,18.968
2023-01-16,18.968
2023-01-17,19.176
2023-01-18,19.176
2023-01-19,19.176
2023-01-20,19.176
2023-01-21,19.176
2023-01-22,19.176
2023-01-23,19.176
2023-01-24,19.176
2023-01-25,21.698
2023-01-26,21.698
2023-01-27,21.698
2023-01-28,21.698
2023-01-29,21.698
2023-01-30,21.698
2023-01-31,21.698
2023-02-01,21.698
2023-02-02,21.698
2023-02-03,21.698
2023-02-04,21.698
2023-02-05,21.698
2023-02-06,21.656
2023-02-07,21.656
2023-02-08,21.656
2023-02-09,21.656
2023-02-10,21.656
2023-02-11,21.656
2023-02-12,21.656
2023-02-13,20.138
2023-02-14,20.138
2023-02-15,20.138
2023-02-16,19.312
2023-02-17,33.163
2023-02-18,33.163
2023-02-19,33.163
2023-02-20,33.163
2023-02-21,33.163
2023-02-22,33.163
2023-02-23,33.163
2023-02-24,33.163
2023-02-25,33.163
2023-02-26,33.163
2023-02-27,33.163
2023-02-28,33.163
2023-03-01,33.163
2023-03-02,33.163
2023-03-03,33.163
2023-03-04,33.163
2023-03-05,33.163
2023-03-06,33.163
2023-03-07,33.163
2023-03-08,33.163
2023-03-09,33.163
2023-03-10,33.163
2023-03-11,33.163
2023-03-12,33.163
2023-03-13,33.163
2023-03-14,33.163
2023-03-15,33.163
2023-03-16,33.163
2023-03-17,33.163
2023-03-18,33.163
2023-03-19,33.163
2023-03-20,33.163
2023-03-21,33.163
2023-03-22,33.163
2023-03-23,33.163
2023-03-24,33.163
2023-03-25,33.163
2023-03-26,33.163
2023-03-27,33.163
2023-03-28,33.448
2023-03-29,33.448
2023-03-30,33.448
2023-03-31,33.448
2023-04-01,33.448
2023-04-02,33.448
2023-04-03,33.002
2023-04-04,33.002
2023-04-05,33.002
2023-04-06,33.002
2023-04-07,33.002
2023-04-08,33.002
2023-04-09,33.002
2023-04-10,29.572
2023-04-11,29.618
2023-04-12,29.618
2023-04-13,29.618
2023-04-14,29.618
2023-04-15,29.618
2023-04-16,29.618
2023-04-17,29.618
2023-04-18,29.618
2023-04-19,29.618
2023-04-20,29.618
2023-04-21,29.618
2023-04-22,29.618
2023-04-23,29.618
2023-04-24,29.618
2023-04-25,29.618
2023-04-26,29.618
2023-04-27,30.608
2023-04-28,29.785
2023-04-29,29.785
2023-04-30,29.785
2023-05-01,29.785
2023-05-02,29.785
2023-05-03,29.785
2023-05-04,29.785
2023-05-05,29.785
2023-05-06,29.785
2023-05-07,29.785
2023-05-08,29.785
2023-05-09,29.785
2023-05-10,29.785
2023-05-11,29.785
2023-05-12,29.785
2023-05-13,29.785
2023-05-14,29.785
2023-05-15,29.785
2023-05-16,29.785
2023-05-17,29.785
2023-05-18,29.785
2023-05-19,29.785
2023-05-20,29.785
2023-05-21,29.785
2023-05-22,29.785
2023-05-23,29.785
2023-05-24,29.785
2023-05-25,29.785
2023-05-26,29.785
2023-05-27,29.785
2023-05-28,29.785
2023-05-29,29.785
2023-05-30,29.785
2023-05-31,29.785
2023-06-01,29.785
2023-06-02,28.045
2023-06-03,28.045
2023-06-04,28.045
2023-06-05,28.045
2023-06-06,28.045
2023-06-07,28.045
2023-06-08,28.045
2023-06-09,28.045
2023-06-10,28.045
2023-06-11,28.045
2023-06-12,28.045
2023-06-13,28.045
2023-06-14,28.045
2023-06-15,28.045
2023-06-16,27.337
2023-06-17,27.337
2023-06-18,27.337
2023-06-19,27.337
2023-06-20,27.337
2023-06-21,27.337
2023-06-22,27.337
2023-06-23,27.337
