,WTS US Equity
2020-04-24,6.93
2020-04-25,6.93
2020-04-26,6.93
2020-04-27,6.93
2020-04-28,6.93
2020-04-29,6.93
2020-04-30,6.93
2020-05-01,6.93
2020-05-02,6.93
2020-05-03,6.93
2020-05-04,6.93
2020-05-05,6.93
2020-05-06,6.93
2020-05-07,6.93
2020-05-08,6.93
2020-05-09,6.93
2020-05-10,6.93
2020-05-11,6.93
2020-05-12,6.93
2020-05-13,6.93
2020-05-14,6.93
2020-05-15,6.93
2020-05-16,6.93
2020-05-17,6.93
2020-05-18,6.93
2020-05-19,6.93
2020-05-20,6.93
2020-05-21,6.93
2020-05-22,6.93
2020-05-23,6.93
2020-05-24,6.93
2020-05-25,6.93
2020-05-26,6.93
2020-05-27,6.93
2020-05-28,6.93
2020-05-29,6.93
2020-05-30,6.93
2020-05-31,6.93
2020-06-01,6.93
2020-06-02,6.93
2020-06-03,6.93
2020-06-04,6.93
2020-06-05,6.93
2020-06-06,6.93
2020-06-07,6.93
2020-06-08,6.93
2020-06-09,6.93
2020-06-10,6.93
2020-06-11,6.93
2020-06-12,6.93
2020-06-13,6.93
2020-06-14,6.93
2020-06-15,6.93
2020-06-16,6.93
2020-06-17,6.93
2020-06-18,6.93
2020-06-19,6.93
2020-06-20,6.93
2020-06-21,6.93
2020-06-22,6.93
2020-06-23,6.93
2020-06-24,6.93
2020-06-25,6.93
2020-06-26,6.93
2020-06-27,6.93
2020-06-28,6.93
2020-06-29,6.93
2020-06-30,6.93
2020-07-01,6.93
2020-07-02,6.93
2020-07-03,6.93
2020-07-04,6.93
2020-07-05,6.93
2020-07-06,6.93
2020-07-07,6.93
2020-07-08,6.93
2020-07-09,6.93
2020-07-10,6.93
2020-07-11,6.93
2020-07-12,6.93
2020-07-13,6.93
2020-07-14,6.93
2020-07-15,5.41
2020-07-16,5.41
2020-07-17,5.41
2020-07-18,5.41
2020-07-19,5.41
2020-07-20,5.41
2020-07-21,5.41
2020-07-22,5.41
2020-07-23,5.41
2020-07-24,5.41
2020-07-25,5.41
2020-07-26,5.41
2020-07-27,5.41
2020-07-28,5.41
2020-07-29,5.41
2020-07-30,5.41
2020-07-31,5.41
2020-08-01,5.41
2020-08-02,5.41
2020-08-03,5.41
2020-08-04,5.41
2020-08-05,5.33
2020-08-06,5.33
2020-08-07,5.33
2020-08-08,5.33
2020-08-09,5.33
2020-08-10,5.33
2020-08-11,5.33
2020-08-12,5.33
2020-08-13,5.33
2020-08-14,5.33
2020-08-15,5.33
2020-08-16,5.33
2020-08-17,5.33
2020-08-18,5.33
2020-08-19,5.33
2020-08-20,5.33
2020-08-21,5.33
2020-08-22,5.33
2020-08-23,5.33
2020-08-24,5.33
2020-08-25,5.33
2020-08-26,5.33
2020-08-27,5.33
2020-08-28,5.33
2020-08-29,5.33
2020-08-30,5.33
2020-08-31,5.33
2020-09-01,5.33
2020-09-02,5.33
2020-09-03,5.33
2020-09-04,5.33
2020-09-05,5.33
2020-09-06,5.33
2020-09-07,5.33
2020-09-08,5.33
2020-09-09,5.33
2020-09-10,5.33
2020-09-11,5.33
2020-09-12,5.33
2020-09-13,5.33
2020-09-14,5.33
2020-09-15,5.33
2020-09-16,5.33
2020-09-17,5.33
2020-09-18,5.33
2020-09-19,5.33
2020-09-20,5.33
2020-09-21,5.33
2020-09-22,5.33
2020-09-23,5.33
2020-09-24,5.33
2020-09-25,5.33
2020-09-26,5.33
2020-09-27,5.33
2020-09-28,5.33
2020-09-29,5.33
2020-09-30,5.33
2020-10-01,5.33
2020-10-02,5.33
2020-10-03,5.33
2020-10-04,5.33
2020-10-05,5.33
2020-10-06,5.33
2020-10-07,5.33
2020-10-08,5.33
2020-10-09,5.33
2020-10-10,5.33
2020-10-11,5.33
2020-10-12,5.36
2020-10-13,5.36
2020-10-14,5.36
2020-10-15,5.36
2020-10-16,5.36
2020-10-17,5.36
2020-10-18,5.36
2020-10-19,5.36
2020-10-20,5.36
2020-10-21,5.36
2020-10-22,5.36
2020-10-23,5.36
2020-10-24,5.36
2020-10-25,5.36
2020-10-26,5.36
2020-10-27,5.36
2020-10-28,5.36
2020-10-29,5.36
2020-10-30,5.36
2020-10-31,5.36
2020-11-01,5.36
2020-11-02,5.36
2020-11-03,5.36
2020-11-04,5.36
2020-11-05,5.36
2020-11-06,5.36
2020-11-07,5.36
2020-11-08,5.36
2020-11-09,5.36
2020-11-10,5.36
2020-11-11,5.36
2020-11-12,5.36
2020-11-13,5.36
2020-11-14,5.36
2020-11-15,5.36
2020-11-16,5.36
2020-11-17,5.36
2020-11-18,5.36
2020-11-19,5.36
2020-11-20,5.36
2020-11-21,5.36
2020-11-22,5.36
2020-11-23,5.36
2020-11-24,5.36
2020-11-25,5.36
2020-11-26,5.36
2020-11-27,5.36
2020-11-28,5.36
2020-11-29,5.36
2020-11-30,5.36
2020-12-01,5.36
2020-12-02,5.36
2020-12-03,5.36
2020-12-04,5.36
2020-12-05,5.36
2020-12-06,5.36
2020-12-07,5.36
2020-12-08,5.36
2020-12-09,5.36
2020-12-10,5.36
2020-12-11,5.36
2020-12-12,5.36
2020-12-13,5.36
2020-12-14,5.36
2020-12-15,4.96
2020-12-16,4.96
2020-12-17,4.96
2020-12-18,4.96
2020-12-19,4.96
2020-12-20,4.96
2020-12-21,4.96
2020-12-22,4.96
2020-12-23,4.96
2020-12-24,4.96
2020-12-25,4.96
2020-12-26,4.96
2020-12-27,4.96
2020-12-28,4.96
2020-12-29,4.96
2020-12-30,4.96
2020-12-31,4.96
2021-01-01,4.96
2021-01-02,4.96
2021-01-03,4.96
2021-01-04,4.96
2021-01-05,4.96
2021-01-06,4.96
2021-01-07,4.96
2021-01-08,4.96
2021-01-09,4.96
2021-01-10,4.96
2021-01-11,4.96
2021-01-12,4.96
2021-01-13,4.96
2021-01-14,4.96
2021-01-15,4.96
2021-01-16,4.96
2021-01-17,4.96
2021-01-18,4.96
2021-01-19,4.97
2021-01-20,4.97
2021-01-21,4.97
2021-01-22,4.97
2021-01-23,4.97
2021-01-24,4.97
2021-01-25,4.97
2021-01-26,4.97
2021-01-27,4.97
2021-01-28,4.97
2021-01-29,4.97
2021-01-30,4.97
2021-01-31,4.97
2021-02-01,4.97
2021-02-02,4.97
2021-02-03,4.97
2021-02-04,4.97
2021-02-05,4.97
2021-02-06,4.97
2021-02-07,4.97
2021-02-08,4.97
2021-02-09,4.97
2021-02-10,4.97
2021-02-11,4.98
2021-02-12,4.98
2021-02-13,4.98
2021-02-14,4.98
2021-02-15,4.98
2021-02-16,4.595
2021-02-17,4.595
2021-02-18,4.595
2021-02-19,4.595
2021-02-20,4.595
2021-02-21,4.595
2021-02-22,4.595
2021-02-23,4.595
2021-02-24,4.595
2021-02-25,4.595
2021-02-26,4.595
2021-02-27,4.595
2021-02-28,4.595
2021-03-01,4.595
2021-03-02,4.595
2021-03-03,4.595
2021-03-04,4.595
2021-03-05,4.595
2021-03-06,4.595
2021-03-07,4.595
2021-03-08,4.595
2021-03-09,4.595
2021-03-10,4.595
2021-03-11,4.595
2021-03-12,4.595
2021-03-13,4.595
2021-03-14,4.595
2021-03-15,4.595
2021-03-16,4.595
2021-03-17,4.595
2021-03-18,4.595
2021-03-19,4.595
2021-03-20,4.595
2021-03-21,4.595
2021-03-22,4.595
2021-03-23,4.595
2021-03-24,4.595
2021-03-25,4.595
2021-03-26,4.595
2021-03-27,4.595
2021-03-28,4.595
2021-03-29,4.595
2021-03-30,4.595
2021-03-31,4.595
2021-04-01,4.595
2021-04-02,4.595
2021-04-03,4.595
2021-04-04,4.575
2021-04-05,4.575
2021-04-06,4.575
2021-04-07,4.575
2021-04-08,4.575
2021-04-09,4.575
2021-04-10,4.575
2021-04-11,4.575
2021-04-12,4.575
2021-04-13,4.575
2021-04-14,4.575
2021-04-15,4.575
2021-04-16,4.575
2021-04-17,4.575
2021-04-18,4.575
2021-04-19,4.575
2021-04-20,4.575
2021-04-21,4.575
2021-04-22,4.575
2021-04-23,4.575
2021-04-24,4.575
2021-04-25,4.575
2021-04-26,4.575
2021-04-27,4.575
2021-04-28,4.575
2021-04-29,4.575
2021-04-30,4.575
2021-05-01,4.575
2021-05-02,4.575
2021-05-03,4.575
2021-05-04,4.575
2021-05-05,4.905
2021-05-06,4.905
2021-05-07,4.905
2021-05-08,4.905
2021-05-09,4.905
2021-05-10,4.905
2021-05-11,4.905
2021-05-12,5.465
2021-05-13,5.465
2021-05-14,5.465
2021-05-15,5.465
2021-05-16,5.465
2021-05-17,5.465
2021-05-18,5.465
2021-05-19,5.465
2021-05-20,5.465
2021-05-21,5.465
2021-05-22,5.465
2021-05-23,5.465
2021-05-24,5.465
2021-05-25,5.465
2021-05-26,5.465
2021-05-27,5.465
2021-05-28,5.465
2021-05-29,5.465
2021-05-30,5.465
2021-05-31,5.465
2021-06-01,5.465
2021-06-02,5.465
2021-06-03,5.465
2021-06-04,5.465
2021-06-05,5.465
2021-06-06,5.465
2021-06-07,5.465
2021-06-08,5.465
2021-06-09,5.465
2021-06-10,5.465
2021-06-11,5.465
2021-06-12,5.465
2021-06-13,5.465
2021-06-14,5.465
2021-06-15,5.465
2021-06-16,5.465
2021-06-17,5.465
2021-06-18,5.465
2021-06-19,5.465
2021-06-20,5.465
2021-06-21,5.465
2021-06-22,5.465
2021-06-23,5.465
2021-06-24,5.465
2021-06-25,5.465
2021-06-26,5.465
2021-06-27,5.465
2021-06-28,5.465
2021-06-29,5.465
2021-06-30,5.465
2021-07-01,5.465
2021-07-02,5.465
2021-07-03,5.465
2021-07-04,5.465
2021-07-05,5.465
2021-07-06,5.465
2021-07-07,5.465
2021-07-08,5.465
2021-07-09,5.465
2021-07-10,5.465
2021-07-11,5.465
2021-07-12,5.465
2021-07-13,5.605
2021-07-14,5.605
2021-07-15,5.605
2021-07-16,5.605
2021-07-17,5.605
2021-07-18,5.605
2021-07-19,5.605
2021-07-20,5.605
2021-07-21,5.605
2021-07-22,5.605
2021-07-23,5.605
2021-07-24,5.605
2021-07-25,5.605
2021-07-26,5.605
2021-07-27,5.605
2021-07-28,5.605
2021-07-29,5.605
2021-07-30,5.605
2021-07-31,5.605
2021-08-01,5.605
2021-08-02,5.605
2021-08-03,5.605
2021-08-04,5.605
2021-08-05,5.85
2021-08-06,5.74
2021-08-07,5.74
2021-08-08,5.74
2021-08-09,5.74
2021-08-10,5.893
2021-08-11,5.893
2021-08-12,5.893
2021-08-13,5.893
2021-08-14,5.893
2021-08-15,5.893
2021-08-16,5.893
2021-08-17,5.893
2021-08-18,5.893
2021-08-19,5.893
2021-08-20,5.893
2021-08-21,5.893
2021-08-22,5.893
2021-08-23,5.893
2021-08-24,5.893
2021-08-25,5.893
2021-08-26,5.893
2021-08-27,5.893
2021-08-28,5.893
2021-08-29,5.893
2021-08-30,5.893
2021-08-31,5.893
2021-09-01,5.893
2021-09-02,5.893
2021-09-03,5.893
2021-09-04,5.893
2021-09-05,5.893
2021-09-06,5.893
2021-09-07,5.893
2021-09-08,5.893
2021-09-09,5.893
2021-09-10,5.893
2021-09-11,5.893
2021-09-12,5.893
2021-09-13,5.893
2021-09-14,5.893
2021-09-15,5.893
2021-09-16,5.893
2021-09-17,5.893
2021-09-18,5.893
2021-09-19,5.893
2021-09-20,5.893
2021-09-21,5.893
2021-09-22,5.893
2021-09-23,5.893
2021-09-24,5.893
2021-09-25,5.893
2021-09-26,5.893
2021-09-27,5.893
2021-09-28,5.893
2021-09-29,5.893
2021-09-30,5.893
2021-10-01,5.893
2021-10-02,5.893
2021-10-03,5.893
2021-10-04,5.893
2021-10-05,5.893
2021-10-06,5.893
2021-10-07,5.847
2021-10-08,5.847
2021-10-09,5.847
2021-10-10,5.847
2021-10-11,5.847
2021-10-12,5.847
2021-10-13,5.847
2021-10-14,5.847
2021-10-15,5.847
2021-10-16,5.847
2021-10-17,5.847
2021-10-18,5.847
2021-10-19,5.847
2021-10-20,5.847
2021-10-21,5.847
2021-10-22,5.847
2021-10-23,5.847
2021-10-24,5.847
2021-10-25,5.847
2021-10-26,5.847
2021-10-27,5.847
2021-10-28,5.847
2021-10-29,5.847
2021-10-30,5.847
2021-10-31,5.847
2021-11-01,5.847
2021-11-02,5.847
2021-11-03,5.847
2021-11-04,6.007
2021-11-05,6.203
2021-11-06,6.203
2021-11-07,6.203
2021-11-08,6.203
2021-11-09,6.203
2021-11-10,6.203
2021-11-11,6.203
2021-11-12,6.203
2021-11-13,6.203
2021-11-14,6.203
2021-11-15,6.203
2021-11-16,6.203
2021-11-17,6.203
2021-11-18,6.203
2021-11-19,6.203
2021-11-20,6.203
2021-11-21,6.203
2021-11-22,6.203
2021-11-23,6.203
2021-11-24,6.203
2021-11-25,6.203
2021-11-26,6.203
2021-11-27,6.203
2021-11-28,6.203
2021-11-29,6.203
2021-11-30,6.203
2021-12-01,6.203
2021-12-02,6.203
2021-12-03,6.203
2021-12-04,6.203
2021-12-05,6.203
2021-12-06,6.203
2021-12-07,6.203
2021-12-08,6.203
2021-12-09,6.203
2021-12-10,6.203
2021-12-11,6.203
2021-12-12,6.203
2021-12-13,6.203
2021-12-14,6.203
2021-12-15,6.203
2021-12-16,6.203
2021-12-17,6.19
2021-12-18,6.19
2021-12-19,6.19
2021-12-20,6.19
2021-12-21,6.19
2021-12-22,6.19
2021-12-23,6.19
2021-12-24,6.19
2021-12-25,6.19
2021-12-26,6.19
2021-12-27,6.19
2021-12-28,6.19
2021-12-29,6.19
2021-12-30,6.19
2021-12-31,6.19
2022-01-01,6.19
2022-01-02,6.19
2022-01-03,6.19
2022-01-04,6.19
2022-01-05,6.19
2022-01-06,6.19
2022-01-07,6.19
2022-01-08,6.19
2022-01-09,6.19
2022-01-10,6.19
2022-01-11,6.19
2022-01-12,6.19
2022-01-13,6.19
2022-01-14,6.19
2022-01-15,6.19
2022-01-16,6.19
2022-01-17,6.19
2022-01-18,6.2
2022-01-19,6.2
2022-01-20,6.2
2022-01-21,6.2
2022-01-22,6.2
2022-01-23,6.2
2022-01-24,6.2
2022-01-25,6.2
2022-01-26,6.2
2022-01-27,6.2
2022-01-28,6.2
2022-01-29,6.2
2022-01-30,6.2
2022-01-31,6.2
2022-02-01,6.2
2022-02-02,6.2
2022-02-03,6.2
2022-02-04,6.2
2022-02-05,6.2
2022-02-06,6.2
2022-02-07,6.2
2022-02-08,6.2
2022-02-09,6.2
2022-02-10,6.375
2022-02-11,6.375
2022-02-12,6.383
2022-02-13,6.383
2022-02-14,6.383
2022-02-15,6.383
2022-02-16,6.443
2022-02-17,6.443
2022-02-18,6.443
2022-02-19,6.443
2022-02-20,6.443
2022-02-21,6.443
2022-02-22,6.443
2022-02-23,6.44
2022-02-24,6.44
2022-02-25,6.44
2022-02-26,6.44
2022-02-27,6.44
2022-02-28,6.44
2022-03-01,6.44
2022-03-02,6.44
2022-03-03,6.44
2022-03-04,6.44
2022-03-05,6.44
2022-03-06,6.44
2022-03-07,6.44
2022-03-08,6.44
2022-03-09,6.44
2022-03-10,6.44
2022-03-11,6.44
2022-03-12,6.44
2022-03-13,6.44
2022-03-14,6.44
2022-03-15,6.44
2022-03-16,6.44
2022-03-17,6.435
2022-03-18,6.435
2022-03-19,6.435
2022-03-20,6.435
2022-03-21,6.435
2022-03-22,6.435
2022-03-23,6.435
2022-03-24,6.435
2022-03-25,6.435
2022-03-26,6.435
2022-03-27,6.435
2022-03-28,6.435
2022-03-29,6.435
2022-03-30,6.435
2022-03-31,6.435
2022-04-01,6.435
2022-04-02,6.435
2022-04-03,6.435
2022-04-04,6.435
2022-04-05,6.435
2022-04-06,6.435
2022-04-07,6.435
2022-04-08,6.435
2022-04-09,6.435
2022-04-10,6.435
2022-04-11,6.435
2022-04-12,6.443
2022-04-13,6.443
2022-04-14,6.443
2022-04-15,6.443
2022-04-16,6.443
2022-04-17,6.423
2022-04-18,6.423
2022-04-19,6.423
2022-04-20,6.423
2022-04-21,6.423
2022-04-22,6.423
2022-04-23,6.423
2022-04-24,6.423
2022-04-25,6.423
2022-04-26,6.423
2022-04-27,6.423
2022-04-28,6.423
2022-04-29,6.423
2022-04-30,6.423
2022-05-01,6.423
2022-05-02,6.423
2022-05-03,6.423
2022-05-04,6.445
2022-05-05,6.47
2022-05-06,6.47
2022-05-07,6.478
2022-05-08,6.478
2022-05-09,6.478
2022-05-10,6.478
2022-05-11,6.478
2022-05-12,6.478
2022-05-13,6.478
2022-05-14,6.478
2022-05-15,6.478
2022-05-16,6.478
2022-05-17,6.478
2022-05-18,6.478
2022-05-19,6.478
2022-05-20,6.478
2022-05-21,6.478
2022-05-22,6.478
2022-05-23,6.478
2022-05-24,6.478
2022-05-25,6.478
2022-05-26,6.478
2022-05-27,6.478
2022-05-28,6.478
2022-05-29,6.478
2022-05-30,6.478
2022-05-31,6.478
2022-06-01,6.478
2022-06-02,6.478
2022-06-03,6.478
2022-06-04,6.478
2022-06-05,6.478
2022-06-06,6.478
2022-06-07,6.478
2022-06-08,6.478
2022-06-09,6.478
2022-06-10,6.478
2022-06-11,6.478
2022-06-12,6.478
2022-06-13,6.478
2022-06-14,6.478
2022-06-15,6.478
2022-06-16,6.478
2022-06-17,6.478
2022-06-18,6.478
2022-06-19,6.478
2022-06-20,6.478
2022-06-21,6.478
2022-06-22,6.478
2022-06-23,6.478
2022-06-24,6.478
2022-06-25,6.478
2022-06-26,6.478
2022-06-27,6.478
2022-06-28,6.478
2022-06-29,6.478
2022-06-30,6.478
2022-07-01,6.478
2022-07-02,6.478
2022-07-03,6.478
2022-07-04,6.478
2022-07-05,6.478
2022-07-06,6.478
2022-07-07,6.478
2022-07-08,6.478
2022-07-09,6.478
2022-07-10,6.478
2022-07-11,6.478
2022-07-12,6.478
2022-07-13,6.478
2022-07-14,6.425
2022-07-15,6.425
2022-07-16,6.425
2022-07-17,6.425
2022-07-18,6.425
2022-07-19,6.045
2022-07-20,6.045
2022-07-21,6.045
2022-07-22,6.045
2022-07-23,6.045
2022-07-24,6.045
2022-07-25,6.045
2022-07-26,6.045
2022-07-27,6.045
2022-07-28,6.045
2022-07-29,6.045
2022-07-30,6.045
2022-07-31,6.045
2022-08-01,6.045
2022-08-02,6.045
2022-08-03,6.045
2022-08-04,6.258
2022-08-05,6.328
2022-08-06,6.328
2022-08-07,6.328
2022-08-08,6.45
2022-08-09,6.45
2022-08-10,6.45
2022-08-11,6.45
2022-08-12,6.45
2022-08-13,6.45
2022-08-14,6.45
2022-08-15,6.45
2022-08-16,6.45
2022-08-17,6.572
2022-08-18,6.572
2022-08-19,6.572
2022-08-20,6.572
2022-08-21,6.572
2022-08-22,6.572
2022-08-23,6.572
2022-08-24,6.572
2022-08-25,6.572
2022-08-26,6.572
2022-08-27,6.572
2022-08-28,6.572
2022-08-29,6.572
2022-08-30,6.572
2022-08-31,6.572
2022-09-01,6.572
2022-09-02,6.572
2022-09-03,6.572
2022-09-04,6.572
2022-09-05,6.572
2022-09-06,6.572
2022-09-07,6.572
2022-09-08,6.572
2022-09-09,6.572
2022-09-10,6.572
2022-09-11,6.572
2022-09-12,6.572
2022-09-13,6.572
2022-09-14,6.572
2022-09-15,6.572
2022-09-16,6.572
2022-09-17,6.572
2022-09-18,6.572
2022-09-19,6.572
2022-09-20,6.572
2022-09-21,6.572
2022-09-22,6.572
2022-09-23,6.572
2022-09-24,6.572
2022-09-25,6.572
2022-09-26,6.572
2022-09-27,6.572
2022-09-28,6.572
2022-09-29,6.572
2022-09-30,6.572
2022-10-01,6.572
2022-10-02,6.572
2022-10-03,6.572
2022-10-04,6.572
2022-10-05,6.572
2022-10-06,6.572
2022-10-07,6.558
2022-10-08,6.558
2022-10-09,6.558
2022-10-10,6.558
2022-10-11,6.558
2022-10-12,6.546
2022-10-13,6.546
2022-10-14,6.546
2022-10-15,6.546
2022-10-16,6.546
2022-10-17,6.546
2022-10-18,6.546
2022-10-19,6.508
2022-10-20,6.508
2022-10-21,6.508
2022-10-22,6.508
2022-10-23,6.508
2022-10-24,6.508
2022-10-25,6.508
2022-10-26,6.508
2022-10-27,6.508
2022-10-28,6.508
2022-10-29,6.508
2022-10-30,6.508
2022-10-31,6.508
2022-11-01,6.508
2022-11-02,6.508
2022-11-03,6.745
2022-11-04,6.742
2022-11-05,6.742
2022-11-06,6.832
2022-11-07,6.832
2022-11-08,6.832
2022-11-09,6.832
2022-11-10,6.832
2022-11-11,6.832
2022-11-12,6.832
2022-11-13,6.832
2022-11-14,6.832
2022-11-15,6.832
2022-11-16,6.832
2022-11-17,6.832
2022-11-18,6.832
2022-11-19,6.832
2022-11-20,6.832
2022-11-21,6.832
2022-11-22,6.832
2022-11-23,6.832
2022-11-24,6.832
2022-11-25,6.832
2022-11-26,6.832
2022-11-27,6.832
2022-11-28,6.832
2022-11-29,6.832
2022-11-30,6.832
2022-12-01,6.832
2022-12-02,6.832
2022-12-03,6.832
2022-12-04,6.832
2022-12-05,6.832
2022-12-06,6.832
2022-12-07,6.832
2022-12-08,6.832
2022-12-09,6.832
2022-12-10,6.832
2022-12-11,6.832
2022-12-12,6.832
2022-12-13,6.832
2022-12-14,6.832
2022-12-15,6.832
2022-12-16,6.832
2022-12-17,6.832
2022-12-18,6.848
2022-12-19,6.848
2022-12-20,6.848
2022-12-21,6.848
2022-12-22,6.848
2022-12-23,6.848
2022-12-24,6.848
2022-12-25,6.848
2022-12-26,6.848
2022-12-27,6.848
2022-12-28,6.848
2022-12-29,6.848
2022-12-30,6.848
2022-12-31,6.848
2023-01-01,6.848
2023-01-02,6.848
2023-01-03,6.848
2023-01-04,6.848
2023-01-05,6.848
2023-01-06,6.848
2023-01-07,6.848
2023-01-08,6.848
2023-01-09,6.848
2023-01-10,6.773
2023-01-11,6.773
2023-01-12,6.773
2023-01-13,6.773
2023-01-14,6.773
2023-01-15,6.773
2023-01-16,6.773
2023-01-17,6.773
2023-01-18,6.782
2023-01-19,6.782
2023-01-20,6.782
2023-01-21,6.782
2023-01-22,6.782
2023-01-23,6.782
2023-01-24,6.782
2023-01-25,6.782
2023-01-26,6.782
2023-01-27,6.782
2023-01-28,6.782
2023-01-29,6.782
2023-01-30,6.782
2023-01-31,6.782
2023-02-01,6.782
2023-02-02,6.782
2023-02-03,6.782
2023-02-04,6.782
2023-02-05,6.782
2023-02-06,6.782
2023-02-07,6.782
2023-02-08,6.884
2023-02-09,7.079
2023-02-10,7.079
2023-02-11,7.104
2023-02-12,7.104
2023-02-13,7.104
2023-02-14,7.166
2023-02-15,7.166
2023-02-16,7.166
2023-02-17,7.166
2023-02-18,7.166
2023-02-19,7.166
2023-02-20,7.166
2023-02-21,7.166
2023-02-22,7.166
2023-02-23,7.166
2023-02-24,7.166
2023-02-25,7.166
2023-02-26,7.166
2023-02-27,7.166
2023-02-28,7.166
2023-03-01,7.166
2023-03-02,7.166
2023-03-03,7.166
2023-03-04,7.166
2023-03-05,7.166
2023-03-06,7.166
2023-03-07,7.166
2023-03-08,7.166
2023-03-09,7.166
2023-03-10,7.166
2023-03-11,7.166
2023-03-12,7.166
2023-03-13,7.166
2023-03-14,7.166
2023-03-15,7.166
2023-03-16,7.166
2023-03-17,7.166
2023-03-18,7.166
2023-03-19,7.166
2023-03-20,7.166
2023-03-21,7.166
2023-03-22,7.166
2023-03-23,7.166
2023-03-24,7.166
2023-03-25,7.166
2023-03-26,7.166
2023-03-27,7.166
2023-03-28,7.166
2023-03-29,7.166
2023-03-30,7.166
2023-03-31,7.166
2023-04-01,7.166
2023-04-02,7.166
2023-04-03,7.166
2023-04-04,7.153
2023-04-05,7.153
2023-04-06,7.153
2023-04-07,7.153
2023-04-08,7.153
2023-04-09,7.153
2023-04-10,7.153
2023-04-11,7.153
2023-04-12,7.158
2023-04-13,7.158
2023-04-14,7.158
2023-04-15,7.158
2023-04-16,7.158
2023-04-17,7.158
2023-04-18,7.158
2023-04-19,7.158
2023-04-20,7.158
2023-04-21,7.158
2023-04-22,7.158
2023-04-23,7.136
2023-04-24,7.136
2023-04-25,7.136
2023-04-26,7.136
2023-04-27,7.136
2023-04-28,7.136
2023-04-29,7.136
2023-04-30,7.136
2023-05-01,7.136
2023-05-02,7.136
2023-05-03,7.174
2023-05-04,7.267
2023-05-05,7.283
2023-05-06,7.283
2023-05-07,7.293
2023-05-08,7.293
2023-05-09,7.293
2023-05-10,7.293
2023-05-11,7.293
2023-05-12,7.293
2023-05-13,7.293
2023-05-14,7.293
2023-05-15,7.293
2023-05-16,7.293
2023-05-17,7.293
2023-05-18,7.293
2023-05-19,7.293
2023-05-20,7.293
2023-05-21,7.293
2023-05-22,7.293
2023-05-23,7.293
2023-05-24,7.293
2023-05-25,7.293
2023-05-26,7.293
2023-05-27,7.293
2023-05-28,7.293
2023-05-29,7.293
2023-05-30,7.293
2023-05-31,7.293
2023-06-01,7.293
2023-06-02,7.293
2023-06-03,7.293
2023-06-04,7.293
2023-06-05,7.293
2023-06-06,7.293
2023-06-07,7.293
2023-06-08,7.324
2023-06-09,7.324
2023-06-10,7.324
2023-06-11,7.324
2023-06-12,7.324
2023-06-13,7.33
2023-06-14,7.33
2023-06-15,7.33
2023-06-16,7.33
2023-06-17,7.33
2023-06-18,7.33
2023-06-19,7.33
2023-06-20,7.33
2023-06-21,7.33
2023-06-22,7.33
2023-06-23,7.33
