,VCTR US Equity
2020-05-31,5.59
2020-06-01,5.59
2020-06-02,5.59
2020-06-03,5.59
2020-06-04,5.59
2020-06-05,5.59
2020-06-06,5.59
2020-06-07,5.59
2020-06-08,5.59
2020-06-09,5.59
2020-06-10,5.59
2020-06-11,5.59
2020-06-12,5.59
2020-06-13,5.59
2020-06-14,5.59
2020-06-15,5.59
2020-06-16,5.59
2020-06-17,5.59
2020-06-18,5.59
2020-06-19,5.59
2020-06-20,5.59
2020-06-21,5.59
2020-06-22,5.59
2020-06-23,5.59
2020-06-24,5.59
2020-06-25,5.59
2020-06-26,5.59
2020-06-27,5.59
2020-06-28,5.59
2020-06-29,5.59
2020-06-30,5.59
2020-07-01,5.59
2020-07-02,5.59
2020-07-03,5.59
2020-07-04,5.59
2020-07-05,5.59
2020-07-06,5.59
2020-07-07,5.59
2020-07-08,5.59
2020-07-09,5.59
2020-07-10,5.59
2020-07-11,5.59
2020-07-12,5.59
2020-07-13,5.59
2020-07-14,5.59
2020-07-15,5.59
2020-07-16,5.59
2020-07-17,5.59
2020-07-18,5.59
2020-07-19,5.59
2020-07-20,5.59
2020-07-21,5.59
2020-07-22,5.59
2020-07-23,5.59
2020-07-24,5.59
2020-07-25,5.59
2020-07-26,5.59
2020-07-27,5.59
2020-07-28,5.59
2020-07-29,5.59
2020-07-30,5.59
2020-07-31,5.59
2020-08-01,5.59
2020-08-02,5.59
2020-08-03,5.59
2020-08-04,5.59
2020-08-05,5.59
2020-08-06,5.59
2020-08-07,5.59
2020-08-08,5.59
2020-08-09,5.59
2020-08-10,5.59
2020-08-11,5.59
2020-08-12,5.59
2020-08-13,5.59
2020-08-14,5.59
2020-08-15,5.59
2020-08-16,5.59
2020-08-17,5.59
2020-08-18,5.59
2020-08-19,5.59
2020-08-20,5.59
2020-08-21,5.59
2020-08-22,5.59
2020-08-23,5.59
2020-08-24,5.59
2020-08-25,5.59
2020-08-26,5.59
2020-08-27,5.59
2020-08-28,5.59
2020-08-29,5.59
2020-08-30,5.59
2020-08-31,5.59
2020-09-01,5.59
2020-09-02,5.59
2020-09-03,5.59
2020-09-04,5.59
2020-09-05,5.59
2020-09-06,5.59
2020-09-07,5.59
2020-09-08,5.59
2020-09-09,5.59
2020-09-10,5.59
2020-09-11,5.59
2020-09-12,5.59
2020-09-13,5.59
2020-09-14,5.59
2020-09-15,5.59
2020-09-16,5.59
2020-09-17,5.59
2020-09-18,5.59
2020-09-19,5.59
2020-09-20,5.59
2020-09-21,5.59
2020-09-22,5.59
2020-09-23,5.59
2020-09-24,5.59
2020-09-25,5.59
2020-09-26,5.59
2020-09-27,5.59
2020-09-28,5.59
2020-09-29,5.59
2020-09-30,5.59
2020-10-01,5.59
2020-10-02,5.59
2020-10-03,5.59
2020-10-04,5.59
2020-10-05,5.59
2020-10-06,5.59
2020-10-07,5.59
2020-10-08,5.59
2020-10-09,5.59
2020-10-10,5.59
2020-10-11,5.59
2020-10-12,5.59
2020-10-13,5.59
2020-10-14,5.59
2020-10-15,5.59
2020-10-16,5.59
2020-10-17,5.59
2020-10-18,5.59
2020-10-19,5.59
2020-10-20,5.59
2020-10-21,5.59
2020-10-22,5.59
2020-10-23,5.59
2020-10-24,5.59
2020-10-25,5.59
2020-10-26,5.59
2020-10-27,5.59
2020-10-28,5.59
2020-10-29,5.59
2020-10-30,5.59
2020-10-31,5.59
2020-11-01,5.59
2020-11-02,5.59
2020-11-03,5.59
2020-11-04,5.59
2020-11-05,5.59
2020-11-06,5.59
2020-11-07,5.59
2020-11-08,5.59
2020-11-09,5.59
2020-11-10,5.59
2020-11-11,5.59
2020-11-12,5.59
2020-11-13,5.59
2020-11-14,5.59
2020-11-15,5.59
2020-11-16,5.59
2020-11-17,5.59
2020-11-18,5.59
2020-11-19,5.59
2020-11-20,5.59
2020-11-21,5.59
2020-11-22,5.59
2020-11-23,5.59
2020-11-24,5.59
2020-11-25,5.59
2020-11-26,5.59
2020-11-27,5.59
2020-11-28,5.59
2020-11-29,5.59
2020-11-30,5.59
2020-12-01,5.59
2020-12-02,5.59
2020-12-03,5.59
2020-12-04,5.59
2020-12-05,5.59
2020-12-06,5.59
2020-12-07,5.59
2020-12-08,5.59
2020-12-09,5.59
2020-12-10,5.59
2020-12-11,5.59
2020-12-12,5.59
2020-12-13,5.59
2020-12-14,5.59
2020-12-15,5.59
2020-12-16,5.59
2020-12-17,5.59
2020-12-18,5.59
2020-12-19,5.59
2020-12-20,5.59
2020-12-21,5.59
2020-12-22,5.59
2020-12-23,5.59
2020-12-24,5.59
2020-12-25,5.59
2020-12-26,5.59
2020-12-27,5.59
2020-12-28,5.59
2020-12-29,5.59
2020-12-30,5.59
2020-12-31,5.59
2021-01-01,5.59
2021-01-02,5.59
2021-01-03,5.59
2021-01-04,5.59
2021-01-05,5.59
2021-01-06,5.59
2021-01-07,5.59
2021-01-08,5.59
2021-01-09,5.59
2021-01-10,5.59
2021-01-11,5.59
2021-01-12,5.59
2021-01-13,5.59
2021-01-14,5.59
2021-01-15,5.59
2021-01-16,5.59
2021-01-17,5.59
2021-01-18,5.59
2021-01-19,5.59
2021-01-20,5.59
2021-01-21,5.59
2021-01-22,5.59
2021-01-23,5.59
2021-01-24,5.59
2021-01-25,5.59
2021-01-26,5.59
2021-01-27,5.59
2021-01-28,5.59
2021-01-29,5.59
2021-01-30,5.59
2021-01-31,5.59
2021-02-01,5.59
2021-02-02,5.59
2021-02-03,5.59
2021-02-04,5.59
2021-02-05,5.59
2021-02-06,5.59
2021-02-07,5.59
2021-02-08,5.59
2021-02-09,5.59
2021-02-10,5.59
2021-02-11,5.59
2021-02-12,5.59
2021-02-13,5.59
2021-02-14,5.59
2021-02-15,5.59
2021-02-16,5.59
2021-02-17,5.59
2021-02-18,5.59
2021-02-19,5.59
2021-02-20,5.59
2021-02-21,5.59
2021-02-22,5.59
2021-02-23,5.59
2021-02-24,5.59
2021-02-25,5.59
2021-02-26,5.59
2021-02-27,5.59
2021-02-28,5.59
2021-03-01,5.59
2021-03-02,5.59
2021-03-03,5.59
2021-03-04,5.59
2021-03-05,5.59
2021-03-06,5.59
2021-03-07,5.59
2021-03-08,5.59
2021-03-09,5.59
2021-03-10,5.59
2021-03-11,5.59
2021-03-12,5.59
2021-03-13,5.59
2021-03-14,5.59
2021-03-15,5.59
2021-03-16,5.59
2021-03-17,5.59
2021-03-18,5.59
2021-03-19,5.59
2021-03-20,5.59
2021-03-21,5.59
2021-03-22,5.59
2021-03-23,5.59
2021-03-24,5.59
2021-03-25,5.59
2021-03-26,5.59
2021-03-27,5.59
2021-03-28,5.59
2021-03-29,5.59
2021-03-30,5.59
2021-03-31,5.59
2021-04-01,5.59
2021-04-02,5.59
2021-04-03,5.59
2021-04-04,5.59
2021-04-05,5.59
2021-04-06,5.325
2021-04-07,5.325
2021-04-08,5.325
2021-04-09,5.325
2021-04-10,5.325
2021-04-11,5.325
2021-04-12,5.325
2021-04-13,5.325
2021-04-14,5.325
2021-04-15,5.325
2021-04-16,5.325
2021-04-17,5.325
2021-04-18,5.325
2021-04-19,5.325
2021-04-20,5.325
2021-04-21,5.325
2021-04-22,5.325
2021-04-23,5.325
2021-04-24,5.325
2021-04-25,5.325
2021-04-26,5.325
2021-04-27,5.325
2021-04-28,5.325
2021-04-29,5.325
2021-04-30,5.325
2021-05-01,5.325
2021-05-02,5.325
2021-05-03,5.325
2021-05-04,5.325
2021-05-05,5.325
2021-05-06,5.325
2021-05-07,5.325
2021-05-08,5.325
2021-05-09,5.325
2021-05-10,5.325
2021-05-11,5.325
2021-05-12,5.325
2021-05-13,5.595
2021-05-14,5.595
2021-05-15,5.595
2021-05-16,5.595
2021-05-17,5.595
2021-05-18,5.595
2021-05-19,5.595
2021-05-20,5.595
2021-05-21,5.595
2021-05-22,5.595
2021-05-23,5.595
2021-05-24,5.595
2021-05-25,5.595
2021-05-26,5.595
2021-05-27,5.595
2021-05-28,5.595
2021-05-29,5.595
2021-05-30,5.595
2021-05-31,5.595
2021-06-01,5.595
2021-06-02,5.595
2021-06-03,5.595
2021-06-04,5.595
2021-06-05,5.595
2021-06-06,5.595
2021-06-07,5.595
2021-06-08,5.595
2021-06-09,5.595
2021-06-10,5.595
2021-06-11,5.595
2021-06-12,5.595
2021-06-13,5.595
2021-06-14,5.595
2021-06-15,5.595
2021-06-16,5.595
2021-06-17,5.595
2021-06-18,5.595
2021-06-19,5.595
2021-06-20,5.595
2021-06-21,5.595
2021-06-22,5.595
2021-06-23,5.595
2021-06-24,5.595
2021-06-25,5.595
2021-06-26,5.595
2021-06-27,5.595
2021-06-28,5.595
2021-06-29,5.595
2021-06-30,5.595
2021-07-01,5.595
2021-07-02,5.595
2021-07-03,5.595
2021-07-04,5.595
2021-07-05,5.595
2021-07-06,5.595
2021-07-07,5.595
2021-07-08,5.595
2021-07-09,5.595
2021-07-10,5.595
2021-07-11,5.595
2021-07-12,5.59
2021-07-13,5.59
2021-07-14,5.59
2021-07-15,5.59
2021-07-16,5.59
2021-07-17,5.59
2021-07-18,5.59
2021-07-19,5.59
2021-07-20,5.59
2021-07-21,5.59
2021-07-22,5.59
2021-07-23,5.59
2021-07-24,5.59
2021-07-25,5.59
2021-07-26,5.59
2021-07-27,5.59
2021-07-28,5.59
2021-07-29,5.59
2021-07-30,5.59
2021-07-31,5.59
2021-08-01,5.59
2021-08-02,5.59
2021-08-03,5.59
2021-08-04,5.59
2021-08-05,5.59
2021-08-06,5.59
2021-08-07,5.59
2021-08-08,5.59
2021-08-09,5.59
2021-08-10,5.59
2021-08-11,5.59
2021-08-12,5.59
2021-08-13,5.59
2021-08-14,5.59
2021-08-15,5.59
2021-08-16,5.59
2021-08-17,5.59
2021-08-18,5.59
2021-08-19,5.59
2021-08-20,5.59
2021-08-21,5.59
2021-08-22,5.59
2021-08-23,5.59
2021-08-24,5.59
2021-08-25,5.59
2021-08-26,5.59
2021-08-27,5.59
2021-08-28,5.59
2021-08-29,5.59
2021-08-30,5.59
2021-08-31,5.59
2021-09-01,5.59
2021-09-02,5.59
2021-09-03,5.59
2021-09-04,5.59
2021-09-05,5.59
2021-09-06,5.59
2021-09-07,5.59
2021-09-08,5.59
2021-09-09,5.59
2021-09-10,5.59
2021-09-11,5.59
2021-09-12,5.59
2021-09-13,5.59
2021-09-14,5.59
2021-09-15,5.59
2021-09-16,5.59
2021-09-17,5.59
2021-09-18,5.59
2021-09-19,5.59
2021-09-20,5.59
2021-09-21,5.59
2021-09-22,5.59
2021-09-23,5.59
2021-09-24,5.59
2021-09-25,5.59
2021-09-26,5.59
2021-09-27,5.59
2021-09-28,5.59
2021-09-29,5.59
2021-09-30,5.59
2021-10-01,5.59
2021-10-02,5.59
2021-10-03,5.59
2021-10-04,5.59
2021-10-05,5.59
2021-10-06,5.59
2021-10-07,5.59
2021-10-08,5.59
2021-10-09,5.59
2021-10-10,5.59
2021-10-11,5.59
2021-10-12,5.595
2021-10-13,5.595
2021-10-14,5.595
2021-10-15,5.595
2021-10-16,5.595
2021-10-17,5.595
2021-10-18,5.673
2021-10-19,5.673
2021-10-20,5.673
2021-10-21,5.673
2021-10-22,5.673
2021-10-23,5.673
2021-10-24,5.673
2021-10-25,5.673
2021-10-26,5.673
2021-10-27,5.673
2021-10-28,5.673
2021-10-29,5.673
2021-10-30,5.673
2021-10-31,5.673
2021-11-01,5.673
2021-11-02,5.673
2021-11-03,5.673
2021-11-04,5.673
2021-11-05,5.857
2021-11-06,5.857
2021-11-07,5.857
2021-11-08,5.843
2021-11-09,5.843
2021-11-10,5.843
2021-11-11,5.843
2021-11-12,5.843
2021-11-13,5.843
2021-11-14,5.843
2021-11-15,5.843
2021-11-16,5.843
2021-11-17,5.843
2021-11-18,5.843
2021-11-19,5.843
2021-11-20,5.843
2021-11-21,5.843
2021-11-22,5.843
2021-11-23,5.843
2021-11-24,5.843
2021-11-25,5.843
2021-11-26,5.843
2021-11-27,5.843
2021-11-28,5.843
2021-11-29,5.843
2021-11-30,5.843
2021-12-01,5.843
2021-12-02,5.843
2021-12-03,5.843
2021-12-04,5.843
2021-12-05,5.843
2021-12-06,5.843
2021-12-07,5.843
2021-12-08,5.843
2021-12-09,5.843
2021-12-10,5.843
2021-12-11,5.843
2021-12-12,5.843
2021-12-13,5.843
2021-12-14,5.843
2021-12-15,5.843
2021-12-16,5.843
2021-12-17,5.843
2021-12-18,5.843
2021-12-19,5.843
2021-12-20,5.843
2021-12-21,5.843
2021-12-22,5.843
2021-12-23,5.843
2021-12-24,5.843
2021-12-25,5.843
2021-12-26,5.843
2021-12-27,5.843
2021-12-28,5.843
2021-12-29,5.843
2021-12-30,5.843
2021-12-31,5.843
2022-01-01,5.843
2022-01-02,5.843
2022-01-03,5.843
2022-01-04,5.843
2022-01-05,5.975
2022-01-06,5.975
2022-01-07,5.975
2022-01-08,5.975
2022-01-09,5.975
2022-01-10,5.975
2022-01-11,5.975
2022-01-12,5.975
2022-01-13,5.975
2022-01-14,5.975
2022-01-15,5.975
2022-01-16,5.975
2022-01-17,5.975
2022-01-18,5.885
2022-01-19,5.885
2022-01-20,5.885
2022-01-21,5.885
2022-01-22,5.885
2022-01-23,5.885
2022-01-24,5.885
2022-01-25,5.885
2022-01-26,5.885
2022-01-27,5.885
2022-01-28,5.885
2022-01-29,5.885
2022-01-30,5.885
2022-01-31,5.885
2022-02-01,5.885
2022-02-02,5.885
2022-02-03,5.885
2022-02-04,5.885
2022-02-05,5.885
2022-02-06,5.885
2022-02-07,5.885
2022-02-08,5.885
2022-02-09,5.885
2022-02-10,5.885
2022-02-11,5.745
2022-02-12,5.745
2022-02-13,5.745
2022-02-14,5.807
2022-02-15,5.807
2022-02-16,5.807
2022-02-17,5.807
2022-02-18,5.807
2022-02-19,5.807
2022-02-20,5.807
2022-02-21,5.807
2022-02-22,5.807
2022-02-23,5.807
2022-02-24,5.807
2022-02-25,5.807
2022-02-26,5.807
2022-02-27,5.807
2022-02-28,5.807
2022-03-01,5.807
2022-03-02,5.807
2022-03-03,5.807
2022-03-04,5.807
2022-03-05,5.807
2022-03-06,5.807
2022-03-07,5.807
2022-03-08,5.807
2022-03-09,5.807
2022-03-10,5.807
2022-03-11,5.807
2022-03-12,5.807
2022-03-13,5.807
2022-03-14,5.807
2022-03-15,5.807
2022-03-16,5.807
2022-03-17,5.807
2022-03-18,5.807
2022-03-19,5.807
2022-03-20,5.807
2022-03-21,5.807
2022-03-22,5.807
2022-03-23,5.807
2022-03-24,5.807
2022-03-25,5.807
2022-03-26,5.807
2022-03-27,5.807
2022-03-28,5.807
2022-03-29,5.807
2022-03-30,5.807
2022-03-31,5.807
2022-04-01,5.807
2022-04-02,5.807
2022-04-03,5.807
2022-04-04,5.807
2022-04-05,5.807
2022-04-06,5.807
2022-04-07,5.807
2022-04-08,5.717
2022-04-09,5.717
2022-04-10,5.717
2022-04-11,5.623
2022-04-12,5.623
2022-04-13,5.623
2022-04-14,5.623
2022-04-15,5.623
2022-04-16,5.623
2022-04-17,5.623
2022-04-18,5.623
2022-04-19,5.623
2022-04-20,5.623
2022-04-21,5.623
2022-04-22,5.623
2022-04-23,5.623
2022-04-24,5.623
2022-04-25,5.623
2022-04-26,5.623
2022-04-27,5.623
2022-04-28,5.684
2022-04-29,5.684
2022-04-30,5.684
2022-05-01,5.684
2022-05-02,5.684
2022-05-03,5.684
2022-05-04,5.684
2022-05-05,5.543
2022-05-06,5.542
2022-05-07,5.542
2022-05-08,5.542
2022-05-09,5.55
2022-05-10,5.55
2022-05-11,5.55
2022-05-12,5.55
2022-05-13,5.55
2022-05-14,5.55
2022-05-15,5.55
2022-05-16,5.55
2022-05-17,5.55
2022-05-18,5.55
2022-05-19,5.55
2022-05-20,5.55
2022-05-21,5.55
2022-05-22,5.55
2022-05-23,5.55
2022-05-24,5.55
2022-05-25,5.55
2022-05-26,5.55
2022-05-27,5.55
2022-05-28,5.55
2022-05-29,5.55
2022-05-30,5.55
2022-05-31,5.55
2022-06-01,5.55
2022-06-02,5.55
2022-06-03,5.55
2022-06-04,5.55
2022-06-05,5.55
2022-06-06,5.55
2022-06-07,5.55
2022-06-08,5.55
2022-06-09,5.55
2022-06-10,5.315
2022-06-11,5.315
2022-06-12,5.315
2022-06-13,5.315
2022-06-14,5.315
2022-06-15,5.315
2022-06-16,5.315
2022-06-17,5.315
2022-06-18,5.315
2022-06-19,5.315
2022-06-20,5.315
2022-06-21,5.315
2022-06-22,5.315
2022-06-23,5.315
2022-06-24,5.315
2022-06-25,5.315
2022-06-26,5.315
2022-06-27,5.315
2022-06-28,5.315
2022-06-29,5.315
2022-06-30,5.068
2022-07-01,5.068
2022-07-02,5.068
2022-07-03,5.068
2022-07-04,5.068
2022-07-05,5.068
2022-07-06,5.068
2022-07-07,5.068
2022-07-08,5.068
2022-07-09,5.068
2022-07-10,5.068
2022-07-11,4.94
2022-07-12,4.94
2022-07-13,4.94
2022-07-14,4.94
2022-07-15,4.94
2022-07-16,4.94
2022-07-17,4.94
2022-07-18,4.94
2022-07-19,4.94
2022-07-20,4.958
2022-07-21,4.958
2022-07-22,4.958
2022-07-23,4.958
2022-07-24,4.958
2022-07-25,4.958
2022-07-26,4.958
2022-07-27,4.958
2022-07-28,4.958
2022-07-29,4.958
2022-07-30,4.958
2022-07-31,4.958
2022-08-01,4.958
2022-08-02,4.958
2022-08-03,4.958
2022-08-04,4.958
2022-08-05,4.958
2022-08-06,4.958
2022-08-07,4.958
2022-08-08,4.912
2022-08-09,4.912
2022-08-10,4.912
2022-08-11,4.912
2022-08-12,4.912
2022-08-13,4.912
2022-08-14,4.912
2022-08-15,4.912
2022-08-16,4.912
2022-08-17,4.912
2022-08-18,4.912
2022-08-19,4.912
2022-08-20,4.912
2022-08-21,4.912
2022-08-22,4.912
2022-08-23,4.912
2022-08-24,4.912
2022-08-25,4.912
2022-08-26,4.912
2022-08-27,4.912
2022-08-28,4.912
2022-08-29,4.912
2022-08-30,4.912
2022-08-31,4.912
2022-09-01,4.912
2022-09-02,4.912
2022-09-03,4.912
2022-09-04,4.912
2022-09-05,4.912
2022-09-06,4.912
2022-09-07,4.912
2022-09-08,4.912
2022-09-09,4.912
2022-09-10,4.912
2022-09-11,4.912
2022-09-12,4.912
2022-09-13,4.912
2022-09-14,4.912
2022-09-15,4.912
2022-09-16,4.912
2022-09-17,4.912
2022-09-18,4.912
2022-09-19,4.912
2022-09-20,4.912
2022-09-21,4.912
2022-09-22,4.912
2022-09-23,4.912
2022-09-24,4.912
2022-09-25,4.912
2022-09-26,4.912
2022-09-27,4.912
2022-09-28,4.912
2022-09-29,4.912
2022-09-30,4.805
2022-10-01,4.805
2022-10-02,4.805
2022-10-03,4.72
2022-10-04,4.72
2022-10-05,4.72
2022-10-06,4.72
2022-10-07,4.72
2022-10-08,4.72
2022-10-09,4.72
2022-10-10,4.72
2022-10-11,4.575
2022-10-12,4.575
2022-10-13,4.595
2022-10-14,4.595
2022-10-15,4.595
2022-10-16,4.595
2022-10-17,4.55
2022-10-18,4.546
2022-10-19,4.546
2022-10-20,4.546
2022-10-21,4.546
2022-10-22,4.546
2022-10-23,4.546
2022-10-24,4.546
2022-10-25,4.546
2022-10-26,4.546
2022-10-27,4.546
2022-10-28,4.546
2022-10-29,4.546
2022-10-30,4.546
2022-10-31,4.546
2022-11-01,4.546
2022-11-02,4.546
2022-11-03,4.546
2022-11-04,4.608
2022-11-05,4.608
2022-11-06,4.66
2022-11-07,4.628
2022-11-08,4.631
2022-11-09,4.631
2022-11-10,4.631
2022-11-11,4.631
2022-11-12,4.631
2022-11-13,4.631
2022-11-14,4.631
2022-11-15,4.631
2022-11-16,4.631
2022-11-17,4.631
2022-11-18,4.631
2022-11-19,4.631
2022-11-20,4.631
2022-11-21,4.683
2022-11-22,4.683
2022-11-23,4.683
2022-11-24,4.683
2022-11-25,4.683
2022-11-26,4.683
2022-11-27,4.683
2022-11-28,4.683
2022-11-29,4.683
2022-11-30,4.683
2022-12-01,4.683
2022-12-02,4.683
2022-12-03,4.683
2022-12-04,4.703
2022-12-05,4.703
2022-12-06,4.703
2022-12-07,4.703
2022-12-08,4.703
2022-12-09,4.703
2022-12-10,4.703
2022-12-11,4.703
2022-12-12,4.703
2022-12-13,4.703
2022-12-14,4.703
2022-12-15,4.703
2022-12-16,4.749
2022-12-17,4.749
2022-12-18,4.749
2022-12-19,4.749
2022-12-20,4.749
2022-12-21,4.749
2022-12-22,4.749
2022-12-23,4.749
2022-12-24,4.749
2022-12-25,4.749
2022-12-26,4.749
2022-12-27,4.749
2022-12-28,4.749
2022-12-29,4.749
2022-12-30,4.749
2022-12-31,4.749
2023-01-01,4.749
2023-01-02,4.749
2023-01-03,4.749
2023-01-04,4.749
2023-01-05,4.749
2023-01-06,4.749
2023-01-07,4.749
2023-01-08,4.749
2023-01-09,4.749
2023-01-10,4.763
2023-01-11,4.763
2023-01-12,4.763
2023-01-13,4.763
2023-01-14,4.763
2023-01-15,4.763
2023-01-16,4.763
2023-01-17,4.784
2023-01-18,4.784
2023-01-19,4.79
2023-01-20,4.79
2023-01-21,4.79
2023-01-22,4.79
2023-01-23,4.773
2023-01-24,4.773
2023-01-25,4.773
2023-01-26,4.773
2023-01-27,4.773
2023-01-28,4.773
2023-01-29,4.773
2023-01-30,4.773
2023-01-31,4.773
2023-02-01,4.773
2023-02-02,4.773
2023-02-03,4.773
2023-02-04,4.773
2023-02-05,4.773
2023-02-06,4.773
2023-02-07,4.769
2023-02-08,4.769
2023-02-09,4.769
2023-02-10,4.847
2023-02-11,4.847
2023-02-12,4.87
2023-02-13,4.969
2023-02-14,4.998
2023-02-15,4.998
2023-02-16,4.996
2023-02-17,4.939
2023-02-18,4.939
2023-02-19,4.939
2023-02-20,4.939
2023-02-21,4.939
2023-02-22,4.939
2023-02-23,4.939
2023-02-24,4.939
2023-02-25,4.939
2023-02-26,4.939
2023-02-27,4.939
2023-02-28,4.939
2023-03-01,4.939
2023-03-02,4.939
2023-03-03,4.939
2023-03-04,4.939
2023-03-05,4.939
2023-03-06,4.939
2023-03-07,4.939
2023-03-08,4.939
2023-03-09,4.939
2023-03-10,4.939
2023-03-11,4.939
2023-03-12,4.939
2023-03-13,4.939
2023-03-14,4.939
2023-03-15,4.939
2023-03-16,4.939
2023-03-17,4.939
2023-03-18,4.939
2023-03-19,4.939
2023-03-20,4.939
2023-03-21,4.939
2023-03-22,4.939
2023-03-23,4.939
2023-03-24,4.939
2023-03-25,4.939
2023-03-26,4.979
2023-03-27,4.979
2023-03-28,4.979
2023-03-29,4.979
2023-03-30,4.979
2023-03-31,4.979
2023-04-01,4.979
2023-04-02,4.979
2023-04-03,4.953
2023-04-04,4.975
2023-04-05,4.975
2023-04-06,4.975
2023-04-07,4.975
2023-04-08,4.975
2023-04-09,4.975
2023-04-10,4.979
2023-04-11,4.979
2023-04-12,4.984
2023-04-13,4.983
2023-04-14,4.998
2023-04-15,4.998
2023-04-16,4.998
2023-04-17,4.998
2023-04-18,4.986
2023-04-19,4.991
2023-04-20,4.991
2023-04-21,4.991
2023-04-22,4.991
2023-04-23,4.999
2023-04-24,4.999
2023-04-25,4.999
2023-04-26,4.999
2023-04-27,4.999
2023-04-28,4.999
2023-04-29,4.999
2023-04-30,4.999
2023-05-01,4.999
2023-05-02,4.999
2023-05-03,4.999
2023-05-04,4.999
2023-05-05,5.0
2023-05-06,5.0
2023-05-07,4.988
2023-05-08,4.888
2023-05-09,4.888
2023-05-10,4.888
2023-05-11,4.888
2023-05-12,4.888
2023-05-13,4.888
2023-05-14,4.888
2023-05-15,4.88
2023-05-16,4.962
2023-05-17,4.962
2023-05-18,5.018
2023-05-19,5.018
2023-05-20,5.018
2023-05-21,5.018
2023-05-22,5.018
2023-05-23,5.018
2023-05-24,5.018
2023-05-25,5.018
2023-05-26,5.018
2023-05-27,5.018
2023-05-28,5.018
2023-05-29,5.018
2023-05-30,5.018
2023-05-31,5.018
2023-06-01,5.018
2023-06-02,5.018
2023-06-03,5.018
2023-06-04,5.018
2023-06-05,5.018
2023-06-06,5.018
2023-06-07,5.018
2023-06-08,5.018
2023-06-09,5.018
2023-06-10,5.018
2023-06-11,5.018
2023-06-12,5.018
2023-06-13,5.018
2023-06-14,5.014
2023-06-15,5.014
2023-06-16,5.014
2023-06-17,5.014
2023-06-18,5.014
2023-06-19,5.014
2023-06-20,5.014
2023-06-21,5.014
2023-06-22,5.014
2023-06-23,5.014
