,BLMN US Equity
2023-07-29,3.075
2023-07-30,3.075
2023-07-31,3.075
2023-08-01,2.965
2023-08-02,2.92
2023-08-03,2.92
2023-08-04,2.92
2023-08-05,2.92
2023-08-06,2.92
2023-08-07,2.92
2023-08-08,2.92
2023-08-09,2.92
2023-08-10,2.92
2023-08-11,2.92
2023-08-12,2.92
2023-08-13,2.92
2023-08-14,2.89
2023-08-15,2.89
2023-08-16,2.89
2023-08-17,2.89
2023-08-18,2.89
2023-08-19,2.89
2023-08-20,2.89
2023-08-21,2.89
2023-08-22,2.89
2023-08-23,2.881
2023-08-24,2.881
2023-08-25,2.881
2023-08-26,2.881
2023-08-27,2.881
2023-08-28,2.881
2023-08-29,2.881
2023-08-30,2.881
2023-08-31,2.881
2023-09-01,2.881
2023-09-02,2.881
2023-09-03,2.881
2023-09-04,2.881
2023-09-05,2.881
2023-09-06,2.881
2023-09-07,2.881
2023-09-08,2.881
2023-09-09,2.881
2023-09-10,2.881
2023-09-11,2.881
2023-09-12,2.881
2023-09-13,2.881
2023-09-14,2.881
2023-09-15,2.881
2023-09-16,2.881
2023-09-17,2.881
2023-09-18,2.881
2023-09-19,2.881
2023-09-20,2.881
2023-09-21,2.881
2023-09-22,2.875
2023-09-23,2.875
2023-09-24,2.875
2023-09-25,2.875
2023-09-26,2.875
2023-09-27,2.875
2023-09-28,2.875
2023-09-29,2.875
2023-09-30,2.875
2023-10-01,2.875
2023-10-02,2.875
2023-10-03,2.868
2023-10-04,2.868
2023-10-05,2.868
2023-10-06,2.868
2023-10-07,2.868
2023-10-08,2.868
2023-10-09,2.868
2023-10-10,2.868
2023-10-11,2.858
2023-10-12,2.858
2023-10-13,2.858
2023-10-14,2.858
2023-10-15,2.858
2023-10-16,2.858
2023-10-17,2.848
2023-10-18,2.828
2023-10-19,2.808
2023-10-20,2.808
2023-10-21,2.808
2023-10-22,2.808
2023-10-23,2.796
2023-10-24,2.77
2023-10-25,2.77
2023-10-26,2.77
2023-10-27,2.77
2023-10-28,2.77
2023-10-29,2.77
2023-10-30,2.77
2023-10-31,2.77
2023-11-01,2.767
2023-11-02,2.767
2023-11-03,2.654
2023-11-04,2.654
2023-11-05,2.65
2023-11-06,2.615
2023-11-07,2.615
2023-11-08,2.615
2023-11-09,2.615
2023-11-10,2.615
2023-11-11,2.615
2023-11-12,2.615
2023-11-13,2.615
2023-11-14,2.615
2023-11-15,2.615
2023-11-16,2.615
2023-11-17,2.615
2023-11-18,2.615
2023-11-19,2.615
2023-11-20,2.615
2023-11-21,2.615
2023-11-22,2.615
2023-11-23,2.615
2023-11-24,2.615
2023-11-25,2.615
2023-11-26,2.615
2023-11-27,2.615
2023-11-28,2.615
2023-11-29,2.615
2023-11-30,2.615
2023-12-01,2.615
2023-12-02,2.615
2023-12-03,2.615
2023-12-04,2.615
2023-12-05,2.615
2023-12-06,2.615
2023-12-07,2.615
2023-12-08,2.615
2023-12-09,2.615
2023-12-10,2.615
2023-12-11,2.615
2023-12-12,2.615
2023-12-13,2.615
2023-12-14,2.615
2023-12-15,2.615
2023-12-16,2.615
2023-12-17,2.615
2023-12-18,2.615
2023-12-19,2.615
2023-12-20,2.612
2023-12-21,2.612
2023-12-22,2.612
2023-12-23,2.612
2023-12-24,2.612
2023-12-25,2.612
2023-12-26,2.612
2023-12-27,2.612
2023-12-28,2.612
2023-12-29,2.612
2023-12-30,2.612
2023-12-31,2.612
2024-01-01,2.612
2024-01-02,2.601
2024-01-03,2.601
2024-01-04,2.612
2024-01-05,2.612
2024-01-06,2.612
2024-01-07,2.612
2024-01-08,2.612
2024-01-09,2.612
2024-01-10,2.612
2024-01-11,2.612
2024-01-12,2.612
2024-01-13,2.612
2024-01-14,2.612
2024-01-15,2.612
2024-01-16,2.61
2024-01-17,2.61
2024-01-18,2.61
2024-01-19,2.61
2024-01-20,2.61
2024-01-21,2.61
2024-01-22,2.61
2024-01-23,2.606
2024-01-24,2.6
2024-01-25,2.6
2024-01-26,2.599
2024-01-27,2.599
2024-01-28,2.599
2024-01-29,2.592
2024-01-30,2.592
2024-01-31,2.592
2024-02-01,2.592
2024-02-02,2.592
2024-02-03,2.592
2024-02-04,2.592
2024-02-05,2.592
2024-02-06,2.592
2024-02-07,2.592
2024-02-08,2.592
2024-02-09,2.592
2024-02-10,2.592
2024-02-11,2.592
2024-02-12,2.592
2024-02-13,2.592
2024-02-14,2.58
2024-02-15,2.58
2024-02-16,2.58
2024-02-17,2.58
2024-02-18,2.58
2024-02-19,2.58
2024-02-20,2.58
2024-02-21,2.58
2024-02-22,2.58
2024-02-23,2.572
2024-02-24,2.572
2024-02-25,2.572
2024-02-26,2.547
2024-02-27,2.547
2024-02-28,2.547
2024-02-29,2.547
2024-03-01,2.553
2024-03-02,2.553
2024-03-03,2.557
2024-03-04,2.557
2024-03-05,2.557
2024-03-06,2.557
2024-03-07,2.557
2024-03-08,2.557
2024-03-09,2.557
2024-03-10,2.557
2024-03-11,2.557
2024-03-12,2.557
2024-03-13,2.557
2024-03-14,2.557
2024-03-15,2.557
2024-03-16,2.557
2024-03-17,2.557
2024-03-18,2.557
2024-03-19,2.557
2024-03-20,2.557
2024-03-21,2.557
2024-03-22,2.557
2024-03-23,2.557
2024-03-24,2.557
2024-03-25,2.557
2024-03-26,2.557
2024-03-27,2.557
2024-03-28,2.557
2024-03-29,2.557
2024-03-30,2.557
2024-03-31,2.557
2024-04-01,2.557
2024-04-02,2.557
2024-04-03,2.557
2024-04-04,2.557
2024-04-05,2.557
2024-04-06,2.557
2024-04-07,2.557
2024-04-08,2.557
