,CVX US Equity
2023-06-24,14.164
2023-06-25,14.164
2023-06-26,14.192
2023-06-27,14.192
2023-06-28,14.194
2023-06-29,14.195
2023-06-30,14.195
2023-07-01,14.172
2023-07-02,14.172
2023-07-03,14.148
2023-07-04,14.148
2023-07-05,14.054
2023-07-06,14.054
2023-07-07,14.053
2023-07-08,14.053
2023-07-09,14.053
2023-07-10,14.039
2023-07-11,14.147
2023-07-12,14.048
2023-07-13,14.048
2023-07-14,14.021
2023-07-15,14.021
2023-07-16,14.021
2023-07-17,13.919
2023-07-18,13.928
2023-07-19,13.931
2023-07-20,13.904
2023-07-21,13.938
2023-07-22,13.938
2023-07-23,13.938
2023-07-24,13.864
2023-07-25,13.876
2023-07-26,13.876
2023-07-27,13.876
2023-07-28,14.02
2023-07-29,14.022
2023-07-30,14.022
2023-07-31,13.907
2023-08-01,13.859
2023-08-02,13.876
2023-08-03,13.771
2023-08-04,13.771
2023-08-05,13.771
2023-08-06,13.771
2023-08-07,13.82
2023-08-08,13.831
2023-08-09,13.84
2023-08-10,13.86
2023-08-11,13.86
2023-08-12,13.86
2023-08-13,13.86
2023-08-14,13.945
2023-08-15,13.945
2023-08-16,13.945
2023-08-17,13.945
2023-08-18,13.927
2023-08-19,13.927
2023-08-20,13.927
2023-08-21,13.927
2023-08-22,13.927
2023-08-23,14.092
2023-08-24,14.043
2023-08-25,14.043
2023-08-26,14.043
2023-08-27,14.107
2023-08-28,14.105
2023-08-29,14.105
2023-08-30,14.105
2023-08-31,14.188
2023-09-01,14.202
2023-09-02,14.202
2023-09-03,14.204
2023-09-04,14.204
2023-09-05,14.204
2023-09-06,14.204
2023-09-07,14.204
2023-09-08,14.204
2023-09-09,14.204
2023-09-10,14.204
2023-09-11,14.325
2023-09-12,14.34
2023-09-13,14.341
2023-09-14,14.341
2023-09-15,14.417
2023-09-16,14.417
2023-09-17,14.417
2023-09-18,14.439
2023-09-19,14.439
2023-09-20,14.439
2023-09-21,14.439
2023-09-22,14.439
2023-09-23,14.439
2023-09-24,14.439
2023-09-25,14.439
2023-09-26,14.439
2023-09-27,14.592
2023-09-28,14.592
2023-09-29,14.592
2023-09-30,14.601
2023-10-01,14.601
2023-10-02,14.627
2023-10-03,14.627
2023-10-04,14.705
2023-10-05,14.753
2023-10-06,14.753
2023-10-07,14.753
2023-10-08,14.758
2023-10-09,14.758
2023-10-10,14.738
2023-10-11,14.737
2023-10-12,14.653
2023-10-13,14.653
2023-10-14,14.653
2023-10-15,14.653
2023-10-16,14.824
2023-10-17,14.806
2023-10-18,14.84
2023-10-19,14.84
2023-10-20,14.841
2023-10-21,14.841
2023-10-22,14.815
2023-10-23,14.713
2023-10-24,14.792
2023-10-25,14.79
2023-10-26,14.79
2023-10-27,14.87
2023-10-28,14.87
2023-10-29,14.838
2023-10-30,14.482
2023-10-31,14.537
2023-11-01,14.507
2023-11-02,14.483
2023-11-03,14.483
2023-11-04,14.483
2023-11-05,14.483
2023-11-06,14.449
2023-11-07,14.49
2023-11-08,14.49
2023-11-09,14.49
2023-11-10,14.486
2023-11-11,14.486
2023-11-12,14.486
2023-11-13,14.408
2023-11-14,14.408
2023-11-15,14.408
2023-11-16,14.414
2023-11-17,14.414
2023-11-18,14.414
2023-11-19,14.414
2023-11-20,14.414
2023-11-21,14.414
2023-11-22,14.182
2023-11-23,14.182
2023-11-24,14.182
2023-11-25,14.182
2023-11-26,14.182
2023-11-27,14.182
2023-11-28,14.182
2023-11-29,14.175
2023-11-30,14.175
2023-12-01,14.175
2023-12-02,14.174
2023-12-03,14.174
2023-12-04,14.224
2023-12-05,14.224
2023-12-06,14.224
2023-12-07,14.055
2023-12-08,14.306
2023-12-09,14.306
2023-12-10,14.306
2023-12-11,14.305
2023-12-12,14.079
2023-12-13,14.087
2023-12-14,14.028
2023-12-15,14.028
2023-12-16,14.028
2023-12-17,14.028
2023-12-18,14.028
2023-12-19,14.028
2023-12-20,14.028
2023-12-21,13.934
2023-12-22,13.934
2023-12-23,13.934
2023-12-24,13.934
2023-12-25,13.934
2023-12-26,13.934
2023-12-27,13.934
2023-12-28,13.934
2023-12-29,13.934
2023-12-30,13.934
2023-12-31,13.934
2024-01-01,13.934
2024-01-02,13.934
2024-01-03,13.934
2024-01-04,13.85
2024-01-05,13.801
2024-01-06,13.801
2024-01-07,13.568
2024-01-08,13.484
2024-01-09,13.397
2024-01-10,13.381
2024-01-11,13.381
2024-01-12,13.166
2024-01-13,13.166
2024-01-14,13.166
2024-01-15,13.334
2024-01-16,13.349
2024-01-17,13.343
2024-01-18,13.343
2024-01-19,13.394
2024-01-20,13.394
2024-01-21,13.394
2024-01-22,13.064
2024-01-23,13.044
2024-01-24,13.044
2024-01-25,13.034
2024-01-26,13.034
2024-01-27,13.034
2024-01-28,13.034
2024-01-29,13.034
2024-01-30,13.007
2024-01-31,13.046
2024-02-01,13.046
2024-02-02,13.003
2024-02-03,13.003
2024-02-04,13.075
2024-02-05,13.015
2024-02-06,13.015
2024-02-07,13.011
2024-02-08,13.011
2024-02-09,13.011
2024-02-10,13.011
2024-02-11,12.955
2024-02-12,12.955
2024-02-13,12.955
2024-02-14,12.955
2024-02-15,12.955
2024-02-16,12.955
2024-02-17,12.955
2024-02-18,12.955
2024-02-19,12.955
2024-02-20,12.955
2024-02-21,12.876
2024-02-22,12.876
2024-02-23,12.876
2024-02-24,12.876
2024-02-25,12.876
2024-02-26,12.876
2024-02-27,12.876
2024-02-28,12.893
2024-02-29,12.893
2024-03-01,12.919
2024-03-02,12.919
2024-03-03,12.919
2024-03-04,12.759
2024-03-05,12.759
2024-03-06,12.653
2024-03-07,12.653
2024-03-08,12.653
2024-03-09,12.653
2024-03-10,12.653
2024-03-11,12.653
2024-03-12,12.653
2024-03-13,12.658
2024-03-14,12.658
2024-03-15,12.658
2024-03-16,12.658
2024-03-17,12.658
2024-03-18,12.559
2024-03-19,12.538
2024-03-20,12.538
2024-03-21,12.498
2024-03-22,12.498
2024-03-23,12.498
2024-03-24,12.498
2024-03-25,12.498
2024-03-26,12.498
2024-03-27,12.501
2024-03-28,12.576
2024-03-29,12.576
2024-03-30,12.576
2024-03-31,12.576
2024-04-01,12.615
2024-04-02,12.615
2024-04-03,12.625
2024-04-04,12.622
2024-04-05,12.687
2024-04-06,12.687
2024-04-07,12.687
2024-04-08,12.774
