,FTV US Equity
2023-07-27,3.661
2023-07-28,3.668
2023-07-29,3.668
2023-07-30,3.668
2023-07-31,3.668
2023-08-01,3.668
2023-08-02,3.718
2023-08-03,3.718
2023-08-04,3.718
2023-08-05,3.718
2023-08-06,3.718
2023-08-07,3.72
2023-08-08,3.72
2023-08-09,3.72
2023-08-10,3.72
2023-08-11,3.72
2023-08-12,3.72
2023-08-13,3.721
2023-08-14,3.721
2023-08-15,3.721
2023-08-16,3.721
2023-08-17,3.721
2023-08-18,3.721
2023-08-19,3.721
2023-08-20,3.721
2023-08-21,3.721
2023-08-22,3.717
2023-08-23,3.717
2023-08-24,3.716
2023-08-25,3.716
2023-08-26,3.716
2023-08-27,3.716
2023-08-28,3.716
2023-08-29,3.716
2023-08-30,3.716
2023-08-31,3.716
2023-09-01,3.716
2023-09-02,3.716
2023-09-03,3.716
2023-09-04,3.716
2023-09-05,3.716
2023-09-06,3.716
2023-09-07,3.716
2023-09-08,3.716
2023-09-09,3.716
2023-09-10,3.716
2023-09-11,3.721
2023-09-12,3.721
2023-09-13,3.721
2023-09-14,3.721
2023-09-15,3.721
2023-09-16,3.721
2023-09-17,3.721
2023-09-18,3.721
2023-09-19,3.721
2023-09-20,3.721
2023-09-21,3.721
2023-09-22,3.721
2023-09-23,3.721
2023-09-24,3.721
2023-09-25,3.721
2023-09-26,3.721
2023-09-27,3.721
2023-09-28,3.721
2023-09-29,3.721
2023-09-30,3.721
2023-10-01,3.721
2023-10-02,3.721
2023-10-03,3.721
2023-10-04,3.719
2023-10-05,3.671
2023-10-06,3.671
2023-10-07,3.67
2023-10-08,3.67
2023-10-09,3.67
2023-10-10,3.671
2023-10-11,3.671
2023-10-12,3.671
2023-10-13,3.671
2023-10-14,3.671
2023-10-15,3.671
2023-10-16,3.663
2023-10-17,3.663
2023-10-18,3.665
2023-10-19,3.665
2023-10-20,3.665
2023-10-21,3.665
2023-10-22,3.666
2023-10-23,3.666
2023-10-24,3.666
2023-10-25,3.645
2023-10-26,3.631
2023-10-27,3.676
2023-10-28,3.676
2023-10-29,3.676
2023-10-30,3.676
2023-10-31,3.676
2023-11-01,3.676
2023-11-02,3.676
2023-11-03,3.667
2023-11-04,3.667
2023-11-05,3.667
2023-11-06,3.667
2023-11-07,3.667
2023-11-08,3.667
2023-11-09,3.667
2023-11-10,3.667
2023-11-11,3.667
2023-11-12,3.667
2023-11-13,3.667
2023-11-14,3.667
2023-11-15,3.667
2023-11-16,3.667
2023-11-17,3.613
2023-11-18,3.613
2023-11-19,3.613
2023-11-20,3.613
2023-11-21,3.613
2023-11-22,3.613
2023-11-23,3.613
2023-11-24,3.613
2023-11-25,3.613
2023-11-26,3.613
2023-11-27,3.591
2023-11-28,3.598
2023-11-29,3.598
2023-11-30,3.598
2023-12-01,3.598
2023-12-02,3.598
2023-12-03,3.598
2023-12-04,3.598
2023-12-05,3.598
2023-12-06,3.598
2023-12-07,3.598
2023-12-08,3.598
2023-12-09,3.598
2023-12-10,3.599
2023-12-11,3.599
2023-12-12,3.599
2023-12-13,3.599
2023-12-14,3.599
2023-12-15,3.599
2023-12-16,3.599
2023-12-17,3.595
2023-12-18,3.595
2023-12-19,3.595
2023-12-20,3.595
2023-12-21,3.595
2023-12-22,3.595
2023-12-23,3.595
2023-12-24,3.595
2023-12-25,3.595
2023-12-26,3.595
2023-12-27,3.595
2023-12-28,3.595
2023-12-29,3.595
2023-12-30,3.595
2023-12-31,3.595
2024-01-01,3.595
2024-01-02,3.6
2024-01-03,3.653
2024-01-04,3.653
2024-01-05,3.661
2024-01-06,3.661
2024-01-07,3.663
2024-01-08,3.663
2024-01-09,3.661
2024-01-10,3.661
2024-01-11,3.665
2024-01-12,3.668
2024-01-13,3.668
2024-01-14,3.668
2024-01-15,3.668
2024-01-16,3.668
2024-01-17,3.671
2024-01-18,3.671
2024-01-19,3.671
2024-01-20,3.671
2024-01-21,3.671
2024-01-22,3.671
2024-01-23,3.671
2024-01-24,3.671
2024-01-25,3.671
2024-01-26,3.671
2024-01-27,3.671
2024-01-28,3.659
2024-01-29,3.659
2024-01-30,3.659
2024-01-31,3.743
2024-02-01,3.766
2024-02-02,3.78
2024-02-03,3.78
2024-02-04,3.78
2024-02-05,3.78
2024-02-06,3.78
2024-02-07,3.78
2024-02-08,3.78
2024-02-09,3.789
2024-02-10,3.789
2024-02-11,3.789
2024-02-12,3.789
2024-02-13,3.789
2024-02-14,3.789
2024-02-15,3.789
2024-02-16,3.789
2024-02-17,3.789
2024-02-18,3.789
2024-02-19,3.789
2024-02-20,3.789
2024-02-21,3.789
2024-02-22,3.789
2024-02-23,3.789
2024-02-24,3.789
2024-02-25,3.789
2024-02-26,3.79
2024-02-27,3.79
2024-02-28,3.79
2024-02-29,3.79
2024-03-01,3.79
2024-03-02,3.79
2024-03-03,3.79
2024-03-04,3.79
2024-03-05,3.79
2024-03-06,3.79
2024-03-07,3.79
2024-03-08,3.79
2024-03-09,3.79
2024-03-10,3.79
2024-03-11,3.79
2024-03-12,3.79
2024-03-13,3.789
2024-03-14,3.789
2024-03-15,3.789
2024-03-16,3.789
2024-03-17,3.789
2024-03-18,3.789
2024-03-19,3.789
2024-03-20,3.789
2024-03-21,3.789
2024-03-22,3.789
2024-03-23,3.789
2024-03-24,3.789
2024-03-25,3.789
2024-03-26,3.789
2024-03-27,3.789
2024-03-28,3.789
2024-03-29,3.789
2024-03-30,3.789
2024-03-31,3.789
2024-04-01,3.789
2024-04-02,3.791
2024-04-03,3.791
2024-04-04,3.791
2024-04-05,3.791
2024-04-06,3.791
2024-04-07,3.792
2024-04-08,3.792
