,HES US Equity
2023-06-24,8.613
2023-06-25,8.613
2023-06-26,8.601
2023-06-27,8.601
2023-06-28,8.622
2023-06-29,8.622
2023-06-30,8.622
2023-07-01,8.599
2023-07-02,8.599
2023-07-03,8.599
2023-07-04,8.599
2023-07-05,8.511
2023-07-06,8.381
2023-07-07,8.348
2023-07-08,8.393
2023-07-09,8.393
2023-07-10,8.379
2023-07-11,8.368
2023-07-12,8.197
2023-07-13,8.196
2023-07-14,8.209
2023-07-15,8.209
2023-07-16,8.209
2023-07-17,8.17
2023-07-18,8.044
2023-07-19,7.887
2023-07-20,7.883
2023-07-21,7.838
2023-07-22,7.838
2023-07-23,7.928
2023-07-24,7.935
2023-07-25,7.935
2023-07-26,7.914
2023-07-27,8.003
2023-07-28,8.036
2023-07-29,8.036
2023-07-30,8.036
2023-07-31,8.081
2023-08-01,7.925
2023-08-02,7.925
2023-08-03,7.925
2023-08-04,7.925
2023-08-05,7.925
2023-08-06,7.925
2023-08-07,7.875
2023-08-08,7.976
2023-08-09,8.028
2023-08-10,8.028
2023-08-11,8.028
2023-08-12,8.028
2023-08-13,8.112
2023-08-14,8.06
2023-08-15,8.133
2023-08-16,8.133
2023-08-17,8.134
2023-08-18,8.108
2023-08-19,8.108
2023-08-20,8.106
2023-08-21,8.106
2023-08-22,8.149
2023-08-23,8.099
2023-08-24,8.092
2023-08-25,8.023
2023-08-26,8.023
2023-08-27,8.115
2023-08-28,8.117
2023-08-29,8.117
2023-08-30,8.117
2023-08-31,8.117
2023-09-01,8.159
2023-09-02,8.159
2023-09-03,8.157
2023-09-04,8.157
2023-09-05,8.157
2023-09-06,8.157
2023-09-07,8.157
2023-09-08,8.157
2023-09-09,8.157
2023-09-10,8.157
2023-09-11,8.232
2023-09-12,8.371
2023-09-13,8.371
2023-09-14,8.371
2023-09-15,8.412
2023-09-16,8.412
2023-09-17,8.412
2023-09-18,8.491
2023-09-19,8.491
2023-09-20,8.491
2023-09-21,8.491
2023-09-22,8.491
2023-09-23,8.491
2023-09-24,8.491
2023-09-25,8.491
2023-09-26,8.491
2023-09-27,8.75
2023-09-28,8.75
2023-09-29,8.754
2023-09-30,8.703
2023-10-01,8.703
2023-10-02,8.763
2023-10-03,8.763
2023-10-04,8.85
2023-10-05,8.865
2023-10-06,8.909
2023-10-07,8.829
2023-10-08,8.881
2023-10-09,8.796
2023-10-10,8.815
2023-10-11,8.815
2023-10-12,8.876
2023-10-13,8.876
2023-10-14,8.828
2023-10-15,8.828
2023-10-16,8.881
2023-10-17,8.958
2023-10-18,8.97
2023-10-19,9.086
2023-10-20,9.086
2023-10-21,9.086
2023-10-22,9.086
2023-10-23,9.074
2023-10-24,9.143
2023-10-25,9.237
2023-10-26,9.237
2023-10-27,9.237
2023-10-28,9.237
2023-10-29,9.237
2023-10-30,9.197
2023-10-31,9.197
2023-11-01,9.197
2023-11-02,9.152
2023-11-03,9.152
2023-11-04,9.152
2023-11-05,9.152
2023-11-06,9.152
2023-11-07,9.207
2023-11-08,9.179
2023-11-09,9.186
2023-11-10,9.105
2023-11-11,9.105
2023-11-12,9.105
2023-11-13,9.194
2023-11-14,9.194
2023-11-15,9.194
2023-11-16,9.194
2023-11-17,9.194
2023-11-18,9.194
2023-11-19,9.194
2023-11-20,9.216
2023-11-21,9.216
2023-11-22,9.151
2023-11-23,9.151
2023-11-24,9.151
2023-11-25,9.151
2023-11-26,8.727
2023-11-27,8.719
2023-11-28,8.719
2023-11-29,8.719
2023-11-30,8.719
2023-12-01,8.719
2023-12-02,8.719
2023-12-03,8.719
2023-12-04,8.719
2023-12-05,8.662
2023-12-06,8.662
2023-12-07,8.397
2023-12-08,8.521
2023-12-09,8.521
2023-12-10,8.521
2023-12-11,8.48
2023-12-12,8.473
2023-12-13,8.473
2023-12-14,8.538
2023-12-15,8.524
2023-12-16,8.524
2023-12-17,8.524
2023-12-18,8.571
2023-12-19,8.758
2023-12-20,8.627
2023-12-21,8.464
2023-12-22,8.464
2023-12-23,8.464
2023-12-24,8.464
2023-12-25,8.464
2023-12-26,8.464
2023-12-27,8.464
2023-12-28,8.464
2023-12-29,8.464
2023-12-30,8.464
2023-12-31,8.464
2024-01-01,8.464
2024-01-02,8.464
2024-01-03,8.463
2024-01-04,8.463
2024-01-05,8.303
2024-01-06,8.303
2024-01-07,8.303
2024-01-08,7.977
2024-01-09,8.004
2024-01-10,7.979
2024-01-11,7.979
2024-01-12,7.912
2024-01-13,7.912
2024-01-14,7.912
2024-01-15,7.91
2024-01-16,7.798
2024-01-17,7.796
2024-01-18,7.802
2024-01-19,7.802
2024-01-20,7.802
2024-01-21,8.061
2024-01-22,7.733
2024-01-23,7.715
2024-01-24,7.715
2024-01-25,7.715
2024-01-26,7.639
2024-01-27,7.639
2024-01-28,7.639
2024-01-29,7.639
2024-01-30,7.676
2024-01-31,7.664
2024-02-01,7.69
2024-02-02,7.69
2024-02-03,7.69
2024-02-04,7.69
2024-02-05,7.68
2024-02-06,7.663
2024-02-07,7.663
2024-02-08,7.663
2024-02-09,7.663
2024-02-10,7.663
2024-02-11,7.695
2024-02-12,7.634
2024-02-13,7.597
2024-02-14,7.597
2024-02-15,7.598
2024-02-16,7.598
2024-02-17,7.598
2024-02-18,7.598
2024-02-19,7.598
2024-02-20,7.598
2024-02-21,7.598
2024-02-22,7.598
2024-02-23,7.598
2024-02-24,7.598
2024-02-25,7.598
2024-02-26,7.598
2024-02-27,7.598
2024-02-28,7.598
2024-02-29,7.598
2024-03-01,6.796
2024-03-02,6.796
2024-03-03,6.796
2024-03-04,6.796
2024-03-05,6.796
2024-03-06,6.796
2024-03-07,6.796
2024-03-08,7.201
2024-03-09,7.201
2024-03-10,7.126
2024-03-11,7.126
2024-03-12,7.126
2024-03-13,7.119
2024-03-14,7.119
2024-03-15,7.178
2024-03-16,7.178
2024-03-17,7.336
2024-03-18,7.285
2024-03-19,7.274
2024-03-20,7.274
2024-03-21,7.274
2024-03-22,7.274
2024-03-23,7.274
2024-03-24,7.274
2024-03-25,7.274
2024-03-26,7.274
2024-03-27,7.334
2024-03-28,7.494
2024-03-29,7.494
2024-03-30,7.494
2024-03-31,7.494
2024-04-01,7.494
2024-04-02,7.494
2024-04-03,7.677
2024-04-04,7.675
2024-04-05,7.675
2024-04-06,7.675
2024-04-07,7.675
2024-04-08,7.675
