,EXEL US Equity
2023-06-24,1.291
2023-06-25,1.291
2023-06-26,1.291
2023-06-27,1.291
2023-06-28,1.291
2023-06-29,1.291
2023-06-30,1.291
2023-07-01,1.291
2023-07-02,1.291
2023-07-03,1.291
2023-07-04,1.291
2023-07-05,1.291
2023-07-06,1.291
2023-07-07,1.291
2023-07-08,1.291
2023-07-09,1.291
2023-07-10,1.291
2023-07-11,1.293
2023-07-12,1.293
2023-07-13,1.295
2023-07-14,1.295
2023-07-15,1.295
2023-07-16,1.295
2023-07-17,1.335
2023-07-18,1.305
2023-07-19,1.305
2023-07-20,1.301
2023-07-21,1.301
2023-07-22,1.301
2023-07-23,1.301
2023-07-24,1.301
2023-07-25,1.303
2023-07-26,1.303
2023-07-27,1.303
2023-07-28,1.307
2023-07-29,1.307
2023-07-30,1.307
2023-07-31,1.304
2023-08-01,1.343
2023-08-02,1.236
2023-08-03,1.236
2023-08-04,1.234
2023-08-05,1.234
2023-08-06,1.234
2023-08-07,1.234
2023-08-08,1.234
2023-08-09,1.234
2023-08-10,1.234
2023-08-11,1.229
2023-08-12,1.229
2023-08-13,1.229
2023-08-14,1.227
2023-08-15,1.227
2023-08-16,1.227
2023-08-17,1.227
2023-08-18,1.227
2023-08-19,1.227
2023-08-20,1.227
2023-08-21,1.236
2023-08-22,1.234
2023-08-23,1.234
2023-08-24,1.234
2023-08-25,1.234
2023-08-26,1.234
2023-08-27,1.234
2023-08-28,1.234
2023-08-29,1.234
2023-08-30,1.234
2023-08-31,1.234
2023-09-01,1.237
2023-09-02,1.237
2023-09-03,1.237
2023-09-04,1.237
2023-09-05,1.237
2023-09-06,1.237
2023-09-07,1.237
2023-09-08,1.237
2023-09-09,1.237
2023-09-10,1.237
2023-09-11,1.237
2023-09-12,1.239
2023-09-13,1.239
2023-09-14,1.239
2023-09-15,1.239
2023-09-16,1.239
2023-09-17,1.239
2023-09-18,1.239
2023-09-19,1.239
2023-09-20,1.239
2023-09-21,1.239
2023-09-22,1.239
2023-09-23,1.239
2023-09-24,1.239
2023-09-25,1.239
2023-09-26,1.214
2023-09-27,1.214
2023-09-28,1.214
2023-09-29,1.214
2023-09-30,1.214
2023-10-01,1.214
2023-10-02,1.214
2023-10-03,1.214
2023-10-04,1.205
2023-10-05,1.205
2023-10-06,1.205
2023-10-07,1.205
2023-10-08,1.205
2023-10-09,1.205
2023-10-10,1.192
2023-10-11,1.192
2023-10-12,1.186
2023-10-13,1.186
2023-10-14,1.186
2023-10-15,1.186
2023-10-16,1.186
2023-10-17,1.186
2023-10-18,1.186
2023-10-19,1.186
2023-10-20,1.186
2023-10-21,1.186
2023-10-22,1.186
2023-10-23,1.186
2023-10-24,1.186
2023-10-25,1.185
2023-10-26,1.185
2023-10-27,1.185
2023-10-28,1.185
2023-10-29,1.178
2023-10-30,1.164
2023-10-31,1.164
2023-11-01,1.193
2023-11-02,1.228
2023-11-03,1.228
2023-11-04,1.244
2023-11-05,1.244
2023-11-06,1.244
2023-11-07,1.244
2023-11-08,1.244
2023-11-09,1.221
2023-11-10,1.221
2023-11-11,1.221
2023-11-12,1.221
2023-11-13,1.221
2023-11-14,1.221
2023-11-15,1.221
2023-11-16,1.221
2023-11-17,1.221
2023-11-18,1.221
2023-11-19,1.221
2023-11-20,1.221
2023-11-21,1.221
2023-11-22,1.221
2023-11-23,1.221
2023-11-24,1.221
2023-11-25,1.221
2023-11-26,1.221
2023-11-27,1.221
2023-11-28,1.221
2023-11-29,1.221
2023-11-30,1.221
2023-12-01,1.221
2023-12-02,1.221
2023-12-03,1.221
2023-12-04,1.221
2023-12-05,1.221
2023-12-06,1.221
2023-12-07,1.221
2023-12-08,1.221
2023-12-09,1.221
2023-12-10,1.221
2023-12-11,1.221
2023-12-12,1.221
2023-12-13,1.221
2023-12-14,1.221
2023-12-15,1.203
2023-12-16,1.203
2023-12-17,1.203
2023-12-18,1.175
2023-12-19,1.159
2023-12-20,1.159
2023-12-21,1.159
2023-12-22,1.159
2023-12-23,1.159
2023-12-24,1.159
2023-12-25,1.159
2023-12-26,1.159
2023-12-27,1.159
2023-12-28,1.159
2023-12-29,1.159
2023-12-30,1.159
2023-12-31,1.159
2024-01-01,1.159
2024-01-02,1.158
2024-01-03,1.162
2024-01-04,1.162
2024-01-05,1.162
2024-01-06,1.162
2024-01-07,1.213
2024-01-08,1.216
2024-01-09,1.252
2024-01-10,1.265
2024-01-11,1.265
2024-01-12,1.265
2024-01-13,1.265
2024-01-14,1.265
2024-01-15,1.265
2024-01-16,1.265
2024-01-17,1.26
2024-01-18,1.26
2024-01-19,1.26
2024-01-20,1.26
2024-01-21,1.309
2024-01-22,1.309
2024-01-23,1.339
2024-01-24,1.339
2024-01-25,1.344
2024-01-26,1.344
2024-01-27,1.344
2024-01-28,1.344
2024-01-29,1.342
2024-01-30,1.368
2024-01-31,1.368
2024-02-01,1.386
2024-02-02,1.386
2024-02-03,1.386
2024-02-04,1.386
2024-02-05,1.386
2024-02-06,1.409
2024-02-07,1.376
2024-02-08,1.376
2024-02-09,1.424
2024-02-10,1.424
2024-02-11,1.424
2024-02-12,1.424
2024-02-13,1.424
2024-02-14,1.424
2024-02-15,1.424
2024-02-16,1.424
2024-02-17,1.424
2024-02-18,1.424
2024-02-19,1.424
2024-02-20,1.424
2024-02-21,1.424
2024-02-22,1.424
2024-02-23,1.424
2024-02-24,1.424
2024-02-25,1.424
2024-02-26,1.444
2024-02-27,1.444
2024-02-28,1.444
2024-02-29,1.444
2024-03-01,1.444
2024-03-02,1.444
2024-03-03,1.444
2024-03-04,1.444
2024-03-05,1.444
2024-03-06,1.444
2024-03-07,1.444
2024-03-08,1.444
2024-03-09,1.444
2024-03-10,1.444
2024-03-11,1.444
2024-03-12,1.444
2024-03-13,1.444
2024-03-14,1.444
2024-03-15,1.444
2024-03-16,1.444
2024-03-17,1.444
2024-03-18,1.444
2024-03-19,1.444
2024-03-20,1.446
2024-03-21,1.446
2024-03-22,1.446
2024-03-23,1.446
2024-03-24,1.446
2024-03-25,1.446
2024-03-26,1.446
2024-03-27,1.446
2024-03-28,1.446
2024-03-29,1.446
2024-03-30,1.446
2024-03-31,1.446
2024-04-01,1.446
2024-04-02,1.446
2024-04-03,1.446
2024-04-04,1.447
2024-04-05,1.447
2024-04-06,1.447
2024-04-07,1.447
2024-04-08,1.447
