,TSLA US Equity
2020-05-20,2.73
2020-05-21,2.73
2020-05-22,2.73
2020-05-23,2.73
2020-05-24,2.73
2020-05-25,2.73
2020-05-26,2.73
2020-05-27,2.73
2020-05-28,2.73
2020-05-29,2.73
2020-05-30,2.73
2020-05-31,2.73
2020-06-01,2.73
2020-06-02,2.73
2020-06-03,2.73
2020-06-04,2.73
2020-06-05,2.73
2020-06-06,2.73
2020-06-07,2.73
2020-06-08,2.73
2020-06-09,2.73
2020-06-10,2.73
2020-06-11,2.73
2020-06-12,2.73
2020-06-13,2.73
2020-06-14,2.73
2020-06-15,2.73
2020-06-16,2.73
2020-06-17,2.73
2020-06-18,2.73
2020-06-19,2.73
2020-06-20,2.73
2020-06-21,2.73
2020-06-22,2.73
2020-06-23,2.609
2020-06-24,2.609
2020-06-25,2.609
2020-06-26,2.594
2020-06-27,2.594
2020-06-28,2.594
2020-06-29,2.594
2020-06-30,2.22
2020-07-01,2.22
2020-07-02,2.22
2020-07-03,2.22
2020-07-04,2.22
2020-07-05,2.22
2020-07-06,2.282
2020-07-07,2.288
2020-07-08,2.288
2020-07-09,2.288
2020-07-10,2.288
2020-07-11,2.288
2020-07-12,2.288
2020-07-13,2.433
2020-07-14,2.47
2020-07-15,2.47
2020-07-16,2.47
2020-07-17,2.47
2020-07-18,2.47
2020-07-19,2.47
2020-07-20,2.47
2020-07-21,2.47
2020-07-22,2.346
2020-07-23,2.508
2020-07-24,2.508
2020-07-25,2.508
2020-07-26,2.508
2020-07-27,2.508
2020-07-28,2.508
2020-07-29,2.508
2020-07-30,2.508
2020-07-31,2.508
2020-08-01,2.508
2020-08-02,2.508
2020-08-03,2.508
2020-08-04,2.508
2020-08-05,2.578
2020-08-06,2.578
2020-08-07,2.578
2020-08-08,2.578
2020-08-09,2.578
2020-08-10,2.578
2020-08-11,2.578
2020-08-12,2.578
2020-08-13,2.578
2020-08-14,2.578
2020-08-15,2.578
2020-08-16,2.578
2020-08-17,2.578
2020-08-18,2.578
2020-08-19,2.578
2020-08-20,2.578
2020-08-21,2.578
2020-08-22,2.578
2020-08-23,2.578
2020-08-24,2.687
2020-08-25,2.687
2020-08-26,2.728
2020-08-27,2.728
2020-08-28,2.728
2020-08-29,2.728
2020-08-30,2.728
2020-08-31,2.728
2020-09-01,2.728
2020-09-02,2.739
2020-09-03,2.748
2020-09-04,2.748
2020-09-05,2.748
2020-09-06,2.748
2020-09-07,2.748
2020-09-08,2.748
2020-09-09,2.748
2020-09-10,2.748
2020-09-11,2.748
2020-09-12,2.748
2020-09-13,2.748
2020-09-14,2.748
2020-09-15,2.748
2020-09-16,2.736
2020-09-17,2.822
2020-09-18,2.822
2020-09-19,2.822
2020-09-20,2.822
2020-09-21,2.822
2020-09-22,2.822
2020-09-23,2.874
2020-09-24,2.775
2020-09-25,2.775
2020-09-26,2.775
2020-09-27,2.775
2020-09-28,2.775
2020-09-29,2.775
2020-09-30,2.755
2020-10-01,2.755
2020-10-02,2.756
2020-10-03,2.756
2020-10-04,2.756
2020-10-05,2.752
2020-10-06,2.752
2020-10-07,2.752
2020-10-08,2.752
2020-10-09,2.752
2020-10-10,2.752
2020-10-11,2.752
2020-10-12,2.752
2020-10-13,2.752
2020-10-14,2.775
2020-10-15,2.775
2020-10-16,2.775
2020-10-17,2.775
2020-10-18,2.775
2020-10-19,2.792
2020-10-20,2.779
2020-10-21,2.866
2020-10-22,2.662
2020-10-23,2.662
2020-10-24,2.662
2020-10-25,2.662
2020-10-26,2.662
2020-10-27,2.662
2020-10-28,2.662
2020-10-29,2.662
2020-10-30,2.66
2020-10-31,2.66
2020-11-01,2.66
2020-11-02,2.66
2020-11-03,2.66
2020-11-04,2.66
2020-11-05,2.66
2020-11-06,2.66
2020-11-07,2.66
2020-11-08,2.66
2020-11-09,2.66
2020-11-10,2.66
2020-11-11,2.66
2020-11-12,2.66
2020-11-13,2.66
2020-11-14,2.66
2020-11-15,2.66
2020-11-16,2.66
2020-11-17,2.66
2020-11-18,2.669
2020-11-19,2.669
2020-11-20,2.669
2020-11-21,2.669
2020-11-22,2.669
2020-11-23,2.669
2020-11-24,2.669
2020-11-25,2.669
2020-11-26,2.669
2020-11-27,2.669
2020-11-28,2.669
2020-11-29,2.669
2020-11-30,2.669
2020-12-01,2.669
2020-12-02,2.911
2020-12-03,2.911
2020-12-04,2.911
2020-12-05,2.911
2020-12-06,2.911
2020-12-07,2.911
2020-12-08,2.911
2020-12-09,2.889
2020-12-10,2.888
2020-12-11,2.888
2020-12-12,2.888
2020-12-13,2.888
2020-12-14,2.888
2020-12-15,2.888
2020-12-16,2.888
2020-12-17,2.964
2020-12-18,2.964
2020-12-19,2.964
2020-12-20,2.964
2020-12-21,2.964
2020-12-22,2.964
2020-12-23,2.964
2020-12-24,2.964
2020-12-25,2.964
2020-12-26,2.964
2020-12-27,2.964
2020-12-28,2.964
2020-12-29,2.964
2020-12-30,2.963
2020-12-31,2.963
2021-01-01,2.963
2021-01-02,2.963
2021-01-03,2.963
2021-01-04,2.963
2021-01-05,2.908
2021-01-06,2.908
2021-01-07,3.014
2021-01-08,3.014
2021-01-09,3.014
2021-01-10,3.014
2021-01-11,3.025
2021-01-12,2.994
2021-01-13,2.994
2021-01-14,2.994
2021-01-15,2.994
2021-01-16,2.994
2021-01-17,2.994
2021-01-18,3.005
2021-01-19,3.005
2021-01-20,3.018
2021-01-21,3.018
2021-01-22,3.018
2021-01-23,3.018
2021-01-24,3.018
2021-01-25,3.025
2021-01-26,3.025
2021-01-27,3.112
2021-01-28,3.152
2021-01-29,3.152
2021-01-30,3.152
2021-01-31,3.152
2021-02-01,3.697
2021-02-02,3.697
2021-02-03,3.697
2021-02-04,3.697
2021-02-05,3.697
2021-02-06,3.697
2021-02-07,3.697
2021-02-08,3.697
2021-02-09,3.697
2021-02-10,3.697
2021-02-11,3.697
2021-02-12,3.697
2021-02-13,3.697
2021-02-14,3.697
2021-02-15,3.697
2021-02-16,3.697
2021-02-17,3.697
2021-02-18,3.697
2021-02-19,3.697
2021-02-20,3.697
2021-02-21,3.697
2021-02-22,3.697
2021-02-23,3.697
2021-02-24,3.894
2021-02-25,3.874
2021-02-26,3.874
2021-02-27,3.874
2021-02-28,3.874
2021-03-01,3.874
2021-03-02,3.874
2021-03-03,3.874
2021-03-04,3.874
2021-03-05,3.874
2021-03-06,3.874
2021-03-07,3.874
2021-03-08,3.874
2021-03-09,3.874
2021-03-10,3.874
2021-03-11,3.874
2021-03-12,3.874
2021-03-13,3.874
2021-03-14,3.874
2021-03-15,3.874
2021-03-16,3.874
2021-03-17,3.874
2021-03-18,3.874
2021-03-19,3.874
2021-03-20,3.874
2021-03-21,3.874
2021-03-22,3.874
2021-03-23,3.874
2021-03-24,3.871
2021-03-25,3.871
2021-03-26,3.871
2021-03-27,3.871
2021-03-28,3.871
2021-03-29,3.871
2021-03-30,3.871
2021-03-31,3.871
2021-04-01,3.871
2021-04-02,3.871
2021-04-03,3.871
2021-04-04,3.888
2021-04-05,3.842
2021-04-06,3.842
2021-04-07,3.842
2021-04-08,3.842
2021-04-09,3.842
2021-04-10,3.842
2021-04-11,3.842
2021-04-12,3.937
2021-04-13,3.932
2021-04-14,3.932
2021-04-15,3.932
2021-04-16,3.932
2021-04-17,3.932
2021-04-18,3.932
2021-04-19,3.932
2021-04-20,3.932
2021-04-21,3.932
2021-04-22,3.93
2021-04-23,3.93
2021-04-24,3.93
2021-04-25,3.93
2021-04-26,3.926
2021-04-27,3.968
2021-04-28,3.968
2021-04-29,3.968
2021-04-30,3.968
2021-05-01,3.968
2021-05-02,3.968
2021-05-03,3.968
2021-05-04,3.968
2021-05-05,3.968
2021-05-06,3.968
2021-05-07,3.968
2021-05-08,3.968
2021-05-09,3.968
2021-05-10,3.968
2021-05-11,3.968
2021-05-12,3.968
2021-05-13,3.968
2021-05-14,3.968
2021-05-15,3.968
2021-05-16,3.968
2021-05-17,3.968
2021-05-18,3.968
2021-05-19,3.968
2021-05-20,3.968
2021-05-21,3.968
2021-05-22,3.968
2021-05-23,3.968
2021-05-24,3.797
2021-05-25,3.797
2021-05-26,3.797
2021-05-27,3.788
2021-05-28,3.788
2021-05-29,3.788
2021-05-30,3.788
2021-05-31,3.788
2021-06-01,3.788
2021-06-02,3.788
2021-06-03,3.788
2021-06-04,3.788
2021-06-05,3.788
2021-06-06,3.788
2021-06-07,3.788
2021-06-08,3.788
2021-06-09,3.788
2021-06-10,3.788
2021-06-11,3.788
2021-06-12,3.788
2021-06-13,3.788
2021-06-14,3.788
2021-06-15,3.788
2021-06-16,3.788
2021-06-17,3.788
2021-06-18,3.788
2021-06-19,3.788
2021-06-20,3.788
2021-06-21,3.788
2021-06-22,3.788
2021-06-23,3.788
2021-06-24,3.788
2021-06-25,3.788
2021-06-26,3.788
2021-06-27,3.788
2021-06-28,3.788
2021-06-29,3.788
2021-06-30,3.611
2021-07-01,3.611
2021-07-02,3.611
2021-07-03,3.611
2021-07-04,3.611
2021-07-05,3.611
2021-07-06,3.615
2021-07-07,3.615
2021-07-08,3.615
2021-07-09,3.615
2021-07-10,3.615
2021-07-11,3.615
2021-07-12,3.615
2021-07-13,3.607
2021-07-14,3.607
2021-07-15,3.608
2021-07-16,3.608
2021-07-17,3.608
2021-07-18,3.608
2021-07-19,3.608
2021-07-20,3.608
2021-07-21,3.621
2021-07-22,3.623
2021-07-23,3.623
2021-07-24,3.623
2021-07-25,3.623
2021-07-26,3.582
2021-07-27,3.659
2021-07-28,3.707
2021-07-29,3.707
2021-07-30,3.707
2021-07-31,3.707
2021-08-01,3.751
2021-08-02,3.751
2021-08-03,3.751
2021-08-04,3.751
2021-08-05,3.751
2021-08-06,3.751
2021-08-07,3.751
2021-08-08,3.751
2021-08-09,3.751
2021-08-10,3.751
2021-08-11,3.751
2021-08-12,3.751
2021-08-13,3.751
2021-08-14,3.751
2021-08-15,3.751
2021-08-16,3.751
2021-08-17,3.751
2021-08-18,3.751
2021-08-19,3.751
2021-08-20,3.921
2021-08-21,3.921
2021-08-22,3.921
2021-08-23,3.921
2021-08-24,3.921
2021-08-25,3.921
2021-08-26,3.921
2021-08-27,3.921
2021-08-28,3.921
2021-08-29,3.921
2021-08-30,3.921
2021-08-31,3.921
2021-09-01,3.921
2021-09-02,3.921
2021-09-03,3.921
2021-09-04,3.921
2021-09-05,3.921
2021-09-06,3.921
2021-09-07,3.921
2021-09-08,3.921
2021-09-09,3.921
2021-09-10,3.921
2021-09-11,3.921
2021-09-12,3.921
2021-09-13,3.921
2021-09-14,3.921
2021-09-15,3.921
2021-09-16,3.92
2021-09-17,3.92
2021-09-18,3.92
2021-09-19,3.92
2021-09-20,3.92
2021-09-21,3.92
2021-09-22,3.994
2021-09-23,3.994
2021-09-24,3.945
2021-09-25,3.945
2021-09-26,3.945
2021-09-27,3.945
2021-09-28,3.945
2021-09-29,3.945
2021-09-30,3.945
2021-10-01,3.945
2021-10-02,3.945
2021-10-03,3.946
2021-10-04,3.969
2021-10-05,3.955
2021-10-06,3.955
2021-10-07,3.955
2021-10-08,3.955
2021-10-09,3.955
2021-10-10,3.955
2021-10-11,3.955
2021-10-12,3.955
2021-10-13,3.967
2021-10-14,4.013
2021-10-15,4.023
2021-10-16,4.023
2021-10-17,4.023
2021-10-18,4.023
2021-10-19,4.023
2021-10-20,4.224
2021-10-21,4.418
2021-10-22,4.457
2021-10-23,4.457
2021-10-24,4.457
2021-10-25,4.475
2021-10-26,4.506
2021-10-27,4.534
2021-10-28,4.534
2021-10-29,4.534
2021-10-30,4.534
2021-10-31,4.534
2021-11-01,4.534
2021-11-02,4.534
2021-11-03,4.534
2021-11-04,4.534
2021-11-05,4.534
2021-11-06,4.534
2021-11-07,4.609
2021-11-08,4.609
2021-11-09,4.635
2021-11-10,4.635
2021-11-11,4.635
2021-11-12,4.635
2021-11-13,4.635
2021-11-14,4.635
2021-11-15,4.635
2021-11-16,4.74
2021-11-17,4.74
2021-11-18,4.74
2021-11-19,4.74
2021-11-20,4.74
2021-11-21,4.74
2021-11-22,4.74
2021-11-23,4.74
2021-11-24,4.74
2021-11-25,4.74
2021-11-26,4.74
2021-11-27,4.74
2021-11-28,4.74
2021-11-29,4.74
2021-11-30,4.74
2021-12-01,4.74
2021-12-02,4.74
2021-12-03,4.74
2021-12-04,4.74
2021-12-05,4.74
2021-12-06,4.761
2021-12-07,4.761
2021-12-08,4.835
2021-12-09,4.835
2021-12-10,4.835
2021-12-11,4.835
2021-12-12,4.835
2021-12-13,4.835
2021-12-14,4.835
2021-12-15,4.835
2021-12-16,4.835
2021-12-17,4.835
2021-12-18,4.835
2021-12-19,4.835
2021-12-20,4.951
2021-12-21,4.951
2021-12-22,4.951
2021-12-23,4.951
2021-12-24,4.951
2021-12-25,4.951
2021-12-26,4.951
2021-12-27,4.951
2021-12-28,4.951
2021-12-29,4.951
2021-12-30,4.951
2021-12-31,4.963
2022-01-01,4.963
2022-01-02,4.963
2022-01-03,5.102
2022-01-04,5.1
2022-01-05,5.1
2022-01-06,5.1
2022-01-07,5.1
2022-01-08,5.1
2022-01-09,5.1
2022-01-10,5.1
2022-01-11,5.1
2022-01-12,5.112
2022-01-13,5.112
2022-01-14,5.169
2022-01-15,5.169
2022-01-16,5.169
2022-01-17,5.169
2022-01-18,5.049
2022-01-19,5.049
2022-01-20,5.049
2022-01-21,5.049
2022-01-22,5.049
2022-01-23,5.049
2022-01-24,5.055
2022-01-25,5.055
2022-01-26,5.126
2022-01-27,5.348
2022-01-28,5.415
2022-01-29,5.415
2022-01-30,5.415
2022-01-31,5.415
2022-02-01,5.415
2022-02-02,5.415
2022-02-03,5.415
2022-02-04,5.415
2022-02-05,5.415
2022-02-06,5.423
2022-02-07,5.423
2022-02-08,5.466
2022-02-09,5.466
2022-02-10,5.466
2022-02-11,5.466
2022-02-12,5.64
2022-02-13,5.641
2022-02-14,5.641
2022-02-15,5.641
2022-02-16,5.641
2022-02-17,5.641
2022-02-18,5.641
2022-02-19,5.641
2022-02-20,5.641
2022-02-21,5.641
2022-02-22,5.641
2022-02-23,5.641
2022-02-24,5.641
2022-02-25,5.641
2022-02-26,5.641
2022-02-27,5.641
2022-02-28,5.641
2022-03-01,5.641
2022-03-02,5.641
2022-03-03,5.641
2022-03-04,5.641
2022-03-05,5.641
2022-03-06,5.641
2022-03-07,5.641
2022-03-08,5.641
2022-03-09,5.641
2022-03-10,5.641
2022-03-11,5.641
2022-03-12,5.641
2022-03-13,5.641
2022-03-14,5.641
2022-03-15,5.641
2022-03-16,5.64
2022-03-17,5.64
2022-03-18,5.64
2022-03-19,5.64
2022-03-20,5.64
2022-03-21,5.61
2022-03-22,5.632
2022-03-23,5.632
2022-03-24,5.671
2022-03-25,5.671
2022-03-26,5.671
2022-03-27,5.671
2022-03-28,5.679
2022-03-29,5.652
2022-03-30,5.652
2022-03-31,5.694
2022-04-01,5.694
2022-04-02,5.694
2022-04-03,5.688
2022-04-04,5.762
2022-04-05,5.762
2022-04-06,5.762
2022-04-07,5.762
2022-04-08,5.762
2022-04-09,5.762
2022-04-10,5.762
2022-04-11,5.762
2022-04-12,5.762
2022-04-13,5.762
2022-04-14,5.767
2022-04-15,5.767
2022-04-16,5.767
2022-04-17,5.778
2022-04-18,5.783
2022-04-19,5.783
2022-04-20,5.931
2022-04-21,6.399
2022-04-22,6.442
2022-04-23,6.442
2022-04-24,6.482
2022-04-25,6.482
2022-04-26,6.482
2022-04-27,6.482
2022-04-28,6.482
2022-04-29,6.482
2022-04-30,6.482
2022-05-01,6.482
2022-05-02,6.476
2022-05-03,6.476
2022-05-04,6.476
2022-05-05,6.476
2022-05-06,6.476
2022-05-07,6.476
2022-05-08,6.463
2022-05-09,6.496
2022-05-10,6.496
2022-05-11,6.493
2022-05-12,6.493
2022-05-13,6.493
2022-05-14,6.493
2022-05-15,6.493
2022-05-16,6.493
2022-05-17,6.473
2022-05-18,6.473
2022-05-19,6.423
2022-05-20,6.423
2022-05-21,6.423
2022-05-22,6.423
2022-05-23,6.423
2022-05-24,6.423
2022-05-25,6.423
2022-05-26,6.455
2022-05-27,6.455
2022-05-28,6.455
2022-05-29,6.455
2022-05-30,6.455
2022-05-31,6.455
2022-06-01,6.455
2022-06-02,6.455
2022-06-03,6.466
2022-06-04,6.466
2022-06-05,6.466
2022-06-06,6.47
2022-06-07,6.47
2022-06-08,6.47
2022-06-09,6.37
2022-06-10,6.563
2022-06-11,6.563
2022-06-12,6.595
2022-06-13,6.508
2022-06-14,6.508
2022-06-15,6.508
2022-06-16,6.508
2022-06-17,6.508
2022-06-18,6.722
2022-06-19,6.722
2022-06-20,6.722
2022-06-21,6.722
2022-06-22,6.62
2022-06-23,6.62
2022-06-24,6.621
2022-06-25,6.621
2022-06-26,6.621
2022-06-27,6.532
2022-06-28,6.603
2022-06-29,6.627
2022-06-30,6.627
2022-07-01,6.627
2022-07-02,6.627
2022-07-03,6.627
2022-07-04,6.642
2022-07-05,6.575
2022-07-06,6.575
2022-07-07,6.576
2022-07-08,6.576
2022-07-09,6.576
2022-07-10,6.576
2022-07-11,6.606
2022-07-12,6.577
2022-07-13,6.653
2022-07-14,6.676
2022-07-15,6.684
2022-07-16,6.684
2022-07-17,6.684
2022-07-18,6.663
2022-07-19,6.668
2022-07-20,6.765
2022-07-21,6.876
2022-07-22,6.856
2022-07-23,6.856
2022-07-24,6.838
2022-07-25,6.868
2022-07-26,6.868
2022-07-27,6.868
2022-07-28,6.868
2022-07-29,6.868
2022-07-30,6.868
2022-07-31,6.868
2022-08-01,6.868
2022-08-02,6.878
2022-08-03,6.877
2022-08-04,6.877
2022-08-05,6.877
2022-08-06,6.877
2022-08-07,6.84
2022-08-08,6.84
2022-08-09,6.84
2022-08-10,6.838
2022-08-11,6.838
2022-08-12,6.838
2022-08-13,6.838
2022-08-14,6.838
2022-08-15,6.838
2022-08-16,6.838
2022-08-17,6.838
2022-08-18,6.838
2022-08-19,6.838
2022-08-20,6.838
2022-08-21,6.838
2022-08-22,6.838
2022-08-23,6.877
2022-08-24,6.71
2022-08-25,6.919
2022-08-26,6.887
2022-08-27,6.887
2022-08-28,6.888
2022-08-29,6.89
2022-08-30,6.865
2022-08-31,6.865
2022-09-01,6.894
2022-09-02,6.894
2022-09-03,6.894
2022-09-04,6.894
2022-09-05,6.894
2022-09-06,6.894
2022-09-07,6.894
2022-09-08,6.894
2022-09-09,6.894
2022-09-10,6.894
2022-09-11,6.894
2022-09-12,6.894
2022-09-13,6.894
2022-09-14,6.897
2022-09-15,6.897
2022-09-16,6.911
2022-09-17,6.911
2022-09-18,6.911
2022-09-19,6.911
2022-09-20,6.911
2022-09-21,6.911
2022-09-22,6.912
2022-09-23,7.061
2022-09-24,7.061
2022-09-25,7.061
2022-09-26,7.062
2022-09-27,7.062
2022-09-28,7.062
2022-09-29,7.062
2022-09-30,7.064
2022-10-01,7.064
2022-10-02,7.074
2022-10-03,7.113
2022-10-04,7.117
2022-10-05,7.152
2022-10-06,7.152
2022-10-07,7.137
2022-10-08,7.137
2022-10-09,7.137
2022-10-10,7.111
2022-10-11,7.148
2022-10-12,7.148
2022-10-13,7.211
2022-10-14,7.1
2022-10-15,7.1
2022-10-16,7.1
2022-10-17,7.1
2022-10-18,7.1
2022-10-19,7.047
2022-10-20,7.026
2022-10-21,7.026
2022-10-22,7.026
2022-10-23,6.986
2022-10-24,6.927
2022-10-25,6.927
2022-10-26,6.927
2022-10-27,6.927
2022-10-28,6.927
2022-10-29,6.927
2022-10-30,6.927
2022-10-31,6.882
2022-11-01,6.882
2022-11-02,6.909
2022-11-03,6.909
2022-11-04,6.937
2022-11-05,6.937
2022-11-06,6.999
2022-11-07,6.999
2022-11-08,6.999
2022-11-09,6.999
2022-11-10,7.073
2022-11-11,7.073
2022-11-12,7.073
2022-11-13,7.073
2022-11-14,7.059
2022-11-15,7.059
2022-11-16,7.059
2022-11-17,7.074
2022-11-18,7.074
2022-11-19,7.074
2022-11-20,7.074
2022-11-21,6.903
2022-11-22,6.903
2022-11-23,6.923
2022-11-24,6.923
2022-11-25,6.923
2022-11-26,6.923
2022-11-27,6.923
2022-11-28,6.923
2022-11-29,6.923
2022-11-30,6.923
2022-12-01,6.923
2022-12-02,6.923
2022-12-03,6.923
2022-12-04,6.923
2022-12-05,6.923
2022-12-06,6.923
2022-12-07,6.923
2022-12-08,6.916
2022-12-09,6.916
2022-12-10,6.916
2022-12-11,6.916
2022-12-12,6.916
2022-12-13,6.898
2022-12-14,6.894
2022-12-15,6.86
2022-12-16,6.851
2022-12-17,6.851
2022-12-18,6.851
2022-12-19,6.849
2022-12-20,6.759
2022-12-21,6.717
2022-12-22,6.776
2022-12-23,6.776
2022-12-24,6.776
2022-12-25,6.776
2022-12-26,6.754
2022-12-27,6.754
2022-12-28,6.691
2022-12-29,6.573
2022-12-30,6.573
2022-12-31,6.573
2023-01-01,6.573
2023-01-02,6.531
2023-01-03,6.425
2023-01-04,6.488
2023-01-05,6.471
2023-01-06,6.399
2023-01-07,6.399
2023-01-08,6.399
2023-01-09,6.396
2023-01-10,6.389
2023-01-11,6.389
2023-01-12,6.318
2023-01-13,6.238
2023-01-14,6.238
2023-01-15,6.202
2023-01-16,6.094
2023-01-17,5.919
2023-01-18,5.919
2023-01-19,5.892
2023-01-20,5.877
2023-01-21,5.877
2023-01-22,5.877
2023-01-23,5.896
2023-01-24,5.896
2023-01-25,5.845
2023-01-26,5.795
2023-01-27,5.783
2023-01-28,5.783
2023-01-29,5.772
2023-01-30,5.788
2023-01-31,5.789
2023-02-01,5.788
2023-02-02,5.789
2023-02-03,5.789
2023-02-04,5.789
2023-02-05,5.792
2023-02-06,5.772
2023-02-07,5.75
2023-02-08,5.75
2023-02-09,5.75
2023-02-10,5.75
2023-02-11,5.75
2023-02-12,5.75
2023-02-13,5.75
2023-02-14,5.726
2023-02-15,5.726
2023-02-16,5.654
2023-02-17,5.654
2023-02-18,5.654
2023-02-19,5.654
2023-02-20,5.654
2023-02-21,5.658
2023-02-22,5.579
2023-02-23,5.658
2023-02-24,5.636
2023-02-25,5.636
2023-02-26,5.636
2023-02-27,5.636
2023-02-28,5.635
2023-03-01,5.627
2023-03-02,5.635
2023-03-03,5.634
2023-03-04,5.634
2023-03-05,5.644
2023-03-06,5.644
2023-03-07,5.638
2023-03-08,5.638
2023-03-09,5.638
2023-03-10,5.638
2023-03-11,5.638
2023-03-12,5.638
2023-03-13,5.614
2023-03-14,5.614
2023-03-15,5.614
2023-03-16,5.614
2023-03-17,5.614
2023-03-18,5.614
2023-03-19,5.614
2023-03-20,5.614
2023-03-21,5.609
2023-03-22,5.609
2023-03-23,5.617
2023-03-24,5.617
2023-03-25,5.617
2023-03-26,5.617
2023-03-27,5.617
2023-03-28,5.619
2023-03-29,5.619
2023-03-30,5.619
2023-03-31,5.619
2023-04-01,5.619
2023-04-02,5.614
2023-04-03,5.612
2023-04-04,5.612
2023-04-05,5.612
2023-04-06,5.612
2023-04-07,5.612
2023-04-08,5.612
2023-04-09,5.611
2023-04-10,5.611
2023-04-11,5.611
2023-04-12,5.594
2023-04-13,5.594
2023-04-14,5.594
2023-04-15,5.606
2023-04-16,5.606
2023-04-17,5.594
2023-04-18,5.563
2023-04-19,5.441
2023-04-20,5.166
2023-04-21,5.118
2023-04-22,5.118
2023-04-23,5.093
2023-04-24,5.08
2023-04-25,5.022
2023-04-26,4.972
2023-04-27,4.972
2023-04-28,4.972
2023-04-29,4.972
2023-04-30,4.972
2023-05-01,4.943
2023-05-02,4.932
2023-05-03,4.935
2023-05-04,4.935
2023-05-05,4.935
2023-05-06,4.935
2023-05-07,4.935
2023-05-08,4.935
2023-05-09,4.935
2023-05-10,4.935
2023-05-11,4.935
2023-05-12,4.822
2023-05-13,4.822
2023-05-14,4.822
2023-05-15,4.822
2023-05-16,4.815
2023-05-17,4.815
2023-05-18,4.815
2023-05-19,4.815
2023-05-20,4.815
2023-05-21,4.815
2023-05-22,4.815
2023-05-23,4.8
2023-05-24,4.8
2023-05-25,4.8
2023-05-26,4.8
2023-05-27,4.8
2023-05-28,4.8
2023-05-29,4.8
2023-05-30,4.793
2023-05-31,4.793
2023-06-01,4.793
2023-06-02,4.793
2023-06-03,4.793
2023-06-04,4.793
2023-06-05,4.793
2023-06-06,4.794
2023-06-07,4.794
2023-06-08,4.794
2023-06-09,4.794
2023-06-10,4.794
2023-06-11,4.794
2023-06-12,4.793
2023-06-13,4.793
2023-06-14,4.793
2023-06-15,4.781
2023-06-16,4.781
2023-06-17,4.781
2023-06-18,4.781
2023-06-19,4.781
2023-06-20,4.781
2023-06-21,4.78
2023-06-22,4.781
2023-06-23,4.781
