,MOH US Equity
2021-03-24,20.37
2021-03-25,20.37
2021-03-26,20.37
2021-03-27,20.37
2021-03-28,20.37
2021-03-29,20.37
2021-03-30,20.37
2021-03-31,20.37
2021-04-01,20.37
2021-04-02,20.37
2021-04-03,20.37
2021-04-04,20.37
2021-04-05,20.37
2021-04-06,20.37
2021-04-07,20.37
2021-04-08,20.37
2021-04-09,20.37
2021-04-10,20.37
2021-04-11,20.37
2021-04-12,20.37
2021-04-13,20.37
2021-04-14,20.37
2021-04-15,20.37
2021-04-16,20.37
2021-04-17,20.37
2021-04-18,20.37
2021-04-19,20.37
2021-04-20,20.37
2021-04-21,20.37
2021-04-22,20.37
2021-04-23,20.37
2021-04-24,20.37
2021-04-25,20.37
2021-04-26,20.37
2021-04-27,20.37
2021-04-28,20.37
2021-04-29,20.37
2021-04-30,20.37
2021-05-01,20.37
2021-05-02,20.37
2021-05-03,20.37
2021-05-04,20.37
2021-05-05,20.37
2021-05-06,20.37
2021-05-07,20.37
2021-05-08,20.37
2021-05-09,20.37
2021-05-10,20.37
2021-05-11,20.37
2021-05-12,20.37
2021-05-13,20.37
2021-05-14,20.37
2021-05-15,20.37
2021-05-16,20.37
2021-05-17,20.37
2021-05-18,20.37
2021-05-19,20.37
2021-05-20,20.37
2021-05-21,20.37
2021-05-22,20.37
2021-05-23,20.37
2021-05-24,20.37
2021-05-25,20.37
2021-05-26,20.37
2021-05-27,20.37
2021-05-28,20.37
2021-05-29,20.37
2021-05-30,20.37
2021-05-31,20.37
2021-06-01,20.37
2021-06-02,20.37
2021-06-03,20.37
2021-06-04,20.37
2021-06-05,20.37
2021-06-06,20.37
2021-06-07,20.37
2021-06-08,20.37
2021-06-09,20.37
2021-06-10,20.37
2021-06-11,20.37
2021-06-12,20.37
2021-06-13,20.37
2021-06-14,20.37
2021-06-15,20.37
2021-06-16,20.37
2021-06-17,20.37
2021-06-18,20.37
2021-06-19,20.37
2021-06-20,20.37
2021-06-21,20.37
2021-06-22,20.37
2021-06-23,20.37
2021-06-24,20.37
2021-06-25,20.37
2021-06-26,20.37
2021-06-27,20.37
2021-06-28,20.37
2021-06-29,20.37
2021-06-30,20.37
2021-07-01,20.37
2021-07-02,20.37
2021-07-03,20.37
2021-07-04,20.37
2021-07-05,20.37
2021-07-06,20.37
2021-07-07,20.37
2021-07-08,20.37
2021-07-09,20.37
2021-07-10,20.37
2021-07-11,20.37
2021-07-12,20.37
2021-07-13,20.37
2021-07-14,20.37
2021-07-15,20.37
2021-07-16,20.37
2021-07-17,20.37
2021-07-18,20.37
2021-07-19,20.37
2021-07-20,20.37
2021-07-21,20.37
2021-07-22,20.37
2021-07-23,20.37
2021-07-24,20.37
2021-07-25,20.37
2021-07-26,20.37
2021-07-27,20.37
2021-07-28,20.37
2021-07-29,20.37
2021-07-30,20.37
2021-07-31,20.37
2021-08-01,20.37
2021-08-02,20.37
2021-08-03,20.37
2021-08-04,20.37
2021-08-05,20.37
2021-08-06,20.37
2021-08-07,20.37
2021-08-08,20.37
2021-08-09,20.37
2021-08-10,20.37
2021-08-11,20.37
2021-08-12,20.37
2021-08-13,20.37
2021-08-14,20.37
2021-08-15,20.37
2021-08-16,20.37
2021-08-17,20.37
2021-08-18,20.37
2021-08-19,20.37
2021-08-20,20.37
2021-08-21,20.37
2021-08-22,20.37
2021-08-23,20.37
2021-08-24,20.37
2021-08-25,20.37
2021-08-26,20.37
2021-08-27,20.37
2021-08-28,20.37
2021-08-29,20.37
2021-08-30,20.37
2021-08-31,20.37
2021-09-01,20.37
2021-09-02,20.37
2021-09-03,20.37
2021-09-04,20.37
2021-09-05,20.37
2021-09-06,20.37
2021-09-07,20.37
2021-09-08,20.37
2021-09-09,20.37
2021-09-10,20.37
2021-09-11,20.37
2021-09-12,20.37
2021-09-13,20.37
2021-09-14,20.37
2021-09-15,20.37
2021-09-16,20.37
2021-09-17,20.37
2021-09-18,20.37
2021-09-19,20.37
2021-09-20,20.37
2021-09-21,20.37
2021-09-22,20.37
2021-09-23,20.37
2021-09-24,20.37
2021-09-25,20.37
2021-09-26,20.37
2021-09-27,20.37
2021-09-28,20.37
2021-09-29,20.37
2021-09-30,20.37
2021-10-01,20.37
2021-10-02,20.37
2021-10-03,20.37
2021-10-04,20.37
2021-10-05,20.37
2021-10-06,20.37
2021-10-07,20.37
2021-10-08,20.37
2021-10-09,20.37
2021-10-10,20.37
2021-10-11,20.37
2021-10-12,20.37
2021-10-13,20.37
2021-10-14,20.37
2021-10-15,20.37
2021-10-16,20.37
2021-10-17,20.37
2021-10-18,20.37
2021-10-19,20.37
2021-10-20,20.37
2021-10-21,20.37
2021-10-22,20.37
2021-10-23,20.37
2021-10-24,20.37
2021-10-25,20.37
2021-10-26,20.37
2021-10-27,20.37
2021-10-28,20.37
2021-10-29,20.37
2021-10-30,20.37
2021-10-31,20.37
2021-11-01,20.37
2021-11-02,20.37
2021-11-03,20.37
2021-11-04,20.37
2021-11-05,20.37
2021-11-06,20.37
2021-11-07,20.37
2021-11-08,20.37
2021-11-09,20.37
2021-11-10,20.37
2021-11-11,20.37
2021-11-12,20.37
2021-11-13,20.37
2021-11-14,20.37
2021-11-15,20.37
2021-11-16,20.37
2021-11-17,20.37
2021-11-18,20.37
2021-11-19,20.37
2021-11-20,20.37
2021-11-21,20.37
2021-11-22,20.37
2021-11-23,20.37
2021-11-24,20.37
2021-11-25,20.37
2021-11-26,20.37
2021-11-27,20.37
2021-11-28,20.37
2021-11-29,20.37
2021-11-30,20.37
2021-12-01,20.37
2021-12-02,20.37
2021-12-03,20.37
2021-12-04,20.37
2021-12-05,20.37
2021-12-06,20.37
2021-12-07,20.37
2021-12-08,20.37
2021-12-09,20.37
2021-12-10,20.37
2021-12-11,20.37
2021-12-12,20.37
2021-12-13,20.37
2021-12-14,22.6
2021-12-15,22.6
2021-12-16,22.6
2021-12-17,22.6
2021-12-18,22.6
2021-12-19,22.6
2021-12-20,22.6
2021-12-21,22.6
2021-12-22,22.6
2021-12-23,22.6
2021-12-24,22.6
2021-12-25,22.6
2021-12-26,22.6
2021-12-27,22.6
2021-12-28,22.6
2021-12-29,22.6
2021-12-30,22.6
2021-12-31,22.6
2022-01-01,22.6
2022-01-02,22.6
2022-01-03,22.6
2022-01-04,22.6
2022-01-05,22.6
2022-01-06,22.6
2022-01-07,22.5
2022-01-08,22.5
2022-01-09,22.5
2022-01-10,22.5
2022-01-11,22.5
2022-01-12,22.5
2022-01-13,22.5
2022-01-14,22.5
2022-01-15,22.5
2022-01-16,22.5
2022-01-17,22.5
2022-01-18,22.5
2022-01-19,22.5
2022-01-20,22.5
2022-01-21,22.5
2022-01-22,22.5
2022-01-23,22.5
2022-01-24,22.5
2022-01-25,22.5
2022-01-26,22.5
2022-01-27,22.087
2022-01-28,22.087
2022-01-29,22.087
2022-01-30,22.087
2022-01-31,22.087
2022-02-01,22.087
2022-02-02,22.087
2022-02-03,22.087
2022-02-04,22.087
2022-02-05,22.087
2022-02-06,22.087
2022-02-07,22.087
2022-02-08,22.087
2022-02-09,22.087
2022-02-10,22.214
2022-02-11,22.35
2022-02-12,22.35
2022-02-13,22.35
2022-02-14,22.35
2022-02-15,22.35
2022-02-16,22.35
2022-02-17,22.35
2022-02-18,22.35
2022-02-19,22.35
2022-02-20,22.35
2022-02-21,22.35
2022-02-22,22.35
2022-02-23,22.35
2022-02-24,22.35
2022-02-25,22.35
2022-02-26,22.35
2022-02-27,22.35
2022-02-28,22.3
2022-03-01,22.3
2022-03-02,22.3
2022-03-03,22.3
2022-03-04,22.3
2022-03-05,22.3
2022-03-06,22.3
2022-03-07,22.3
2022-03-08,22.3
2022-03-09,22.3
2022-03-10,22.3
2022-03-11,22.3
2022-03-12,22.3
2022-03-13,22.3
2022-03-14,22.3
2022-03-15,22.3
2022-03-16,22.3
2022-03-17,22.3
2022-03-18,22.3
2022-03-19,22.3
2022-03-20,22.3
2022-03-21,22.3
2022-03-22,22.3
2022-03-23,22.3
2022-03-24,22.3
2022-03-25,22.3
2022-03-26,22.3
2022-03-27,22.3
2022-03-28,22.31
2022-03-29,22.31
2022-03-30,22.31
2022-03-31,22.31
2022-04-01,22.31
2022-04-02,22.31
2022-04-03,22.31
2022-04-04,22.176
2022-04-05,22.176
2022-04-06,22.176
2022-04-07,22.176
2022-04-08,22.176
2022-04-09,22.176
2022-04-10,22.176
2022-04-11,22.176
2022-04-12,22.176
2022-04-13,22.176
2022-04-14,22.176
2022-04-15,22.176
2022-04-16,22.176
2022-04-17,22.176
2022-04-18,22.176
2022-04-19,22.176
2022-04-20,22.176
2022-04-21,22.176
2022-04-22,22.176
2022-04-23,22.176
2022-04-24,22.176
2022-04-25,22.176
2022-04-26,22.176
2022-04-27,22.176
2022-04-28,22.327
2022-04-29,22.324
2022-04-30,22.324
2022-05-01,22.291
2022-05-02,22.291
2022-05-03,22.291
2022-05-04,22.291
2022-05-05,22.291
2022-05-06,22.291
2022-05-07,22.291
2022-05-08,22.291
2022-05-09,22.291
2022-05-10,22.291
2022-05-11,22.291
2022-05-12,22.291
2022-05-13,22.291
2022-05-14,22.291
2022-05-15,22.291
2022-05-16,22.291
2022-05-17,22.291
2022-05-18,22.291
2022-05-19,22.291
2022-05-20,22.291
2022-05-21,22.291
2022-05-22,22.291
2022-05-23,22.291
2022-05-24,22.241
2022-05-25,22.366
2022-05-26,22.3
2022-05-27,22.3
2022-05-28,22.3
2022-05-29,22.3
2022-05-30,22.3
2022-05-31,22.3
2022-06-01,22.3
2022-06-02,22.3
2022-06-03,22.356
2022-06-04,22.356
2022-06-05,22.356
2022-06-06,22.356
2022-06-07,22.356
2022-06-08,22.356
2022-06-09,22.356
2022-06-10,22.356
2022-06-11,22.356
2022-06-12,22.356
2022-06-13,22.356
2022-06-14,22.356
2022-06-15,22.356
2022-06-16,22.356
2022-06-17,22.356
2022-06-18,22.356
2022-06-19,22.457
2022-06-20,22.457
2022-06-21,22.457
2022-06-22,22.457
2022-06-23,22.457
2022-06-24,22.457
2022-06-25,22.457
2022-06-26,22.457
2022-06-27,22.457
2022-06-28,22.457
2022-06-29,22.457
2022-06-30,22.457
2022-07-01,22.457
2022-07-02,22.457
2022-07-03,22.457
2022-07-04,22.457
2022-07-05,22.457
2022-07-06,22.457
2022-07-07,22.457
2022-07-08,22.457
2022-07-09,22.457
2022-07-10,22.457
2022-07-11,22.457
2022-07-12,22.451
2022-07-13,22.451
2022-07-14,22.442
2022-07-15,22.442
2022-07-16,22.442
2022-07-17,22.442
2022-07-18,22.465
2022-07-19,22.465
2022-07-20,22.465
2022-07-21,22.465
2022-07-22,22.465
2022-07-23,22.465
2022-07-24,22.465
2022-07-25,22.465
2022-07-26,22.465
2022-07-27,22.465
2022-07-28,22.653
2022-07-29,22.644
2022-07-30,22.644
2022-07-31,22.647
2022-08-01,22.763
2022-08-02,22.813
2022-08-03,22.813
2022-08-04,22.813
2022-08-05,22.813
2022-08-06,22.813
2022-08-07,22.813
2022-08-08,22.813
2022-08-09,22.881
2022-08-10,22.881
2022-08-11,22.881
2022-08-12,22.881
2022-08-13,22.881
2022-08-14,22.881
2022-08-15,22.881
2022-08-16,22.881
2022-08-17,22.866
2022-08-18,22.866
2022-08-19,22.866
2022-08-20,22.866
2022-08-21,22.866
2022-08-22,22.866
2022-08-23,22.866
2022-08-24,22.866
2022-08-25,22.866
2022-08-26,22.866
2022-08-27,22.866
2022-08-28,22.866
2022-08-29,22.866
2022-08-30,22.866
2022-08-31,22.866
2022-09-01,22.866
2022-09-02,22.866
2022-09-03,22.866
2022-09-04,22.866
2022-09-05,22.866
2022-09-06,22.866
2022-09-07,22.866
2022-09-08,22.826
2022-09-09,22.826
2022-09-10,22.826
2022-09-11,22.826
2022-09-12,22.826
2022-09-13,22.826
2022-09-14,22.826
2022-09-15,22.826
2022-09-16,22.826
2022-09-17,22.826
2022-09-18,22.826
2022-09-19,22.826
2022-09-20,22.826
2022-09-21,22.823
2022-09-22,22.823
2022-09-23,22.823
2022-09-24,22.823
2022-09-25,22.823
2022-09-26,22.823
2022-09-27,22.823
2022-09-28,22.823
2022-09-29,22.823
2022-09-30,22.691
2022-10-01,22.691
2022-10-02,22.691
2022-10-03,22.663
2022-10-04,22.663
2022-10-05,22.663
2022-10-06,22.663
2022-10-07,22.663
2022-10-08,22.663
2022-10-09,22.663
2022-10-10,22.663
2022-10-11,22.663
2022-10-12,22.525
2022-10-13,22.541
2022-10-14,22.541
2022-10-15,22.541
2022-10-16,22.541
2022-10-17,22.606
2022-10-18,22.606
2022-10-19,22.606
2022-10-20,22.606
2022-10-21,22.606
2022-10-22,22.606
2022-10-23,22.687
2022-10-24,22.687
2022-10-25,22.687
2022-10-26,22.691
2022-10-27,22.845
2022-10-28,23.035
2022-10-29,23.035
2022-10-30,23.035
2022-10-31,23.067
2022-11-01,23.067
2022-11-02,23.067
2022-11-03,23.067
2022-11-04,23.067
2022-11-05,23.067
2022-11-06,23.018
2022-11-07,23.018
2022-11-08,23.058
2022-11-09,23.217
2022-11-10,23.217
2022-11-11,23.217
2022-11-12,23.217
2022-11-13,23.217
2022-11-14,23.217
2022-11-15,23.217
2022-11-16,23.217
2022-11-17,23.181
2022-11-18,23.181
2022-11-19,23.181
2022-11-20,23.181
2022-11-21,23.181
2022-11-22,23.181
2022-11-23,23.181
2022-11-24,23.181
2022-11-25,23.181
2022-11-26,23.181
2022-11-27,23.181
2022-11-28,23.181
2022-11-29,23.181
2022-11-30,23.181
2022-12-01,23.181
2022-12-02,23.181
2022-12-03,23.181
2022-12-04,23.3
2022-12-05,23.3
2022-12-06,23.3
2022-12-07,23.3
2022-12-08,23.3
2022-12-09,23.3
2022-12-10,23.3
2022-12-11,23.3
2022-12-12,23.3
2022-12-13,23.3
2022-12-14,23.3
2022-12-15,23.3
2022-12-16,23.3
2022-12-17,23.3
2022-12-18,23.3
2022-12-19,23.314
2022-12-20,23.314
2022-12-21,23.314
2022-12-22,23.314
2022-12-23,23.314
2022-12-24,23.314
2022-12-25,23.314
2022-12-26,23.314
2022-12-27,23.314
2022-12-28,23.314
2022-12-29,23.314
2022-12-30,23.314
2022-12-31,23.314
2023-01-01,23.314
2023-01-02,23.314
2023-01-03,23.507
2023-01-04,23.432
2023-01-05,23.413
2023-01-06,23.413
2023-01-07,23.413
2023-01-08,23.413
2023-01-09,23.413
2023-01-10,23.414
2023-01-11,23.414
2023-01-12,23.414
2023-01-13,23.414
2023-01-14,23.414
2023-01-15,23.414
2023-01-16,23.414
2023-01-17,23.414
2023-01-18,23.414
2023-01-19,23.414
2023-01-20,23.414
2023-01-21,23.414
2023-01-22,23.414
2023-01-23,23.506
2023-01-24,23.506
2023-01-25,23.506
2023-01-26,23.506
2023-01-27,23.506
2023-01-28,23.506
2023-01-29,23.506
2023-01-30,23.506
2023-01-31,23.506
2023-02-01,23.506
2023-02-02,23.506
2023-02-03,23.506
2023-02-04,23.506
2023-02-05,23.506
2023-02-06,23.506
2023-02-07,23.506
2023-02-08,23.506
2023-02-09,23.452
2023-02-10,23.386
2023-02-11,23.386
2023-02-12,23.386
2023-02-13,23.312
2023-02-14,23.312
2023-02-15,23.361
2023-02-16,23.236
2023-02-17,23.236
2023-02-18,23.236
2023-02-19,23.236
2023-02-20,23.236
2023-02-21,23.236
2023-02-22,23.2
2023-02-23,23.063
2023-02-24,23.063
2023-02-25,23.063
2023-02-26,23.063
2023-02-27,23.074
2023-02-28,22.999
2023-03-01,22.999
2023-03-02,22.999
2023-03-03,22.999
2023-03-04,22.999
2023-03-05,23.073
2023-03-06,23.073
2023-03-07,23.073
2023-03-08,23.073
2023-03-09,23.073
2023-03-10,23.073
2023-03-11,23.073
2023-03-12,23.073
2023-03-13,23.073
2023-03-14,23.073
2023-03-15,23.073
2023-03-16,23.073
2023-03-17,23.073
2023-03-18,23.073
2023-03-19,23.073
2023-03-20,22.957
2023-03-21,22.957
2023-03-22,22.901
2023-03-23,22.901
2023-03-24,22.901
2023-03-25,22.901
2023-03-26,22.901
2023-03-27,22.901
2023-03-28,22.901
2023-03-29,22.901
2023-03-30,22.901
2023-03-31,22.901
2023-04-01,22.901
2023-04-02,22.901
2023-04-03,22.901
2023-04-04,22.901
2023-04-05,22.901
2023-04-06,22.901
2023-04-07,22.901
2023-04-08,22.901
2023-04-09,22.901
2023-04-10,22.901
2023-04-11,22.965
2023-04-12,22.965
2023-04-13,22.965
2023-04-14,22.965
2023-04-15,22.965
2023-04-16,22.965
2023-04-17,22.965
2023-04-18,22.965
2023-04-19,22.965
2023-04-20,22.947
2023-04-21,22.947
2023-04-22,22.947
2023-04-23,22.947
2023-04-24,22.947
2023-04-25,22.947
2023-04-26,22.947
2023-04-27,22.959
2023-04-28,23.234
2023-04-29,23.234
2023-04-30,23.234
2023-05-01,23.234
2023-05-02,23.221
2023-05-03,23.221
2023-05-04,23.221
2023-05-05,22.963
2023-05-06,22.963
2023-05-07,22.963
2023-05-08,22.963
2023-05-09,22.963
2023-05-10,23.0
2023-05-11,23.0
2023-05-12,23.0
2023-05-13,23.0
2023-05-14,23.0
2023-05-15,23.129
2023-05-16,23.155
2023-05-17,23.155
2023-05-18,23.155
2023-05-19,23.155
2023-05-20,23.155
2023-05-21,23.155
2023-05-22,23.155
2023-05-23,23.155
2023-05-24,23.155
2023-05-25,23.083
2023-05-26,23.083
2023-05-27,23.083
2023-05-28,23.083
2023-05-29,23.083
2023-05-30,23.083
2023-05-31,23.022
2023-06-01,23.022
2023-06-02,23.022
2023-06-03,23.022
2023-06-04,23.022
2023-06-05,23.022
2023-06-06,23.022
2023-06-07,23.022
2023-06-08,23.022
2023-06-09,23.021
2023-06-10,23.021
2023-06-11,23.021
2023-06-12,23.034
2023-06-13,23.034
2023-06-14,23.034
2023-06-15,23.034
2023-06-16,23.034
2023-06-17,23.034
2023-06-18,23.034
2023-06-19,23.034
2023-06-20,23.034
2023-06-21,23.034
2023-06-22,23.034
2023-06-23,23.034
2023-06-24,23.034
2023-06-25,23.034
