,COP US Equity
2023-06-24,10.13
2023-06-25,10.13
2023-06-26,10.12
2023-06-27,10.12
2023-06-28,10.13
2023-06-29,10.13
2023-06-30,10.097
2023-07-01,10.065
2023-07-02,10.065
2023-07-03,10.065
2023-07-04,10.065
2023-07-05,10.08
2023-07-06,10.084
2023-07-07,10.084
2023-07-08,10.084
2023-07-09,10.084
2023-07-10,10.084
2023-07-11,10.087
2023-07-12,10.051
2023-07-13,9.987
2023-07-14,9.954
2023-07-15,9.954
2023-07-16,9.954
2023-07-17,9.902
2023-07-18,9.908
2023-07-19,9.843
2023-07-20,9.858
2023-07-21,9.858
2023-07-22,9.858
2023-07-23,9.844
2023-07-24,9.858
2023-07-25,9.858
2023-07-26,9.858
2023-07-27,9.858
2023-07-28,9.858
2023-07-29,9.858
2023-07-30,9.915
2023-07-31,9.876
2023-08-01,9.876
2023-08-02,9.876
2023-08-03,9.816
2023-08-04,9.825
2023-08-05,9.825
2023-08-06,9.825
2023-08-07,9.815
2023-08-08,9.815
2023-08-09,9.726
2023-08-10,9.685
2023-08-11,9.607
2023-08-12,9.607
2023-08-13,9.65
2023-08-14,9.68
2023-08-15,9.728
2023-08-16,9.737
2023-08-17,9.707
2023-08-18,9.694
2023-08-19,9.694
2023-08-20,9.69
2023-08-21,9.69
2023-08-22,9.69
2023-08-23,9.712
2023-08-24,9.716
2023-08-25,9.716
2023-08-26,9.716
2023-08-27,9.803
2023-08-28,9.808
2023-08-29,9.89
2023-08-30,9.89
2023-08-31,9.89
2023-09-01,9.868
2023-09-02,9.868
2023-09-03,9.77
2023-09-04,9.77
2023-09-05,9.77
2023-09-06,9.77
2023-09-07,9.77
2023-09-08,9.77
2023-09-09,9.77
2023-09-10,9.77
2023-09-11,9.836
2023-09-12,9.944
2023-09-13,9.944
2023-09-14,9.944
2023-09-15,10.003
2023-09-16,10.003
2023-09-17,10.028
2023-09-18,10.108
2023-09-19,10.108
2023-09-20,10.108
2023-09-21,10.108
2023-09-22,10.108
2023-09-23,10.108
2023-09-24,10.108
2023-09-25,10.108
2023-09-26,10.108
2023-09-27,10.207
2023-09-28,10.207
2023-09-29,10.207
2023-09-30,10.141
2023-10-01,10.091
2023-10-02,10.104
2023-10-03,10.147
2023-10-04,10.2
2023-10-05,10.2
2023-10-06,10.2
2023-10-07,10.2
2023-10-08,10.2
2023-10-09,10.2
2023-10-10,10.166
2023-10-11,10.089
2023-10-12,10.113
2023-10-13,10.122
2023-10-14,10.107
2023-10-15,10.131
2023-10-16,10.241
2023-10-17,10.26
2023-10-18,10.256
2023-10-19,10.329
2023-10-20,10.329
2023-10-21,10.329
2023-10-22,10.329
2023-10-23,10.286
2023-10-24,10.298
2023-10-25,10.298
2023-10-26,10.298
2023-10-27,10.298
2023-10-28,10.298
2023-10-29,10.298
2023-10-30,10.281
2023-10-31,10.281
2023-11-01,10.281
2023-11-02,10.261
2023-11-03,10.344
2023-11-04,10.344
2023-11-05,10.35
2023-11-06,10.324
2023-11-07,10.324
2023-11-08,10.324
2023-11-09,10.324
2023-11-10,10.324
2023-11-11,10.319
2023-11-12,10.319
2023-11-13,10.323
2023-11-14,10.337
2023-11-15,10.337
2023-11-16,10.337
2023-11-17,10.337
2023-11-18,10.337
2023-11-19,10.337
2023-11-20,10.337
2023-11-21,10.337
2023-11-22,10.29
2023-11-23,10.29
2023-11-24,10.29
2023-11-25,10.29
2023-11-26,10.29
2023-11-27,10.29
2023-11-28,10.29
2023-11-29,10.289
2023-11-30,10.289
2023-12-01,10.289
2023-12-02,10.289
2023-12-03,10.287
2023-12-04,10.246
2023-12-05,10.231
2023-12-06,10.231
2023-12-07,10.106
2023-12-08,10.071
2023-12-09,10.071
2023-12-10,10.071
2023-12-11,10.054
2023-12-12,9.886
2023-12-13,9.924
2023-12-14,9.863
2023-12-15,9.863
2023-12-16,9.863
2023-12-17,9.863
2023-12-18,9.924
2023-12-19,9.93
2023-12-20,9.93
2023-12-21,9.74
2023-12-22,9.74
2023-12-23,9.74
2023-12-24,9.74
2023-12-25,9.74
2023-12-26,9.74
2023-12-27,9.713
2023-12-28,9.713
2023-12-29,9.713
2023-12-30,9.713
2023-12-31,9.713
2024-01-01,9.713
2024-01-02,9.713
2024-01-03,9.78
2024-01-04,9.686
2024-01-05,9.57
2024-01-06,9.57
2024-01-07,9.329
2024-01-08,9.234
2024-01-09,9.257
2024-01-10,9.256
2024-01-11,9.264
2024-01-12,9.241
2024-01-13,9.241
2024-01-14,9.241
2024-01-15,9.221
2024-01-16,9.143
2024-01-17,9.14
2024-01-18,9.14
2024-01-19,9.116
2024-01-20,9.116
2024-01-21,9.116
2024-01-22,8.932
2024-01-23,8.877
2024-01-24,8.877
2024-01-25,8.877
2024-01-26,8.839
2024-01-27,8.839
2024-01-28,8.839
2024-01-29,8.839
2024-01-30,8.831
2024-01-31,8.831
2024-02-01,8.831
2024-02-02,8.831
2024-02-03,8.831
2024-02-04,8.831
2024-02-05,8.831
2024-02-06,8.831
2024-02-07,8.831
2024-02-08,8.755
2024-02-09,8.684
2024-02-10,8.684
2024-02-11,8.684
2024-02-12,8.635
2024-02-13,8.651
2024-02-14,8.639
2024-02-15,8.639
2024-02-16,8.639
2024-02-17,8.639
2024-02-18,8.639
2024-02-19,8.639
2024-02-20,8.645
2024-02-21,8.645
2024-02-22,8.645
2024-02-23,8.645
2024-02-24,8.645
2024-02-25,8.645
2024-02-26,8.65
2024-02-27,8.65
2024-02-28,8.65
2024-02-29,8.65
2024-03-01,8.629
2024-03-02,8.629
2024-03-03,8.629
2024-03-04,8.608
2024-03-05,8.608
2024-03-06,8.544
2024-03-07,8.544
2024-03-08,8.56
2024-03-09,8.56
2024-03-10,8.56
2024-03-11,8.512
2024-03-12,8.531
2024-03-13,8.524
2024-03-14,8.563
2024-03-15,8.563
2024-03-16,8.563
2024-03-17,8.567
2024-03-18,8.564
2024-03-19,8.609
2024-03-20,8.609
2024-03-21,8.638
2024-03-22,8.638
2024-03-23,8.638
2024-03-24,8.638
2024-03-25,8.638
2024-03-26,8.639
2024-03-27,8.635
2024-03-28,8.641
2024-03-29,8.641
2024-03-30,8.641
2024-03-31,8.641
2024-04-01,8.664
2024-04-02,8.748
2024-04-03,8.781
2024-04-04,8.781
2024-04-05,8.808
2024-04-06,8.808
2024-04-07,8.808
2024-04-08,8.811
