,MRO US Equity
2023-06-24,3.525
2023-06-25,3.525
2023-06-26,3.515
2023-06-27,3.515
2023-06-28,3.515
2023-06-29,3.515
2023-06-30,3.515
2023-07-01,3.491
2023-07-02,3.491
2023-07-03,3.491
2023-07-04,3.491
2023-07-05,3.491
2023-07-06,3.491
2023-07-07,3.491
2023-07-08,3.491
2023-07-09,3.491
2023-07-10,3.491
2023-07-11,3.491
2023-07-12,3.379
2023-07-13,3.391
2023-07-14,3.347
2023-07-15,3.347
2023-07-16,3.347
2023-07-17,3.294
2023-07-18,3.289
2023-07-19,3.298
2023-07-20,3.279
2023-07-21,3.226
2023-07-22,3.226
2023-07-23,3.236
2023-07-24,3.237
2023-07-25,3.237
2023-07-26,3.237
2023-07-27,3.237
2023-07-28,3.237
2023-07-29,3.237
2023-07-30,3.287
2023-07-31,3.289
2023-08-01,3.289
2023-08-02,3.283
2023-08-03,3.28
2023-08-04,3.313
2023-08-05,3.313
2023-08-06,3.313
2023-08-07,3.295
2023-08-08,3.287
2023-08-09,3.291
2023-08-10,3.3
2023-08-11,3.312
2023-08-12,3.312
2023-08-13,3.329
2023-08-14,3.337
2023-08-15,3.337
2023-08-16,3.357
2023-08-17,3.353
2023-08-18,3.347
2023-08-19,3.347
2023-08-20,3.345
2023-08-21,3.345
2023-08-22,3.345
2023-08-23,3.333
2023-08-24,3.318
2023-08-25,3.34
2023-08-26,3.34
2023-08-27,3.385
2023-08-28,3.387
2023-08-29,3.387
2023-08-30,3.387
2023-08-31,3.391
2023-09-01,3.442
2023-09-02,3.442
2023-09-03,3.44
2023-09-04,3.44
2023-09-05,3.44
2023-09-06,3.44
2023-09-07,3.44
2023-09-08,3.44
2023-09-09,3.44
2023-09-10,3.44
2023-09-11,3.451
2023-09-12,3.464
2023-09-13,3.513
2023-09-14,3.513
2023-09-15,3.538
2023-09-16,3.538
2023-09-17,3.538
2023-09-18,3.57
2023-09-19,3.57
2023-09-20,3.534
2023-09-21,3.534
2023-09-22,3.534
2023-09-23,3.534
2023-09-24,3.534
2023-09-25,3.534
2023-09-26,3.534
2023-09-27,3.591
2023-09-28,3.591
2023-09-29,3.591
2023-09-30,3.581
2023-10-01,3.581
2023-10-02,3.599
2023-10-03,3.606
2023-10-04,3.632
2023-10-05,3.632
2023-10-06,3.632
2023-10-07,3.632
2023-10-08,3.632
2023-10-09,3.601
2023-10-10,3.619
2023-10-11,3.646
2023-10-12,3.659
2023-10-13,3.651
2023-10-14,3.654
2023-10-15,3.654
2023-10-16,3.66
2023-10-17,3.671
2023-10-18,3.683
2023-10-19,3.691
2023-10-20,3.691
2023-10-21,3.691
2023-10-22,3.691
2023-10-23,3.656
2023-10-24,3.641
2023-10-25,3.641
2023-10-26,3.641
2023-10-27,3.641
2023-10-28,3.641
2023-10-29,3.641
2023-10-30,3.657
2023-10-31,3.657
2023-11-01,3.629
2023-11-02,3.654
2023-11-03,3.685
2023-11-04,3.685
2023-11-05,3.685
2023-11-06,3.691
2023-11-07,3.692
2023-11-08,3.692
2023-11-09,3.693
2023-11-10,3.693
2023-11-11,3.693
2023-11-12,3.7
2023-11-13,3.681
2023-11-14,3.682
2023-11-15,3.697
2023-11-16,3.697
2023-11-17,3.697
2023-11-18,3.697
2023-11-19,3.67
2023-11-20,3.67
2023-11-21,3.665
2023-11-22,3.64
2023-11-23,3.64
2023-11-24,3.64
2023-11-25,3.64
2023-11-26,3.64
2023-11-27,3.649
2023-11-28,3.639
2023-11-29,3.632
2023-11-30,3.632
2023-12-01,3.632
2023-12-02,3.632
2023-12-03,3.632
2023-12-04,3.612
2023-12-05,3.608
2023-12-06,3.584
2023-12-07,3.533
2023-12-08,3.533
2023-12-09,3.533
2023-12-10,3.533
2023-12-11,3.524
2023-12-12,3.509
2023-12-13,3.509
2023-12-14,3.41
2023-12-15,3.41
2023-12-16,3.41
2023-12-17,3.41
2023-12-18,3.353
2023-12-19,3.353
2023-12-20,3.353
2023-12-21,3.253
2023-12-22,3.253
2023-12-23,3.253
2023-12-24,3.253
2023-12-25,3.253
2023-12-26,3.253
2023-12-27,3.253
2023-12-28,3.253
2023-12-29,3.253
2023-12-30,3.253
2023-12-31,3.253
2024-01-01,3.253
2024-01-02,3.253
2024-01-03,3.287
2024-01-04,3.241
2024-01-05,3.193
2024-01-06,3.193
2024-01-07,3.158
2024-01-08,3.107
2024-01-09,3.112
2024-01-10,3.113
2024-01-11,3.12
2024-01-12,3.065
2024-01-13,3.065
2024-01-14,3.065
2024-01-15,3.053
2024-01-16,2.997
2024-01-17,2.992
2024-01-18,2.963
2024-01-19,2.965
2024-01-20,2.965
2024-01-21,2.965
2024-01-22,2.89
2024-01-23,2.821
2024-01-24,2.816
2024-01-25,2.816
2024-01-26,2.789
2024-01-27,2.789
2024-01-28,2.789
2024-01-29,2.789
2024-01-30,2.776
2024-01-31,2.776
2024-02-01,2.776
2024-02-02,2.776
2024-02-03,2.776
2024-02-04,2.776
2024-02-05,2.776
2024-02-06,2.776
2024-02-07,2.776
2024-02-08,2.776
2024-02-09,2.772
2024-02-10,2.772
2024-02-11,2.772
2024-02-12,2.756
2024-02-13,2.699
2024-02-14,2.699
2024-02-15,2.699
2024-02-16,2.699
2024-02-17,2.699
2024-02-18,2.699
2024-02-19,2.699
2024-02-20,2.699
2024-02-21,2.699
2024-02-22,2.726
2024-02-23,2.709
2024-02-24,2.709
2024-02-25,2.709
2024-02-26,2.708
2024-02-27,2.696
2024-02-28,2.696
2024-02-29,2.696
2024-03-01,2.695
2024-03-02,2.695
2024-03-03,2.695
2024-03-04,2.689
2024-03-05,2.689
2024-03-06,2.644
2024-03-07,2.639
2024-03-08,2.639
2024-03-09,2.639
2024-03-10,2.639
2024-03-11,2.621
2024-03-12,2.619
2024-03-13,2.551
2024-03-14,2.509
2024-03-15,2.509
2024-03-16,2.509
2024-03-17,2.509
2024-03-18,2.539
2024-03-19,2.557
2024-03-20,2.557
2024-03-21,2.592
2024-03-22,2.592
2024-03-23,2.592
2024-03-24,2.592
2024-03-25,2.599
2024-03-26,2.599
2024-03-27,2.594
2024-03-28,2.57
2024-03-29,2.57
2024-03-30,2.57
2024-03-31,2.57
2024-04-01,2.565
2024-04-02,2.599
2024-04-03,2.599
2024-04-04,2.599
2024-04-05,2.608
2024-04-06,2.608
2024-04-07,2.608
2024-04-08,2.608
