,EOG US Equity
2020-05-24,5.63
2020-05-25,5.63
2020-05-26,5.63
2020-05-27,5.63
2020-05-28,5.63
2020-05-29,5.63
2020-05-30,5.63
2020-05-31,5.63
2020-06-01,5.63
2020-06-02,5.63
2020-06-03,5.63
2020-06-04,5.63
2020-06-05,5.63
2020-06-06,5.63
2020-06-07,5.63
2020-06-08,5.63
2020-06-09,5.63
2020-06-10,5.63
2020-06-11,5.63
2020-06-12,5.63
2020-06-13,5.63
2020-06-14,5.63
2020-06-15,5.603
2020-06-16,5.603
2020-06-17,5.603
2020-06-18,5.603
2020-06-19,5.603
2020-06-20,5.603
2020-06-21,5.603
2020-06-22,5.603
2020-06-23,5.603
2020-06-24,5.603
2020-06-25,5.603
2020-06-26,5.603
2020-06-27,5.603
2020-06-28,5.603
2020-06-29,5.57
2020-06-30,5.57
2020-07-01,5.551
2020-07-02,5.636
2020-07-03,5.636
2020-07-04,5.636
2020-07-05,5.636
2020-07-06,5.636
2020-07-07,5.636
2020-07-08,5.641
2020-07-09,5.641
2020-07-10,5.641
2020-07-11,5.641
2020-07-12,5.641
2020-07-13,5.641
2020-07-14,5.691
2020-07-15,5.684
2020-07-16,5.684
2020-07-17,5.684
2020-07-18,5.684
2020-07-19,5.684
2020-07-20,5.684
2020-07-21,5.684
2020-07-22,5.684
2020-07-23,5.684
2020-07-24,5.675
2020-07-25,5.675
2020-07-26,5.675
2020-07-27,5.675
2020-07-28,5.675
2020-07-29,5.675
2020-07-30,5.675
2020-07-31,5.675
2020-08-01,5.675
2020-08-02,5.675
2020-08-03,5.675
2020-08-04,5.675
2020-08-05,5.675
2020-08-06,5.713
2020-08-07,5.713
2020-08-08,5.713
2020-08-09,5.713
2020-08-10,5.648
2020-08-11,5.648
2020-08-12,5.648
2020-08-13,5.76
2020-08-14,5.516
2020-08-15,5.516
2020-08-16,5.516
2020-08-17,5.516
2020-08-18,5.216
2020-08-19,5.216
2020-08-20,5.216
2020-08-21,5.399
2020-08-22,5.399
2020-08-23,5.399
2020-08-24,5.399
2020-08-25,5.399
2020-08-26,5.399
2020-08-27,5.399
2020-08-28,5.399
2020-08-29,5.399
2020-08-30,5.399
2020-08-31,5.399
2020-09-01,5.399
2020-09-02,5.399
2020-09-03,5.399
2020-09-04,5.399
2020-09-05,5.399
2020-09-06,5.399
2020-09-07,5.399
2020-09-08,5.399
2020-09-09,5.399
2020-09-10,5.399
2020-09-11,5.399
2020-09-12,5.399
2020-09-13,5.399
2020-09-14,5.399
2020-09-15,5.399
2020-09-16,5.399
2020-09-17,5.287
2020-09-18,5.287
2020-09-19,5.287
2020-09-20,5.287
2020-09-21,5.287
2020-09-22,5.287
2020-09-23,5.307
2020-09-24,5.307
2020-09-25,5.307
2020-09-26,5.307
2020-09-27,5.307
2020-09-28,5.307
2020-09-29,5.307
2020-09-30,5.307
2020-10-01,5.307
2020-10-02,5.307
2020-10-03,5.307
2020-10-04,5.307
2020-10-05,5.307
2020-10-06,5.307
2020-10-07,5.268
2020-10-08,5.268
2020-10-09,5.311
2020-10-10,5.311
2020-10-11,5.311
2020-10-12,5.311
2020-10-13,5.305
2020-10-14,5.235
2020-10-15,5.235
2020-10-16,5.235
2020-10-17,5.235
2020-10-18,5.235
2020-10-19,5.21
2020-10-20,5.236
2020-10-21,5.236
2020-10-22,5.236
2020-10-23,5.236
2020-10-24,5.236
2020-10-25,5.236
2020-10-26,5.236
2020-10-27,5.236
2020-10-28,5.078
2020-10-29,5.078
2020-10-30,5.078
2020-10-31,5.078
2020-11-01,5.078
2020-11-02,5.078
2020-11-03,5.078
2020-11-04,5.078
2020-11-05,5.078
2020-11-06,5.122
2020-11-07,4.868
2020-11-08,4.979
2020-11-09,4.979
2020-11-10,5.096
2020-11-11,5.096
2020-11-12,5.157
2020-11-13,4.802
2020-11-14,4.802
2020-11-15,4.802
2020-11-16,4.802
2020-11-17,4.802
2020-11-18,5.11
2020-11-19,5.141
2020-11-20,5.141
2020-11-21,5.141
2020-11-22,5.141
2020-11-23,5.141
2020-11-24,5.141
2020-11-25,5.141
2020-11-26,5.141
2020-11-27,5.141
2020-11-28,5.141
2020-11-29,5.141
2020-11-30,5.141
2020-12-01,5.141
2020-12-02,5.141
2020-12-03,5.141
2020-12-04,5.141
2020-12-05,5.141
2020-12-06,5.141
2020-12-07,5.143
2020-12-08,5.108
2020-12-09,5.255
2020-12-10,5.255
2020-12-11,5.255
2020-12-12,5.255
2020-12-13,5.255
2020-12-14,5.255
2020-12-15,5.255
2020-12-16,5.255
2020-12-17,5.258
2020-12-18,5.258
2020-12-19,5.258
2020-12-20,5.258
2020-12-21,5.258
2020-12-22,5.258
2020-12-23,5.258
2020-12-24,5.258
2020-12-25,5.258
2020-12-26,5.258
2020-12-27,5.258
2020-12-28,5.258
2020-12-29,5.258
2020-12-30,5.258
2020-12-31,5.258
2021-01-01,5.258
2021-01-02,5.258
2021-01-03,5.278
2021-01-04,5.001
2021-01-05,5.001
2021-01-06,5.001
2021-01-07,5.001
2021-01-08,5.001
2021-01-09,5.001
2021-01-10,5.001
2021-01-11,5.254
2021-01-12,5.309
2021-01-13,5.309
2021-01-14,5.336
2021-01-15,5.336
2021-01-16,5.336
2021-01-17,5.336
2021-01-18,5.336
2021-01-19,5.336
2021-01-20,5.336
2021-01-21,5.336
2021-01-22,5.6
2021-01-23,5.6
2021-01-24,5.6
2021-01-25,5.649
2021-01-26,5.649
2021-01-27,5.678
2021-01-28,5.424
2021-01-29,5.424
2021-01-30,5.424
2021-01-31,5.424
2021-02-01,5.424
2021-02-02,5.428
2021-02-03,5.437
2021-02-04,5.437
2021-02-05,5.437
2021-02-06,5.437
2021-02-07,5.437
2021-02-08,5.437
2021-02-09,5.437
2021-02-10,5.57
2021-02-11,5.57
2021-02-12,5.57
2021-02-13,5.57
2021-02-14,5.57
2021-02-15,5.57
2021-02-16,5.57
2021-02-17,5.57
2021-02-18,5.57
2021-02-19,5.57
2021-02-20,5.57
2021-02-21,5.57
2021-02-22,5.57
2021-02-23,5.445
2021-02-24,5.445
2021-02-25,5.476
2021-02-26,5.596
2021-02-27,5.596
2021-02-28,5.596
2021-03-01,5.848
2021-03-02,5.842
2021-03-03,5.842
2021-03-04,5.857
2021-03-05,5.857
2021-03-06,5.857
2021-03-07,5.857
2021-03-08,5.857
2021-03-09,5.857
2021-03-10,5.857
2021-03-11,5.857
2021-03-12,5.857
2021-03-13,5.876
2021-03-14,5.876
2021-03-15,5.996
2021-03-16,5.996
2021-03-17,5.996
2021-03-18,5.996
2021-03-19,5.996
2021-03-20,5.996
2021-03-21,5.996
2021-03-22,5.996
2021-03-23,5.943
2021-03-24,5.943
2021-03-25,5.943
2021-03-26,5.943
2021-03-27,5.943
2021-03-28,5.943
2021-03-29,5.943
2021-03-30,5.943
2021-03-31,5.943
2021-04-01,5.929
2021-04-02,5.929
2021-04-03,5.929
2021-04-04,5.929
2021-04-05,5.929
2021-04-06,5.929
2021-04-07,5.952
2021-04-08,6.088
2021-04-09,6.088
2021-04-10,6.088
2021-04-11,6.088
2021-04-12,6.088
2021-04-13,6.088
2021-04-14,6.282
2021-04-15,6.45
2021-04-16,6.45
2021-04-17,6.45
2021-04-18,6.45
2021-04-19,7.202
2021-04-20,7.172
2021-04-21,7.172
2021-04-22,7.174
2021-04-23,7.174
2021-04-24,7.174
2021-04-25,7.174
2021-04-26,7.174
2021-04-27,7.174
2021-04-28,7.174
2021-04-29,7.174
2021-04-30,7.174
2021-05-01,7.174
2021-05-02,7.174
2021-05-03,7.174
2021-05-04,7.174
2021-05-05,7.174
2021-05-06,7.174
2021-05-07,7.178
2021-05-08,7.178
2021-05-09,7.171
2021-05-10,6.975
2021-05-11,7.106
2021-05-12,7.149
2021-05-13,7.149
2021-05-14,7.199
2021-05-15,7.199
2021-05-16,7.199
2021-05-17,7.199
2021-05-18,7.199
2021-05-19,7.199
2021-05-20,7.199
2021-05-21,7.199
2021-05-22,7.199
2021-05-23,7.199
2021-05-24,7.199
2021-05-25,7.199
2021-05-26,7.311
2021-05-27,7.311
2021-05-28,7.311
2021-05-29,7.311
2021-05-30,7.311
2021-05-31,7.311
2021-06-01,7.311
2021-06-02,7.311
2021-06-03,7.31
2021-06-04,7.31
2021-06-05,7.31
2021-06-06,7.31
2021-06-07,7.379
2021-06-08,7.379
2021-06-09,7.379
2021-06-10,7.379
2021-06-11,7.379
2021-06-12,7.379
2021-06-13,7.379
2021-06-14,7.379
2021-06-15,7.379
2021-06-16,7.379
2021-06-17,7.439
2021-06-18,7.439
2021-06-19,7.439
2021-06-20,7.822
2021-06-21,7.822
2021-06-22,7.822
2021-06-23,7.822
2021-06-24,7.822
2021-06-25,7.822
2021-06-26,7.822
2021-06-27,7.822
2021-06-28,7.822
2021-06-29,7.822
2021-06-30,7.822
2021-07-01,7.822
2021-07-02,7.822
2021-07-03,7.822
2021-07-04,7.822
2021-07-05,7.822
2021-07-06,7.974
2021-07-07,7.974
2021-07-08,7.974
2021-07-09,8.165
2021-07-10,8.165
2021-07-11,8.165
2021-07-12,8.165
2021-07-13,8.165
2021-07-14,8.071
2021-07-15,8.203
2021-07-16,8.203
2021-07-17,8.203
2021-07-18,8.323
2021-07-19,8.327
2021-07-20,8.327
2021-07-21,8.327
2021-07-22,8.327
2021-07-23,8.327
2021-07-24,8.327
2021-07-25,8.326
2021-07-26,8.336
2021-07-27,8.342
2021-07-28,8.342
2021-07-29,8.342
2021-07-30,8.342
2021-07-31,8.342
2021-08-01,8.342
2021-08-02,8.342
2021-08-03,8.342
2021-08-04,8.363
2021-08-05,8.375
2021-08-06,8.391
2021-08-07,8.47
2021-08-08,8.47
2021-08-09,8.465
2021-08-10,8.456
2021-08-11,8.456
2021-08-12,8.49
2021-08-13,8.765
2021-08-14,8.765
2021-08-15,8.765
2021-08-16,8.765
2021-08-17,8.765
2021-08-18,8.765
2021-08-19,8.765
2021-08-20,8.765
2021-08-21,8.765
2021-08-22,8.765
2021-08-23,8.765
2021-08-24,8.765
2021-08-25,8.765
2021-08-26,8.765
2021-08-27,8.765
2021-08-28,8.765
2021-08-29,8.765
2021-08-30,8.765
2021-08-31,8.765
2021-09-01,8.765
2021-09-02,8.765
2021-09-03,8.739
2021-09-04,8.739
2021-09-05,8.739
2021-09-06,8.761
2021-09-07,8.743
2021-09-08,8.743
2021-09-09,8.743
2021-09-10,8.743
2021-09-11,8.743
2021-09-12,8.743
2021-09-13,8.743
2021-09-14,8.743
2021-09-15,8.747
2021-09-16,8.747
2021-09-17,8.747
2021-09-18,8.747
2021-09-19,8.747
2021-09-20,8.747
2021-09-21,8.747
2021-09-22,8.742
2021-09-23,8.742
2021-09-24,8.757
2021-09-25,8.757
2021-09-26,8.757
2021-09-27,8.757
2021-09-28,8.757
2021-09-29,8.757
2021-09-30,8.757
2021-10-01,8.757
2021-10-02,8.757
2021-10-03,8.757
2021-10-04,8.811
2021-10-05,8.822
2021-10-06,8.822
2021-10-07,8.822
2021-10-08,8.822
2021-10-09,8.822
2021-10-10,8.822
2021-10-11,8.822
2021-10-12,8.822
2021-10-13,8.86
2021-10-14,9.224
2021-10-15,9.226
2021-10-16,9.226
2021-10-17,9.226
2021-10-18,9.396
2021-10-19,9.465
2021-10-20,9.682
2021-10-21,9.682
2021-10-22,9.682
2021-10-23,9.682
2021-10-24,9.682
2021-10-25,9.765
2021-10-26,9.765
2021-10-27,9.765
2021-10-28,9.765
2021-10-29,9.765
2021-10-30,9.765
2021-10-31,9.765
2021-11-01,9.765
2021-11-02,9.765
2021-11-03,9.765
2021-11-04,9.84
2021-11-05,9.938
2021-11-06,9.33
2021-11-07,9.311
2021-11-08,9.335
2021-11-09,9.335
2021-11-10,9.315
2021-11-11,9.317
2021-11-12,9.317
2021-11-13,9.317
2021-11-14,9.317
2021-11-15,9.317
2021-11-16,9.292
2021-11-17,9.292
2021-11-18,9.292
2021-11-19,9.292
2021-11-20,9.292
2021-11-21,9.292
2021-11-22,9.292
2021-11-23,9.292
2021-11-24,9.247
2021-11-25,9.247
2021-11-26,9.247
2021-11-27,9.247
2021-11-28,9.352
2021-11-29,9.352
2021-11-30,9.352
2021-12-01,9.352
2021-12-02,9.352
2021-12-03,9.325
2021-12-04,9.325
2021-12-05,9.325
2021-12-06,9.325
2021-12-07,8.806
2021-12-08,8.806
2021-12-09,8.806
2021-12-10,8.806
2021-12-11,8.806
2021-12-12,8.806
2021-12-13,8.806
2021-12-14,8.806
2021-12-15,8.806
2021-12-16,8.806
2021-12-17,8.806
2021-12-18,8.806
2021-12-19,8.806
2021-12-20,8.806
2021-12-21,8.806
2021-12-22,8.806
2021-12-23,8.806
2021-12-24,8.806
2021-12-25,8.806
2021-12-26,8.806
2021-12-27,8.763
2021-12-28,8.763
2021-12-29,8.763
2021-12-30,8.763
2021-12-31,8.763
2022-01-01,8.763
2022-01-02,8.763
2022-01-03,8.763
2022-01-04,8.763
2022-01-05,8.763
2022-01-06,8.805
2022-01-07,8.805
2022-01-08,8.805
2022-01-09,8.881
2022-01-10,8.881
2022-01-11,8.922
2022-01-12,8.922
2022-01-13,9.011
2022-01-14,9.215
2022-01-15,9.215
2022-01-16,9.215
2022-01-17,9.215
2022-01-18,9.205
2022-01-19,9.205
2022-01-20,9.205
2022-01-21,9.209
2022-01-22,9.227
2022-01-23,9.227
2022-01-24,9.168
2022-01-25,9.184
2022-01-26,9.184
2022-01-27,9.184
2022-01-28,9.184
2022-01-29,9.184
2022-01-30,9.184
2022-01-31,9.292
2022-02-01,9.297
2022-02-02,9.297
2022-02-03,9.297
2022-02-04,9.297
2022-02-05,9.297
2022-02-06,9.432
2022-02-07,9.432
2022-02-08,9.432
2022-02-09,9.439
2022-02-10,9.439
2022-02-11,9.439
2022-02-12,9.439
2022-02-13,9.439
2022-02-14,9.439
2022-02-15,9.439
2022-02-16,9.439
2022-02-17,9.439
2022-02-18,9.439
2022-02-19,9.439
2022-02-20,9.439
2022-02-21,9.439
2022-02-22,9.439
2022-02-23,9.57
2022-02-24,9.57
2022-02-25,9.59
2022-02-26,9.703
2022-02-27,9.703
2022-02-28,9.967
2022-03-01,9.962
2022-03-02,9.962
2022-03-03,10.125
2022-03-04,10.186
2022-03-05,10.186
2022-03-06,10.465
2022-03-07,10.479
2022-03-08,10.581
2022-03-09,10.581
2022-03-10,10.662
2022-03-11,10.662
2022-03-12,10.662
2022-03-13,11.006
2022-03-14,11.311
2022-03-15,11.243
2022-03-16,11.243
2022-03-17,11.243
2022-03-18,11.558
2022-03-19,11.558
2022-03-20,11.558
2022-03-21,11.558
2022-03-22,11.664
2022-03-23,11.664
2022-03-24,11.664
2022-03-25,11.768
2022-03-26,11.768
2022-03-27,11.768
2022-03-28,11.768
2022-03-29,11.729
2022-03-30,11.729
2022-03-31,11.9
2022-04-01,11.9
2022-04-02,11.9
2022-04-03,11.9
2022-04-04,11.897
2022-04-05,11.897
2022-04-06,12.387
2022-04-07,12.387
2022-04-08,12.387
2022-04-09,12.387
2022-04-10,12.406
2022-04-11,12.456
2022-04-12,12.501
2022-04-13,12.501
2022-04-14,12.584
2022-04-15,12.623
2022-04-16,12.623
2022-04-17,12.623
2022-04-18,12.778
2022-04-19,13.005
2022-04-20,13.026
2022-04-21,13.032
2022-04-22,13.046
2022-04-23,13.046
2022-04-24,13.046
2022-04-25,13.142
2022-04-26,13.142
2022-04-27,13.142
2022-04-28,13.142
2022-04-29,13.142
2022-04-30,13.142
2022-05-01,13.142
2022-05-02,13.142
2022-05-03,13.142
2022-05-04,13.142
2022-05-05,13.16
2022-05-06,13.164
2022-05-07,13.251
2022-05-08,13.281
2022-05-09,13.271
2022-05-10,13.28
2022-05-11,13.269
2022-05-12,13.28
2022-05-13,13.28
2022-05-14,13.28
2022-05-15,13.28
2022-05-16,13.25
2022-05-17,13.266
2022-05-18,13.266
2022-05-19,13.277
2022-05-20,13.246
2022-05-21,13.246
2022-05-22,13.228
2022-05-23,13.228
2022-05-24,13.455
2022-05-25,13.601
2022-05-26,13.645
2022-05-27,13.645
2022-05-28,13.645
2022-05-29,13.645
2022-05-30,13.645
2022-05-31,13.645
2022-06-01,13.645
2022-06-02,13.645
2022-06-03,13.645
2022-06-04,13.645
2022-06-05,13.645
2022-06-06,13.661
2022-06-07,13.661
2022-06-08,13.661
2022-06-09,13.661
2022-06-10,13.661
2022-06-11,13.661
2022-06-12,13.661
2022-06-13,13.878
2022-06-14,13.878
2022-06-15,13.878
2022-06-16,13.878
2022-06-17,13.878
2022-06-18,13.878
2022-06-19,13.878
2022-06-20,13.878
2022-06-21,14.01
2022-06-22,14.01
2022-06-23,14.01
2022-06-24,14.01
2022-06-25,13.668
2022-06-26,13.668
2022-06-27,13.668
2022-06-28,13.668
2022-06-29,13.668
2022-06-30,13.668
2022-07-01,13.668
2022-07-02,13.668
2022-07-03,13.668
2022-07-04,13.668
2022-07-05,13.668
2022-07-06,13.761
2022-07-07,13.761
2022-07-08,13.747
2022-07-09,13.747
2022-07-10,13.747
2022-07-11,13.785
2022-07-12,13.766
2022-07-13,13.8
2022-07-14,13.771
2022-07-15,13.771
2022-07-16,13.771
2022-07-17,13.768
2022-07-18,13.778
2022-07-19,13.774
2022-07-20,13.774
2022-07-21,13.771
2022-07-22,13.713
2022-07-23,13.713
2022-07-24,13.713
2022-07-25,13.716
2022-07-26,13.716
2022-07-27,13.731
2022-07-28,13.731
2022-07-29,13.736
2022-07-30,13.736
2022-07-31,13.736
2022-08-01,13.736
2022-08-02,13.736
2022-08-03,13.736
2022-08-04,13.696
2022-08-05,13.631
2022-08-06,13.672
2022-08-07,13.672
2022-08-08,13.61
2022-08-09,13.567
2022-08-10,13.536
2022-08-11,13.507
2022-08-12,13.507
2022-08-13,13.507
2022-08-14,13.494
2022-08-15,13.466
2022-08-16,13.435
2022-08-17,13.435
2022-08-18,13.253
2022-08-19,13.253
2022-08-20,13.253
2022-08-21,13.253
2022-08-22,13.198
2022-08-23,13.198
2022-08-24,13.198
2022-08-25,13.198
2022-08-26,13.198
2022-08-27,13.198
2022-08-28,13.198
2022-08-29,13.152
2022-08-30,13.286
2022-08-31,13.35
2022-09-01,13.35
2022-09-02,13.375
2022-09-03,13.375
2022-09-04,13.375
2022-09-05,13.375
2022-09-06,13.735
2022-09-07,13.735
2022-09-08,13.735
2022-09-09,13.737
2022-09-10,13.737
2022-09-11,13.737
2022-09-12,13.737
2022-09-13,13.737
2022-09-14,13.821
2022-09-15,13.798
2022-09-16,13.798
2022-09-17,13.798
2022-09-18,13.798
2022-09-19,13.798
2022-09-20,13.798
2022-09-21,13.798
2022-09-22,13.439
2022-09-23,13.41
2022-09-24,13.41
2022-09-25,13.41
2022-09-26,13.312
2022-09-27,13.301
2022-09-28,13.249
2022-09-29,13.182
2022-09-30,13.182
2022-10-01,13.182
2022-10-02,13.182
2022-10-03,13.055
2022-10-04,12.933
2022-10-05,12.933
2022-10-06,12.929
2022-10-07,12.929
2022-10-08,12.929
2022-10-09,12.929
2022-10-10,12.929
2022-10-11,12.889
2022-10-12,12.969
2022-10-13,12.969
2022-10-14,12.969
2022-10-15,12.969
2022-10-16,12.969
2022-10-17,12.966
2022-10-18,13.034
2022-10-19,13.015
2022-10-20,13.026
2022-10-21,13.026
2022-10-22,13.026
2022-10-23,13.026
2022-10-24,13.178
2022-10-25,13.165
2022-10-26,13.165
2022-10-27,13.165
2022-10-28,13.165
2022-10-29,13.165
2022-10-30,13.165
2022-10-31,13.165
2022-11-01,13.165
2022-11-02,13.165
2022-11-03,13.238
2022-11-04,13.24
2022-11-05,13.24
2022-11-06,13.261
2022-11-07,13.218
2022-11-08,13.218
2022-11-09,13.218
2022-11-10,13.218
2022-11-11,13.25
2022-11-12,13.232
2022-11-13,13.232
2022-11-14,13.25
2022-11-15,13.25
2022-11-16,13.342
2022-11-17,13.342
2022-11-18,13.32
2022-11-19,13.32
2022-11-20,13.325
2022-11-21,13.328
2022-11-22,13.38
2022-11-23,13.394
2022-11-24,13.394
2022-11-25,13.394
2022-11-26,13.394
2022-11-27,13.394
2022-11-28,13.394
2022-11-29,13.373
2022-11-30,13.373
2022-12-01,13.373
2022-12-02,13.386
2022-12-03,13.386
2022-12-04,13.386
2022-12-05,12.974
2022-12-06,12.974
2022-12-07,12.953
2022-12-08,12.953
2022-12-09,12.953
2022-12-10,12.953
2022-12-11,12.953
2022-12-12,12.953
2022-12-13,12.941
2022-12-14,12.959
2022-12-15,12.967
2022-12-16,12.98
2022-12-17,12.98
2022-12-18,12.98
2022-12-19,12.98
2022-12-20,12.98
2022-12-21,12.999
2022-12-22,12.999
2022-12-23,12.999
2022-12-24,12.999
2022-12-25,12.999
2022-12-26,12.999
2022-12-27,12.999
2022-12-28,12.998
2022-12-29,12.998
2022-12-30,13.139
2022-12-31,13.139
2023-01-01,13.139
2023-01-02,13.139
2023-01-03,13.219
2023-01-04,13.219
2023-01-05,13.155
2023-01-06,13.155
2023-01-07,13.155
2023-01-08,13.159
2023-01-09,13.123
2023-01-10,13.152
2023-01-11,13.066
2023-01-12,13.066
2023-01-13,13.066
2023-01-14,13.066
2023-01-15,13.066
2023-01-16,13.07
2023-01-17,13.043
2023-01-18,13.176
2023-01-19,13.176
2023-01-20,13.16
2023-01-21,13.16
2023-01-22,13.16
2023-01-23,13.145
2023-01-24,13.166
2023-01-25,13.177
2023-01-26,13.19
2023-01-27,13.17
2023-01-28,13.17
2023-01-29,13.17
2023-01-30,13.153
2023-01-31,13.168
2023-02-01,13.206
2023-02-02,13.194
2023-02-03,13.194
2023-02-04,13.194
2023-02-05,13.194
2023-02-06,13.194
2023-02-07,13.194
2023-02-08,13.194
2023-02-09,13.163
2023-02-10,13.163
2023-02-11,13.163
2023-02-12,13.163
2023-02-13,13.163
2023-02-14,13.163
2023-02-15,13.163
2023-02-16,13.163
2023-02-17,13.163
2023-02-18,13.163
2023-02-19,13.163
2023-02-20,13.163
2023-02-21,13.244
2023-02-22,13.23
2023-02-23,13.14
2023-02-24,13.235
2023-02-25,13.235
2023-02-26,13.223
2023-02-27,13.232
2023-02-28,13.207
2023-03-01,13.207
2023-03-02,13.207
2023-03-03,13.21
2023-03-04,13.226
2023-03-05,13.226
2023-03-06,13.223
2023-03-07,13.187
2023-03-08,13.2
2023-03-09,13.208
2023-03-10,13.205
2023-03-11,13.205
2023-03-12,13.205
2023-03-13,13.205
2023-03-14,13.205
2023-03-15,13.217
2023-03-16,13.256
2023-03-17,13.182
2023-03-18,13.158
2023-03-19,13.158
2023-03-20,13.132
2023-03-21,13.132
2023-03-22,13.132
2023-03-23,12.946
2023-03-24,12.776
2023-03-25,12.776
2023-03-26,12.823
2023-03-27,12.842
2023-03-28,12.842
2023-03-29,12.834
2023-03-30,12.798
2023-03-31,12.798
2023-04-01,12.798
2023-04-02,12.798
2023-04-03,12.688
2023-04-04,12.558
2023-04-05,12.607
2023-04-06,12.691
2023-04-07,12.691
2023-04-08,12.691
2023-04-09,12.691
2023-04-10,12.777
2023-04-11,12.76
2023-04-12,12.769
2023-04-13,12.693
2023-04-14,12.643
2023-04-15,12.643
2023-04-16,12.643
2023-04-17,12.653
2023-04-18,12.7
2023-04-19,12.74
2023-04-20,12.796
2023-04-21,12.721
2023-04-22,12.721
2023-04-23,12.721
2023-04-24,12.721
2023-04-25,12.721
2023-04-26,12.721
2023-04-27,12.743
2023-04-28,12.743
2023-04-29,12.743
2023-04-30,12.743
2023-05-01,12.743
2023-05-02,12.743
2023-05-03,12.743
2023-05-04,12.752
2023-05-05,12.738
2023-05-06,12.738
2023-05-07,12.691
2023-05-08,12.701
2023-05-09,12.693
2023-05-10,12.721
2023-05-11,12.84
2023-05-12,12.814
2023-05-13,12.814
2023-05-14,12.814
2023-05-15,12.815
2023-05-16,12.853
2023-05-17,12.796
2023-05-18,12.844
2023-05-19,12.802
2023-05-20,12.802
2023-05-21,12.826
2023-05-22,12.705
2023-05-23,12.705
2023-05-24,12.705
2023-05-25,12.669
2023-05-26,12.669
2023-05-27,12.669
2023-05-28,12.669
2023-05-29,12.669
2023-05-30,12.67
2023-05-31,12.67
2023-06-01,12.67
2023-06-02,12.664
2023-06-03,12.664
2023-06-04,12.664
2023-06-05,12.664
2023-06-06,12.596
2023-06-07,12.596
2023-06-08,12.596
2023-06-09,12.615
2023-06-10,12.615
2023-06-11,12.615
2023-06-12,12.456
2023-06-13,12.471
2023-06-14,12.471
2023-06-15,12.471
2023-06-16,12.471
2023-06-17,12.471
2023-06-18,12.471
2023-06-19,12.471
2023-06-20,12.471
2023-06-21,12.471
2023-06-22,12.471
2023-06-23,12.471
