,PNC US Equity
2020-06-05,16.18
2020-06-06,16.18
2020-06-07,16.18
2020-06-08,16.18
2020-06-09,16.18
2020-06-10,16.18
2020-06-11,16.18
2020-06-12,16.18
2020-06-13,16.18
2020-06-14,16.18
2020-06-15,16.18
2020-06-16,16.18
2020-06-17,16.18
2020-06-18,16.18
2020-06-19,16.18
2020-06-20,16.18
2020-06-21,16.18
2020-06-22,16.18
2020-06-23,16.18
2020-06-24,16.18
2020-06-25,16.18
2020-06-26,16.18
2020-06-27,16.18
2020-06-28,16.18
2020-06-29,16.18
2020-06-30,16.18
2020-07-01,16.18
2020-07-02,16.18
2020-07-03,16.18
2020-07-04,16.18
2020-07-05,16.18
2020-07-06,16.18
2020-07-07,16.18
2020-07-08,16.18
2020-07-09,16.18
2020-07-10,16.18
2020-07-11,16.18
2020-07-12,16.18
2020-07-13,16.18
2020-07-14,16.18
2020-07-15,16.18
2020-07-16,15.575
2020-07-17,15.575
2020-07-18,15.575
2020-07-19,15.575
2020-07-20,15.575
2020-07-21,15.575
2020-07-22,15.575
2020-07-23,15.575
2020-07-24,15.575
2020-07-25,15.575
2020-07-26,15.575
2020-07-27,15.575
2020-07-28,15.575
2020-07-29,15.575
2020-07-30,15.575
2020-07-31,15.575
2020-08-01,15.575
2020-08-02,15.575
2020-08-03,15.575
2020-08-04,15.575
2020-08-05,15.575
2020-08-06,15.575
2020-08-07,15.575
2020-08-08,15.575
2020-08-09,15.575
2020-08-10,15.575
2020-08-11,15.575
2020-08-12,15.575
2020-08-13,15.575
2020-08-14,15.575
2020-08-15,15.575
2020-08-16,15.575
2020-08-17,15.575
2020-08-18,15.575
2020-08-19,15.575
2020-08-20,15.575
2020-08-21,15.575
2020-08-22,15.575
2020-08-23,15.575
2020-08-24,15.575
2020-08-25,15.575
2020-08-26,15.575
2020-08-27,15.575
2020-08-28,15.575
2020-08-29,15.575
2020-08-30,15.575
2020-08-31,15.575
2020-09-01,15.575
2020-09-02,15.575
2020-09-03,15.575
2020-09-04,15.575
2020-09-05,15.575
2020-09-06,15.575
2020-09-07,15.575
2020-09-08,15.575
2020-09-09,15.575
2020-09-10,15.575
2020-09-11,15.575
2020-09-12,15.575
2020-09-13,15.575
2020-09-14,15.575
2020-09-15,15.575
2020-09-16,15.575
2020-09-17,15.575
2020-09-18,15.575
2020-09-19,15.575
2020-09-20,15.575
2020-09-21,15.575
2020-09-22,15.575
2020-09-23,15.575
2020-09-24,15.575
2020-09-25,15.575
2020-09-26,15.575
2020-09-27,15.575
2020-09-28,15.575
2020-09-29,15.575
2020-09-30,15.575
2020-10-01,15.575
2020-10-02,15.575
2020-10-03,15.575
2020-10-04,15.575
2020-10-05,15.575
2020-10-06,15.575
2020-10-07,15.575
2020-10-08,15.575
2020-10-09,15.575
2020-10-10,15.575
2020-10-11,15.575
2020-10-12,15.575
2020-10-13,15.575
2020-10-14,15.575
2020-10-15,15.575
2020-10-16,15.575
2020-10-17,15.305
2020-10-18,15.305
2020-10-19,15.305
2020-10-20,15.305
2020-10-21,15.305
2020-10-22,15.305
2020-10-23,15.305
2020-10-24,15.305
2020-10-25,15.305
2020-10-26,15.305
2020-10-27,15.305
2020-10-28,15.305
2020-10-29,15.305
2020-10-30,15.305
2020-10-31,15.305
2020-11-01,15.305
2020-11-02,15.305
2020-11-03,15.305
2020-11-04,15.305
2020-11-05,15.305
2020-11-06,15.305
2020-11-07,15.305
2020-11-08,15.305
2020-11-09,15.305
2020-11-10,15.305
2020-11-11,15.305
2020-11-12,15.305
2020-11-13,15.305
2020-11-14,15.305
2020-11-15,15.305
2020-11-16,15.305
2020-11-17,15.305
2020-11-18,15.305
2020-11-19,15.305
2020-11-20,15.305
2020-11-21,15.305
2020-11-22,15.305
2020-11-23,15.305
2020-11-24,15.305
2020-11-25,15.305
2020-11-26,15.305
2020-11-27,15.305
2020-11-28,15.305
2020-11-29,15.305
2020-11-30,15.305
2020-12-01,15.305
2020-12-02,15.305
2020-12-03,15.305
2020-12-04,15.305
2020-12-05,15.305
2020-12-06,15.305
2020-12-07,15.305
2020-12-08,15.305
2020-12-09,15.305
2020-12-10,15.305
2020-12-11,15.305
2020-12-12,15.305
2020-12-13,15.305
2020-12-14,15.305
2020-12-15,15.305
2020-12-16,15.305
2020-12-17,15.305
2020-12-18,15.305
2020-12-19,15.305
2020-12-20,15.305
2020-12-21,15.305
2020-12-22,15.305
2020-12-23,15.305
2020-12-24,15.305
2020-12-25,15.305
2020-12-26,15.305
2020-12-27,15.305
2020-12-28,15.305
2020-12-29,15.305
2020-12-30,15.305
2020-12-31,15.305
2021-01-01,15.305
2021-01-02,15.305
2021-01-03,15.305
2021-01-04,15.305
2021-01-05,15.305
2021-01-06,15.305
2021-01-07,15.305
2021-01-08,15.305
2021-01-09,15.305
2021-01-10,15.305
2021-01-11,15.305
2021-01-12,15.305
2021-01-13,15.305
2021-01-14,15.305
2021-01-15,15.305
2021-01-16,15.305
2021-01-17,15.305
2021-01-18,15.305
2021-01-19,15.305
2021-01-20,15.305
2021-01-21,15.855
2021-01-22,15.855
2021-01-23,15.855
2021-01-24,15.855
2021-01-25,15.855
2021-01-26,15.855
2021-01-27,15.855
2021-01-28,15.855
2021-01-29,15.855
2021-01-30,15.855
2021-01-31,15.855
2021-02-01,15.855
2021-02-02,15.855
2021-02-03,15.855
2021-02-04,15.855
2021-02-05,15.855
2021-02-06,15.855
2021-02-07,15.855
2021-02-08,15.855
2021-02-09,15.855
2021-02-10,15.855
2021-02-11,15.855
2021-02-12,15.855
2021-02-13,15.855
2021-02-14,15.855
2021-02-15,15.855
2021-02-16,15.855
2021-02-17,15.855
2021-02-18,15.855
2021-02-19,15.855
2021-02-20,15.855
2021-02-21,15.855
2021-02-22,15.855
2021-02-23,15.855
2021-02-24,15.855
2021-02-25,15.855
2021-02-26,15.855
2021-02-27,15.855
2021-02-28,15.855
2021-03-01,15.855
2021-03-02,15.855
2021-03-03,15.855
2021-03-04,15.855
2021-03-05,15.855
2021-03-06,15.855
2021-03-07,15.855
2021-03-08,15.855
2021-03-09,15.855
2021-03-10,15.855
2021-03-11,15.855
2021-03-12,15.855
2021-03-13,15.855
2021-03-14,15.855
2021-03-15,15.855
2021-03-16,15.855
2021-03-17,15.855
2021-03-18,15.855
2021-03-19,15.855
2021-03-20,15.855
2021-03-21,15.855
2021-03-22,15.855
2021-03-23,15.855
2021-03-24,15.855
2021-03-25,15.855
2021-03-26,15.855
2021-03-27,15.855
2021-03-28,15.855
2021-03-29,15.855
2021-03-30,15.755
2021-03-31,15.755
2021-04-01,15.755
2021-04-02,15.755
2021-04-03,15.755
2021-04-04,15.755
2021-04-05,15.755
2021-04-06,15.755
2021-04-07,15.755
2021-04-08,15.755
2021-04-09,15.755
2021-04-10,15.755
2021-04-11,15.755
2021-04-12,15.755
2021-04-13,15.755
2021-04-14,15.755
2021-04-15,15.755
2021-04-16,15.755
2021-04-17,16.17
2021-04-18,16.17
2021-04-19,16.17
2021-04-20,16.17
2021-04-21,16.17
2021-04-22,16.17
2021-04-23,16.17
2021-04-24,16.17
2021-04-25,16.17
2021-04-26,16.17
2021-04-27,16.17
2021-04-28,16.17
2021-04-29,16.17
2021-04-30,16.17
2021-05-01,16.17
2021-05-02,16.17
2021-05-03,16.17
2021-05-04,16.17
2021-05-05,16.17
2021-05-06,16.17
2021-05-07,16.17
2021-05-08,16.17
2021-05-09,16.17
2021-05-10,16.17
2021-05-11,16.17
2021-05-12,16.17
2021-05-13,16.17
2021-05-14,16.17
2021-05-15,16.17
2021-05-16,16.17
2021-05-17,16.17
2021-05-18,16.17
2021-05-19,16.17
2021-05-20,16.17
2021-05-21,16.17
2021-05-22,16.17
2021-05-23,16.17
2021-05-24,16.17
2021-05-25,16.17
2021-05-26,16.17
2021-05-27,16.17
2021-05-28,16.17
2021-05-29,16.17
2021-05-30,16.17
2021-05-31,16.17
2021-06-01,16.17
2021-06-02,16.17
2021-06-03,16.17
2021-06-04,16.17
2021-06-05,16.17
2021-06-06,16.17
2021-06-07,16.17
2021-06-08,16.17
2021-06-09,16.17
2021-06-10,16.17
2021-06-11,16.17
2021-06-12,16.17
2021-06-13,16.17
2021-06-14,16.17
2021-06-15,16.17
2021-06-16,16.17
2021-06-17,16.17
2021-06-18,16.17
2021-06-19,16.17
2021-06-20,16.17
2021-06-21,16.17
2021-06-22,16.17
2021-06-23,16.17
2021-06-24,16.17
2021-06-25,16.17
2021-06-26,16.17
2021-06-27,16.17
2021-06-28,16.17
2021-06-29,16.17
2021-06-30,16.17
2021-07-01,16.17
2021-07-02,16.17
2021-07-03,16.17
2021-07-04,16.17
2021-07-05,16.17
2021-07-06,16.17
2021-07-07,16.17
2021-07-08,16.17
2021-07-09,16.17
2021-07-10,16.17
2021-07-11,16.17
2021-07-12,16.17
2021-07-13,16.17
2021-07-14,16.17
2021-07-15,17.81
2021-07-16,17.81
2021-07-17,17.81
2021-07-18,17.81
2021-07-19,17.81
2021-07-20,17.81
2021-07-21,17.81
2021-07-22,17.81
2021-07-23,17.81
2021-07-24,17.81
2021-07-25,17.81
2021-07-26,17.81
2021-07-27,17.81
2021-07-28,17.81
2021-07-29,17.81
2021-07-30,17.81
2021-07-31,17.81
2021-08-01,17.81
2021-08-02,17.81
2021-08-03,17.81
2021-08-04,17.81
2021-08-05,17.81
2021-08-06,17.81
2021-08-07,17.81
2021-08-08,17.81
2021-08-09,17.81
2021-08-10,17.81
2021-08-11,17.81
2021-08-12,17.81
2021-08-13,17.81
2021-08-14,17.81
2021-08-15,17.81
2021-08-16,17.81
2021-08-17,17.81
2021-08-18,17.81
2021-08-19,17.81
2021-08-20,17.81
2021-08-21,17.81
2021-08-22,17.81
2021-08-23,17.81
2021-08-24,17.81
2021-08-25,17.81
2021-08-26,17.81
2021-08-27,17.81
2021-08-28,17.81
2021-08-29,17.81
2021-08-30,17.81
2021-08-31,17.81
2021-09-01,17.81
2021-09-02,17.81
2021-09-03,17.81
2021-09-04,17.81
2021-09-05,17.81
2021-09-06,17.81
2021-09-07,17.81
2021-09-08,17.81
2021-09-09,17.81
2021-09-10,17.81
2021-09-11,17.81
2021-09-12,17.81
2021-09-13,17.81
2021-09-14,17.81
2021-09-15,17.81
2021-09-16,17.81
2021-09-17,17.81
2021-09-18,17.81
2021-09-19,17.81
2021-09-20,17.81
2021-09-21,17.81
2021-09-22,17.81
2021-09-23,17.81
2021-09-24,17.81
2021-09-25,17.81
2021-09-26,17.81
2021-09-27,17.81
2021-09-28,17.81
2021-09-29,17.81
2021-09-30,17.74
2021-10-01,17.74
2021-10-02,17.74
2021-10-03,17.74
2021-10-04,17.74
2021-10-05,17.74
2021-10-06,17.74
2021-10-07,17.74
2021-10-08,17.74
2021-10-09,17.74
2021-10-10,17.74
2021-10-11,17.74
2021-10-12,17.74
2021-10-13,17.74
2021-10-14,17.74
2021-10-15,17.74
2021-10-16,18.03
2021-10-17,18.03
2021-10-18,17.28
2021-10-19,17.28
2021-10-20,17.28
2021-10-21,17.28
2021-10-22,17.28
2021-10-23,17.28
2021-10-24,17.28
2021-10-25,17.28
2021-10-26,17.28
2021-10-27,17.28
2021-10-28,17.28
2021-10-29,17.28
2021-10-30,17.28
2021-10-31,17.28
2021-11-01,17.28
2021-11-02,17.28
2021-11-03,17.28
2021-11-04,17.28
2021-11-05,17.28
2021-11-06,17.28
2021-11-07,17.28
2021-11-08,17.28
2021-11-09,17.28
2021-11-10,17.28
2021-11-11,17.28
2021-11-12,17.28
2021-11-13,17.28
2021-11-14,17.28
2021-11-15,17.28
2021-11-16,17.28
2021-11-17,17.28
2021-11-18,17.28
2021-11-19,17.28
2021-11-20,17.28
2021-11-21,17.28
2021-11-22,17.28
2021-11-23,17.28
2021-11-24,17.28
2021-11-25,17.28
2021-11-26,17.28
2021-11-27,17.28
2021-11-28,17.28
2021-11-29,17.28
2021-11-30,17.28
2021-12-01,16.81
2021-12-02,16.81
2021-12-03,16.81
2021-12-04,16.81
2021-12-05,17.34
2021-12-06,17.34
2021-12-07,17.34
2021-12-08,17.34
2021-12-09,17.34
2021-12-10,17.34
2021-12-11,17.34
2021-12-12,17.34
2021-12-13,17.34
2021-12-14,17.34
2021-12-15,17.34
2021-12-16,17.34
2021-12-17,17.34
2021-12-18,17.34
2021-12-19,17.34
2021-12-20,17.34
2021-12-21,17.34
2021-12-22,17.34
2021-12-23,17.34
2021-12-24,17.34
2021-12-25,17.34
2021-12-26,17.34
2021-12-27,17.34
2021-12-28,17.34
2021-12-29,17.34
2021-12-30,17.34
2021-12-31,17.34
2022-01-01,17.34
2022-01-02,17.34
2022-01-03,17.34
2022-01-04,17.34
2022-01-05,17.34
2022-01-06,17.34
2022-01-07,17.34
2022-01-08,17.34
2022-01-09,17.34
2022-01-10,17.34
2022-01-11,17.34
2022-01-12,17.34
2022-01-13,17.34
2022-01-14,17.34
2022-01-15,17.34
2022-01-16,17.34
2022-01-17,17.34
2022-01-18,17.698
2022-01-19,17.922
2022-01-20,17.922
2022-01-21,17.922
2022-01-22,17.922
2022-01-23,17.887
2022-01-24,17.887
2022-01-25,17.913
2022-01-26,17.913
2022-01-27,17.913
2022-01-28,17.913
2022-01-29,17.913
2022-01-30,17.913
2022-01-31,17.913
2022-02-01,17.913
2022-02-02,17.913
2022-02-03,17.81
2022-02-04,17.81
2022-02-05,17.81
2022-02-06,17.81
2022-02-07,17.81
2022-02-08,17.81
2022-02-09,17.81
2022-02-10,17.81
2022-02-11,17.81
2022-02-12,17.81
2022-02-13,17.81
2022-02-14,17.81
2022-02-15,17.81
2022-02-16,17.81
2022-02-17,17.81
2022-02-18,17.81
2022-02-19,17.81
2022-02-20,17.81
2022-02-21,17.81
2022-02-22,17.81
2022-02-23,17.81
2022-02-24,17.81
2022-02-25,17.81
2022-02-26,17.81
2022-02-27,17.81
2022-02-28,17.738
2022-03-01,17.773
2022-03-02,17.773
2022-03-03,17.773
2022-03-04,17.773
2022-03-05,17.773
2022-03-06,17.773
2022-03-07,17.773
2022-03-08,17.773
2022-03-09,17.773
2022-03-10,17.773
2022-03-11,17.773
2022-03-12,17.773
2022-03-13,17.773
2022-03-14,17.773
2022-03-15,17.773
2022-03-16,17.773
2022-03-17,17.773
2022-03-18,17.773
2022-03-19,17.773
2022-03-20,17.773
2022-03-21,17.773
2022-03-22,17.773
2022-03-23,17.773
2022-03-24,17.773
2022-03-25,17.864
2022-03-26,17.864
2022-03-27,17.864
2022-03-28,17.78
2022-03-29,17.78
2022-03-30,17.986
2022-03-31,17.986
2022-04-01,17.964
2022-04-02,17.964
2022-04-03,17.964
2022-04-04,17.929
2022-04-05,17.773
2022-04-06,17.784
2022-04-07,17.784
2022-04-08,17.715
2022-04-09,17.715
2022-04-10,17.641
2022-04-11,17.641
2022-04-12,17.752
2022-04-13,17.752
2022-04-14,17.733
2022-04-15,17.742
2022-04-16,17.742
2022-04-17,17.742
2022-04-18,17.854
2022-04-19,17.854
2022-04-20,17.839
2022-04-21,17.839
2022-04-22,17.839
2022-04-23,17.839
2022-04-24,17.839
2022-04-25,17.839
2022-04-26,17.904
2022-04-27,17.904
2022-04-28,17.854
2022-04-29,17.854
2022-04-30,17.854
2022-05-01,17.854
2022-05-02,17.867
2022-05-03,17.867
2022-05-04,17.867
2022-05-05,17.924
2022-05-06,17.924
2022-05-07,17.924
2022-05-08,17.924
2022-05-09,17.924
2022-05-10,17.924
2022-05-11,17.924
2022-05-12,17.924
2022-05-13,17.924
2022-05-14,17.924
2022-05-15,17.924
2022-05-16,17.924
2022-05-17,17.924
2022-05-18,17.924
2022-05-19,17.924
2022-05-20,17.924
2022-05-21,17.924
2022-05-22,17.924
2022-05-23,17.924
2022-05-24,17.924
2022-05-25,17.924
2022-05-26,17.924
2022-05-27,17.924
2022-05-28,17.924
2022-05-29,17.924
2022-05-30,17.924
2022-05-31,17.924
2022-06-01,17.924
2022-06-02,17.924
2022-06-03,17.924
2022-06-04,17.924
2022-06-05,17.924
2022-06-06,17.924
2022-06-07,17.924
2022-06-08,17.954
2022-06-09,17.954
2022-06-10,17.954
2022-06-11,17.954
2022-06-12,17.954
2022-06-13,17.954
2022-06-14,17.954
2022-06-15,17.925
2022-06-16,17.925
2022-06-17,17.925
2022-06-18,17.925
2022-06-19,17.925
2022-06-20,17.925
2022-06-21,17.925
2022-06-22,17.925
2022-06-23,17.925
2022-06-24,17.925
2022-06-25,17.925
2022-06-26,17.925
2022-06-27,17.84
2022-06-28,17.84
2022-06-29,17.843
2022-06-30,17.473
2022-07-01,17.431
2022-07-02,17.431
2022-07-03,17.431
2022-07-04,17.431
2022-07-05,17.445
2022-07-06,17.491
2022-07-07,17.491
2022-07-08,17.491
2022-07-09,17.491
2022-07-10,17.491
2022-07-11,17.491
2022-07-12,17.27
2022-07-13,17.269
2022-07-14,17.269
2022-07-15,17.223
2022-07-16,17.223
2022-07-17,17.293
2022-07-18,17.242
2022-07-19,17.242
2022-07-20,17.242
2022-07-21,17.242
2022-07-22,17.242
2022-07-23,17.242
2022-07-24,17.242
2022-07-25,17.242
2022-07-26,17.242
2022-07-27,17.242
2022-07-28,17.242
2022-07-29,17.242
2022-07-30,17.242
2022-07-31,17.242
2022-08-01,17.242
2022-08-02,17.242
2022-08-03,17.242
2022-08-04,17.235
2022-08-05,17.235
2022-08-06,17.235
2022-08-07,17.235
2022-08-08,17.235
2022-08-09,17.235
2022-08-10,17.235
2022-08-11,17.235
2022-08-12,17.125
2022-08-13,17.125
2022-08-14,17.125
2022-08-15,17.125
2022-08-16,17.125
2022-08-17,17.125
2022-08-18,17.125
2022-08-19,17.125
2022-08-20,17.125
2022-08-21,17.125
2022-08-22,17.125
2022-08-23,17.125
2022-08-24,17.125
2022-08-25,17.015
2022-08-26,17.015
2022-08-27,17.015
2022-08-28,17.015
2022-08-29,17.015
2022-08-30,17.015
2022-08-31,17.015
2022-09-01,17.015
2022-09-02,17.015
2022-09-03,17.015
2022-09-04,17.015
2022-09-05,17.015
2022-09-06,17.015
2022-09-07,17.015
2022-09-08,17.015
2022-09-09,17.015
2022-09-10,17.015
2022-09-11,17.015
2022-09-12,17.015
2022-09-13,17.015
2022-09-14,17.015
2022-09-15,17.015
2022-09-16,17.015
2022-09-17,17.015
2022-09-18,17.015
2022-09-19,17.015
2022-09-20,16.94
2022-09-21,16.815
2022-09-22,16.815
2022-09-23,16.815
2022-09-24,16.815
2022-09-25,16.736
2022-09-26,16.736
2022-09-27,16.795
2022-09-28,16.789
2022-09-29,16.728
2022-09-30,16.728
2022-10-01,16.728
2022-10-02,16.728
2022-10-03,16.709
2022-10-04,16.709
2022-10-05,16.646
2022-10-06,16.646
2022-10-07,16.646
2022-10-08,16.646
2022-10-09,16.646
2022-10-10,16.646
2022-10-11,16.434
2022-10-12,16.425
2022-10-13,16.425
2022-10-14,16.35
2022-10-15,16.35
2022-10-16,16.311
2022-10-17,16.42
2022-10-18,16.475
2022-10-19,16.475
2022-10-20,16.475
2022-10-21,16.473
2022-10-22,16.473
2022-10-23,16.473
2022-10-24,16.473
2022-10-25,16.473
2022-10-26,16.473
2022-10-27,16.473
2022-10-28,16.473
2022-10-29,16.473
2022-10-30,16.473
2022-10-31,16.473
2022-11-01,16.473
2022-11-02,16.455
2022-11-03,16.455
2022-11-04,16.455
2022-11-05,16.455
2022-11-06,16.455
2022-11-07,16.455
2022-11-08,16.463
2022-11-09,16.463
2022-11-10,16.463
2022-11-11,16.463
2022-11-12,16.463
2022-11-13,16.463
2022-11-14,16.463
2022-11-15,16.527
2022-11-16,16.58
2022-11-17,16.58
2022-11-18,16.58
2022-11-19,16.58
2022-11-20,16.58
2022-11-21,16.58
2022-11-22,16.58
2022-11-23,16.58
2022-11-24,16.58
2022-11-25,16.58
2022-11-26,16.58
2022-11-27,16.58
2022-11-28,16.58
2022-11-29,16.58
2022-11-30,16.58
2022-12-01,16.684
2022-12-02,16.684
2022-12-03,16.684
2022-12-04,16.684
2022-12-05,16.684
2022-12-06,16.734
2022-12-07,16.734
2022-12-08,16.734
2022-12-09,16.765
2022-12-10,16.765
2022-12-11,16.739
2022-12-12,16.739
2022-12-13,16.739
2022-12-14,16.739
2022-12-15,16.732
2022-12-16,16.737
2022-12-17,16.737
2022-12-18,16.737
2022-12-19,16.737
2022-12-20,16.737
2022-12-21,16.737
2022-12-22,16.737
2022-12-23,16.737
2022-12-24,16.737
2022-12-25,16.737
2022-12-26,16.737
2022-12-27,16.737
2022-12-28,16.737
2022-12-29,16.737
2022-12-30,16.737
2022-12-31,16.737
2023-01-01,16.737
2023-01-02,16.737
2023-01-03,16.788
2023-01-04,16.788
2023-01-05,16.655
2023-01-06,16.655
2023-01-07,16.655
2023-01-08,16.655
2023-01-09,16.642
2023-01-10,16.516
2023-01-11,16.516
2023-01-12,16.516
2023-01-13,16.516
2023-01-14,16.516
2023-01-15,16.516
2023-01-16,16.516
2023-01-17,16.516
2023-01-18,15.737
2023-01-19,15.555
2023-01-20,15.555
2023-01-21,15.555
2023-01-22,15.636
2023-01-23,15.636
2023-01-24,15.636
2023-01-25,15.636
2023-01-26,15.636
2023-01-27,15.636
2023-01-28,15.636
2023-01-29,15.636
2023-01-30,15.654
2023-01-31,15.654
2023-02-01,15.654
2023-02-02,15.654
2023-02-03,15.621
2023-02-04,15.621
2023-02-05,15.621
2023-02-06,15.599
2023-02-07,15.599
2023-02-08,15.599
2023-02-09,15.599
2023-02-10,15.599
2023-02-11,15.599
2023-02-12,15.599
2023-02-13,15.599
2023-02-14,15.599
2023-02-15,15.543
2023-02-16,15.543
2023-02-17,15.543
2023-02-18,15.543
2023-02-19,15.525
2023-02-20,15.485
2023-02-21,15.485
2023-02-22,15.485
2023-02-23,15.485
2023-02-24,15.485
2023-02-25,15.485
2023-02-26,15.485
2023-02-27,15.485
2023-02-28,15.485
2023-03-01,15.485
2023-03-02,15.485
2023-03-03,15.403
2023-03-04,15.403
2023-03-05,15.403
2023-03-06,15.403
2023-03-07,15.403
2023-03-08,15.403
2023-03-09,15.444
2023-03-10,15.444
2023-03-11,15.444
2023-03-12,15.44
2023-03-13,15.44
2023-03-14,15.44
2023-03-15,15.44
2023-03-16,15.44
2023-03-17,15.39
2023-03-18,15.39
2023-03-19,15.39
2023-03-20,15.39
2023-03-21,15.39
2023-03-22,15.39
2023-03-23,15.31
2023-03-24,15.206
2023-03-25,15.206
2023-03-26,15.206
2023-03-27,15.206
2023-03-28,15.206
2023-03-29,15.206
2023-03-30,15.182
2023-03-31,15.09
2023-04-01,15.09
2023-04-02,15.09
2023-04-03,14.971
2023-04-04,14.971
2023-04-05,14.801
2023-04-06,14.689
2023-04-07,14.689
2023-04-08,14.689
2023-04-09,14.689
2023-04-10,14.547
2023-04-11,14.388
2023-04-12,14.338
2023-04-13,14.338
2023-04-14,14.19
2023-04-15,14.19
2023-04-16,14.055
2023-04-17,13.81
2023-04-18,13.81
2023-04-19,13.81
2023-04-20,13.81
2023-04-21,13.81
2023-04-22,13.81
2023-04-23,13.81
2023-04-24,13.732
2023-04-25,13.732
2023-04-26,13.732
2023-04-27,13.732
2023-04-28,13.732
2023-04-29,13.732
2023-04-30,13.732
2023-05-01,13.732
2023-05-02,13.696
2023-05-03,13.689
2023-05-04,13.536
2023-05-05,13.536
2023-05-06,13.536
2023-05-07,13.539
2023-05-08,13.538
2023-05-09,13.538
2023-05-10,13.538
2023-05-11,13.528
2023-05-12,13.528
2023-05-13,13.528
2023-05-14,13.528
2023-05-15,13.528
2023-05-16,13.405
2023-05-17,13.405
2023-05-18,13.406
2023-05-19,13.406
2023-05-20,13.41
2023-05-21,13.41
2023-05-22,13.41
2023-05-23,13.41
2023-05-24,13.41
2023-05-25,13.41
2023-05-26,13.41
2023-05-27,13.41
2023-05-28,13.41
2023-05-29,13.41
2023-05-30,13.41
2023-05-31,13.41
2023-06-01,13.41
2023-06-02,13.41
2023-06-03,13.41
2023-06-04,13.41
2023-06-05,13.403
2023-06-06,13.403
2023-06-07,13.373
2023-06-08,13.373
2023-06-09,13.373
2023-06-10,13.373
2023-06-11,13.373
2023-06-12,13.373
2023-06-13,13.338
2023-06-14,13.331
2023-06-15,13.331
2023-06-16,13.255
2023-06-17,13.255
2023-06-18,13.255
2023-06-19,13.255
2023-06-20,13.244
2023-06-21,13.244
2023-06-22,13.244
2023-06-23,13.244
