,HUM US Equity
2023-06-26,31.963
2023-06-27,31.963
2023-06-28,31.963
2023-06-29,31.963
2023-06-30,31.963
2023-07-01,31.963
2023-07-02,31.963
2023-07-03,31.963
2023-07-04,31.963
2023-07-05,31.963
2023-07-06,31.95
2023-07-07,31.93
2023-07-08,31.93
2023-07-09,31.93
2023-07-10,31.93
2023-07-11,31.93
2023-07-12,31.939
2023-07-13,32.017
2023-07-14,31.954
2023-07-15,31.954
2023-07-16,31.954
2023-07-17,31.954
2023-07-18,31.954
2023-07-19,31.954
2023-07-20,31.954
2023-07-21,31.954
2023-07-22,31.954
2023-07-23,31.954
2023-07-24,31.954
2023-07-25,31.958
2023-07-26,31.958
2023-07-27,31.958
2023-07-28,31.958
2023-07-29,31.958
2023-07-30,31.958
2023-07-31,31.958
2023-08-01,31.958
2023-08-02,31.963
2023-08-03,31.945
2023-08-04,31.95
2023-08-05,31.95
2023-08-06,31.95
2023-08-07,31.937
2023-08-08,31.943
2023-08-09,31.943
2023-08-10,31.943
2023-08-11,31.943
2023-08-12,31.943
2023-08-13,31.943
2023-08-14,31.928
2023-08-15,31.942
2023-08-16,31.961
2023-08-17,31.961
2023-08-18,31.961
2023-08-19,31.961
2023-08-20,31.961
2023-08-21,31.961
2023-08-22,31.961
2023-08-23,31.961
2023-08-24,31.961
2023-08-25,31.961
2023-08-26,31.961
2023-08-27,31.961
2023-08-28,31.961
2023-08-29,31.961
2023-08-30,32.046
2023-08-31,32.046
2023-09-01,32.046
2023-09-02,32.046
2023-09-03,32.046
2023-09-04,32.046
2023-09-05,32.046
2023-09-06,32.046
2023-09-07,32.046
2023-09-08,32.046
2023-09-09,32.046
2023-09-10,32.046
2023-09-11,32.046
2023-09-12,32.046
2023-09-13,32.046
2023-09-14,32.043
2023-09-15,32.043
2023-09-16,32.043
2023-09-17,32.043
2023-09-18,32.041
2023-09-19,32.041
2023-09-20,32.041
2023-09-21,32.041
2023-09-22,32.041
2023-09-23,32.041
2023-09-24,32.041
2023-09-25,32.041
2023-09-26,32.041
2023-09-27,32.029
2023-09-28,32.029
2023-09-29,32.029
2023-09-30,32.029
2023-10-01,32.029
2023-10-02,32.06
2023-10-03,32.06
2023-10-04,32.059
2023-10-05,32.059
2023-10-06,32.073
2023-10-07,32.073
2023-10-08,32.116
2023-10-09,32.101
2023-10-10,32.101
2023-10-11,32.083
2023-10-12,32.083
2023-10-13,32.083
2023-10-14,32.083
2023-10-15,32.083
2023-10-16,32.083
2023-10-17,32.089
2023-10-18,32.089
2023-10-19,32.089
2023-10-20,32.089
2023-10-21,32.089
2023-10-22,32.089
2023-10-23,32.089
2023-10-24,32.089
2023-10-25,32.089
2023-10-26,32.032
2023-10-27,32.032
2023-10-28,32.032
2023-10-29,32.032
2023-10-30,32.032
2023-10-31,32.032
2023-11-01,31.827
2023-11-02,31.629
2023-11-03,31.62
2023-11-04,31.62
2023-11-05,31.573
2023-11-06,31.555
2023-11-07,31.535
2023-11-08,31.535
2023-11-09,31.535
2023-11-10,31.545
2023-11-11,31.545
2023-11-12,31.545
2023-11-13,31.545
2023-11-14,31.524
2023-11-15,31.506
2023-11-16,31.506
2023-11-17,31.485
2023-11-18,31.485
2023-11-19,31.485
2023-11-20,31.478
2023-11-21,31.478
2023-11-22,31.478
2023-11-23,31.478
2023-11-24,31.478
2023-11-25,31.478
2023-11-26,31.478
2023-11-27,31.464
2023-11-28,31.464
2023-11-29,31.464
2023-11-30,31.465
2023-12-01,31.465
2023-12-02,31.465
2023-12-03,31.465
2023-12-04,31.465
2023-12-05,31.465
2023-12-06,31.465
2023-12-07,31.465
2023-12-08,31.465
2023-12-09,31.465
2023-12-10,31.465
2023-12-11,31.465
2023-12-12,31.465
2023-12-13,31.465
2023-12-14,31.465
2023-12-15,31.465
2023-12-16,31.465
2023-12-17,31.465
2023-12-18,31.465
2023-12-19,31.465
2023-12-20,31.465
2023-12-21,31.456
2023-12-22,31.456
2023-12-23,31.456
2023-12-24,31.456
2023-12-25,31.456
2023-12-26,31.456
2023-12-27,31.456
2023-12-28,31.456
2023-12-29,31.456
2023-12-30,31.456
2023-12-31,31.456
2024-01-01,31.456
2024-01-02,31.478
2024-01-03,31.478
2024-01-04,31.358
2024-01-05,31.346
2024-01-06,31.346
2024-01-07,31.346
2024-01-08,31.346
2024-01-09,31.346
2024-01-10,31.346
2024-01-11,31.346
2024-01-12,31.346
2024-01-13,31.346
2024-01-14,31.346
2024-01-15,31.346
2024-01-16,31.346
2024-01-17,31.322
2024-01-18,30.671
2024-01-19,30.006
2024-01-20,30.006
2024-01-21,29.489
2024-01-22,29.338
2024-01-23,29.338
2024-01-24,28.768
2024-01-25,23.251
2024-01-26,17.076
2024-01-27,17.076
2024-01-28,17.117
2024-01-29,16.529
2024-01-30,16.529
2024-01-31,16.529
2024-02-01,16.218
2024-02-02,16.218
2024-02-03,16.218
2024-02-04,16.218
2024-02-05,16.371
2024-02-06,16.226
2024-02-07,16.226
2024-02-08,16.214
2024-02-09,16.214
2024-02-10,16.214
2024-02-11,16.214
2024-02-12,16.214
2024-02-13,16.214
2024-02-14,16.214
2024-02-15,16.214
2024-02-16,16.214
2024-02-17,16.214
2024-02-18,16.214
2024-02-19,16.214
2024-02-20,16.214
2024-02-21,16.214
2024-02-22,16.214
2024-02-23,16.214
2024-02-24,16.214
2024-02-25,16.214
2024-02-26,16.213
2024-02-27,16.213
2024-02-28,16.213
2024-02-29,16.213
2024-03-01,16.213
2024-03-02,16.213
2024-03-03,16.213
2024-03-04,16.213
2024-03-05,16.207
2024-03-06,16.207
2024-03-07,16.206
2024-03-08,16.206
2024-03-09,16.206
2024-03-10,16.206
2024-03-11,16.206
2024-03-12,16.206
2024-03-13,16.206
2024-03-14,16.206
2024-03-15,16.206
2024-03-16,16.206
2024-03-17,16.206
2024-03-18,16.206
2024-03-19,16.206
2024-03-20,16.206
2024-03-21,16.196
2024-03-22,16.196
2024-03-23,16.196
2024-03-24,16.196
2024-03-25,16.196
2024-03-26,16.196
2024-03-27,16.196
2024-03-28,16.196
2024-03-29,16.196
2024-03-30,16.196
2024-03-31,16.196
2024-04-01,16.186
2024-04-02,16.216
2024-04-03,16.216
2024-04-04,16.193
2024-04-05,16.118
2024-04-06,16.118
2024-04-07,16.118
2024-04-08,16.119
