,IFF US Equity
2020-04-13,7.565
2020-04-14,7.565
2020-04-15,7.565
2020-04-16,7.565
2020-04-17,7.565
2020-04-18,7.565
2020-04-19,7.565
2020-04-20,7.565
2020-04-21,7.565
2020-04-22,7.565
2020-04-23,7.565
2020-04-24,7.565
2020-04-25,7.565
2020-04-26,7.565
2020-04-27,7.565
2020-04-28,7.565
2020-04-29,7.565
2020-04-30,7.565
2020-05-01,7.565
2020-05-02,7.565
2020-05-03,7.565
2020-05-04,7.565
2020-05-05,7.565
2020-05-06,7.565
2020-05-07,7.565
2020-05-08,7.565
2020-05-09,7.565
2020-05-10,7.565
2020-05-11,7.565
2020-05-12,7.565
2020-05-13,7.65
2020-05-14,7.65
2020-05-15,7.65
2020-05-16,7.65
2020-05-17,7.65
2020-05-18,7.65
2020-05-19,7.65
2020-05-20,7.65
2020-05-21,7.65
2020-05-22,7.65
2020-05-23,7.65
2020-05-24,7.65
2020-05-25,7.65
2020-05-26,7.65
2020-05-27,7.65
2020-05-28,7.65
2020-05-29,7.65
2020-05-30,7.65
2020-05-31,7.65
2020-06-01,7.65
2020-06-02,7.65
2020-06-03,7.65
2020-06-04,7.65
2020-06-05,7.65
2020-06-06,7.65
2020-06-07,7.65
2020-06-08,7.65
2020-06-09,7.65
2020-06-10,7.65
2020-06-11,7.65
2020-06-12,7.618
2020-06-13,7.618
2020-06-14,7.618
2020-06-15,7.618
2020-06-16,7.618
2020-06-17,7.618
2020-06-18,7.618
2020-06-19,7.618
2020-06-20,7.618
2020-06-21,7.618
2020-06-22,7.533
2020-06-23,7.533
2020-06-24,7.533
2020-06-25,7.533
2020-06-26,7.533
2020-06-27,7.533
2020-06-28,7.533
2020-06-29,7.533
2020-06-30,7.533
2020-07-01,7.533
2020-07-02,7.533
2020-07-03,7.533
2020-07-04,7.533
2020-07-05,7.533
2020-07-06,7.533
2020-07-07,7.533
2020-07-08,7.533
2020-07-09,7.533
2020-07-10,7.533
2020-07-11,7.533
2020-07-12,7.533
2020-07-13,7.533
2020-07-14,7.533
2020-07-15,7.533
2020-07-16,7.533
2020-07-17,7.533
2020-07-18,7.533
2020-07-19,7.533
2020-07-20,7.533
2020-07-21,7.533
2020-07-22,7.533
2020-07-23,7.533
2020-07-24,7.533
2020-07-25,7.533
2020-07-26,7.533
2020-07-27,7.533
2020-07-28,7.533
2020-07-29,7.533
2020-07-30,7.533
2020-07-31,7.533
2020-08-01,7.533
2020-08-02,7.533
2020-08-03,7.533
2020-08-04,7.533
2020-08-05,7.533
2020-08-06,7.533
2020-08-07,7.533
2020-08-08,7.533
2020-08-09,7.533
2020-08-10,7.533
2020-08-11,7.533
2020-08-12,7.497
2020-08-13,7.295
2020-08-14,7.295
2020-08-15,7.295
2020-08-16,7.295
2020-08-17,7.295
2020-08-18,7.295
2020-08-19,7.242
2020-08-20,7.242
2020-08-21,7.242
2020-08-22,7.242
2020-08-23,7.242
2020-08-24,7.242
2020-08-25,7.242
2020-08-26,7.242
2020-08-27,7.242
2020-08-28,7.242
2020-08-29,7.242
2020-08-30,7.242
2020-08-31,7.242
2020-09-01,7.242
2020-09-02,7.242
2020-09-03,7.242
2020-09-04,7.242
2020-09-05,7.242
2020-09-06,7.242
2020-09-07,7.242
2020-09-08,7.242
2020-09-09,7.242
2020-09-10,7.242
2020-09-11,7.242
2020-09-12,7.242
2020-09-13,7.242
2020-09-14,7.242
2020-09-15,7.242
2020-09-16,7.242
2020-09-17,7.242
2020-09-18,7.242
2020-09-19,7.242
2020-09-20,7.242
2020-09-21,7.242
2020-09-22,7.222
2020-09-23,7.222
2020-09-24,7.222
2020-09-25,7.222
2020-09-26,7.222
2020-09-27,7.222
2020-09-28,7.222
2020-09-29,7.222
2020-09-30,7.222
2020-10-01,7.222
2020-10-02,7.222
2020-10-03,7.222
2020-10-04,7.222
2020-10-05,7.222
2020-10-06,7.222
2020-10-07,7.222
2020-10-08,7.355
2020-10-09,7.355
2020-10-10,7.355
2020-10-11,7.355
2020-10-12,7.355
2020-10-13,7.355
2020-10-14,7.355
2020-10-15,7.355
2020-10-16,7.355
2020-10-17,7.355
2020-10-18,7.355
2020-10-19,7.355
2020-10-20,7.355
2020-10-21,7.355
2020-10-22,7.355
2020-10-23,7.355
2020-10-24,7.355
2020-10-25,7.355
2020-10-26,7.355
2020-10-27,7.355
2020-10-28,7.355
2020-10-29,7.355
2020-10-30,7.355
2020-10-31,7.355
2020-11-01,7.428
2020-11-02,7.428
2020-11-03,7.428
2020-11-04,7.428
2020-11-05,7.428
2020-11-06,7.428
2020-11-07,7.428
2020-11-08,7.428
2020-11-09,7.428
2020-11-10,7.323
2020-11-11,7.328
2020-11-12,7.328
2020-11-13,7.328
2020-11-14,7.328
2020-11-15,7.328
2020-11-16,7.328
2020-11-17,7.328
2020-11-18,7.328
2020-11-19,7.328
2020-11-20,7.328
2020-11-21,7.328
2020-11-22,7.328
2020-11-23,7.328
2020-11-24,7.328
2020-11-25,7.328
2020-11-26,7.328
2020-11-27,7.328
2020-11-28,7.328
2020-11-29,7.328
2020-11-30,7.328
2020-12-01,7.328
2020-12-02,7.328
2020-12-03,7.328
2020-12-04,7.328
2020-12-05,7.328
2020-12-06,7.328
2020-12-07,7.328
2020-12-08,7.328
2020-12-09,7.328
2020-12-10,7.328
2020-12-11,7.328
2020-12-12,7.328
2020-12-13,7.328
2020-12-14,7.328
2020-12-15,7.328
2020-12-16,7.328
2020-12-17,7.328
2020-12-18,7.328
2020-12-19,7.328
2020-12-20,7.328
2020-12-21,7.328
2020-12-22,7.328
2020-12-23,7.328
2020-12-24,7.328
2020-12-25,7.328
2020-12-26,7.328
2020-12-27,7.328
2020-12-28,7.328
2020-12-29,7.328
2020-12-30,7.328
2020-12-31,7.328
2021-01-01,7.328
2021-01-02,7.328
2021-01-03,7.328
2021-01-04,7.328
2021-01-05,7.328
2021-01-06,7.328
2021-01-07,7.328
2021-01-08,7.328
2021-01-09,7.328
2021-01-10,7.328
2021-01-11,7.328
2021-01-12,7.347
2021-01-13,7.347
2021-01-14,7.347
2021-01-15,7.347
2021-01-16,7.347
2021-01-17,7.347
2021-01-18,7.347
2021-01-19,7.347
2021-01-20,7.347
2021-01-21,7.347
2021-01-22,7.347
2021-01-23,7.347
2021-01-24,7.347
2021-01-25,7.347
2021-01-26,7.347
2021-01-27,7.347
2021-01-28,7.347
2021-01-29,7.347
2021-01-30,7.347
2021-01-31,7.347
2021-02-01,7.22
2021-02-02,7.22
2021-02-03,7.22
2021-02-04,7.22
2021-02-05,7.22
2021-02-06,7.22
2021-02-07,7.22
2021-02-08,7.22
2021-02-09,7.22
2021-02-10,7.22
2021-02-11,7.22
2021-02-12,7.22
2021-02-13,7.22
2021-02-14,7.22
2021-02-15,7.25
2021-02-16,7.25
2021-02-17,7.25
2021-02-18,7.25
2021-02-19,7.25
2021-02-20,7.25
2021-02-21,7.25
2021-02-22,7.25
2021-02-23,7.25
2021-02-24,7.25
2021-02-25,7.25
2021-02-26,7.25
2021-02-27,7.25
2021-02-28,7.25
2021-03-01,7.25
2021-03-02,7.25
2021-03-03,7.25
2021-03-04,7.25
2021-03-05,7.25
2021-03-06,7.25
2021-03-07,7.25
2021-03-08,7.25
2021-03-09,7.25
2021-03-10,7.25
2021-03-11,7.25
2021-03-12,7.25
2021-03-13,7.25
2021-03-14,7.25
2021-03-15,7.25
2021-03-16,7.25
2021-03-17,7.25
2021-03-18,7.25
2021-03-19,7.25
2021-03-20,7.25
2021-03-21,7.25
2021-03-22,7.25
2021-03-23,7.25
2021-03-24,7.25
2021-03-25,7.25
2021-03-26,7.25
2021-03-27,7.25
2021-03-28,7.25
2021-03-29,7.25
2021-03-30,7.477
2021-03-31,7.477
2021-04-01,7.477
2021-04-02,7.477
2021-04-03,7.477
2021-04-04,7.477
2021-04-05,7.477
2021-04-06,7.477
2021-04-07,7.477
2021-04-08,7.477
2021-04-09,7.472
2021-04-10,7.472
2021-04-11,7.472
2021-04-12,7.472
2021-04-13,7.472
2021-04-14,7.472
2021-04-15,7.472
2021-04-16,7.472
2021-04-17,7.472
2021-04-18,7.472
2021-04-19,7.472
2021-04-20,7.472
2021-04-21,7.472
2021-04-22,7.472
2021-04-23,7.472
2021-04-24,7.472
2021-04-25,7.472
2021-04-26,7.472
2021-04-27,7.472
2021-04-28,7.472
2021-04-29,7.43
2021-04-30,7.43
2021-05-01,7.43
2021-05-02,7.43
2021-05-03,7.43
2021-05-04,7.483
2021-05-05,7.483
2021-05-06,7.483
2021-05-07,7.483
2021-05-08,7.483
2021-05-09,7.483
2021-05-10,7.483
2021-05-11,7.53
2021-05-12,7.53
2021-05-13,7.53
2021-05-14,7.53
2021-05-15,7.53
2021-05-16,7.53
2021-05-17,7.53
2021-05-18,7.53
2021-05-19,7.531
2021-05-20,7.531
2021-05-21,7.531
2021-05-22,7.531
2021-05-23,7.531
2021-05-24,7.531
2021-05-25,7.531
2021-05-26,7.531
2021-05-27,7.531
2021-05-28,7.531
2021-05-29,7.531
2021-05-30,7.531
2021-05-31,7.531
2021-06-01,7.531
2021-06-02,7.531
2021-06-03,7.531
2021-06-04,7.531
2021-06-05,7.531
2021-06-06,7.531
2021-06-07,7.531
2021-06-08,7.531
2021-06-09,7.531
2021-06-10,7.531
2021-06-11,7.531
2021-06-12,7.531
2021-06-13,7.531
2021-06-14,7.531
2021-06-15,7.531
2021-06-16,7.531
2021-06-17,7.531
2021-06-18,7.531
2021-06-19,7.531
2021-06-20,7.531
2021-06-21,7.531
2021-06-22,7.531
2021-06-23,7.531
2021-06-24,7.516
2021-06-25,7.516
2021-06-26,7.516
2021-06-27,7.516
2021-06-28,7.516
2021-06-29,7.516
2021-06-30,7.516
2021-07-01,7.516
2021-07-02,7.516
2021-07-03,7.516
2021-07-04,7.516
2021-07-05,7.49
2021-07-06,7.49
2021-07-07,7.49
2021-07-08,7.47
2021-07-09,7.47
2021-07-10,7.47
2021-07-11,7.47
2021-07-12,7.47
2021-07-13,7.47
2021-07-14,7.47
2021-07-15,7.47
2021-07-16,7.47
2021-07-17,7.47
2021-07-18,7.47
2021-07-19,7.47
2021-07-20,7.276
2021-07-21,7.276
2021-07-22,7.276
2021-07-23,7.276
2021-07-24,7.276
2021-07-25,7.276
2021-07-26,7.276
2021-07-27,7.276
2021-07-28,7.276
2021-07-29,7.276
2021-07-30,7.276
2021-07-31,7.276
2021-08-01,7.276
2021-08-02,7.276
2021-08-03,7.276
2021-08-04,7.276
2021-08-05,7.276
2021-08-06,7.276
2021-08-07,7.276
2021-08-08,7.283
2021-08-09,7.283
2021-08-10,7.659
2021-08-11,7.659
2021-08-12,7.659
2021-08-13,7.539
2021-08-14,7.539
2021-08-15,7.539
2021-08-16,7.539
2021-08-17,7.539
2021-08-18,7.539
2021-08-19,7.526
2021-08-20,7.526
2021-08-21,7.526
2021-08-22,7.526
2021-08-23,7.526
2021-08-24,7.51
2021-08-25,7.51
2021-08-26,7.51
2021-08-27,7.51
2021-08-28,7.51
2021-08-29,7.51
2021-08-30,7.51
2021-08-31,7.51
2021-09-01,7.51
2021-09-02,7.51
2021-09-03,7.51
2021-09-04,7.51
2021-09-05,7.51
2021-09-06,7.51
2021-09-07,7.51
2021-09-08,7.51
2021-09-09,7.51
2021-09-10,7.51
2021-09-11,7.51
2021-09-12,7.51
2021-09-13,7.51
2021-09-14,7.51
2021-09-15,7.51
2021-09-16,7.51
2021-09-17,7.338
2021-09-18,7.338
2021-09-19,7.332
2021-09-20,7.332
2021-09-21,7.332
2021-09-22,7.272
2021-09-23,7.272
2021-09-24,7.272
2021-09-25,7.272
2021-09-26,7.272
2021-09-27,7.272
2021-09-28,7.272
2021-09-29,7.272
2021-09-30,7.272
2021-10-01,7.023
2021-10-02,7.023
2021-10-03,7.023
2021-10-04,7.023
2021-10-05,7.023
2021-10-06,6.978
2021-10-07,6.978
2021-10-08,6.978
2021-10-09,6.978
2021-10-10,6.978
2021-10-11,6.978
2021-10-12,7.638
2021-10-13,7.64
2021-10-14,7.64
2021-10-15,7.64
2021-10-16,7.64
2021-10-17,7.64
2021-10-18,7.64
2021-10-19,7.64
2021-10-20,7.64
2021-10-21,7.64
2021-10-22,7.64
2021-10-23,7.64
2021-10-24,7.64
2021-10-25,7.64
2021-10-26,7.64
2021-10-27,7.64
2021-10-28,7.64
2021-10-29,7.64
2021-10-30,7.64
2021-10-31,7.64
2021-11-01,7.64
2021-11-02,7.64
2021-11-03,7.64
2021-11-04,7.64
2021-11-05,7.64
2021-11-06,7.64
2021-11-07,7.64
2021-11-08,7.64
2021-11-09,7.647
2021-11-10,7.729
2021-11-11,7.729
2021-11-12,7.729
2021-11-13,7.729
2021-11-14,7.729
2021-11-15,7.667
2021-11-16,7.497
2021-11-17,7.497
2021-11-18,7.497
2021-11-19,7.497
2021-11-20,7.497
2021-11-21,7.497
2021-11-22,7.497
2021-11-23,7.497
2021-11-24,7.497
2021-11-25,7.497
2021-11-26,7.497
2021-11-27,7.497
2021-11-28,7.497
2021-11-29,7.497
2021-11-30,7.497
2021-12-01,7.497
2021-12-02,7.497
2021-12-03,7.497
2021-12-04,7.497
2021-12-05,7.497
2021-12-06,7.497
2021-12-07,7.497
2021-12-08,7.497
2021-12-09,7.497
2021-12-10,7.497
2021-12-11,7.497
2021-12-12,7.497
2021-12-13,7.497
2021-12-14,7.497
2021-12-15,7.497
2021-12-16,7.497
2021-12-17,7.497
2021-12-18,7.497
2021-12-19,7.497
2021-12-20,7.497
2021-12-21,7.497
2021-12-22,7.497
2021-12-23,7.497
2021-12-24,7.497
2021-12-25,7.497
2021-12-26,7.497
2021-12-27,7.497
2021-12-28,7.497
2021-12-29,7.497
2021-12-30,7.497
2021-12-31,7.497
2022-01-01,7.497
2022-01-02,7.497
2022-01-03,7.497
2022-01-04,7.497
2022-01-05,7.486
2022-01-06,7.486
2022-01-07,7.486
2022-01-08,7.486
2022-01-09,7.486
2022-01-10,7.84
2022-01-11,8.084
2022-01-12,7.84
2022-01-13,7.832
2022-01-14,7.832
2022-01-15,7.915
2022-01-16,7.915
2022-01-17,7.915
2022-01-18,7.915
2022-01-19,7.87
2022-01-20,7.87
2022-01-21,7.87
2022-01-22,7.87
2022-01-23,7.87
2022-01-24,7.87
2022-01-25,7.87
2022-01-26,7.87
2022-01-27,7.87
2022-01-28,7.87
2022-01-29,7.87
2022-01-30,7.87
2022-01-31,7.87
2022-02-01,7.87
2022-02-02,7.87
2022-02-03,7.87
2022-02-04,7.87
2022-02-05,7.87
2022-02-06,7.87
2022-02-07,7.87
2022-02-08,7.87
2022-02-09,7.87
2022-02-10,7.834
2022-02-11,7.46
2022-02-12,7.46
2022-02-13,7.46
2022-02-14,7.38
2022-02-15,7.38
2022-02-16,7.38
2022-02-17,7.38
2022-02-18,7.223
2022-02-19,7.223
2022-02-20,7.223
2022-02-21,7.223
2022-02-22,7.223
2022-02-23,7.223
2022-02-24,7.223
2022-02-25,7.223
2022-02-26,7.223
2022-02-27,7.223
2022-02-28,7.223
2022-03-01,7.223
2022-03-02,7.223
2022-03-03,7.223
2022-03-04,7.223
2022-03-05,7.223
2022-03-06,7.223
2022-03-07,7.099
2022-03-08,7.099
2022-03-09,7.362
2022-03-10,7.362
2022-03-11,7.362
2022-03-12,7.267
2022-03-13,7.267
2022-03-14,7.267
2022-03-15,7.242
2022-03-16,7.077
2022-03-17,7.077
2022-03-18,7.077
2022-03-19,7.077
2022-03-20,7.077
2022-03-21,7.077
2022-03-22,7.077
2022-03-23,7.052
2022-03-24,7.052
2022-03-25,7.052
2022-03-26,7.052
2022-03-27,7.052
2022-03-28,7.052
2022-03-29,7.052
2022-03-30,7.052
2022-03-31,7.052
2022-04-01,7.048
2022-04-02,7.048
2022-04-03,7.048
2022-04-04,7.048
2022-04-05,7.048
2022-04-06,7.048
2022-04-07,7.008
2022-04-08,7.008
2022-04-09,7.008
2022-04-10,7.008
2022-04-11,7.008
2022-04-12,7.008
2022-04-13,6.969
2022-04-14,6.969
2022-04-15,6.969
2022-04-16,6.969
2022-04-17,6.969
2022-04-18,6.969
2022-04-19,6.969
2022-04-20,6.969
2022-04-21,6.969
2022-04-22,6.969
2022-04-23,6.969
2022-04-24,6.969
2022-04-25,6.969
2022-04-26,6.969
2022-04-27,6.969
2022-04-28,6.969
2022-04-29,6.969
2022-04-30,6.969
2022-05-01,6.969
2022-05-02,6.969
2022-05-03,6.969
2022-05-04,6.969
2022-05-05,6.969
2022-05-06,6.969
2022-05-07,6.969
2022-05-08,6.969
2022-05-09,6.969
2022-05-10,6.975
2022-05-11,7.074
2022-05-12,7.07
2022-05-13,7.048
2022-05-14,7.048
2022-05-15,7.048
2022-05-16,7.053
2022-05-17,7.229
2022-05-18,7.218
2022-05-19,7.218
2022-05-20,7.218
2022-05-21,7.218
2022-05-22,7.218
2022-05-23,7.218
2022-05-24,7.218
2022-05-25,7.213
2022-05-26,7.213
2022-05-27,7.213
2022-05-28,7.213
2022-05-29,7.213
2022-05-30,6.936
2022-05-31,6.936
2022-06-01,6.936
2022-06-02,6.936
2022-06-03,6.936
2022-06-04,6.936
2022-06-05,6.936
2022-06-06,6.936
2022-06-07,6.936
2022-06-08,6.936
2022-06-09,6.936
2022-06-10,6.936
2022-06-11,6.936
2022-06-12,6.936
2022-06-13,6.936
2022-06-14,6.922
2022-06-15,6.922
2022-06-16,6.867
2022-06-17,6.867
2022-06-18,6.867
2022-06-19,6.867
2022-06-20,6.867
2022-06-21,6.867
2022-06-22,6.867
2022-06-23,6.867
2022-06-24,6.867
2022-06-25,6.867
2022-06-26,6.867
2022-06-27,6.887
2022-06-28,6.887
2022-06-29,6.887
2022-06-30,6.887
2022-07-01,6.882
2022-07-02,6.882
2022-07-03,6.882
2022-07-04,6.882
2022-07-05,6.882
2022-07-06,6.882
2022-07-07,6.882
2022-07-08,6.882
2022-07-09,6.882
2022-07-10,6.882
2022-07-11,6.882
2022-07-12,6.882
2022-07-13,6.861
2022-07-14,7.124
2022-07-15,7.124
2022-07-16,7.124
2022-07-17,7.124
2022-07-18,7.053
2022-07-19,7.053
2022-07-20,7.053
2022-07-21,7.053
2022-07-22,7.053
2022-07-23,7.053
2022-07-24,7.053
2022-07-25,7.053
2022-07-26,7.053
2022-07-27,7.053
2022-07-28,7.053
2022-07-29,7.053
2022-07-30,7.053
2022-07-31,7.053
2022-08-01,7.053
2022-08-02,7.053
2022-08-03,7.053
2022-08-04,7.053
2022-08-05,7.053
2022-08-06,7.053
2022-08-07,7.053
2022-08-08,7.053
2022-08-09,7.012
2022-08-10,7.072
2022-08-11,7.13
2022-08-12,7.134
2022-08-13,7.134
2022-08-14,7.134
2022-08-15,7.221
2022-08-16,7.221
2022-08-17,6.993
2022-08-18,6.993
2022-08-19,6.993
2022-08-20,6.993
2022-08-21,6.993
2022-08-22,6.993
2022-08-23,7.218
2022-08-24,7.002
2022-08-25,7.003
2022-08-26,7.003
2022-08-27,7.003
2022-08-28,7.003
2022-08-29,7.003
2022-08-30,7.003
2022-08-31,7.003
2022-09-01,7.003
2022-09-02,7.003
2022-09-03,7.003
2022-09-04,7.003
2022-09-05,7.003
2022-09-06,6.998
2022-09-07,6.998
2022-09-08,6.998
2022-09-09,6.998
2022-09-10,6.998
2022-09-11,6.998
2022-09-12,6.998
2022-09-13,6.998
2022-09-14,6.998
2022-09-15,6.998
2022-09-16,6.998
2022-09-17,6.998
2022-09-18,6.998
2022-09-19,6.998
2022-09-20,6.998
2022-09-21,6.998
2022-09-22,6.998
2022-09-23,7.018
2022-09-24,7.018
2022-09-25,7.018
2022-09-26,7.018
2022-09-27,7.018
2022-09-28,7.031
2022-09-29,7.018
2022-09-30,6.969
2022-10-01,6.969
2022-10-02,6.969
2022-10-03,6.969
2022-10-04,6.969
2022-10-05,6.965
2022-10-06,6.965
2022-10-07,6.965
2022-10-08,6.965
2022-10-09,6.965
2022-10-10,6.941
2022-10-11,6.918
2022-10-12,6.875
2022-10-13,6.872
2022-10-14,6.872
2022-10-15,6.872
2022-10-16,6.872
2022-10-17,6.824
2022-10-18,6.824
2022-10-19,6.824
2022-10-20,6.824
2022-10-21,7.059
2022-10-22,7.059
2022-10-23,7.059
2022-10-24,7.059
2022-10-25,7.059
2022-10-26,7.059
2022-10-27,7.059
2022-10-28,7.059
2022-10-29,7.059
2022-10-30,7.059
2022-10-31,7.059
2022-11-01,7.059
2022-11-02,7.059
2022-11-03,7.057
2022-11-04,7.057
2022-11-05,7.057
2022-11-06,7.057
2022-11-07,7.047
2022-11-08,6.879
2022-11-09,6.881
2022-11-10,6.831
2022-11-11,6.788
2022-11-12,6.788
2022-11-13,6.788
2022-11-14,6.788
2022-11-15,6.788
2022-11-16,6.673
2022-11-17,6.673
2022-11-18,6.673
2022-11-19,6.673
2022-11-20,6.673
2022-11-21,6.768
2022-11-22,6.768
2022-11-23,6.768
2022-11-24,6.688
2022-11-25,6.688
2022-11-26,6.688
2022-11-27,6.688
2022-11-28,6.688
2022-11-29,6.688
2022-11-30,6.688
2022-12-01,6.511
2022-12-02,6.511
2022-12-03,6.511
2022-12-04,6.511
2022-12-05,6.511
2022-12-06,6.511
2022-12-07,6.697
2022-12-08,6.729
2022-12-09,6.731
2022-12-10,6.731
2022-12-11,6.731
2022-12-12,6.731
2022-12-13,6.731
2022-12-14,6.733
2022-12-15,6.639
2022-12-16,6.601
2022-12-17,6.601
2022-12-18,6.601
2022-12-19,6.601
2022-12-20,6.445
2022-12-21,6.445
2022-12-22,6.445
2022-12-23,6.445
2022-12-24,6.445
2022-12-25,6.445
2022-12-26,6.445
2022-12-27,6.445
2022-12-28,6.445
2022-12-29,6.445
2022-12-30,6.445
2022-12-31,6.445
2023-01-01,6.445
2023-01-02,6.445
2023-01-03,6.445
2023-01-04,6.445
2023-01-05,6.445
2023-01-06,6.445
2023-01-07,6.445
2023-01-08,6.445
2023-01-09,6.525
2023-01-10,6.525
2023-01-11,6.536
2023-01-12,6.55
2023-01-13,6.55
2023-01-14,6.55
2023-01-15,6.55
2023-01-16,6.55
2023-01-17,6.55
2023-01-18,6.534
2023-01-19,6.534
2023-01-20,6.534
2023-01-21,6.534
2023-01-22,6.534
2023-01-23,6.526
2023-01-24,6.533
2023-01-25,6.533
2023-01-26,6.533
2023-01-27,6.533
2023-01-28,6.533
2023-01-29,6.533
2023-01-30,6.533
2023-01-31,6.533
2023-02-01,6.533
2023-02-02,6.533
2023-02-03,6.533
2023-02-04,6.533
2023-02-05,6.533
2023-02-06,6.533
2023-02-07,6.533
2023-02-08,6.429
2023-02-09,5.901
2023-02-10,5.779
2023-02-11,5.779
2023-02-12,5.779
2023-02-13,5.803
2023-02-14,5.8
2023-02-15,5.8
2023-02-16,5.8
2023-02-17,5.8
2023-02-18,5.8
2023-02-19,5.8
2023-02-20,5.8
2023-02-21,5.8
2023-02-22,5.758
2023-02-23,5.758
2023-02-24,5.758
2023-02-25,5.758
2023-02-26,5.749
2023-02-27,5.749
2023-02-28,5.749
2023-03-01,5.762
2023-03-02,5.762
2023-03-03,5.762
2023-03-04,5.762
2023-03-05,5.762
2023-03-06,5.714
2023-03-07,5.714
2023-03-08,5.714
2023-03-09,5.714
2023-03-10,5.608
2023-03-11,5.608
2023-03-12,5.608
2023-03-13,5.637
2023-03-14,5.637
2023-03-15,5.637
2023-03-16,5.637
2023-03-17,5.637
2023-03-18,5.637
2023-03-19,5.637
2023-03-20,5.625
2023-03-21,5.625
2023-03-22,5.625
2023-03-23,5.625
2023-03-24,5.625
2023-03-25,5.625
2023-03-26,5.625
2023-03-27,5.625
2023-03-28,5.625
2023-03-29,5.625
2023-03-30,5.625
2023-03-31,5.625
2023-04-01,5.625
2023-04-02,5.625
2023-04-03,5.625
2023-04-04,5.662
2023-04-05,5.657
2023-04-06,5.657
2023-04-07,5.657
2023-04-08,5.657
2023-04-09,5.657
2023-04-10,5.657
2023-04-11,5.595
2023-04-12,5.595
2023-04-13,5.596
2023-04-14,5.669
2023-04-15,5.669
2023-04-16,5.669
2023-04-17,5.669
2023-04-18,5.547
2023-04-19,5.547
2023-04-20,5.547
2023-04-21,5.547
2023-04-22,5.547
2023-04-23,5.547
2023-04-24,5.547
2023-04-25,5.547
2023-04-26,5.547
2023-04-27,5.547
2023-04-28,5.547
2023-04-29,5.547
2023-04-30,5.547
2023-05-01,5.547
2023-05-02,5.547
2023-05-03,5.547
2023-05-04,5.547
2023-05-05,5.547
2023-05-06,5.547
2023-05-07,5.547
2023-05-08,5.606
2023-05-09,5.572
2023-05-10,5.511
2023-05-11,5.506
2023-05-12,5.487
2023-05-13,5.487
2023-05-14,5.487
2023-05-15,5.432
2023-05-16,5.457
2023-05-17,5.458
2023-05-18,5.45
2023-05-19,5.45
2023-05-20,5.45
2023-05-21,5.45
2023-05-22,5.502
2023-05-23,5.502
2023-05-24,5.502
2023-05-25,5.502
2023-05-26,5.502
2023-05-27,5.502
2023-05-28,5.502
2023-05-29,5.502
2023-05-30,5.502
2023-05-31,5.502
2023-06-01,5.502
2023-06-02,5.502
2023-06-03,5.502
2023-06-04,5.502
2023-06-05,5.502
2023-06-06,5.502
2023-06-07,5.515
2023-06-08,5.515
2023-06-09,5.515
2023-06-10,5.515
2023-06-11,5.515
2023-06-12,5.515
2023-06-13,5.539
2023-06-14,5.539
2023-06-15,5.539
2023-06-16,5.539
2023-06-17,5.539
2023-06-18,5.539
2023-06-19,5.539
2023-06-20,5.539
2023-06-21,5.539
2023-06-22,5.539
2023-06-23,5.539
