,SYY US Equity
2020-04-20,4.7
2020-04-21,4.7
2020-04-22,4.7
2020-04-23,4.015
2020-04-24,4.015
2020-04-25,4.015
2020-04-26,4.015
2020-04-27,4.015
2020-04-28,4.015
2020-04-29,4.015
2020-04-30,4.01
2020-05-01,4.01
2020-05-02,4.01
2020-05-03,4.01
2020-05-04,4.01
2020-05-05,4.03
2020-05-06,3.613
2020-05-07,3.613
2020-05-08,3.613
2020-05-09,3.613
2020-05-10,3.613
2020-05-11,3.613
2020-05-12,3.613
2020-05-13,3.613
2020-05-14,3.613
2020-05-15,3.613
2020-05-16,3.768
2020-05-17,3.768
2020-05-18,3.768
2020-05-19,3.768
2020-05-20,3.768
2020-05-21,3.768
2020-05-22,3.768
2020-05-23,3.768
2020-05-24,3.768
2020-05-25,3.768
2020-05-26,3.768
2020-05-27,3.768
2020-05-28,3.768
2020-05-29,3.768
2020-05-30,3.768
2020-05-31,3.768
2020-06-01,4.026
2020-06-02,4.026
2020-06-03,4.026
2020-06-04,4.026
2020-06-05,4.026
2020-06-06,4.026
2020-06-07,4.026
2020-06-08,4.026
2020-06-09,4.026
2020-06-10,4.026
2020-06-11,4.026
2020-06-12,4.026
2020-06-13,4.026
2020-06-14,4.026
2020-06-15,4.026
2020-06-16,4.026
2020-06-17,4.026
2020-06-18,4.026
2020-06-19,4.026
2020-06-20,4.026
2020-06-21,4.026
2020-06-22,4.026
2020-06-23,4.026
2020-06-24,4.026
2020-06-25,4.026
2020-06-26,4.026
2020-06-27,4.026
2020-06-28,4.026
2020-06-29,4.026
2020-06-30,4.026
2020-07-01,4.026
2020-07-02,4.026
2020-07-03,4.026
2020-07-04,4.026
2020-07-05,4.026
2020-07-06,4.026
2020-07-07,4.026
2020-07-08,4.026
2020-07-09,4.026
2020-07-10,4.026
2020-07-11,4.026
2020-07-12,4.026
2020-07-13,4.026
2020-07-14,4.026
2020-07-15,4.026
2020-07-16,4.026
2020-07-17,4.026
2020-07-18,4.026
2020-07-19,4.026
2020-07-20,4.026
2020-07-21,4.274
2020-07-22,4.274
2020-07-23,4.274
2020-07-24,4.274
2020-07-25,4.274
2020-07-26,4.274
2020-07-27,4.274
2020-07-28,4.274
2020-07-29,4.274
2020-07-30,4.282
2020-07-31,4.282
2020-08-01,4.282
2020-08-02,4.282
2020-08-03,4.282
2020-08-04,4.282
2020-08-05,4.282
2020-08-06,4.282
2020-08-07,4.282
2020-08-08,4.282
2020-08-09,4.282
2020-08-10,4.282
2020-08-11,4.328
2020-08-12,4.328
2020-08-13,4.328
2020-08-14,4.328
2020-08-15,4.328
2020-08-16,4.328
2020-08-17,4.328
2020-08-18,4.328
2020-08-19,4.328
2020-08-20,4.328
2020-08-21,4.328
2020-08-22,4.328
2020-08-23,4.328
2020-08-24,4.328
2020-08-25,4.328
2020-08-26,4.328
2020-08-27,4.533
2020-08-28,4.533
2020-08-29,4.533
2020-08-30,4.533
2020-08-31,4.533
2020-09-01,4.62
2020-09-02,4.62
2020-09-03,4.62
2020-09-04,4.62
2020-09-05,4.62
2020-09-06,4.62
2020-09-07,4.62
2020-09-08,4.62
2020-09-09,4.62
2020-09-10,4.62
2020-09-11,4.62
2020-09-12,4.62
2020-09-13,4.62
2020-09-14,4.62
2020-09-15,4.62
2020-09-16,4.62
2020-09-17,4.62
2020-09-18,4.62
2020-09-19,4.62
2020-09-20,4.62
2020-09-21,4.478
2020-09-22,4.478
2020-09-23,4.478
2020-09-24,4.478
2020-09-25,4.478
2020-09-26,4.478
2020-09-27,4.478
2020-09-28,4.478
2020-09-29,4.478
2020-09-30,4.478
2020-10-01,4.478
2020-10-02,4.478
2020-10-03,4.478
2020-10-04,4.478
2020-10-05,4.478
2020-10-06,4.478
2020-10-07,4.478
2020-10-08,4.478
2020-10-09,4.478
2020-10-10,4.478
2020-10-11,4.478
2020-10-12,4.478
2020-10-13,4.478
2020-10-14,4.478
2020-10-15,4.478
2020-10-16,4.478
2020-10-17,4.478
2020-10-18,4.478
2020-10-19,4.533
2020-10-20,4.533
2020-10-21,4.533
2020-10-22,4.533
2020-10-23,4.533
2020-10-24,4.533
2020-10-25,4.533
2020-10-26,4.533
2020-10-27,4.533
2020-10-28,4.533
2020-10-29,4.533
2020-10-30,4.533
2020-10-31,4.533
2020-11-01,4.533
2020-11-02,4.533
2020-11-03,4.495
2020-11-04,4.563
2020-11-05,4.563
2020-11-06,4.563
2020-11-07,4.563
2020-11-08,4.563
2020-11-09,4.563
2020-11-10,4.563
2020-11-11,4.563
2020-11-12,4.563
2020-11-13,4.563
2020-11-14,4.563
2020-11-15,4.563
2020-11-16,4.563
2020-11-17,4.563
2020-11-18,4.563
2020-11-19,4.563
2020-11-20,4.563
2020-11-21,4.563
2020-11-22,4.563
2020-11-23,4.563
2020-11-24,4.563
2020-11-25,4.563
2020-11-26,4.563
2020-11-27,4.563
2020-11-28,4.563
2020-11-29,4.563
2020-11-30,4.563
2020-12-01,4.563
2020-12-02,4.568
2020-12-03,4.568
2020-12-04,4.568
2020-12-05,4.568
2020-12-06,4.568
2020-12-07,4.568
2020-12-08,4.568
2020-12-09,4.568
2020-12-10,4.568
2020-12-11,4.568
2020-12-12,4.568
2020-12-13,4.568
2020-12-14,4.568
2020-12-15,4.568
2020-12-16,4.568
2020-12-17,4.568
2020-12-18,4.568
2020-12-19,4.568
2020-12-20,4.568
2020-12-21,4.568
2020-12-22,4.568
2020-12-23,4.568
2020-12-24,4.568
2020-12-25,4.568
2020-12-26,4.568
2020-12-27,4.568
2020-12-28,4.568
2020-12-29,4.568
2020-12-30,4.568
2020-12-31,4.568
2021-01-01,4.568
2021-01-02,4.568
2021-01-03,4.568
2021-01-04,4.568
2021-01-05,4.188
2021-01-06,4.09
2021-01-07,4.09
2021-01-08,4.09
2021-01-09,4.09
2021-01-10,4.09
2021-01-11,4.09
2021-01-12,4.09
2021-01-13,4.09
2021-01-14,4.092
2021-01-15,4.092
2021-01-16,4.092
2021-01-17,4.092
2021-01-18,4.092
2021-01-19,4.092
2021-01-20,4.092
2021-01-21,4.032
2021-01-22,4.032
2021-01-23,4.032
2021-01-24,4.032
2021-01-25,4.032
2021-01-26,4.032
2021-01-27,4.032
2021-01-28,4.032
2021-01-29,4.032
2021-01-30,4.032
2021-01-31,4.032
2021-02-01,4.032
2021-02-02,4.074
2021-02-03,4.086
2021-02-04,4.086
2021-02-05,4.086
2021-02-06,4.086
2021-02-07,4.086
2021-02-08,4.086
2021-02-09,4.088
2021-02-10,4.088
2021-02-11,4.088
2021-02-12,4.088
2021-02-13,4.088
2021-02-14,4.088
2021-02-15,4.088
2021-02-16,4.088
2021-02-17,4.088
2021-02-18,4.088
2021-02-19,4.088
2021-02-20,4.088
2021-02-21,4.088
2021-02-22,4.088
2021-02-23,4.088
2021-02-24,4.088
2021-02-25,4.088
2021-02-26,4.088
2021-02-27,4.088
2021-02-28,4.088
2021-03-01,4.088
2021-03-02,4.088
2021-03-03,4.088
2021-03-04,4.088
2021-03-05,4.088
2021-03-06,4.088
2021-03-07,4.088
2021-03-08,4.088
2021-03-09,4.088
2021-03-10,4.088
2021-03-11,4.088
2021-03-12,4.088
2021-03-13,4.088
2021-03-14,4.088
2021-03-15,4.088
2021-03-16,4.088
2021-03-17,4.088
2021-03-18,4.088
2021-03-19,4.088
2021-03-20,4.088
2021-03-21,4.088
2021-03-22,4.088
2021-03-23,4.088
2021-03-24,4.088
2021-03-25,4.088
2021-03-26,4.088
2021-03-27,4.088
2021-03-28,4.088
2021-03-29,4.088
2021-03-30,4.088
2021-03-31,4.088
2021-04-01,4.088
2021-04-02,4.088
2021-04-03,4.088
2021-04-04,4.088
2021-04-05,4.088
2021-04-06,4.088
2021-04-07,4.088
2021-04-08,4.088
2021-04-09,4.112
2021-04-10,4.112
2021-04-11,4.112
2021-04-12,4.147
2021-04-13,4.147
2021-04-14,4.147
2021-04-15,4.147
2021-04-16,4.147
2021-04-17,4.147
2021-04-18,4.147
2021-04-19,4.147
2021-04-20,4.147
2021-04-21,4.147
2021-04-22,4.147
2021-04-23,4.147
2021-04-24,4.147
2021-04-25,4.147
2021-04-26,4.147
2021-04-27,4.147
2021-04-28,4.147
2021-04-29,4.147
2021-04-30,4.147
2021-05-01,4.147
2021-05-02,4.147
2021-05-03,4.147
2021-05-04,4.372
2021-05-05,4.442
2021-05-06,4.442
2021-05-07,4.442
2021-05-08,4.442
2021-05-09,4.442
2021-05-10,4.535
2021-05-11,4.535
2021-05-12,4.568
2021-05-13,4.568
2021-05-14,4.568
2021-05-15,4.568
2021-05-16,4.568
2021-05-17,4.568
2021-05-18,4.568
2021-05-19,4.568
2021-05-20,4.488
2021-05-21,4.512
2021-05-22,4.635
2021-05-23,4.635
2021-05-24,4.635
2021-05-25,4.635
2021-05-26,4.635
2021-05-27,4.635
2021-05-28,4.635
2021-05-29,4.635
2021-05-30,4.635
2021-05-31,4.635
2021-06-01,4.635
2021-06-02,4.635
2021-06-03,4.635
2021-06-04,4.635
2021-06-05,4.635
2021-06-06,4.635
2021-06-07,4.635
2021-06-08,4.635
2021-06-09,4.635
2021-06-10,4.635
2021-06-11,4.635
2021-06-12,4.635
2021-06-13,4.635
2021-06-14,4.635
2021-06-15,4.635
2021-06-16,4.635
2021-06-17,4.635
2021-06-18,4.635
2021-06-19,4.635
2021-06-20,4.635
2021-06-21,4.635
2021-06-22,4.635
2021-06-23,4.635
2021-06-24,4.635
2021-06-25,4.635
2021-06-26,4.635
2021-06-27,4.635
2021-06-28,4.635
2021-06-29,4.635
2021-06-30,4.635
2021-07-01,4.635
2021-07-02,4.635
2021-07-03,4.635
2021-07-04,4.635
2021-07-05,4.635
2021-07-06,4.635
2021-07-07,4.635
2021-07-08,4.635
2021-07-09,4.635
2021-07-10,4.635
2021-07-11,4.635
2021-07-12,4.635
2021-07-13,4.635
2021-07-14,4.635
2021-07-15,4.635
2021-07-16,4.635
2021-07-17,4.635
2021-07-18,4.635
2021-07-19,4.635
2021-07-20,4.635
2021-07-21,4.635
2021-07-22,4.635
2021-07-23,4.635
2021-07-24,4.635
2021-07-25,4.641
2021-07-26,4.641
2021-07-27,4.641
2021-07-28,4.641
2021-07-29,4.641
2021-07-30,4.641
2021-07-31,4.641
2021-08-01,4.641
2021-08-02,4.641
2021-08-03,4.641
2021-08-04,4.641
2021-08-05,4.641
2021-08-06,4.641
2021-08-07,4.641
2021-08-08,4.641
2021-08-09,4.641
2021-08-10,4.679
2021-08-11,4.766
2021-08-12,4.782
2021-08-13,4.827
2021-08-14,4.827
2021-08-15,4.827
2021-08-16,4.865
2021-08-17,4.865
2021-08-18,4.865
2021-08-19,4.865
2021-08-20,4.865
2021-08-21,4.865
2021-08-22,4.865
2021-08-23,4.865
2021-08-24,4.865
2021-08-25,4.865
2021-08-26,4.865
2021-08-27,4.865
2021-08-28,4.865
2021-08-29,4.865
2021-08-30,4.865
2021-08-31,4.865
2021-09-01,4.865
2021-09-02,4.865
2021-09-03,4.865
2021-09-04,4.865
2021-09-05,4.865
2021-09-06,4.865
2021-09-07,4.865
2021-09-08,4.865
2021-09-09,4.865
2021-09-10,4.865
2021-09-11,4.865
2021-09-12,4.865
2021-09-13,4.865
2021-09-14,4.865
2021-09-15,4.865
2021-09-16,4.865
2021-09-17,4.865
2021-09-18,4.865
2021-09-19,4.865
2021-09-20,4.865
2021-09-21,4.865
2021-09-22,4.865
2021-09-23,4.865
2021-09-24,4.865
2021-09-25,4.865
2021-09-26,4.865
2021-09-27,4.865
2021-09-28,4.865
2021-09-29,4.865
2021-09-30,4.855
2021-10-01,4.855
2021-10-02,4.855
2021-10-03,4.855
2021-10-04,4.855
2021-10-05,4.855
2021-10-06,4.855
2021-10-07,4.855
2021-10-08,4.855
2021-10-09,4.855
2021-10-10,4.855
2021-10-11,4.855
2021-10-12,4.855
2021-10-13,4.845
2021-10-14,4.845
2021-10-15,4.845
2021-10-16,4.845
2021-10-17,4.845
2021-10-18,4.833
2021-10-19,4.833
2021-10-20,4.833
2021-10-21,4.833
2021-10-22,4.833
2021-10-23,4.833
2021-10-24,4.833
2021-10-25,4.833
2021-10-26,4.833
2021-10-27,4.833
2021-10-28,4.833
2021-10-29,4.833
2021-10-30,4.833
2021-10-31,4.833
2021-11-01,4.833
2021-11-02,4.833
2021-11-03,4.833
2021-11-04,4.84
2021-11-05,4.84
2021-11-06,4.84
2021-11-07,4.84
2021-11-08,4.84
2021-11-09,4.818
2021-11-10,4.833
2021-11-11,4.833
2021-11-12,4.833
2021-11-13,4.833
2021-11-14,4.833
2021-11-15,4.825
2021-11-16,4.825
2021-11-17,4.825
2021-11-18,4.825
2021-11-19,4.825
2021-11-20,4.825
2021-11-21,4.825
2021-11-22,4.825
2021-11-23,4.825
2021-11-24,4.825
2021-11-25,4.825
2021-11-26,4.825
2021-11-27,4.825
2021-11-28,4.825
2021-11-29,4.825
2021-11-30,4.825
2021-12-01,4.825
2021-12-02,4.825
2021-12-03,4.825
2021-12-04,4.825
2021-12-05,4.825
2021-12-06,4.824
2021-12-07,4.824
2021-12-08,4.824
2021-12-09,4.824
2021-12-10,4.824
2021-12-11,4.824
2021-12-12,4.824
2021-12-13,4.824
2021-12-14,4.824
2021-12-15,4.824
2021-12-16,4.806
2021-12-17,4.817
2021-12-18,4.817
2021-12-19,4.817
2021-12-20,4.817
2021-12-21,4.817
2021-12-22,4.817
2021-12-23,4.817
2021-12-24,4.817
2021-12-25,4.817
2021-12-26,4.817
2021-12-27,4.817
2021-12-28,4.817
2021-12-29,4.817
2021-12-30,4.817
2021-12-31,4.817
2022-01-01,4.817
2022-01-02,4.817
2022-01-03,4.829
2022-01-04,4.829
2022-01-05,4.829
2022-01-06,4.829
2022-01-07,4.829
2022-01-08,4.829
2022-01-09,4.829
2022-01-10,4.829
2022-01-11,4.829
2022-01-12,4.829
2022-01-13,4.829
2022-01-14,4.822
2022-01-15,4.822
2022-01-16,4.822
2022-01-17,4.822
2022-01-18,4.822
2022-01-19,4.822
2022-01-20,4.822
2022-01-21,4.822
2022-01-22,4.822
2022-01-23,4.822
2022-01-24,4.822
2022-01-25,4.817
2022-01-26,4.817
2022-01-27,4.817
2022-01-28,4.817
2022-01-29,4.804
2022-01-30,4.812
2022-01-31,4.812
2022-02-01,4.812
2022-02-02,4.812
2022-02-03,4.812
2022-02-04,4.813
2022-02-05,4.813
2022-02-06,4.813
2022-02-07,4.813
2022-02-08,4.753
2022-02-09,4.739
2022-02-10,4.738
2022-02-11,4.738
2022-02-12,4.738
2022-02-13,4.738
2022-02-14,4.738
2022-02-15,4.729
2022-02-16,4.754
2022-02-17,4.754
2022-02-18,4.754
2022-02-19,4.754
2022-02-20,4.754
2022-02-21,4.754
2022-02-22,4.754
2022-02-23,4.754
2022-02-24,4.754
2022-02-25,4.754
2022-02-26,4.754
2022-02-27,4.754
2022-02-28,4.754
2022-03-01,4.754
2022-03-02,4.754
2022-03-03,4.754
2022-03-04,4.754
2022-03-05,4.754
2022-03-06,4.754
2022-03-07,4.754
2022-03-08,4.754
2022-03-09,4.754
2022-03-10,4.754
2022-03-11,4.754
2022-03-12,4.754
2022-03-13,4.754
2022-03-14,4.754
2022-03-15,4.754
2022-03-16,4.754
2022-03-17,4.754
2022-03-18,4.754
2022-03-19,4.754
2022-03-20,4.754
2022-03-21,4.754
2022-03-22,4.754
2022-03-23,4.754
2022-03-24,4.754
2022-03-25,4.754
2022-03-26,4.754
2022-03-27,4.754
2022-03-28,4.754
2022-03-29,4.754
2022-03-30,4.754
2022-03-31,4.754
2022-04-01,4.754
2022-04-02,4.754
2022-04-03,4.754
2022-04-04,4.754
2022-04-05,4.754
2022-04-06,4.754
2022-04-07,4.754
2022-04-08,4.754
2022-04-09,4.754
2022-04-10,4.754
2022-04-11,4.754
2022-04-12,4.754
2022-04-13,4.754
2022-04-14,4.761
2022-04-15,4.761
2022-04-16,4.761
2022-04-17,4.761
2022-04-18,4.761
2022-04-19,4.761
2022-04-20,4.761
2022-04-21,4.761
2022-04-22,4.761
2022-04-23,4.761
2022-04-24,4.761
2022-04-25,4.761
2022-04-26,4.761
2022-04-27,4.761
2022-04-28,4.761
2022-04-29,4.761
2022-04-30,4.761
2022-05-01,4.761
2022-05-02,4.761
2022-05-03,4.761
2022-05-04,4.761
2022-05-05,4.761
2022-05-06,4.762
2022-05-07,4.762
2022-05-08,4.762
2022-05-09,4.762
2022-05-10,4.813
2022-05-11,4.829
2022-05-12,4.833
2022-05-13,4.833
2022-05-14,4.833
2022-05-15,4.874
2022-05-16,4.854
2022-05-17,4.854
2022-05-18,4.854
2022-05-19,4.854
2022-05-20,4.854
2022-05-21,4.854
2022-05-22,4.854
2022-05-23,4.854
2022-05-24,4.854
2022-05-25,4.854
2022-05-26,4.854
2022-05-27,4.854
2022-05-28,4.854
2022-05-29,4.854
2022-05-30,4.854
2022-05-31,4.854
2022-06-01,4.854
2022-06-02,4.854
2022-06-03,4.854
2022-06-04,4.854
2022-06-05,4.854
2022-06-06,4.854
2022-06-07,4.854
2022-06-08,4.854
2022-06-09,4.854
2022-06-10,4.854
2022-06-11,4.854
2022-06-12,4.854
2022-06-13,4.854
2022-06-14,4.854
2022-06-15,4.854
2022-06-16,4.854
2022-06-17,4.854
2022-06-18,4.854
2022-06-19,4.854
2022-06-20,4.854
2022-06-21,4.854
2022-06-22,4.854
2022-06-23,4.854
2022-06-24,4.854
2022-06-25,4.854
2022-06-26,4.854
2022-06-27,4.854
2022-06-28,4.854
2022-06-29,4.854
2022-06-30,4.854
2022-07-01,4.854
2022-07-02,4.854
2022-07-03,4.854
2022-07-04,4.854
2022-07-05,4.854
2022-07-06,4.854
2022-07-07,4.854
2022-07-08,4.854
2022-07-09,4.854
2022-07-10,4.854
2022-07-11,4.854
2022-07-12,4.854
2022-07-13,4.854
2022-07-14,4.854
2022-07-15,4.854
2022-07-16,4.854
2022-07-17,4.854
2022-07-18,4.856
2022-07-19,4.856
2022-07-20,4.856
2022-07-21,4.856
2022-07-22,4.856
2022-07-23,4.856
2022-07-24,4.856
2022-07-25,4.856
2022-07-26,4.856
2022-07-27,4.856
2022-07-28,4.856
2022-07-29,4.856
2022-07-30,4.856
2022-07-31,4.856
2022-08-01,4.856
2022-08-02,4.856
2022-08-03,4.856
2022-08-04,4.856
2022-08-05,4.856
2022-08-06,4.856
2022-08-07,4.856
2022-08-08,4.856
2022-08-09,4.829
2022-08-10,4.777
2022-08-11,4.785
2022-08-12,4.785
2022-08-13,4.785
2022-08-14,4.785
2022-08-15,4.785
2022-08-16,4.777
2022-08-17,4.777
2022-08-18,4.777
2022-08-19,4.777
2022-08-20,4.777
2022-08-21,4.777
2022-08-22,4.777
2022-08-23,4.777
2022-08-24,4.777
2022-08-25,4.777
2022-08-26,4.777
2022-08-27,4.777
2022-08-28,4.777
2022-08-29,4.777
2022-08-30,4.777
2022-08-31,4.786
2022-09-01,4.786
2022-09-02,4.786
2022-09-03,4.786
2022-09-04,4.786
2022-09-05,4.786
2022-09-06,4.784
2022-09-07,4.784
2022-09-08,4.784
2022-09-09,4.784
2022-09-10,4.784
2022-09-11,4.784
2022-09-12,4.784
2022-09-13,4.784
2022-09-14,4.784
2022-09-15,4.784
2022-09-16,4.784
2022-09-17,4.784
2022-09-18,4.784
2022-09-19,4.784
2022-09-20,4.784
2022-09-21,4.784
2022-09-22,4.784
2022-09-23,4.784
2022-09-24,4.784
2022-09-25,4.784
2022-09-26,4.784
2022-09-27,4.784
2022-09-28,4.784
2022-09-29,4.784
2022-09-30,4.784
2022-10-01,4.784
2022-10-02,4.784
2022-10-03,4.776
2022-10-04,4.776
2022-10-05,4.776
2022-10-06,4.776
2022-10-07,4.776
2022-10-08,4.776
2022-10-09,4.776
2022-10-10,4.776
2022-10-11,4.774
2022-10-12,4.774
2022-10-13,4.774
2022-10-14,4.774
2022-10-15,4.774
2022-10-16,4.774
2022-10-17,4.774
2022-10-18,4.774
2022-10-19,4.774
2022-10-20,4.774
2022-10-21,4.774
2022-10-22,4.774
2022-10-23,4.774
2022-10-24,4.774
2022-10-25,4.774
2022-10-26,4.775
2022-10-27,4.775
2022-10-28,4.775
2022-10-29,4.775
2022-10-30,4.775
2022-10-31,4.775
2022-11-01,4.767
2022-11-02,4.737
2022-11-03,4.737
2022-11-04,4.741
2022-11-05,4.741
2022-11-06,4.73
2022-11-07,4.73
2022-11-08,4.73
2022-11-09,4.729
2022-11-10,4.729
2022-11-11,4.729
2022-11-12,4.729
2022-11-13,4.729
2022-11-14,4.729
2022-11-15,4.739
2022-11-16,4.739
2022-11-17,4.739
2022-11-18,4.739
2022-11-19,4.739
2022-11-20,4.739
2022-11-21,4.739
2022-11-22,4.739
2022-11-23,4.739
2022-11-24,4.739
2022-11-25,4.739
2022-11-26,4.739
2022-11-27,4.739
2022-11-28,4.739
2022-11-29,4.739
2022-11-30,4.739
2022-12-01,4.739
2022-12-02,4.739
2022-12-03,4.739
2022-12-04,4.739
2022-12-05,4.739
2022-12-06,4.739
2022-12-07,4.739
2022-12-08,4.739
2022-12-09,4.748
2022-12-10,4.748
2022-12-11,4.748
2022-12-12,4.748
2022-12-13,4.748
2022-12-14,4.748
2022-12-15,4.745
2022-12-16,4.745
2022-12-17,4.745
2022-12-18,4.745
2022-12-19,4.745
2022-12-20,4.745
2022-12-21,4.745
2022-12-22,4.745
2022-12-23,4.745
2022-12-24,4.745
2022-12-25,4.745
2022-12-26,4.745
2022-12-27,4.745
2022-12-28,4.745
2022-12-29,4.745
2022-12-30,4.745
2022-12-31,4.745
2023-01-01,4.745
2023-01-02,4.745
2023-01-03,4.745
2023-01-04,4.745
2023-01-05,4.745
2023-01-06,4.745
2023-01-07,4.745
2023-01-08,4.745
2023-01-09,4.745
2023-01-10,4.745
2023-01-11,4.747
2023-01-12,4.747
2023-01-13,4.747
2023-01-14,4.747
2023-01-15,4.747
2023-01-16,4.747
2023-01-17,4.734
2023-01-18,4.734
2023-01-19,4.734
2023-01-20,4.734
2023-01-21,4.734
2023-01-22,4.734
2023-01-23,4.734
2023-01-24,4.734
2023-01-25,4.734
2023-01-26,4.734
2023-01-27,4.734
2023-01-28,4.734
2023-01-29,4.734
2023-01-30,4.734
2023-01-31,4.658
2023-02-01,4.636
2023-02-02,4.632
2023-02-03,4.622
2023-02-04,4.622
2023-02-05,4.622
2023-02-06,4.622
2023-02-07,4.624
2023-02-08,4.624
2023-02-09,4.624
2023-02-10,4.624
2023-02-11,4.624
2023-02-12,4.624
2023-02-13,4.624
2023-02-14,4.624
2023-02-15,4.624
2023-02-16,4.624
2023-02-17,4.624
2023-02-18,4.624
2023-02-19,4.624
2023-02-20,4.624
2023-02-21,4.624
2023-02-22,4.624
2023-02-23,4.624
2023-02-24,4.618
2023-02-25,4.618
2023-02-26,4.618
2023-02-27,4.618
2023-02-28,4.618
2023-03-01,4.618
2023-03-02,4.618
2023-03-03,4.618
2023-03-04,4.618
2023-03-05,4.618
2023-03-06,4.618
2023-03-07,4.618
2023-03-08,4.618
2023-03-09,4.615
2023-03-10,4.615
2023-03-11,4.615
2023-03-12,4.615
2023-03-13,4.615
2023-03-14,4.615
2023-03-15,4.615
2023-03-16,4.615
2023-03-17,4.615
2023-03-18,4.615
2023-03-19,4.615
2023-03-20,4.609
2023-03-21,4.609
2023-03-22,4.609
2023-03-23,4.609
2023-03-24,4.615
2023-03-25,4.615
2023-03-26,4.615
2023-03-27,4.615
2023-03-28,4.615
2023-03-29,4.615
2023-03-30,4.615
2023-03-31,4.615
2023-04-01,4.615
2023-04-02,4.615
2023-04-03,4.615
2023-04-04,4.615
2023-04-05,4.615
2023-04-06,4.615
2023-04-07,4.615
2023-04-08,4.615
2023-04-09,4.615
2023-04-10,4.615
2023-04-11,4.615
2023-04-12,4.615
2023-04-13,4.615
2023-04-14,4.615
2023-04-15,4.615
2023-04-16,4.615
2023-04-17,4.611
2023-04-18,4.607
2023-04-19,4.607
2023-04-20,4.607
2023-04-21,4.607
2023-04-22,4.607
2023-04-23,4.607
2023-04-24,4.607
2023-04-25,4.607
2023-04-26,4.607
2023-04-27,4.604
2023-04-28,4.604
2023-04-29,4.604
2023-04-30,4.604
2023-05-01,4.604
2023-05-02,4.565
2023-05-03,4.537
2023-05-04,4.531
2023-05-05,4.531
2023-05-06,4.531
2023-05-07,4.531
2023-05-08,4.531
2023-05-09,4.489
2023-05-10,4.48
2023-05-11,4.48
2023-05-12,4.48
2023-05-13,4.48
2023-05-14,4.48
2023-05-15,4.476
2023-05-16,4.476
2023-05-17,4.476
2023-05-18,4.476
2023-05-19,4.476
2023-05-20,4.476
2023-05-21,4.476
2023-05-22,4.478
2023-05-23,4.478
2023-05-24,4.478
2023-05-25,4.478
2023-05-26,4.478
2023-05-27,4.478
2023-05-28,4.478
2023-05-29,4.478
2023-05-30,4.478
2023-05-31,4.478
2023-06-01,4.478
2023-06-02,4.478
2023-06-03,4.478
2023-06-04,4.478
2023-06-05,4.478
2023-06-06,4.478
2023-06-07,4.478
2023-06-08,4.478
2023-06-09,4.478
2023-06-10,4.478
2023-06-11,4.478
2023-06-12,4.478
2023-06-13,4.478
2023-06-14,4.478
2023-06-15,4.476
2023-06-16,4.476
2023-06-17,4.476
2023-06-18,4.476
2023-06-19,4.476
2023-06-20,4.477
2023-06-21,4.477
2023-06-22,4.477
2023-06-23,4.477
