,GIS US Equity
2021-01-28,4.0
2021-01-29,4.0
2021-01-30,4.0
2021-01-31,4.0
2021-02-01,4.0
2021-02-02,4.0
2021-02-03,4.0
2021-02-04,4.0
2021-02-05,4.0
2021-02-06,4.0
2021-02-07,4.0
2021-02-08,4.0
2021-02-09,4.0
2021-02-10,4.0
2021-02-11,4.0
2021-02-12,4.0
2021-02-13,4.0
2021-02-14,4.0
2021-02-15,4.0
2021-02-16,4.0
2021-02-17,4.0
2021-02-18,4.0
2021-02-19,4.0
2021-02-20,4.0
2021-02-21,4.0
2021-02-22,4.0
2021-02-23,4.0
2021-02-24,4.0
2021-02-25,4.0
2021-02-26,4.0
2021-02-27,4.0
2021-02-28,4.0
2021-03-01,4.0
2021-03-02,4.0
2021-03-03,4.0
2021-03-04,4.0
2021-03-05,4.0
2021-03-06,4.0
2021-03-07,4.0
2021-03-08,4.0
2021-03-09,4.0
2021-03-10,4.0
2021-03-11,4.0
2021-03-12,4.007
2021-03-13,4.007
2021-03-14,4.007
2021-03-15,4.007
2021-03-16,4.007
2021-03-17,4.007
2021-03-18,4.007
2021-03-19,4.007
2021-03-20,4.007
2021-03-21,4.007
2021-03-22,4.007
2021-03-23,4.01
2021-03-24,4.01
2021-03-25,3.953
2021-03-26,3.953
2021-03-27,3.953
2021-03-28,3.953
2021-03-29,3.953
2021-03-30,3.953
2021-03-31,3.953
2021-04-01,3.953
2021-04-02,3.953
2021-04-03,3.953
2021-04-04,3.953
2021-04-05,3.953
2021-04-06,3.953
2021-04-07,3.953
2021-04-08,3.953
2021-04-09,3.953
2021-04-10,3.953
2021-04-11,3.953
2021-04-12,3.953
2021-04-13,3.953
2021-04-14,3.953
2021-04-15,3.953
2021-04-16,3.953
2021-04-17,3.953
2021-04-18,3.953
2021-04-19,3.953
2021-04-20,3.953
2021-04-21,3.953
2021-04-22,3.953
2021-04-23,3.953
2021-04-24,3.953
2021-04-25,3.953
2021-04-26,3.953
2021-04-27,4.033
2021-04-28,4.033
2021-04-29,4.033
2021-04-30,4.033
2021-05-01,4.033
2021-05-02,4.033
2021-05-03,4.033
2021-05-04,4.033
2021-05-05,4.033
2021-05-06,4.033
2021-05-07,4.033
2021-05-08,4.033
2021-05-09,4.033
2021-05-10,4.033
2021-05-11,4.033
2021-05-12,4.033
2021-05-13,4.033
2021-05-14,4.033
2021-05-15,4.033
2021-05-16,4.033
2021-05-17,4.045
2021-05-18,4.045
2021-05-19,4.045
2021-05-20,4.045
2021-05-21,4.045
2021-05-22,4.045
2021-05-23,4.045
2021-05-24,4.045
2021-05-25,4.045
2021-05-26,4.045
2021-05-27,4.045
2021-05-28,4.045
2021-05-29,4.045
2021-05-30,4.045
2021-05-31,4.045
2021-06-01,4.045
2021-06-02,4.045
2021-06-03,4.045
2021-06-04,4.045
2021-06-05,4.045
2021-06-06,4.045
2021-06-07,4.045
2021-06-08,4.07
2021-06-09,4.07
2021-06-10,4.07
2021-06-11,4.07
2021-06-12,4.07
2021-06-13,4.07
2021-06-14,4.07
2021-06-15,4.07
2021-06-16,4.07
2021-06-17,4.07
2021-06-18,4.07
2021-06-19,4.07
2021-06-20,4.07
2021-06-21,4.078
2021-06-22,4.078
2021-06-23,4.078
2021-06-24,4.078
2021-06-25,4.078
2021-06-26,4.078
2021-06-27,4.078
2021-06-28,4.078
2021-06-29,4.078
2021-06-30,4.043
2021-07-01,4.074
2021-07-02,4.081
2021-07-03,4.081
2021-07-04,4.081
2021-07-05,4.081
2021-07-06,4.081
2021-07-07,4.081
2021-07-08,4.081
2021-07-09,4.066
2021-07-10,4.066
2021-07-11,4.066
2021-07-12,4.066
2021-07-13,4.066
2021-07-14,4.066
2021-07-15,4.066
2021-07-16,4.066
2021-07-17,4.066
2021-07-18,4.066
2021-07-19,4.066
2021-07-20,4.066
2021-07-21,4.066
2021-07-22,4.066
2021-07-23,4.066
2021-07-24,4.066
2021-07-25,4.066
2021-07-26,4.066
2021-07-27,4.066
2021-07-28,4.066
2021-07-29,4.066
2021-07-30,4.066
2021-07-31,4.066
2021-08-01,4.066
2021-08-02,4.066
2021-08-03,4.066
2021-08-04,4.066
2021-08-05,4.066
2021-08-06,4.066
2021-08-07,4.066
2021-08-08,4.066
2021-08-09,4.066
2021-08-10,4.066
2021-08-11,4.066
2021-08-12,4.066
2021-08-13,4.066
2021-08-14,4.066
2021-08-15,4.066
2021-08-16,4.066
2021-08-17,4.066
2021-08-18,4.066
2021-08-19,4.066
2021-08-20,4.066
2021-08-21,4.066
2021-08-22,4.066
2021-08-23,4.066
2021-08-24,4.066
2021-08-25,4.066
2021-08-26,4.066
2021-08-27,4.066
2021-08-28,4.066
2021-08-29,4.066
2021-08-30,4.066
2021-08-31,4.066
2021-09-01,4.066
2021-09-02,4.066
2021-09-03,4.066
2021-09-04,4.066
2021-09-05,4.066
2021-09-06,4.066
2021-09-07,4.066
2021-09-08,4.069
2021-09-09,4.076
2021-09-10,4.076
2021-09-11,4.075
2021-09-12,4.077
2021-09-13,4.077
2021-09-14,4.077
2021-09-15,4.077
2021-09-16,4.077
2021-09-17,4.077
2021-09-18,4.077
2021-09-19,4.077
2021-09-20,4.077
2021-09-21,4.062
2021-09-22,4.072
2021-09-23,4.083
2021-09-24,4.092
2021-09-25,4.092
2021-09-26,4.092
2021-09-27,4.092
2021-09-28,4.092
2021-09-29,4.092
2021-09-30,4.092
2021-10-01,4.093
2021-10-02,4.093
2021-10-03,4.093
2021-10-04,4.093
2021-10-05,4.093
2021-10-06,4.097
2021-10-07,4.097
2021-10-08,4.097
2021-10-09,4.097
2021-10-10,4.096
2021-10-11,4.096
2021-10-12,4.096
2021-10-13,4.096
2021-10-14,4.096
2021-10-15,4.096
2021-10-16,4.096
2021-10-17,4.096
2021-10-18,4.096
2021-10-19,4.096
2021-10-20,4.096
2021-10-21,4.096
2021-10-22,4.096
2021-10-23,4.096
2021-10-24,4.096
2021-10-25,4.096
2021-10-26,4.096
2021-10-27,4.096
2021-10-28,4.096
2021-10-29,4.096
2021-10-30,4.096
2021-10-31,4.096
2021-11-01,4.096
2021-11-02,4.096
2021-11-03,4.096
2021-11-04,4.096
2021-11-05,4.096
2021-11-06,4.096
2021-11-07,4.096
2021-11-08,4.096
2021-11-09,4.096
2021-11-10,4.096
2021-11-11,4.096
2021-11-12,4.096
2021-11-13,4.096
2021-11-14,4.096
2021-11-15,4.096
2021-11-16,4.096
2021-11-17,4.096
2021-11-18,4.096
2021-11-19,4.096
2021-11-20,4.096
2021-11-21,4.096
2021-11-22,4.096
2021-11-23,4.096
2021-11-24,4.096
2021-11-25,4.096
2021-11-26,4.096
2021-11-27,4.096
2021-11-28,4.096
2021-11-29,4.096
2021-11-30,4.096
2021-12-01,4.096
2021-12-02,4.096
2021-12-03,4.096
2021-12-04,4.096
2021-12-05,4.096
2021-12-06,4.096
2021-12-07,4.096
2021-12-08,4.096
2021-12-09,4.096
2021-12-10,4.096
2021-12-11,4.096
2021-12-12,4.096
2021-12-13,4.096
2021-12-14,4.096
2021-12-15,4.096
2021-12-16,4.097
2021-12-17,4.097
2021-12-18,4.097
2021-12-19,4.097
2021-12-20,4.097
2021-12-21,4.106
2021-12-22,4.103
2021-12-23,4.122
2021-12-24,4.122
2021-12-25,4.122
2021-12-26,4.122
2021-12-27,4.122
2021-12-28,4.122
2021-12-29,4.122
2021-12-30,4.122
2021-12-31,4.122
2022-01-01,4.122
2022-01-02,4.122
2022-01-03,4.122
2022-01-04,4.123
2022-01-05,4.123
2022-01-06,4.123
2022-01-07,4.123
2022-01-08,4.123
2022-01-09,4.123
2022-01-10,4.123
2022-01-11,4.136
2022-01-12,4.136
2022-01-13,4.136
2022-01-14,4.136
2022-01-15,4.136
2022-01-16,4.136
2022-01-17,4.136
2022-01-18,4.136
2022-01-19,4.136
2022-01-20,4.136
2022-01-21,4.136
2022-01-22,4.136
2022-01-23,4.136
2022-01-24,4.136
2022-01-25,4.136
2022-01-26,4.136
2022-01-27,4.136
2022-01-28,4.136
2022-01-29,4.136
2022-01-30,4.136
2022-01-31,4.137
2022-02-01,4.137
2022-02-02,4.137
2022-02-03,4.137
2022-02-04,4.137
2022-02-05,4.137
2022-02-06,4.137
2022-02-07,4.137
2022-02-08,4.137
2022-02-09,4.137
2022-02-10,4.137
2022-02-11,4.137
2022-02-12,4.137
2022-02-13,4.137
2022-02-14,4.137
2022-02-15,4.137
2022-02-16,4.137
2022-02-17,4.137
2022-02-18,4.137
2022-02-19,4.137
2022-02-20,4.137
2022-02-21,4.137
2022-02-22,4.131
2022-02-23,4.133
2022-02-24,4.133
2022-02-25,4.133
2022-02-26,4.133
2022-02-27,4.133
2022-02-28,4.133
2022-03-01,4.133
2022-03-02,4.133
2022-03-03,4.133
2022-03-04,4.133
2022-03-05,4.133
2022-03-06,4.133
2022-03-07,4.133
2022-03-08,4.13
2022-03-09,4.13
2022-03-10,4.13
2022-03-11,4.13
2022-03-12,4.13
2022-03-13,4.122
2022-03-14,4.122
2022-03-15,4.126
2022-03-16,4.126
2022-03-17,4.126
2022-03-18,4.126
2022-03-19,4.126
2022-03-20,4.126
2022-03-21,4.123
2022-03-22,4.123
2022-03-23,4.189
2022-03-24,4.189
2022-03-25,4.189
2022-03-26,4.189
2022-03-27,4.189
2022-03-28,4.189
2022-03-29,4.189
2022-03-30,4.189
2022-03-31,4.169
2022-04-01,4.169
2022-04-02,4.169
2022-04-03,4.169
2022-04-04,4.169
2022-04-05,4.169
2022-04-06,4.169
2022-04-07,4.169
2022-04-08,4.169
2022-04-09,4.169
2022-04-10,4.169
2022-04-11,4.169
2022-04-12,4.161
2022-04-13,4.161
2022-04-14,4.161
2022-04-15,4.161
2022-04-16,4.161
2022-04-17,4.161
2022-04-18,4.161
2022-04-19,4.161
2022-04-20,4.161
2022-04-21,4.161
2022-04-22,4.161
2022-04-23,4.161
2022-04-24,4.161
2022-04-25,4.161
2022-04-26,4.161
2022-04-27,4.161
2022-04-28,4.161
2022-04-29,4.159
2022-04-30,4.159
2022-05-01,4.159
2022-05-02,4.159
2022-05-03,4.159
2022-05-04,4.159
2022-05-05,4.159
2022-05-06,4.159
2022-05-07,4.159
2022-05-08,4.159
2022-05-09,4.159
2022-05-10,4.159
2022-05-11,4.159
2022-05-12,4.159
2022-05-13,4.159
2022-05-14,4.159
2022-05-15,4.159
2022-05-16,4.159
2022-05-17,4.184
2022-05-18,4.184
2022-05-19,4.184
2022-05-20,4.184
2022-05-21,4.184
2022-05-22,4.184
2022-05-23,4.184
2022-05-24,4.184
2022-05-25,4.179
2022-05-26,4.179
2022-05-27,4.179
2022-05-28,4.179
2022-05-29,4.179
2022-05-30,4.179
2022-05-31,4.179
2022-06-01,4.179
2022-06-02,4.188
2022-06-03,4.188
2022-06-04,4.188
2022-06-05,4.188
2022-06-06,4.188
2022-06-07,4.188
2022-06-08,4.188
2022-06-09,4.188
2022-06-10,4.188
2022-06-11,4.188
2022-06-12,4.188
2022-06-13,4.188
2022-06-14,4.188
2022-06-15,4.188
2022-06-16,4.188
2022-06-17,4.188
2022-06-18,4.188
2022-06-19,4.188
2022-06-20,4.188
2022-06-21,4.188
2022-06-22,4.188
2022-06-23,4.184
2022-06-24,4.184
2022-06-25,4.179
2022-06-26,4.179
2022-06-27,4.179
2022-06-28,4.179
2022-06-29,4.201
2022-06-30,4.238
2022-07-01,4.241
2022-07-02,4.241
2022-07-03,4.241
2022-07-04,4.241
2022-07-05,4.241
2022-07-06,4.241
2022-07-07,4.241
2022-07-08,4.241
2022-07-09,4.241
2022-07-10,4.241
2022-07-11,4.227
2022-07-12,4.25
2022-07-13,4.255
2022-07-14,4.255
2022-07-15,4.255
2022-07-16,4.255
2022-07-17,4.255
2022-07-18,4.255
2022-07-19,4.248
2022-07-20,4.248
2022-07-21,4.232
2022-07-22,4.232
2022-07-23,4.232
2022-07-24,4.232
2022-07-25,4.237
2022-07-26,4.237
2022-07-27,4.237
2022-07-28,4.232
2022-07-29,4.232
2022-07-30,4.237
2022-07-31,4.237
2022-08-01,4.237
2022-08-02,4.237
2022-08-03,4.237
2022-08-04,4.237
2022-08-05,4.237
2022-08-06,4.237
2022-08-07,4.237
2022-08-08,4.237
2022-08-09,4.237
2022-08-10,4.237
2022-08-11,4.237
2022-08-12,4.237
2022-08-13,4.237
2022-08-14,4.237
2022-08-15,4.237
2022-08-16,4.237
2022-08-17,4.237
2022-08-18,4.237
2022-08-19,4.237
2022-08-20,4.237
2022-08-21,4.237
2022-08-22,4.237
2022-08-23,4.237
2022-08-24,4.237
2022-08-25,4.235
2022-08-26,4.235
2022-08-27,4.235
2022-08-28,4.235
2022-08-29,4.235
2022-08-30,4.238
2022-08-31,4.238
2022-09-01,4.238
2022-09-02,4.238
2022-09-03,4.238
2022-09-04,4.238
2022-09-05,4.238
2022-09-06,4.232
2022-09-07,4.232
2022-09-08,4.232
2022-09-09,4.232
2022-09-10,4.232
2022-09-11,4.233
2022-09-12,4.234
2022-09-13,4.249
2022-09-14,4.252
2022-09-15,4.25
2022-09-16,4.25
2022-09-17,4.25
2022-09-18,4.25
2022-09-19,4.25
2022-09-20,4.25
2022-09-21,4.313
2022-09-22,4.337
2022-09-23,4.337
2022-09-24,4.337
2022-09-25,4.337
2022-09-26,4.337
2022-09-27,4.337
2022-09-28,4.336
2022-09-29,4.336
2022-09-30,4.336
2022-10-01,4.336
2022-10-02,4.336
2022-10-03,4.336
2022-10-04,4.336
2022-10-05,4.336
2022-10-06,4.336
2022-10-07,4.336
2022-10-08,4.336
2022-10-09,4.342
2022-10-10,4.342
2022-10-11,4.342
2022-10-12,4.342
2022-10-13,4.342
2022-10-14,4.342
2022-10-15,4.342
2022-10-16,4.342
2022-10-17,4.342
2022-10-18,4.342
2022-10-19,4.342
2022-10-20,4.342
2022-10-21,4.342
2022-10-22,4.342
2022-10-23,4.342
2022-10-24,4.342
2022-10-25,4.344
2022-10-26,4.344
2022-10-27,4.344
2022-10-28,4.344
2022-10-29,4.344
2022-10-30,4.344
2022-10-31,4.344
2022-11-01,4.344
2022-11-02,4.344
2022-11-03,4.344
2022-11-04,4.344
2022-11-05,4.344
2022-11-06,4.344
2022-11-07,4.344
2022-11-08,4.344
2022-11-09,4.344
2022-11-10,4.344
2022-11-11,4.344
2022-11-12,4.344
2022-11-13,4.344
2022-11-14,4.344
2022-11-15,4.348
2022-11-16,4.348
2022-11-17,4.348
2022-11-18,4.348
2022-11-19,4.348
2022-11-20,4.348
2022-11-21,4.348
2022-11-22,4.348
2022-11-23,4.348
2022-11-24,4.348
2022-11-25,4.348
2022-11-26,4.348
2022-11-27,4.348
2022-11-28,4.348
2022-11-29,4.348
2022-11-30,4.348
2022-12-01,4.348
2022-12-02,4.348
2022-12-03,4.348
2022-12-04,4.348
2022-12-05,4.348
2022-12-06,4.348
2022-12-07,4.35
2022-12-08,4.351
2022-12-09,4.351
2022-12-10,4.351
2022-12-11,4.351
2022-12-12,4.351
2022-12-13,4.355
2022-12-14,4.355
2022-12-15,4.343
2022-12-16,4.343
2022-12-17,4.343
2022-12-18,4.343
2022-12-19,4.343
2022-12-20,4.367
2022-12-21,4.356
2022-12-22,4.359
2022-12-23,4.359
2022-12-24,4.359
2022-12-25,4.359
2022-12-26,4.359
2022-12-27,4.359
2022-12-28,4.359
2022-12-29,4.359
2022-12-30,4.359
2022-12-31,4.359
2023-01-01,4.359
2023-01-02,4.359
2023-01-03,4.35
2023-01-04,4.35
2023-01-05,4.35
2023-01-06,4.35
2023-01-07,4.35
2023-01-08,4.35
2023-01-09,4.35
2023-01-10,4.35
2023-01-11,4.343
2023-01-12,4.339
2023-01-13,4.339
2023-01-14,4.339
2023-01-15,4.339
2023-01-16,4.339
2023-01-17,4.339
2023-01-18,4.339
2023-01-19,4.339
2023-01-20,4.339
2023-01-21,4.339
2023-01-22,4.339
2023-01-23,4.339
2023-01-24,4.339
2023-01-25,4.334
2023-01-26,4.334
2023-01-27,4.34
2023-01-28,4.34
2023-01-29,4.34
2023-01-30,4.34
2023-01-31,4.34
2023-02-01,4.345
2023-02-02,4.345
2023-02-03,4.345
2023-02-04,4.345
2023-02-05,4.345
2023-02-06,4.345
2023-02-07,4.345
2023-02-08,4.345
2023-02-09,4.345
2023-02-10,4.345
2023-02-11,4.345
2023-02-12,4.345
2023-02-13,4.345
2023-02-14,4.34
2023-02-15,4.34
2023-02-16,4.345
2023-02-17,4.345
2023-02-18,4.345
2023-02-19,4.345
2023-02-20,4.345
2023-02-21,4.365
2023-02-22,4.38
2023-02-23,4.38
2023-02-24,4.38
2023-02-25,4.38
2023-02-26,4.38
2023-02-27,4.38
2023-02-28,4.382
2023-03-01,4.382
2023-03-02,4.382
2023-03-03,4.382
2023-03-04,4.382
2023-03-05,4.385
2023-03-06,4.385
2023-03-07,4.385
2023-03-08,4.385
2023-03-09,4.381
2023-03-10,4.381
2023-03-11,4.381
2023-03-12,4.381
2023-03-13,4.381
2023-03-14,4.381
2023-03-15,4.386
2023-03-16,4.386
2023-03-17,4.39
2023-03-18,4.39
2023-03-19,4.39
2023-03-20,4.392
2023-03-21,4.397
2023-03-22,4.397
2023-03-23,4.413
2023-03-24,4.432
2023-03-25,4.432
2023-03-26,4.432
2023-03-27,4.45
2023-03-28,4.457
2023-03-29,4.457
2023-03-30,4.457
2023-03-31,4.457
2023-04-01,4.457
2023-04-02,4.457
2023-04-03,4.457
2023-04-04,4.457
2023-04-05,4.457
2023-04-06,4.462
2023-04-07,4.473
2023-04-08,4.473
2023-04-09,4.473
2023-04-10,4.473
2023-04-11,4.473
2023-04-12,4.475
2023-04-13,4.479
2023-04-14,4.479
2023-04-15,4.479
2023-04-16,4.479
2023-04-17,4.479
2023-04-18,4.474
2023-04-19,4.474
2023-04-20,4.474
2023-04-21,4.474
2023-04-22,4.474
2023-04-23,4.474
2023-04-24,4.474
2023-04-25,4.474
2023-04-26,4.474
2023-04-27,4.474
2023-04-28,4.474
2023-04-29,4.474
2023-04-30,4.474
2023-05-01,4.474
2023-05-02,4.474
2023-05-03,4.474
2023-05-04,4.474
2023-05-05,4.474
2023-05-06,4.474
2023-05-07,4.474
2023-05-08,4.474
2023-05-09,4.474
2023-05-10,4.474
2023-05-11,4.474
2023-05-12,4.474
2023-05-13,4.474
2023-05-14,4.474
2023-05-15,4.474
2023-05-16,4.474
2023-05-17,4.474
2023-05-18,4.474
2023-05-19,4.474
2023-05-20,4.474
2023-05-21,4.474
2023-05-22,4.474
2023-05-23,4.474
2023-05-24,4.474
2023-05-25,4.474
2023-05-26,4.474
2023-05-27,4.474
2023-05-28,4.474
2023-05-29,4.474
2023-05-30,4.474
2023-05-31,4.474
2023-06-01,4.474
2023-06-02,4.474
2023-06-03,4.474
2023-06-04,4.474
2023-06-05,4.474
2023-06-06,4.474
2023-06-07,4.474
2023-06-08,4.474
2023-06-09,4.474
2023-06-10,4.474
2023-06-11,4.474
2023-06-12,4.474
2023-06-13,4.474
2023-06-14,4.474
2023-06-15,4.474
2023-06-16,4.474
2023-06-17,4.474
2023-06-18,4.478
2023-06-19,4.478
2023-06-20,4.477
2023-06-21,4.477
2023-06-22,4.477
2023-06-23,4.477
