,NOC US Equity
2021-03-29,29.504
2021-03-30,29.504
2021-03-31,29.504
2021-04-01,29.504
2021-04-02,29.504
2021-04-03,29.504
2021-04-04,29.504
2021-04-05,29.504
2021-04-06,29.504
2021-04-07,29.504
2021-04-08,28.653
2021-04-09,30.148
2021-04-10,30.148
2021-04-11,30.148
2021-04-12,30.148
2021-04-13,30.148
2021-04-14,30.148
2021-04-15,30.148
2021-04-16,30.148
2021-04-17,30.148
2021-04-18,30.148
2021-04-19,30.148
2021-04-20,30.148
2021-04-21,30.148
2021-04-22,30.148
2021-04-23,30.148
2021-04-24,30.148
2021-04-25,30.148
2021-04-26,30.148
2021-04-27,30.148
2021-04-28,30.148
2021-04-29,30.25
2021-04-30,30.1
2021-05-01,30.152
2021-05-02,30.152
2021-05-03,30.152
2021-05-04,30.152
2021-05-05,30.152
2021-05-06,30.152
2021-05-07,30.152
2021-05-08,30.152
2021-05-09,30.152
2021-05-10,30.152
2021-05-11,30.152
2021-05-12,30.152
2021-05-13,30.152
2021-05-14,30.152
2021-05-15,30.152
2021-05-16,30.152
2021-05-17,30.152
2021-05-18,30.152
2021-05-19,30.295
2021-05-20,30.295
2021-05-21,30.295
2021-05-22,30.295
2021-05-23,30.295
2021-05-24,30.295
2021-05-25,30.295
2021-05-26,30.295
2021-05-27,30.295
2021-05-28,30.295
2021-05-29,30.295
2021-05-30,30.295
2021-05-31,30.295
2021-06-01,30.295
2021-06-02,30.295
2021-06-03,30.295
2021-06-04,30.295
2021-06-05,30.295
2021-06-06,30.295
2021-06-07,30.295
2021-06-08,30.613
2021-06-09,30.613
2021-06-10,30.613
2021-06-11,30.613
2021-06-12,30.613
2021-06-13,30.613
2021-06-14,30.613
2021-06-15,30.613
2021-06-16,30.613
2021-06-17,30.613
2021-06-18,30.613
2021-06-19,30.613
2021-06-20,30.613
2021-06-21,30.63
2021-06-22,30.63
2021-06-23,30.63
2021-06-24,30.63
2021-06-25,30.63
2021-06-26,30.63
2021-06-27,30.63
2021-06-28,30.63
2021-06-29,30.63
2021-06-30,30.63
2021-07-01,30.63
2021-07-02,30.63
2021-07-03,30.63
2021-07-04,30.63
2021-07-05,30.63
2021-07-06,30.63
2021-07-07,30.63
2021-07-08,30.63
2021-07-09,30.63
2021-07-10,30.63
2021-07-11,30.63
2021-07-12,30.63
2021-07-13,30.63
2021-07-14,30.63
2021-07-15,30.63
2021-07-16,30.63
2021-07-17,30.63
2021-07-18,30.63
2021-07-19,30.63
2021-07-20,30.63
2021-07-21,30.63
2021-07-22,30.63
2021-07-23,30.507
2021-07-24,30.507
2021-07-25,30.507
2021-07-26,30.507
2021-07-27,30.507
2021-07-28,30.507
2021-07-29,31.122
2021-07-30,30.46
2021-07-31,30.46
2021-08-01,30.46
2021-08-02,30.46
2021-08-03,30.46
2021-08-04,30.46
2021-08-05,30.46
2021-08-06,30.46
2021-08-07,30.46
2021-08-08,30.46
2021-08-09,30.46
2021-08-10,30.5
2021-08-11,30.5
2021-08-12,30.5
2021-08-13,30.5
2021-08-14,30.5
2021-08-15,30.5
2021-08-16,30.5
2021-08-17,30.5
2021-08-18,30.5
2021-08-19,30.5
2021-08-20,30.5
2021-08-21,30.5
2021-08-22,30.5
2021-08-23,30.5
2021-08-24,30.5
2021-08-25,30.5
2021-08-26,30.5
2021-08-27,30.5
2021-08-28,30.5
2021-08-29,30.5
2021-08-30,30.5
2021-08-31,30.5
2021-09-01,30.5
2021-09-02,30.5
2021-09-03,30.5
2021-09-04,30.5
2021-09-05,30.5
2021-09-06,30.5
2021-09-07,30.5
2021-09-08,30.5
2021-09-09,30.5
2021-09-10,30.5
2021-09-11,30.5
2021-09-12,30.5
2021-09-13,30.5
2021-09-14,30.5
2021-09-15,30.5
2021-09-16,30.5
2021-09-17,30.5
2021-09-18,30.5
2021-09-19,30.5
2021-09-20,30.5
2021-09-21,30.5
2021-09-22,30.5
2021-09-23,30.477
2021-09-24,31.897
2021-09-25,31.897
2021-09-26,31.897
2021-09-27,31.897
2021-09-28,31.897
2021-09-29,31.897
2021-09-30,31.897
2021-10-01,31.897
2021-10-02,31.897
2021-10-03,31.897
2021-10-04,31.897
2021-10-05,31.897
2021-10-06,31.897
2021-10-07,31.897
2021-10-08,31.897
2021-10-09,31.897
2021-10-10,31.897
2021-10-11,31.897
2021-10-12,32.043
2021-10-13,31.897
2021-10-14,31.897
2021-10-15,31.897
2021-10-16,31.897
2021-10-17,31.897
2021-10-18,31.897
2021-10-19,31.897
2021-10-20,31.897
2021-10-21,31.897
2021-10-22,31.897
2021-10-23,31.897
2021-10-24,31.897
2021-10-25,31.897
2021-10-26,31.897
2021-10-27,31.897
2021-10-28,31.288
2021-10-29,29.647
2021-10-30,29.647
2021-10-31,29.647
2021-11-01,29.447
2021-11-02,29.447
2021-11-03,29.447
2021-11-04,29.447
2021-11-05,29.447
2021-11-06,29.447
2021-11-07,29.447
2021-11-08,29.447
2021-11-09,29.447
2021-11-10,29.447
2021-11-11,29.349
2021-11-12,29.349
2021-11-13,29.349
2021-11-14,29.349
2021-11-15,29.349
2021-11-16,29.349
2021-11-17,29.349
2021-11-18,29.349
2021-11-19,29.349
2021-11-20,29.349
2021-11-21,29.349
2021-11-22,29.461
2021-11-23,29.461
2021-11-24,29.461
2021-11-25,29.461
2021-11-26,29.461
2021-11-27,29.461
2021-11-28,29.461
2021-11-29,29.333
2021-11-30,29.333
2021-12-01,29.333
2021-12-02,29.333
2021-12-03,29.279
2021-12-04,29.279
2021-12-05,29.279
2021-12-06,29.25
2021-12-07,29.25
2021-12-08,29.25
2021-12-09,29.25
2021-12-10,29.25
2021-12-11,29.25
2021-12-12,29.25
2021-12-13,29.25
2021-12-14,29.25
2021-12-15,29.25
2021-12-16,29.25
2021-12-17,29.25
2021-12-18,29.25
2021-12-19,29.25
2021-12-20,29.25
2021-12-21,29.25
2021-12-22,29.25
2021-12-23,29.25
2021-12-24,29.25
2021-12-25,29.25
2021-12-26,29.25
2021-12-27,29.25
2021-12-28,29.25
2021-12-29,29.25
2021-12-30,29.25
2021-12-31,29.25
2022-01-01,29.25
2022-01-02,29.25
2022-01-03,29.25
2022-01-04,29.25
2022-01-05,29.25
2022-01-06,29.25
2022-01-07,29.25
2022-01-08,29.25
2022-01-09,29.25
2022-01-10,29.234
2022-01-11,29.234
2022-01-12,29.234
2022-01-13,29.234
2022-01-14,29.234
2022-01-15,29.234
2022-01-16,29.234
2022-01-17,29.234
2022-01-18,29.234
2022-01-19,29.234
2022-01-20,29.234
2022-01-21,29.234
2022-01-22,29.234
2022-01-23,29.234
2022-01-24,29.234
2022-01-25,29.234
2022-01-26,29.234
2022-01-27,28.87
2022-01-28,29.058
2022-01-29,29.272
2022-01-30,29.155
2022-01-31,29.201
2022-02-01,29.201
2022-02-02,29.201
2022-02-03,29.201
2022-02-04,29.201
2022-02-05,29.201
2022-02-06,29.201
2022-02-07,29.15
2022-02-08,29.15
2022-02-09,29.15
2022-02-10,29.15
2022-02-11,29.144
2022-02-12,29.144
2022-02-13,29.144
2022-02-14,29.144
2022-02-15,29.144
2022-02-16,29.144
2022-02-17,29.144
2022-02-18,29.144
2022-02-19,29.144
2022-02-20,29.144
2022-02-21,29.144
2022-02-22,29.144
2022-02-23,29.144
2022-02-24,29.144
2022-02-25,29.144
2022-02-26,29.144
2022-02-27,29.16
2022-02-28,29.161
2022-03-01,29.192
2022-03-02,29.192
2022-03-03,29.192
2022-03-04,29.192
2022-03-05,29.192
2022-03-06,29.231
2022-03-07,29.231
2022-03-08,29.231
2022-03-09,29.231
2022-03-10,29.231
2022-03-11,29.302
2022-03-12,29.302
2022-03-13,29.302
2022-03-14,29.302
2022-03-15,29.302
2022-03-16,29.302
2022-03-17,29.302
2022-03-18,29.302
2022-03-19,29.302
2022-03-20,29.302
2022-03-21,29.483
2022-03-22,29.483
2022-03-23,29.483
2022-03-24,29.483
2022-03-25,29.483
2022-03-26,29.483
2022-03-27,29.483
2022-03-28,29.483
2022-03-29,29.483
2022-03-30,29.483
2022-03-31,29.483
2022-04-01,29.538
2022-04-02,29.538
2022-04-03,29.538
2022-04-04,29.538
2022-04-05,29.538
2022-04-06,29.538
2022-04-07,29.538
2022-04-08,29.538
2022-04-09,29.538
2022-04-10,29.538
2022-04-11,29.538
2022-04-12,29.538
2022-04-13,29.545
2022-04-14,29.545
2022-04-15,29.545
2022-04-16,29.545
2022-04-17,29.545
2022-04-18,29.544
2022-04-19,29.544
2022-04-20,29.544
2022-04-21,29.544
2022-04-22,29.544
2022-04-23,29.544
2022-04-24,29.544
2022-04-25,29.544
2022-04-26,29.544
2022-04-27,29.544
2022-04-28,29.641
2022-04-29,29.891
2022-04-30,29.891
2022-05-01,29.961
2022-05-02,29.968
2022-05-03,29.968
2022-05-04,29.968
2022-05-05,29.968
2022-05-06,29.968
2022-05-07,29.968
2022-05-08,29.968
2022-05-09,29.968
2022-05-10,29.968
2022-05-11,29.968
2022-05-12,29.968
2022-05-13,29.944
2022-05-14,29.944
2022-05-15,29.944
2022-05-16,29.944
2022-05-17,29.944
2022-05-18,29.944
2022-05-19,29.944
2022-05-20,29.944
2022-05-21,29.944
2022-05-22,29.944
2022-05-23,29.944
2022-05-24,29.944
2022-05-25,29.944
2022-05-26,29.944
2022-05-27,30.004
2022-05-28,30.004
2022-05-29,30.004
2022-05-30,30.004
2022-05-31,29.849
2022-06-01,29.849
2022-06-02,29.849
2022-06-03,29.849
2022-06-04,29.849
2022-06-05,29.849
2022-06-06,29.849
2022-06-07,29.849
2022-06-08,29.849
2022-06-09,29.849
2022-06-10,29.849
2022-06-11,29.849
2022-06-12,29.768
2022-06-13,29.768
2022-06-14,29.768
2022-06-15,29.768
2022-06-16,29.768
2022-06-17,29.768
2022-06-18,29.768
2022-06-19,29.768
2022-06-20,29.768
2022-06-21,29.849
2022-06-22,29.849
2022-06-23,29.849
2022-06-24,29.849
2022-06-25,29.849
2022-06-26,29.849
2022-06-27,29.836
2022-06-28,29.836
2022-06-29,29.836
2022-06-30,29.836
2022-07-01,29.836
2022-07-02,29.836
2022-07-03,29.836
2022-07-04,29.836
2022-07-05,29.836
2022-07-06,29.836
2022-07-07,29.836
2022-07-08,29.836
2022-07-09,29.836
2022-07-10,29.836
2022-07-11,29.827
2022-07-12,29.952
2022-07-13,29.952
2022-07-14,29.973
2022-07-15,29.973
2022-07-16,29.973
2022-07-17,29.973
2022-07-18,29.973
2022-07-19,29.973
2022-07-20,29.973
2022-07-21,29.973
2022-07-22,29.973
2022-07-23,29.973
2022-07-24,29.973
2022-07-25,29.973
2022-07-26,29.973
2022-07-27,29.973
2022-07-28,29.868
2022-07-29,29.876
2022-07-30,29.876
2022-07-31,29.876
2022-08-01,29.876
2022-08-02,29.876
2022-08-03,29.876
2022-08-04,29.876
2022-08-05,29.876
2022-08-06,29.876
2022-08-07,29.876
2022-08-08,29.876
2022-08-09,29.876
2022-08-10,29.876
2022-08-11,29.876
2022-08-12,29.876
2022-08-13,29.876
2022-08-14,29.876
2022-08-15,29.876
2022-08-16,29.876
2022-08-17,29.876
2022-08-18,29.883
2022-08-19,29.883
2022-08-20,29.883
2022-08-21,29.883
2022-08-22,29.883
2022-08-23,29.883
2022-08-24,29.883
2022-08-25,29.883
2022-08-26,29.883
2022-08-27,29.883
2022-08-28,29.883
2022-08-29,29.853
2022-08-30,29.882
2022-08-31,29.882
2022-09-01,29.882
2022-09-02,29.882
2022-09-03,29.882
2022-09-04,29.882
2022-09-05,29.882
2022-09-06,29.882
2022-09-07,29.882
2022-09-08,29.882
2022-09-09,29.682
2022-09-10,29.682
2022-09-11,29.682
2022-09-12,29.682
2022-09-13,29.682
2022-09-14,29.682
2022-09-15,29.682
2022-09-16,29.682
2022-09-17,29.682
2022-09-18,29.682
2022-09-19,29.682
2022-09-20,29.682
2022-09-21,29.729
2022-09-22,29.729
2022-09-23,29.729
2022-09-24,29.729
2022-09-25,29.729
2022-09-26,29.729
2022-09-27,29.729
2022-09-28,29.568
2022-09-29,29.568
2022-09-30,29.568
2022-10-01,29.568
2022-10-02,29.568
2022-10-03,29.568
2022-10-04,29.568
2022-10-05,29.568
2022-10-06,29.425
2022-10-07,29.425
2022-10-08,29.425
2022-10-09,29.425
2022-10-10,29.355
2022-10-11,29.348
2022-10-12,29.348
2022-10-13,28.896
2022-10-14,28.896
2022-10-15,28.896
2022-10-16,28.896
2022-10-17,28.908
2022-10-18,28.908
2022-10-19,28.908
2022-10-20,28.908
2022-10-21,28.908
2022-10-22,28.908
2022-10-23,28.908
2022-10-24,28.908
2022-10-25,28.908
2022-10-26,28.908
2022-10-27,26.525
2022-10-28,26.509
2022-10-29,26.509
2022-10-30,26.265
2022-10-31,26.069
2022-11-01,26.513
2022-11-02,26.513
2022-11-03,26.619
2022-11-04,26.619
2022-11-05,26.619
2022-11-06,26.619
2022-11-07,26.284
2022-11-08,26.284
2022-11-09,26.284
2022-11-10,25.966
2022-11-11,25.966
2022-11-12,25.966
2022-11-13,25.966
2022-11-14,25.966
2022-11-15,25.691
2022-11-16,25.691
2022-11-17,25.547
2022-11-18,25.547
2022-11-19,25.547
2022-11-20,25.547
2022-11-21,25.547
2022-11-22,25.547
2022-11-23,25.547
2022-11-24,25.547
2022-11-25,25.547
2022-11-26,25.547
2022-11-27,25.547
2022-11-28,25.547
2022-11-29,25.547
2022-11-30,25.547
2022-12-01,25.547
2022-12-02,25.547
2022-12-03,25.547
2022-12-04,25.542
2022-12-05,25.542
2022-12-06,25.542
2022-12-07,25.447
2022-12-08,25.447
2022-12-09,25.447
2022-12-10,25.447
2022-12-11,25.447
2022-12-12,25.447
2022-12-13,25.447
2022-12-14,25.427
2022-12-15,25.427
2022-12-16,25.427
2022-12-17,25.427
2022-12-18,25.427
2022-12-19,25.427
2022-12-20,25.427
2022-12-21,25.427
2022-12-22,25.427
2022-12-23,25.427
2022-12-24,25.427
2022-12-25,25.427
2022-12-26,25.427
2022-12-27,25.427
2022-12-28,25.427
2022-12-29,25.427
2022-12-30,25.427
2022-12-31,25.427
2023-01-01,25.427
2023-01-02,25.427
2023-01-03,25.426
2023-01-04,25.434
2023-01-05,25.428
2023-01-06,25.428
2023-01-07,25.428
2023-01-08,25.428
2023-01-09,25.428
2023-01-10,25.428
2023-01-11,25.444
2023-01-12,25.444
2023-01-13,25.361
2023-01-14,25.361
2023-01-15,25.361
2023-01-16,25.345
2023-01-17,25.352
2023-01-18,25.352
2023-01-19,25.352
2023-01-20,25.339
2023-01-21,25.339
2023-01-22,25.339
2023-01-23,25.339
2023-01-24,25.339
2023-01-25,25.339
2023-01-26,24.962
2023-01-27,24.569
2023-01-28,24.569
2023-01-29,24.647
2023-01-30,24.677
2023-01-31,24.677
2023-02-01,24.495
2023-02-02,24.519
2023-02-03,24.512
2023-02-04,24.512
2023-02-05,24.512
2023-02-06,24.494
2023-02-07,24.494
2023-02-08,24.471
2023-02-09,24.407
2023-02-10,24.407
2023-02-11,24.407
2023-02-12,24.407
2023-02-13,24.407
2023-02-14,24.407
2023-02-15,24.407
2023-02-16,24.407
2023-02-17,24.407
2023-02-18,24.407
2023-02-19,24.407
2023-02-20,24.407
2023-02-21,24.407
2023-02-22,24.407
2023-02-23,24.407
2023-02-24,24.407
2023-02-25,24.407
2023-02-26,24.407
2023-02-27,24.407
2023-02-28,24.407
2023-03-01,24.407
2023-03-02,24.407
2023-03-03,24.407
2023-03-04,24.407
2023-03-05,24.407
2023-03-06,24.408
2023-03-07,24.408
2023-03-08,24.408
2023-03-09,24.408
2023-03-10,24.408
2023-03-11,24.408
2023-03-12,24.408
2023-03-13,24.408
2023-03-14,24.408
2023-03-15,24.408
2023-03-16,24.408
2023-03-17,24.408
2023-03-18,24.408
2023-03-19,24.408
2023-03-20,24.408
2023-03-21,24.408
2023-03-22,24.408
2023-03-23,24.408
2023-03-24,24.408
2023-03-25,24.408
2023-03-26,24.408
2023-03-27,24.408
2023-03-28,24.408
2023-03-29,24.408
2023-03-30,24.408
2023-03-31,24.408
2023-04-01,24.408
2023-04-02,24.408
2023-04-03,24.408
2023-04-04,24.408
2023-04-05,24.408
2023-04-06,24.417
2023-04-07,24.417
2023-04-08,24.417
2023-04-09,24.417
2023-04-10,24.404
2023-04-11,24.404
2023-04-12,24.404
2023-04-13,24.404
2023-04-14,24.404
2023-04-15,24.404
2023-04-16,24.404
2023-04-17,24.404
2023-04-18,24.404
2023-04-19,24.404
2023-04-20,24.404
2023-04-21,24.4
2023-04-22,24.4
2023-04-23,24.4
2023-04-24,24.4
2023-04-25,24.4
2023-04-26,24.4
2023-04-27,24.444
2023-04-28,24.62
2023-04-29,24.62
2023-04-30,24.62
2023-05-01,24.61
2023-05-02,24.61
2023-05-03,24.638
2023-05-04,24.638
2023-05-05,24.638
2023-05-06,24.638
2023-05-07,24.638
2023-05-08,24.647
2023-05-09,24.647
2023-05-10,24.647
2023-05-11,24.668
2023-05-12,24.668
2023-05-13,24.668
2023-05-14,24.668
2023-05-15,24.668
2023-05-16,24.694
2023-05-17,24.687
2023-05-18,24.687
2023-05-19,24.69
2023-05-20,24.69
2023-05-21,24.69
2023-05-22,24.69
2023-05-23,24.69
2023-05-24,24.69
2023-05-25,24.69
2023-05-26,24.69
2023-05-27,24.69
2023-05-28,24.69
2023-05-29,24.69
2023-05-30,24.69
2023-05-31,24.69
2023-06-01,24.69
2023-06-02,24.69
2023-06-03,24.69
2023-06-04,24.69
2023-06-05,24.69
2023-06-06,24.69
2023-06-07,24.69
2023-06-08,24.69
2023-06-09,24.69
2023-06-10,24.69
2023-06-11,24.69
2023-06-12,24.69
2023-06-13,24.69
2023-06-14,24.69
2023-06-15,24.69
2023-06-16,24.69
2023-06-17,24.69
2023-06-18,24.69
2023-06-19,24.69
2023-06-20,24.69
2023-06-21,24.69
2023-06-22,24.69
2023-06-23,24.69
2023-06-24,24.69
2023-06-25,24.69
2023-06-26,24.69
2023-06-27,24.69
2023-06-28,24.69
2023-06-29,24.69
2023-06-30,24.69
2023-07-01,24.69
