,DTE US Equity
2023-06-24,6.676
2023-06-25,6.676
2023-06-26,6.676
2023-06-27,6.676
2023-06-28,6.676
2023-06-29,6.676
2023-06-30,6.676
2023-07-01,6.676
2023-07-02,6.676
2023-07-03,6.676
2023-07-04,6.676
2023-07-05,6.676
2023-07-06,6.676
2023-07-07,6.676
2023-07-08,6.676
2023-07-09,6.676
2023-07-10,6.676
2023-07-11,6.675
2023-07-12,6.676
2023-07-13,6.676
2023-07-14,6.676
2023-07-15,6.676
2023-07-16,6.676
2023-07-17,6.676
2023-07-18,6.655
2023-07-19,6.683
2023-07-20,6.683
2023-07-21,6.683
2023-07-22,6.683
2023-07-23,6.683
2023-07-24,6.684
2023-07-25,6.684
2023-07-26,6.684
2023-07-27,6.684
2023-07-28,6.684
2023-07-29,6.684
2023-07-30,6.684
2023-07-31,6.684
2023-08-01,6.684
2023-08-02,6.684
2023-08-03,6.684
2023-08-04,6.684
2023-08-05,6.684
2023-08-06,6.684
2023-08-07,6.684
2023-08-08,6.678
2023-08-09,6.678
2023-08-10,6.68
2023-08-11,6.68
2023-08-12,6.68
2023-08-13,6.68
2023-08-14,6.68
2023-08-15,6.682
2023-08-16,6.682
2023-08-17,6.682
2023-08-18,6.682
2023-08-19,6.682
2023-08-20,6.682
2023-08-21,6.682
2023-08-22,6.671
2023-08-23,6.671
2023-08-24,6.671
2023-08-25,6.671
2023-08-26,6.671
2023-08-27,6.671
2023-08-28,6.671
2023-08-29,6.671
2023-08-30,6.671
2023-08-31,6.671
2023-09-01,6.69
2023-09-02,6.69
2023-09-03,6.69
2023-09-04,6.69
2023-09-05,6.69
2023-09-06,6.69
2023-09-07,6.69
2023-09-08,6.69
2023-09-09,6.69
2023-09-10,6.69
2023-09-11,6.691
2023-09-12,6.691
2023-09-13,6.691
2023-09-14,6.691
2023-09-15,6.691
2023-09-16,6.691
2023-09-17,6.691
2023-09-18,6.691
2023-09-19,6.691
2023-09-20,6.662
2023-09-21,6.662
2023-09-22,6.662
2023-09-23,6.662
2023-09-24,6.662
2023-09-25,6.662
2023-09-26,6.662
2023-09-27,6.662
2023-09-28,6.662
2023-09-29,6.668
2023-09-30,6.668
2023-10-01,6.668
2023-10-02,6.668
2023-10-03,6.668
2023-10-04,6.668
2023-10-05,6.668
2023-10-06,6.668
2023-10-07,6.668
2023-10-08,6.668
2023-10-09,6.667
2023-10-10,6.666
2023-10-11,6.666
2023-10-12,6.661
2023-10-13,6.661
2023-10-14,6.661
2023-10-15,6.658
2023-10-16,6.658
2023-10-17,6.659
2023-10-18,6.659
2023-10-19,6.659
2023-10-20,6.659
2023-10-21,6.659
2023-10-22,6.659
2023-10-23,6.633
2023-10-24,6.633
2023-10-25,6.633
2023-10-26,6.633
2023-10-27,6.633
2023-10-28,6.633
2023-10-29,6.633
2023-10-30,6.633
2023-10-31,6.626
2023-11-01,6.604
2023-11-02,6.648
2023-11-03,6.648
2023-11-04,6.634
2023-11-05,6.634
2023-11-06,6.634
2023-11-07,6.634
2023-11-08,6.634
2023-11-09,6.634
2023-11-10,6.634
2023-11-11,6.634
2023-11-12,6.634
2023-11-13,6.634
2023-11-14,6.634
2023-11-15,6.634
2023-11-16,6.638
2023-11-17,6.638
2023-11-18,6.638
2023-11-19,6.638
2023-11-20,6.638
2023-11-21,6.638
2023-11-22,6.638
2023-11-23,6.638
2023-11-24,6.638
2023-11-25,6.638
2023-11-26,6.638
2023-11-27,6.638
2023-11-28,6.638
2023-11-29,6.638
2023-11-30,6.642
2023-12-01,6.638
2023-12-02,6.638
2023-12-03,6.641
2023-12-04,6.641
2023-12-05,6.641
2023-12-06,6.641
2023-12-07,6.641
2023-12-08,6.645
2023-12-09,6.657
2023-12-10,6.661
2023-12-11,6.661
2023-12-12,6.661
2023-12-13,6.661
2023-12-14,6.666
2023-12-15,6.666
2023-12-16,6.666
2023-12-17,6.666
2023-12-18,6.666
2023-12-19,6.666
2023-12-20,6.666
2023-12-21,6.666
2023-12-22,6.666
2023-12-23,6.666
2023-12-24,6.666
2023-12-25,6.666
2023-12-26,6.666
2023-12-27,6.666
2023-12-28,6.666
2023-12-29,6.666
2023-12-30,6.666
2023-12-31,6.666
2024-01-01,6.666
2024-01-02,6.679
2024-01-03,6.679
2024-01-04,6.679
2024-01-05,6.679
2024-01-06,6.679
2024-01-07,6.685
2024-01-08,6.685
2024-01-09,6.685
2024-01-10,6.685
2024-01-11,6.685
2024-01-12,6.685
2024-01-13,6.685
2024-01-14,6.685
2024-01-15,6.685
2024-01-16,6.685
2024-01-17,6.685
2024-01-18,6.691
2024-01-19,6.691
2024-01-20,6.691
2024-01-21,6.693
2024-01-22,6.693
2024-01-23,6.694
2024-01-24,6.694
2024-01-25,6.694
2024-01-26,6.694
2024-01-27,6.694
2024-01-28,6.694
2024-01-29,6.694
2024-01-30,6.698
2024-01-31,6.698
2024-02-01,6.698
2024-02-02,6.698
2024-02-03,6.698
2024-02-04,6.698
2024-02-05,6.698
2024-02-06,6.698
2024-02-07,6.698
2024-02-08,6.698
2024-02-09,6.698
2024-02-10,6.698
2024-02-11,6.698
2024-02-12,6.699
2024-02-13,6.699
2024-02-14,6.699
2024-02-15,6.699
2024-02-16,6.699
2024-02-17,6.699
2024-02-18,6.699
2024-02-19,6.699
2024-02-20,6.699
2024-02-21,6.699
2024-02-22,6.699
2024-02-23,6.699
2024-02-24,6.699
2024-02-25,6.699
2024-02-26,6.699
2024-02-27,6.699
2024-02-28,6.699
2024-02-29,6.699
2024-03-01,6.699
2024-03-02,6.699
2024-03-03,6.699
2024-03-04,6.699
2024-03-05,6.699
2024-03-06,6.699
2024-03-07,6.699
2024-03-08,6.699
2024-03-09,6.699
2024-03-10,6.699
2024-03-11,6.693
2024-03-12,6.693
2024-03-13,6.693
2024-03-14,6.694
2024-03-15,6.694
2024-03-16,6.694
2024-03-17,6.694
2024-03-18,6.694
2024-03-19,6.694
2024-03-20,6.694
2024-03-21,6.681
2024-03-22,6.681
2024-03-23,6.681
2024-03-24,6.681
2024-03-25,6.681
2024-03-26,6.681
2024-03-27,6.681
2024-03-28,6.681
2024-03-29,6.681
2024-03-30,6.681
2024-03-31,6.681
2024-04-01,6.681
2024-04-02,6.681
2024-04-03,6.681
2024-04-04,6.681
2024-04-05,6.682
2024-04-06,6.682
2024-04-07,6.682
2024-04-08,6.682
