,BBY US Equity
2020-04-28,9.22
2020-04-29,9.22
2020-04-30,9.22
2020-05-01,9.22
2020-05-02,9.22
2020-05-03,9.22
2020-05-04,9.22
2020-05-05,9.22
2020-05-06,9.22
2020-05-07,9.22
2020-05-08,9.22
2020-05-09,9.22
2020-05-10,9.22
2020-05-11,9.22
2020-05-12,9.22
2020-05-13,9.22
2020-05-14,9.22
2020-05-15,9.22
2020-05-16,9.22
2020-05-17,9.22
2020-05-18,9.22
2020-05-19,9.22
2020-05-20,9.22
2020-05-21,9.22
2020-05-22,6.65
2020-05-23,6.65
2020-05-24,6.65
2020-05-25,6.65
2020-05-26,6.65
2020-05-27,6.65
2020-05-28,6.65
2020-05-29,6.65
2020-05-30,6.65
2020-05-31,6.65
2020-06-01,6.65
2020-06-02,6.65
2020-06-03,6.65
2020-06-04,6.65
2020-06-05,6.65
2020-06-06,6.65
2020-06-07,6.65
2020-06-08,6.65
2020-06-09,6.65
2020-06-10,6.65
2020-06-11,6.65
2020-06-12,6.65
2020-06-13,6.65
2020-06-14,6.65
2020-06-15,6.65
2020-06-16,6.65
2020-06-17,6.65
2020-06-18,6.99
2020-06-19,6.99
2020-06-20,6.99
2020-06-21,6.99
2020-06-22,6.99
2020-06-23,6.99
2020-06-24,6.99
2020-06-25,6.99
2020-06-26,6.99
2020-06-27,6.99
2020-06-28,6.99
2020-06-29,6.99
2020-06-30,6.99
2020-07-01,6.99
2020-07-02,6.99
2020-07-03,6.99
2020-07-04,6.99
2020-07-05,6.99
2020-07-06,6.99
2020-07-07,6.99
2020-07-08,6.99
2020-07-09,6.99
2020-07-10,6.99
2020-07-11,6.99
2020-07-12,6.99
2020-07-13,6.99
2020-07-14,6.99
2020-07-15,6.99
2020-07-16,6.99
2020-07-17,6.99
2020-07-18,6.99
2020-07-19,6.99
2020-07-20,6.99
2020-07-21,6.99
2020-07-22,6.99
2020-07-23,6.99
2020-07-24,6.99
2020-07-25,6.99
2020-07-26,6.99
2020-07-27,6.99
2020-07-28,6.99
2020-07-29,6.99
2020-07-30,6.99
2020-07-31,6.99
2020-08-01,6.99
2020-08-02,6.99
2020-08-03,6.99
2020-08-04,6.99
2020-08-05,6.99
2020-08-06,7.135
2020-08-07,7.135
2020-08-08,7.135
2020-08-09,7.135
2020-08-10,7.135
2020-08-11,7.135
2020-08-12,7.135
2020-08-13,7.135
2020-08-14,7.135
2020-08-15,7.135
2020-08-16,7.135
2020-08-17,7.18
2020-08-18,7.18
2020-08-19,7.18
2020-08-20,7.18
2020-08-21,7.18
2020-08-22,7.18
2020-08-23,7.18
2020-08-24,7.18
2020-08-25,7.18
2020-08-26,7.705
2020-08-27,7.705
2020-08-28,8.49
2020-08-29,8.49
2020-08-30,8.49
2020-08-31,8.49
2020-09-01,8.49
2020-09-02,8.49
2020-09-03,8.49
2020-09-04,8.49
2020-09-05,8.49
2020-09-06,8.49
2020-09-07,8.49
2020-09-08,8.49
2020-09-09,8.49
2020-09-10,8.49
2020-09-11,8.49
2020-09-12,8.49
2020-09-13,8.49
2020-09-14,8.49
2020-09-15,8.49
2020-09-16,8.49
2020-09-17,8.49
2020-09-18,8.49
2020-09-19,8.49
2020-09-20,8.49
2020-09-21,8.49
2020-09-22,8.49
2020-09-23,8.49
2020-09-24,8.49
2020-09-25,8.49
2020-09-26,8.49
2020-09-27,8.49
2020-09-28,8.49
2020-09-29,8.49
2020-09-30,8.49
2020-10-01,8.49
2020-10-02,8.49
2020-10-03,8.49
2020-10-04,8.49
2020-10-05,8.49
2020-10-06,8.49
2020-10-07,8.49
2020-10-08,8.49
2020-10-09,8.49
2020-10-10,8.49
2020-10-11,8.49
2020-10-12,8.49
2020-10-13,8.49
2020-10-14,8.49
2020-10-15,8.49
2020-10-16,8.49
2020-10-17,8.49
2020-10-18,8.49
2020-10-19,8.49
2020-10-20,8.49
2020-10-21,8.49
2020-10-22,8.49
2020-10-23,8.49
2020-10-24,8.49
2020-10-25,8.49
2020-10-26,8.49
2020-10-27,8.49
2020-10-28,8.49
2020-10-29,8.49
2020-10-30,8.49
2020-10-31,8.49
2020-11-01,8.49
2020-11-02,8.49
2020-11-03,8.49
2020-11-04,8.49
2020-11-05,8.49
2020-11-06,8.49
2020-11-07,8.49
2020-11-08,8.49
2020-11-09,8.49
2020-11-10,8.49
2020-11-11,8.49
2020-11-12,8.49
2020-11-13,8.49
2020-11-14,8.49
2020-11-15,8.49
2020-11-16,9.19
2020-11-17,9.19
2020-11-18,9.19
2020-11-19,9.19
2020-11-20,9.19
2020-11-21,9.19
2020-11-22,9.19
2020-11-23,9.19
2020-11-24,10.005
2020-11-25,10.005
2020-11-26,10.005
2020-11-27,10.005
2020-11-28,10.005
2020-11-29,10.005
2020-11-30,10.005
2020-12-01,10.445
2020-12-02,10.445
2020-12-03,10.445
2020-12-04,10.82
2020-12-05,10.82
2020-12-06,10.82
2020-12-07,10.82
2020-12-08,10.82
2020-12-09,10.82
2020-12-10,11.435
2020-12-11,11.435
2020-12-12,11.435
2020-12-13,11.435
2020-12-14,11.435
2020-12-15,11.435
2020-12-16,11.435
2020-12-17,11.435
2020-12-18,11.435
2020-12-19,11.435
2020-12-20,11.435
2020-12-21,11.435
2020-12-22,11.435
2020-12-23,11.435
2020-12-24,11.435
2020-12-25,11.435
2020-12-26,11.435
2020-12-27,11.435
2020-12-28,11.435
2020-12-29,11.435
2020-12-30,11.435
2020-12-31,11.435
2021-01-01,11.435
2021-01-02,11.435
2021-01-03,11.435
2021-01-04,11.435
2021-01-05,11.435
2021-01-06,11.14
2021-01-07,11.14
2021-01-08,11.14
2021-01-09,11.14
2021-01-10,11.14
2021-01-11,11.14
2021-01-12,11.14
2021-01-13,11.14
2021-01-14,11.14
2021-01-15,11.14
2021-01-16,11.14
2021-01-17,11.14
2021-01-18,11.14
2021-01-19,11.14
2021-01-20,11.14
2021-01-21,11.14
2021-01-22,11.14
2021-01-23,11.14
2021-01-24,11.14
2021-01-25,11.14
2021-01-26,11.14
2021-01-27,11.14
2021-01-28,11.14
2021-01-29,11.14
2021-01-30,11.14
2021-01-31,11.14
2021-02-01,11.14
2021-02-02,11.14
2021-02-03,11.14
2021-02-04,11.14
2021-02-05,11.14
2021-02-06,11.14
2021-02-07,11.14
2021-02-08,11.203
2021-02-09,11.203
2021-02-10,11.203
2021-02-11,11.203
2021-02-12,11.203
2021-02-13,11.203
2021-02-14,11.203
2021-02-15,11.203
2021-02-16,11.203
2021-02-17,11.203
2021-02-18,11.203
2021-02-19,11.203
2021-02-20,11.203
2021-02-21,11.203
2021-02-22,11.203
2021-02-23,11.203
2021-02-24,11.203
2021-02-25,10.733
2021-02-26,10.733
2021-02-27,10.733
2021-02-28,10.733
2021-03-01,10.733
2021-03-02,10.733
2021-03-03,10.733
2021-03-04,10.733
2021-03-05,10.733
2021-03-06,10.733
2021-03-07,10.733
2021-03-08,10.733
2021-03-09,10.733
2021-03-10,10.733
2021-03-11,10.733
2021-03-12,10.733
2021-03-13,10.733
2021-03-14,10.733
2021-03-15,10.733
2021-03-16,10.733
2021-03-17,10.733
2021-03-18,10.733
2021-03-19,10.733
2021-03-20,10.733
2021-03-21,10.733
2021-03-22,10.733
2021-03-23,10.733
2021-03-24,10.733
2021-03-25,10.793
2021-03-26,10.793
2021-03-27,10.793
2021-03-28,10.793
2021-03-29,10.793
2021-03-30,10.793
2021-03-31,10.793
2021-04-01,10.793
2021-04-02,10.793
2021-04-03,10.793
2021-04-04,10.793
2021-04-05,10.793
2021-04-06,10.793
2021-04-07,10.793
2021-04-08,10.793
2021-04-09,10.793
2021-04-10,10.793
2021-04-11,10.793
2021-04-12,10.793
2021-04-13,10.793
2021-04-14,10.793
2021-04-15,10.793
2021-04-16,10.793
2021-04-17,10.793
2021-04-18,10.793
2021-04-19,10.793
2021-04-20,10.793
2021-04-21,10.793
2021-04-22,10.793
2021-04-23,10.793
2021-04-24,10.793
2021-04-25,10.793
2021-04-26,10.793
2021-04-27,10.793
2021-04-28,10.793
2021-04-29,10.793
2021-04-30,10.793
2021-05-01,10.793
2021-05-02,10.793
2021-05-03,10.793
2021-05-04,10.793
2021-05-05,10.793
2021-05-06,10.793
2021-05-07,10.793
2021-05-08,10.793
2021-05-09,10.793
2021-05-10,10.793
2021-05-11,10.793
2021-05-12,10.793
2021-05-13,10.793
2021-05-14,10.793
2021-05-15,10.793
2021-05-16,10.837
2021-05-17,10.837
2021-05-18,10.837
2021-05-19,10.837
2021-05-20,10.837
2021-05-21,10.837
2021-05-22,10.837
2021-05-23,10.837
2021-05-24,10.837
2021-05-25,10.837
2021-05-26,10.837
2021-05-27,11.53
2021-05-28,11.53
2021-05-29,11.53
2021-05-30,11.53
2021-05-31,11.53
2021-06-01,11.53
2021-06-02,11.53
2021-06-03,11.53
2021-06-04,11.53
2021-06-05,11.53
2021-06-06,11.53
2021-06-07,11.53
2021-06-08,11.53
2021-06-09,11.53
2021-06-10,11.53
2021-06-11,11.53
2021-06-12,11.53
2021-06-13,11.53
2021-06-14,11.53
2021-06-15,11.53
2021-06-16,11.53
2021-06-17,11.53
2021-06-18,11.53
2021-06-19,11.53
2021-06-20,11.53
2021-06-21,11.53
2021-06-22,11.53
2021-06-23,11.53
2021-06-24,11.53
2021-06-25,11.53
2021-06-26,11.53
2021-06-27,11.53
2021-06-28,11.53
2021-06-29,11.53
2021-06-30,11.53
2021-07-01,11.53
2021-07-02,11.53
2021-07-03,11.53
2021-07-04,11.53
2021-07-05,11.53
2021-07-06,11.53
2021-07-07,11.53
2021-07-08,11.53
2021-07-09,11.53
2021-07-10,11.53
2021-07-11,11.53
2021-07-12,11.53
2021-07-13,11.53
2021-07-14,11.53
2021-07-15,11.53
2021-07-16,11.53
2021-07-17,11.53
2021-07-18,11.53
2021-07-19,11.53
2021-07-20,11.22
2021-07-21,11.22
2021-07-22,11.22
2021-07-23,11.22
2021-07-24,11.22
2021-07-25,11.22
2021-07-26,11.22
2021-07-27,11.22
2021-07-28,11.22
2021-07-29,11.22
2021-07-30,11.22
2021-07-31,11.22
2021-08-01,11.22
2021-08-02,11.22
2021-08-03,11.22
2021-08-04,11.22
2021-08-05,11.22
2021-08-06,11.22
2021-08-07,11.22
2021-08-08,11.22
2021-08-09,11.22
2021-08-10,11.22
2021-08-11,11.22
2021-08-12,11.22
2021-08-13,11.22
2021-08-14,11.22
2021-08-15,11.22
2021-08-16,11.22
2021-08-17,11.22
2021-08-18,11.22
2021-08-19,11.22
2021-08-20,11.22
2021-08-21,11.22
2021-08-22,11.22
2021-08-23,11.22
2021-08-24,11.924
2021-08-25,11.74
2021-08-26,11.74
2021-08-27,11.74
2021-08-28,11.74
2021-08-29,11.74
2021-08-30,11.74
2021-08-31,11.74
2021-09-01,11.74
2021-09-02,11.74
2021-09-03,11.74
2021-09-04,11.74
2021-09-05,11.74
2021-09-06,11.74
2021-09-07,11.968
2021-09-08,11.968
2021-09-09,11.968
2021-09-10,11.968
2021-09-11,11.968
2021-09-12,11.968
2021-09-13,11.576
2021-09-14,11.576
2021-09-15,11.576
2021-09-16,11.576
2021-09-17,11.576
2021-09-18,11.576
2021-09-19,11.576
2021-09-20,11.576
2021-09-21,11.576
2021-09-22,11.576
2021-09-23,11.576
2021-09-24,11.576
2021-09-25,11.576
2021-09-26,11.576
2021-09-27,11.578
2021-09-28,11.578
2021-09-29,11.578
2021-09-30,11.578
2021-10-01,11.578
2021-10-02,11.578
2021-10-03,11.578
2021-10-04,11.578
2021-10-05,11.578
2021-10-06,11.578
2021-10-07,11.578
2021-10-08,11.578
2021-10-09,11.578
2021-10-10,11.578
2021-10-11,11.578
2021-10-12,11.317
2021-10-13,11.317
2021-10-14,11.317
2021-10-15,11.317
2021-10-16,11.317
2021-10-17,11.317
2021-10-18,11.317
2021-10-19,11.317
2021-10-20,11.317
2021-10-21,11.317
2021-10-22,11.317
2021-10-23,11.317
2021-10-24,11.317
2021-10-25,11.317
2021-10-26,11.317
2021-10-27,11.317
2021-10-28,11.317
2021-10-29,11.317
2021-10-30,11.317
2021-10-31,11.317
2021-11-01,11.317
2021-11-02,11.317
2021-11-03,11.317
2021-11-04,11.317
2021-11-05,11.317
2021-11-06,11.317
2021-11-07,11.317
2021-11-08,11.317
2021-11-09,11.317
2021-11-10,11.317
2021-11-11,11.317
2021-11-12,11.317
2021-11-13,11.317
2021-11-14,11.317
2021-11-15,11.317
2021-11-16,11.317
2021-11-17,11.079
2021-11-18,11.079
2021-11-19,11.079
2021-11-20,11.079
2021-11-21,11.079
2021-11-22,11.079
2021-11-23,11.051
2021-11-24,10.986
2021-11-25,10.986
2021-11-26,10.986
2021-11-27,10.986
2021-11-28,10.986
2021-11-29,10.986
2021-11-30,10.986
2021-12-01,10.986
2021-12-02,11.016
2021-12-03,11.016
2021-12-04,11.016
2021-12-05,11.067
2021-12-06,11.067
2021-12-07,11.067
2021-12-08,11.067
2021-12-09,11.067
2021-12-10,11.067
2021-12-11,11.067
2021-12-12,11.067
2021-12-13,11.067
2021-12-14,11.067
2021-12-15,11.067
2021-12-16,11.067
2021-12-17,11.067
2021-12-18,11.067
2021-12-19,11.067
2021-12-20,11.067
2021-12-21,11.067
2021-12-22,11.067
2021-12-23,11.067
2021-12-24,11.067
2021-12-25,11.067
2021-12-26,11.067
2021-12-27,11.067
2021-12-28,11.067
2021-12-29,11.067
2021-12-30,11.067
2021-12-31,11.067
2022-01-01,11.067
2022-01-02,11.067
2022-01-03,11.067
2022-01-04,11.067
2022-01-05,10.903
2022-01-06,11.013
2022-01-07,11.013
2022-01-08,11.013
2022-01-09,11.013
2022-01-10,11.013
2022-01-11,11.013
2022-01-12,11.013
2022-01-13,11.109
2022-01-14,11.109
2022-01-15,11.109
2022-01-16,11.109
2022-01-17,11.109
2022-01-18,11.109
2022-01-19,11.109
2022-01-20,11.109
2022-01-21,11.109
2022-01-22,11.109
2022-01-23,11.109
2022-01-24,11.109
2022-01-25,11.109
2022-01-26,11.109
2022-01-27,11.109
2022-01-28,11.109
2022-01-29,11.109
2022-01-30,11.109
2022-01-31,11.109
2022-02-01,11.109
2022-02-02,11.109
2022-02-03,11.109
2022-02-04,11.109
2022-02-05,11.109
2022-02-06,11.109
2022-02-07,11.109
2022-02-08,11.109
2022-02-09,11.109
2022-02-10,11.109
2022-02-11,11.109
2022-02-12,11.109
2022-02-13,11.109
2022-02-14,11.109
2022-02-15,11.109
2022-02-16,11.109
2022-02-17,11.109
2022-02-18,11.109
2022-02-19,11.109
2022-02-20,11.109
2022-02-21,11.109
2022-02-22,11.109
2022-02-23,11.109
2022-02-24,11.109
2022-02-25,11.109
2022-02-26,11.109
2022-02-27,11.109
2022-02-28,11.119
2022-03-01,11.119
2022-03-02,11.119
2022-03-03,11.574
2022-03-04,12.088
2022-03-05,12.472
2022-03-06,12.472
2022-03-07,12.377
2022-03-08,12.377
2022-03-09,12.377
2022-03-10,12.377
2022-03-11,12.377
2022-03-12,12.377
2022-03-13,12.377
2022-03-14,12.377
2022-03-15,12.377
2022-03-16,12.377
2022-03-17,12.377
2022-03-18,12.377
2022-03-19,12.377
2022-03-20,12.377
2022-03-21,12.377
2022-03-22,12.388
2022-03-23,12.539
2022-03-24,12.539
2022-03-25,12.539
2022-03-26,12.539
2022-03-27,12.539
2022-03-28,12.539
2022-03-29,12.539
2022-03-30,12.539
2022-03-31,12.539
2022-04-01,12.539
2022-04-02,12.539
2022-04-03,12.539
2022-04-04,12.617
2022-04-05,12.617
2022-04-06,12.617
2022-04-07,12.617
2022-04-08,12.617
2022-04-09,12.617
2022-04-10,12.617
2022-04-11,12.617
2022-04-12,12.617
2022-04-13,12.617
2022-04-14,12.617
2022-04-15,12.617
2022-04-16,12.617
2022-04-17,12.617
2022-04-18,12.617
2022-04-19,12.617
2022-04-20,12.617
2022-04-21,12.617
2022-04-22,12.617
2022-04-23,12.617
2022-04-24,12.617
2022-04-25,12.617
2022-04-26,12.617
2022-04-27,12.617
2022-04-28,12.617
2022-04-29,12.617
2022-04-30,12.617
2022-05-01,12.505
2022-05-02,12.505
2022-05-03,12.505
2022-05-04,12.505
2022-05-05,12.505
2022-05-06,12.537
2022-05-07,12.537
2022-05-08,12.537
2022-05-09,12.537
2022-05-10,12.537
2022-05-11,12.537
2022-05-12,12.537
2022-05-13,12.537
2022-05-14,12.458
2022-05-15,12.458
2022-05-16,12.458
2022-05-17,12.458
2022-05-18,12.458
2022-05-19,12.458
2022-05-20,12.458
2022-05-21,12.449
2022-05-22,12.449
2022-05-23,12.511
2022-05-24,12.203
2022-05-25,11.806
2022-05-26,11.754
2022-05-27,11.772
2022-05-28,11.898
2022-05-29,11.898
2022-05-30,11.898
2022-05-31,11.898
2022-06-01,11.898
2022-06-02,11.898
2022-06-03,11.83
2022-06-04,11.83
2022-06-05,11.83
2022-06-06,11.83
2022-06-07,11.83
2022-06-08,11.78
2022-06-09,11.78
2022-06-10,11.791
2022-06-11,11.791
2022-06-12,11.791
2022-06-13,11.791
2022-06-14,11.791
2022-06-15,11.791
2022-06-16,11.791
2022-06-17,11.763
2022-06-18,11.763
2022-06-19,11.763
2022-06-20,11.763
2022-06-21,11.763
2022-06-22,11.763
2022-06-23,11.716
2022-06-24,11.716
2022-06-25,11.716
2022-06-26,11.716
2022-06-27,11.716
2022-06-28,11.716
2022-06-29,11.716
2022-06-30,11.716
2022-07-01,11.716
2022-07-02,11.716
2022-07-03,11.716
2022-07-04,11.716
2022-07-05,11.716
2022-07-06,11.663
2022-07-07,11.663
2022-07-08,11.663
2022-07-09,11.663
2022-07-10,11.663
2022-07-11,11.663
2022-07-12,11.663
2022-07-13,11.663
2022-07-14,11.663
2022-07-15,11.663
2022-07-16,11.663
2022-07-17,11.663
2022-07-18,11.663
2022-07-19,11.633
2022-07-20,11.633
2022-07-21,11.633
2022-07-22,11.633
2022-07-23,11.633
2022-07-24,11.633
2022-07-25,11.633
2022-07-26,11.633
2022-07-27,10.824
2022-07-28,9.363
2022-07-29,8.973
2022-07-30,8.801
2022-07-31,8.614
2022-08-01,8.614
2022-08-02,8.614
2022-08-03,8.614
2022-08-04,8.614
2022-08-05,8.614
2022-08-06,8.614
2022-08-07,8.614
2022-08-08,8.614
2022-08-09,8.614
2022-08-10,8.614
2022-08-11,8.614
2022-08-12,8.435
2022-08-13,8.435
2022-08-14,8.435
2022-08-15,8.435
2022-08-16,8.435
2022-08-17,8.435
2022-08-18,8.435
2022-08-19,8.435
2022-08-20,8.435
2022-08-21,8.435
2022-08-22,8.435
2022-08-23,8.435
2022-08-24,8.435
2022-08-25,8.435
2022-08-26,8.435
2022-08-27,8.435
2022-08-28,8.435
2022-08-29,8.435
2022-08-30,8.399
2022-08-31,8.133
2022-09-01,8.269
2022-09-02,8.269
2022-09-03,8.269
2022-09-04,8.269
2022-09-05,8.269
2022-09-06,8.269
2022-09-07,8.269
2022-09-08,8.269
2022-09-09,8.269
2022-09-10,8.269
2022-09-11,8.269
2022-09-12,8.269
2022-09-13,8.269
2022-09-14,8.331
2022-09-15,8.331
2022-09-16,8.331
2022-09-17,8.331
2022-09-18,8.331
2022-09-19,8.331
2022-09-20,8.331
2022-09-21,8.331
2022-09-22,8.331
2022-09-23,8.331
2022-09-24,8.331
2022-09-25,8.331
2022-09-26,8.331
2022-09-27,8.331
2022-09-28,8.331
2022-09-29,8.331
2022-09-30,8.331
2022-10-01,8.331
2022-10-02,8.331
2022-10-03,8.331
2022-10-04,8.331
2022-10-05,8.331
2022-10-06,8.331
2022-10-07,8.331
2022-10-08,8.331
2022-10-09,8.331
2022-10-10,8.331
2022-10-11,8.331
2022-10-12,8.331
2022-10-13,8.331
2022-10-14,8.331
2022-10-15,8.331
2022-10-16,8.331
2022-10-17,8.331
2022-10-18,8.236
2022-10-19,8.236
2022-10-20,8.236
2022-10-21,8.236
2022-10-22,8.236
2022-10-23,8.236
2022-10-24,8.236
2022-10-25,8.236
2022-10-26,8.236
2022-10-27,8.236
2022-10-28,8.236
2022-10-29,8.236
2022-10-30,8.236
2022-10-31,8.236
2022-11-01,8.235
2022-11-02,8.235
2022-11-03,8.193
2022-11-04,8.193
2022-11-05,8.193
2022-11-06,8.193
2022-11-07,8.193
2022-11-08,8.193
2022-11-09,8.193
2022-11-10,8.193
2022-11-11,8.193
2022-11-12,8.193
2022-11-13,8.193
2022-11-14,8.089
2022-11-15,8.089
2022-11-16,8.089
2022-11-17,8.089
2022-11-18,8.062
2022-11-19,8.062
2022-11-20,8.062
2022-11-21,8.062
2022-11-22,8.2
2022-11-23,8.06
2022-11-24,8.06
2022-11-25,8.06
2022-11-26,8.06
2022-11-27,8.06
2022-11-28,8.073
2022-11-29,8.078
2022-11-30,8.078
2022-12-01,8.078
2022-12-02,8.064
2022-12-03,8.064
2022-12-04,8.064
2022-12-05,8.064
2022-12-06,8.064
2022-12-07,8.064
2022-12-08,8.064
2022-12-09,8.064
2022-12-10,8.064
2022-12-11,8.064
2022-12-12,8.064
2022-12-13,8.064
2022-12-14,8.064
2022-12-15,8.064
2022-12-16,8.064
2022-12-17,8.064
2022-12-18,8.064
2022-12-19,7.986
2022-12-20,7.986
2022-12-21,7.986
2022-12-22,7.986
2022-12-23,7.986
2022-12-24,7.986
2022-12-25,7.986
2022-12-26,7.986
2022-12-27,7.986
2022-12-28,7.986
2022-12-29,7.986
2022-12-30,7.986
2022-12-31,7.986
2023-01-01,7.986
2023-01-02,7.986
2023-01-03,7.986
2023-01-04,7.986
2023-01-05,7.982
2023-01-06,7.98
2023-01-07,7.98
2023-01-08,7.98
2023-01-09,7.98
2023-01-10,7.98
2023-01-11,7.98
2023-01-12,7.98
2023-01-13,7.869
2023-01-14,7.869
2023-01-15,7.869
2023-01-16,7.869
2023-01-17,7.869
2023-01-18,7.853
2023-01-19,7.853
2023-01-20,7.853
2023-01-21,7.853
2023-01-22,7.853
2023-01-23,7.853
2023-01-24,7.853
2023-01-25,7.853
2023-01-26,7.853
2023-01-27,7.851
2023-01-28,7.851
2023-01-29,7.851
2023-01-30,7.851
2023-01-31,7.851
2023-02-01,7.851
2023-02-02,7.851
2023-02-03,7.851
2023-02-04,7.851
2023-02-05,7.851
2023-02-06,7.851
2023-02-07,7.851
2023-02-08,7.851
2023-02-09,7.851
2023-02-10,7.851
2023-02-11,7.851
2023-02-12,7.851
2023-02-13,7.851
2023-02-14,7.851
2023-02-15,7.851
2023-02-16,7.851
2023-02-17,7.851
2023-02-18,7.851
2023-02-19,7.851
2023-02-20,7.851
2023-02-21,7.851
2023-02-22,7.851
2023-02-23,7.851
2023-02-24,7.87
2023-02-25,7.87
2023-02-26,7.869
2023-02-27,7.869
2023-02-28,7.869
2023-03-01,7.869
2023-03-02,7.186
2023-03-03,7.141
2023-03-04,7.184
2023-03-05,7.184
2023-03-06,7.177
2023-03-07,7.11
2023-03-08,7.11
2023-03-09,7.11
2023-03-10,7.11
2023-03-11,7.128
2023-03-12,7.128
2023-03-13,7.128
2023-03-14,7.128
2023-03-15,7.101
2023-03-16,7.101
2023-03-17,7.101
2023-03-18,7.101
2023-03-19,7.101
2023-03-20,7.101
2023-03-21,7.101
2023-03-22,7.101
2023-03-23,7.101
2023-03-24,7.101
2023-03-25,7.101
2023-03-26,7.101
2023-03-27,7.101
2023-03-28,7.101
2023-03-29,7.101
2023-03-30,7.093
2023-03-31,7.093
2023-04-01,7.093
2023-04-02,7.093
2023-04-03,7.093
2023-04-04,7.07
2023-04-05,7.07
2023-04-06,7.07
2023-04-07,7.07
2023-04-08,7.07
2023-04-09,7.07
2023-04-10,7.07
2023-04-11,7.07
2023-04-12,7.07
2023-04-13,7.07
2023-04-14,7.07
2023-04-15,7.07
2023-04-16,7.07
2023-04-17,7.07
2023-04-18,7.07
2023-04-19,7.07
2023-04-20,7.07
2023-04-21,7.07
2023-04-22,7.07
2023-04-23,7.07
2023-04-24,7.07
2023-04-25,7.07
2023-04-26,7.07
2023-04-27,7.07
2023-04-28,7.07
2023-04-29,7.07
2023-04-30,7.07
2023-05-01,7.07
2023-05-02,7.07
2023-05-03,7.074
2023-05-04,7.074
2023-05-05,7.074
2023-05-06,7.074
2023-05-07,7.074
2023-05-08,7.074
2023-05-09,7.071
2023-05-10,7.071
2023-05-11,7.037
2023-05-12,7.037
2023-05-13,7.037
2023-05-14,7.037
2023-05-15,7.031
2023-05-16,7.031
2023-05-17,7.031
2023-05-18,7.014
2023-05-19,7.014
2023-05-20,7.014
2023-05-21,7.014
2023-05-22,7.007
2023-05-23,7.007
2023-05-24,7.007
2023-05-25,6.9
2023-05-26,6.887
2023-05-27,6.847
2023-05-28,6.844
2023-05-29,6.844
2023-05-30,6.839
2023-05-31,6.839
2023-06-01,6.839
2023-06-02,6.836
2023-06-03,6.836
2023-06-04,6.836
2023-06-05,6.836
2023-06-06,6.836
2023-06-07,6.836
2023-06-08,6.823
2023-06-09,6.823
2023-06-10,6.823
2023-06-11,6.823
2023-06-12,6.823
2023-06-13,6.823
2023-06-14,6.821
2023-06-15,6.821
2023-06-16,6.817
2023-06-17,6.817
2023-06-18,6.817
2023-06-19,6.817
2023-06-20,6.817
2023-06-21,6.817
2023-06-22,6.817
2023-06-23,6.817
