,UAL US Equity
2023-06-24,10.69
2023-06-25,10.78
2023-06-26,10.818
2023-06-27,10.818
2023-06-28,10.818
2023-06-29,10.88
2023-06-30,10.88
2023-07-01,10.88
2023-07-02,10.88
2023-07-03,10.88
2023-07-04,10.88
2023-07-05,10.88
2023-07-06,10.913
2023-07-07,10.913
2023-07-08,10.927
2023-07-09,10.911
2023-07-10,10.882
2023-07-11,10.935
2023-07-12,10.941
2023-07-13,10.797
2023-07-14,10.797
2023-07-15,10.797
2023-07-16,10.797
2023-07-17,10.692
2023-07-18,10.939
2023-07-19,11.095
2023-07-20,11.426
2023-07-21,11.862
2023-07-22,11.862
2023-07-23,11.953
2023-07-24,11.953
2023-07-25,11.953
2023-07-26,11.953
2023-07-27,11.894
2023-07-28,11.894
2023-07-29,11.894
2023-07-30,11.894
2023-07-31,11.894
2023-08-01,11.894
2023-08-02,11.771
2023-08-03,11.771
2023-08-04,11.771
2023-08-05,11.771
2023-08-06,11.771
2023-08-07,11.833
2023-08-08,11.833
2023-08-09,11.833
2023-08-10,11.833
2023-08-11,11.833
2023-08-12,11.833
2023-08-13,11.833
2023-08-14,11.833
2023-08-15,11.833
2023-08-16,11.623
2023-08-17,11.623
2023-08-18,11.623
2023-08-19,11.623
2023-08-20,11.623
2023-08-21,11.623
2023-08-22,11.623
2023-08-23,11.623
2023-08-24,11.623
2023-08-25,11.623
2023-08-26,11.623
2023-08-27,11.691
2023-08-28,11.504
2023-08-29,11.504
2023-08-30,11.504
2023-08-31,11.4
2023-09-01,11.4
2023-09-02,11.4
2023-09-03,11.4
2023-09-04,11.4
2023-09-05,11.135
2023-09-06,11.114
2023-09-07,11.114
2023-09-08,11.114
2023-09-09,11.114
2023-09-10,11.114
2023-09-11,11.112
2023-09-12,11.112
2023-09-13,11.112
2023-09-14,11.059
2023-09-15,11.059
2023-09-16,11.059
2023-09-17,11.059
2023-09-18,10.866
2023-09-19,10.866
2023-09-20,10.866
2023-09-21,10.794
2023-09-22,10.702
2023-09-23,10.702
2023-09-24,10.702
2023-09-25,10.702
2023-09-26,10.702
2023-09-27,10.702
2023-09-28,10.699
2023-09-29,10.699
2023-09-30,10.699
2023-10-01,10.699
2023-10-02,10.684
2023-10-03,10.642
2023-10-04,10.163
2023-10-05,10.163
2023-10-06,10.125
2023-10-07,10.125
2023-10-08,10.125
2023-10-09,10.125
2023-10-10,9.921
2023-10-11,9.909
2023-10-12,9.909
2023-10-13,9.909
2023-10-14,9.909
2023-10-15,9.909
2023-10-16,9.924
2023-10-17,9.926
2023-10-18,9.776
2023-10-19,9.81
2023-10-20,9.81
2023-10-21,9.81
2023-10-22,9.7
2023-10-23,9.618
2023-10-24,9.568
2023-10-25,9.511
2023-10-26,9.511
2023-10-27,9.461
2023-10-28,9.461
2023-10-29,9.461
2023-10-30,9.461
2023-10-31,9.461
2023-11-01,9.461
2023-11-02,9.461
2023-11-03,9.461
2023-11-04,9.461
2023-11-05,9.461
2023-11-06,9.533
2023-11-07,9.533
2023-11-08,9.476
2023-11-09,9.476
2023-11-10,9.476
2023-11-11,9.476
2023-11-12,9.476
2023-11-13,9.476
2023-11-14,9.476
2023-11-15,9.35
2023-11-16,9.35
2023-11-17,9.35
2023-11-18,9.35
2023-11-19,9.35
2023-11-20,9.35
2023-11-21,9.35
2023-11-22,9.35
2023-11-23,9.35
2023-11-24,9.35
2023-11-25,9.35
2023-11-26,9.35
2023-11-27,9.35
2023-11-28,9.35
2023-11-29,9.35
2023-11-30,9.389
2023-12-01,9.389
2023-12-02,9.389
2023-12-03,9.389
2023-12-04,9.389
2023-12-05,9.389
2023-12-06,9.389
2023-12-07,9.389
2023-12-08,9.389
2023-12-09,9.389
2023-12-10,9.389
2023-12-11,9.389
2023-12-12,9.389
2023-12-13,9.389
2023-12-14,9.389
2023-12-15,9.389
2023-12-16,9.389
2023-12-17,9.389
2023-12-18,9.383
2023-12-19,9.383
2023-12-20,9.359
2023-12-21,9.361
2023-12-22,9.361
2023-12-23,9.361
2023-12-24,9.361
2023-12-25,9.361
2023-12-26,9.361
2023-12-27,9.361
2023-12-28,9.361
2023-12-29,9.361
2023-12-30,9.361
2023-12-31,9.361
2024-01-01,9.361
2024-01-02,9.416
2024-01-03,9.376
2024-01-04,9.474
2024-01-05,9.472
2024-01-06,9.481
2024-01-07,9.48
2024-01-08,9.558
2024-01-09,9.554
2024-01-10,9.584
2024-01-11,9.378
2024-01-12,9.378
2024-01-13,9.378
2024-01-14,9.378
2024-01-15,9.378
2024-01-16,9.378
2024-01-17,9.378
2024-01-18,9.473
2024-01-19,9.473
2024-01-20,9.414
2024-01-21,9.414
2024-01-22,9.517
2024-01-23,9.544
2024-01-24,9.352
2024-01-25,9.544
2024-01-26,9.544
2024-01-27,9.544
2024-01-28,9.544
2024-01-29,9.539
2024-01-30,9.539
2024-01-31,9.569
2024-02-01,9.569
2024-02-02,9.569
2024-02-03,9.569
2024-02-04,9.569
2024-02-05,9.569
2024-02-06,9.569
2024-02-07,9.569
2024-02-08,9.663
2024-02-09,9.617
2024-02-10,9.617
2024-02-11,9.617
2024-02-12,9.62
2024-02-13,9.694
2024-02-14,9.694
2024-02-15,9.694
2024-02-16,9.694
2024-02-17,9.694
2024-02-18,9.694
2024-02-19,9.694
2024-02-20,9.694
2024-02-21,9.835
2024-02-22,9.835
2024-02-23,9.835
2024-02-24,9.835
2024-02-25,9.833
2024-02-26,9.833
2024-02-27,9.833
2024-02-28,9.833
2024-02-29,9.833
2024-03-01,9.833
2024-03-02,9.833
2024-03-03,9.833
2024-03-04,9.698
2024-03-05,9.692
2024-03-06,9.661
2024-03-07,9.661
2024-03-08,9.661
2024-03-09,9.661
2024-03-10,9.663
2024-03-11,9.663
2024-03-12,9.669
2024-03-13,9.669
2024-03-14,9.671
2024-03-15,9.645
2024-03-16,9.645
2024-03-17,9.645
2024-03-18,9.645
2024-03-19,9.645
2024-03-20,9.645
2024-03-21,9.645
2024-03-22,9.645
2024-03-23,9.645
2024-03-24,9.645
2024-03-25,9.645
2024-03-26,9.645
2024-03-27,9.645
2024-03-28,9.645
2024-03-29,9.645
2024-03-30,9.645
2024-03-31,9.645
2024-04-01,9.645
2024-04-02,9.645
2024-04-03,9.645
2024-04-04,9.575
2024-04-05,9.594
2024-04-06,9.596
2024-04-07,9.596
2024-04-08,9.51
